paper_id,domain,title,journal,doi,year,source_membership,coverage_status,txt_record_present,txt_header_line,node_count,relation_count,claim_id,abstract,abstract_sha256,corpus_path,corpus_csv_row,source_record_ids,limitation_note,reconstruction_run_id
P1116,iTE,Concentration dependence of resistance components in solutions containing dissolved Fe2+/Fe3+,RSC ADVANCES,10.1039/d3ra07829a,2024,iTE,extracted_core_claim,True,12631,2,1,iTE:P1116:claim_block,"Electrolyte solutions containing Fe2+/Fe(3+)are suitable for liquid thermoelectric conversion devices (LTEs),because they are inexpensive materials and exhibit a high electrochemical Seebeck coefficienta. Here, we investigated the concentration (c) dependence of resistance components, i.e., solvent (R-s), charge-transfer(R-ct), and diffusion (R-dif) resistances, of dissolved-Fe2+/Fe3+-containing aqueous, methanol (MeOH),acetone, and propylene carbonate (PC) solutions. We found that thecdependence of Rs andRdifarewell reproduced by empirical formulas, R(s)(-)1 C-S (c)/(n(c))and R-dif(-1)=C(dif)c/n(c)(1/2), where eta(c) is viscosity atc. We further found that the magnitudes of C-s and C difare nearly independent of solvent, suggesting thathis one of the significant solution parameters that determine R-s and R-dif.",6652ef6d076ea8860b3d3c5c3539ac1cef68da773164d7a890ea4844348269bf,cleaned_ite_tg/data/ite_clean.csv,784,iTE1_0820,"Empirical concentration relations, not direct Seebeck mechanism.",txt_reconstruction_v1_19f1c2edac18
P1117,iTE,"Computational study of mixed halide perovskites CsSnX3 (X = Br, Cl, mixed halides) for optoelectronic and thermoelectric applications: A DFT and Boltzmann transport methods",MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS,10.1016/j.mseb.2025.118373,2025,iTE,extracted_core_claim,True,12642,2,1,iTE:P1117:claim_block,"Density Functional Theory (DFT) is a powerful tool in materials science, widely used to predict key properties such as mechanical, electronic, optical, and thermoelectric characteristics. This study employs DFT method with both the Generalized Gradient Approximation (GGA-PBE) and the Hybrid Functional (HSE) approaches to explore the potential of CsSnBr3-xClx mixed halide perovskites for photovoltaic and thermoelectric applications. The structural analysis indicates that CsSnBr3 and CsSnCl3 crystallize in a cubic phase with the Pm-3 m space group, whereas the mixed halide compounds CsSnBr2Cl and CsSnCl2Br adopt a tetragonal structure belonging to the P4/mmm space group. The negative formation energy values confirm the thermodynamic stability of these materials. Mechanical property evaluations indicate that the materials are mechanically stable and ductile, with bonding predominantly ionic in nature. Furthermore, electronic band structure calculations show that all compounds exhibit p-type semiconducting behavior with direct band gaps. Notably, the HSE approach provides more accurate electronic properties compared to the GGA-PBE approximation, with band gap values of 1.22 eV, 1.41 eV, 1.50 eV, and 1.62 eV for CsSnBr3, CsSnBr2Cl, CsSnCl2Br, and CsSnCl3, respectively. Optical properties, including dielectric function, absorption, refractive index, optical loss, and reflectivity, were analyzed across the 0-10 eV energy range, highlighting significant absorption in the visible and ultraviolet regions, crucial for solar cell applications. Thermoelectric performance was assessed using the figure of merit (ZT), considering the Seebeck coefficient, thermal conductivity, and electrical conductivity. At 1000 K, CsSnBr3, CsSnBr2Cl, CsSnCl2Br, and CsSnCl3 show ZT values of 0.46, 0.47, 0.48, and 0.52, respectively, indicating improved thermoelectric efficiency with increasing Cl content. These findings suggest that CsSnBr2Cl, CsSnCl2Br, and CsSnCl3 are promising materials for high-temperature thermoelectric applications.",63ef4b14b3cb4ee699f45a4e596cde4911cf6bcee1d3b5763c289717a07955c8,cleaned_ite_tg/data/ite_clean.csv,785,iTE1_0821,Core-claim first pass; full abstract retained as evidence; not exhaustive.,txt_reconstruction_v1_19f1c2edac18
P1118,iTE,Extreme phonon anharmonicity underpins superionic diffusion and ultralow thermal conductivity in argyrodite Ag8SnSe6,NATURE MATERIALS,10.1038/s41563-023-01560-x,2023,iTE,extracted_core_claim,True,12653,3,2,iTE:P1118:claim_block,"Ultralow thermal conductivity and fast ionic diffusion endow superionic materials with excellent performance both as thermoelectric converters and as solid-state electrolytes. Yet the correlation and interdependence between these two features remain unclear owing to a limited understanding of their complex atomic dynamics. Here we investigate ionic diffusion and lattice dynamics in argyrodite Ag8SnSe6 using synchrotron X-ray and neutron scattering techniques along with machine-learned molecular dynamics. We identify a critical interplay of the vibrational dynamics of mobile Ag and a host framework that controls the overdamping of low-energy Ag-dominated phonons into a quasi-elastic response, enabling superionicity. Concomitantly, the persistence of long-wavelength transverse acoustic phonons across the superionic transition challenges a proposed 'liquid-like thermal conduction' picture. Rather, a striking thermal broadening of low-energy phonons, starting even below 50 K, reveals extreme phonon anharmonicity and weak bonding as underlying features of the potential energy surface responsible for the ultralow thermal conductivity (<0.5 W m(-1) K-1) and fast diffusion. Our results provide fundamental insights into the complex atomic dynamics in superionic materials for energy conversion and storage. Superionic materials are of interest for solid-state batteries or thermoelectrics, yet a clear understanding of the atomistic mechanisms is lacking. Here it is shown that transverse acoustic phonons persist above the superionic transition in argyrodite Ag8SnSe6, and that the free-Se sublattice controls fast Ag cation diffusion.",19b7a22d3301f2ca837e0a05ffb103193ee722f29568e9759d89c9ad3930a933,cleaned_ite_tg/data/ite_clean.csv,786,iTE1_0822,Transverse acoustic phonons persist above superionic transition; liquid-like conduction picture challenged.,txt_reconstruction_v1_19f1c2edac18
P1119,iTE,Tuning the morphology of Te one-dimensional nanostructures by template-free electrochemical deposition in an ionic liquid,ELECTROCHIMICA ACTA,10.1016/j.electacta.2015.12.084,2016,iTE,extracted_core_claim,True,12666,2,1,iTE:P1119:claim_block,"Template-free electrodeposition of Te one-dimensional (1D) nanostructures was carried out from an ionic liquid binary mixture: 1-ethyl-1-octyl-piperidinium bis(trifluoromethylsulfonyl)imide: 1-ethyl-1-octyl-piperidinium bromide (EOPipTFSI: EOPipBr 95:5 (mol%)). SAED and XRD analyses confirm the formation of Te 1D nanostructures with a hexagonal single crystalline structure following the [001] direction. A systematic study of the influence of synthesis parameters on the deposits morphology has shown that it is possible to control the shape and the dimensions of the deposited nanostructures. Specifically, the applied potential has a strong influence on the morphology of the deposits. Nanowires or hollow nanostructures can be obtained, depending on mass transport conditions, as confirmed by the use of a soluble anode. (C) 2015 Elsevier Ltd. All rights reserved.",b6bff20392ffd4107acc2a33006b1130b2863b7fd14a8c06e513f9bdb530434c,cleaned_ite_tg/data/ite_clean.csv,787,iTE1_0823,"Electrodeposition morphology, not TE transport.",txt_reconstruction_v1_19f1c2edac18
P1120,iTE,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,NANO LETTERS,10.1021/acs.nanolett.5c01479,2025,iTE,extracted_core_claim,True,12677,2,1,iTE:P1120:claim_block,"While ionic thermoelectric (i-TE) materials can exhibit high thermopower, most of them rely on the addition of a large amount of ionic liquids (IL). This study demonstrates significant improvements in the thermopower of ionogels composed of poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) and 1-ethyl-3-methylimidazolium chloride (EMIM:Cl) through the asymmetric doping of sodium chloride (NaCl). This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping. Therefore, we report that the PVDF-HFP/EMIM:Cl ionogel doped with NaCl achieves ionic thermopower values of 40.3 +/- 2.5 mV K-1 at 75 wt % IL and 24.4 +/- 1.1 mV K-1 at 33 wt % IL. Asymmetric ion doping opens new avenues for the development of low-cost, high-efficiency i-TE materials for applications such as low-grade heat harvesting and flexible wearable devices.",31cf3f67d99cab5c90f080a8783a86a327eb89483e6aa9226ad5a26fcbaa3dd2,cleaned_ite_tg/data/ite_clean.csv,788,iTE1_0824,Concentration-gradient coupling preserved; not pure temperature-only material coefficient.,txt_reconstruction_v1_19f1c2edac18
P1121,iTE,"Sodium formaldehyde sulfoxylate, an ionic-type, water-soluble reducing reagent to effectively improve seebeck coefficient of PEDOT:PSS film",ORGANIC ELECTRONICS,10.1016/j.orgel.2020.105682,2020,iTE,extracted_core_claim,True,12688,2,1,iTE:P1121:claim_block,"Conducting polymers such as poly(3,4-ethylenedioxythiophene):poly-(styrenesulfonate) (PEDOT:PSS) have attracted extensive attention for thermoelectric applications due to its solution-processability, mechanical flexibility, low thermal conductivity and tunable electrical conductivity. This work demonstrated a sequential post-treatment method with formamide and sodium formaldehyde sulfoxylate (SFS) to significantly improve thermoelectric properties of PEDOT:PSS film, particularly its Seebeck coefficients. Water-soluble and non-toxic SFS is an ionic-type reducing agent, which is used as an environmentally benign chemical reagent for the first time to treat PEDOT:PSS. First, the PEDOT:PSS film was soaked with formamide (F-PEDOT:PSS), and then was treated with SFS solutions with various molar concentrations (SFS-F-PEDOT). The Seebeck coefficient of F-PEDOT:PSS film treated with 100 mM SFS was steeply increased from 14.8 to 51.8 mu V/K primarily due to the proper control of the doping level and the carrier concentration although the corresponding electrical conductivity of the film was reduced from 2,873 to 693 S/cm. The resulting power factor reached its maximum value of 185.8 mu W/K(2)m, which was approximately three times that of formamide-treated film (F-PEDOT:PSS: 63.7 mu W/K(2)m). The crossplane thermal conductivity of the pristine PEDOT:PSS film was dropped from 0.59 W/mK for the pristine film to 0.29 W/mK for the SFS-F-PEDOT:PSS film, leading to an estimated ZT value of in the range of similar to 0.07-similar to 0.14 at 300 K. Also, the stability of SFS-F-PEDOT:PSS film was examined under a harsh environment, and results showed that the film retained its electrical conductivity and Seebeck coefficient of more than 85% after continuous exposure under 70 degrees C and a humidity of 75% RH for 480 h, revealing the excellent long-term environmental stability.",6df5ace141bff390963c658b7fdcab2c04c9eaebf058d2f738dd22010584f441,cleaned_ite_tg/data/ite_clean.csv,789,iTE1_0825,Conductivity decreases concurrently.,txt_reconstruction_v1_19f1c2edac18
P1122,iTE,Adaptable and Wearable Thermocell Based on Stretchable Hydrogel for Body Heat Harvesting,ADVANCED ENERGY MATERIALS,10.1002/aenm.202201542,2022,iTE,extracted_core_claim,True,12699,2,1,iTE:P1122:claim_block,"The application of traditional inorganic thermoelectric materials to wearable energy harvesters has been hindered by the rigid bulkiness, while flexible organic conductive polymers have been long troubled by their intrinsic low thermopower. An ideal solution that possesses the merits of the two thermoelectric materials is desperately needed for practical application. Here it is demonstrated that a polyacrylamide (PAAm)-based ultra-stretchable hydrogel can be selected as a superior candidate matrix for flexible and stretchable thermocells to adapt to the curved surface of the human body and deformation of the ankle. Fe(ClO4)(3)/Fe(ClO4)(2) is selected as n-type ion pair for their comparable thermoelectric performance to K-3[Fe(CN)(6)]/K-4[Fe(CN)(6)]. The p-n pair hydrogel electrolytes show a voltage output of 29 mV and current output of 8.5 Am-2 with an average maximum power density of 0.66 mW K-2 m(-2) for each p-n cell (Delta T = 10 K). By integrating with the graphite paper electrode, a body-conformal and portable thermocell device, employing the hydrogel electrolytes, is fabricated and reached a voltage output of 0.16 V with 14 pairs of p-n cells (Delta T = 4.1 K). This commercially-effective blueprint demonstrates the bright future of hydrogel-based ionic thermocell in daily wearable scenarios.",b6549f2e32a134a1ea5d110af199e21572c0daaf064c1e6c4cf2de8eda7fe38d,cleaned_ite_tg/data/ite_clean.csv,790,iTE1_0826,Device mechanical adaptation; redox pair effects not microscopically specified.,txt_reconstruction_v1_19f1c2edac18
P1123,iTE,"Insights into structural, electronic, optical and thermoelectric properties of WB and WAlB: a first principle study",PHILOSOPHICAL MAGAZINE,10.1080/14786435.2018.1500746,2018,iTE,extracted_core_claim,True,12710,2,1,iTE:P1123:claim_block,"Detailed investigations on structural, electronic, optical and thermoelectric properties of WB and WAlB have been done by using a full-potential linearised augmented plane wave method. Different approximations have been used to treat the exchange-correlation potential. The PBEsol-GGA method is found to be the most suitable for WB and WAlB. The obtained values of the equilibrium structural parameters such as lattice constants, volume and bulk modulus are in good agreement with the available experimental and theoretical data. The results of electronic charge density plots show that WB has a strong covalent bond between B-B and an ionic bond between W-B. In case of WAlB, the distance between any two atoms is more than the corresponding interatomic distance in WB. The band structure and density of states around the fermi level suggest that WB has a metallic nature and WAlB has a semimetal-like character. The optical properties are determined and analysed in detail for the first time. The larger reflectivity in the low-energy region (infrared) indicates that these materials can be used as a coating material to remove solar heating. The effects of temperature on thermoelectric parameters are also studied for the first time. High value power factor and high thermal conductivity suggest that WB and WAlB are potential candidates for thermoelectric technological applications.",764c2283bbf5fb083cb3f4a22a728c4a802901765775d8013e2e063c8849101c,cleaned_ite_tg/data/ite_clean.csv,791,iTE1_0827,Bond descriptor; no TE causal relation supplied.,txt_reconstruction_v1_19f1c2edac18
P1124,iTE,"Comparative studies on thermoelectric properties of p-type Mg2Sn0.75Ge0.25 doped with lithium, sodium, and gallium",ACTA MATERIALIA,10.1016/j.actamat.2017.09.009,2017,iTE,extracted_core_claim,True,12721,2,1,iTE:P1124:claim_block,"Mg(Sn,Si) and Mg(Sn,Ge) are promising n-type thermoelectric materials with good thermoelectric properties in the temperature range of 300-800 K. For power generation, similar thermoelectric performance of p-type materials is equally important. However, p-type material performance is much worse than the n-type, because achieving optimized carrier concentration has been difficult for the p-type Mg2X (X = Sn, Si). In this study we systematically compared the effect of the dopants Li, Na, and Ga and found that the highest carrier concentrations are achievable in Li-doped samples. Due to the relatively high content of Sn, carrier concentration of > 5 x 10(19) cm(-3) were achieved for all dopants. Analysis of the transport data in the framework of a single parabolic band model showed similar and carrier concentration independent effective masses for all dopants. Our results therefore indicate a rigid band structure for p-type Mg2X for the studied dopants, in contrast to previous reports. Higher carrier mobilities have been achieved for Li-doped samples compared to the previous reports. Larger Hall mobilities leads to a higher peak power factor. Due to the higher carrier concentration, the onset of intrinsic excitations (bipolar effect) effectively shifts to higher temperature compared to the other two dopants, which results in a peak figure of merit of similar to 0.5 at 723 K for Li doped samples. (C) 2017 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.",39f1810d3d40dab27268e308604ec91fd575e2f752eade9ef106368b1bdfc191,cleaned_ite_tg/data/ite_clean.csv,792,iTE1_0828,Core-claim first pass; full abstract retained as evidence; not exhaustive.,txt_reconstruction_v1_19f1c2edac18
P1125,iTE,"Exploring pressure induced thermoelectric properties of LiAeH3 (Ae = Ca, Sr, Ba) perovskite hydrides along with optoelectronic features",MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,10.1016/j.mssp.2021.106238,2022,iTE,extracted_core_claim,True,12732,2,1,iTE:P1125:claim_block,"This report aims to demonstrate the plane wave pseudopotential approached ab initio computation based on density functional method integrated within semi-classical Boltzmann transport theory to investigate the pressure induced electronic, optical and thermoelectric properties of LiAeH3 (Ae = Ca, Sr, Ba) perovskite hydrides. The computed electronic structures of these compounds possess indirect band gaps with mixed covalent and ionic bonding in the whole range of studied pressure (0-50 GPa) in which the band gaps of LiCaH3 decrease while those of LiSrH3 and LiBaH3 increase as the pressure increases. The rational analyses of optical spectra devote these perovskites to optoelectronic applications. For instance, the investigated hydrides reveal plasmonic excitation owing to their unique loss spectra, which are significant in optical sensing devices. The estimated electronic and optical parameters are compared, whenever possible, to the available results and found a reasonable agreement among them. To further assess physical behavior, the pressure and temperature dependent thermoelectric properties in terms of Seebeck coefficients, thermal conductivities, electrical conductivities, power factors and figure of merits are carried out first time as implemented in the BoltzTraP code. The estimated positive Seebeck coefficients of the studied perovskites exhibit p-type semiconducting nature, and thus holes are the majority charge carriers for conduction rather than electrons. The large figure of merits and small thermal to electrical conductivity ratios disclose their suitability in thermoelectric device applications.",9b92efb7cce3cab2857cb73f93a2619d9d3e14deec9ec861094897a71cd7f042,cleaned_ite_tg/data/ite_clean.csv,793,iTE1_0829,DFT compound-dependent direction retained.,txt_reconstruction_v1_19f1c2edac18
P1126,iTE,Effect of SiC Nanoparticles on the Electrochemical Reduction Behaviors of Ionic Bismuth and Tellurium,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-014-3550-2,2015,iTE,extracted_core_claim,True,12743,3,2,iTE:P1126:claim_block,"The effect of SiC nanoparticles on the electrochemical reduction behaviors of ionic bismuth and tellurium was investigated by cyclic voltammetry and electrochemical impedance spectroscopy (EIS). The results showed that the addition of SiC nanoparticles in the solution did not change the electrochemical reduction process of ionic bismuth and tellurium on Au electrode, as the shapes and numbers of the peaks in the cyclic voltammograms were not altered, although the peak potentials and peak currents varied a little. However, the electrochemical reduction of ionic bismuth was accelerated by introducing SiC nanoparticles in a Bi unitary solution system for the size reduction of the semicircles in EIS plots. Different from ionic bismuth, the electrochemical reduction of adsorbed HTeO2 (+) to Te-0 was inhibited and enlarged semicircles in EIS plots were observed. In contrast, the reduced semicircles in EIS plots revealed a promoting effect of SiC nanoparticles on the electrochemical reduction of dissociative HTeO2 (+) to Te-0. Bi2Te3/SiC composite has been synthesized by a co-depositing process in solutions containing ionic bismuth, tellurium and SiC nanoparticles combined with anneal treatment.",c43f3a9c7444bfa283108bec0f5b8806c7e21ba83dcfc74a50354f203681dbd1,cleaned_ite_tg/data/ite_clean.csv,794,iTE1_0830,Opposing effects on adsorbed versus dissociative Te species retained.,txt_reconstruction_v1_19f1c2edac18
P1127,iTE,Enhanced thermoelectric properties induced by chemical pressure in Ca3Co4O9,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2013.10.090,2014,iTE,extracted_core_claim,True,12756,2,1,iTE:P1127:claim_block,"We report the investigation of boron substitution on structural, electrical, thermal, and thermoelectric properties of Ca-3_xBxCo4O9 (x=0, 0.5, 0.75, and 1) in the temperature range between 300 K and 5 K. X-ray diffraction studies show that the Ca3Co4O9 phase is successfully preserved as the majority phase in the x=0.5 sample despite the small size of boron ions. Electrical transport measurements confirm that B3+ substitution for Ca2+ causes an increase in resistivity due to the decrease in carrier concentration. x=0.5 sample is found to have a Seebeck coefficient of 181 mu V/K at room temperature which is similar to 1.5 times higher than that of the pure Ca3Co4O9. Our results indicate that the chemical pressure due to the large ionic radii difference between B3+ (0.27 angstrom) and Ca2+ (1 angstrom) enhances the thermoelectric properties as long as the unique crystal structure of Ca3Co4O9 is preserved. (c) 2013 Elsevier Ltd and Techna Group S.r.l. All rights reserved.",1bf6ddffc44fbea4cc94c84b297448c21846241d6e3a6c388157504fd463d116,cleaned_ite_tg/data/ite_clean.csv,795,iTE1_0831,Core-claim first pass; full abstract retained as evidence; not exhaustive.,txt_reconstruction_v1_19f1c2edac18
P1128,iTE,Solid-State Synthesis and Thermoelectric Properties of CuFeSe2-CuFeS2 Solid Solutions,MATERIALS,10.3390/ma18061366,2025,iTE,extracted_core_claim,True,12767,2,1,iTE:P1128:claim_block,"Thermoelectric technology, which converts heat and electricity into each other, has been attracting attention from the perspective of efficient energy utilization. Recently, eco-friendly and cost-effective Cu-based thermoelectric materials have been actively studied. In particular, efforts have been made to improve thermoelectric properties and enhance performance through the formation of solid solutions. This study examines the formation and thermoelectric properties of Cu-chalcogenide solid solutions between eskebornite (tetragonal CuFeSe2) and chalcopyrite (tetragonal CuFeS2), synthesized as CuFeSe2-ySy (y = 0-2) using solid-state synthesis. These compounds share similar crystal structures, which enable the formation of solid solutions that enhance phonon scattering and may potentially improve thermoelectric performance. As the S content (y) increased, the lattice parameters a and c decreased, attributed to the smaller ionic radius of S2- compared to Se2-, as X-ray diffraction analysis identified single-phase regions for 0 <= y <= 0.4 and 1.6 <= y <= 2, respectively. However, for 0.8 <= y <= 1.2, a composite phase of eskebornite and chalcopyrite formed, indicating incomplete solid solution behavior in the intermediate range. Thermoelectric measurements showed a sharp increase in electrical conductivity with increasing S content, alongside a transition in the Seebeck coefficient from positive (p-type) to negative (n-type), attributed to the intrinsic semiconducting nature of the end-member compounds. Eskebornite behaves as a p-type semiconductor, whereas chalcopyrite is n-type, and their combination affects the carrier type and concentration. Despite these changes, the power factor did not show significant improvement due to the inverse relationship between electrical conductivity and the Seebeck coefficient. The thermal conductivity decreased significantly with solid solution formation, with CuFeSe0.4S1.6 exhibiting the lowest value of 0.97 Wm-1K-1 at 623 K, a result of enhanced phonon scattering at lattice imperfections and the mass fluctuation effect. This value is lower than the thermal conductivity values of single-phase eskebornite or chalcopyrite. However, the reduction in thermal conductivity was insufficient to compensate for the modest power factor, resulting in no substantial enhancement in the thermoelectric figure of merit.",d10c74646234632ec231dc3d5a1162a46f1dc530df162a477246c2788086a492,cleaned_ite_tg/data/ite_clean.csv,796,iTE1_0832,No substantial zT enhancement despite conductivity reduction.,txt_reconstruction_v1_19f1c2edac18
P1129,iTE,DFT combined to Boltzmann transport theory for optoelectronic and thermoelectric properties investigations for Se (4 & 8 (at.%)) doped Li2SnS3,PHYSICA SCRIPTA,10.1088/1402-4896/ad3eeb,2024,iTE,extracted_core_claim,True,12778,2,1,iTE:P1129:claim_block,"Cubic Li2SnS3 emerges as a noteworthy ionic conductor and a viable electrode material for lithium secondary batteries. Its application extends to solar cell technologies, owing to its commendable optoelectronic properties and high-power conversion efficiency. In this study, we present density functional theory (DFT)-based first principles calculations for Li2SnS3-xSex (x = 0, 4, and 8% (atomic percent (at.%)) utilizing the modified Becke Johnson (mBJ) approximations, proposing a compelling alternative. Our investigation reveals significant optical absorption in the ultraviolet region for Li2SnS3-xSex (x = 0, 4, and 8%), accompanied by modest effective mass and indirect band gaps of 2.18 eV for the pristine material. Conversely, doped materials exhibit direct band gaps, with values of 2.113 eV for 4% and 2.026 eV for 8%. Furthermore, the calculated thermoelectric power factor underscores the potential and efficacy of Li2SnS3-xSex in thermoelectric energy devices. The findings not only highlight the material's promise for solar applications but also underscore its candidacy as a novel solid-state electrolyte for lithium-ion batteries. This stems from its robust thermal stability and notable lithium-ion conductivity, positioning Li2SnS3 as a compelling candidate for advanced energy storage technologies.",b5d4fdf5963fea7aa5158a3cb86f554a5971260a577ad03d26575d1dbb0c9e5e,cleaned_ite_tg/data/ite_clean.csv,797,iTE1_0833,Se-doped Li2SnS3; descriptor result.,txt_reconstruction_v1_19f1c2edac18
P1130,iTE,Enhanced ZT and attempts to chemically stabilize Cu2Se via Sn doping,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/c6ta06445k,2016,iTE,extracted_core_claim,True,12789,2,1,iTE:P1130:claim_block,"Cu2Se is a p-type semiconducting compound that possesses excellent thermoelectric properties but degrades at elevated temperatures under large currents, precluding it from applications in harvesting waste heat. In this study, we make use of a doping approach to attempt to chemically stabilize Cu2Se while maintaining its superior thermoelectric properties. Specifically, we synthesized Cu2(1-x)SnxSe (x = 0, 0.01, 0.02 and 0.05) via melting, annealing and spark plasma sintering. We found that the ZT was enhanced the most in the x = 0.01 sample, averaging approximately a 15% increase over the pure Cu2Se throughout a broad temperature range of 473-823 K, and achieving a maximum ZT = 1 at T = 823 K. The enhancement is due to an increased power factor and a reduced thermal conductivity, which is a result of point defect scattering from Sn atoms in the Cu2Se matrix and grain boundary scattering from a micron-size secondary phase of SnSe. We further tested the ability of the Sn dopant to prevent material degradation at elevated temperatures under large currents. Increasing the Sn dopant content does indeed decrease the solid Cu precipitation but not enough to resolve the issue of material degradation. As a result, despite its improved ZT, Cu1.98Sn0.01Se is not yet ready for thermoelectric applications, and requires further effort to stabilize the structure.",44702daaf1ace91e9f1bebd92e8ba76ca9f8223f7db87eacfda6a702137c1e6f,cleaned_ite_tg/data/ite_clean.csv,798,iTE1_0834,Sn does not sufficiently resolve material degradation.,txt_reconstruction_v1_19f1c2edac18
P1131,iTE,"Study of elastic, structural, thermoelectric and optoelectronics characteristics of Na2YCuX6(X = Br, Cl) halide double perovskites",PHYSICA SCRIPTA,10.1088/1402-4896/ac8c6e,2022,iTE,no_selected_core_claim,True,12800,0,0,iTE:P1131:claim_block,"The structural, electronic, optical, elastic, and thermoelectric (TE) characteristics of Na2YCuX6 (X = Br, Cl) halide double-perovskites (HDPs) were investigated by using first principle approach within WIEN2K code. Perdew, Burke and Ernzerhof generalized-gradient approximation (PBEsol-GGA) with modified Becke-Johnson (mBJ) potential were used in the current investigations. Enthalpy of formation energies (E-f) determined for Na2YCuBr6 and Na2YCuCl6 were -2.29 and -1.955 eV, correspondingly which verify the stability of both compounds. Na2YCuBr6 is discovered to be semiconducting with indirect bandgap (E-g) of 2.492 and Na2YCuCl6 has direct E-g of 2.571 eV. Absorption coefficient shows largest values at 5.74 and 6.92 eV for Na2YCuBr6 and Na2YCuCl6, correspondingly, which lie in UV range. Pugh's ratio (B/G) values were calculated as 2.00 and 4.62 for Na2YCuCl6 and Na2YCuBr6, correspondingly which ensure the ionic bond and ductile characteristics of the compounds. From the TE calculations, ZT shows maximum values of 0.74 and 0.73 for Na2YCuBr6 and Na2YCuCl6, respectively. Results showed that investigated materials are efficient candidates for optoelectronic and TE appliances.",d312d9f12b0cfeb377710441b570dbcdf8e911858d71b34dacf45fe1fcd46a10,cleaned_ite_tg/data/ite_clean.csv,799,iTE1_0835,DFT descriptor and ZT survey; no explicit causal microscopic TE relation.,txt_reconstruction_v1_19f1c2edac18
P1132,iTE,"Insights into the Structural, Microstructural and Thermoelectric Properties of Ce/Cr co-doped CaMnO3 manganites",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,10.1007/s10854-025-15116-z,2025,iTE,extracted_core_claim,True,12808,2,1,iTE:P1132:claim_block,"This study investigates the structural, microstructural, and thermoelectric properties of Cr-substituted Ca0.99Ce0.01Mn1-xCrxO3 materials synthesized via solid-state reaction method. X-ray diffraction (XRD) analysis confirms the single-phase orthorhombic structure (Pnma space group) for all compositions, with successful incorporation of Cr into the crystal structure. A slight decrease in lattice parameters is observed, attributed to the smaller ionic radius of Cr3+ compared to Mn3+. Field Emission scanning electron microscope (FESEM) reveals that Cr doping inhibits grain growth and induces crack formation, which significantly impacts electrical resistivity. The charge transport mechanism is well-described by Mott's adiabatic small polaron model, with activation energy increasing with Cr doping. The Seebeck coefficient remains negative across all temperatures, indicating n-type conduction, and the highest power factor (similar to 0.35 mW/K2m) is achieved for the 0.03Cr-doped sample at 800 degrees C. These results highlight the potential of Cr-doped CaMnO3 as a cost-effective and scalable thermoelectric material, with performance comparable to that reported using more complex synthesis methods.",9da908c57e02fa79eb091abc4d2ab92211a332178afe2ab110b18f9896e7f081,cleaned_ite_tg/data/ite_clean.csv,800,iTE1_0836,Also causes cracking; resistivity impact not assigned independent direction.,txt_reconstruction_v1_19f1c2edac18
P1133,iTE,Atomistic design of thermoelectric properties of silicon nanowires,NANO LETTERS,10.1021/nl073231d,2008,iTE,extracted_core_claim,True,12819,2,1,iTE:P1133:claim_block,"We present predictions of the thermoelectric figure of merit (ZT) of Si nanowires with diameter up to 3 nrn, based upon the Boltzman transport equation and ab initio electronic structure calculations. We find that ZT depends significantly on the wire growth direction and surface reconstruction, and we discuss how these properties can be tuned to select silicon based nanostruCtUres with combined n-type and p-type optimal ZT. Our calculations show that only by reducing the ionic thermal conductivity by about 2 or 3 orders of magnitudes with respect to bulk values, one may attain ZT larger than 1, for 1 or 3 nm wires, respectively. We also find that ZT of p-doped wires is considerably smaller than that of their n-doped counterparts with the same size and geometry.",c334b52cb2df421d97f24c7ef89d17c66977615b445478ad3bdfe5f28bc57ba6,cleaned_ite_tg/data/ite_clean.csv,801,iTE1_0838,Core-claim first pass; full abstract retained as evidence; not exhaustive.,txt_reconstruction_v1_19f1c2edac18
