active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""iTE:P0380:complete_v1_cr002_subject""]","[""Inability of ions to enter the external circuit""]",1,iTE:C72843fd4073bf1,,,iTE,Inability of ions to enter the external circuit,"[""iTE:P0380:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0380""]","[""descriptor""]",1
"[""iTE:P1876:z""]","[""Z value""]",1,iTE:C7284c040904141,,,iTE,Z value,"[""iTE:P1876:z""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1876""]","[""quantity""]",1
"[""iTE:P0532:red""]","[""Potassium ferrocyanide/potassium ferricyanide redox-couple electrolytes""]",1,iTE:C728705daab11fb,,,iTE,Potassium ferrocyanide/potassium ferricyanide redox-couple electrolytes,"[""iTE:P0532:red""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0532""]","[""material_entity""]",1
"[""iTE:P0807:n21""]","[""Easy-to-cut solution-processed CNT films""]",1,iTE:C7289651b99b6e4,,,iTE,Easy-to-cut solution-processed CNT films,"[""iTE:P0807:n21""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0807""]","[""descriptor""]",1
"[""iTE:P1480:rad""]","[""Larger halogen ionic radii""]",2,iTE:C728988a0772c5e,,,iTE,Larger halogen ionic radii,"[""iTE:P1480:rad""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1480""]","[""quantity""]",1
"[""iTE:P0590:n7""]","[""Coordination suppression""]",1,iTE:C7289d492893047,,,iTE,Coordination suppression,"[""iTE:P0590:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0590""]","[""mechanism_process""]",1
"[""iTE:P0900:n5""]","[""Blood thermoelectric properties""]",1,iTE:C7290b464308c49,,,iTE,Blood thermoelectric properties,"[""iTE:P0900:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0900""]","[""descriptor""]",1
"[""iTE:P1017:complete_v1_cr001_subject""]","[""Thermoelectric performance of bismuth telluride""]",1,iTE:C72957bad5bf03e,,,iTE,Thermoelectric performance of bismuth telluride,"[""iTE:P1017:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1017""]","[""performance_function""]",1
"[""iTE:P0504:complete_v1_cr001_subject""]","[""BoltzTraP code""]",1,iTE:C729b9f41abfa5f,,,iTE,BoltzTraP code,"[""iTE:P0504:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0504""]","[""design_strategy""]",1
"[""iTE:P0528:ch""]","[""CHMAC surface functionalisation""]",1,iTE:C729c503eba1490,,,iTE,CHMAC surface functionalisation,"[""iTE:P0528:ch""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0528""]","[""design_strategy""]",1
"[""iTE:P1812:mon""]","[""Real-time compression monitoring with high sensitivity and stability""]",1,iTE:C729fd37222b876,,,iTE,Real-time compression monitoring with high sensitivity and stability,"[""iTE:P1812:mon""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1812""]","[""application""]",1
"[""iTE:P1210:n2""]","[""Small, symmetrical, unbranched cations and anions containing less electronegative atoms""]",1,iTE:C72a1b3cdb0db6d,,,iTE,"Small, symmetrical, unbranched cations and anions containing less electronegative atoms","[""iTE:P1210:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1210""]","[""design_strategy""]",1
"[""iTE:P1576:m""]","[""[CoO2][Ca2CoO3-delta]0.62 misfit compound""]",9,iTE:C72a4e724309737,,,iTE,[CoO2][Ca2CoO3-delta]0.62 misfit compound,"[""iTE:P1576:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1576""]","[""material_entity""]",1
"[""iTE:P1600:length""]","[""Small bond-length variation among cubic, orthorhombic, and trigonal structures""]",1,iTE:C72a7803d92073d,,,iTE,"Small bond-length variation among cubic, orthorhombic, and trigonal structures","[""iTE:P1600:length""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1600""]","[""descriptor""]",1
"[""iTE:P1610:thermal""]","[""Better thermal stability""]",1,iTE:C72a8cc5a918e11,g0719,Greater thermal stability attributed to Na2PdCl6 relative to Li2PdCl6 in a simulation study.,iTE,Better thermal stability of Na2PdCl6,"[""iTE:P1610:thermal""]","Explicitly a simulation-based comparative outcome, retained separately from the other stability report.",model_kept_separate,"[""P1610""]","[""performance_function""]",1
"[""iTE:P1320:complete_v1_cr001_object""]","[""Exclusion-diffusion potentials""]",2,iTE:C72a9c19bebe66d,,,iTE,Exclusion-diffusion potentials,"[""iTE:P1320:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1320""]","[""quantity""]",1
"[""iTE:P1293:d""]","[""Etch-back of (PE) CVD silicon dioxide""]",1,iTE:C72ad16dc17a43b,,,iTE,Etch-back of (PE) CVD silicon dioxide,"[""iTE:P1293:d""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1293""]","[""design_strategy""]",1
"[""iTE:P0888:power""]","[""Output power of 0.5 μW""]",1,iTE:C72b21287784c53,,,iTE,Output power of 0.5 μW,"[""iTE:P0888:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0888""]","[""performance_function""]",1
"[""iTE:P1232:ref""]","[""Weak superstructure reflections""]",2,iTE:C72b2b731bdd396,,,iTE,Weak superstructure reflections,"[""iTE:P1232:ref""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1232""]","[""descriptor""]",1
"[""iTE:P1095:zt""]","[""Figure of merit approximately 0.9""]",1,iTE:C72b40c9466195e,,,iTE,Figure of merit approximately 0.9,"[""iTE:P1095:zt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1095""]","[""performance_function""]",1
"[""iTE:P1103:counterions""]","[""Increasing associated counterion concentration""]",2,iTE:C72b64211197253,,,iTE,Increasing associated counterion concentration,"[""iTE:P1103:counterions""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1103""]","[""condition""]",1
"[""iTE:P1166:bi""]","[""Bi-based oxychalcogenides""]",5,iTE:C72b71749a11648,,,iTE,Bi-based oxychalcogenides,"[""iTE:P1166:bi""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1166""]","[""material_entity""]",1
"[""iTE:P1902:fabrication""]","[""Facile fabrication""]",1,iTE:C72b7d13f9a178a,,,iTE,Facile fabrication,"[""iTE:P1902:fabrication""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1902""]","[""descriptor""]",1
"[""iTE:P1158:ionic""]","[""More ionic character""]",1,iTE:C72c29e67a8dfc0,,,iTE,More ionic character,"[""iTE:P1158:ionic""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1158""]","[""descriptor""]",1
"[""iTE:P1940:rich""]","[""Fe-rich compounds""]",1,iTE:C72c3b1bb0be940,,,iTE,Fe-rich compounds,"[""iTE:P1940:rich""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1940""]","[""material_entity""]",1
"[""iTE:P1130:cu""]","[""Solid Cu precipitation""]",1,iTE:C72c7b541640bba,,,iTE,Solid Cu precipitation,"[""iTE:P1130:cu""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1130""]","[""mechanism_process""]",1
"[""iTE:P1786:complete_v1_cr005_object""]","[""Effects of thirty-seven dopant elements on the Schottky barrier""]",1,iTE:C72c818efcdf3ff,,,iTE,Effects of thirty-seven dopant elements on the Schottky barrier,"[""iTE:P1786:complete_v1_cr005_object""]",,new_singleton_no_exact_alias_candidate,"[""P1786""]","[""descriptor""]",1
"[""iTE:P1732:n22""]","[""PEDOT pi-stacked morphology""]",1,iTE:C72c8f55ed62adf,,,iTE,PEDOT pi-stacked morphology,"[""iTE:P1732:n22""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1732""]","[""state_structure""]",1
"[""iTE:P0977:s"",""iTE:P1125:see"",""iTE:P1444:pos"",""iTE:P1724:positive""]","[""Positive Seebeck coefficients""]",7,iTE:C72c90db85990fb,g0592,Calculated electronic Seebeck coefficients with positive sign.,iTE,Positive Seebeck coefficients (calculated),"[""iTE:P0977:s"",""iTE:P1125:see"",""iTE:P1444:pos"",""iTE:P1724:positive""]","All describe positive thermopower from electronic thermoelectric calculations, with material-specific conditions.",model_merged,"[""P0977"",""P1125"",""P1444"",""P1724""]","[""quantity""]",4
"[""iTE:P1866:complete_v1_cr001_object""]","[""Structural properties of (Mn1-xMgx)0.8Li0.1Fe2.1O4 nanoferrites""]",1,iTE:C72cab31b93a5f7,,,iTE,Structural properties of (Mn1-xMgx)0.8Li0.1Fe2.1O4 nanoferrites,"[""iTE:P1866:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1866""]","[""descriptor""]",1
"[""iTE:P0992:g1""]","[""Band gap approximately 0.6 eV""]",1,iTE:C72cadce65b4a3a,,,iTE,Band gap approximately 0.6 eV,"[""iTE:P0992:g1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0992""]","[""quantity""]",1
"[""iTE:P0942:gap""]","[""Direct-bandgap semiconducting behavior""]",1,iTE:C72cb054735311c,,,iTE,Direct-bandgap semiconducting behavior,"[""iTE:P0942:gap""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0942""]","[""descriptor""]",1
"[""iTE:P1705:hydrophobic""]","[""Relatively hydrophobic character""]",1,iTE:C72ccb80bbc5dbc,,,iTE,Relatively hydrophobic character,"[""iTE:P1705:hydrophobic""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1705""]","[""descriptor""]",1
"[""iTE:P1781:hm""]","[""Hole mobility""]",1,iTE:C72cd8f23f2995c,g0552,Hole mobility evaluated from measured electrical-conductivity and oxygen-nonstoichiometry isotherms.,iTE,Experimentally evaluated hole mobility,"[""iTE:P1781:hm""]",This experimentally derived quantity is distinguished from the computational predictions.,model_kept_separate,"[""P1781""]","[""quantity""]",1
"[""iTE:P0493:strength""]","[""Superior mechanical strength""]",1,iTE:C72ce715081a07c,,,iTE,Superior mechanical strength,"[""iTE:P0493:strength""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0493""]","[""performance_function""]",1
"[""iTE:P0724:anionic""]","[""Anionic surfactants""]",1,iTE:C72cf8a878344cb,,,iTE,Anionic surfactants,"[""iTE:P0724:anionic""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0724""]","[""material_entity""]",1
"[""iTE:P0377:complete_v1_cr001_subject""]","[""IKW-geopolymer Seebeck coefficient""]",1,iTE:C72d11029725ac9,,,iTE,IKW-geopolymer Seebeck coefficient,"[""iTE:P0377:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0377""]","[""quantity""]",1
"[""iTE:P0523:el""]","[""PEDOT:PSS electronic Seebeck effect""]",1,iTE:C72d32d42458cb1,,,iTE,PEDOT:PSS electronic Seebeck effect,"[""iTE:P0523:el""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0523""]","[""mechanism_process""]",1
"[""iTE:P1601:field""]","[""Applied magnetic field H?""]",0,iTE:C72d3de1e376136,,,iTE,Applied magnetic field H?,"[""iTE:P1601:field""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""condition""]",0
"[""iTE:P0506:dur""]","[""Warning duration up to 855 s""]",1,iTE:C72d9402c383cf6,,,iTE,Warning duration up to 855 s,"[""iTE:P0506:dur""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0506""]","[""quantity""]",1
"[""iTE:P0754:n5""]","[""Maximum generator power output""]",1,iTE:C72dd1dc5fa3da9,,,iTE,Maximum generator power output,"[""iTE:P0754:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0754""]","[""performance_function""]",1
"[""iTE:P1468:robot""]","[""Robotic-hand thermal-tactile interaction""]",1,iTE:C72de53b3c40cbf,,,iTE,Robotic-hand thermal-tactile interaction,"[""iTE:P1468:robot""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1468""]","[""application""]",1
"[""iTE:P1230:complete_v1_cr005_object""]","[""Detected thermoelectric aspects""]",1,iTE:C72e239e3e68be1,,,iTE,Detected thermoelectric aspects,"[""iTE:P1230:complete_v1_cr005_object""]",,new_singleton_no_exact_alias_candidate,"[""P1230""]","[""descriptor""]",1
"[""iTE:P1615:e1""]","[""Dielectric function ε1(ω)""]",1,iTE:C72e53b53456d6c,,,iTE,Dielectric function ε1(ω),"[""iTE:P1615:e1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1615""]","[""quantity""]",1
"[""iTE:P1426:occ""]","[""Occupancy of nonbonding t(2g) valence-band states""]",1,iTE:C72e81168f611ee,,,iTE,Occupancy of nonbonding t(2g) valence-band states,"[""iTE:P1426:occ""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1426""]","[""quantity""]",1
"[""iTE:P1420:kl""]","[""Lattice thermal conductivity approximately 10 mW cm−1 K−1""]",2,iTE:C72e8c2a1bfc189,,,iTE,Lattice thermal conductivity approximately 10 mW cm−1 K−1,"[""iTE:P1420:kl""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1420""]","[""quantity""]",1
"[""iTE:P1876:carrier""]","[""Ideal carrier concentration of 6 × 10^19 cm−3""]",1,iTE:C72e95105ef2cf7,,,iTE,Ideal carrier concentration of 6 × 10^19 cm−3,"[""iTE:P1876:carrier""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1876""]","[""quantity""]",1
"[""iTE:P1312:s""]","[""Dielectric responsiveness""]",1,iTE:C72e9c2e2f805aa,,,iTE,Dielectric responsiveness,"[""iTE:P1312:s""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1312""]","[""performance_function""]",1
"[""iTE:P0696:confinement""]","[""Confinement of cations""]",2,iTE:C72ead16a1b1e88,,,iTE,Confinement of cations,"[""iTE:P0696:confinement""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0696""]","[""interaction""]",1
"[""iTE:P0545:complete_v1_r003_subject""]","[""Embedded Ni-foam-CNT electrodes in salt-free PVA hydrogels""]",1,iTE:C72ee6543982262,,,iTE,Embedded Ni-foam-CNT electrodes in salt-free PVA hydrogels,"[""iTE:P0545:complete_v1_r003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0545""]","[""design_strategy""]",1
"[""iTE:P1151:dis""]","[""Significant dislocation population""]",2,iTE:C72ef2b76804300,,,iTE,Significant dislocation population,"[""iTE:P1151:dis""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1151""]","[""state_structure""]",1
"[""iTE:P1478:m""]","[""2D Nb2XSe2 (X = B, C, N)""]",3,iTE:C72f30a86854082,,,iTE,"2D Nb2XSe2 (X = B, C, N)","[""iTE:P1478:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1478""]","[""material_entity""]",1
"[""iTE:P0643:n2""]","[""Ionic component of thermoelectric power""]",1,iTE:C72f4a4efa11360,,,iTE,Ionic component of thermoelectric power,"[""iTE:P0643:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0643""]","[""quantity""]",1
"[""iTE:P0993:ho""]","[""Ho3+ substitution for Ca2+""]",1,iTE:C72f53d9f4c47bd,,,iTE,Ho3+ substitution for Ca2+,"[""iTE:P0993:ho""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0993""]","[""design_strategy""]",1
"[""iTE:P1132:series""]","[""Ca0.99Ce0.01Mn1−xCrxO3""]",5,iTE:C72f65660267964,,,iTE,Ca0.99Ce0.01Mn1−xCrxO3,"[""iTE:P1132:series""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1132""]","[""material_entity""]",1
"[""iTE:P1014:one""]","[""One-step synthesis and densification""]",1,iTE:C72fa5055edd85b,,,iTE,One-step synthesis and densification,"[""iTE:P1014:one""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1014""]","[""mechanism_process""]",1
"[""iTE:P1844:complete_v1_cr001_subject""]","[""Noble-gas atoms""]",1,iTE:C72fb5b0c29570e,,,iTE,Noble-gas atoms,"[""iTE:P1844:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1844""]","[""material_entity""]",1
"[""iTE:P0449:complete_v1_cr003_object"",""iTE:P0516:complete_v1_cr002_object"",""iTE:P1038:complete_v1_cr004_object"",""iTE:P1112:toxicity""]","[""Low toxicity""]",4,iTE:C72fc9cdb5345a9,,,iTE,Low toxicity,"[""iTE:P1112:toxicity"",""iTE:P0449:complete_v1_cr003_object"",""iTE:P0516:complete_v1_cr002_object"",""iTE:P1038:complete_v1_cr004_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0449"",""P0516"",""P1038"",""P1112""]","[""descriptor""]",4
"[""iTE:P1276:vel""]","[""Direction-dependent phonon group velocity""]",1,iTE:C7300259927421f,,,iTE,Direction-dependent phonon group velocity,"[""iTE:P1276:vel""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1276""]","[""quantity""]",1
"[""iTE:P0345:cap"",""iTE:P1413:cap""]","[""Capacitance""]",4,iTE:C73014dbeadf52e,g0113,Electrical charge-storage capacity per unit potential difference.,iTE,Capacitance,"[""iTE:P0345:cap"",""iTE:P1413:cap""]","Both refer to electrical capacitance. Material composition, frequency dependence, and polarization explanations qualify the measurements rather than change the quantity.",model_merged,"[""P0345"",""P1413""]","[""quantity""]",2
"[""iTE:P0656:complete_v1_cr005_subject""]","[""Polymers""]",1,iTE:C7302c0eaaf783f,,,iTE,Polymers,"[""iTE:P0656:complete_v1_cr005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0656""]","[""material_entity""]",1
"[""iTE:P1380:spectrum""]","[""Response spectrum switching from visible 532 nm to long-wave infrared 10 μm""]",1,iTE:C73039fd5e9af92,,,iTE,Response spectrum switching from visible 532 nm to long-wave infrared 10 μm,"[""iTE:P1380:spectrum""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1380""]","[""performance_function""]",1
"[""iTE:P0488:dos""]","[""Sharp density-of-states feature at the Fermi level""]",2,iTE:C730b688d2c07da,,,iTE,Sharp density-of-states feature at the Fermi level,"[""iTE:P0488:dos""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0488""]","[""state_structure""]",1
"[""iTE:P1957:unit""]","[""Modular thermospray interface""]",6,iTE:C730ea83afbd46a,,,iTE,Modular thermospray interface,"[""iTE:P1957:unit""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1957""]","[""material_entity""]",1
"[""iTE:P1853:tr2""]","[""Magnetic transitions in Sr1-xCaxMnO3""]",1,iTE:C73122f0c10449a,,,iTE,Magnetic transitions in Sr1-xCaxMnO3,"[""iTE:P1853:tr2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1853""]","[""mechanism_process""]",1
"[""iTE:P0740:complete_v1_cr001_subject""]","[""Solution of one-dimensional thermoelectric integral equations""]",1,iTE:C7312c774abefc9,,,iTE,Solution of one-dimensional thermoelectric integral equations,"[""iTE:P0740:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0740""]","[""mechanism_process""]",1
"[""iTE:P0652:il""]","[""1-butyl-3-menthylinidazolium tetrafluoroborate ([BMIm][BF4]) additive""]",2,iTE:C7318bf360f436b,,,iTE,1-butyl-3-menthylinidazolium tetrafluoroborate ([BMIm][BF4]) additive,"[""iTE:P0652:il""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0652""]","[""design_strategy""]",1
"[""iTE:P0792:q1""]","[""Seebeck response reported as −0.9 mV""]",1,iTE:C7319f9ed88087a,,,iTE,Seebeck response reported as −0.9 mV,"[""iTE:P0792:q1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0792""]","[""quantity""]",1
"[""iTE:P0366:complete_v1_cr001_object""]","[""Thermal conductivity of semiconducting thermoelectric devices""]",1,iTE:C731b1cadbdce4a,,,iTE,Thermal conductivity of semiconducting thermoelectric devices,"[""iTE:P0366:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0366""]","[""quantity""]",1
"[""iTE:P1929:n15""]","[""CuCr0.985La0.015S2""]",1,iTE:C731ddbac4f3545,,,iTE,CuCr0.985La0.015S2,"[""iTE:P1929:n15""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1929""]","[""material_entity""]",1
"[""iTE:P1119:morph""]","[""Deposit morphology""]",1,iTE:C73211d636d0263,,,iTE,Deposit morphology,"[""iTE:P1119:morph""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1119""]","[""state_structure""]",1
"[""iTE:P0685:n5""]","[""Borax""]",1,iTE:C7323644c8e72d1,,,iTE,Borax,"[""iTE:P0685:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0685""]","[""material_entity""]",1
"[""iTE:P1795:n2""]","[""p-type conduction with extremely low carrier concentration""]",1,iTE:C7323aa1f1011b9,,,iTE,p-type conduction with extremely low carrier concentration,"[""iTE:P1795:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1795""]","[""state_structure""]",1
"[""iTE:P1325:intermediate""]","[""Fe3O4/GO material for conductive wrapping""]",1,iTE:C73241d00eb0922,,,iTE,Fe3O4/GO material for conductive wrapping,"[""iTE:P1325:intermediate""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1325""]","[""material_entity""]",1
"[""iTE:P1038:rad""]","[""Ionic-radii predictors""]",1,iTE:C7324376bd89fb1,,,iTE,Ionic-radii predictors,"[""iTE:P1038:rad""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1038""]","[""descriptor""]",1
"[""iTE:P1289:q5""]","[""CNT yarn thermal conductivity""]",1,iTE:C7324bce6771b21,,,iTE,CNT yarn thermal conductivity,"[""iTE:P1289:q5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1289""]","[""quantity""]",1
"[""iTE:P1475:grain""]","[""Reduced grain size (approximately 5 μm) and porosity""]",4,iTE:C73262517a579f9,,,iTE,Reduced grain size (approximately 5 μm) and porosity,"[""iTE:P1475:grain""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1475""]","[""state_structure""]",1
"[""iTE:P0767:complete_v1_cr003_object""]","[""Thermoelectric figure of merit zT in cobalt oxides""]",1,iTE:C732730f4eb1bfa,,,iTE,Thermoelectric figure of merit zT in cobalt oxides,"[""iTE:P0767:complete_v1_cr003_object""]",,new_singleton_no_exact_alias_candidate,"[""P0767""]","[""performance_function""]",1
"[""iTE:P1957:desolv""]","[""Thermospray aerosol desolvation in mixing chamber""]",2,iTE:C732e8558757f63,,,iTE,Thermospray aerosol desolvation in mixing chamber,"[""iTE:P1957:desolv""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1957""]","[""mechanism_process""]",1
"[""iTE:P1782:resilience""]","[""Elastomeric resilience""]",1,iTE:C732fa37b76f04f,,,iTE,Elastomeric resilience,"[""iTE:P1782:resilience""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1782""]","[""performance_function""]",1
"[""iTE:P0584:salt""]","[""Superior salt tolerance""]",1,iTE:C732fabd83fc621,,,iTE,Superior salt tolerance,"[""iTE:P0584:salt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0584""]","[""performance_function""]",1
"[""iTE:P1483:complete_v1_cr005_object""]","[""Holes, whether localized or not""]",1,iTE:C7331dc6a0e2648,,,iTE,"Holes, whether localized or not","[""iTE:P1483:complete_v1_cr005_object""]",,new_singleton_no_exact_alias_candidate,"[""P1483""]","[""state_structure""]",1
"[""iTE:P0405:complete_v1_cr001_object""]","[""High mechanical flexibility""]",1,iTE:C73338f00b63ffc,,,iTE,High mechanical flexibility,"[""iTE:P0405:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0405""]","[""descriptor""]",1
"[""iTE:P1736:complete_v1_cr001_subject""]","[""Density functional theory""]",8,iTE:C733bea683d1318,,,iTE,Density functional theory,"[""iTE:P1736:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1736""]","[""mechanism_process""]",1
"[""iTE:P1231:k""]","[""Lattice thermal conductivity of 2.0–3.0 W/mK""]",1,iTE:C733c349a5b8d78,,,iTE,Lattice thermal conductivity of 2.0–3.0 W/mK,"[""iTE:P1231:k""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1231""]","[""quantity""]",1
"[""iTE:P0343:sc""]","[""Seebeck coefficient of 1.57 mV K-1""]",1,iTE:C733d9a8e378870,,,iTE,Seebeck coefficient of 1.57 mV K-1,"[""iTE:P0343:sc""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0343""]","[""quantity""]",1
"[""iTE:P0617:q5""]","[""Thermovoltage of 0.42 V""]",1,iTE:C733fe61c6b26b7,,,iTE,Thermovoltage of 0.42 V,"[""iTE:P0617:q5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0617""]","[""quantity""]",1
"[""iTE:P1706:deinter""]","[""Lithium deintercalation from LiyMnO2""]",4,iTE:C7346d79b1718cc,,,iTE,Lithium deintercalation from LiyMnO2,"[""iTE:P1706:deinter""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1706""]","[""mechanism_process""]",1
"[""iTE:P1693:p""]","[""Chemical expansion""]",3,iTE:C734a8c10a14e5d,,,iTE,Chemical expansion,"[""iTE:P1693:p""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1693""]","[""quantity""]",1
"[""iTE:P1217:complete_v1_cr002_subject""]","[""Experimental thermo-e.m.f. measurements""]",1,iTE:C735527fa0ee317,,,iTE,Experimental thermo-e.m.f. measurements,"[""iTE:P1217:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1217""]","[""mechanism_process""]",1
"[""iTE:P1012:m""]","[""ZrS2, BiI3 and PbI2 monolayers""]",1,iTE:C735b61d287fba1,,,iTE,"ZrS2, BiI3 and PbI2 monolayers","[""iTE:P1012:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1012""]","[""material_entity""]",1
"[""iTE:P1628:i""]","[""Structural anharmonicity""]",1,iTE:C735e560fc0c85b,,,iTE,Structural anharmonicity,"[""iTE:P1628:i""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1628""]","[""descriptor""]",1
