paper_id,source_membership,source_records,year,title,journal,doi,abstract,material_raw,mechanism_raw,extracted_claim_count,eligible_claim_count,mapped_claim_count,mapped_program_count,mapped_program_ids,in_analysis_window,coverage_status
P1342,iTE,iTE2_0059,2023,Direct ink writing of PEDOT eutectogels as substrate-free dry electrodes for electromyography,MATERIALS HORIZONS,10.1039/d3mh00310h,"Deep Eutectic Solvents (DES) are a new class of ionic conductive compounds attracting significant attention as greener alternatives to costly ionic liquids. Herein, we developed novel mixed ionic-electronic conducting materials by simple mixing of poly(3,4-ethylenedioxythiophene)/poly(styrenesulfonate) (PEDOT:PSS) and various DES as additives. The DES addition induces the supramolecular assembly and gelification of PEDOT:PSS forming eutectogels triggered by extensive hydrogen bonding and charge stabilization. The eutectogels feature boosts the mixed ionic-electronic conductivity of PEDOT:PSS up to 368 S cm(-1), unveiling great potential as flexible bioelectronics. All the PEDOT:PSS/DES gels showed shear-thinning behavior and viscosity values ranging from 100 to 1000 Pa s. The eutectogels show good injectability with almost instantaneous elastic recovery, making them ideal materials for direct ink writing (DIW). As proof of that, PEDOT:PSS/DES (choline chloride:lactic acid) was 3D printed in different patterns, annealed at high temperature, and assembled into adhesive electrodes. This way tattoos-like electrodes, denoted as Eutecta2 were fabricated and placed in vivo on the forearm and the thumb of human volunteers for electromyography measurements. Eutecta2 hexagonal patterns showed excellent conformability, and their signal-to-noise ratio (SNR) was higher than Ag/AgCl commercial electrodes for thumb motion measurements. Furthermore, forearm motion was measured after 14 days with similar values of SNR, demonstrating long-term stability and reusability. All in all, our findings revealed that DES could be used as inexpensive and safe additives to direct the self-assembly of PEDOT:PSS into supramolecular eutectogels inks for flexible bioelectronics.","PEDOT:PSS deep-eutectic-solvent eutectogels, especially PEDOT:PSS/choline chloride:lactic acid","DES hydrogen bonding and charge stabilization induce PEDOT:PSS supramolecular gelation, boosting mixed ionic-electronic conductivity and direct-ink-writing processability",1,1,0,0,,True,claim_extracted_not_mapped
P1343,iTE,iTE2_0060,2025,Ionic liquids confined in carbon nanotubes: multiphase evolution driven by electron beam and temperature variations,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,10.1016/j.ijheatmasstransfer.2025.127111,"Ionic liquids, composed solely of cations and anions with high thermal stability, have attracted significant attention for various applications. In advanced energy and nanotechnology applications such as supercapacitors, ionic thermoelectric conversion systems, and nanolubrication technologies, ionic liquids are often confined within nanoscale spaces and exposed to external stimuli, including electrical and thermal inputs. While molecular dynamics simulations have predicted unique properties and phase transitions of ionic liquids under nanoconfinement, direct experimental observation of their multiphase evolution under external stimuli remains limited. In this study, we used a nano-manipulator to fill 1-butyl-3-methylimidazolium hexafluorophosphate ([Bmim][PF6]) into individual multi-walled carbon nanotubes and employed in-situ transmission electron microscopy (TEM) to observe the evolution of complex multiphase structures under electron beam irradiation and temperature changes. Under intense electron beam irradiation, we observed the slow growth of irregularly shaped nanobubbles (similar to 20 nm in size) caused by electrolysis reactions, as well as liquid film thinning with increasing irradiation time. In contrast, heating alone caused only slight structural changes below approximately 400 degrees C, indicating that the thermal decomposition is effectively suppressed at temperatures below 400 degrees C due to the nanoconfinement effect. Above this temperature, we observed both abrupt and gradual transformations in nanobubble size and liquid film thickness, with the liquid film between the nanobubbles and carbon walls thinning to as little as 1.5 nm, forming an ultra-thin layer of soft matter adhering to the solid surface. The multiphase structures exhibited little change upon cooling from 1100 degrees C to room temperature, indicating that thermal decomposition dominates over evaporation at high temperatures.",[Bmim][PF6] ionic liquid confined in multi-walled carbon nanotubes,"nanoconfinement suppresses thermal decomposition below 400 C, while electron beam and high temperature drive nanobubble/liquid-film multiphase evolution",1,0,0,0,,True,claim_extracted_not_mapped
P1344,iTE,iTE2_0061,2021,Microfluidics for flexible electronics,MATERIALS TODAY,10.1016/j.mattod.2020.08.017,"Flexible electronics has extensively drawn attention in an extremely wide range of areas due to its unique advantages like portability, biocompatibility, wearability, and superior mechanical stability. Recently, microfluidic technology has been considered as an effective tool to fabricate flexible electronics because of its precise control and manipulation of fluids in microchannels. In this review, we provide a comprehensive and in-depth insight into flexible electronics from microfluidic technology, covering the basic elements as well as microfluidic fabrication of flexible electronics and various applications in biomedical engineering. Furthermore, an outlook for the future challenges and perspectives of the flexible electronics is proposed.",microfluidic flexible electronics systems,microfluidic control of fluids in channels enables fabrication/integration of flexible electronic materials and devices,1,0,0,0,,True,claim_extracted_not_mapped
P1345,iTE,iTE2_0062,2023,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d2ta09068f,"Excellent mechanical strength and conductivity are essential and exigent features for advanced gel materials. The trade-off between them, however, remains a challenge. Here, we proposed an ion-molecular engineering strategy to develop a strong (4.46 MPa) yet high conductivity (67.43 mS cm(-1)), freezing tolerant (-103 degrees C), and transparent (94%) cellulose ionogel via ZnCl2 doping (namely CZ ionogel). Doping Zn2+ induces coordination interactions with cellulose molecules (Zn2+-COO-) through coupling hydrogen bonding and ion-dipole interactions, resulting in a robust CZ ionogel with 15- and 10-times improvement in the elastic modulus and toughness, respectively. The Zn2+-cellulose engineering produces a confined nanostructure that supports the efficient transport of small-size Cl- anions, while limiting the movement of large-size cations, thereby allowing the CZ ionogel to function as a rare n-type ionic thermoelectric material to convert low-grade waste heat into useful electricity (similar to 110 mV at Delta T = 36 K). This ion-molecular engineering strategy offers unprecedented degrees of freedom for developing adaptable gel materials.",ZnCl2-doped cellulose ionogel (CZ ionogel),"Zn2+-cellulose coordination, hydrogen bonding, and ion-dipole interactions strengthen gel while confined nanostructure favors Cl- transport for n-type ionic thermopower",1,1,0,0,,True,claim_extracted_not_mapped
P1346,iTE,iTE2_0063,1998,Density fluctuation of superionic conductors based on lattice gas model,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,10.1143/jpsj.67.1667,The number density fluctuation of mobile ions in superionic conductors (SIC) is studied by using the coupled phonon-lattice gas model. The dynamical structure factor of SIC of alpha-AgI type is calculated by using the generalized Langevin equation for the number density fluctuation caused by the mobile ion hopping. It is found that the calculated dynamical structure factor is of a non-lorentzian type with asymmetric temperature dependence.,alpha-AgI-type superionic conductors in a coupled phonon-lattice gas model,mobile-ion hopping causes non-Lorentzian asymmetric number-density fluctuations in the dynamical structure factor,1,0,0,0,,True,claim_extracted_not_mapped
P1347,iTE,iTE2_0064,2017,"Free-standing oligo(oxyethylene)-functionalized polythiophene with the 3,4-ethylenedioxythiophene building block: electrosynthesis, electrochromic and thermoelectric properties",ELECTROCHIMICA ACTA,10.1016/j.electacta.2017.01.019,"A free-standing ordered polymer of P(EDT-E5-EDT) based on oligo(oxyethylene)-functionalized polythiophene with two 3,4-ethylenedioxythiophene units as building blocks was electrosynthesized successfully at a low oxidation potential, and comparatively investigated in three electrolytes of ACNE LiClO4, PC/LiClO4 and ionic liquid BmimPF(6). Interestingly, one ordered film obtained from PC/LiClO4 resulted in its electrical conductivity up to 40 S m(-1) depending on the mild growth condition. Among the fabricated P(EDT-E5-EDT) system, electronic transport is an important factor to receive a highest Seebeck coefficient of 35.9 mu V K-1. P(EDT-E5-EDT) films also exhibited favorable electroactivity and remarkable redox stability in especial. Moreover, the resultant films were demonstrated the electrochromic nature by color changing from salmon pink to blue, and broad absorption can be observed in near infrared region with the band gaps of 1.88-1.93 eV. Further switching transmittance revealed that polymers had reasonable contrast ratios (1735-52.36%), high coloration efficiencies (151.6-363.5 cm(2)C(-1)), excellent switching stability and color persistence. The effective EDOT moieties in the chain plays a great role in the advanced properties, which could be developed to be semiconducting polymers in many electronic application areas. (C) 2017 Elsevier Ltd. All rights reserved.","free-standing P(EDT-E5-EDT) oligo(oxyethylene)-functionalized polythiophene electrosynthesized in ACN/LiClO4, PC/LiClO4, or BmimPF6",electrolyte/growth conditions create ordered films; electronic transport dominates Seebeck response while EDOT units provide electrochromic stability,2,0,0,0,,True,claim_extracted_not_mapped
P1348,iTE,iTE2_0065,2011,Optimisation of the Solid Oxide Fuel Cell (SOFC) cathode material Ca3Co4O9-δ,JOURNAL OF POWER SOURCES,10.1016/j.jpowsour.2011.02.030,"This paper focuses on the electrochemical potentialities of the 2D misfit compound Ca3Co4O9-delta, so far mainly investigated for its thermoelectric properties. Its expansion coefficient (TEC = (9-10) x 10(-6)degrees C-1) and its chemical stability are compatible with standard CGO IT-electrolyte and the first optimisation steps of the deposited cathode have been performed with the aim to minimise the ASR and increase the cell durability. Particular attention has been paid on the effect of thickness and microstructure for pure and composite cathodes. The electrode reaction was performed on symmetrical cells. The preliminary results presented here show that the composite (70 wt.% Ca3Co4O9-delta-30 wt.% CGO) gives the lowest ASR values compare to single-phased electrodes. Strikingly, the ASR values increase for thinner deposited layers. The effect of various current collectors (gold grid vs. platinum paste) has been also checked. (C) 2011 Elsevier B.V. All rights reserved.",Ca3Co4O9-delta and 70 wt.% Ca3Co4O9-delta/30 wt.% CGO SOFC cathodes,"microstructure, thickness, current collector, and CGO composite design tune electrode reaction resistance and durability while maintaining electrolyte compatibility",1,0,0,0,,True,claim_extracted_not_mapped
P1349,iTE,iTE2_0066,2024,Multistage Microstructured Ionic Skin for Real-Time Vital Signs Monitoring and Human-Machine Interaction,ENERGY & ENVIRONMENTAL MATERIALS,10.1002/eem2.12767,"Skin-like electronics research aiming to mimic even surpass human-like specific tactile cognition by operating perception-to-cognition-to-feedback of stimulus to build intelligent cognition systems for certain imperceptible or inappreciable signals was so attractive. Herein, we constructed an all-in-one tri-modal pressure sensing wearable device to address the issue of power supply by integrating multistage microstructured ionic skin (MM i-skin) and thermoelectric self-power staffs, which exhibits high sensitivity simultaneously. The MM i-skin with multi-stage interlocked configurations achieved precise recognition of subtle signals, where the sensitivity reached up to 3.95 kPa-1, as well as response time of 46 ms, cyclic stability (over 1500 cycles), a wide detection range of 0-200 kPa. Furthermore, we developed the thermoelectricity nanogenerator, piezoelectricity nanogenerator, and piezocapacitive sensing as an integrated tri-modal pressure sensing, denoted as P-iskin, T-iskin, and C-iskin, respectively. This multifunctional ionic skin enables real-time monitoring of weak body signals, rehab guidance, and robotic motion recognition, demonstrating potential for Internet of things (IoT) applications involving the artificial intelligence-motivated sapiential healthcare Internet (SHI) and widely distributed human-machine interaction (HMI). Inspired by the multi-level interlocking structure in human skin, the microlevel multi-stage interlocked configuration ionic skin is prepared by the bio-template method, and an all-in-one tri-modal pressure sensing wearable device was constructed by integrating thermoelectricity nanogenerator, piezoelectricity nanogenerator, and piezocapacitive sensing, which demonstrates the potential for addressing the issue of power supply and Internet of things applications. image","multistage microstructured ionic skin integrated with thermoelectric, piezoelectric, and piezocapacitive units",interlocked ionic skin microstructures provide high pressure sensitivity while thermoelectric nanogenerator supplies self-powered multimodal sensing,1,0,0,0,,True,claim_extracted_not_mapped
P1350,iTE,iTE2_0067,2016,LiBi3S5-A lithium bismuth sulfide with strong cation disorder,JOURNAL OF SOLID STATE CHEMISTRY,10.1016/j.jssc.2016.03.010,"Among chalcogenide semiconductors for thermoelectric applications, alkali-metal bismuth compounds occur in many complex compositions favorable for high performance. Although LiBi3S5 had been announced in 1977, the potential 1D lithium-ion conductor has hitherto eluded selective synthesis and structure determination. In this study, we present a solid-state route to phase-pure LiBi3S5 powder starting from LiBiS2 and Bi2S3. Neutron diffractograms and lithium NMR spectra reveal its crystal structure to be a cation-disordered variety of the AgBi3S5 type (synthetic pavonite; monoclinic, C2/m). Topological analyses and lithium NMR relaxometry suggest that correlated lithium-ion diffusion with activation energies up to 0.66(2) eV occurs along the channels in b direction including tetrahedral voids. Because of cation disorder, immobile bismuth(III) ions clog these pathways, making LiBi3S5 a moderate to poor ionic conductor. The synthesis route reported is nonetheless promising for new lithium bismuth sulfides with, possibly ordered, structure types of the pavonite homologous series. (C) 2016 Elsevier Inc. All rights reserved.",cation-disordered LiBi3S5 lithium bismuth sulfide,"Li diffusion occurs along b-axis channels with tetrahedral voids but Bi3+ disorder blocks pathways, limiting ionic conductivity",1,0,0,0,,True,claim_extracted_not_mapped
P1351,iTE,iTE2_0068,2006,A guest-free germanium clathrate,NATURE,10.1038/nature05145,"The challenges associated with synthesizing expanded semiconductor frameworks with cage-like crystal structures continue to be of interest(1,2). Filled low-density germanium and silicon framework structures have distinct properties that address important issues in thermoelectric phonon glass - electron crystals(3), superconductivity(4) and the possibility of Kondo insulators(5). Interest in empty framework structures of silicon and germanium is motivated by their predicted wide optical bandgaps of the same magnitude as quantum dots and porous silicon, making them and their alloys promising materials for silicon-based optoelectronic devices(6,7). Although almost-empty Na1-xSi136 has already been reported(8,9), the synthesis of guest-free germanium clathrate has so far been unsuccessful. Here we report the high-yield synthesis and characteristics of germanium with the empty clathrate-II structure through the oxidation of Ge-9(4-) Zintl anions in ionic liquids under ambient conditions. The approach demonstrates the potential of ionic liquids as media for the reactions of polar intermetallic phases.",guest-free germanium clathrate-II from oxidation of Ge9 4- Zintl anions in ionic liquids,ionic liquids enable ambient oxidation of polar Zintl anions into empty Ge clathrate framework for optoelectronic/thermoelectric framework materials,1,0,0,0,,True,claim_extracted_not_mapped
P1352,iTE,iTE2_0069,2005,"Oxygen ionic and electronic transport in apatite-type La10-x(Si,Al)6O26±δ",JOURNAL OF SOLID STATE CHEMISTRY,10.1016/j.jssc.2005.04.018,"The main factor governing the oxygen ionic conductivity in apatite-type La10-xSi6-yAlyO27-3O27-3x/2-y/2 = (x = 0-0.33; y = 0.5- 1.5) is the concentration of mobile interstitials determined by the total oxygen content. The ion transference numbers, measured by modified faradaic efficiency technique., vary in the range 0.9949-0.9997 in air and increase on reducing oxygen partial pressure due to decreasing p-type electronic conduction. The activation energies for ionic and hole transport are (56-67)+/- 3kJ/mol and (57-100)+/- 8 kJ/mol, respectively. Increasing oxygen content leads to hi-her hole conduction in oxidizing atmospheres and promotes minor oxygen losses from the lattice when the oxygen pressure decreases, although the overall level of ionic conductivity is almost constant in the p(O-2) range from 50 kPa down to 10(-16) Pa. Under reducing conditions at temperatures above 1100 K. silicon oxide volatilization from the surface layers of apatite ceramics results in a moderate decrease of the conductivity with time. This suggests that the operation of electrochemical cells with silicate-based solid electrolytes should be limited to the intermediate-temperature range, such Lis 800-1000 K, where the ionic transport in most-conductive apatite phases containing 26.50-26.75 oxygen atoms per unit formula is higher than that in stabilized zirconia. The average thermal expansion coefficients of apatite ceramics, calculated from dilatometric data in air, are (8.7-10.8) x 10(-6) K-1 at 300-1300 K. (c) 2005 Elsevier Inc. All rights reserved.","apatite-type La10-x(Si,Al)6O26±delta silicate/aluminosilicate oxides",mobile oxygen interstitial concentration controls oxygen ionic conductivity; oxygen partial pressure tunes p-type electronic contribution and stability,2,0,0,0,,True,claim_extracted_not_mapped
P1353,iTE,iTE2_0070,2015,Temperature dependence of the Soret coefficient of ionic colloids,PHYSICAL REVIEW E,10.1103/physreve.92.042311,"The temperature dependence of the Soret coefficient S-T (T) in electrostatically charged magnetic colloids is investigated. Two different ferrofluids, with different particles' mean dimensions, are studied. In both cases we obtain a thermophilic behavior of the Soret effect. The temperature dependence of the Soret coefficient is described assuming that the nanoparticles migrate along the ionic thermoelectric field created by the thermal gradient. A model based on the contributions from the thermoelectrophoresis and variation of the double-layer energy, without fitting parameters, is used to describe the experimental results of the colloid with the bigger particles. To do so, independent measurements of the. potential, mass diffusion coefficient, and Seebeck coefficient are performed. The agreement of the theory and the experimental results is rather good. In the case of the ferrofluid with smaller particles, it is not possible to get experimentally reliable values of the. potential and the model described is used to evaluate this parameter and its temperature dependence.",charged magnetic colloids/ferrofluids,"nanoparticles migrate along ionic thermoelectric fields under thermal gradients, with thermoelectrophoresis and double-layer energy controlling Soret coefficient",1,1,0,0,,True,claim_extracted_not_mapped
P1354,iTE,iTE2_0071,2026,One Cation Makes a Difference: Structure-Thermoelectric Interplay in Pseudo-Rock Salt Intermetallic Eu5-x A x Al3Sb6 (A = Sr and Yb),CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.5c02963,"Polar intermetallics are an emerging class of thermoelectric materials whose electronic properties can be finely tuned by cation chemistry. Single crystals of Eu5-xYbxAl3Sb6 and Eu5-x-ySrxYbyAl3Sb6 were synthesized by flux methods and their structures determined by single-crystal X-ray diffraction, confirming monoclinic C2/m symmetry and an electron count near 3.5 e(-) per atom, consistent with polar intermetallic classification. The Al content in these phases can be increased from 3 to 4. A comparative study of polycrystalline synthesized Eu5Al4Sb6 and its Sr- and Yb-substituted solid solutions, along with the pseudoquinary phase Eu2.5Sr2Yb0.5Al4Sb6, is presented. Substituting Eu2+ with the more ionic Sr2+ enhances mobility and increases the magnitude of the Seebeck coefficient, while the more covalent Yb2+ drives the system metallic, lowering Seebeck values but improving zT to 0.8 at 873 K. The quinary phase further suppresses bipolar conduction, delaying the high-temperature downturn observed in both ternary solid solutions. Across all compositions, thermal conductivities remain exceptionally low (<1 W m(-1) K-1), enabling promising figures of merit. These results highlight how ionic versus covalent A-site substitution can serve as a powerful lever to control scattering, band overlap, and transport in polar intermetallics, opening design pathways parallel to those of the benchmarked half-Heusler phases and PbTe.","polar intermetallics Eu5-xYbxAl3Sb6, Eu5-x-ySrxYbyAl3Sb6, Eu5Al4Sb6, and Eu2.5Sr2Yb0.5Al4Sb6","ionic Sr2+ versus covalent Yb2+ substitution tunes mobility, band overlap, bipolar conduction, Seebeck coefficient, and zT while maintaining low thermal conductivity",0,0,0,0,,False,outside_analysis_freeze_window
P1355,iTE,iTE2_0072,2014,The effects of elements doping on transport and thermoelectric properties of Sr3Ti2O7,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2014.01.002,"The Ruddlesden-Popper (RP) phase compounds (Sr0.95R0.05)(3)Ti2O7 (R=Er, Y, Dy, Gd, Eu, Sm, Nd and La) were prepared, and their transport and thermoelectric properties were investigated. The results indicate that high-T electrical resistivity rho (300 K < T < 1000 K) increases monotonically with temperature and basically has a relation rho proportional to T-M, with M varying from 0.91 to 1.92 at temperatures T > similar to 650 K, suggesting acoustic phonon scattering is dominant. At low temperatures (5 K < T< 300 K), rho for (Sr0.95R0.05)(3)Ti2O7 (R=Nd and La) decreases monotonously with decreasing temperature, whereas rho for (Sr0.95R0.05)(3)Ti2O7 (R= Er, Y, Dy, Gd, Eu and Sm) decreases first, and then increases instead as T decreases to a critical temperature T-c. Moreover, electrical conductivity sigma proportional to T-1/2 holds at lower temperatures, indicating that the electron-electron interaction caused by the presence of disorder dominates the transport process at the low temperatures. Besides, experiments show that at T < similar to 400 K the lattice thermal conductivity of the doped compounds basically decreases with increase of the atomic mass of dopants. Generally, the figure of merit (21) at 1000 K increases first, and then decreases with the increase of the dopants' ionic radius, and the largest ZT is achieved in (Sr0.95Gd0.05)(3)Ti2O7 mainly owing to its lower lattice thermal conductivity. (C) 2014 Elsevier Ltd. All rights reserved.","R-doped Sr3Ti2O7 Ruddlesden-Popper phases (Sr0.95R0.05)3Ti2O7 with R = Er, Y, Dy, Gd, Eu, Sm, Nd, La",dopant atomic mass lowers lattice thermal conductivity and dopant ionic radius tunes ZT through transport/disorder effects,1,0,0,0,,True,claim_extracted_not_mapped
P1356,iTE,iTE2_0073,2022,Ultra-High Electrical Conductivity in Filler-Free Polymeric Hydrogels Toward Thermoelectrics and Electromagnetic Interference Shielding,ADVANCED MATERIALS,10.1002/adma.202109904,"Conducting hydrogels have attracted much attention for the emerging field of hydrogel bioelectronics, especially poly(3,4-ethylenedioxythiophene): poly(styrene sulfonate) (PEDOT:PSS) based hydrogels, because of their great biocompatibility and stability. However, the electrical conductivities of hydrogels are often lower than 1 S cm(-1 )which are not suitable for digital circuits or applications in bioelec txonics. Introducing conductive inorganic fillers into the hydrogels can improve their electrical conductivities. However, it may lead to compromises in compliance, biocompatibility, deformability, biodegradability, etc. Herein, a series of highly conductive ionic liquid (IL) doped PEDOT:PSS hydrogels without any conductive fillers is reported. These hydrogels exhibit high conductivities up to approximate to 305 S cm(-1), which is approximate to 8 times higher than the record of polymeric hydrogels without conductive fillers in literature. The high electrical conductivity results in enhanced areal thermoelectric output power for hydrogel-based thermoelectric devices, and high specific electromagnetic interference (EMI) shielding efficiency which is about an order in magnitude higher than that of state-of-the-art conductive hydrogels in literature. Furthermore, these stretchable (strain >30%) hydrogels exhibit fast self-healing, and shape/size-tunable properties, which are desirable for hydrogel bioelectronics and wearable organic devices. The results indicate that these highly conductive hydrogels are promising in applications such as sensing, thermoelectrics, EMI shielding, etc.",ionic-liquid-doped PEDOT:PSS hydrogels without conductive fillers,"IL doping raises PEDOT:PSS hydrogel conductivity, enabling larger thermoelectric output power, EMI shielding, stretchability, and self-healing",1,0,0,0,,True,claim_extracted_not_mapped
P1357,iTE,iTE2_0074,2026,"Correlations between physical, electrical and thermal properties of silver halide-based solids",MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS,10.1016/j.mseb.2026.119315,"The manufacturing of infrared (IR) fiber optics and optical components, as well as the development of IR optoelectronic devices, requires comprehensive data on the materials properties. Silver halides from the AgCl - AgBr - AgI system have proven to be promising candidates for IR fiber optics and optoelectronic applications. To systematically characterize their properties, this study investigates the mechanical, thermal, and electrophysical parameters of compounds within the AgCl - AgBr - AgI system. We examined single crystals and ceramic samples as quasi-binary compounds of the AgBr - AgI, AgCl0.25Br0.75 - AgI, AgCl - AgBr0.7I0.3 systems. The results show that increasing the proportion of AgI or AgBr0.7I0.3 in AgBr AgCl0.25Br0.75, or AgCl leads to higher material density and microhardness, and promotes a transition to a superionic state at elevated temperatures. For ceramic samples, grain boundaries were found to reduce ionic conductivity and thermal diffusivity. Thermophysical properties exhibited normal behavior for crystalline materials, with thermal conductivity remaining effectively constant over the studied temperature range. These findings highlight the potential of these materials for use in solid-state ionics and thermoelectric converters.",silver halide AgCl-AgBr-AgI quasi-binary crystals and ceramics,"AgI/AgBr content and grain boundaries control density, hardness, superionic transition, ionic conductivity, thermal diffusivity, and thermoelectric-converter relevance",0,0,0,0,,False,outside_analysis_freeze_window
P1358,iTE,iTE2_0075,2012,Electronic structure of Mg2Si by combining electron diffraction and first-principles calculations,ACTA MATERIALIA,10.1016/j.actamat.2011.11.006,"We have used accurate convergent beam electron diffraction to determine the structure factors of the reflections most sensitive to the valence-electron distribution in Mg2Si. The experimental values agree well with calculations of the structure factors based on density functional theory. Based on the experimentally scrutinized electron structure calculations we show that this promising thermoelectric material is highly ionic, arriving at the charge Mg21.45+Si2.9-. (C) 2011 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.",highly ionic Mg2Si thermoelectric,"electron diffraction plus DFT quantifies ionic charge distribution Mg2^1.45+Si^2.9-, clarifying valence-electron structure",1,0,0,0,,True,claim_extracted_not_mapped
P1359,iTE,iTE2_0076,2021,"Impact of sodium oxide, sulfide, and fluoride-doped vanadium phosphate glasses on the thermoelectric power and electrical properties: structure analysis and conduction mechanism",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,10.1007/s10854-020-05115-7,"Four glasses of the (13.5%X- 32.5%V2O5-54%P2O5) mol%, X = Na2O, Na2S, and NaF, and (13.5% Na2S - 32.5%V2S5-54%P2S5) mol% were prepared. DSC, density, molar volume, XRD, thermoelectric power, and glass transport properties of the prepared glasses were reported. Density was found to increase with decreasing the molar volume, V-m, of glasses containing sulfur. Replacing oxygen with sulfur results in less number of bridging oxygen; this decrease leads to less compactness and molar volume increase of the host network. Thermoelectric power (S) of present samples was reported and the fraction C of reduced transition metal ions (C = V4+/Vtotal or V3+/Vtotal ) was calculated. Moreover, the conductivity data temperature dependence has been studied in two distinct polaronic models. Above theta(D)/2 (high temperature region), the conductivity data are compatible with Mott SPH model between the nearest neighbors, but in the intermediate temperature extent, the appropriate model was Greaves VRH model. Dc conductivity values have a positive relation with C results calculated from thermoelectric power. The dc conductivity of the formed sulfur-containing glasses is enhanced owing to the increase of V4+-V5+ or V3+-V4+ ion pairs as sulfur worked as a reducing agent, which resulted in reduction of the vanadium ions from high valence (V4+ and/or V5+) to low valence states (V3+ and/or V4+). From inspecting the conduction mechanism nature and type, the current work displayed was proved to be in accord with non-adiabatic case of SPH. The hopping carrier mobility is very small in order of 10(- 5) cm(2) V- 1 s(- 1) at 393 K satisfying the localized condition for hopping electrons.","vanadium phosphate glasses with Na2O, Na2S, NaF, V2O5/V2S5, and P2O5/P2S5",sulfur reduces vanadium valence and increases V ion pairs; thermopower-derived reduced-ion fraction correlates with small-polaron/variable-range hopping conductivity,2,0,0,0,,True,claim_extracted_not_mapped
P1360,iTE,iTE2_0077,2010,Cathodic Deposition of Components in BiSbTe Ternary Compounds as Thermoelectric Films Using Choline-Chloride-Based Ionic Liquids,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-009-1006-x,"This paper reports electrodeposition of BiTe, SbTe, and BiSbTe films using ionic liquids based on choline chloride (ChCl) and malonic acid mixtures (1:1 moles) at 80A degrees C to 85A degrees C. The electrolyte contained bismuth and/or antinomy species and tellurium species with 1.5 mM to 50 mM concentrations; Pt sheet, Pt mesh, and Pt wire were used for working, auxiliary, and quasireference electrodes, respectively. Cyclic voltammograms revealed the beginning and cathodic peak of pure Te deposition; at more negative potentials simultaneous codeposition of binary or ternary compounds as limiting currents or a series of peaks were observed. Correspondingly, two or three dissolution (stripping) anodic peaks were observed. Nyquist and Bode impedance spectra show differences in Pt behavior due to its polarization at various cathodic potentials. Equivalent-circuit components providing the best fit to the data were calculated. Deposition of BiSbTe films on copper plates was also performed by electrolysis at controlled potentials or current pulses. Some measurements of Seebeck coefficients of the obtained films were carried out.","BiTe, SbTe, and BiSbTe films electrodeposited from choline chloride/malonic acid ionic liquid",Te deposition precedes binary/ternary codeposition; cathodic potential/current pulses control BiSbTe film formation and Seebeck behavior,1,0,0,0,,True,claim_extracted_not_mapped
P1361,iTE,iTE2_0078,1994,ELECTRONIC TRANSPORT-PROPERTIES OF ZRTIO4 AT HIGH-TEMPERATURE,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/jjap.33.5471,"Electrical conductivities, using the four-probe dc method, have been measured for Zr1.012Ti0.988O4 and Zr-1.009 Ti0.986Y0.005O4 between 1073 and 1523 K from oxygen fugacity (1.013 x 10(5) Pa as a standard state) of 10(-20) to 1. Thermoelectric power has also been measured for Zr1.012Ti0.988O4. Both n- and p-type conductivities are found with the dependence of - 1/4 and 1/4 powers of po(2), respectively, and no indication of an ionic conductivity is observed. A defect model has been proposed wherein an extrinsic oxygen vacancy formation is predominant, in which the concentration of oxygen vacancy is determined by the amount of lower-valent impurities or dopants, and excellent agreement is found between experimental and calculated results. The partial conductivity of electrons showed a strong correlation with the anomalous expansion of the c-axis.",Zr1.012Ti0.988O4 and Y-doped Zr1.009Ti0.986Y0.005O4,electronic n/p conduction depends on oxygen fugacity through oxygen-vacancy defect chemistry; no ionic conductivity is observed,2,0,0,0,,True,claim_extracted_not_mapped
