concept_id,domain,label,definition,aliases,roles,mention_ids,normalization_status,decision_group,normalization_reason,claim_count,paper_ids,source_document_count
TG:C63270f42fdb527,TG,Soft and stretchable thermogalvanic fabric,,"[""Soft and stretchable thermogalvanic fabric""]","[""material_entity""]","[""TG:P0074:fabric""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0074""]",1
TG:C633c5660f99701,TG,Effective light absorption,,"[""Effective light absorption""]","[""mechanism_process""]","[""TG:P0069:abs""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0069""]",1
TG:C633ec16fa5d5f8,TG,Temperature-regulated electrolyte gradient,,"[""Temperature-regulated electrolyte gradient""]","[""state_structure""]","[""TG:P0263:gradient""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0263""]",1
TG:C634be6a3bd5f4d,TG,Anion-coordinated Fe(III)/(II) species,,"[""Anion-coordinated Fe(III)/(II) species""]","[""material_entity""]","[""TG:P0285:coord""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0285""]",1
TG:C635a2b5c2b99cf,TG,Approximately 5-fold greater ionic conductivity,,"[""Approximately 5-fold greater ionic conductivity""]","[""quantity""]","[""TG:P0185:ion""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0185""]",1
TG:C63806108bc6ffe,TG,DFT-derived ion–solvent interaction features,,"[""DFT-derived ion–solvent interaction features""]","[""descriptor""]","[""TG:P0029:features""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0029""]",1
TG:C63bc8411357d3f,TG,Mechanical strain detection,,"[""Mechanical strain detection""]","[""application""]","[""TG:P0267:strain""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0267""]",1
TG:C63c9ee7ac4b13a,TG,System model with multiple TRECs working in different states,,"[""System model with multiple TRECs working in different states""]","[""material_entity""]","[""TG:P0301:n1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,5,"[""P0301""]",1
TG:C63da990abc0f9b,TG,Perchlorate anion,,"[""Perchlorate anion""]","[""material_entity""]","[""TG:P0285:anion""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0285""]",1
TG:C63ee01b57ee4a4,TG,F:SnO2 glass substrate,,"[""F:SnO2 glass substrate""]","[""material_entity""]","[""TG:P0187:fto""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0187""]",1
TG:C63f2493cf2df3c,TG,Retention of over 80% of original electrical performance,,"[""Retention of over 80% of original electrical performance""]","[""performance_function""]","[""TG:P0013:ret""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0013""]",1
TG:C6418034f255f6d,TG,LFP temperature-sensitivity exponent b = 3.195,,"[""LFP temperature-sensitivity exponent b = 3.195""]","[""quantity""]","[""TG:P0256:lb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0256""]",1
TG:C641c49d160eb36,TG,Water solubility,Ability of a substance to dissolve in water.,"[""Water solubility""]","[""descriptor""]","[""TG:P0072:sol"",""TG:P0117:n4""]",model_merged,g0038,"Both explicitly describe water solubility. Oxidation state and chemical identity belong to the respective substances, not different solubility concepts.",2,"[""P0072"",""P0117""]",2
TG:C6427251ce475aa,TG,FeNC-based TEC device,,"[""FeNC-based TEC device""]","[""material_entity""]","[""TG:P0277:dev""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0277""]",1
TG:C643a32bd87ca03,TG,Seebeck coefficient 1.43 mV/K; approximately 95% retention,,"[""Seebeck coefficient 1.43 mV/K; approximately 95% retention""]","[""quantity""]","[""TG:P0052:seebeck""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0052""]",1
TG:C644274f2faf046,TG,Electricity generation from low-grade thermal energy and solar energy,,"[""Electricity generation from low-grade thermal energy and solar energy""]","[""application""]","[""TG:P0225:n""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0225""]",1
TG:C645cc61ab1682a,TG,Anti-freezing capability,Ability of a material or device to resist freezing.,"[""Anti-freezing capability""]","[""performance_function""]","[""TG:P0039:antifreeze"",""TG:P0166:antifreeze""]",model_merged,g0019,"Both denote freezing resistance. MXene–water bonding is an enhancing mechanism, not a different capability.",2,"[""P0039"",""P0166""]",2
TG:C645ce8434d07ee,TG,TGIH mechanical properties,,"[""TGIH mechanical properties""]","[""performance_function""]","[""TG:P0023:mech""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0023""]",1
TG:C646519cec2c2a1,TG,Small salt concentration gradient,,"[""Small salt concentration gradient""]","[""state_structure""]","[""TG:P0295:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0295""]",1
TG:C64961cd3d0b501,TG,Seebeck coefficient 6.44 mV K⁻¹,,"[""Seebeck coefficient 6.44 mV K⁻¹""]","[""quantity""]","[""TG:P0081:se""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0081""]",1
TG:C649d804b72066a,TG,Thermal conductivity approximately 0.49 W m−1 K−1,,"[""Thermal conductivity approximately 0.49 W m−1 K−1""]","[""quantity""]","[""TG:P0188:thermal""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0188""]",1
TG:C64d173a5e9f010,TG,Almost constant thermopower -1.5 to -1.6 mV K-1,,"[""Almost constant thermopower -1.5 to -1.6 mV K-1""]","[""quantity""]","[""TG:P0262:a30""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0262""]",1
TG:C64da224dd6ac52,TG,Maximum power density: 26.7 μW m−2,,"[""Maximum power density: 26.7 μW m−2""]","[""quantity""]","[""TG:P0045:power""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0045""]",1
TG:C64da75d51ffcb9,TG,Carnot-related efficiencies,,"[""Carnot-related efficiencies""]","[""performance_function""]","[""TG:P0187:eff""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0187""]",1
TG:C64e7d886058ffb,TG,Joint guanidinium and urea addition to aqueous ferri/ferrocyanide electrolyte,,"[""Joint guanidinium and urea addition to aqueous ferri/ferrocyanide electrolyte""]","[""design_strategy""]","[""TG:P0090:f""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0090""]",1
TG:C64efb32a43c00e,TG,Stable thermoelectric output for over 1500 min,,"[""Stable thermoelectric output for over 1500 min""]","[""performance_function""]","[""TG:P0247:output""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0247""]",1
TG:C650435d2c2269c,TG,Outstanding low-temperature durability,,"[""Outstanding low-temperature durability""]","[""performance_function""]","[""TG:P0061:l""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0061""]",1
TG:C6513284be3ca29,TG,Electrode and electrolyte material improvements,,"[""Electrode and electrolyte material improvements""]","[""design_strategy""]","[""TG:P0149:design""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0149""]",1
TG:C652c73a22159eb,TG,Replacing water in freeze-thawed PVA hydrogels with DES/[Fe(CN)6]3-/4- mixture,,"[""Replacing water in freeze-thawed PVA hydrogels with DES/[Fe(CN)6]3-/4- mixture""]","[""mechanism_process""]","[""TG:P0264:replace""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0264""]",1
TG:C6562ce5ade0e43,TG,Coupled thermal and electrical model,,"[""Coupled thermal and electrical model""]","[""design_strategy""]","[""TG:P0077:model""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0077""]",1
TG:C65656eedaf4521,TG,Enhanced electrical energy conversion,,"[""Enhanced electrical energy conversion""]","[""performance_function""]","[""TG:P0324:n12""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0324""]",1
TG:C656fd9416bb2c8,TG,Thiolate/disulfide redox couple McMT(-)/BMT,,"[""Thiolate/disulfide redox couple McMT(-)/BMT""]","[""material_entity""]","[""TG:P0227:a""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0227""]",1
TG:C6584e7eb3018b4,TG,Lithium–glyme mixture thermal-conductivity determination,,"[""Lithium–glyme mixture thermal-conductivity determination""]","[""mechanism_process""]","[""TG:P0311:n9""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0311""]",1
TG:C6588c213454a80,TG,Open-circuit potential,,"[""Open-circuit potential""]","[""quantity""]","[""TG:P0128:n7""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0128""]",1
TG:C65b9641fca28af,TG,Normalized maximum power density of 64.5 mW m-2 K-2,,"[""Normalized maximum power density of 64.5 mW m-2 K-2""]","[""performance_function""]","[""TG:P0251:power""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0251""]",1
TG:C65bd2c9d6d6fd5,TG,Seebeck coefficient above −1.2 mV/K,,"[""Seebeck coefficient above −1.2 mV/K""]","[""quantity""]","[""TG:P0312:n11""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0312""]",1
TG:C65cf226e5053f9,TG,TEC Seebeck coefficient,,"[""TEC Seebeck coefficient""]","[""quantity""]","[""TG:P0299:n2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0299""]",1
TG:C65df8bac0d4a16,TG,Increased electrode area in contact with electrolyte,,"[""Increased electrode area in contact with electrolyte""]","[""condition""]","[""TG:P0187:area""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0187""]",1
TG:C65eccd05032325,TG,Passivating gold analogues of Prussian blue,,"[""Passivating gold analogues of Prussian blue""]","[""material_entity""]","[""TG:P0107:n9""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0107""]",1
TG:C65f18601c75df3,TG,107 Ah LFP cell,,"[""107 Ah LFP cell""]","[""material_entity""]","[""TG:P0256:lfp""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,6,"[""P0256""]",1
TG:C65f3b996c0b556,TG,Inner-sphere redox reaction mechanism,,"[""Inner-sphere redox reaction mechanism""]","[""mechanism_process""]","[""TG:P0277:inner""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0277""]",1
TG:C66032ebd63b9c6,TG,Inversion of redox reactions at hot and cold sides,,"[""Inversion of redox reactions at hot and cold sides""]","[""mechanism_process""]","[""TG:P0071:inv""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0071""]",1
TG:C66037f22ce35ac,TG,Water evaporation rate of 3.22 kg m-2 h-1,,"[""Water evaporation rate of 3.22 kg m-2 h-1""]","[""performance_function""]","[""TG:P0136:rate""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0136""]",1
TG:C661600326cb527,TG,Anodic current density of nickel-aluminum bronze,,"[""Anodic current density of nickel-aluminum bronze""]","[""quantity""]","[""TG:P0322:n2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0322""]",1
TG:C662944835f4016,TG,"Full-spectrum solar cascade utilization with low cost, high performance and flexible operation",,"[""Full-spectrum solar cascade utilization with low cost, high performance and flexible operation""]","[""application""]","[""TG:P0163:use""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0163""]",1
TG:C662c4ae8c5588c,TG,Different functional groups on pyrazine redox couples,,"[""Different functional groups on pyrazine redox couples""]","[""descriptor""]","[""TG:P0188:groups""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0188""]",1
TG:C66386e2f38c07f,TG,NiO current-collector phase,,"[""NiO current-collector phase""]","[""material_entity""]","[""TG:P0312:n9""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0312""]",1
TG:C663af89e76367a,TG,Thermocell electrochemical characteristics,,"[""Thermocell electrochemical characteristics""]","[""performance_function""]","[""TG:P0328:char""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0328""]",1
TG:C667a8d6680e5e0,TG,Freezing with a pure-ice frozen phase,,"[""Freezing with a pure-ice frozen phase""]","[""mechanism_process""]","[""TG:P0329:ice""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0329""]",1
TG:C669562c807cb6f,TG,Additive current behavior,,"[""Additive current behavior""]","[""performance_function""]","[""TG:P0217:g""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0217""]",1
TG:C66a083158f1901,TG,Quasi-symmetry,,"[""Quasi-symmetry""]","[""descriptor""]","[""TG:P0310:audit_v1_a001_object""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0310""]",1
TG:C66a385aab6803d,TG,Small additives,,"[""Small additives""]","[""material_entity""]","[""TG:P0223:a""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0223""]",1
TG:C66a979af4ddcd5,TG,Ionic thermoelectric generator,,"[""Ionic thermoelectric generator""]","[""material_entity""]","[""TG:P0175:n1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P0175""]",1
TG:C66b8b91608f705,TG,Redox couple concentration optimization,,"[""Redox couple concentration optimization""]","[""design_strategy""]","[""TG:P0291:n9""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0291""]",1
TG:C66c33fb11c1baa,TG,Maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2,,"[""Maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2""]","[""performance_function""]","[""TG:P0003:pmax""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0003""]",1
TG:C66c5fd7bb85794,TG,Hot electrode side in reinforced concrete beam,,"[""Hot electrode side in reinforced concrete beam""]","[""material_entity""]","[""TG:P0118:n4""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0118""]",1
TG:C66d8bb77aec770,TG,Hydrogel capacitive sensors,,"[""Hydrogel capacitive sensors""]","[""material_entity""]","[""TG:P0260:capacitive""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0260""]",1
TG:C66e936eff16953,TG,Enhanced radiation detection,,"[""Enhanced radiation detection""]","[""performance_function""]","[""TG:P0079:radiation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0079""]",1
TG:C66ed45e6b74e4b,TG,Ohmic overpotential,,"[""Ohmic overpotential""]","[""quantity""]","[""TG:P0127:n11""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0127""]",1
TG:C670a1fc50770dd,TG,Electrode gap,,"[""Electrode gap""]","[""quantity""]","[""TG:P0275:gap""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0275""]",1
TG:C6712eb08e8adac,TG,i-TE cell operability,,"[""i-TE cell operability""]","[""performance_function""]","[""TG:P0246:oper""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0246""]",1
TG:C6714dd5ed2b134,TG,Driving low-power electronic devices,,"[""Driving low-power electronic devices""]","[""application""]","[""TG:P0325:n8""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0325""]",1
TG:C6717d7f28216ba,TG,Tetramethylene sulfone-Fe2+/Fe3+ hydrogel thermogalvanic cell,,"[""Tetramethylene sulfone-Fe2+/Fe3+ hydrogel thermogalvanic cell""]","[""material_entity""]","[""TG:P0063:cell""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0063""]",1
TG:C672c0cdc8be38e,TG,Directional migration of Fe2+/Fe3+ ions,,"[""Directional migration of Fe2+/Fe3+ ions""]","[""mechanism_process""]","[""TG:P0142:migration""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0142""]",1
TG:C67333dd914895f,TG,Self-powered finger-temperature-driven identity recognition,,"[""Self-powered finger-temperature-driven identity recognition""]","[""design_strategy""]","[""TG:P0036:strategy""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0036""]",1
TG:C674e52bbc2dab1,TG,Discharging,,"[""Discharging""]","[""mechanism_process""]","[""TG:P0125:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0125""]",1
TG:C676b85b45d275c,TG,Higher electrolyte concentrations,,"[""Higher electrolyte concentrations""]","[""condition""]","[""TG:P0252:audit_v1_a001_subject""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0252""]",1
TG:C6775b20453ed30,TG,Asymmetric cells containing lithium metal and lithium ferri/ferrocyanide electrodes,,"[""Asymmetric cells containing lithium metal and lithium ferri/ferrocyanide electrodes""]","[""material_entity""]","[""TG:P0226:f""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0226""]",1
TG:C6777b99f6c267d,TG,Stable high-ionic-strength electrolyte-based alumina nanofluid,,"[""Stable high-ionic-strength electrolyte-based alumina nanofluid""]","[""material_entity""]","[""TG:P0314:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,5,"[""P0314""]",1
TG:C6778de81fd1233,TG,Long-term output power performance,,"[""Long-term output power performance""]","[""performance_function""]","[""TG:P0169:n13""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0169""]",1
TG:C677ae1a20d6b22,TG,Higher electrical power,,"[""Higher electrical power""]","[""performance_function""]","[""TG:P0041:power""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0041""]",1
TG:C679b1c89ff65e8,TG,Power,,"[""Power""]","[""performance_function""]","[""TG:P0171:n19""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0171""]",1
TG:C679dcd6fa927d4,TG,Experimental thermoelectric trends,,"[""Experimental thermoelectric trends""]","[""descriptor""]","[""TG:P0174:n11""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0174""]",1
TG:C67a5981e5dfe00,TG,Antifreezing properties,,"[""Antifreezing properties""]","[""performance_function""]","[""TG:P0259:freeze""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0259""]",1
TG:C67d0b236df43eb,TG,Seebeck coefficient −(3.8–3.9) mV/K,,"[""Seebeck coefficient −(3.8–3.9) mV/K""]","[""quantity""]","[""TG:P0117:n14""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0117""]",1
TG:C67d7d6a1e7c9a8,TG,Reported device efficiency S = ΔV/ΔT = 0.18 mV/K,,"[""Reported device efficiency S = ΔV/ΔT = 0.18 mV/K""]","[""quantity""]","[""TG:P0310:n13""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0310""]",1
TG:C67e064ba8e794f,TG,Self-powered in-nostril hydrogel sensor,,"[""Self-powered in-nostril hydrogel sensor""]","[""material_entity""]","[""TG:P0017:sensor""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P0017""]",1
TG:C681d483592369e,TG,N-type TEC Seebeck coefficient,,"[""N-type TEC Seebeck coefficient""]","[""quantity""]","[""TG:P0266:sn""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0266""]",1
TG:C684522bafae3bf,TG,Maximum power output,Maximum electrical power obtained in the investigated ferricyanide/ferrocyanide thermocells.,"[""Maximum power output""]","[""performance_function""]","[""TG:P0094:d""]",model_kept_separate,g0047,The experimental study relates the observed power maximum to redox-state ratio.,1,"[""P0094""]",1
TG:C684f34b794e821,TG,Other reported I−/I3−-based TGCs,,"[""Other reported I−/I3−-based TGCs""]","[""material_entity""]","[""TG:P0179:n15""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0179""]",1
TG:C686764e965e676,TG,Li+ insertion into 30 nm anatase TiO2,,"[""Li+ insertion into 30 nm anatase TiO2""]","[""mechanism_process""]","[""TG:P0262:insertli30""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0262""]",1
TG:C6876bcdcd20fa4,TG,Output current density,,"[""Output current density""]","[""performance_function""]","[""TG:P0186:current""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0186""]",1
TG:C688a085f043ef0,TG,Liberation of polymer chains from water-induced constraints,,"[""Liberation of polymer chains from water-induced constraints""]","[""mechanism_process""]","[""TG:P0264:release""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0264""]",1
TG:C688a7decf038be,TG,Self-heating onset temperature 90.7 degrees C,,"[""Self-heating onset temperature 90.7 degrees C""]","[""quantity""]","[""TG:P0256:lt1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0256""]",1
TG:C6897d556b2f533,TG,Redox entropy difference,,"[""Redox entropy difference""]","[""quantity""]","[""TG:P0085:h""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0085""]",1
TG:C6899b7469f7185,TG,Cathodic polarization,,"[""Cathodic polarization""]","[""performance_function""]","[""TG:P0328:pol""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0328""]",1
TG:C68a16a7bec1aa2,TG,Increased thermoelectric voltage,,"[""Increased thermoelectric voltage""]","[""performance_function""]","[""TG:P0035:voltage""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0035""]",1
TG:C68a46e2fc301c7,TG,Full hydration recovery within 5 h,,"[""Full hydration recovery within 5 h""]","[""mechanism_process""]","[""TG:P0247:hydration""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0247""]",1
TG:C68a493e0c04491,TG,Initially water-insoluble,,"[""Initially water-insoluble""]","[""descriptor""]","[""TG:P0072:ins""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0072""]",1
TG:C68c849573a692d,TG,Resistance to dehydration,,"[""Resistance to dehydration""]","[""performance_function""]","[""TG:P0008:dry""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0008""]",1
TG:C68d128e7ac6340,TG,Hydrophilic surface,,"[""Hydrophilic surface""]","[""state_structure""]","[""TG:P0279:hyd""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0279""]",1
TG:C68da380dc2f1fa,TG,Elevating temperature,,"[""Elevating temperature""]","[""condition""]","[""TG:P0327:t""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0327""]",1
TG:C68e0a68d5dba81,TG,Maximum output power density of 4.13 mW m−2 K−2,,"[""Maximum output power density of 4.13 mW m−2 K−2""]","[""performance_function""]","[""TG:P0146:dp""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0146""]",1
TG:C68ea4e34a27264,TG,Fire scenarios with nearly spatially uniform device temperature,,"[""Fire scenarios with nearly spatially uniform device temperature""]","[""application""]","[""TG:P0173:n19""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0173""]",1
TG:C68f849ddb43746,TG,Thermoelectric coefficient −1.7 mV/K,,"[""Thermoelectric coefficient −1.7 mV/K""]","[""quantity""]","[""TG:P0304:n5""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0304""]",1
TG:C68fb16b851d0e9,TG,Semiconductor/molten salt,,"[""Semiconductor/molten salt""]","[""material_entity""]","[""TG:P0130:n4""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0130""]",1
TG:C68fd3a39bf3750,TG,Diethylenetriaminepentaacetic acid iron complex [Fe(DEPTA)](2-/3-),,"[""Diethylenetriaminepentaacetic acid iron complex [Fe(DEPTA)](2-/3-)""]","[""material_entity""]","[""TG:P0097:n8""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0097""]",1
TG:C69162c681ae732,TG,Overestimated measured electrode temperatures,,"[""Overestimated measured electrode temperatures""]","[""quantity""]","[""TG:P0088:u""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0088""]",1
TG:C691702628ef174,TG,Output power density of 0.51 mW m−2 with 1500% enhancement,,"[""Output power density of 0.51 mW m−2 with 1500% enhancement""]","[""quantity""]","[""TG:P0199:power""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0199""]",1
TG:C6919e9cc7acaaf,TG,Soret coefficients of polymeric systems,,"[""Soret coefficients of polymeric systems""]","[""quantity""]","[""TG:P0222:g""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0222""]",1
TG:C69247803ed3e50,TG,Direct electrolyte cooling of '1.42 K,,"[""Direct electrolyte cooling of '1.42 K""]","[""performance_function""]","[""TG:P0002:cool""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0002""]",1
TG:C693343790d322f,TG,Thermopower enhanced from 1.39 to 3.25 mV K-1,,"[""Thermopower enhanced from 1.39 to 3.25 mV K-1""]","[""performance_function""]","[""TG:P0010:thermopower""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0010""]",1
TG:C6963d22557e3d0,TG,Ionic thermoelectric performance,,"[""Ionic thermoelectric performance""]","[""performance_function""]","[""TG:P0251:perf""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0251""]",1
TG:C6963df3c470a6f,TG,Separate flows of equimolar aqueous K4Fe(CN)(6) reductant and K3Fe(CN)(6) oxidant in a Y-shaped channel,,"[""Separate flows of equimolar aqueous K4Fe(CN)(6) reductant and K3Fe(CN)(6) oxidant in a Y-shaped channel""]","[""mechanism_process""]","[""TG:P0251:flow""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0251""]",1
TG:C69686f5cd4d0fd,TG,MiTC Pmax/ΔT²,,"[""MiTC Pmax/ΔT²""]","[""quantity""]","[""TG:P0275:pmax""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,5,"[""P0275""]",1
TG:C69708dae97b96e,TG,Highest output power density of 116.52 mW m−2,,"[""Highest output power density of 116.52 mW m−2""]","[""performance_function""]","[""TG:P0177:n19""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0177""]",1
