mention_id,key,paper_id,domain,raw_label,raw_role,concept_id,canonical_label,normalization_status,decision_group
iTE:P1300:zt,m16586,P1300,iTE,Peak zT 2.02,performance_function,iTE:Ce314e6561c6032,Peak zT 2.02,singleton_not_semantically_reviewed,
iTE:P1301:bi,m16587,P1301,iTE,Bi-Te electrode system,material_entity,iTE:C184b68f09a3332,Bi-Te electrode system,singleton_not_semantically_reviewed,
iTE:P1301:bia,m16588,P1301,iTE,Anodic Bi-Te dissolution,mechanism_process,iTE:C209671f94df61e,Anodic Bi-Te dissolution,singleton_not_semantically_reviewed,
iTE:P1301:bid,m16589,P1301,iTE,Cathodic Bi-Te co-deposition,mechanism_process,iTE:C5b40c6ca8129ed,Cathodic Bi-Te co-deposition,singleton_not_semantically_reviewed,
iTE:P1301:curr,m16590,P1301,iTE,Cathodic peak currents in all three systems,quantity,iTE:Cfbecda020b172f,Cathodic peak currents in all three systems,singleton_not_semantically_reviewed,
iTE:P1301:diff,m16591,P1301,iTE,Diffusion-controlled electrode process,mechanism_process,iTE:Cc6720848b71da4,Diffusion-controlled electrode process,singleton_not_semantically_reviewed,
iTE:P1301:rate,m16592,P1301,iTE,Square root of scan rate,quantity,iTE:Cd4c116ee758300,Square root of scan rate,singleton_not_semantically_reviewed,
iTE:P1301:sb,m16593,P1301,iTE,Sb-Te electrode system,material_entity,iTE:Cb0a6844f0efec3,Sb-Te electrode system,singleton_not_semantically_reviewed,
iTE:P1301:sba,m16594,P1301,iTE,Anodic Sb-Te dissolution,mechanism_process,iTE:C067b7a64789d3a,Anodic Sb-Te dissolution,singleton_not_semantically_reviewed,
iTE:P1301:sbd,m16595,P1301,iTE,Cathodic Sb-Te co-deposition,mechanism_process,iTE:C2640054a0b1b7a,Cathodic Sb-Te co-deposition,singleton_not_semantically_reviewed,
iTE:P1301:te,m16596,P1301,iTE,Te electrode system,material_entity,iTE:Cecf62bb45c6989,Te electrode system,singleton_not_semantically_reviewed,
iTE:P1301:tea,m16597,P1301,iTE,Anodic Te dissolution,mechanism_process,iTE:C62d9840c5cbaf4,Anodic Te dissolution,singleton_not_semantically_reviewed,
iTE:P1301:ted,m16598,P1301,iTE,Cathodic Te deposition,mechanism_process,iTE:C24a300883bd4e0,Cathodic Te deposition,singleton_not_semantically_reviewed,
iTE:P1302:bulk,m16599,P1302,iTE,Bulk flow,mechanism_process,iTE:Cfc71edaffaa9b3,Bulk flow,singleton_not_semantically_reviewed,
iTE:P1302:cool,m16600,P1302,iTE,Effective hotspot suppression in confined channel,performance_function,iTE:Ccf9c2ff32bbd7f,Effective hotspot suppression in confined channel,singleton_not_semantically_reviewed,
iTE:P1302:design,m16601,P1302,iTE,Suitable electrode configuration for single-hotspot cooling,design_strategy,iTE:C364ba64f3e71fa,Suitable electrode configuration for single-hotspot cooling,singleton_not_semantically_reviewed,
iTE:P1302:electronics,m16602,P1302,iTE,Hotspot cooling of electronic devices in confined space,application,iTE:C8538c23e31d4cc,Hotspot cooling of electronic devices in confined space,singleton_not_semantically_reviewed,
iTE:P1302:entire,m16603,P1302,iTE,Entire ground configuration,design_strategy,iTE:Cd76f5f782c27ba,Entire ground configuration,singleton_not_semantically_reviewed,
iTE:P1302:imp,m16604,P1302,iTE,Impingement effect,mechanism_process,iTE:Ccb372365ebf05b,Impingement effect,singleton_not_semantically_reviewed,
iTE:P1302:intensify,m16605,P1302,iTE,Intensify electrode pair design concept,design_strategy,iTE:Cabb89bb85b1a84,Intensify electrode pair design concept,singleton_not_semantically_reviewed,
iTE:P1302:jet,m16606,P1302,iTE,Secondary corona jet,mechanism_process,iTE:C3d76fd4c03524c,Secondary corona jet,singleton_not_semantically_reviewed,
iTE:P1302:multiple,m16607,P1302,iTE,Multiple-hotspot cooling,application,iTE:C259bde676eb8ff,Multiple-hotspot cooling,singleton_not_semantically_reviewed,
iTE:P1302:one,m16608,P1302,iTE,Single-hotspot cooling,application,iTE:Cd4d618768368a3,Single-hotspot cooling,singleton_not_semantically_reviewed,
iTE:P1302:partial,m16609,P1302,iTE,Partial ground configuration,design_strategy,iTE:Cd8801d24f15f35,Partial ground configuration,singleton_not_semantically_reviewed,
iTE:P1302:pressure,m16610,P1302,iTE,Conventional pressure-driven flow,mechanism_process,iTE:C17b21aaa005d1f,Conventional pressure-driven flow,singleton_not_semantically_reviewed,
iTE:P1302:single,m16611,P1302,iTE,Single-hotspot design strategy,design_strategy,iTE:Cfd3761bfa99f1e,Single-hotspot design strategy,singleton_not_semantically_reviewed,
iTE:P1302:vortices,m16612,P1302,iTE,Secondary vortices,mechanism_process,iTE:C3edb54c177c9b4,Secondary vortices,singleton_not_semantically_reviewed,
iTE:P1302:wind,m16613,P1302,iTE,Ionic wind,mechanism_process,iTE:Cf3df24ccb501c0,Ionic wind,model_merged,g0649
iTE:P1303:convection,m16614,P1303,iTE,Free convection on Earth,mechanism_process,iTE:C9dec20e15d3c4f,Free convection on Earth,singleton_not_semantically_reviewed,
iTE:P1303:earth,m16615,P1303,iTE,Earth experiments with high-viscosity LiCl–water mixture,mechanism_process,iTE:C35713b688d32d8,Earth experiments with high-viscosity LiCl–water mixture,singleton_not_semantically_reviewed,
iTE:P1303:feasibility,m16616,P1303,iTE,Assessment of feasibility of planned optical measurements,application,iTE:Cd0a9d95507ebe5,Assessment of feasibility of planned optical measurements,singleton_not_semantically_reviewed,
iTE:P1303:licl,m16617,P1303,iTE,LiCl–water mixture,material_entity,iTE:Cdd940111fae3d9,LiCl–water mixture,singleton_not_semantically_reviewed,
iTE:P1303:measurement,m16618,P1303,iTE,Thermoelectric thermal-diffusion measurements of molten Agl/KI mixture,mechanism_process,iTE:Cf850c91ceaa85b,Thermoelectric thermal-diffusion measurements of molten Agl/KI mixture,singleton_not_semantically_reviewed,
iTE:P1303:optical,m16619,P1303,iTE,Planned optical measurements in space,design_strategy,iTE:Cb90c77aa75cabf,Planned optical measurements in space,singleton_not_semantically_reviewed,
iTE:P1303:regime,m16620,P1303,iTE,Checking liquid hydrodynamical regime during diffusion,application,iTE:C2f4054af1910aa,Checking liquid hydrodynamical regime during diffusion,singleton_not_semantically_reviewed,
iTE:P1303:viscosity,m16621,P1303,iTE,High viscosity,descriptor,iTE:Cb7f2073740905d,High viscosity,singleton_not_semantically_reviewed,
iTE:P1304:anis,m16622,P1304,iTE,Mechanical anisotropy,descriptor,iTE:Cd807929bd73ae0,Mechanical anisotropy,model_merged,g0646
iTE:P1304:br,m16623,P1304,iTE,AlMgBr3,material_entity,iTE:C7c989170899b03,AlMgBr3,singleton_not_semantically_reviewed,
iTE:P1304:brittle,m16624,P1304,iTE,Brittleness,descriptor,iTE:C5108d329321002,Brittleness,model_merged,g0523
iTE:P1304:bulk,m16625,P1304,iTE,Bulk modulus,quantity,iTE:C117ec480dcebc1,Bulk modulus,model_merged,g0476
iTE:P1304:cl,m16626,P1304,iTE,AlMgCl3,material_entity,iTE:Cb11cb2ad1e98af,AlMgCl3,singleton_not_semantically_reviewed,
iTE:P1304:expansion,m16627,P1304,iTE,Thermal expansion coefficient,quantity,iTE:C5878779e32927d,Thermal expansion coefficient,model_merged,g0601
iTE:P1304:gbr,m16628,P1304,iTE,Direct bandgap 2.80 eV,quantity,iTE:C00586bfd15dfbb,Direct bandgap 2.80 eV,singleton_not_semantically_reviewed,
iTE:P1304:gcl,m16629,P1304,iTE,Direct bandgap 3.15 eV,quantity,iTE:C5fc17b19df24a9,Direct bandgap 3.15 eV,singleton_not_semantically_reviewed,
iTE:P1304:gi,m16630,P1304,iTE,Indirect bandgap 1.33 eV,quantity,iTE:C1e828aa4f7219e,Indirect bandgap 1.33 eV,singleton_not_semantically_reviewed,
iTE:P1304:heat,m16631,P1304,iTE,Heat capacity,quantity,iTE:C02d9541d262fc9,Calculated heat capacity,model_merged,g0448
iTE:P1304:i,m16632,P1304,iTE,AlMgI3,material_entity,iTE:C5329d202817a52,AlMgI3,singleton_not_semantically_reviewed,
iTE:P1304:lattice,m16633,P1304,iTE,Increasing lattice parameters from Cl to I,quantity,iTE:Cf34506b7343505,Increasing lattice parameters from Cl to I,singleton_not_semantically_reviewed,
iTE:P1304:m,m16634,P1304,iTE,"AlMgZ3 (Z = Cl, Br, I) cubic perovskites",material_entity,iTE:C1f30a4b19e51aa,"AlMgZ3 (Z = Cl, Br, I) cubic perovskites",singleton_not_semantically_reviewed,
iTE:P1304:mechanical,m16635,P1304,iTE,Mechanical stability,descriptor,iTE:Ce7845b5dd1b686,Mechanical stability,model_merged,g0274
iTE:P1304:opto,m16636,P1304,iTE,Optoelectronic applications,application,iTE:C62ceb28cd919e5,Optoelectronic applications,model_merged,g0281
iTE:P1304:pressure,m16637,P1304,iTE,Pressure,condition,iTE:C5ca2f946642bf4,Pressure,model_merged,g0602
iTE:P1304:ptype,m16638,P1304,iTE,Dominant p-type conductivity,descriptor,iTE:C171fe214302777,Dominant p-type conductivity,singleton_not_semantically_reviewed,
iTE:P1304:pv,m16639,P1304,iTE,Photovoltaic applications,application,iTE:C73bf85a08df51a,Photovoltaic applications,model_merged,g0282
iTE:P1304:size,m16640,P1304,iTE,Increasing halogen ionic size from Cl to I,descriptor,iTE:C9ecabc4ff4dd97,Increasing halogen ionic size from Cl to I,singleton_not_semantically_reviewed,
iTE:P1304:solar,m16641,P1304,iTE,Solar energy conversion,application,iTE:Ca99497b27782ef,Solar energy conversion,singleton_not_semantically_reviewed,
iTE:P1304:struct,m16642,P1304,iTE,Structural stability,descriptor,iTE:Cf32cc52f420d54,Calculated crystal structural stability,model_merged,g0131
iTE:P1304:temp,m16643,P1304,iTE,Temperature,condition,iTE:C75bc7dc50e07a8,Temperature,model_merged,g0150
iTE:P1304:thermo,m16644,P1304,iTE,Thermodynamic stability,descriptor,iTE:C041ba349413a8b,Thermodynamic stability,model_merged,g0561
iTE:P1304:volume,m16645,P1304,iTE,Volume,quantity,iTE:C79266371454068,Volume,model_merged,g0480
iTE:P1304:water,m16646,P1304,iTE,Photocatalytic water splitting,application,iTE:Cff9fd8d30125c9,Photocatalytic water splitting,model_merged,g0785
iTE:P1304:zbr,m16647,P1304,iTE,Maximum ZT 0.71,performance_function,iTE:C35a8281574e6cd,Maximum ZT 0.71,singleton_not_semantically_reviewed,
iTE:P1304:zcl,m16648,P1304,iTE,Maximum ZT 0.780,performance_function,iTE:Ccce846cd387c96,Maximum ZT 0.780,singleton_not_semantically_reviewed,
iTE:P1304:zi,m16649,P1304,iTE,Maximum ZT 0.72,performance_function,iTE:C4e925774136314,Maximum ZT 0.72,singleton_not_semantically_reviewed,
iTE:P1305:band,m16650,P1305,iTE,Energy-band structure of Cu3SbSe4-based materials,state_structure,iTE:Cec6731c21923b1,Energy-band structure of Cu3SbSe4-based materials,singleton_not_semantically_reviewed,
iTE:P1305:carriers,m16651,P1305,iTE,Restricted number of available carriers,quantity,iTE:Cbb145cefd8d6ed,Restricted number of available carriers,singleton_not_semantically_reviewed,
iTE:P1305:concentration,m16652,P1305,iTE,Dopant-concentration predictor,quantity,iTE:C3a0176009739eb,Dopant-concentration predictor,singleton_not_semantically_reviewed,
iTE:P1305:corr,m16653,P1305,iTE,Reported correlation-coefficient improvement 188.04%,performance_function,iTE:C08828ce565bf79,Reported correlation-coefficient improvement 188.04%,singleton_not_semantically_reviewed,
iTE:P1305:framework,m16654,P1305,iTE,Cu-Se three-dimensional frameworks,state_structure,iTE:Cb5b25a0803f061,Cu-Se three-dimensional frameworks,singleton_not_semantically_reviewed,
iTE:P1305:gesvr,m16655,P1305,iTE,Genetically optimized support vector regression model,design_strategy,iTE:C567306df4aba9e,Genetically optimized support vector regression model,singleton_not_semantically_reviewed,
iTE:P1305:k,m16656,P1305,iTE,Low thermal conductivity,quantity,iTE:Cf79ae60be2e543,Low thermal conductivity,model_merged,g0239
iTE:P1305:layer,m16657,P1305,iTE,Inserted CuSe4 tetrahedra layer,state_structure,iTE:C7d43b405a38cde,Inserted CuSe4 tetrahedra layer,singleton_not_semantically_reviewed,
iTE:P1305:m,m16658,P1305,iTE,Cu3SbSe4-based materials,material_entity,iTE:Ca2a0a9de77e916,Cu3SbSe4-based materials,singleton_not_semantically_reviewed,
iTE:P1305:mae,m16659,P1305,iTE,Reported mean-absolute-error improvement 30.18%,performance_function,iTE:C67930202644e65,Reported mean-absolute-error improvement 30.18%,singleton_not_semantically_reviewed,
iTE:P1305:mob,m16660,P1305,iTE,Large carrier mobility,quantity,iTE:Cbb50b48697688b,Large carrier mobility,singleton_not_semantically_reviewed,
iTE:P1305:performance,m16661,P1305,iTE,Thermoelectric performance,performance_function,iTE:C7f7aa61e4e67eb,Thermoelectric performance (electronic),model_merged,g0112
iTE:P1305:radius,m16662,P1305,iTE,Dopant ionic-radius predictor,descriptor,iTE:C8e7a44f9209f4b,Dopant ionic-radius predictor,singleton_not_semantically_reviewed,
iTE:P1305:rfr,m16663,P1305,iTE,Random forest regression model,design_strategy,iTE:C0e75932aaa83fe,Random forest regression model,singleton_not_semantically_reviewed,
iTE:P1305:rmse,m16664,P1305,iTE,Reported root-mean-square-error improvement 42.36%,performance_function,iTE:C202fc19298c50b,Reported root-mean-square-error improvement 42.36%,singleton_not_semantically_reviewed,
iTE:P1305:s,m16665,P1305,iTE,Large Seebeck coefficient,quantity,iTE:C95a1d3764578ec,Large Seebeck coefficient (electronic),model_merged,g0395
iTE:P1305:super,m16666,P1305,iTE,Sphalerite super-lattice structure,state_structure,iTE:Cd55fcdde258e95,Sphalerite super-lattice structure,singleton_not_semantically_reviewed,
iTE:P1305:temperature,m16667,P1305,iTE,Temperature predictor,condition,iTE:Cb85afe3aef6668,Temperature predictor,singleton_not_semantically_reviewed,
iTE:P1305:zt,m16668,P1305,iTE,Figure of merit of Cu3SbSe4-based materials,quantity,iTE:Cba1635ae5128fe,Figure of merit of Cu3SbSe4-based materials,singleton_not_semantically_reviewed,
iTE:P1306:a,m16669,P1306,iTE,Liquid Ag-Ge alloys,material_entity,iTE:Cccfa6260d58f92,Liquid Ag-Ge alloys,singleton_not_semantically_reviewed,
iTE:P1306:b,m16670,P1306,iTE,Absolute thermoelectric power,quantity,iTE:C3d0d493bb053b1,Absolute thermoelectric power,singleton_not_semantically_reviewed,
iTE:P1306:c,m16671,P1306,iTE,Extended Faber-Ziman analytical expression,design_strategy,iTE:C018036b08fa234,Extended Faber-Ziman analytical expression,singleton_not_semantically_reviewed,
iTE:P1306:d,m16672,P1306,iTE,Partial structure factors,quantity,iTE:Cda1f74a6fda32a,Partial structure factors,singleton_not_semantically_reviewed,
iTE:P1306:e,m16673,P1306,iTE,Energy-dependent contribution,quantity,iTE:C3ea32b021a1c73,Energy-dependent contribution,singleton_not_semantically_reviewed,
iTE:P1306:f,m16674,P1306,iTE,Hard-sphere model,design_strategy,iTE:C802893d4a51272,Hard-sphere model,singleton_not_semantically_reviewed,
iTE:P1306:g,m16675,P1306,iTE,First-peak asymmetry of germanium and silver structure factors,descriptor,iTE:C68071aa6eaa280,First-peak asymmetry of germanium and silver structure factors,singleton_not_semantically_reviewed,
iTE:P1306:h,m16676,P1306,iTE,Silbert-Young square-well potential,design_strategy,iTE:Ce8b6e1000a0b85,Silbert-Young square-well potential,singleton_not_semantically_reviewed,
iTE:P1306:i,m16677,P1306,iTE,Alloy extension of square-well model,design_strategy,iTE:Cf2c5745554aaba,Alloy extension of square-well model,singleton_not_semantically_reviewed,
iTE:P1306:j,m16678,P1306,iTE,Uncertainty in partial structure factors for electronic transport,descriptor,iTE:Cf26656a1fb4c86,Uncertainty in partial structure factors for electronic transport,singleton_not_semantically_reviewed,
iTE:P1306:k,m16679,P1306,iTE,Muffin-tin potential,quantity,iTE:Caf25e68cba694a,Muffin-tin potential,singleton_not_semantically_reviewed,
iTE:P1306:l,m16680,P1306,iTE,Screened ionic potential,quantity,iTE:Ca58f5826e69221,Screened ionic potential,singleton_not_semantically_reviewed,
iTE:P1306:m,m16681,P1306,iTE,Neutral atomic potential,quantity,iTE:Ce79c3150318522,Neutral atomic potential,singleton_not_semantically_reviewed,
iTE:P1306:n,m16682,P1306,iTE,t matrix,quantity,iTE:Ce354931a537c7e,t matrix,singleton_not_semantically_reviewed,
iTE:P1307:a,m16683,P1307,iTE,Doping with stoichiometrically unbalanced salt crystals containing excess cations,design_strategy,iTE:C424719d135a658,Doping with stoichiometrically unbalanced salt crystals containing excess cations,singleton_not_semantically_reviewed,
iTE:P1307:b,m16684,P1307,iTE,Stability of alkali-doped materials,performance_function,iTE:C63645faecd1c47,Stability of alkali-doped materials,singleton_not_semantically_reviewed,
iTE:P1307:c,m16685,P1307,iTE,Doping levels similar to pure alkali metal doping,quantity,iTE:C23e00f62edfb05,Doping levels similar to pure alkali metal doping,singleton_not_semantically_reviewed,
iTE:P1307:d,m16686,P1307,iTE,Crystalline salt interior,state_structure,iTE:C45065c30122d22,Crystalline salt interior,singleton_not_semantically_reviewed,
iTE:P1307:e,m16687,P1307,iTE,Excess dopant atoms,material_entity,iTE:C8932e8825d0b48,Excess dopant atoms,singleton_not_semantically_reviewed,
iTE:P1307:f,m16688,P1307,iTE,Oxidation of excess dopant atoms,mechanism_process,iTE:C6544afa844d574,Oxidation of excess dopant atoms,singleton_not_semantically_reviewed,
iTE:P1307:g,m16689,P1307,iTE,Deintercalation of excess dopant atoms,mechanism_process,iTE:C516855ffa5e901,Deintercalation of excess dopant atoms,singleton_not_semantically_reviewed,
iTE:P1307:h,m16690,P1307,iTE,Systems accommodating ionic crystal doping,material_entity,iTE:Cb5a3f77970c8d8,Systems accommodating ionic crystal doping,singleton_not_semantically_reviewed,
iTE:P1307:i,m16691,P1307,iTE,Geometrical packing constraints favoring nonstoichiometry,condition,iTE:C6644e41aafdaf6,Geometrical packing constraints favoring nonstoichiometry,singleton_not_semantically_reviewed,
iTE:P1307:j,m16692,P1307,iTE,In situ gating,design_strategy,iTE:Cd744a452c8f9ba,In situ gating,singleton_not_semantically_reviewed,
iTE:P1307:k,m16693,P1307,iTE,Deposition of excess cations,mechanism_process,iTE:C681a487642ea37,Deposition of excess cations,singleton_not_semantically_reviewed,
iTE:P1308:a,m16694,P1308,iTE,"Ba0.95R0.05 Mg-0.5 Zn-0.5 CO Fe-16 O-27; R=Y3+, Er3+, Ho3+, Sm3+, Nd3+, Gd3+, Ce3+",material_entity,iTE:C1e9a683d32c69e,"Ba0.95R0.05 Mg-0.5 Zn-0.5 CO Fe-16 O-27; R=Y3+, Er3+, Ho3+, Sm3+, Nd3+, Gd3+, Ce3+",singleton_not_semantically_reviewed,
iTE:P1308:b,m16695,P1308,iTE,Small R2O3 substitution for Fe2O3,design_strategy,iTE:C6b0dc123c3505d,Small R2O3 substitution for Fe2O3,singleton_not_semantically_reviewed,
iTE:P1308:c,m16696,P1308,iTE,Structure,state_structure,iTE:Cd6ef0bf4e09bc0,Structure,singleton_not_semantically_reviewed,
iTE:P1308:d,m16697,P1308,iTE,Physical properties,descriptor,iTE:Cfbdc274f705d6b,Physical properties,model_uncertain_retained,g0704
iTE:P1308:e,m16698,P1308,iTE,Sm3+-substituted sample,material_entity,iTE:C98e56c6860fbcc,Sm3+-substituted sample,singleton_not_semantically_reviewed,
iTE:P1308:f,m16699,P1308,iTE,Dielectric constant,quantity,iTE:C4789f5e2172660,Dielectric constant,model_merged,g0258
iTE:P1308:g,m16700,P1308,iTE,Dielectric loss factor,quantity,iTE:Cfadb75b7c62712,Dielectric loss factor,singleton_not_semantically_reviewed,
iTE:P1308:h,m16701,P1308,iTE,AC conductivity,quantity,iTE:C6c014316c0a7c8,AC conductivity,model_merged,g0786
iTE:P1308:i,m16702,P1308,iTE,Activation energy 0.335–0.553 eV,quantity,iTE:C32ca94761f9006,Activation energy 0.335–0.553 eV,singleton_not_semantically_reviewed,
iTE:P1308:j,m16703,P1308,iTE,Activation energy 0.106–0.232 eV,quantity,iTE:Ca397eee1233574,Activation energy 0.106–0.232 eV,singleton_not_semantically_reviewed,
iTE:P1308:k,m16704,P1308,iTE,Semiconducting behavior,state_structure,iTE:Cd8d3969510117f,Semiconducting transport behavior,model_merged,g0294
iTE:P1308:l,m16705,P1308,iTE,Ho3+-doped sample,material_entity,iTE:C9488f65d86b357,Ho3+-doped sample,singleton_not_semantically_reviewed,
iTE:P1308:m,m16706,P1308,iTE,Small-polaron conduction,mechanism_process,iTE:Cb4efbc7710bd4b,Small-polaron conduction,model_merged,g0787
iTE:P1308:n,m16707,P1308,iTE,"Y3+, Er3+, Sm3+, Nd3+, Gd3+, Ce3+-doped samples",material_entity,iTE:C62f1a8c8fa32de,"Y3+, Er3+, Sm3+, Nd3+, Gd3+, Ce3+-doped samples",singleton_not_semantically_reviewed,
iTE:P1308:o,m16708,P1308,iTE,Hopping conduction,mechanism_process,iTE:Ca3bdc6137e6461,Hopping conduction,model_merged,g0788
iTE:P1308:p,m16709,P1308,iTE,"Ho3+, Sm3+, Nd3+, Gd3+, Ce3+-doped samples",material_entity,iTE:C32307bfdb029fd,"Ho3+, Sm3+, Nd3+, Gd3+, Ce3+-doped samples",singleton_not_semantically_reviewed,
iTE:P1308:q,m16710,P1308,iTE,n-type semiconductivity,state_structure,iTE:C56195f1ec95768,n-type semiconductivity,singleton_not_semantically_reviewed,
iTE:P1308:r,m16711,P1308,iTE,Er3+-doped sample,material_entity,iTE:C61666fb15cfcec,Er3+-doped sample,singleton_not_semantically_reviewed,
iTE:P1308:s,m16712,P1308,iTE,Y3+-doped sample,material_entity,iTE:Ca9e2ac2607e30c,Y3+-doped sample,singleton_not_semantically_reviewed,
iTE:P1308:t,m16713,P1308,iTE,Positive thermoelectric power,quantity,iTE:Ca0ad35a824fdb4,Positive electronic thermoelectric power,model_merged,g0417
iTE:P1308:u,m16714,P1308,iTE,Negative thermoelectric power,quantity,iTE:C3a0e406ae0d3b1,Negative electronic thermoelectric power,model_merged,g0414
iTE:P1308:v,m16715,P1308,iTE,Increasing RE ionic radius,condition,iTE:C53cafcc2ff5985,Increasing RE ionic radius,singleton_not_semantically_reviewed,
iTE:P1308:w,m16716,P1308,iTE,Charge-carrier concentration,quantity,iTE:C0b263bea5a26cd,Charge-carrier concentration,model_merged,g0341
iTE:P1309:a,m16717,P1309,iTE,Ag2Te,material_entity,iTE:Cd7c607799aa3a0,Ag2Te,model_merged,g0774
iTE:P1309:b,m16718,P1309,iTE,"Stress-driven, ionic-hop-mediated domain rotation",mechanism_process,iTE:C1cd26a9b7fc67c,"Stress-driven, ionic-hop-mediated domain rotation",singleton_not_semantically_reviewed,
iTE:P1309:c,m16719,P1309,iTE,Ag-ion hopping to adjacent vacancies,mechanism_process,iTE:C355cd0a4f553fd,Ag-ion hopping to adjacent vacancies,singleton_not_semantically_reviewed,
iTE:P1309:d,m16720,P1309,iTE,Deformed Te sublattice,state_structure,iTE:C6c4934d51d5406,Deformed Te sublattice,singleton_not_semantically_reviewed,
iTE:P1309:e,m16721,P1309,iTE,Coordinated approximately 92.2-degree lattice rotation,mechanism_process,iTE:C93eb2d1404bdf4,Coordinated approximately 92.2-degree lattice rotation,singleton_not_semantically_reviewed,
iTE:P1309:f,m16722,P1309,iTE,Accommodation of substantial plastic strain,performance_function,iTE:Ccb33b333f75062,Accommodation of substantial plastic strain,singleton_not_semantically_reviewed,
iTE:P1309:g,m16723,P1309,iTE,Long-range crystallinity,state_structure,iTE:C70d1c51033726d,Long-range crystallinity,singleton_not_semantically_reviewed,
iTE:P1309:h,m16724,P1309,iTE,Room-temperature ZT approximately 0.67,quantity,iTE:C499ff172e87d43,Room-temperature ZT approximately 0.67,singleton_not_semantically_reviewed,
iTE:P1309:i,m16725,P1309,iTE,Flexible electronics,application,iTE:Cdb9132cedac5f9,Flexible electronics,model_merged,g0611
iTE:P1309:j,m16726,P1309,iTE,Stress,condition,iTE:C395e3800a34308,Stress,singleton_not_semantically_reviewed,
iTE:P1310:a,m16727,P1310,iTE,CaPd3Ti4O12 (CPTO),material_entity,iTE:C718c7c028cc5c0,CaPd3Ti4O12 (CPTO),singleton_not_semantically_reviewed,
iTE:P1310:aa,m16728,P1310,iTE,Slightly unstable phonon dispersion,state_structure,iTE:C64d9c2e9f3d851,Slightly unstable phonon dispersion,singleton_not_semantically_reviewed,
iTE:P1310:ad,m16729,P1310,iTE,Seebeck coefficient 186 microV/K,quantity,iTE:C9d718da8548612,Seebeck coefficient 186 microV/K,singleton_not_semantically_reviewed,
iTE:P1310:ae,m16730,P1310,iTE,Power factor 11.9 microW cm^-1 K^-2,quantity,iTE:C95c2f1dbcfa5bc,Power factor 11.9 microW cm^-1 K^-2,singleton_not_semantically_reviewed,
iTE:P1310:af,m16731,P1310,iTE,ZT approximately 0.8,quantity,iTE:Caadc254883dae9,ZT approximately 0.8 — calculated,model_kept_separate,g0440
iTE:P1310:ag,m16732,P1310,iTE,Thermoelectric applications,application,iTE:C86e0dd88b91b46,Thermoelectric applications,model_merged,g0377
iTE:P1310:b,m16733,P1310,iTE,CaPd3V4O12 (CPVO),material_entity,iTE:C23864853596137,CaPd3V4O12 (CPVO),singleton_not_semantically_reviewed,
iTE:P1310:c,m16734,P1310,iTE,Calculated lattice constants agreeing with experiment,quantity,iTE:Cf440155799f855,Calculated lattice constants agreeing with experiment,singleton_not_semantically_reviewed,
iTE:P1310:d,m16735,P1310,iTE,Structural stability,performance_function,iTE:Cf32cc52f420d54,Calculated crystal structural stability,model_merged,g0131
iTE:P1310:e,m16736,P1310,iTE,Mechanical stability,performance_function,iTE:Ce7845b5dd1b686,Mechanical stability,model_merged,g0274
iTE:P1310:f,m16737,P1310,iTE,Ductility,performance_function,iTE:C2aff4587ed8fb5,Ductility,model_merged,g0292
iTE:P1310:g,m16738,P1310,iTE,Elastic anisotropy,descriptor,iTE:C45abe2f0ffa926,Elastic anisotropy,model_merged,g0291
iTE:P1310:h,m16739,P1310,iTE,Direct band gap 0.88 eV,quantity,iTE:Cf99618b4187f5f,Direct band gap 0.88 eV,singleton_not_semantically_reviewed,
iTE:P1310:i,m16740,P1310,iTE,Direct band gap 0.46 eV,quantity,iTE:C9b8cbb26ac05a2,Direct band gap 0.46 eV,singleton_not_semantically_reviewed,
iTE:P1310:j,m16741,P1310,iTE,Semiconducting character,state_structure,iTE:C3cdca1b4626dc3,Semiconducting character,model_merged,g0583
iTE:P1310:k,m16742,P1310,iTE,Metallic character,state_structure,iTE:C5c6350f9403e66,Metallic character,model_merged,g0745
iTE:P1310:l,m16743,P1310,iTE,Strong Pd-4d/O-2p hybridization,interaction,iTE:C934b552d9cb4a0,Strong Pd-4d/O-2p hybridization,singleton_not_semantically_reviewed,
iTE:P1310:m,m16744,P1310,iTE,Strong Pd-4d/V-3d/O-2p hybridization,interaction,iTE:C0dcd41e1dd4f51,Strong Pd-4d/V-3d/O-2p hybridization,singleton_not_semantically_reviewed,
iTE:P1310:n,m16745,P1310,iTE,Covalent O-V/Pd bonds,interaction,iTE:Caebd19e825617c,Covalent O-V/Pd bonds,singleton_not_semantically_reviewed,
iTE:P1310:o,m16746,P1310,iTE,Ionic O-Ti/Ca bonds,interaction,iTE:Ccafdc9301ad1d7,Ionic O-Ti/Ca bonds,singleton_not_semantically_reviewed,
iTE:P1310:q,m16747,P1310,iTE,Simultaneous hole and electron Fermi-surface faces,state_structure,iTE:C1b445663c1bd5f,Simultaneous hole and electron Fermi-surface faces,singleton_not_semantically_reviewed,
iTE:P1310:r,m16748,P1310,iTE,Multifarious band characteristics,descriptor,iTE:C3aad1fac813e16,Multifarious band characteristics,singleton_not_semantically_reviewed,
iTE:P1310:s,m16749,P1310,iTE,Static real dielectric function at zero energy,quantity,iTE:C6d5bc0c275bdb4,Static real dielectric function at zero energy,singleton_not_semantically_reviewed,
