concept_id,canonical_concept,concept_type,concept_subtype,parent_domain,graph_role,document_frequency,iTE_document_frequency,TG_document_frequency,first_year,last_year,max_confidence,prediction_eligible,evidence_only
C495AAC2FBB,CrTi2Se6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C228E47DE85,Cs2AgAsBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C1F47D5473C,Cs2AgAsCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C6B17ED69E3,Cs2AgAsI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CFFE2BD361E,Cs2AgBiBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C80F5940E0D,Cs2AgBiCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CCC8D6BF170,Cs2AgCrBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C4A9EEE4B35,Cs2AgCrCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CDE2022B047,Cs2AgCrI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CD151A57EA9,Cs2CdZnCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C2A7D8575D0,Cs2InAgBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CCFCE88B3A6,Cs2InAgCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CF3B059254A,Cs2InAgF6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C3C3A98CCAB,Cs2KTlI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CD0321430AE,Cs2LiGaCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C1182E1376C,Cs2NaScI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C92C8729F8C,Cs2RbScI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CD778042A55,Cs2RbTlI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CC2FBCFAFFE,Cs2ScAgBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C0EE056D716,Cs2ScHgCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CA6687D477A,Cs2ScTlBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C343C183245,Cs2YCuBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C2FBB344797,Cs2YCuCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C78BBA397B2,Cs2YCuI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C3EC1BD58F6,Cs3Bi2Cl9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C441190E458,Cs3FO,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C6BE52624CE,Cs3Sb2Cl9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CD9053F2FA5,CsAg4Br3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C5DEFAD072B,CsBaPS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C5ACF4BDFAB,CsBaVS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CDD604AC194,CsCu2I3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CAD8ECA7F94,CsGaSb2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CDCF2D71089,CsGe7As15,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CF49631345B,CsGeO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C9AAF269366,CsNdCdTe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CC7F4E39E29,CsNdZnTe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C841B4C68D7,CsPbO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C31728060AB,CsSnCl3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CB19F143CF4,CsSnO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C1B8E7AD911,CsVO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C1252A9A59C,CsZnBr3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C009E7A7FE0,CsZnCl3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CCEB91538FE,Cu12Sb4S13,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CCB05190003,Cu22Sn10S32,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C2C11FC66B9,Cu26T2Ge6S32,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
CC0603DFD24,Cu2BaSn,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C0617321031,Cu2HgSn,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C9980F27F69,Cu2PbGeS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C42C56A9EAE,Cu2SiSe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C2FCA93FBF6,Cu2Sn0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C0FCA946146,Cu2SrSiS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C3AE4236F1E,Cu2Te,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2010,2010,0.9,False,True
C4B40EDA399,Cu3N,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C93A8F98DEA,Cu3Sb0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C9AAA4B469B,Cu3Sb1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C4DFD6DD080,Cu3SbS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
CF380082161,Cu3SbSe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
CA16727EE98,Cu3Sn,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C2AA6DC8D8B,Cu3Sn(025),material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CE6B3D66856,Cu3Sn(100),material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C3AF914E33F,Cu3Sn1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
CB15295FD15,Cu3SnS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
C86370B0B48,Cu3TlTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1994,1994,0.9,False,True
C808A082FF0,Cu3VS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C43B3557F27,Cu4N,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CB3ED2E0604,Cu5Se7Te3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C3FA13A9EBD,Cu5Sn2S7,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
CFD8D464B51,Cu6PSe5Br,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C612F1CD420,Cu6PSe5I,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C549A0BA69C,Cu6Se2Te2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CA911B3657C,Cu6SeTe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C5F26BF779D,Cu6Sn5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C31E5C614B3,Cu6Sn5(001),material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CC460A25844,Cu6Sn5(110),material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C0B6C7884C9,Cu6Te3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CA970124D1F,Cu7P,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CE13A8036EE,Cu7PSe5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CFA2054D06D,Cu8GeSe4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C4279124E03,Cu8GeSe4Te2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C4B0D26A198,Cu8GeSe6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C21F8534638,Cu8O18,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C7ADDEC7CE4,CuAg1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CF7ABDFC906,CuAlO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C551565D499,CuBiI4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C89EEAA9F17,CuCrS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C66783056AB,CuCrTi2Se6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C2F2C9C9860,CuFeSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CA15D47C6F2,CuGaSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C3D32309DB9,CuGaTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C15BE639405,CuMX2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C9ABCB8BD90,CuO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1992,1992,0.9,False,True
C94B71C32F5,CuO4+,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
CFEE157972F,CuS3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C69A31CEEA4,CuS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C268ED7B132,CuSbSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C425FD2CEED,CuTlTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1994,1994,0.9,False,True
C8F6213B74B,DPPNMe3Br,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C3C3408EDD5,Dy2CoMnO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C93E1F9F6DF,EMImFeCl4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CEF1D72D316,ErAl0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1995,1995,0.9,False,True
C52255D8114,Eu2CuSe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C54A93F4C2A,Eu5Al4Sb6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CC8E7D1099C,EuLaCuSe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CE863580186,EuMg2Bi2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CAC5B2DA9DB,EuTbCuSe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C9B75B319B0,Fe2+/Fe3+,material_entity,redox couple,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.94,False,True
C3601FABBAE,Fe2VAl,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C921976A601,FeCdS3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.9,False,True
CC7F230CCDF,FeNdO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C0263687226,FePO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2026,2026,0.9,False,True
CC086E25A85,FePb3Sb4Se10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
C9C9E956E02,FePb4Sb6Se14,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
C4BEE17FDF3,FePd2Se2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C30DC250D3F,FeSb2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
CB305A053DB,FeSi2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C01A4916DE8,FrTaO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C49C8D1B7D1,GDC10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C2F6B6DB162,Ga2HfI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C1DA21F75B7,Ga3In,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
CCDB890E1F1,GaCuS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C43CD3005D9,Gd2O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1996,1996,0.9,False,True
C13E93FEAFF,Ge15Te85,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1993,1993,0.9,False,True
CD831CF7D4E,Ge2Sb2Se4Te,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CFAE2226620,Ge2Sb2Te5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C000E4730CB,Ge3As3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C130E14768C,GelMA,material_entity,biopolymer,materials and chemical species,rare_core_evidence,1,0,1,2024,2024,0.94,False,True
C834938B9D1,HAuCl4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C30FCEAEE8A,HI-30,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2016,2016,0.9,False,True
C39E9205A09,Hf2SeN2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CF172F3A038,Hf3Ni3Sb4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C359B1D3088,HgBa2Ca,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1997,1997,0.9,False,True
C246691C19D,Ho2S3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CAA628CF320,HoCoO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2001,2001,0.9,False,True
C16983A1D18,IP6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CB39E19A8FA,In2As2Te3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1993,1993,0.9,False,True
C10FA9863D4,In2HfI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CB786774EDD,In2S3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C32DC45E05C,In4Se3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C19CEE90CAF,InCuS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C863030F461,InGeCl3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CE2D490C93F,InGeF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C439B1DEFF6,InO1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2000,2000,0.9,False,True
C2DBFB4F6C2,InTe1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C2553B84E1B,Ir4Si10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2003,2003,0.9,False,True
C5D5DF98B68,K2AgSbI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CF65AEA7282,K2BaCdSb2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C3C79EE0B8C,K2CdPb,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CC960051B35,K2CdSn,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C896D29858A,K2Ge3As3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C9A1F0B18BA,K2Hg2Se3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C2172CB9CA5,K2IrBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CD1949CBFBA,K2IrCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C2616B9A75E,K2IrI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CF3167C4033,K2LiBiBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C82700C3933,K2LiBiCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C2EEE47F1E3,K2LiBiI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C7A8B60F8EA,K2SrCdSb2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C0FFF4E1970,K2YAgBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C7D91CC5E4E,K2YAgI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C4EDE20E66E,K3FO,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C449B132A94,K3PO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CE231AFE61B,KAg3Se2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CCADB8DAB3E,KBF4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CB978F81DC9,KCu3SnSe4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C2B7EA1DBD3,KH550,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CA45CD98D49,KMgF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C2B4BBF6DCC,KMn6Bi5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C29E72A29F5,LSCF1982,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
C06D6FD2EE5,La2Mo2O9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
CCF9E4AAADC,La2Ni0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
C47139864C2,La2Ni1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2004,2004,0.9,False,True
C9B0C2D6CE2,La2O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CC9F5A64A53,La3Co29,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
C21A080EEC6,La3Ga4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
C65A3B9D6B2,La3NbO7,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C632259D5F2,La3Te4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
C155819E447,La4Ga2Se6O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C698F4FE4BC,La4Sb3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CD4A92135B6,LaAl0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1995,1995,0.9,False,True
C4C8E5A763E,LaAlO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C74EAC596A2,LaCo1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
CE7BBDE9AA2,LaCoO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CBC4FEE7561,LaF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
CBD9E3D458E,LaGa0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C5C674EFB8C,LaGaO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CC58682E896,LaInO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CEED1F3C65F,LaLiTiO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
C15B609C89B,LaMnO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CC7B06292A0,LaNi0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
CEB7BFF9CF6,LaO1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
CBCE302615A,LaT4X12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2009,2009,0.9,False,True
C9F4F022ACB,LaZrO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C1183ECD2E7,Li-ion TREC electrode-selection thermodynamics,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
C1ACA60C0EE,Li10GeP2S12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CEC1A3F6DD8,Li2B4O7,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
C22038978C0,Li2CO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CD6DF65AC0A,Li2GeSnX6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CB259231F3B,Li2MgCdH6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CFF161821A0,Li2MgZnH6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C296F24583A,Li2Na2MnO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CAF064305E5,Li2O+,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1999,1999,0.9,False,True
C23A96892E6,Li2PdCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C226E4DD4A0,Li2SnS3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C122F7D61FB,Li2ZnCl4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CC1C41CAB5A,Li3As,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C0C5FA652CE,Li3IrH9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CB3134E08E3,Li3P,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C563FF883ED,Li3RhH9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C242C11084C,Li3VO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2004,2004,0.9,False,True
C4B06EEC925,Li4P2S6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C23A4008908,Li4Ti5O12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2023,2023,0.9,False,True
