cutoff_year,ite_donor_material,tg_anchor_material,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,ite_lead_years,ite_count,tg_donor_count,tg_anchor_count,future_TG_material_pair_label,future_example_title,future_window
2017,Li-salt electrolyte,iodide/triiodide electrolyte,5,5,2,4,3,2,2,1.1112187656957617,25,1,1,3,2,4,0,,2018-2020
2017,Li-salt electrolyte,ionic-liquid electrolyte,5,13,2,3,3,12,3,1.8565807973738444,65,1,1,3,2,5,0,,2018-2020
2017,Li-salt electrolyte,porous carbon electrode,5,5,2,5,3,0,3,1.6251171080655125,25,2,1,3,2,2,0,,2018-2020
2017,Na-salt electrolyte,Cu-based redox electrolyte,7,1,5,1,3,0,0,0.0,7,4,7,8,2,2,0,,2018-2020
2017,Na-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,7,2,5,2,3,1,0,0.0,14,3,7,8,2,2,0,,2018-2020
2017,Na-salt electrolyte,acetonitrile/nitrile solvent,7,4,5,3,3,2,3,1.6325411143705038,28,2,7,8,2,4,0,,2018-2020
2017,Na-salt electrolyte,ferri/ferrocyanide electrolyte,7,4,5,4,3,1,1,0.5581106265512472,28,2,7,8,2,12,1,Giant thermopower of ionic gelatin near room temperature,2018-2020
2017,Na-salt electrolyte,graphene/graphene-oxide scaffold,7,3,5,2,3,2,2,0.9479818718025272,21,2,7,8,2,2,0,,2018-2020
2017,Na-salt electrolyte,iodide/triiodide electrolyte,7,5,5,4,3,2,2,1.011206179810892,35,2,7,8,2,4,0,,2018-2020
2017,Na-salt electrolyte,ionic-liquid electrolyte,7,13,5,3,3,12,4,2.5221280161149524,91,1,7,8,2,5,0,,2018-2020
2017,PEDOT:PSS conductor,Cu-based redox electrolyte,2,1,0,1,2,0,0,0.0,2,5,6,6,0,2,0,,2018-2020
2017,PEDOT:PSS conductor,Fe2+/Fe3+ redox electrolyte,2,1,0,1,2,0,0,0.0,2,4,6,6,0,6,0,,2018-2020
2017,PEDOT:PSS conductor,K-salt electrolyte,2,3,0,3,2,1,0,0.0,6,3,6,6,0,4,0,,2018-2020
2017,PEDOT:PSS conductor,Li-salt electrolyte,2,5,0,2,2,3,1,0.3898712452512801,10,2,6,6,0,2,0,,2018-2020
2017,PEDOT:PSS conductor,Na-salt electrolyte,2,7,0,5,2,3,1,0.3898712452512801,14,2,6,6,0,2,0,,2018-2020
2017,PEDOT:PSS conductor,Prussian-blue/hexacyanoferrate electrode,2,2,0,2,2,1,0,0.0,4,4,6,6,0,2,0,,2018-2020
2017,PEDOT:PSS conductor,acetonitrile/nitrile solvent,2,4,0,3,2,2,1,0.3898712452512801,8,2,6,6,0,4,0,,2018-2020
2017,PEDOT:PSS conductor,carbon nanotube scaffold,2,6,0,5,2,2,1,0.3898712452512801,12,2,6,6,0,5,0,,2018-2020
2017,PEDOT:PSS conductor,ferri/ferrocyanide electrolyte,2,4,0,4,2,1,0,0.0,8,3,6,6,0,12,0,,2018-2020
2017,PEDOT:PSS conductor,graphene/graphene-oxide scaffold,2,3,0,2,2,2,1,0.3898712452512801,6,2,6,6,0,2,0,,2018-2020
2017,PEDOT:PSS conductor,iodide/triiodide electrolyte,2,5,0,4,2,2,1,0.3898712452512801,10,2,6,6,0,4,0,,2018-2020
2017,PEDOT:PSS conductor,ionic-liquid electrolyte,2,13,0,3,2,12,0,0.0,26,1,6,6,0,5,0,,2018-2020
2017,PEDOT:PSS conductor,porous carbon electrode,2,5,0,5,2,0,1,0.3898712452512801,10,2,6,6,0,2,0,,2018-2020
2017,PVA polymer matrix,Cu-based redox electrolyte,4,1,0,1,4,0,0,0.0,4,5,4,4,0,2,0,,2018-2020
2017,PVA polymer matrix,Fe2+/Fe3+ redox electrolyte,4,1,0,1,4,0,0,0.0,4,3,4,4,0,6,0,,2018-2020
2017,PVA polymer matrix,K-salt electrolyte,4,3,0,3,4,1,1,0.5138983423697507,12,2,4,4,0,4,0,,2018-2020
2017,PVA polymer matrix,Li-salt electrolyte,4,5,0,2,4,3,2,0.9037695876210308,20,2,4,4,0,2,0,,2018-2020
2017,PVA polymer matrix,Na-salt electrolyte,4,7,0,5,4,3,1,0.3898712452512801,28,1,4,4,0,2,0,,2018-2020
2017,PVA polymer matrix,Prussian-blue/hexacyanoferrate electrode,4,2,0,2,4,1,0,0.0,8,4,4,4,0,2,0,,2018-2020
2017,PVA polymer matrix,acetonitrile/nitrile solvent,4,4,0,3,4,2,1,0.3898712452512801,16,2,4,4,0,4,0,,2018-2020
2017,PVA polymer matrix,carbon nanotube scaffold,4,6,0,5,4,2,2,0.9037695876210308,24,2,4,4,0,5,0,,2018-2020
2017,PVA polymer matrix,ferri/ferrocyanide electrolyte,4,4,0,4,4,1,0,0.0,16,3,4,4,0,12,0,,2018-2020
2017,PVA polymer matrix,graphene/graphene-oxide scaffold,4,3,0,2,4,2,1,0.3898712452512801,12,2,4,4,0,2,0,,2018-2020
2017,PVA polymer matrix,iodide/triiodide electrolyte,4,5,0,4,4,2,1,0.3898712452512801,20,2,4,4,0,4,0,,2018-2020
2017,PVA polymer matrix,ionic-liquid electrolyte,4,13,0,3,4,12,2,1.9565933832587141,52,1,4,4,0,5,0,,2018-2020
2017,PVA polymer matrix,porous carbon electrode,4,5,0,5,4,0,2,0.9037695876210308,20,2,4,4,0,2,0,,2018-2020
2017,carbon nanotube scaffold,Cu-based redox electrolyte,6,1,5,1,2,0,0,0.0,6,3,1,9,5,2,0,,2018-2020
2017,carbon nanotube scaffold,Prussian-blue/hexacyanoferrate electrode,6,2,5,2,2,1,1,0.7213475204444817,12,2,1,9,5,2,1,A CoHCF system with enhanced energy conversion efficiency for low-grade heat harvesting,2018-2020
2017,carbon nanotube scaffold,acetonitrile/nitrile solvent,6,4,5,3,2,2,2,1.011206179810892,24,2,1,9,5,4,0,,2018-2020
2017,carbon nanotube scaffold,iodide/triiodide electrolyte,6,5,5,4,2,2,2,1.1112187656957617,30,2,1,9,5,4,0,,2018-2020
2017,carbon nanotube scaffold,ionic-liquid electrolyte,6,13,5,3,2,12,3,2.0454725035562,78,1,1,9,5,5,0,,2018-2020
2017,chitosan matrix,Cu-based redox electrolyte,2,1,0,1,2,0,0,0.0,2,5,4,2,0,2,0,,2018-2020
2017,chitosan matrix,Fe2+/Fe3+ redox electrolyte,2,1,0,1,2,0,0,0.0,2,4,4,2,0,6,0,,2018-2020
2017,chitosan matrix,K-salt electrolyte,2,3,0,3,2,1,0,0.0,6,3,4,2,0,4,0,,2018-2020
2017,chitosan matrix,Li-salt electrolyte,2,5,0,2,2,3,1,0.3898712452512801,10,2,4,2,0,2,0,,2018-2020
2017,chitosan matrix,Na-salt electrolyte,2,7,0,5,2,3,2,1.1112187656957617,14,2,4,2,0,2,0,,2018-2020
2017,chitosan matrix,Prussian-blue/hexacyanoferrate electrode,2,2,0,2,2,1,0,0.0,4,4,4,2,0,2,0,,2018-2020
2017,chitosan matrix,acetonitrile/nitrile solvent,2,4,0,3,2,2,1,0.3898712452512801,8,2,4,2,0,4,0,,2018-2020
2017,chitosan matrix,carbon nanotube scaffold,2,6,0,5,2,2,1,0.3898712452512801,12,2,4,2,0,5,0,,2018-2020
2017,chitosan matrix,ferri/ferrocyanide electrolyte,2,4,0,4,2,1,0,0.0,8,3,4,2,0,12,0,,2018-2020
2017,chitosan matrix,graphene/graphene-oxide scaffold,2,3,0,2,2,2,1,0.3898712452512801,6,2,4,2,0,2,0,,2018-2020
2017,chitosan matrix,iodide/triiodide electrolyte,2,5,0,4,2,2,1,0.3898712452512801,10,2,4,2,0,4,0,,2018-2020
2017,chitosan matrix,ionic-liquid electrolyte,2,13,0,3,2,12,1,0.7213475204444817,26,1,4,2,0,5,0,,2018-2020
2017,chitosan matrix,porous carbon electrode,2,5,0,5,2,0,1,0.3898712452512801,10,2,4,2,0,2,0,,2018-2020
2017,deep-eutectic electrolyte,Cu-based redox electrolyte,2,1,0,1,2,0,0,0.0,2,6,3,2,0,2,0,,2018-2020
2017,deep-eutectic electrolyte,Fe2+/Fe3+ redox electrolyte,2,1,0,1,2,0,0,0.0,2,4,3,2,0,6,0,,2018-2020
2017,deep-eutectic electrolyte,K-salt electrolyte,2,3,0,3,2,1,0,0.0,6,3,3,2,0,4,0,,2018-2020
2017,deep-eutectic electrolyte,Li-salt electrolyte,2,5,0,2,2,3,0,0.0,10,3,3,2,0,2,0,,2018-2020
2017,deep-eutectic electrolyte,Na-salt electrolyte,2,7,0,5,2,3,1,0.7213475204444817,14,2,3,2,0,2,0,,2018-2020
2017,deep-eutectic electrolyte,Prussian-blue/hexacyanoferrate electrode,2,2,0,2,2,1,0,0.0,4,5,3,2,0,2,0,,2018-2020
2017,deep-eutectic electrolyte,acetonitrile/nitrile solvent,2,4,0,3,2,2,0,0.0,8,3,3,2,0,4,0,,2018-2020
2017,deep-eutectic electrolyte,carbon nanotube scaffold,2,6,0,5,2,2,0,0.0,12,3,3,2,0,5,0,,2018-2020
2017,deep-eutectic electrolyte,ferri/ferrocyanide electrolyte,2,4,0,4,2,1,0,0.0,8,4,3,2,0,12,0,,2018-2020
2017,deep-eutectic electrolyte,graphene/graphene-oxide scaffold,2,3,0,2,2,2,0,0.0,6,3,3,2,0,2,0,,2018-2020
2017,deep-eutectic electrolyte,iodide/triiodide electrolyte,2,5,0,4,2,2,0,0.0,10,3,3,2,0,4,0,,2018-2020
2017,deep-eutectic electrolyte,ionic-liquid electrolyte,2,13,0,3,2,12,2,2.164042561333445,26,2,3,2,0,5,0,,2018-2020
2017,deep-eutectic electrolyte,porous carbon electrode,2,5,0,5,2,0,0,0.0,10,3,3,2,0,2,0,,2018-2020
2017,ethylene-glycol organohydrogel,Cu-based redox electrolyte,1,1,0,1,1,0,0,0.0,1,5,11,4,0,2,0,,2018-2020
2017,ethylene-glycol organohydrogel,Fe2+/Fe3+ redox electrolyte,1,1,0,1,1,0,0,0.0,1,4,11,4,0,6,0,,2018-2020
2017,ethylene-glycol organohydrogel,K-salt electrolyte,1,3,0,3,1,1,0,0.0,3,3,11,4,0,4,0,,2018-2020
2017,ethylene-glycol organohydrogel,Li-salt electrolyte,1,5,0,2,1,3,1,0.3898712452512801,5,2,11,4,0,2,0,,2018-2020
2017,ethylene-glycol organohydrogel,Na-salt electrolyte,1,7,0,5,1,3,1,0.3898712452512801,7,2,11,4,0,2,0,,2018-2020
2017,ethylene-glycol organohydrogel,Prussian-blue/hexacyanoferrate electrode,1,2,0,2,1,1,0,0.0,2,4,11,4,0,2,0,,2018-2020
2017,ethylene-glycol organohydrogel,acetonitrile/nitrile solvent,1,4,0,3,1,2,1,0.3898712452512801,4,2,11,4,0,4,0,,2018-2020
2017,ethylene-glycol organohydrogel,carbon nanotube scaffold,1,6,0,5,1,2,1,0.3898712452512801,6,2,11,4,0,5,0,,2018-2020
2017,ethylene-glycol organohydrogel,ferri/ferrocyanide electrolyte,1,4,0,4,1,1,0,0.0,4,3,11,4,0,12,0,,2018-2020
2017,ethylene-glycol organohydrogel,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.3898712452512801,3,2,11,4,0,2,0,,2018-2020
2017,ethylene-glycol organohydrogel,iodide/triiodide electrolyte,1,5,0,4,1,2,1,0.3898712452512801,5,2,11,4,0,4,0,,2018-2020
2017,ethylene-glycol organohydrogel,ionic-liquid electrolyte,1,13,0,3,1,12,0,0.0,13,1,11,4,0,5,0,,2018-2020
2017,ethylene-glycol organohydrogel,porous carbon electrode,1,5,0,5,1,0,1,0.3898712452512801,5,2,11,4,0,2,0,,2018-2020
2017,graphene/graphene-oxide scaffold,Cu-based redox electrolyte,3,1,2,1,2,0,0,0.0,3,3,0,4,2,2,0,,2018-2020
2017,graphene/graphene-oxide scaffold,Prussian-blue/hexacyanoferrate electrode,3,2,2,2,2,1,1,0.7213475204444817,6,2,0,4,2,2,0,,2018-2020
2017,graphene/graphene-oxide scaffold,acetonitrile/nitrile solvent,3,4,2,3,2,2,1,0.3898712452512801,12,2,0,4,2,4,0,,2018-2020
2017,graphene/graphene-oxide scaffold,iodide/triiodide electrolyte,3,5,2,4,2,2,2,1.1112187656957617,15,2,0,4,2,4,0,,2018-2020
2017,graphene/graphene-oxide scaffold,ionic-liquid electrolyte,3,13,2,3,2,12,1,0.5581106265512472,39,1,0,4,2,5,0,,2018-2020
2017,graphene/graphene-oxide scaffold,porous carbon electrode,3,5,2,5,2,0,2,0.9479818718025272,15,2,0,4,2,2,0,,2018-2020
2017,iodide/triiodide electrolyte,Cu-based redox electrolyte,5,1,4,1,2,0,0,0.0,5,3,16,4,4,2,0,,2018-2020
2017,iodide/triiodide electrolyte,Prussian-blue/hexacyanoferrate electrode,5,2,4,2,2,1,1,0.7213475204444817,10,2,16,4,4,2,0,,2018-2020
2017,iodide/triiodide electrolyte,porous carbon electrode,5,5,4,5,2,0,2,1.1112187656957617,25,2,16,4,4,2,0,,2018-2020
2017,ionic-liquid electrolyte,Cu-based redox electrolyte,13,1,3,1,12,0,0,0.0,13,4,21,41,5,2,0,,2018-2020
2017,ionic-liquid electrolyte,Prussian-blue/hexacyanoferrate electrode,13,2,3,2,12,1,0,0.0,26,3,21,41,5,2,0,,2018-2020
2017,ionic-liquid electrolyte,ferri/ferrocyanide electrolyte,13,4,3,4,12,1,3,2.0896847877376965,52,2,21,41,5,12,0,,2018-2020
2017,metal-oxide electrode,Cu-based redox electrolyte,0,1,0,1,0,0,0,0.0,0,12,9,23,1,2,0,,2018-2020
2017,metal-oxide electrode,Fe2+/Fe3+ redox electrolyte,0,1,0,1,0,0,0,0.0,0,12,9,23,1,6,0,,2018-2020
2017,metal-oxide electrode,K-salt electrolyte,0,3,0,3,0,1,0,0.0,0,12,9,23,1,4,0,,2018-2020
2017,metal-oxide electrode,Li-salt electrolyte,0,5,0,2,0,3,0,0.0,0,12,9,23,1,2,0,,2018-2020
2017,metal-oxide electrode,Na-salt electrolyte,0,7,0,5,0,3,0,0.0,0,12,9,23,1,2,0,,2018-2020
2017,metal-oxide electrode,Prussian-blue/hexacyanoferrate electrode,0,2,0,2,0,1,0,0.0,0,12,9,23,1,2,0,,2018-2020
2017,metal-oxide electrode,acetonitrile/nitrile solvent,0,4,0,3,0,2,0,0.0,0,12,9,23,1,4,0,,2018-2020
2017,metal-oxide electrode,carbon nanotube scaffold,0,6,0,5,0,2,0,0.0,0,12,9,23,1,5,0,,2018-2020
2017,metal-oxide electrode,ferri/ferrocyanide electrolyte,0,4,0,4,0,1,0,0.0,0,12,9,23,1,12,0,,2018-2020
2017,metal-oxide electrode,graphene/graphene-oxide scaffold,0,3,0,2,0,2,0,0.0,0,12,9,23,1,2,0,,2018-2020
2017,metal-oxide electrode,iodide/triiodide electrolyte,0,5,0,4,0,2,0,0.0,0,12,9,23,1,4,0,,2018-2020
2017,metal-oxide electrode,ionic-liquid electrolyte,0,13,0,3,0,12,0,0.0,0,12,9,23,1,5,0,,2018-2020
2017,metal-oxide electrode,porous carbon electrode,0,5,0,5,0,0,0,0.0,0,12,9,23,1,2,0,,2018-2020
2017,polyaniline conductor,Cu-based redox electrolyte,1,1,0,1,1,0,0,0.0,1,5,15,3,0,2,0,,2018-2020
2017,polyaniline conductor,Fe2+/Fe3+ redox electrolyte,1,1,0,1,1,0,0,0.0,1,4,15,3,0,6,1,Direct thermal charging cell for converting low-grade heat to electricity,2018-2020
2017,polyaniline conductor,K-salt electrolyte,1,3,0,3,1,1,0,0.0,3,3,15,3,0,4,0,,2018-2020
2017,polyaniline conductor,Li-salt electrolyte,1,5,0,2,1,3,1,0.3898712452512801,5,2,15,3,0,2,0,,2018-2020
2017,polyaniline conductor,Na-salt electrolyte,1,7,0,5,1,3,1,0.3898712452512801,7,2,15,3,0,2,0,,2018-2020
2017,polyaniline conductor,Prussian-blue/hexacyanoferrate electrode,1,2,0,2,1,1,0,0.0,2,4,15,3,0,2,0,,2018-2020
2017,polyaniline conductor,acetonitrile/nitrile solvent,1,4,0,3,1,2,1,0.3898712452512801,4,2,15,3,0,4,0,,2018-2020
2017,polyaniline conductor,carbon nanotube scaffold,1,6,0,5,1,2,1,0.3898712452512801,6,2,15,3,0,5,0,,2018-2020
2017,polyaniline conductor,ferri/ferrocyanide electrolyte,1,4,0,4,1,1,0,0.0,4,3,15,3,0,12,0,,2018-2020
2017,polyaniline conductor,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.3898712452512801,3,2,15,3,0,2,1,Direct thermal charging cell for converting low-grade heat to electricity,2018-2020
2017,polyaniline conductor,iodide/triiodide electrolyte,1,5,0,4,1,2,1,0.3898712452512801,5,2,15,3,0,4,0,,2018-2020
2017,polyaniline conductor,ionic-liquid electrolyte,1,13,0,3,1,12,0,0.0,13,1,15,3,0,5,0,,2018-2020
2017,polyaniline conductor,porous carbon electrode,1,5,0,5,1,0,1,0.3898712452512801,5,2,15,3,0,2,0,,2018-2020
2017,silica/inorganic nanoparticle filler,Cu-based redox electrolyte,1,1,0,1,1,0,0,0.0,1,5,25,3,0,2,0,,2018-2020
2017,silica/inorganic nanoparticle filler,Fe2+/Fe3+ redox electrolyte,1,1,0,1,1,0,0,0.0,1,4,25,3,0,6,0,,2018-2020
2017,silica/inorganic nanoparticle filler,K-salt electrolyte,1,3,0,3,1,1,0,0.0,3,3,25,3,0,4,0,,2018-2020
2017,silica/inorganic nanoparticle filler,Li-salt electrolyte,1,5,0,2,1,3,1,0.3898712452512801,5,2,25,3,0,2,0,,2018-2020
2017,silica/inorganic nanoparticle filler,Na-salt electrolyte,1,7,0,5,1,3,1,0.3898712452512801,7,2,25,3,0,2,0,,2018-2020
2017,silica/inorganic nanoparticle filler,Prussian-blue/hexacyanoferrate electrode,1,2,0,2,1,1,0,0.0,2,4,25,3,0,2,0,,2018-2020
2017,silica/inorganic nanoparticle filler,acetonitrile/nitrile solvent,1,4,0,3,1,2,1,0.3898712452512801,4,2,25,3,0,4,0,,2018-2020
2017,silica/inorganic nanoparticle filler,carbon nanotube scaffold,1,6,0,5,1,2,1,0.3898712452512801,6,2,25,3,0,5,0,,2018-2020
2017,silica/inorganic nanoparticle filler,ferri/ferrocyanide electrolyte,1,4,0,4,1,1,0,0.0,4,3,25,3,0,12,0,,2018-2020
2017,silica/inorganic nanoparticle filler,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.3898712452512801,3,2,25,3,0,2,0,,2018-2020
2017,silica/inorganic nanoparticle filler,iodide/triiodide electrolyte,1,5,0,4,1,2,1,0.3898712452512801,5,2,25,3,0,4,0,,2018-2020
2017,silica/inorganic nanoparticle filler,ionic-liquid electrolyte,1,13,0,3,1,12,0,0.0,13,1,25,3,0,5,0,,2018-2020
2017,silica/inorganic nanoparticle filler,porous carbon electrode,1,5,0,5,1,0,1,0.3898712452512801,5,2,25,3,0,2,0,,2018-2020
2018,Fe2+/Fe3+ redox electrolyte,Cu-based redox electrolyte,2,1,2,1,0,0,0,0.0,2,5,0,2,8,2,0,,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,Li-salt electrolyte,2,5,2,2,0,3,1,0.9102392266268373,10,2,0,2,8,2,0,,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,Na-salt electrolyte,2,7,2,5,0,3,2,1.4683498531780845,14,2,0,2,8,3,1,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,Prussian-blue/hexacyanoferrate electrode,2,2,2,2,0,1,0,0.0,4,4,0,2,8,2,0,,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,acetonitrile/nitrile solvent,2,4,2,3,0,2,1,0.5581106265512472,8,2,0,2,8,4,0,,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,carbon nanotube scaffold,2,7,2,6,0,2,1,0.5581106265512472,14,2,0,2,8,6,0,,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,cyclodextrin host,2,1,2,1,0,0,0,0.0,2,4,0,2,8,2,0,,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,ferri/ferrocyanide electrolyte,2,4,2,4,0,1,0,0.0,8,3,0,2,8,14,1,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,graphene/graphene-oxide scaffold,2,3,2,2,0,2,0,0.0,6,3,0,2,8,3,1,Direct thermal charging cell for converting low-grade heat to electricity,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,iodide/triiodide electrolyte,2,5,2,4,0,2,0,0.0,10,3,0,2,8,5,0,,2019-2021
2018,Fe2+/Fe3+ redox electrolyte,ionic-liquid electrolyte,2,13,2,3,0,12,1,0.5581106265512472,26,2,0,2,8,6,0,,2019-2021
2018,K-salt electrolyte,Cu-based redox electrolyte,3,1,3,1,1,0,0,0.0,3,5,0,2,4,2,0,,2019-2021
2018,K-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,3,2,3,2,1,1,0,0.0,6,4,0,2,4,2,0,,2019-2021
2018,K-salt electrolyte,acetonitrile/nitrile solvent,3,4,3,3,1,2,1,0.6213349345596119,12,2,0,2,4,4,0,,2019-2021
2018,K-salt electrolyte,carbon nanotube scaffold,3,7,3,6,1,2,1,0.5138983423697507,21,2,0,2,4,6,0,,2019-2021
2018,K-salt electrolyte,cyclodextrin host,3,1,3,1,1,0,0,0.0,3,3,0,2,4,2,0,,2019-2021
2018,K-salt electrolyte,ferri/ferrocyanide electrolyte,3,4,3,4,1,1,0,0.0,12,3,0,2,4,14,1,Giant thermopower of ionic gelatin near room temperature,2019-2021
2018,K-salt electrolyte,graphene/graphene-oxide scaffold,3,3,3,2,1,2,0,0.0,9,3,0,2,4,3,0,,2019-2021
2018,K-salt electrolyte,iodide/triiodide electrolyte,3,5,3,4,1,2,1,0.6213349345596119,15,2,0,2,4,5,0,,2019-2021
2018,K-salt electrolyte,ionic-liquid electrolyte,3,13,3,3,1,12,2,1.1352332769293625,39,2,0,2,4,6,0,,2019-2021
2018,K-salt electrolyte,porous carbon electrode,3,6,3,6,1,0,2,1.9565933832587141,18,2,0,2,4,3,0,,2019-2021
2018,Li-salt electrolyte,Cu-based redox electrolyte,5,1,2,1,3,0,0,0.0,5,4,1,3,2,2,0,,2019-2021
2018,Li-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,5,2,2,2,3,1,0,0.0,10,3,1,3,2,2,0,,2019-2021
2018,Li-salt electrolyte,acetonitrile/nitrile solvent,5,4,2,3,3,2,2,1.011206179810892,20,1,1,3,2,4,0,,2019-2021
2018,Li-salt electrolyte,carbon nanotube scaffold,5,7,2,6,3,2,2,0.9037695876210308,35,2,1,3,2,6,0,,2019-2021
2018,Li-salt electrolyte,cyclodextrin host,5,1,2,1,3,0,1,0.6213349345596119,5,2,1,3,2,2,0,,2019-2021
2018,Li-salt electrolyte,ferri/ferrocyanide electrolyte,5,4,2,4,3,1,1,0.6213349345596119,20,2,1,3,2,14,0,,2019-2021
2018,Li-salt electrolyte,graphene/graphene-oxide scaffold,5,3,2,2,3,2,1,0.3898712452512801,15,2,1,3,2,3,0,,2019-2021
2018,Li-salt electrolyte,iodide/triiodide electrolyte,5,5,2,4,3,2,2,1.1112187656957617,25,1,1,3,2,5,0,,2019-2021
2018,Li-salt electrolyte,ionic-liquid electrolyte,5,13,2,3,3,12,3,1.8565807973738444,65,1,1,3,2,6,0,,2019-2021
2018,Li-salt electrolyte,porous carbon electrode,5,6,2,6,3,0,3,1.6251171080655125,30,2,1,3,2,3,0,,2019-2021
2018,Na-salt electrolyte,Cu-based redox electrolyte,7,1,5,1,3,0,0,0.0,7,4,7,8,3,2,0,,2019-2021
2018,Na-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,7,2,5,2,3,1,0,0.0,14,3,7,8,3,2,0,,2019-2021
2018,Na-salt electrolyte,acetonitrile/nitrile solvent,7,4,5,3,3,2,3,1.5693168063621392,28,2,7,8,3,4,0,,2019-2021
2018,Na-salt electrolyte,cyclodextrin host,7,1,5,1,3,0,0,0.0,7,3,7,8,3,2,0,,2019-2021
2018,Na-salt electrolyte,ferri/ferrocyanide electrolyte,7,4,5,4,3,1,1,0.5138983423697507,28,2,7,8,3,14,1,Giant thermopower of ionic gelatin near room temperature,2019-2021
2018,Na-salt electrolyte,graphene/graphene-oxide scaffold,7,3,5,2,3,2,2,0.9037695876210308,21,2,7,8,3,3,0,,2019-2021
2018,Na-salt electrolyte,iodide/triiodide electrolyte,7,5,5,4,3,2,2,1.011206179810892,35,2,7,8,3,5,0,,2019-2021
2018,Na-salt electrolyte,ionic-liquid electrolyte,7,13,5,3,3,12,4,2.4146914239250914,91,1,7,8,3,6,0,,2019-2021
2018,PEDOT:PSS conductor,Cu-based redox electrolyte,2,1,0,1,2,0,0,0.0,2,5,7,11,0,2,0,,2019-2021
2018,PEDOT:PSS conductor,Fe2+/Fe3+ redox electrolyte,2,2,0,2,2,0,0,0.0,4,3,7,11,0,8,0,,2019-2021
2018,PEDOT:PSS conductor,K-salt electrolyte,2,3,0,3,2,1,0,0.0,6,3,7,11,0,4,0,,2019-2021
2018,PEDOT:PSS conductor,Li-salt electrolyte,2,5,0,2,2,3,1,0.3898712452512801,10,2,7,11,0,2,0,,2019-2021
2018,PEDOT:PSS conductor,Na-salt electrolyte,2,7,0,5,2,3,1,0.3898712452512801,14,2,7,11,0,3,0,,2019-2021
2018,PEDOT:PSS conductor,Prussian-blue/hexacyanoferrate electrode,2,2,0,2,2,1,0,0.0,4,4,7,11,0,2,0,,2019-2021
2018,PEDOT:PSS conductor,acetonitrile/nitrile solvent,2,4,0,3,2,2,1,0.3898712452512801,8,2,7,11,0,4,0,,2019-2021
2018,PEDOT:PSS conductor,carbon nanotube scaffold,2,7,0,6,2,2,1,0.3898712452512801,14,2,7,11,0,6,0,,2019-2021
2018,PEDOT:PSS conductor,cyclodextrin host,2,1,0,1,2,0,0,0.0,2,3,7,11,0,2,0,,2019-2021
2018,PEDOT:PSS conductor,ferri/ferrocyanide electrolyte,2,4,0,4,2,1,0,0.0,8,3,7,11,0,14,0,,2019-2021
2018,PEDOT:PSS conductor,graphene/graphene-oxide scaffold,2,3,0,2,2,2,1,0.3898712452512801,6,2,7,11,0,3,0,,2019-2021
2018,PEDOT:PSS conductor,iodide/triiodide electrolyte,2,5,0,4,2,2,1,0.3898712452512801,10,2,7,11,0,5,0,,2019-2021
2018,PEDOT:PSS conductor,ionic-liquid electrolyte,2,13,0,3,2,12,0,0.0,26,1,7,11,0,6,0,,2019-2021
2018,PEDOT:PSS conductor,porous carbon electrode,2,6,0,6,2,0,1,0.3898712452512801,12,2,7,11,0,3,0,,2019-2021
2018,PVA polymer matrix,Cu-based redox electrolyte,4,1,0,1,4,0,0,0.0,4,5,5,4,0,2,0,,2019-2021
2018,PVA polymer matrix,Fe2+/Fe3+ redox electrolyte,4,2,0,2,4,0,0,0.0,8,3,5,4,0,8,0,,2019-2021
2018,PVA polymer matrix,K-salt electrolyte,4,3,0,3,4,1,1,0.5138983423697507,12,2,5,4,0,4,0,,2019-2021
2018,PVA polymer matrix,Li-salt electrolyte,4,5,0,2,4,3,2,0.9037695876210308,20,2,5,4,0,2,0,,2019-2021
2018,PVA polymer matrix,Na-salt electrolyte,4,7,0,5,4,3,1,0.3898712452512801,28,1,5,4,0,3,0,,2019-2021
2018,PVA polymer matrix,Prussian-blue/hexacyanoferrate electrode,4,2,0,2,4,1,0,0.0,8,4,5,4,0,2,0,,2019-2021
2018,PVA polymer matrix,acetonitrile/nitrile solvent,4,4,0,3,4,2,1,0.3898712452512801,16,2,5,4,0,4,0,,2019-2021
