paper_id,source,year,title,doi,material
P00568,iTE1,2023,Great enhancement in the ionic thermopower of ionogels by cationic doping,10.1016/j.cej.2023.147257,Na-salt electrolyte
P00568,iTE1,2023,Great enhancement in the ionic thermopower of ionogels by cationic doping,10.1016/j.cej.2023.147257,ionic-liquid electrolyte
P00569,iTE1,2022,Tailoring Intermolecular Interactions Towards High-Performance Thermoelectric Ionogels at Low Humidity,10.1002/advs.202201075,ionic-liquid electrolyte
P00570,iTE1,2026,Cementitious thermoelectric composites reinforced with polymer and biomass fibers for sustainable building-integrated energy harvesting,10.1016/j.conbuildmat.2026.146950,PVA polymer matrix
P00570,iTE1,2026,Cementitious thermoelectric composites reinforced with polymer and biomass fibers for sustainable building-integrated energy harvesting,10.1016/j.conbuildmat.2026.146950,cellulose nanofiber matrix
P00571,iTE1,2026,Multicomponent Synergistic Optimization of Thermoelectric Properties in PVDF-HFP Ionogels,10.1002/asia.70880,ionic-liquid electrolyte
P00573,iTE1,2020,Stretchable and Transparent Ionogels with High Thermoelectric Properties,10.1002/adfm.202004699,ionic-liquid electrolyte
P00576,iTE1,2026,"Stretchable, self-healing, anti-freezing PDES ionic gels for rapid temperature-change sensing and health monitoring",10.1007/s13233-025-00485-5,deep-eutectic electrolyte
P00577,iTE1,2022,Role of Ions in Hydrogels with an Ionic Seebeck Coefficient of 52.9 mV K-1,10.1021/acs.jpclett.2c00845,PVA polymer matrix
P00577,iTE1,2022,Role of Ions in Hydrogels with an Ionic Seebeck Coefficient of 52.9 mV K-1,10.1021/acs.jpclett.2c00845,iodide/triiodide electrolyte
P00577,iTE1,2022,Role of Ions in Hydrogels with an Ionic Seebeck Coefficient of 52.9 mV K-1,10.1021/acs.jpclett.2c00845,K-salt electrolyte
P00578,iTE1,2026,"Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability",10.1002/eem2.70358,PVA polymer matrix
P00578,iTE1,2026,"Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability",10.1002/eem2.70358,ionic-liquid electrolyte
P00579,iTE1,2026,Simultaneous Enhancement of Thermoelectric and Mechanical Properties in Recyclable Transparent Ionogels via In-Situ Phase Separation,10.1021/acsami.6c01737,PVA polymer matrix
P00580,iTE1,2026,Thermoelectric Gating Organic Electrochemical Transistors Enabled by Printable Ionogels With n-p Convertible Thermopower,10.1002/advs.75450,ionic-liquid electrolyte
P00582,iTE1,2026,Magnesium phosphate cement-based composites with selective significantly enhanced thermoelectric potential,10.1016/j.renene.2026.125594,PAM/polyacrylamide matrix
P00584,iTE1,2026,Aligned cellulose nanofibril ionogels with continuous micro-nanochannels for ionic thermoelectrics and self-powered sensors,10.1016/j.compositesb.2026.113490,cellulose nanofiber matrix
P00585,iTE1,2022,Advanced Bacterial Cellulose Ionic Conductors with Gigantic Thermopower for Low-Grade Heat Harvesting,10.1021/acs.nanolett.2c02558,cellulose nanofiber matrix
P00585,iTE1,2022,Advanced Bacterial Cellulose Ionic Conductors with Gigantic Thermopower for Low-Grade Heat Harvesting,10.1021/acs.nanolett.2c02558,Na-salt electrolyte
P00586,iTE1,2022,Flexible and Robust Bacterial Cellulose-Based Ionogels with High Thermoelectric Properties for Low-Grade Heat Harvesting,10.1002/adfm.202107105,cellulose nanofiber matrix
P00586,iTE1,2022,Flexible and Robust Bacterial Cellulose-Based Ionogels with High Thermoelectric Properties for Low-Grade Heat Harvesting,10.1002/adfm.202107105,ionic-liquid electrolyte
P00590,iTE1,2026,Environmentally stable and adhesive hemicellulose eutectogel for n-type ionic thermoelectrics,10.1016/j.cej.2026.176392,cellulose nanofiber matrix
P00590,iTE1,2026,Environmentally stable and adhesive hemicellulose eutectogel for n-type ionic thermoelectrics,10.1016/j.cej.2026.176392,deep-eutectic electrolyte
P00591,iTE1,2014,Thermoelectric Potential of Polymer-Scaffolded Ionic Liquid Membranes,10.1007/s11664-013-2799-1,PVA polymer matrix
P00591,iTE1,2014,Thermoelectric Potential of Polymer-Scaffolded Ionic Liquid Membranes,10.1007/s11664-013-2799-1,chitosan matrix
P00591,iTE1,2014,Thermoelectric Potential of Polymer-Scaffolded Ionic Liquid Membranes,10.1007/s11664-013-2799-1,ionic-liquid electrolyte
P00594,iTE1,2026,Ionic Additive Engineering of Water-Processable Single-Walled Carbon Nanotube and Carboxymethyl Cellulose Composites for High-Performance Organic Thermoelectrics,10.1021/acsaem.6c01282,cellulose nanofiber matrix
P00594,iTE1,2026,Ionic Additive Engineering of Water-Processable Single-Walled Carbon Nanotube and Carboxymethyl Cellulose Composites for High-Performance Organic Thermoelectrics,10.1021/acsaem.6c01282,carbon nanotube scaffold
P00594,iTE1,2026,Ionic Additive Engineering of Water-Processable Single-Walled Carbon Nanotube and Carboxymethyl Cellulose Composites for High-Performance Organic Thermoelectrics,10.1021/acsaem.6c01282,ionic-liquid electrolyte
P00597,iTE1,2022,Liquid-Free Ion-Conducting Elastomer with Environmental Stability for Soft Sensing and Thermoelectric Generating,10.1021/acsami.2c09208,Li-salt electrolyte
P00598,iTE1,2021,Highly Stretchable PU Ionogels with Self-Healing Capability for a Flexible Thermoelectric Generator,10.1021/acsami.1c03328,ionic-liquid electrolyte
P00601,iTE1,2022,Significant Enhancement in the Thermoelectric Properties of Ionogels through the Solid Network Engineering,10.1002/adfm.202109772,ionic-liquid electrolyte
P00604,iTE1,2023,Engineering nanoscale solid networks of ionogel for enhanced thermoelectric power output and excellent mechanical properties,10.1016/j.cej.2022.141156,PVA polymer matrix
P00604,iTE1,2023,Engineering nanoscale solid networks of ionogel for enhanced thermoelectric power output and excellent mechanical properties,10.1016/j.cej.2022.141156,ionic-liquid electrolyte
P00606,iTE1,2023,Size-Selective Ionic Crosslinking Provides Stretchable Mixed Ionic-Electronic Conductors,10.1002/anie.202306994,PEDOT:PSS conductor
P00606,iTE1,2023,Size-Selective Ionic Crosslinking Provides Stretchable Mixed Ionic-Electronic Conductors,10.1002/anie.202306994,ethylene-glycol organohydrogel
P00607,iTE1,2021,Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework,10.1039/d0ee02730h,cellulose nanofiber matrix
P00608,iTE1,2022,High ionic thermopower in flexible composite hydrogel for wearable self-powered sensor,10.1016/j.compscitech.2022.109771,Na-salt electrolyte
P00611,iTE1,2022,Mesogenic polymer composites for temperature-programmable thermoelectric ionogels,10.1039/d2ta03120e,ionic-liquid electrolyte
P00613,iTE1,2021,Thermoelectric energy harvesting electronic skin (e-skin) Patch with reconfigurable carbon nanotube clays,10.1016/j.nanoen.2021.106156,carbon nanotube scaffold
P00616,iTE1,2022,Cellulose ionic conductor with tunable Seebeck coefficient for low-grade heat harvesting,10.1016/j.carbpol.2022.119650,cellulose nanofiber matrix
P00617,iTE1,2018,Polymer films with ultrahigh thermoelectric properties arising from significant seebeck coefficient enhancement by ion accumulation on surface,10.1016/j.nanoen.2018.07.002,PEDOT:PSS conductor
P00618,iTE1,2022,In Situ Observation of Morphological and Oxidation Level Degradation Processes within Ionic Liquid Post-treated PEDOT:PSS Thin Films upon Operation at High Temperatures,10.1021/acsami.2c05745,PEDOT:PSS conductor
P00618,iTE1,2022,In Situ Observation of Morphological and Oxidation Level Degradation Processes within Ionic Liquid Post-treated PEDOT:PSS Thin Films upon Operation at High Temperatures,10.1021/acsami.2c05745,ionic-liquid electrolyte
P00619,iTE1,2022,The role of absorbed water in ionic liquid cellulosic electrolytes for ionic thermoelectrics,10.1039/d1tc04466d,cellulose nanofiber matrix
P00619,iTE1,2022,The role of absorbed water in ionic liquid cellulosic electrolytes for ionic thermoelectrics,10.1039/d1tc04466d,ionic-liquid electrolyte
P00620,iTE1,2019,Robust High Thermoelectric Harvesting Under a Self-Humidifying Bilayer of Metal Organic Framework and Hydrogel Layer,10.1002/adfm.201807549,PEDOT:PSS conductor
P00621,iTE1,2020,Ultrahigh Thermoelectric Power Generation from Both Ion Diffusion by Temperature Fluctuation and Hole Accumulation by Temperature Gradient,10.1002/aenm.202001633,PEDOT:PSS conductor
P00624,iTE1,2021,Cation effect of inorganic salts on ionic Seebeck coefficient,10.1063/5.0043498,PEDOT:PSS conductor
P00626,iTE1,2022,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,10.1021/acsaelm.1c00995,graphene/graphene-oxide scaffold
P00627,iTE1,2020,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,10.1016/j.jmat.2020.01.001,PEDOT:PSS conductor
P00627,iTE1,2020,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,10.1016/j.jmat.2020.01.001,ionic-liquid electrolyte
P00628,iTE1,2020,Outstanding Electrode-Dependent Seebeck Coefficients in Ionic Hydrogels for Thermally Chargeable Supercapacitor near Room Temperature,10.1021/acsami.0c11752,ionic-liquid electrolyte
P00633,iTE1,2019,Ionic Liquids as Post-Treatment Agents for Simultaneous Improvement of Seebeck Coefficient and Electrical Conductivity in PEDOT:PSS Films,10.1021/acsami.8b21709,PEDOT:PSS conductor
P00633,iTE1,2019,Ionic Liquids as Post-Treatment Agents for Simultaneous Improvement of Seebeck Coefficient and Electrical Conductivity in PEDOT:PSS Films,10.1021/acsami.8b21709,ionic-liquid electrolyte
P00640,iTE1,2020,Ionic Liquid Gating Enhanced Photothermoelectric Conversion in Three-Dimensional Microporous Graphene,10.1021/acsami.0c05833,graphene/graphene-oxide scaffold
P00649,iTE1,2019,Synthesis and characterization of novel p-type chemically cross-linked ionogels with high ionic seebeck coefficient for low-grade heat harvesting,10.1016/j.electacta.2019.134575,ionic-liquid electrolyte
P00650,iTE1,2017,Synergistic Impacts of Electrolyte Adsorption on the Thermoelectric Properties of Single-Walled Carbon Nanotubes,10.1002/smll.201700804,carbon nanotube scaffold
P00651,iTE1,2017,Effects of Additives and Post-Treatment on the Thermoelectric Performance of Vapor-Phase Polymerized PEDOT Films,10.1002/polb.24422,ionic-liquid electrolyte
P00651,iTE1,2017,Effects of Additives and Post-Treatment on the Thermoelectric Performance of Vapor-Phase Polymerized PEDOT Films,10.1002/polb.24422,ethylene-glycol organohydrogel
P00654,iTE1,2016,Thermoelectric Properties of Polymeric Mixed Conductors,10.1002/adfm.201601106,PEDOT:PSS conductor
P00655,iTE1,2016,Electrochemical Effects in Thermoelectric Polymers,10.1021/acsmacrolett.6b00054,PEDOT:PSS conductor
P00656,iTE1,2017,P-N Conversion in a Water Ionic Liquid Binary System for Nonredox Thermocapacitive Converters,10.1021/acs.langmuir.7b00746,ionic-liquid electrolyte
P00659,iTE1,2016,Synthesis and characterization of protic ionic liquids as thermoelectrochemical materials,10.1039/c5ra24835c,iodide/triiodide electrolyte
P00659,iTE1,2016,Synthesis and characterization of protic ionic liquids as thermoelectrochemical materials,10.1039/c5ra24835c,ionic-liquid electrolyte
P00662,iTE1,2017,Measuring Ionic Conductivity in Mixed Electron-ionic Conductors Based on the Ion-blocking Method,10.15541/jim20170125,ionic-liquid electrolyte
P00666,iTE1,2018,Low-temperature crystallization of La0.15Sr0.775TiO3 using ionic liquids,10.1111/jace.15754,ionic-liquid electrolyte
P00669,iTE1,2025,Cation-Anchoring-Induced Efficient n-Type Thermo-Electric Ionogel with Ultra-High Thermopower,10.1002/advs.202414389,cellulose nanofiber matrix
P00670,iTE1,2015,Record figure of merit values of highly stoichiometric Sb2Te3 porous bulk synthesized from tailor-made molecular precursors in ionic liquids,10.1039/c5tc01248a,ionic-liquid electrolyte
P00675,iTE1,2013,Towards ionic liquid-based thermoelectrochemical cells for the harvesting of thermal energy,10.1016/j.electacta.2013.08.087,iodide/triiodide electrolyte
P00675,iTE1,2013,Towards ionic liquid-based thermoelectrochemical cells for the harvesting of thermal energy,10.1016/j.electacta.2013.08.087,ionic-liquid electrolyte
P00676,iTE1,2024,A pH-Sensitive Stretchable Zwitterionic Hydrogel with Bipolar Thermoelectricity,10.1002/smll.202311811,zwitterionic polymer
P00680,iTE1,2025,High-Performance SiO2 Nanoparticle Ionogels for Continuous Heat-To-Electricity Conversion,10.1002/smll.202503338,ionic-liquid electrolyte
P00680,iTE1,2025,High-Performance SiO2 Nanoparticle Ionogels for Continuous Heat-To-Electricity Conversion,10.1002/smll.202503338,silica/inorganic nanoparticle filler
P00681,iTE1,2022,Enhancing hydrovoltaic power generation through heat conduction effects,10.1038/s41467-022-28689-8,gelatin matrix
P00682,iTE1,2024,Regulation of thermal migration channel in cellulose hydrogel to enhance thermopower,10.1016/j.cej.2024.155161,alginate matrix
P00682,iTE1,2024,Regulation of thermal migration channel in cellulose hydrogel to enhance thermopower,10.1016/j.cej.2024.155161,cellulose nanofiber matrix
P00682,iTE1,2024,Regulation of thermal migration channel in cellulose hydrogel to enhance thermopower,10.1016/j.cej.2024.155161,K-salt electrolyte
P00683,iTE1,2026,Thermopower Modulation of Chitosan Hydrogel via Complexation between Chitosan and Metal Ions,10.1007/s10118-026-3583-z,chitosan matrix
P00684,iTE1,2026,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,10.1002/app.70650,PVA polymer matrix
P00684,iTE1,2026,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,10.1002/app.70650,carbon nanotube scaffold
P00684,iTE1,2026,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,10.1002/app.70650,deep-eutectic electrolyte
P00685,iTE1,2026,"Highly Hydrophobic, Self-Healing, and Stretchable N-type Ionogels for High-Performance Wearable Thermoelectrics",10.1002/adfm.75062,ionic-liquid electrolyte
P00687,iTE1,2012,Simultaneous Increases in Electrical Conductivity and Seebeck Coefficient of PEDOT:PSS Films by Adding Ionic Liquids into a Polymer Solution,10.1007/s11664-012-1942-8,PEDOT:PSS conductor
P00687,iTE1,2012,Simultaneous Increases in Electrical Conductivity and Seebeck Coefficient of PEDOT:PSS Films by Adding Ionic Liquids into a Polymer Solution,10.1007/s11664-012-1942-8,ionic-liquid electrolyte
P00692,iTE1,2024,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,10.1002/eem2.12562,gelatin matrix
P00692,iTE1,2024,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,10.1002/eem2.12562,ionic-liquid electrolyte
P00693,iTE1,2023,"Self-powered, durable and high fire-safety ionogel towards Internet of Things",10.1016/j.nanoen.2023.108785,ionic-liquid electrolyte
P00695,iTE1,2023,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,10.1021/acsami.3c03143,PVA polymer matrix
P00695,iTE1,2023,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,10.1021/acsami.3c03143,chitosan matrix
P00695,iTE1,2023,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,10.1021/acsami.3c03143,Cu-based redox electrolyte
P00696,iTE1,2022,Giant Thermopower of Hydrogen Ion Enhanced by a Strong Hydrogen Bond System,10.1021/acsami.1c24698,PVA polymer matrix
P00700,iTE1,2022,High p- and n-type thermopowers in stretchable self-healing ionogels,10.1016/j.nanoen.2022.107542,ionic-liquid electrolyte
P00701,iTE1,2011,Growth of tellurium nanowire bundles from an ionic liquid precursor,10.1039/c0ce00978d,ionic-liquid electrolyte
P00704,iTE1,2023,Heat-Driven Iontronic Nanotransistors,10.1002/advs.202204120,Na-salt electrolyte
P00707,iTE1,2021,A mixed ion-electron conducting carbon nanotube ionogel to efficiently harvest heat from both a temperature gradient and temperature fluctuation,10.1039/d1ta02869c,gelatin matrix
P00707,iTE1,2021,A mixed ion-electron conducting carbon nanotube ionogel to efficiently harvest heat from both a temperature gradient and temperature fluctuation,10.1039/d1ta02869c,carbon nanotube scaffold
P00707,iTE1,2021,A mixed ion-electron conducting carbon nanotube ionogel to efficiently harvest heat from both a temperature gradient and temperature fluctuation,10.1039/d1ta02869c,ionic-liquid electrolyte
P00721,iTE1,2018,Surfactant-driven Amphoteric Doping of Carbon Nanotubes,10.1002/asia.201801490,carbon nanotube scaffold
P00722,iTE1,2017,Thermal conductivity of liquid/carbon nanotube core-shell nanocomposites,10.1063/1.4973488,carbon nanotube scaffold
P00724,iTE1,2007,Equilibrium and nonequilibrium molecular dynamics simulations of the thermal conductivity of molten alkali halides,10.1063/1.2734965,Na-salt electrolyte
P00724,iTE1,2007,Equilibrium and nonequilibrium molecular dynamics simulations of the thermal conductivity of molten alkali halides,10.1063/1.2734965,K-salt electrolyte
P00734,iTE1,2024,Multi-crosslinked gelatin-based composite hydrogel featuring high thermoelectric performance and excellent flame retardancy for intelligent fire-warning system,10.1016/j.ijbiomac.2024.136881,gelatin matrix
P00734,iTE1,2024,Multi-crosslinked gelatin-based composite hydrogel featuring high thermoelectric performance and excellent flame retardancy for intelligent fire-warning system,10.1016/j.ijbiomac.2024.136881,glycerol organohydrogel
P00735,iTE1,2026,Ionic hydrogels synthesized from ionic liquid/water binary solvent systems: Demonstrating superior antifreeze and moisture retention capabilities for self-powered wearable strain-sensing applications,10.1016/j.cej.2025.171610,PVA polymer matrix
P00735,iTE1,2026,Ionic hydrogels synthesized from ionic liquid/water binary solvent systems: Demonstrating superior antifreeze and moisture retention capabilities for self-powered wearable strain-sensing applications,10.1016/j.cej.2025.171610,cellulose nanofiber matrix
P00735,iTE1,2026,Ionic hydrogels synthesized from ionic liquid/water binary solvent systems: Demonstrating superior antifreeze and moisture retention capabilities for self-powered wearable strain-sensing applications,10.1016/j.cej.2025.171610,PEDOT:PSS conductor
P00735,iTE1,2026,Ionic hydrogels synthesized from ionic liquid/water binary solvent systems: Demonstrating superior antifreeze and moisture retention capabilities for self-powered wearable strain-sensing applications,10.1016/j.cej.2025.171610,carbon nanotube scaffold
P00736,iTE1,2026,Stretchable and Sustainable Poly(thioctic Ester) Elastomers Catalyzed by Lithium Salt for Ionic Sensors and Thermoelectrics,10.1002/adfm.202520298,Li-salt electrolyte
P00741,iTE1,2024,Lignin-Derived Ionic Conducting Membranes for Low-Grade Thermal Energy Harvesting,10.1002/adfm.202306427,K-salt electrolyte
P00741,iTE1,2024,Lignin-Derived Ionic Conducting Membranes for Low-Grade Thermal Energy Harvesting,10.1002/adfm.202306427,biomass-derived matrix
P00747,iTE1,2022,Promising thermoelectric performance in CaAgP with intrinsic Ag vacancies,10.1063/5.0080163,ionic-liquid electrolyte
P00756,iTE1,2019,Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,10.1021/acs.nanolett.9b03022,carbon nanotube scaffold
P00761,iTE1,2019,Effective ionic Seebeck component suppression in mixed ion-electron conductor via chemical treatment,10.1016/j.orgel.2019.02.014,PEDOT:PSS conductor
P00778,iTE1,2021,Giant Nernst effect and field-enhanced transversal zNT in ZrTe5,10.1103/PhysRevB.103.045203,ionic-liquid electrolyte
P00792,iTE1,2014,Seebeck Effect at the Atomic Scale,10.1103/PhysRevLett.112.136601,graphene/graphene-oxide scaffold
P00804,iTE1,2022,Ionic-liquid doping of carbon nanotubes with [HMIM][BF4] for flexible thermoelectric generators,10.1016/j.cej.2022.135526,carbon nanotube scaffold
P00804,iTE1,2022,Ionic-liquid doping of carbon nanotubes with [HMIM][BF4] for flexible thermoelectric generators,10.1016/j.cej.2022.135526,ionic-liquid electrolyte
P00807,iTE1,2023,High-performance post-treatment-free PEDOT based thermoelectric with the establishment of long-range ordered conductive paths,10.1016/j.cej.2022.140047,PEDOT:PSS conductor
P00807,iTE1,2023,High-performance post-treatment-free PEDOT based thermoelectric with the establishment of long-range ordered conductive paths,10.1016/j.cej.2022.140047,ionic-liquid electrolyte
P00812,iTE1,2023,Flexible Wet-Spun PEDOT:PSS Microfibers Integrating Thermal-Sensing and Joule Heating Functions for Smart Textiles,10.3390/polym15163432,PEDOT:PSS conductor
P00812,iTE1,2023,Flexible Wet-Spun PEDOT:PSS Microfibers Integrating Thermal-Sensing and Joule Heating Functions for Smart Textiles,10.3390/polym15163432,ionic-liquid electrolyte
P00813,iTE1,2025,Thermoelectric Composites Based on Porous Laser-Induced Graphene and Ion Hydrogel,10.1021/acsami.5c00480,graphene/graphene-oxide scaffold
P00814,iTE1,2024,"Gelatin-based ionic hydrogel for intelligent fire-alarm system with considerable toughness, flame retardancy, and thermoelectric performance",10.1016/j.ijbiomac.2024.135006,gelatin matrix
P00814,iTE1,2024,"Gelatin-based ionic hydrogel for intelligent fire-alarm system with considerable toughness, flame retardancy, and thermoelectric performance",10.1016/j.ijbiomac.2024.135006,glycerol organohydrogel
P00817,iTE1,2011,Surface characterization of BiSbTe thermoelectric films electrodeposited from chlorides aqueous solutions and choline chloride based ionic liquids,10.1016/j.matchemphys.2010.12.058,Na-salt electrolyte
P00817,iTE1,2011,Surface characterization of BiSbTe thermoelectric films electrodeposited from chlorides aqueous solutions and choline chloride based ionic liquids,10.1016/j.matchemphys.2010.12.058,ionic-liquid electrolyte
P00822,iTE1,2023,Ionic Liquid-Induced Inversion of the Humidity-Dependent Conductivity of Thin PEDOT:PSS Films,10.1021/acsami.3c08208,PEDOT:PSS conductor
P00822,iTE1,2023,Ionic Liquid-Induced Inversion of the Humidity-Dependent Conductivity of Thin PEDOT:PSS Films,10.1021/acsami.3c08208,ionic-liquid electrolyte
P00825,iTE1,2026,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics,10.1016/j.cej.2026.174810,PVA polymer matrix
P00825,iTE1,2026,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics,10.1016/j.cej.2026.174810,cellulose nanofiber matrix
P00825,iTE1,2026,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics,10.1016/j.cej.2026.174810,iodide/triiodide electrolyte
P00829,iTE1,2021,Demonstration of a thermoelectric device using electric double-layer gating: Simultaneous control of the thermoelectric properties of p-type and n-type carbon nanotubes,10.1063/5.0031247,carbon nanotube scaffold
P00829,iTE1,2021,Demonstration of a thermoelectric device using electric double-layer gating: Simultaneous control of the thermoelectric properties of p-type and n-type carbon nanotubes,10.1063/5.0031247,ionic-liquid electrolyte
P00830,iTE1,2020,Use of biomass for a development of nanocellulose-based biodegradable flexible thin film thermoelectric material,10.1016/j.solener.2020.02.091,cellulose nanofiber matrix
P00831,iTE1,2018,Selective Ionic Conduction in Choline Iodide/Triiodide Solid Electrolyte and Its Application to Thermocells,10.1246/cl.171069,iodide/triiodide electrolyte
P00833,iTE1,2025,Temperature adaptive self-regenerating ionic thermoelectric cycles for time domain thermal energy harvesting,10.1038/s41467-025-63645-2,PAM/polyacrylamide matrix
P00833,iTE1,2025,Temperature adaptive self-regenerating ionic thermoelectric cycles for time domain thermal energy harvesting,10.1038/s41467-025-63645-2,ferri/ferrocyanide electrolyte
P00833,iTE1,2025,Temperature adaptive self-regenerating ionic thermoelectric cycles for time domain thermal energy harvesting,10.1038/s41467-025-63645-2,iodide/triiodide electrolyte
P00833,iTE1,2025,Temperature adaptive self-regenerating ionic thermoelectric cycles for time domain thermal energy harvesting,10.1038/s41467-025-63645-2,K-salt electrolyte
P00835,iTE1,2015,Varying the ionic functionalities of conjugated polyelectrolytes leads to both p- and n-type carbon nanotube composites for flexible thermoelectrics,10.1039/c5ee00938c,carbon nanotube scaffold
P00836,iTE1,2021,Thermoelectric Ratchet Effect for Charge Carriers with Hopping Dynamics,10.1103/PhysRevLett.126.068001,ionic-liquid electrolyte
P00836,iTE1,2021,Thermoelectric Ratchet Effect for Charge Carriers with Hopping Dynamics,10.1103/PhysRevLett.126.068001,ethylene-glycol organohydrogel
P00838,iTE1,2025,Highly thermoelectric ionic hydrogel similar to fever cooling patch applied to lithium-ion battery cooling and intelligent overheating warning,10.1016/j.cej.2025.162924,PAM/polyacrylamide matrix
P00838,iTE1,2025,Highly thermoelectric ionic hydrogel similar to fever cooling patch applied to lithium-ion battery cooling and intelligent overheating warning,10.1016/j.cej.2025.162924,gelatin matrix
P00838,iTE1,2025,Highly thermoelectric ionic hydrogel similar to fever cooling patch applied to lithium-ion battery cooling and intelligent overheating warning,10.1016/j.cej.2025.162924,Na-salt electrolyte
P00838,iTE1,2025,Highly thermoelectric ionic hydrogel similar to fever cooling patch applied to lithium-ion battery cooling and intelligent overheating warning,10.1016/j.cej.2025.162924,glycerol organohydrogel
P00843,iTE1,2019,Ionic-Liquid Gating of InAs Nanowire-Based Field-Effect Transistors,10.1002/adfm.201804378,ionic-liquid electrolyte
P00844,iTE1,2022,Electrical mapping of thermoelectric power factor in WO3 thin film,10.1038/s41598-022-10908-3,metal-oxide electrode
P00849,iTE1,2006,Electrical properties and defect chemistry of TiO2 single crystal.: II.: Thermoelectric power,10.1021/jp060622s,metal-oxide electrode
P00851,iTE1,2024,Composite fabric with nanocellulose impregnated cotton for eco-friendly thermoelectric textile,10.1007/s10570-024-05953-2,cellulose nanofiber matrix
P00855,iTE1,2021,Synergistically Boosting Thermoelectric Performance of PEDOT:PSS/SWCNT Composites via the Ion-Exchange Effect and Promoting SWCNT Dispersion by the Ionic Liquid,10.1021/acsami.1c01059,PEDOT:PSS conductor
P00855,iTE1,2021,Synergistically Boosting Thermoelectric Performance of PEDOT:PSS/SWCNT Composites via the Ion-Exchange Effect and Promoting SWCNT Dispersion by the Ionic Liquid,10.1021/acsami.1c01059,carbon nanotube scaffold
P00855,iTE1,2021,Synergistically Boosting Thermoelectric Performance of PEDOT:PSS/SWCNT Composites via the Ion-Exchange Effect and Promoting SWCNT Dispersion by the Ionic Liquid,10.1021/acsami.1c01059,ionic-liquid electrolyte
P00861,iTE1,2026,Synergistic ionic doping for enhanced thermopower and switchable polarity in PEDOT: PSS ionic thermoelectrics,10.1016/j.cej.2025.172278,PEDOT:PSS conductor
P00861,iTE1,2026,Synergistic ionic doping for enhanced thermopower and switchable polarity in PEDOT: PSS ionic thermoelectrics,10.1016/j.cej.2025.172278,Cu-based redox electrolyte
P00863,iTE1,2007,Electronic and thermoelectric properties of polyaniline organic semiconductor and electrical characterization of Al/PANI MIS diode,10.1021/jp0653050,polyaniline conductor
P00863,iTE1,2007,Electronic and thermoelectric properties of polyaniline organic semiconductor and electrical characterization of Al/PANI MIS diode,10.1021/jp0653050,ionic-liquid electrolyte
P00866,iTE1,2025,Skin-Like Soft Thermoelectric Composites with a J-Shaped Stress-Strain Behavior for Self-Powered Strain Sensing,10.1002/adfm.202420644,PEDOT:PSS conductor
P00867,iTE1,2008,Electrical properties of niobium-doped titanium dioxide. 3. Thermoelectric power,10.1021/jp0730491,metal-oxide electrode
P00869,iTE1,2018,Promoting Dual Electronic and Ionic Transport in PEDOT by Embedding Carbon Nanotubes for Large Thermoelectric Responses,10.1021/acsami.8b06850,carbon nanotube scaffold
P00870,iTE1,2022,Environmentally friendly ionic side chain organic small molecule/single-walled carbon nanotube composites have high TE performance,10.1007/s10853-022-07584-z,carbon nanotube scaffold
P00875,iTE1,2025,Boosting Negative Thermopower of Chitosan Hydrogel via Bio-Inspired Anisotropic Porous Structure,10.1002/adfm.202419762,chitosan matrix
P00875,iTE1,2025,Boosting Negative Thermopower of Chitosan Hydrogel via Bio-Inspired Anisotropic Porous Structure,10.1002/adfm.202419762,Cu-based redox electrolyte
P00879,iTE1,2025,Sustainable and recyclable ionogels for ionic thermoelectric supercapacitor application,10.1039/d5ta00734h,cellulose nanofiber matrix
P00879,iTE1,2025,Sustainable and recyclable ionogels for ionic thermoelectric supercapacitor application,10.1039/d5ta00734h,ionic-liquid electrolyte
