variant,source,source_label,target,target_label,rank,cosine,same_paper
focused_clause,iTE:P0388:n2,continuous operation of ITECs,iTE:P0828:n4,continuous power output,4,0.7829787135124207,False
focused_clause,iTE:P0388:n2,continuous operation of ITECs,iTE:P0370:n2,operate resistive sensors,5,0.7772430777549744,False
focused_clause,iTE:P0388:n2,continuous operation of ITECs,iTE:P0371:n3,repeated charge and discharge cycles,6,0.7677409052848816,False
focused_clause,iTE:P0388:n2,continuous operation of ITECs,iTE:P0370:n4,humidity monitoring,7,0.7639676928520203,False
focused_clause,iTE:P0388:n2,continuous operation of ITECs,iTE:P0353:n5,continuous power generation,8,0.7590653896331787,False
focused_clause,iTE:P0388:n2,continuous operation of ITECs,iTE:P1547:n3,output stability,9,0.7502668499946594,False
focused_clause,iTE:P0388:n2,continuous operation of ITECs,iTE:P0410:n1,charging efficiency of the ITESC,10,0.748150110244751,False
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n1,"SiO2, modified graphene (mG), and Ti3C2Tx",1,0.9734561443328857,True
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n2,crystallinity,2,0.9668471217155457,True
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n4,hydrogen bonding,3,0.9550343155860901,True
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n3,interfacial phonon scattering,4,0.9443027973175049,True
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0675:n2,Thermoelectric performance,5,0.9068282842636108,False
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0480:n2,thermoelectric properties,6,0.8791108727455139,False
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P1566:n3,thermoelectric performance,7,0.8752069473266602,False
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0933:n3,thermoelectric performance,8,0.8746095299720764,False
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0745:n2,thermoelectric properties,9,0.8737583160400391,False
focused_clause,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0579:n3,thermoelectric performance,10,0.8729122281074524,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P0426:n1,ionic gating,1,0.982602059841156,True
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P0832:n2,carrier concentration,2,0.9051195979118347,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P1308:n2,charge carriers concentration n,3,0.891194224357605,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P1492:n2,charge carrier concentration,4,0.8807581067085266,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P0582:n2,carrier concentration,5,0.8772955536842346,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P1940:n2,charge carrier concentration,6,0.8766631484031677,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P1535:n2,increase of the carrier concentration,7,0.8752515316009521,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P0375:n1,ion carrier concentration,8,0.8732749819755554,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P1716:n1,doping level,9,0.8731391429901123,False
focused_clause,iTE:P0426:n2,carrier concentration,iTE:P0764:n3,ionic conductivity,10,0.8715728521347046,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0512:n2,phase separation effects,1,0.9598395228385925,True
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0512:n1,hydrogen bonds and electrostatic interactions between ions and LCE molecular chains,2,0.9596729278564453,True
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0341:n3,elastic tensile and self-healing properties,3,0.8664782643318176,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0341:n1,hydrogen bonding,4,0.8628868460655212,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0562:n2,power factor,5,0.8589810132980347,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0450:n3,"mechanical resilience, adhesion properties, and self-healing properties",6,0.8584117293357849,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0341:n2,ion-dipole interactions,7,0.8561253547668457,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P1553:n4,n-type TE properties,8,0.8553314208984375,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0678:n2,mechanical properties and harsh environment stability,9,0.8516004681587219,False
focused_clause,iTE:P0512:n3,n-type characteristics,iTE:P0562:n1,ion-inducedcarrier migration,10,0.8514567613601685,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P0582:n3,power factor,1,0.975774884223938,True
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P0582:n1,La3+ substitution for In3+,2,0.9743511080741882,True
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P1492:n2,charge carrier concentration,3,0.8847621083259583,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P1043:n1,decrease in carrier concentration,4,0.8840001225471497,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P0932:n4,reduction of charge carriers,5,0.8810051083564758,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P1127:n1,decrease in carrier concentration,6,0.8789985179901123,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P1171:n2,carrier concentration,7,0.8787792325019836,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P1157:n2,carrier concentration,8,0.8786717653274536,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P0426:n2,carrier concentration,9,0.8772955536842346,False
focused_clause,iTE:P0582:n2,carrier concentration,iTE:P1940:n2,charge carrier concentration,10,0.8764477968215942,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P0591:n2,immobilizes Zn2+,1,0.9662853479385376,True
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P1721:n2,mechanical robustness,2,0.8313050866127014,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P0722:n2,long-range Zn2+ migration,3,0.827530562877655,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P1069:n1,Zn depletion,4,0.823534369468689,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P0722:n1,Doping Cd or Ge on the Zn site,5,0.8234062790870667,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P0722:n3,stabilizes beta-Zn4Sb3,6,0.8211442828178406,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P0809:n1,Zn doping Ca site,7,0.8189865946769714,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P1009:n2,figure of merit,8,0.8189826011657715,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P1082:n2,long-term operational stability,9,0.818500280380249,False
focused_clause,iTE:P0591:n3,mechanical performance,iTE:P1082:n1,blocking the Zn ion migration,10,0.8177704811096191,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0619:n3,electrical conductivity decay,1,0.9728987812995911,True
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0619:n2,interdomain charge carrier transport,2,0.9693564772605896,True
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1528:n1,interconnected and large PEDOT- and PSS-rich domains,3,0.88722825050354,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1528:n2,charge mobility,4,0.8785260319709778,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1430:n1,interconnected network of elongated PEDOT grains,5,0.8727168440818787,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1257:n2,enhanced electrical conductivity,6,0.8722864389419556,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0482:n2,optimized PEDOT domain distribution,7,0.8708740472793579,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1528:n3,transconductance,8,0.8704877495765686,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1758:n2,linear distance,9,0.8677886724472046,False
focused_clause,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1758:n3,conductivity and mobility of the charge carriers,10,0.8659199476242065,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0718:n2,Electrical conductivity,1,0.9999998211860657,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0636:n3,Seebeck coefficient,2,0.9830935001373291,True
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0718:n3,Seebeck coefficient,3,0.9830935001373291,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0636:n1,ionic radius of rare-earth elements,4,0.9714488387107849,True
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0718:n1,ionic radius of rare-earth elements,5,0.9714488387107849,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P1670:n2,electrical conductivity,6,0.918641209602356,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0764:n3,ionic conductivity,7,0.9155693650245667,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P1508:n2,electrical conductivity,8,0.9142332077026367,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0993:n2,Seebeck coefficients,9,0.913608968257904,False
focused_clause,iTE:P0636:n2,Electrical conductivity,iTE:P0632:n1,ionic radii of the rare earth cations,10,0.909144401550293,False
focused_clause,iTE:P0721:n1,concentration,iTE:P1071:n2,electrical conductivity,1,0.9124012589454651,False
focused_clause,iTE:P0721:n1,concentration,iTE:P1457:n3,temperature and concentration,2,0.8873457908630371,False
focused_clause,iTE:P0721:n1,concentration,iTE:P0886:n2,temperature dependence of thermoelectric power,3,0.8826020359992981,False
focused_clause,iTE:P0721:n1,concentration,iTE:P0886:n1,competition of the electronic and ionic transport,4,0.8798276782035828,False
focused_clause,iTE:P0721:n1,concentration,iTE:P0451:n2,ionic conductivity,5,0.8698440194129944,False
focused_clause,iTE:P0721:n1,concentration,iTE:P0592:n1,concentration of ionic liquid,6,0.8682796955108643,False
focused_clause,iTE:P0721:n1,concentration,iTE:P0729:n2,thermoelectric power,7,0.8677492737770081,False
focused_clause,iTE:P0721:n1,concentration,iTE:P0578:n2,thermoelectric performance,8,0.8666797876358032,False
focused_clause,iTE:P0721:n1,concentration,iTE:P0657:n2,p-n conversion,9,0.8650321960449219,False
focused_clause,iTE:P0721:n1,concentration,iTE:P1566:n3,thermoelectric performance,10,0.8649693131446838,False
focused_clause,iTE:P0724:n3,p-type,iTE:P0724:n4,n-type carbon nanotubes,1,0.9867388606071472,True
focused_clause,iTE:P0724:n3,p-type,iTE:P0724:n2,non-ionic surfactants,2,0.9783313870429993,True
focused_clause,iTE:P0724:n3,p-type,iTE:P0724:n1,anionic,3,0.9761850237846375,True
focused_clause,iTE:P0724:n3,p-type,iTE:P0368:n1,carbon black/multiwalled carbon nanotubes (CB/MWCNTs),4,0.8672885894775391,False
focused_clause,iTE:P0724:n3,p-type,iTE:P0807:n2,p-doping,5,0.8552700281143188,False
focused_clause,iTE:P0724:n3,p-type,iTE:P0368:n4,ionic diffusion,6,0.8491250872612,False
focused_clause,iTE:P0724:n3,p-type,iTE:P0368:n2,Photothermal (PT) conversion properties,7,0.8475685715675354,False
focused_clause,iTE:P0724:n3,p-type,iTE:P1169:n1,selective ion transport pathways,8,0.8437435626983643,False
focused_clause,iTE:P0724:n3,p-type,iTE:P0896:n3,p-type,9,0.8434572219848633,False
focused_clause,iTE:P0724:n3,p-type,iTE:P1274:n2,formation of tightly assembled nanoparticles,10,0.8348356485366821,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0482:n2,optimized PEDOT domain distribution,1,0.9000500440597534,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0482:n3,film conductivity,2,0.883125364780426,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0482:n1,morphological rearrangement,3,0.8809021711349487,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P1141:n1,humidity increase,4,0.8498519659042358,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0764:n1,Low hygroscopicity,5,0.8472881317138672,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0890:n1,P/D/ED film,6,0.8383961915969849,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0890:n3,strain and bending stability,7,0.8293944597244263,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0688:n3,TE performance of PEDOT:PSS films,8,0.8288530111312866,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0764:n2,moisture-assisted ion conducting channel,9,0.8252652287483215,False
focused_clause,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0688:n1,ILs,10,0.8241887092590332,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P1072:n2,Seebeck coefficient,1,0.9458314180374146,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P1929:n2,Seebeck coefficient value of 373 & mu;V/K,2,0.9424923658370972,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P1457:n2,Seebeck coefficient,3,0.9360937476158142,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P0888:n2,Seebeck coefficient reversibly transitions from +43 to -45 mu V/K,4,0.9359701871871948,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P0506:n2,Seebeck coefficient,5,0.9286782741546631,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P1479:n1,Seebeck coefficients,6,0.9257990121841431,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P0804:n2,Seebeck coefficient,7,0.92570561170578,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P1024:n2,Seebeck coefficient,8,0.9237919449806213,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P1254:n2,Seebeck coefficient,9,0.9208060503005981,False
focused_clause,iTE:P0833:n2,Seebeck coefficient S,iTE:P0866:n3,Seebeck coefficient of the PANI,10,0.9188892245292664,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0833:n2,Seebeck coefficient S,1,0.9188892245292664,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P1457:n2,Seebeck coefficient,2,0.9067705869674683,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0414:n3,Seebeck coefficient,3,0.8992424607276917,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P1072:n2,Seebeck coefficient,4,0.8966530561447144,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0888:n2,Seebeck coefficient reversibly transitions from +43 to -45 mu V/K,5,0.8947349190711975,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0804:n2,Seebeck coefficient,6,0.8918560147285461,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0487:n2,switch in polarity of the Seebeck coefficient,7,0.8912643194198608,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0506:n2,Seebeck coefficient,8,0.8903934359550476,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0884:n4,negative Seebeck coefficient,9,0.887772798538208,False
focused_clause,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0884:n2,positive Seebeck coefficient,10,0.8877140283584595,False
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P0870:n2,metallic-type properties,1,0.8702206015586853,True
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P0870:n3,ionic charge compensation,2,0.8680390119552612,True
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P1050:n2,electrical conductivity,3,0.8636274337768555,False
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P0870:n1,electronic charge compensation,4,0.8617319464683533,True
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P0901:n1,band conduction in rutile TiO2,5,0.8538055419921875,False
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P1050:n1,ionic charge carriers,6,0.850368082523346,False
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P1558:n1,Thermoelectric power (TEP),7,0.8472273945808411,False
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P1786:n2,low electrical conductivity of TiO2,8,0.8441664576530457,False
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P1558:n2,n-type conductivity,9,0.8373660445213318,False
focused_clause,iTE:P0870:n4,semiconducting properties,iTE:P1510:n2,thermoelectric power factors,10,0.8366291522979736,False
focused_clause,iTE:P0896:n3,p-type,iTE:P0896:n4,n-type semiconducting characteristics,1,0.9834111928939819,True
focused_clause,iTE:P0896:n3,p-type,iTE:P0896:n1,pristine,2,0.9798978567123413,True
focused_clause,iTE:P0896:n3,p-type,iTE:P0896:n2,annealed SrTiO3 nanoparticles,3,0.9681217670440674,True
focused_clause,iTE:P0896:n3,p-type,iTE:P0460:n2,mixed ionic-electronic thermoelectric cement-based composite,4,0.8741825819015503,False
focused_clause,iTE:P0896:n3,p-type,iTE:P0480:n2,thermoelectric properties,5,0.872262716293335,False
focused_clause,iTE:P0896:n3,p-type,iTE:P0343:n3,n-type thermoelectric behavior,6,0.8709009885787964,False
focused_clause,iTE:P0896:n3,p-type,iTE:P0460:n1,cooperative work between the metal cations and the holes carriers,7,0.8576073050498962,False
focused_clause,iTE:P0896:n3,p-type,iTE:P0724:n3,p-type,8,0.8434572219848633,False
focused_clause,iTE:P0896:n3,p-type,iTE:P0369:n5,thermoelectric voltage,9,0.8419098854064941,False
focused_clause,iTE:P0896:n3,p-type,iTE:P0369:n4,finer pore distribution,10,0.8321954607963562,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P0914:n1,Sn,1,0.9786214232444763,True
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P0914:n2,substitute Sb,2,0.9589452147483826,True
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1444:n2,p-type character,3,0.8431015014648438,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1941:n2,partial covalent character,4,0.8327150344848633,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1490:n2,p-type nature of Cs2CdZnCl6,5,0.8274738192558289,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1279:n1,higher substitution,6,0.8268516063690186,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1807:n2,p-type (2DHG) to n-type (2DEG),7,0.8260902762413025,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1279:n2,p-type conduction,8,0.8259819149971008,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1757:n1,p-type semiconductors,9,0.8228089809417725,False
focused_clause,iTE:P0914:n3,p-type characteristics,iTE:P1941:n1,Sn doping,10,0.8218413591384888,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0932:n1,PSS separation from PEDOT,1,0.9850245118141174,True
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0932:n2,conformational change of the PEDOT chains,2,0.9750849604606628,True
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1613:n3,electrical conductivity,3,0.8973270058631897,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1613:n2,removing the insulating PSS,4,0.8938913345336914,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1613:n4,benzenoid-to-quinoid conformational transformation,5,0.8892833590507507,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0858:n2,phase separation of PEDOT:PSS,6,0.8888332843780518,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1613:n1,H2SO4 and EMIM-DCA,7,0.8835114240646362,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1257:n1,removal of the excess insulating PSS and the phase separation between the PEDOT and PSS chains,8,0.88102126121521,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1528:n1,interconnected and large PEDOT- and PSS-rich domains,9,0.880389392375946,False
focused_clause,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0858:n3,linear quinoid conformation of PEDOT,10,0.8794007301330566,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0940:n1,ion exchange,1,0.9566048383712769,True
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0478:n2,rearrangement of the molecular chain of PEDOT,2,0.9084061980247498,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0409:n2,ILs,3,0.9083205461502075,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0503:n3,ionic conductivity,4,0.899734377861023,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1141:n3,ionic conductivity,5,0.8981927037239075,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1482:n4,electrical conductivity,6,0.8971020579338074,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0634:n2,"positively charged, conducting PEDOT",7,0.8954773545265198,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0462:n1,small-(MMIM BF4),8,0.8953992128372192,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0478:n1,ionic liquid,9,0.8938937187194824,False
focused_clause,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0462:n2,large-sized cations (HMIM BF4),10,0.893528401851654,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P0955:n1,bromine as a dopant,1,0.9787853360176086,True
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P1680:n2,n-type carrier density,2,0.8864936232566833,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P1940:n2,charge carrier concentration,3,0.8795944452285767,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P1849:n1,reduction in hole carrier concentration,4,0.8699997067451477,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P0751:n1,optimal carrier concentration,5,0.8636350631713867,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P1680:n1,Cu ion conduction in addition to Ag ion conduction,6,0.8625094890594482,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P1157:n2,carrier concentration,7,0.8586007952690125,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P1492:n2,charge carrier concentration,8,0.858578085899353,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P0999:n2,inversion of the sign of predominant charge carriers,9,0.8540158271789551,False
focused_clause,iTE:P0955:n2,charge carrier concentration,iTE:P1882:n1,increasing Se concentrations,10,0.8538931608200073,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P0983:n1,CoNbMnSi,1,0.8829742074012756,True
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P1904:n2,weak ferromagnetism,2,0.8433845639228821,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P1006:n2,half-metallic character,3,0.8429436683654785,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P0948:n2,ferromagnetic,4,0.8385900259017944,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P1018:n2,half-metallic character,5,0.8186599016189575,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P1586:n3,quasi-metallic state,6,0.8175885677337646,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P1093:n2,half-metal,7,0.8147038221359253,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P1830:n2,low magnetic moment,8,0.8123413920402527,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P0948:n1,doping of C and N,9,0.8117351531982422,False
focused_clause,iTE:P0983:n2,half-metallicity character,iTE:P1509:n2,half-metallic gap,10,0.8086188435554504,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1132:n1,Cr doping,1,0.9065414667129517,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1004:n2,Seebeck coefficient,2,0.8895969986915588,True
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1928:n1,increasing doping level,3,0.8725610971450806,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1516:n1,n-doping,4,0.8673619627952576,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P0623:n1,Se doping,5,0.863699734210968,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1594:n2,metal-insulator transition temperature,6,0.8624011278152466,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1516:n2,thermoelectric power factor,7,0.8621491193771362,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1510:n1,n-doping,8,0.8617663383483887,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1083:n2,Variation in the thermoelectric properties,9,0.8583968877792358,False
focused_clause,iTE:P1004:n1,Cr doping,iTE:P1928:n2,thermoelectric powers of the Ba- and Sr-doped systems,10,0.8579515218734741,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1018:n2,half-metallic character,1,0.8690863251686096,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1092:n1,MgSc2Te4 and MgY2Te4,2,0.8530896902084351,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1092:n2,semiconducting natures with a direct band gap,3,0.8474342226982117,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1536:n1,metallic nature,4,0.8472609519958496,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P0983:n2,half-metallicity character,5,0.8429436683654785,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1509:n2,half-metallic gap,6,0.8406170010566711,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1536:n3,MgCu3GaSe4,7,0.8366160988807678,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1006:n1,MgEu2X4 (X = S and Se),8,0.8357085585594177,True
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1757:n2,bandgaps,9,0.8331263065338135,False
focused_clause,iTE:P1006:n2,half-metallic character,iTE:P1358:n1,Mg2Si,10,0.8319718837738037,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1025:n1,interband transitions,1,0.9462653398513794,True
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1587:n4,electrical and thermal conductivities,2,0.8937275409698486,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1843:n2,enhanced polarizability,3,0.882140576839447,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1587:n3,enhanced optical absorption,4,0.8806143403053284,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1834:n2,enhancing the conductivity,5,0.866182267665863,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1843:n1,heavier cations,6,0.8625079393386841,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1596:n1,optical absorption and thermoelectric effect,7,0.8617252111434937,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1587:n2,band gap narrowing,8,0.8611470460891724,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1953:n1,low transmittance and high absorption coefficient in the far ultra-violet region,9,0.8599295020103455,False
focused_clause,iTE:P1025:n2,optical conductivity,iTE:P1819:n2,low thermal conductivity,10,0.8575016260147095,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P1093:n1,adding a F atom,1,0.9687346816062927,True
focused_clause,iTE:P1093:n2,half-metal,iTE:P1018:n2,half-metallic character,2,0.8290576338768005,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P1006:n2,half-metallic character,3,0.8161703944206238,False
