entry_id,paper_id,year,role,tag
TG_0282_mechanism,TG_0282,2016,mechanism,redox concentration gradient
TG_0282_mechanism,TG_0282,2016,mechanism,host-guest/crown-ether complexation
TG_0283_material,TG_0283,2022,material,porous/redox electrode interface
TG_0283_material,TG_0283,2022,material,hydrogel thermocell platform
TG_0283_material,TG_0283,2022,material,salting-out/crystallization transition
TG_0283_mechanism,TG_0283,2022,mechanism,porous/redox electrode interface
TG_0283_mechanism,TG_0283,2022,mechanism,hydrogel thermocell platform
TG_0283_mechanism,TG_0283,2022,mechanism,salting-out/crystallization transition
TG_0284_material,TG_0284,2020,material,thermogalvanic electrolyte
TG_0285_material,TG_0285,2023,material,MXene/carbon photothermal scaffold
TG_0285_material,TG_0285,2023,material,porous/redox electrode interface
TG_0285_material,TG_0285,2023,material,hydrogel thermocell platform
TG_0285_mechanism,TG_0285,2023,mechanism,MXene/carbon photothermal scaffold
TG_0285_mechanism,TG_0285,2023,mechanism,porous/redox electrode interface
TG_0285_mechanism,TG_0285,2023,mechanism,hydrogel thermocell platform
TG_0286_material,TG_0286,2014,material,ferri/ferrocyanide redox couple
TG_0288_material,TG_0288,2010,material,MXene/carbon photothermal scaffold
TG_0288_material,TG_0288,2010,material,porous/redox electrode interface
TG_0288_material,TG_0288,2010,material,hydrogel thermocell platform
TG_0289_material,TG_0289,2023,material,host-guest/crown-ether complexation
TG_0290_material,TG_0290,2018,material,thermogalvanic electrolyte
TG_0290_mechanism,TG_0290,2018,mechanism,porous/redox electrode interface
TG_0290_mechanism,TG_0290,2018,mechanism,hydrogel thermocell platform
TG_0291_material,TG_0291,2023,material,porous/redox electrode interface
TG_0291_mechanism,TG_0291,2023,mechanism,porous/redox electrode interface
TG_0291_mechanism,TG_0291,2023,mechanism,redox concentration gradient
TG_0292_material,TG_0292,2018,material,Fe2+/Fe3+ redox hydrogel
TG_0292_material,TG_0292,2018,material,ferri/ferrocyanide redox couple
TG_0292_material,TG_0292,2018,material,PEDOT:PSS redox/electrode system
TG_0292_material,TG_0292,2018,material,porous/redox electrode interface
TG_0292_mechanism,TG_0292,2018,mechanism,PEDOT:PSS redox/electrode system
TG_0293_material,TG_0293,2013,material,MXene/carbon photothermal scaffold
TG_0293_material,TG_0293,2013,material,porous/redox electrode interface
TG_0293_material,TG_0293,2013,material,hydrogel thermocell platform
TG_0293_mechanism,TG_0293,2013,mechanism,MXene/carbon photothermal scaffold
TG_0293_mechanism,TG_0293,2013,mechanism,porous/redox electrode interface
TG_0293_mechanism,TG_0293,2013,mechanism,hydrogel thermocell platform
TG_0294_mechanism,TG_0294,2023,mechanism,thermodiffusion/Soret transport
TG_0294_mechanism,TG_0294,2023,mechanism,redox concentration gradient
TG_0296_material,TG_0296,2021,material,thermodiffusion/Soret transport
TG_0298_material,TG_0298,2018,material,iodide/triiodide redox couple
TG_0298_mechanism,TG_0298,2018,mechanism,iodide/triiodide redox couple
TG_0299_material,TG_0299,2023,material,MXene/carbon photothermal scaffold
TG_0299_material,TG_0299,2023,material,porous/redox electrode interface
TG_0299_mechanism,TG_0299,2023,mechanism,MXene/carbon photothermal scaffold
TG_0299_mechanism,TG_0299,2023,mechanism,porous/redox electrode interface
TG_0299_mechanism,TG_0299,2023,mechanism,hydrogel thermocell platform
TG_0299_mechanism,TG_0299,2023,mechanism,ion transport/diffusion/migration
TG_0302_material,TG_0302,2014,material,ferri/ferrocyanide redox couple
TG_0302_material,TG_0302,2014,material,hydrogel thermocell platform
TG_0302_mechanism,TG_0302,2014,mechanism,hydrogel thermocell platform
TG_0303_material,TG_0303,2015,material,ionic liquid electrolyte
TG_0303_material,TG_0303,2015,material,MXene/carbon photothermal scaffold
TG_0303_material,TG_0303,2015,material,porous/redox electrode interface
TG_0303_material,TG_0303,2015,material,selective solvation entropy
TG_0303_mechanism,TG_0303,2015,mechanism,porous/redox electrode interface
TG_0304_material,TG_0304,2011,material,thermogalvanic electrolyte
TG_0304_mechanism,TG_0304,2011,mechanism,ionic liquid electrolyte
TG_0305_material,TG_0305,2018,material,ionic liquid electrolyte
TG_0306_material,TG_0306,2016,material,ionic liquid electrolyte
TG_0306_material,TG_0306,2016,material,MXene/carbon photothermal scaffold
TG_0308_mechanism,TG_0308,2022,mechanism,hydrogel thermocell platform
TG_0310_material,TG_0310,2016,material,ionic liquid electrolyte
TG_0310_material,TG_0310,2016,material,porous/redox electrode interface
TG_0310_mechanism,TG_0310,2016,mechanism,porous/redox electrode interface
TG_0311_material,TG_0311,2020,material,MXene/carbon photothermal scaffold
TG_0311_material,TG_0311,2020,material,porous/redox electrode interface
TG_0311_mechanism,TG_0311,2020,mechanism,MXene/carbon photothermal scaffold
TG_0311_mechanism,TG_0311,2020,mechanism,porous/redox electrode interface
TG_0311_mechanism,TG_0311,2020,mechanism,hydrogel thermocell platform
TG_0313_material,TG_0313,2016,material,Fe2+/Fe3+ redox hydrogel
TG_0313_material,TG_0313,2016,material,ferri/ferrocyanide redox couple
TG_0314_material,TG_0314,2018,material,hydrogel thermocell platform
TG_0314_material,TG_0314,2018,material,host-guest/crown-ether complexation
TG_0314_mechanism,TG_0314,2018,mechanism,redox entropy engineering
TG_0314_mechanism,TG_0314,2018,mechanism,host-guest/crown-ether complexation
TG_0315_material,TG_0315,2012,material,ferri/ferrocyanide redox couple
TG_0315_material,TG_0315,2012,material,MXene/carbon photothermal scaffold
TG_0315_material,TG_0315,2012,material,porous/redox electrode interface
TG_0315_mechanism,TG_0315,2012,mechanism,hydrogel thermocell platform
TG_0316_material,TG_0316,2018,material,porous/redox electrode interface
TG_0316_material,TG_0316,2018,material,hydrogel thermocell platform
TG_0316_mechanism,TG_0316,2018,mechanism,porous/redox electrode interface
TG_0316_mechanism,TG_0316,2018,mechanism,hydrogel thermocell platform
TG_0317_material,TG_0317,2018,material,salting-out/crystallization transition
TG_0317_mechanism,TG_0317,2018,mechanism,salting-out/crystallization transition
TG_0318_material,TG_0318,2017,material,MXene/carbon photothermal scaffold
TG_0318_material,TG_0318,2017,material,porous/redox electrode interface
TG_0318_mechanism,TG_0318,2017,mechanism,MXene/carbon photothermal scaffold
TG_0318_mechanism,TG_0318,2017,mechanism,porous/redox electrode interface
TG_0318_mechanism,TG_0318,2017,mechanism,hydrogel thermocell platform
TG_0319_material,TG_0319,2017,material,ferri/ferrocyanide redox couple
TG_0319_material,TG_0319,2017,material,porous/redox electrode interface
TG_0319_material,TG_0319,2017,material,hydrogel thermocell platform
TG_0319_mechanism,TG_0319,2017,mechanism,porous/redox electrode interface
TG_0320_material,TG_0320,2018,material,MXene/carbon photothermal scaffold
TG_0320_material,TG_0320,2018,material,hydrogel thermocell platform
TG_0320_mechanism,TG_0320,2018,mechanism,MXene/carbon photothermal scaffold
TG_0320_mechanism,TG_0320,2018,mechanism,porous/redox electrode interface
TG_0323_material,TG_0323,2017,material,MXene/carbon photothermal scaffold
TG_0324_material,TG_0324,2016,material,iodide/triiodide redox couple
TG_0324_material,TG_0324,2016,material,MXene/carbon photothermal scaffold
TG_0324_material,TG_0324,2016,material,selective solvation entropy
TG_0324_mechanism,TG_0324,2016,mechanism,iodide/triiodide redox couple
TG_0325_material,TG_0325,2013,material,MXene/carbon photothermal scaffold
TG_0327_material,TG_0327,1998,material,MXene/carbon photothermal scaffold
TG_0327_material,TG_0327,1998,material,porous/redox electrode interface
TG_0327_material,TG_0327,1998,material,hydrogel thermocell platform
TG_0327_mechanism,TG_0327,1998,mechanism,porous/redox electrode interface
TG_0327_mechanism,TG_0327,1998,mechanism,hydrogel thermocell platform
TG_0330_material,TG_0330,1994,material,ferri/ferrocyanide redox couple
TG_0330_mechanism,TG_0330,1994,mechanism,ferri/ferrocyanide redox couple
TG_0331_material,TG_0331,1994,material,ferri/ferrocyanide redox couple
