paper_id,year,title,doi,role,phrase
TG_0107,2020,Electrochemical Impedance Analysis of Thermogalvanic Cells,10.1007/s40242-020-0126-y,material,porous/redox electrode interface
TG_0107,2020,Electrochemical Impedance Analysis of Thermogalvanic Cells,10.1007/s40242-020-0126-y,mechanism,ion transport/diffusion/migration
TG_0109,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,material,ferri/ferrocyanide redox couple
TG_0109,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,material,self-powered sensing/wearable interface
TG_0109,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,mechanism,porous/redox electrode interface
TG_0109,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,mechanism,self-powered sensing/wearable interface
TG_0110,2020,Thermogalvanic and local field effects in SiO2 structure,10.1007/s13204-020-01447-2,material,porous/redox electrode interface
TG_0111,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,material,Fe2+/Fe3+ redox hydrogel
TG_0111,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,material,ferri/ferrocyanide redox couple
TG_0111,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,material,MXene/carbon photothermal scaffold
TG_0111,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,material,porous/redox electrode interface
TG_0111,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,mechanism,ferri/ferrocyanide redox couple
TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,material,Fe2+/Fe3+ redox hydrogel
TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,material,ferri/ferrocyanide redox couple
TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,material,PEDOT:PSS redox/electrode system
TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,material,porous/redox electrode interface
TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,material,thermogalvanic electrolyte
TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,mechanism,PEDOT:PSS redox/electrode system
TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,mechanism,porous/redox electrode interface
TG_0115,2017,A hybrid of thermogalvanic and concentration galvanic cells as an effective device for converting low-potential heat energy into electricity,10.1016/j.ijheatmasstransfer.2017.01.069,material,porous/redox electrode interface
TG_0116,2016,Flexible organic photo-thermogalvanic cell for low power applications,10.1007/s10854-015-4043-7,material,MXene/carbon photothermal scaffold
TG_0117,2016,Thermogalvanic Currents in Steel Reinforced Concrete,10.1016/j.electacta.2015.11.138,material,MXene/carbon photothermal scaffold
TG_0118,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,material,ferri/ferrocyanide redox couple
TG_0118,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,material,iodide/triiodide redox couple
TG_0118,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,material,porous/redox electrode interface
TG_0118,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,mechanism,iodide/triiodide redox couple
TG_0119,2016,High-Performance Thermogalvanic Cell Based on Organic Nanofluids,10.3866/PKU.WHXB201606281,material,MXene/carbon photothermal scaffold
TG_0119,2016,High-Performance Thermogalvanic Cell Based on Organic Nanofluids,10.3866/PKU.WHXB201606281,material,porous/redox electrode interface
TG_0120,2014,The amplifying effect of natural convection on power generation of thermogalvanic cells,10.1016/j.ijheatmasstransfer.2014.07.007,mechanism,porous/redox electrode interface
TG_0121,2013,Liquid Thermoelectrics: Review of Recent And Limited New Data of Thermogalvanic Cell Experiments,10.1080/15567265.2013.776149,mechanism,redox entropy engineering
TG_0122,2012,Thermogalvanic corrosion of Alloy 31 in different heavy brine LiBr solutions,10.1016/j.corsci.2011.10.001,material,porous/redox electrode interface
TG_0122,2012,Thermogalvanic corrosion of Alloy 31 in different heavy brine LiBr solutions,10.1016/j.corsci.2011.10.001,mechanism,porous/redox electrode interface
TG_0123,2012,Thermogalvanic corrosion and galvanic effects of copper and AISI 316L stainless steel pairs in heavy LiBr brines under hydrodynamic conditions,10.1016/j.corsci.2012.04.001,mechanism,porous/redox electrode interface
TG_0124,2011,Energy Harvesting and Storage with Lithium-Ion Thermogalvanic Cells,10.1149/1.3568820,material,MXene/carbon photothermal scaffold
TG_0124,2011,Energy Harvesting and Storage with Lithium-Ion Thermogalvanic Cells,10.1149/1.3568820,material,porous/redox electrode interface
TG_0124,2011,Energy Harvesting and Storage with Lithium-Ion Thermogalvanic Cells,10.1149/1.3568820,mechanism,porous/redox electrode interface
TG_0125,2012,Thermogalvanic effects on the corrosion of copper in heavy brine LiBr solutions,10.1016/j.corsci.2012.06.012,material,porous/redox electrode interface
TG_0126,1996,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,material,Fe2+/Fe3+ redox hydrogel
TG_0126,1996,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,material,ferri/ferrocyanide redox couple
TG_0126,1996,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,material,porous/redox electrode interface
TG_0126,1996,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,mechanism,porous/redox electrode interface
TG_0127,1995,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,material,Fe2+/Fe3+ redox hydrogel
TG_0127,1995,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,material,ferri/ferrocyanide redox couple
TG_0127,1995,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,material,porous/redox electrode interface
TG_0127,1995,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,mechanism,ion transport/diffusion/migration
TG_0128,1994,THEORETICAL-STUDY OF THERMOGALVANIC CELLS IN STEADY-STATE,10.1016/0013-4686(94)80106-1,material,ion transport/diffusion/migration
TG_0128,1994,THEORETICAL-STUDY OF THERMOGALVANIC CELLS IN STEADY-STATE,10.1016/0013-4686(94)80106-1,mechanism,porous/redox electrode interface
TG_0129,1994,THERMOELECTRIC EFFECTS IN ELECTROCHEMICAL SYSTEMS - NONCONVENTIONAL THERMOGALVANIC CELLS,10.1016/0378-7753(94)02015-9,mechanism,porous/redox electrode interface
TG_0130,2011,Effect of Temperature on Thermogalvanic Coupling of Alloy 31 in Libr Solutions Studied by Means of Imposed Potential Measurements,,mechanism,porous/redox electrode interface
TG_0132,1991,EXPERIMENTAL AND THEORETICAL-ANALYSIS OF A THERMOGALVANIC UNDIVIDED FLOW CELL WITH 2 AQUEOUS-ELECTROLYTES AT DIFFERENT TEMPERATURES,10.1007/BF01041456,material,ferri/ferrocyanide redox couple
TG_0132,1991,EXPERIMENTAL AND THEORETICAL-ANALYSIS OF A THERMOGALVANIC UNDIVIDED FLOW CELL WITH 2 AQUEOUS-ELECTROLYTES AT DIFFERENT TEMPERATURES,10.1007/BF01041456,mechanism,porous/redox electrode interface
TG_0133,2004,Hydrovoltaic cells. Part II: Thermogalvanic cells and numerical simulations of thermal diffusion potentials,10.1016/j.jelechem.2003.09.033,material,thermogalvanic electrolyte
TG_0133,2004,Hydrovoltaic cells. Part II: Thermogalvanic cells and numerical simulations of thermal diffusion potentials,10.1016/j.jelechem.2003.09.033,mechanism,thermodiffusion/Soret transport
TG_0134,2025,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,material,Fe2+/Fe3+ redox hydrogel
TG_0134,2025,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,material,MXene/carbon photothermal scaffold
TG_0134,2025,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,material,porous/redox electrode interface
TG_0134,2025,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,material,hydrogel thermocell platform
TG_0134,2025,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0134,2025,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,mechanism,MXene/carbon photothermal scaffold
TG_0134,2025,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,10.1021/acsnano.4c12294,mechanism,porous/redox electrode interface
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,material,ferri/ferrocyanide redox couple
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,material,PVA hydrogel electrolyte
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,material,MXene/carbon photothermal scaffold
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,material,hydrogel thermocell platform
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,material,photothermal/radiative thermal management
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,mechanism,ferri/ferrocyanide redox couple
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,mechanism,hydrogel thermocell platform
TG_0135,2025,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,10.1021/acssuschemeng.4c10855,mechanism,photothermal/radiative thermal management
TG_0136,2024,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,10.1039/d3ee03759b,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0136,2024,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,10.1039/d3ee03759b,mechanism,thermodiffusion/Soret transport
TG_0137,2026,A self-powered hydrogel electronic skin with decoupled multimodal sensing for closed-loop human-machine interactions,10.1038/s41467-026-69450-9,material,PVA hydrogel electrolyte
TG_0137,2026,A self-powered hydrogel electronic skin with decoupled multimodal sensing for closed-loop human-machine interactions,10.1038/s41467-026-69450-9,material,hydrogel thermocell platform
TG_0137,2026,A self-powered hydrogel electronic skin with decoupled multimodal sensing for closed-loop human-machine interactions,10.1038/s41467-026-69450-9,material,self-powered sensing/wearable interface
TG_0137,2026,A self-powered hydrogel electronic skin with decoupled multimodal sensing for closed-loop human-machine interactions,10.1038/s41467-026-69450-9,mechanism,organic redox couple
TG_0137,2026,A self-powered hydrogel electronic skin with decoupled multimodal sensing for closed-loop human-machine interactions,10.1038/s41467-026-69450-9,mechanism,self-powered sensing/wearable interface
TG_0138,2025,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,10.1002/adfm.202417740,material,Fe2+/Fe3+ redox hydrogel
TG_0138,2025,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,10.1002/adfm.202417740,material,ferri/ferrocyanide redox couple
TG_0138,2025,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,10.1002/adfm.202417740,material,porous/redox electrode interface
TG_0138,2025,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,10.1002/adfm.202417740,material,hydrogel thermocell platform
TG_0138,2025,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,10.1002/adfm.202417740,material,chaotropic polymer-water regulation
TG_0138,2025,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,10.1002/adfm.202417740,mechanism,porous/redox electrode interface
TG_0139,2025,Large Temperature Dependence of Redox Potential Driven by Semiclathrate Hydrate Formation for Thermo-Electrochemical Conversion,10.1021/jacs.5c04430,material,Fe2+/Fe3+ redox hydrogel
TG_0139,2025,Large Temperature Dependence of Redox Potential Driven by Semiclathrate Hydrate Formation for Thermo-Electrochemical Conversion,10.1021/jacs.5c04430,material,ferri/ferrocyanide redox couple
TG_0139,2025,Large Temperature Dependence of Redox Potential Driven by Semiclathrate Hydrate Formation for Thermo-Electrochemical Conversion,10.1021/jacs.5c04430,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0139,2025,Large Temperature Dependence of Redox Potential Driven by Semiclathrate Hydrate Formation for Thermo-Electrochemical Conversion,10.1021/jacs.5c04430,mechanism,ferri/ferrocyanide redox couple
TG_0140,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,mechanism,porous/redox electrode interface
TG_0140,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,mechanism,thermodiffusion/Soret transport
TG_0141,2025,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,10.1002/advs.202509400,material,Fe2+/Fe3+ redox hydrogel
TG_0141,2025,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,10.1002/advs.202509400,material,ionic liquid electrolyte
TG_0141,2025,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,10.1002/advs.202509400,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0141,2025,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,10.1002/advs.202509400,mechanism,ion transport/diffusion/migration
TG_0141,2025,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,10.1002/advs.202509400,mechanism,host-guest/crown-ether complexation
TG_0142,2025,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,10.1016/j.nanoen.2025.111156,material,gelatin/GelMA hydrogel
TG_0142,2025,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,10.1016/j.nanoen.2025.111156,material,self-powered sensing/wearable interface
TG_0142,2025,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,10.1016/j.nanoen.2025.111156,mechanism,thermodiffusion/Soret transport
TG_0142,2025,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,10.1016/j.nanoen.2025.111156,mechanism,self-powered sensing/wearable interface
TG_0143,2026,Modulating thermo-diffusion/galvanic coupling via ion speciation engineering enables high-performance ionic thermoelectric cells,10.1038/s41467-026-68721-9,material,PVA hydrogel electrolyte
TG_0143,2026,Modulating thermo-diffusion/galvanic coupling via ion speciation engineering enables high-performance ionic thermoelectric cells,10.1038/s41467-026-68721-9,material,host-guest/crown-ether complexation
TG_0143,2026,Modulating thermo-diffusion/galvanic coupling via ion speciation engineering enables high-performance ionic thermoelectric cells,10.1038/s41467-026-68721-9,mechanism,thermodiffusion/Soret transport
TG_0144,2020,Giant thermopower of ionic gelatin near room temperature,10.1126/science.aaz5045,material,ferri/ferrocyanide redox couple
TG_0144,2020,Giant thermopower of ionic gelatin near room temperature,10.1126/science.aaz5045,material,gelatin/GelMA hydrogel
TG_0144,2020,Giant thermopower of ionic gelatin near room temperature,10.1126/science.aaz5045,mechanism,ferri/ferrocyanide redox couple
TG_0144,2020,Giant thermopower of ionic gelatin near room temperature,10.1126/science.aaz5045,mechanism,thermodiffusion/Soret transport
TG_0145,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,mechanism,redox entropy engineering
TG_0145,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,mechanism,thermodiffusion/Soret transport
TG_0146,2024,"Finger temperature-driven thermogalvainc gel-based smart pen: Utilized for identity recognition, stroke analysis, and grip posture assessment",10.1016/j.nanoen.2024.109366,material,PVA hydrogel electrolyte
TG_0146,2024,"Finger temperature-driven thermogalvainc gel-based smart pen: Utilized for identity recognition, stroke analysis, and grip posture assessment",10.1016/j.nanoen.2024.109366,material,gelatin/GelMA hydrogel
TG_0146,2024,"Finger temperature-driven thermogalvainc gel-based smart pen: Utilized for identity recognition, stroke analysis, and grip posture assessment",10.1016/j.nanoen.2024.109366,mechanism,self-powered sensing/wearable interface
TG_0148,2025,Thermo-electrochemical cells enable efficient and flexible power supplies: From materials to applications,10.1016/j.ensm.2024.103902,material,porous/redox electrode interface
TG_0148,2025,Thermo-electrochemical cells enable efficient and flexible power supplies: From materials to applications,10.1016/j.ensm.2024.103902,mechanism,hydrogel thermocell platform
TG_0149,2024,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,10.1016/j.jpowsour.2024.234647,material,ferri/ferrocyanide redox couple
TG_0149,2024,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,10.1016/j.jpowsour.2024.234647,material,PVA hydrogel electrolyte
TG_0149,2024,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,10.1016/j.jpowsour.2024.234647,material,cellulose hydrogel scaffold
TG_0149,2024,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,10.1016/j.jpowsour.2024.234647,material,hydrogel thermocell platform
TG_0149,2024,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,10.1016/j.jpowsour.2024.234647,mechanism,ferri/ferrocyanide redox couple
TG_0149,2024,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,10.1016/j.jpowsour.2024.234647,mechanism,hydrogel thermocell platform
TG_0153,2023,Constructing Flexible Film Electrode with Porous Layered Structure by MXene/SWCNTs/PANI Ternary Composite for Efficient Low-Grade Thermal Energy Harvest,10.1002/adfm.202209806,material,MXene/carbon photothermal scaffold
TG_0153,2023,Constructing Flexible Film Electrode with Porous Layered Structure by MXene/SWCNTs/PANI Ternary Composite for Efficient Low-Grade Thermal Energy Harvest,10.1002/adfm.202209806,material,porous/redox electrode interface
TG_0153,2023,Constructing Flexible Film Electrode with Porous Layered Structure by MXene/SWCNTs/PANI Ternary Composite for Efficient Low-Grade Thermal Energy Harvest,10.1002/adfm.202209806,mechanism,MXene/carbon photothermal scaffold
TG_0153,2023,Constructing Flexible Film Electrode with Porous Layered Structure by MXene/SWCNTs/PANI Ternary Composite for Efficient Low-Grade Thermal Energy Harvest,10.1002/adfm.202209806,mechanism,porous/redox electrode interface
TG_0154,2026,3D printable shape-customized hydrogel thermocells,10.1093/nsr/nwaf518,material,deep eutectic/eutogel electrolyte
TG_0154,2026,3D printable shape-customized hydrogel thermocells,10.1093/nsr/nwaf518,material,hydrogel thermocell platform
TG_0154,2026,3D printable shape-customized hydrogel thermocells,10.1093/nsr/nwaf518,mechanism,deep eutectic/eutogel electrolyte
TG_0154,2026,3D printable shape-customized hydrogel thermocells,10.1093/nsr/nwaf518,mechanism,self-powered sensing/wearable interface
TG_0155,2025,Integrated Hydrogel-Based Photothermoelectric Device for Energy Harvesting,10.1021/acsami.5c07204,material,ferri/ferrocyanide redox couple
TG_0155,2025,Integrated Hydrogel-Based Photothermoelectric Device for Energy Harvesting,10.1021/acsami.5c07204,material,hydrogel thermocell platform
TG_0155,2025,Integrated Hydrogel-Based Photothermoelectric Device for Energy Harvesting,10.1021/acsami.5c07204,material,photothermal/radiative thermal management
TG_0155,2025,Integrated Hydrogel-Based Photothermoelectric Device for Energy Harvesting,10.1021/acsami.5c07204,mechanism,ferri/ferrocyanide redox couple
TG_0155,2025,Integrated Hydrogel-Based Photothermoelectric Device for Energy Harvesting,10.1021/acsami.5c07204,mechanism,photothermal/radiative thermal management
TG_0156,2026,All-in-One Wearable Hydrogel Patch for Multimodal Visualized and Quantitative Heatstroke Monitoring,10.1021/acssensors.5c04692,material,hydrogel thermocell platform
TG_0156,2026,All-in-One Wearable Hydrogel Patch for Multimodal Visualized and Quantitative Heatstroke Monitoring,10.1021/acssensors.5c04692,mechanism,hydrogel thermocell platform
TG_0156,2026,All-in-One Wearable Hydrogel Patch for Multimodal Visualized and Quantitative Heatstroke Monitoring,10.1021/acssensors.5c04692,mechanism,self-powered sensing/wearable interface
TG_0157,2025,Ultrathin Hydrogel e-Skin With High Resolution for Thermal and Tactile Haptics,10.1109/JSEN.2025.3578352,material,porous/redox electrode interface
TG_0157,2025,Ultrathin Hydrogel e-Skin With High Resolution for Thermal and Tactile Haptics,10.1109/JSEN.2025.3578352,material,hydrogel thermocell platform
TG_0157,2025,Ultrathin Hydrogel e-Skin With High Resolution for Thermal and Tactile Haptics,10.1109/JSEN.2025.3578352,material,self-powered sensing/wearable interface
TG_0157,2025,Ultrathin Hydrogel e-Skin With High Resolution for Thermal and Tactile Haptics,10.1109/JSEN.2025.3578352,mechanism,self-powered sensing/wearable interface
TG_0158,2025,Phase-Transitional Ionic Thermocells for the Enhanced Thermoelectric Efficiency,10.1021/acsami.5c04042,material,ionic liquid electrolyte
TG_0158,2025,Phase-Transitional Ionic Thermocells for the Enhanced Thermoelectric Efficiency,10.1021/acsami.5c04042,mechanism,salting-out/crystallization transition
TG_0160,2025,Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery,10.1016/j.energy.2025.138779,material,ferri/ferrocyanide redox couple
TG_0160,2025,Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery,10.1016/j.energy.2025.138779,material,porous/redox electrode interface
TG_0160,2025,Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery,10.1016/j.energy.2025.138779,material,hydrogel thermocell platform
TG_0160,2025,Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery,10.1016/j.energy.2025.138779,mechanism,porous/redox electrode interface
TG_0161,2024,Liquid-flow thermocells with high hybrid entropy for low-grade heat harvesting,10.1016/j.nanoen.2024.109992,material,hydrogel thermocell platform
TG_0162,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,10.1016/j.apenergy.2024.123033,material,porous/redox electrode interface
TG_0162,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,10.1016/j.apenergy.2024.123033,material,thermogalvanic electrolyte
TG_0162,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,10.1016/j.apenergy.2024.123033,mechanism,hydrogel thermocell platform
TG_0162,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,10.1016/j.apenergy.2024.123033,mechanism,thermogalvanic electrolyte
TG_0164,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,10.1002/adfm.202513969,material,MXene/carbon photothermal scaffold
TG_0164,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,10.1002/adfm.202513969,mechanism,MXene/carbon photothermal scaffold
TG_0164,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,10.1002/adfm.202513969,mechanism,porous/redox electrode interface
TG_0164,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,10.1002/adfm.202513969,mechanism,thermodiffusion/Soret transport
TG_0164,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,10.1002/adfm.202513969,mechanism,ion transport/diffusion/migration
TG_0165,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,10.1002/aenm.202402226,material,MXene/carbon photothermal scaffold
TG_0165,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,10.1002/aenm.202402226,material,hydrogel thermocell platform
TG_0165,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,10.1002/aenm.202402226,mechanism,MXene/carbon photothermal scaffold
TG_0165,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,10.1002/aenm.202402226,mechanism,selective solvation entropy
TG_0165,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,10.1002/aenm.202402226,mechanism,chaotropic polymer-water regulation
TG_0166,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,material,ferri/ferrocyanide redox couple
TG_0166,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,material,hydrogel thermocell platform
TG_0166,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,material,selective solvation entropy
TG_0166,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0166,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,mechanism,ferri/ferrocyanide redox couple
