active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""TG:P0256:accel""]","[""Faster reaction acceleration""]",1,TG:C929ae0a5ac3a58,,,TG,Faster reaction acceleration,"[""TG:P0256:accel""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0256""]","[""descriptor""]",1
"[""TG:P0199:complete_v1_cr002_subject""]","[""Poor electroactivity of electrode interfaces""]",1,TG:C92a04da40648cd,,,TG,Poor electroactivity of electrode interfaces,"[""TG:P0199:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0199""]","[""descriptor""]",1
"[""TG:P0198:pow""]","[""Electricity generation of 1.11 W m−2""]",1,TG:C92a0cc8794b0b6,,,TG,Electricity generation of 1.11 W m−2,"[""TG:P0198:pow""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0198""]","[""quantity""]",1
"[""TG:P0028:power""]","[""Peak output power of 9 μW""]",1,TG:C92ac6c3a050928,,,TG,Peak output power of 9 μW,"[""TG:P0028:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0028""]","[""performance_function""]",1
"[""TG:P0314:n7""]","[""Local percolation behavior""]",1,TG:C92d028dcc0dd1b,,,TG,Local percolation behavior,"[""TG:P0314:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0314""]","[""mechanism_process""]",1
"[""TG:P0026:tgc""]","[""All-inorganic hydrogel TGC""]",3,TG:C92d7146a66fd8b,,,TG,All-inorganic hydrogel TGC,"[""TG:P0026:tgc""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0026""]","[""material_entity""]",1
"[""TG:P0142:characters""]","[""Encoded characters""]",1,TG:C92d895c7967b19,,,TG,Encoded characters,"[""TG:P0142:characters""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0142""]","[""descriptor""]",1
"[""TG:P0237:audit_v1_a001_object""]","[""AC voltage response""]",1,TG:C92da30bc9a029d,,,TG,AC voltage response,"[""TG:P0237:audit_v1_a001_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0237""]","[""quantity""]",1
"[""TG:P0253:rct"",""TG:P0254:rct""]","[""Charge-transfer resistance""]",7,TG:C92e31c9b7bd2f6,g0094,The electrical resistance component associated with electrochemical charge transfer in a liquid thermoelectric converter.,TG,Charge-transfer resistance,"[""TG:P0253:rct"",""TG:P0254:rct""]","Both identify Rct as the same device-resistance component. Angular-velocity independence, additive effects, and empirical modeling are distinct claims about it.",model_merged,"[""P0253"",""P0254""]","[""quantity""]",2
"[""TG:P0059:gel""]","[""Anhydrous DMSO/EG thermogalvanic gel""]",10,TG:C92e3a9059fadda,,,TG,Anhydrous DMSO/EG thermogalvanic gel,"[""TG:P0059:gel""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0059""]","[""material_entity""]",1
"[""TG:P0049:power""]","[""Enhanced power output density""]",1,TG:C92e4fd830ac2d8,,,TG,Enhanced power output density,"[""TG:P0049:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0049""]","[""performance_function""]",1
"[""TG:P0212:peltier""]","[""Electrode Peltier heats""]",1,TG:C92e9a6d4e2b85f,,,TG,Electrode Peltier heats,"[""TG:P0212:peltier""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0212""]","[""quantity""]",1
"[""TG:P0164:voltage""]","[""Open-circuit voltage: 1.7 V""]",1,TG:C92eaa2ed964dd4,,,TG,Open-circuit voltage: 1.7 V,"[""TG:P0164:voltage""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0164""]","[""quantity""]",1
"[""TG:P0125:n8""]","[""Symmetric cells with single-phase LixTiS2 or amorphous LixV2O5 electrodes and alkyl carbonate electrolytes""]",1,TG:C92edf169badfd3,,,TG,Symmetric cells with single-phase LixTiS2 or amorphous LixV2O5 electrodes and alkyl carbonate electrolytes,"[""TG:P0125:n8""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0125""]","[""material_entity""]",1
"[""TG:P0165:loads""]","[""Powering wearable sensors and small electronic devices""]",1,TG:C92efcf74b0a031,,,TG,Powering wearable sensors and small electronic devices,"[""TG:P0165:loads""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0165""]","[""application""]",1
"[""TG:P0106:n8""]","[""Maximum daytime output 0.6 W m−2""]",1,TG:C92f34935eb6540,,,TG,Maximum daytime output 0.6 W m−2,"[""TG:P0106:n8""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0106""]","[""performance_function""]",1
"[""TG:P0112:n2""]","[""Potassium ferrocyanide/ferricyanide gel film between two high-surface-area carbon cloth electrodes""]",1,TG:C92f5ee090fb94b,,,TG,Potassium ferrocyanide/ferricyanide gel film between two high-surface-area carbon cloth electrodes,"[""TG:P0112:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0112""]","[""state_structure""]",1
"[""TG:P0314:n3""]","[""Electrical conductivity of 2420 μS/cm""]",1,TG:C92fd718fe64f77,,,TG,Electrical conductivity of 2420 μS/cm,"[""TG:P0314:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0314""]","[""quantity""]",1
"[""TG:P0006:use""]","[""Harvesting body heat and powering wearable electronics without recharging""]",1,TG:C93019d1ec095ef,,,TG,Harvesting body heat and powering wearable electronics without recharging,"[""TG:P0006:use""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0006""]","[""application""]",1
"[""TG:P0298:n10""]","[""Hybrid system performance""]",4,TG:C931912d56b9377,,,TG,Hybrid system performance,"[""TG:P0298:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0298""]","[""performance_function""]",1
"[""TG:P0257:entropy""]","[""Significant solvation entropy change""]",3,TG:C9330f5d5189c6c,,,TG,Significant solvation entropy change,"[""TG:P0257:entropy""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0257""]","[""quantity""]",1
"[""TG:P0256:vent""]","[""NCM valve-opening temperature""]",1,TG:C934d0c1d39ad27,,,TG,NCM valve-opening temperature,"[""TG:P0256:vent""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0256""]","[""quantity""]",1
"[""TG:P0195:design""]","[""Rational design of high-entropy electrolytes""]",1,TG:C9365edb753174d,,,TG,Rational design of high-entropy electrolytes,"[""TG:P0195:design""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0195""]","[""application""]",1
"[""TG:P0264:solvate""]","[""Asymmetric solvation of [Fe(CN)6]3-/4- redox couple""]",3,TG:C936624f1b43a19,,,TG,Asymmetric solvation of [Fe(CN)6]3-/4- redox couple,"[""TG:P0264:solvate""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0264""]","[""interaction""]",1
"[""TG:P0320:n12""]","[""Relative efficiency""]",2,TG:C9371662b9c5fb3,,,TG,Relative efficiency,"[""TG:P0320:n12""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0320""]","[""performance_function""]",1
"[""TG:P0184:complete_v1_cr004_subject""]","[""Electrochemical cycle with charging at one temperature and discharging at another""]",1,TG:C938e2c47bdbd52,,,TG,Electrochemical cycle with charging at one temperature and discharging at another,"[""TG:P0184:complete_v1_cr004_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0184""]","[""mechanism_process""]",1
"[""TG:P0012:mouse""]","[""On-hand mouse control""]",1,TG:C93b3435e6d7564,,,TG,On-hand mouse control,"[""TG:P0012:mouse""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0012""]","[""application""]",1
"[""TG:P0254:mfe""]","[""Redox electrolyte concentration mFe""]",3,TG:C93cda3e0e6d4f4,,,TG,Redox electrolyte concentration mFe,"[""TG:P0254:mfe""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0254""]","[""quantity""]",1
"[""TG:P0003:voltage""]","[""Thermovoltage of -2.75 V""]",1,TG:C93d1234436be8d,,,TG,Thermovoltage of -2.75 V,"[""TG:P0003:voltage""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0003""]","[""quantity""]",1
"[""TG:P0047:toughness""]","[""Improved fracture toughness: 3555 J m−2""]",1,TG:C93d78b0078e43b,,,TG,Improved fracture toughness: 3555 J m−2,"[""TG:P0047:toughness""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0047""]","[""quantity""]",1
"[""TG:P0326:complete_v1_cr001_object""]","[""Carbon steel corrosion in concentrated LiNO3 solution""]",1,TG:C93e273f5697bad,,,TG,Carbon steel corrosion in concentrated LiNO3 solution,"[""TG:P0326:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0326""]","[""mechanism_process""]",1
"[""TG:P0302:n3""]","[""Independent optimization of heat and electricity conduction""]",2,TG:C93e815524567fd,,,TG,Independent optimization of heat and electricity conduction,"[""TG:P0302:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0302""]","[""design_strategy""]",1
"[""TG:P0316:n1""]","[""Nitrogen doping of CNT buckypaper electrodes""]",1,TG:C93f7ff6fc8b0a0,,,TG,Nitrogen doping of CNT buckypaper electrodes,"[""TG:P0316:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0316""]","[""design_strategy""]",1
"[""TG:P0006:complete_v1_cr001_object""]","[""Powering wearable electronics""]",1,TG:C9409995bb2c406,,,TG,Powering wearable electronics,"[""TG:P0006:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0006""]","[""application""]",1
"[""TG:P0170:n6""]","[""Ionic thermopower generation""]",2,TG:C94505c899b7622,,,TG,Ionic thermopower generation,"[""TG:P0170:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0170""]","[""mechanism_process""]",1
"[""TG:P0053:power""]","[""Specific output power density 2227.5 μW m−2 K−2""]",1,TG:C947266856edefd,,,TG,Specific output power density 2227.5 μW m−2 K−2,"[""TG:P0053:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0053""]","[""performance_function""]",1
"[""TG:P0251:cost""]","[""Cost-performance metric of 1.01 $ W-1""]",1,TG:C9486ed1b0b4d02,,,TG,Cost-performance metric of 1.01 $ W-1,"[""TG:P0251:cost""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0251""]","[""performance_function""]",1
"[""TG:P0260:reconstruct""]","[""Complete reconstructability over 6 cycles""]",1,TG:C9492e47e4ef57d,,,TG,Complete reconstructability over 6 cycles,"[""TG:P0260:reconstruct""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0260""]","[""performance_function""]",1
"[""TG:P0093:complete_v1_cr001_object""]","[""Practical applications of thermogalvanic cells""]",1,TG:C9496dcb28a742b,,,TG,Practical applications of thermogalvanic cells,"[""TG:P0093:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0093""]","[""application""]",1
"[""TG:P0067:complete_v1_cr003_object""]","[""Self-powered body temperature monitoring system""]",1,TG:C94ae3fb8fa49bd,,,TG,Self-powered body temperature monitoring system,"[""TG:P0067:complete_v1_cr003_object""]",,new_singleton_no_exact_alias_candidate,"[""P0067""]","[""material_entity""]",1
"[""TG:P0086:b""]","[""LTC long-term discharge stability""]",3,TG:C94b1b06acf69f4,,,TG,LTC long-term discharge stability,"[""TG:P0086:b""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0086""]","[""performance_function""]",1
"[""TG:P0245:ion""]","[""Nature of ions""]",1,TG:C94b641fb836359,g0092,,TG,Nature of ions,"[""TG:P0245:ion""]","Neither the transport context nor the reference to De Bethune theory specifies the ionic characteristic denoted, so equivalence is undetermined.",model_uncertain_retained,"[""P0245""]","[""descriptor""]",1
"[""TG:P0044:interface""]","[""Stabilization of liquid-metal electrode–electrolyte interface""]",1,TG:C94b7fa75ae4084,,,TG,Stabilization of liquid-metal electrode–electrolyte interface,"[""TG:P0044:interface""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0044""]","[""design_strategy""]",1
"[""TG:P0173:complete_v1_cr001_subject""]","[""Combination of thermogalvanic effect and electrochemical potential""]",2,TG:C94bebbda41d040,,,TG,Combination of thermogalvanic effect and electrochemical potential,"[""TG:P0173:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0173""]","[""mechanism_process""]",1
"[""TG:P0060:ionic""]","[""Heat flux in ionic-component formalism""]",2,TG:C94cf1cc064ef3a,,,TG,Heat flux in ionic-component formalism,"[""TG:P0060:ionic""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0060""]","[""quantity""]",1
"[""TG:P0205:model""]","[""Model coupling porous-electrode mass transfer and reaction kinetics""]",2,TG:C94d41da9a4ef50,,,TG,Model coupling porous-electrode mass transfer and reaction kinetics,"[""TG:P0205:model""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0205""]","[""design_strategy""]",1
"[""TG:P0202:mem""]","[""Large-area nanofiber membrane of Cs0.32WO3 nanoparticles""]",6,TG:C94d809914e80a1,,,TG,Large-area nanofiber membrane of Cs0.32WO3 nanoparticles,"[""TG:P0202:mem""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0202""]","[""material_entity""]",1
"[""TG:P0219:a""]","[""Polyelectrolyte gels""]",1,TG:C94e4c467fe902e,,,TG,Polyelectrolyte gels,"[""TG:P0219:a""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0219""]","[""material_entity""]",1
"[""TG:P0056:complete_v1_cr001_object""]","[""Reaction activity between CoO and [Fe(CN)6]4−""]",1,TG:C94e9108e1bdffd,,,TG,Reaction activity between CoO and [Fe(CN)6]4−,"[""TG:P0056:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0056""]","[""interaction""]",1
"[""TG:P0300:n4""]","[""NHPC-based zinc ion thermal charging supercapacitor""]",7,TG:C94ebadb974233f,,,TG,NHPC-based zinc ion thermal charging supercapacitor,"[""TG:P0300:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0300""]","[""material_entity""]",1
"[""TG:P0239:n1""]","[""Experimental study of HCl-H2O-1-PrOH thermogalvanic cells""]",3,TG:C94f0bd9da7ba3c,,,TG,Experimental study of HCl-H2O-1-PrOH thermogalvanic cells,"[""TG:P0239:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0239""]","[""mechanism_process""]",1
"[""TG:P0136:purification""]","[""Simultaneous seawater purification and electricity generation""]",1,TG:C95149ea9575705,,,TG,Simultaneous seawater purification and electricity generation,"[""TG:P0136:purification""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0136""]","[""application""]",1
"[""TG:P0022:pn""]","[""P-N junction constructed from P-type and N-type TGCs""]",1,TG:C9514f6da364697,,,TG,P-N junction constructed from P-type and N-type TGCs,"[""TG:P0022:pn""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0022""]","[""design_strategy""]",1
"[""TG:P0171:n20""]","[""Response speed""]",2,TG:C9515e1500e2569,,,TG,Response speed,"[""TG:P0171:n20""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0171""]","[""performance_function""]",1
"[""TG:P0211:power""]","[""Thick-electrode thermocell power density""]",1,TG:C951788cf47e1eb,,,TG,Thick-electrode thermocell power density,"[""TG:P0211:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0211""]","[""performance_function""]",1
"[""TG:P0094:u""]","[""Non-stoichiometric redox-couple ratios""]",1,TG:C951e099020b42d,,,TG,Non-stoichiometric redox-couple ratios,"[""TG:P0094:u""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0094""]","[""design_strategy""]",1
"[""TG:P0101:n6""]","[""Interelectrode temperature difference >100 K""]",1,TG:C954a26113c415b,,,TG,Interelectrode temperature difference >100 K,"[""TG:P0101:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0101""]","[""quantity""]",1
"[""TG:P0134:microsystems""]","[""Modeling thermal effects in microsystems""]",1,TG:C955de762fc0c2d,,,TG,Modeling thermal effects in microsystems,"[""TG:P0134:microsystems""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0134""]","[""application""]",1
"[""TG:P0211:validity""]","[""Verified validity of normalized power-density estimate""]",1,TG:C955f5b2b7ae313,,,TG,Verified validity of normalized power-density estimate,"[""TG:P0211:validity""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0211""]","[""descriptor""]",1
"[""TG:P0187:sb""]","[""Nanostructured porous Sb:SnO2 electrodes""]",5,TG:C956aa0a6590d78,,,TG,Nanostructured porous Sb:SnO2 electrodes,"[""TG:P0187:sb""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0187""]","[""material_entity""]",1
"[""TG:P0198:sys""]","[""Steam–electricity cogeneration system""]",2,TG:C9572dcb93ac5c5,,,TG,Steam–electricity cogeneration system,"[""TG:P0198:sys""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0198""]","[""material_entity""]",1
"[""TG:P0022:oa""]","[""Improved temperature coefficient: 2.12 mV K-1""]",1,TG:C9592ad6daf7a1f,,,TG,Improved temperature coefficient: 2.12 mV K-1,"[""TG:P0022:oa""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0022""]","[""quantity""]",1
"[""TG:P0256:nt2""]","[""Thermal-runaway trigger temperature 156.5 degrees C""]",2,TG:C9599ce247817d5,,,TG,Thermal-runaway trigger temperature 156.5 degrees C,"[""TG:P0256:nt2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0256""]","[""quantity""]",1
"[""TG:P0208:gelling""]","[""Sufficient electrolyte gelation""]",2,TG:C95a60680fcfee3,,,TG,Sufficient electrolyte gelation,"[""TG:P0208:gelling""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0208""]","[""state_structure""]",1
"[""TG:P0077:area""]","[""Optimal area ratio 1""]",1,TG:C95aac34ca1b234,,,TG,Optimal area ratio 1,"[""TG:P0077:area""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0077""]","[""quantity""]",1
"[""TG:P0150:network""]","[""Triple-network structure""]",1,TG:C95d7ba5ef94013,,,TG,Triple-network structure,"[""TG:P0150:network""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0150""]","[""state_structure""]",1
"[""TG:P0015:thermopower""]","[""Thermopower: 6.5 mV K-1""]",1,TG:C95e9d4f01e0c71,,,TG,Thermopower: 6.5 mV K-1,"[""TG:P0015:thermopower""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0015""]","[""quantity""]",1
"[""TG:P0049:redox""]","[""Q/HQ redox reaction""]",2,TG:C95f520596230c1,,,TG,Q/HQ redox reaction,"[""TG:P0049:redox""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0049""]","[""mechanism_process""]",1
"[""TG:P0092:i""]","[""Convection contribution to heat flux""]",1,TG:C95f55b20e0337b,,,TG,Convection contribution to heat flux,"[""TG:P0092:i""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0092""]","[""mechanism_process""]",1
"[""TG:P0065:amine""]","[""Two uncoordinated amine groups of 1,8-diaminosarcophagine""]",1,TG:C961cb732942ca4,,,TG,"Two uncoordinated amine groups of 1,8-diaminosarcophagine","[""TG:P0065:amine""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0065""]","[""state_structure""]",1
"[""TG:P0021:grad""]","[""Control over ion concentration gradients""]",1,TG:C9638e12e40b854,,,TG,Control over ion concentration gradients,"[""TG:P0021:grad""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0021""]","[""performance_function""]",1
"[""TG:P0164:module""]","[""Large-area prototype module comprising 32 units""]",3,TG:C9652b386a20509,,,TG,Large-area prototype module comprising 32 units,"[""TG:P0164:module""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0164""]","[""material_entity""]",1
"[""TG:P0071:high""]","[""High thermopowers""]",1,TG:C965836e6746eb9,,,TG,High thermopowers,"[""TG:P0071:high""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0071""]","[""performance_function""]",1
"[""TG:P0266:cost""]","[""TEC cost""]",1,TG:C9665bed3dee6ea,,,TG,TEC cost,"[""TG:P0266:cost""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0266""]","[""quantity""]",1
"[""TG:P0051:wireless""]","[""Wireless information interaction""]",1,TG:C96692b8ae8d635,,,TG,Wireless information interaction,"[""TG:P0051:wireless""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0051""]","[""application""]",1
"[""TG:P0308:n2""]","[""Maximum Seebeck coefficient 1.51 mV K−1""]",1,TG:C9670680132a645,,,TG,Maximum Seebeck coefficient 1.51 mV K−1,"[""TG:P0308:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0308""]","[""quantity""]",1
"[""TG:P0260:i3""]","[""Hydrophobic I-3(-)""]",1,TG:C967ac875dac74c,,,TG,Hydrophobic I-3(-),"[""TG:P0260:i3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0260""]","[""material_entity""]",1
"[""TG:P0126:n2"",""TG:P0219:complete_v1_cr001_subject"",""TG:P0223:complete_v1_cr003_subject""]","[""Thermogalvanic cells""]",6,TG:C967ebd986eab2c,,,TG,Thermogalvanic cells,"[""TG:P0126:n2"",""TG:P0219:complete_v1_cr001_subject"",""TG:P0223:complete_v1_cr003_subject""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0126"",""P0219"",""P0223""]","[""material_entity""]",3
"[""TG:P0018:lowalpha""]","[""Temperature coefficient: -5.26 mV K-1""]",1,TG:C969509ea7ce7c1,,,TG,Temperature coefficient: -5.26 mV K-1,"[""TG:P0018:lowalpha""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0018""]","[""quantity""]",1
"[""TG:P0325:n6""]","[""Seebeck voltages of 8–17 mV""]",1,TG:C969fdace1e6eba,,,TG,Seebeck voltages of 8–17 mV,"[""TG:P0325:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0325""]","[""quantity""]",1
"[""TG:P0076:complete_v1_cr001_object""]","[""Stable heat-to-electricity conversion""]",1,TG:C96a48f4b43a554,,,TG,Stable heat-to-electricity conversion,"[""TG:P0076:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0076""]","[""performance_function""]",1
"[""TG:P0279:data""]","[""Wireless humidity and temperature data for approximately 4 h per day""]",1,TG:C96ac838ccef9c6,,,TG,Wireless humidity and temperature data for approximately 4 h per day,"[""TG:P0279:data""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0279""]","[""performance_function""]",1
"[""TG:P0137:melamine""]","[""Introducing melamine into chitosan gel""]",1,TG:C96b33c91a92cc8,,,TG,Introducing melamine into chitosan gel,"[""TG:P0137:melamine""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0137""]","[""design_strategy""]",1
"[""TG:P0145:v""]","[""Voltage above 2 V""]",1,TG:C96d46d0eba2161,,,TG,Voltage above 2 V,"[""TG:P0145:v""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0145""]","[""performance_function""]",1
"[""TG:P0330:renew""]","[""Yearly replenishment of oxygenated water""]",0,TG:C96de71dcf867aa,,,TG,Yearly replenishment of oxygenated water,"[""TG:P0330:renew""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""mechanism_process""]",0
"[""TG:P0056:area""]","[""High specific surface area""]",1,TG:C97010d8e7e0488,,,TG,High specific surface area,"[""TG:P0056:area""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0056""]","[""quantity""]",1
"[""TG:P0078:complete_v1_cr001_object""]","[""Voltage output""]",1,TG:C9735223d0aa42e,,,TG,Voltage output,"[""TG:P0078:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0078""]","[""performance_function""]",1
"[""TG:P0033:complete_v1_cr001_object""]","[""H2O""]",1,TG:C973c72b1da72ee,,,TG,H2O,"[""TG:P0033:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0033""]","[""material_entity""]",1
"[""TG:P0135:complete_v1_cr001_object""]","[""Widespread adoption of thermocells""]",1,TG:C973d473c6a1ba3,,,TG,Widespread adoption of thermocells,"[""TG:P0135:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0135""]","[""application""]",1
"[""TG:P0120:n12""]","[""Numerical results""]",1,TG:C974997b879396d,,,TG,Numerical results,"[""TG:P0120:n12""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0120""]","[""descriptor""]",1
"[""TG:P0327:add""]","[""Li2CrO4 inhibitor addition""]",2,TG:C976310894c9b99,,,TG,Li2CrO4 inhibitor addition,"[""TG:P0327:add""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0327""]","[""design_strategy""]",1
"[""TG:P0299:n5""]","[""I3− ions""]",2,TG:C9771a1e8ec7dc8,,,TG,I3− ions,"[""TG:P0299:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0299""]","[""material_entity""]",1
"[""TG:P0210:polycondensation""]","[""Polycondensation of 1,4,5,8-naphthalene-tetracarboxylic dianhydride and ethylenediamine""]",1,TG:C977b36917b8493,,,TG,"Polycondensation of 1,4,5,8-naphthalene-tetracarboxylic dianhydride and ethylenediamine","[""TG:P0210:polycondensation""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0210""]","[""mechanism_process""]",1
"[""TG:P0105:n13""]","[""Safely formed mixed thermocell electrolyte""]",3,TG:C97815b51814af3,,,TG,Safely formed mixed thermocell electrolyte,"[""TG:P0105:n13""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0105""]","[""material_entity""]",1
"[""TG:P0107:n4""]","[""Significantly decreased electron transfer resistance""]",2,TG:C9786d089ea562a,,,TG,Significantly decreased electron transfer resistance,"[""TG:P0107:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0107""]","[""quantity""]",1
