concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,ite_first_year,tg_first_year,transfer_lag_years,transfer_status,ite_first_evidence_paper,tg_first_evidence_paper,ite_evidence_papers,tg_evidence_papers
C46A965349B,C539540C36B,anion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0681,,1.0,
C46A965349B,C845F498233,anion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,2025.0,,,iTE_only,P0367,,1.0,
C46A965349B,C96681C9193,anion transport,ion channels,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0681,,1.0,
C46A965349B,CB25BC3FC14,anion transport,double/interpenetrating network,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0367,,1.0,
C46A965349B,CBFAB31D6E6,anion transport,electrostatic interaction,transport_mechanism,solvation_entropy,2025.0,,,iTE_only,P0367,,1.0,
C46A965349B,CC028ABF9C6,anion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0681,,1.0,
C46A965349B,CFBB5A400A1,anion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0367,,1.0,
C539540C36B,CC028ABF9C6,nanochannel-confined ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0681,,2.0,
C539540C36B,CEA97D4EE60,nanochannel-confined ion transport,oriented ion-transport channels,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0338,,1.0,
C5CE88E5AD7,C8AD5B453CC,thermal migration,ion diffusion,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0878,,1.0,
C5CE88E5AD7,CE10EBC642C,thermal migration,Manning counterion condensation,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0401,,1.0,
C5E47CC0A62,C96681C9193,Hofmeister/chaotropic effect,ion channels,gel_microstructure,transport_mechanism,2025.0,,,iTE_only,P0518,,1.0,
C6153FCE2C1,CFBB5A400A1,pi-pi stacking,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,2025.0,,,iTE_only,P0336,,1.0,
C845F498233,CB25BC3FC14,ion-dipole interaction,double/interpenetrating network,solvation_entropy,gel_microstructure,2025.0,,,iTE_only,P0367,,1.0,
C845F498233,CE6FC512ED2,ion-dipole interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2025.0,,,iTE_only,P0341,,2.0,
C845F498233,CFBB5A400A1,ion-dipole interaction,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,2025.0,,,iTE_only,P0367,,1.0,
C872881EC3C,CEA97D4EE60,gel-confined redox transport,oriented ion-transport channels,gel_microstructure,gel_microstructure,2025.0,,,iTE_only,P0338,,1.0,
C9516FFBFC5,CFBB5A400A1,volume phase transition,cation-anion thermodiffusion asymmetry,phase_or_species_transition,transport_mechanism,2025.0,,,iTE_only,P0339,,1.0,
C96681C9193,CC028ABF9C6,ion channels,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0681,,1.0,
C96681C9193,CFBB5A400A1,ion channels,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0347,,1.0,
CAEE03ADAC5,CE4B0E242E7,bidirectional cationic anchoring thermodiffusion,interfacial charge transfer,transport_mechanism,electrode_interface,2025.0,,,iTE_only,P0342,,1.0,
CAEE03ADAC5,CE6FC512ED2,bidirectional cationic anchoring thermodiffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0342,,1.0,
CAEE03ADAC5,CFBB5A400A1,bidirectional cationic anchoring thermodiffusion,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0342,,1.0,
CB25BC3FC14,CBFAB31D6E6,double/interpenetrating network,electrostatic interaction,gel_microstructure,solvation_entropy,2025.0,,,iTE_only,P0367,,1.0,
CB25BC3FC14,CF4A6A0344F,double/interpenetrating network,ion migration,gel_microstructure,transport_mechanism,2025.0,,,iTE_only,P0344,,1.0,
CB25BC3FC14,CF69DD93A68,double/interpenetrating network,selective ion transport,gel_microstructure,transport_mechanism,2025.0,,,iTE_only,P0344,,1.0,
CB314592CFB,CF4A6A0344F,precipitation and species redistribution,ion migration,phase_or_species_transition,transport_mechanism,2025.0,,,iTE_only,P1396,,1.0,
CE10EBC642C,CF4A6A0344F,Manning counterion condensation,ion migration,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0344,,1.0,
CE10EBC642C,CF69DD93A68,Manning counterion condensation,selective ion transport,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0344,,1.0,
CEA97D4EE60,CF4A6A0344F,oriented ion-transport channels,ion migration,gel_microstructure,transport_mechanism,2025.0,,,iTE_only,P0338,,1.0,
CF69DD93A68,CFBB5A400A1,selective ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0528,,2.0,
C08389FD6C6,C5CE88E5AD7,moisture-gradient ion transport,thermal migration,transport_mechanism,transport_mechanism,2026.0,,,iTE_only,P0590,,1.0,
C08389FD6C6,C6C09287FDB,moisture-gradient ion transport,high-entropy redox/ion coupling,transport_mechanism,solvation_entropy,2026.0,,,iTE_only,P0572,,1.0,
C08389FD6C6,CEA29EF1A99,moisture-gradient ion transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2026.0,,,iTE_only,P0821,,2.0,
C10C4FF4B6C,C6B063A770B,hydrogen bonding,supramolecular host-guest redox entropy,solvation_entropy,solvation_entropy,2026.0,,,iTE_only,P0420,,2.0,
C10C4FF4B6C,C967653EA5F,hydrogen bonding,thermosensitive crystallization,solvation_entropy,phase_or_species_transition,2026.0,,,iTE_only,P1263,,1.0,
C10C4FF4B6C,CABD4C9C815,hydrogen bonding,salting-out confined ion gel,solvation_entropy,gel_microstructure,2026.0,,,iTE_only,P0423,,1.0,
C10C4FF4B6C,CB314592CFB,hydrogen bonding,precipitation and species redistribution,solvation_entropy,phase_or_species_transition,2026.0,,,iTE_only,P0423,,1.0,
C10C4FF4B6C,CD486BA800F,hydrogen bonding,host-guest complexation,solvation_entropy,solvation_entropy,2026.0,,,iTE_only,P0420,,2.0,
C10C4FF4B6C,CF4A6A0344F,hydrogen bonding,ion migration,solvation_entropy,transport_mechanism,2026.0,,,iTE_only,P0535,,1.0,
C10C4FF4B6C,CF652A991A2,hydrogen bonding,salting-out,solvation_entropy,phase_or_species_transition,2026.0,,,iTE_only,P0423,,1.0,
C10D3798CF7,CBFAB31D6E6,selective solvation,electrostatic interaction,solvation_entropy,solvation_entropy,2026.0,,,iTE_only,P0467,,1.0,
C10D3798CF7,CFBB5A400A1,selective solvation,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,2026.0,,,iTE_only,P0467,,1.0,
C17A556FB4A,C5CE88E5AD7,double-network hydrogel mechanics,thermal migration,gel_microstructure,transport_mechanism,2026.0,,,iTE_only,P0359,,1.0,
C182567E63B,CF4A6A0344F,ion concentration-gradient formation,ion migration,transport_mechanism,transport_mechanism,2026.0,,,iTE_only,P0529,,1.0,
C182567E63B,CF69DD93A68,ion concentration-gradient formation,selective ion transport,transport_mechanism,transport_mechanism,2026.0,,,iTE_only,P0529,,1.0,
C3002C089A5,CDBC384EF52,ionic thermodiffusion (Soret effect),polymer-water interaction,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P0430,,1.0,
C3C17DDE1C9,CC028ABF9C6,Gutmann-donor ionic-cluster thermodiffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P1104,,1.0,
C3C17DDE1C9,CE6FC512ED2,Gutmann-donor ionic-cluster thermodiffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P1104,,1.0,
C3C17DDE1C9,CF4A6A0344F,Gutmann-donor ionic-cluster thermodiffusion,ion migration,transport_mechanism,transport_mechanism,2026.0,,,iTE_only,P1104,,1.0,
C46747A02A1,CABD4C9C815,ion-pairing and complexation,salting-out confined ion gel,solvation_entropy,gel_microstructure,2026.0,,,iTE_only,P1818,,1.0,
C46747A02A1,CF652A991A2,ion-pairing and complexation,salting-out,solvation_entropy,phase_or_species_transition,2026.0,,,iTE_only,P1818,,1.0,
C539540C36B,C7932B1CE8C,nanochannel-confined ion transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P0535,,1.0,
C539540C36B,CE6FC512ED2,nanochannel-confined ion transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P0535,,1.0,
C5CE88E5AD7,C872881EC3C,thermal migration,gel-confined redox transport,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P0359,,1.0,
C5CE88E5AD7,CB25BC3FC14,thermal migration,double/interpenetrating network,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P0359,,1.0,
C5CE88E5AD7,CE6FC512ED2,thermal migration,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2026.0,,,iTE_only,P0359,,1.0,
C5CE88E5AD7,CFBB5A400A1,thermal migration,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2026.0,,,iTE_only,P0590,,1.0,
C5E47CC0A62,CABD4C9C815,Hofmeister/chaotropic effect,salting-out confined ion gel,gel_microstructure,gel_microstructure,2026.0,,,iTE_only,P0423,,2.0,
C5E47CC0A62,CB314592CFB,Hofmeister/chaotropic effect,precipitation and species redistribution,gel_microstructure,phase_or_species_transition,2026.0,,,iTE_only,P0423,,1.0,
C5E47CC0A62,CF652A991A2,Hofmeister/chaotropic effect,salting-out,gel_microstructure,phase_or_species_transition,2026.0,,,iTE_only,P0423,,2.0,
C6B063A770B,C7932B1CE8C,supramolecular host-guest redox entropy,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,2026.0,,,iTE_only,P0420,,2.0,
C6B063A770B,C845F498233,supramolecular host-guest redox entropy,ion-dipole interaction,solvation_entropy,solvation_entropy,2026.0,,,iTE_only,P0422,,1.0,
C6B063A770B,CBFAB31D6E6,supramolecular host-guest redox entropy,electrostatic interaction,solvation_entropy,solvation_entropy,2026.0,,,iTE_only,P0422,,1.0,
C6B063A770B,CE6FC512ED2,supramolecular host-guest redox entropy,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2026.0,,,iTE_only,P0422,,1.0,
C6C09287FDB,CC028ABF9C6,high-entropy redox/ion coupling,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2026.0,,,iTE_only,P0572,,1.0,
C7932B1CE8C,C967653EA5F,chaotropic polymer-water disruption,thermosensitive crystallization,gel_microstructure,phase_or_species_transition,2026.0,,,iTE_only,P1263,,1.0,
C7932B1CE8C,CABD4C9C815,chaotropic polymer-water disruption,salting-out confined ion gel,gel_microstructure,gel_microstructure,2026.0,,,iTE_only,P0423,,1.0,
C7932B1CE8C,CB314592CFB,chaotropic polymer-water disruption,precipitation and species redistribution,gel_microstructure,phase_or_species_transition,2026.0,,,iTE_only,P0423,,1.0,
C7932B1CE8C,CBFAB31D6E6,chaotropic polymer-water disruption,electrostatic interaction,gel_microstructure,solvation_entropy,2026.0,,,iTE_only,P0422,,1.0,
C7932B1CE8C,CD486BA800F,chaotropic polymer-water disruption,host-guest complexation,gel_microstructure,solvation_entropy,2026.0,,,iTE_only,P0420,,2.0,
C7932B1CE8C,CF4A6A0344F,chaotropic polymer-water disruption,ion migration,gel_microstructure,transport_mechanism,2026.0,,,iTE_only,P0535,,1.0,
C7932B1CE8C,CF652A991A2,chaotropic polymer-water disruption,salting-out,gel_microstructure,phase_or_species_transition,2026.0,,,iTE_only,P0423,,1.0,
C845F498233,CD486BA800F,ion-dipole interaction,host-guest complexation,solvation_entropy,solvation_entropy,2026.0,,,iTE_only,P0422,,1.0,
C967653EA5F,CA8C62A4868,thermosensitive crystallization,redox reaction entropy,phase_or_species_transition,solvation_entropy,2026.0,,,iTE_only,P1263,,1.0,
C98C1040415,CEA29EF1A99,cation transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2026.0,,,iTE_only,P0821,,1.0,
C98C1040415,CF203EF8121,cation transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,2026.0,,,iTE_only,P0438,,1.0,
CABD4C9C815,CB314592CFB,salting-out confined ion gel,precipitation and species redistribution,gel_microstructure,phase_or_species_transition,2026.0,,,iTE_only,P0423,,1.0,
CABD4C9C815,CC028ABF9C6,salting-out confined ion gel,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2026.0,,,iTE_only,P0423,,2.0,
CB314592CFB,CC028ABF9C6,precipitation and species redistribution,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,2026.0,,,iTE_only,P0423,,1.0,
CB314592CFB,CF652A991A2,precipitation and species redistribution,salting-out,phase_or_species_transition,phase_or_species_transition,2026.0,,,iTE_only,P0423,,1.0,
CBFAB31D6E6,CD486BA800F,electrostatic interaction,host-guest complexation,solvation_entropy,solvation_entropy,2026.0,,,iTE_only,P0422,,1.0,
CBFAB31D6E6,CE6FC512ED2,electrostatic interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2026.0,,,iTE_only,P0422,,1.0,
CC028ABF9C6,CF4A6A0344F,anti-freezing organohydrogel design,ion migration,gel_microstructure,transport_mechanism,2026.0,,,iTE_only,P0535,,2.0,
CC028ABF9C6,CF652A991A2,anti-freezing organohydrogel design,salting-out,gel_microstructure,phase_or_species_transition,2026.0,,,iTE_only,P0423,,2.0,
CD486BA800F,CE6FC512ED2,host-guest complexation,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2026.0,,,iTE_only,P0422,,1.0,
CEA29EF1A99,CFBB5A400A1,thermal-gradient heat-transfer control,cation-anion thermodiffusion asymmetry,device_mechanism,transport_mechanism,2026.0,,,iTE_only,P0888,,1.0,
CF203EF8121,CF4A6A0344F,Eastman entropy of transfer,ion migration,solvation_entropy,transport_mechanism,2026.0,,,iTE_only,P0438,,1.0,
C3002C089A5,C8AD5B453CC,ionic thermodiffusion (Soret effect),ion diffusion,transport_mechanism,transport_mechanism,1999.0,2021.0,22.0,iTE_then_TG,P1303,P0297,14.0,3.0
C08389FD6C6,C8AD5B453CC,moisture-gradient ion transport,ion diffusion,transport_mechanism,transport_mechanism,2014.0,2021.0,7.0,iTE_then_TG,P1320,P0297,5.0,2.0
C3002C089A5,CFBB5A400A1,ionic thermodiffusion (Soret effect),cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2016.0,2021.0,5.0,iTE_then_TG,P0447,P0201,41.0,16.0
C10C4FF4B6C,C7932B1CE8C,hydrogen bonding,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,2019.0,2021.0,2.0,iTE_then_TG,P0644,P0182,32.0,10.0
C10C4FF4B6C,CC028ABF9C6,hydrogen bonding,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2019.0,2021.0,2.0,iTE_then_TG,P0644,P0182,12.0,8.0
C7932B1CE8C,CC028ABF9C6,chaotropic polymer-water disruption,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2019.0,2021.0,2.0,iTE_then_TG,P0644,P0182,7.0,5.0
C10C4FF4B6C,CE6FC512ED2,hydrogen bonding,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2019.0,2022.0,3.0,iTE_then_TG,P0644,P0057,11.0,1.0
C08389FD6C6,C188B56F6F1,moisture-gradient ion transport,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,2017.0,2023.0,6.0,iTE_then_TG,P0444,P0177,10.0,1.0
C08389FD6C6,C78D65254F9,moisture-gradient ion transport,phase transition,transport_mechanism,phase_or_species_transition,2019.0,2023.0,4.0,iTE_then_TG,P1827,P0193,2.0,2.0
C78D65254F9,CA8C62A4868,phase transition,redox reaction entropy,phase_or_species_transition,solvation_entropy,2020.0,2023.0,3.0,iTE_then_TG,P0633,P0212,2.0,2.0
C46747A02A1,C872881EC3C,ion-pairing and complexation,gel-confined redox transport,solvation_entropy,gel_microstructure,2021.0,2023.0,2.0,iTE_then_TG,P0568,P0193,8.0,7.0
C10C4FF4B6C,C78D65254F9,hydrogen bonding,phase transition,solvation_entropy,phase_or_species_transition,2022.0,2023.0,1.0,iTE_then_TG,P0697,P0059,2.0,1.0
C3002C089A5,CE6FC512ED2,ionic thermodiffusion (Soret effect),dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2022.0,2023.0,1.0,iTE_then_TG,P0609,P0180,10.0,1.0
C539540C36B,C96681C9193,nanochannel-confined ion transport,ion channels,transport_mechanism,transport_mechanism,2020.0,2024.0,4.0,iTE_then_TG,P1096,P0197,7.0,1.0
C78D65254F9,CB314592CFB,phase transition,precipitation and species redistribution,phase_or_species_transition,phase_or_species_transition,2021.0,2024.0,3.0,iTE_then_TG,P1493,P0053,1.0,1.0
C872881EC3C,CB314592CFB,gel-confined redox transport,precipitation and species redistribution,gel_microstructure,phase_or_species_transition,2021.0,2024.0,3.0,iTE_then_TG,P1493,P0053,1.0,1.0
C08389FD6C6,CC028ABF9C6,moisture-gradient ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2022.0,2024.0,2.0,iTE_then_TG,P0559,P0166,7.0,1.0
C3002C089A5,C46747A02A1,ionic thermodiffusion (Soret effect),ion-pairing and complexation,transport_mechanism,solvation_entropy,2022.0,2024.0,2.0,iTE_then_TG,P0609,P0137,13.0,3.0
C872881EC3C,CA8C62A4868,gel-confined redox transport,redox reaction entropy,gel_microstructure,solvation_entropy,2022.0,2024.0,2.0,iTE_then_TG,P0981,P0166,5.0,6.0
C08389FD6C6,C10C4FF4B6C,moisture-gradient ion transport,hydrogen bonding,transport_mechanism,solvation_entropy,2023.0,2024.0,1.0,iTE_then_TG,P0611,P0166,8.0,2.0
C08389FD6C6,CA8C62A4868,moisture-gradient ion transport,redox reaction entropy,transport_mechanism,solvation_entropy,2023.0,2024.0,1.0,iTE_then_TG,P0537,P0166,2.0,2.0
C46747A02A1,CB25BC3FC14,ion-pairing and complexation,double/interpenetrating network,solvation_entropy,gel_microstructure,2023.0,2024.0,1.0,iTE_then_TG,P0379,P0167,2.0,2.0
C46747A02A1,CC028ABF9C6,ion-pairing and complexation,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2023.0,2024.0,1.0,iTE_then_TG,P0931,P0040,4.0,2.0
C46747A02A1,CFBB5A400A1,ion-pairing and complexation,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,2023.0,2024.0,1.0,iTE_then_TG,P0379,P0137,6.0,1.0
C78D65254F9,CB25BC3FC14,phase transition,double/interpenetrating network,phase_or_species_transition,gel_microstructure,2023.0,2024.0,1.0,iTE_then_TG,P0381,P0167,1.0,1.0
C3002C089A5,CF4A6A0344F,ionic thermodiffusion (Soret effect),ion migration,transport_mechanism,transport_mechanism,2010.0,2025.0,15.0,iTE_then_TG,P1700,P0030,11.0,2.0
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2019.0,2025.0,6.0,iTE_then_TG,P0644,P0246,9.0,1.0
CF4A6A0344F,CFBB5A400A1,ion migration,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2021.0,2025.0,4.0,iTE_then_TG,P0645,P0030,2.0,1.0
C17A556FB4A,CB25BC3FC14,double-network hydrogel mechanics,double/interpenetrating network,gel_microstructure,gel_microstructure,2022.0,2025.0,3.0,iTE_then_TG,P0919,P0188,4.0,2.0
C17A556FB4A,CE6FC512ED2,double-network hydrogel mechanics,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2022.0,2025.0,3.0,iTE_then_TG,P0919,P0188,4.0,2.0
CB25BC3FC14,CC028ABF9C6,double/interpenetrating network,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2022.0,2025.0,3.0,iTE_then_TG,P0919,P0013,3.0,2.0
C08389FD6C6,C7932B1CE8C,moisture-gradient ion transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,2023.0,2025.0,2.0,iTE_then_TG,P0611,P0017,7.0,1.0
C3002C089A5,CBFAB31D6E6,ionic thermodiffusion (Soret effect),electrostatic interaction,transport_mechanism,solvation_entropy,2023.0,2025.0,2.0,iTE_then_TG,P0374,P0014,2.0,1.0
C46747A02A1,CF4A6A0344F,ion-pairing and complexation,ion migration,solvation_entropy,transport_mechanism,2024.0,2025.0,1.0,iTE_then_TG,P0355,P0142,3.0,1.0
C78D65254F9,CAA2101509C,phase transition,solid-liquid phase transition,phase_or_species_transition,phase_or_species_transition,2024.0,2025.0,1.0,iTE_then_TG,P0954,P0159,2.0,1.0
C08389FD6C6,CC3BA67827F,moisture-gradient ion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,2016.0,2026.0,10.0,iTE_then_TG,P0655,P0170,7.0,1.0
C188B56F6F1,C539540C36B,ion-selectivity membrane transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2018.0,2026.0,8.0,iTE_then_TG,P0640,P0174,14.0,1.0
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,2019.0,2026.0,7.0,iTE_then_TG,P1822,P0255,3.0,1.0
C188B56F6F1,C8AD5B453CC,ion-selectivity membrane transport,ion diffusion,transport_mechanism,transport_mechanism,2020.0,2026.0,6.0,iTE_then_TG,P1096,P0174,4.0,1.0
C539540C36B,C8AD5B453CC,nanochannel-confined ion transport,ion diffusion,transport_mechanism,transport_mechanism,2020.0,2026.0,6.0,iTE_then_TG,P1096,P0174,3.0,1.0
C188B56F6F1,CF69DD93A68,ion-selectivity membrane transport,selective ion transport,transport_mechanism,transport_mechanism,2021.0,2026.0,5.0,iTE_then_TG,P0608,P0249,12.0,1.0
C3002C089A5,CC3BA67827F,ionic thermodiffusion (Soret effect),ionic-electronic coupling,transport_mechanism,transport_mechanism,2021.0,2026.0,5.0,iTE_then_TG,P0645,P0170,10.0,1.0
C45C8AAD12E,C46747A02A1,charge-transfer resistance engineering,ion-pairing and complexation,electrode_interface,solvation_entropy,2021.0,2026.0,5.0,iTE_then_TG,P1810,P0083,1.0,1.0
C46747A02A1,CE4B0E242E7,ion-pairing and complexation,interfacial charge transfer,solvation_entropy,electrode_interface,2021.0,2026.0,5.0,iTE_then_TG,P1810,P0083,2.0,1.0
C8AD5B453CC,CC3BA67827F,ion diffusion,ionic-electronic coupling,transport_mechanism,transport_mechanism,2021.0,2026.0,5.0,iTE_then_TG,P0645,P0170,3.0,1.0
CC3BA67827F,CFBB5A400A1,ionic-electronic coupling,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2021.0,2026.0,5.0,iTE_then_TG,P0645,P0170,3.0,1.0
C3002C089A5,C45C8AAD12E,ionic thermodiffusion (Soret effect),charge-transfer resistance engineering,transport_mechanism,electrode_interface,2022.0,2026.0,4.0,iTE_then_TG,P1542,P0165,2.0,2.0
C3002C089A5,CE4B0E242E7,ionic thermodiffusion (Soret effect),interfacial charge transfer,transport_mechanism,electrode_interface,2022.0,2026.0,4.0,iTE_then_TG,P1542,P0175,3.0,1.0
C46747A02A1,CE6FC512ED2,ion-pairing and complexation,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2022.0,2026.0,4.0,iTE_then_TG,P0609,P0083,5.0,1.0
C08389FD6C6,C3C17DDE1C9,moisture-gradient ion transport,Gutmann-donor ionic-cluster thermodiffusion,transport_mechanism,transport_mechanism,2023.0,2026.0,3.0,iTE_then_TG,P0537,P0176,2.0,1.0
C08389FD6C6,C46A965349B,moisture-gradient ion transport,anion transport,transport_mechanism,transport_mechanism,2023.0,2026.0,3.0,iTE_then_TG,P0537,P0084,1.0,1.0
C3002C089A5,C539540C36B,ionic thermodiffusion (Soret effect),nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2023.0,2026.0,3.0,iTE_then_TG,P0564,P0174,11.0,1.0
C41DA9D5B12,C45C8AAD12E,convection-resolved resistance decomposition,charge-transfer resistance engineering,transport_mechanism,electrode_interface,2023.0,2026.0,3.0,iTE_then_TG,P1190,P0253,4.0,1.0
C41DA9D5B12,CE4B0E242E7,convection-resolved resistance decomposition,interfacial charge transfer,transport_mechanism,electrode_interface,2023.0,2026.0,3.0,iTE_then_TG,P1190,P0253,4.0,1.0
C46A965349B,CA8C62A4868,anion transport,redox reaction entropy,transport_mechanism,solvation_entropy,2023.0,2026.0,3.0,iTE_then_TG,P0537,P0084,2.0,1.0
C3002C089A5,CC028ABF9C6,ionic thermodiffusion (Soret effect),anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2024.0,2026.0,2.0,iTE_then_TG,P0408,P0175,5.0,1.0
C78D65254F9,CB56BB4DDB0,phase transition,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,2024.0,2026.0,2.0,iTE_then_TG,P1921,P0255,1.0,1.0
C188B56F6F1,C872881EC3C,ion-selectivity membrane transport,gel-confined redox transport,transport_mechanism,gel_microstructure,2025.0,2026.0,1.0,iTE_then_TG,P0364,P0249,3.0,1.0
C46A965349B,C872881EC3C,anion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,2025.0,2026.0,1.0,iTE_then_TG,P0367,P0084,1.0,1.0
C539540C36B,CFBB5A400A1,nanochannel-confined ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2025.0,2026.0,1.0,iTE_then_TG,P0347,P0174,3.0,1.0
C872881EC3C,CE4B0E242E7,gel-confined redox transport,interfacial charge transfer,gel_microstructure,electrode_interface,2025.0,2026.0,1.0,iTE_then_TG,P0342,P0083,1.0,1.0
CE4B0E242E7,CE6FC512ED2,interfacial charge transfer,dynamic crosslinked gel network,electrode_interface,gel_microstructure,2025.0,2026.0,1.0,iTE_then_TG,P0342,P0083,1.0,1.0
CE4B0E242E7,CFBB5A400A1,interfacial charge transfer,cation-anion thermodiffusion asymmetry,electrode_interface,transport_mechanism,2025.0,2026.0,1.0,iTE_then_TG,P0342,P0175,2.0,1.0
C3002C089A5,CA8C62A4868,ionic thermodiffusion (Soret effect),redox reaction entropy,transport_mechanism,solvation_entropy,2018.0,2018.0,0.0,same_year,P0224,P0224,3.0,5.0
C3002C089A5,CF203EF8121,ionic thermodiffusion (Soret effect),Eastman entropy of transfer,transport_mechanism,solvation_entropy,2018.0,2018.0,0.0,same_year,P0224,P0224,7.0,1.0
C5E47CC0A62,C7932B1CE8C,Hofmeister/chaotropic effect,chaotropic polymer-water disruption,gel_microstructure,gel_microstructure,2018.0,2018.0,0.0,same_year,P0090,P0090,6.0,5.0
C5E47CC0A62,CA8C62A4868,Hofmeister/chaotropic effect,redox reaction entropy,gel_microstructure,solvation_entropy,2018.0,2018.0,0.0,same_year,P0090,P0090,1.0,1.0
C7932B1CE8C,CA8C62A4868,chaotropic polymer-water disruption,redox reaction entropy,gel_microstructure,solvation_entropy,2018.0,2018.0,0.0,same_year,P0090,P0090,2.0,1.0
CA8C62A4868,CF203EF8121,redox reaction entropy,Eastman entropy of transfer,solvation_entropy,solvation_entropy,2018.0,2018.0,0.0,same_year,P0224,P0224,5.0,1.0
C08389FD6C6,CFBB5A400A1,moisture-gradient ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2021.0,2021.0,0.0,same_year,P0297,P0297,6.0,2.0
C10C4FF4B6C,C10D3798CF7,hydrogen bonding,selective solvation,solvation_entropy,solvation_entropy,2021.0,2021.0,0.0,same_year,P0182,P0182,2.0,3.0
C10C4FF4B6C,C5E47CC0A62,hydrogen bonding,Hofmeister/chaotropic effect,solvation_entropy,gel_microstructure,2021.0,2021.0,0.0,same_year,P0182,P0182,5.0,3.0
