文章名,期刊名,DOI,年份,摘要,材料,机制
"First Principles Study of Structural Stability, Elastic Properties, and Electronic Structures of Y-Doped Mg2Si",JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-018-06864-2,2019,"The occupancy, structural stability, elastic properties, and electronic structure of Y-doped Mg2Si were calculated by the first principles method based on density functional theory. Calculation of the formation heats and mechanical stability show that Mg2Si, and Mg7Si4Y can be stable, while Mg8Si3Y and Mg8Si4Y cannot exist stably in the system. The heats of formation and cohesive energies calculations show that the structural stability and alloying ability of Mg7Si4Y is better than that of Mg2Si. The bulk modulus (B), shear modulus (G), Young's modulus (E), and Poisson's ratio (nu) show that Mg2Si is a brittle phase and Mg7Si4Y is a ductile phase. Doping with Y can improve the ductility of Mg2Si. The density of states, population analysis, and electron density difference show that the ionicity of Mg7Si4Y is stronger than that of Mg8Si4, and the Y-Si ionic bonds formed by Mg7Si4Y increase the structural stability. The band structure analysis shows that the Fermi level of Mg7Si4Y is in the conduction band, the electrons in the valence band can easily transition to the conduction band, and that the conductivity of Mg7Si4Y is stronger than Mg2Si.","Y-doped Mg2Si, especially Mg7Si4Y","Y-Si ionic bonds increase structural stability, ductility, and electronic conductivity by placing EF in the conduction band"
Temperature effect on redox voltage in LixCo[Fe(CN)6]y,AIP ADVANCES,10.1063/1.4979888,2017,"The electrochemical thermoelectric (TE) coefficient (S-EC equivalent to partial derivative V/partial derivative T; V and T are the redox potential and temperature, respectively) is a significant material parameter, because it enable us to convert heat into electricity. Here, we systematically investigated the TE properties of cobalt hexacyanoferrate (Co-HCF), LixCo[Fe(CN)(6)](y), against the Li concentration (x). vertical bar S-EC vertical bar is higher than the Seebeck coefficient (= 0.2 mV/K at room temperature) of Bi2Te3 and distributes from 0.2 to 0.8 mV/K. We further observed a sign reversal behavior of S-EC:S-EC is negative at y = 0.71 while it is negative (positive) at x <= 0.3 (x >= 0.6) at y = 0.90. Based on the ionic model, we qualitatively reproduced the sign reversal behavior by including the volume expansion effect. These arguments suggest that S-EC in solid is mainly governed by the electrostatic energy. (C) 2017 Author(s). All article content, except where otherwise noted, is licensed under a Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).",cobalt hexacyanoferrate LixCo[Fe(CN)6]y,"Li concentration, volume expansion, and electrostatic energy govern electrochemical thermoelectric coefficient and sign reversal"
"Lattice Anharmonicity in BiS2-Based Layered Superconductor RE(O,F)BiS2 (RE = La, Ce, Pr, Nd)",JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,10.7566/JPSJ.91.074706,2022,"We estimated Gr??neisen parameter (??G) to investigate lattice anharmonicity in a layered BiS2-based superconductor system REO1???xFxBiS2 (RE = La, Ce, Pr, Nd), where in-plane chemical pressure was tuned by the ionic radii of the RE elements, and the carrier concentration was tuned by F concentration. With increasing in-plane chemical pressure, bulk modulus remarkably increases, and a larger ??G is observed for RE = Nd. The dependence of ??G on in-plane chemical pressure exhibits a good correlation with Tc, suggesting that a larger ??G results in a higher Tc in the system. In addition, ??G shows a slight decrease by a decrease of F concentration (x) in REO1???xFxBiS2. Our results suggest that the enhancement of anharmonicity in REO1???xFxBiS2 is achieved by the suppression of in-plane disorder by in-plane chemical pressure and carrier doping. From analogy to thermoelectric LaOBi(S,Se)2, in which anharmonic vibration of Bi along the c-axis was enhanced by in-plane chemical pressure, we propose that the anharmonic vibration of Bi along the c-axis is present and in REO1???xFxBiS2, and the enhancement of the anharmonicity is positively linked to superconducting Tc and pairing mechanisms.","BiS2-based superconductors REO1-xFxBiS2 with RE = La, Ce, Pr, Nd","rare-earth ionic-radius chemical pressure and F doping suppress in-plane disorder, enhance Bi anharmonicity, and correlate with superconducting Tc"
Electrical and dielectrical properties of Sio2-Li2O-Nb2O5 glass and glass-ceramics obtained by thermoelectric treatments,JOURNAL OF NON-CRYSTALLINE SOLIDS,10.1016/j.jnoncrysol.2006.02.172,2006,"The electrical and dielectrical properties of the glass and glass-ceramics with the 60SiO(2)-30Li(2)O-10Nb(2)O(5) (mole%) composition, containing LiNbO3 crystallites, were studied. The dc electric conductivity (sigma(dc)) and de activation energy (E-a(dc)) decreases with the rise of the heat-treatment (HT) temperature and with the increase of the amplitude of the applied electric field. The highest dielectric constant, 48.19, was observed in the 650HT sample. The dielectrical properties were discussed through a three serial capacitor model, two related with the sample surfaces and one with the bulk material, showing that the bulk has the major contribution for the dielectrical characteristics. A resistance in parallel with a constant phase element (CPE) is the best equivalent circuit that describes the dielectrical behavior. The obtained results reflect the important role carried out by the treatment temperature and the applied electric field in the electrical and dielectrical properties of the glass. (c) 2006 Elsevier B.V. All rights reserved.",60SiO2-30Li2O-10Nb2O5 glass/glass-ceramics containing LiNbO3 crystallites,"heat-treatment temperature and applied electric field alter LiNbO3 crystallization, bulk dielectric response, and dc conductivity/activation energy"
Defect chemistry of SrBi2Ta2O9 and ferroelectric fatigue endurance,JOURNAL OF ELECTROCERAMICS,10.1023/A:1009985226374,2000,"The defect chemistry and charge transport properties of doped and undoped SrBi2Ta2O9 (SBT) were studied by making 4-point dc equilibrium electrical conductivity, thermopower, ionic transport number, X-ray diffraction (XRD), and X-ray photoelectron spectroscopy (XPS) measurements. Results of high temperature equilibrium dc conductivity, thermoelectric power, and transport number measurements as a function of oxygen activity in the temperature range 650-725 degrees C revealed that undoped SBT displays a broad centrally located plateau of ionic conductivity with an activation energy of mobility of 0.94 eV and a prominent upturn at high oxygen activity, caused by p-type conductivity. The effects of acceptor and donor dopants are consistent with a 1-2% net acceptor excess in the undoped compound. It has been observed that there is substantial (several percent) cation place exchange between the Sr2+ and Bi3+ in SBT. It is proposed that the net acceptor excess in undoped SBT consists of disordered Sr2+ substituting for Bi3+ in the fluorite-like bismuth oxide layers which are locally compensated by oxygen vacancies. The formation of the net donor excess by disordered Bi3+ substituting for Sr2+ in the perovskite-like layers does not manifest itself as n-type conductivity behavior, because the band gap is large and the mobility is highly thermally activated. The superior intrinsic ferroelectric fatigue endurance of SBT is attributed to the lack of mobile charged defects in the perovkite-like layers which create the ferroelectric response of the compound. The metallic bismuth presence on the surface of undoped SBT, as revealed by qualitative XPS measurements, is believed to result from long exposure to the highly reducing conditions in the XPS system.",doped and undoped SrBi2Ta2O9 with Sr/Bi site disorder and oxygen vacancies,ionic conductivity plateau and p-type upturn arise from defect chemistry; absence of mobile charged defects in perovskite layers improves fatigue endurance
Stacked double-walled carbon nanotube sheet electrodes for electrochemically harvesting thermal energy,CARBON,10.1016/j.carbon.2019.03.033,2019,"Nanocarbon based electrodes have led to remarkable improvements in the performance of thermo-electrochemical cells (TECs), which are able to electrochemically harvest low-grade waste thermal energy. However, the highly tortuous ionic pathways of the electrodes limit the output current from the TECs by reducing the reaction rate inhibited by a concentration gradient in the electrode. In this work, we investigate an electrode structure that facilitates efficient ion transport by sequentially stacking highly aligned double-walled carbon nanotube (DWCNT) sheets. The performance of the TEC is evaluated with respect to the number of DWCNT stacks and the lamination orientation in a parallel or orthogonal direction. As the number of stacks increases from 1 to 3 layers oriented in parallel, the output power increases from 113 to 187 mW/m(2) at a small temperature difference of 22 degrees C. The output power with 3-layer DWCNT sheets can be further improved to 200 mW/m(2) by implementing an orthogonal lamination. The significance of electrode tortuosity presented here would be useful in electrode design as a way to improve energy harvesting performance. The results should also provide a basis for devising electrochemical devices with highly porous nanocarbon electrodes. (C) 2019 Elsevier Ltd. All rights reserved.",stacked aligned double-walled carbon nanotube sheet electrodes in thermo-electrochemical cells,"stack number and orthogonal lamination reduce electrode tortuosity and concentration gradients, accelerating ion transport and redox output"
"Enhancement of Diffusion, Densification and Solid-State Reactions in Dielectric Materials Due to Interfacial Interaction of Microwave Radiation: Theory and Experiment",ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.0c09719,2020,"A detailed theoretical model and experimental study are presented that formulate and prove the existence of a robust ponderomotive force (PMF) near the interfaces in a granular dielectric material under microwave radiation. The model calculations show that the net direction of the PMF is pore angle-dependent. For most of the pore angles, the net force is towards the interface creating a mass transport that fills the interfacial pores and facilitates densification. For small ranges of angles, near 180 degrees and 360 degrees, PMF drives the ions in the reverse direction and depletes the pores. However, the net force for such ranges of angles is small. The PMF also enhances the diffusion of the mobile ionic species and, consequently, accelerates the solid-state reaction by increasing the collision probability. The proof-of-concept experiments show that a mixture of elemental powders can diffuse, react, and form dense materials when radiated by the microwave in just a few minutes. Such characteristics, together with field-induced decrystallization, offer a novel and simple approach for the synthesis of nanostructured compounds, which can have practical implications in ceramic technologies and thermoelectric materials.",granular dielectric materials under microwave radiation,"interfacial ponderomotive force drives mobile ions toward pores/interfaces, enhancing diffusion, densification, and solid-state reactions"
"CATION DISTRIBUTION INVESTIGATION OF THE SYSTEM LI0.5FEXGA2.50-XO4 BY X-RAYS, ELECTRICAL-CONDUCTIVITY AND MOSSBAUER STUDIES",JOURNAL OF MATERIALS SCIENCE,10.1007/BF00365023,1993,"Structural, electrical and Mossbauer studies were carried out for the system Li0.5FexGa2.5-xO4. All the compounds with 0 less-than-or-equal-to x less-than-or-equal-to 2.5 crystallised with cubic spinel structure. Lattice constant values calculated from XRD analysis were found to increase with increasing x. X-ray intensity calculations indicated that Li1+ occupies only the octahedral site and Ga3+ and Fe3+ ions occupy both octahedral and tetrahedral sites. Activation energy and thermoelectric coefficient values decreased with increasing values of x. All the compounds studied were p-type semiconductors and possess low mobility values of 10(-7) - 10(-9) cm2 V-1 s-1. Mossbauer data show the presence of iron in the Fe3+ state and the isomer shift values for all the compositions of the system are within the range of high spin ferric compounds. The probable ionic configuration for the system is suggested as: Ga1-alpha3+Fealpha3+[Li0.5(1+)Fex-alpha3+Ga2.5-x+alpha3+]O42-",cubic spinel Li0.5FexGa2.5-xO4,Li/Ga/Fe cation distribution over octahedral/tetrahedral sites and Fe3+ content tune p-type semiconductor activation energy and mobility
Thermal properties of novel phase change materials based on protic ionic liquids containing ethanolamines and stearic acid for efficient thermal energy storage,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,10.1039/d4cp00976b,2024,"In the field of energy harvesting, phase change materials (PCMs) hold great promise. 2-hydroxyethylammonium stearate ([HEA]Ste), bis(2-hydroxyethyl)ammonium stearate ([DHEA]Ste), and tris(2-hydroxyethyl)ammonium stearate ([THEA]Ste) ionic liquids (ILs) demonstrate promising capabilities to enhance thermal energy storage (TES) performance within the 30-100 degrees C temperature range. This research presents these ILs as PCMs for the first time, emphasizing their environmentally friendly characteristics, safety profile, and cost-effectiveness. The chemical composition and microstructure of these PCMs were investigated using scanning electron microscopy (SEM), and fourier transform infrared spectroscopy (FT-IR), while differential scanning calorimetry (DSC) was employed to assess their latent heat of fusion and specific heat capacity. Furthermore, thermal gravimetric analysis (TGA) was utilized to evaluate the thermal stability of these ILs. In addition, valuable insights into the surface properties and behavior of PCMs at the nanoscale are provided using atomic force microscopy (AFM). Results show that the latent heats of fusion for [HEA]Ste, [DHEA]Ste, and [THEA]Ste are about 171.12, 152.58, and 136.55 kJ kg-1, respectively. Also, thermal stability analysis shows the maximum stability (99.5%) for [HEA]Ste. Ultimately, a custom-built setup featuring a cell containing a PCM derived from synthesized ILs and a commercially available thermoelectric generator (TEG) was employed to measure live voltage (V) in the conversion of heat energy into electrical power. On the other hand, specifically in this measurement we recorded the output voltage (open circuit case) of the TEG device versus time and demonstrated that after turning off the thermal energy source, the proposed system provides the electrical energy for a while (more than 2 hours). In the field of energy harvesting, phase change materials (PCMs) hold great promise.","protic ionic-liquid phase-change materials [HEA]Ste, [DHEA]Ste, [THEA]Ste",ethanolammonium stearate ionic liquids store latent heat and sustain TEG output after heat removal through phase-change thermal buffering
"Two-Dimensional Square-A2B (A = Cu, Ag, Au, and B = S, Se): Auxetic Semiconductors with High Carrier Mobilities and Unusually Low Lattice Thermal Conductivities",JOURNAL OF PHYSICAL CHEMISTRY LETTERS,10.1021/acs.jpclett.0c00613,2020,"Using evolutionary structure search combined with ab initio theory, we investigate the electronic, thermal, and mechanical properties of two-dimensional (2D) A(2)B (A = Cu, Ag, Au, and B = S, Se) auxetic semiconductors. Two types of structures are found to have low energy, namely, s(I/II)-A(2)B, which have direct bandgaps in the range 1.09-2.60 eV and high electron mobilities. Among these semiconductors, Cu2B and Ag2B have light holes with 2 orders of magnitude larger mobility than the heavy holes, up to 9.51 X 10(4)cm(2) v(-1) s(-1) , giving the possibility of achieving highly anisotropic hole transport with the application of a uniaxial strain. Due to the ionic bonding nature, s-A(2)B structures have unusually low lattice thermal conductivities down to 1.5 W m(-1) K-1 at 300 K, which are quite promising for new generation thermoelectric devices. Besides, s-A(2)B structures show extraordinary flexibility with ultralow Young's moduli (down to 20 N/m), which are lower than most previously reported 2D materials. Moreover, under strain along the diagonal direction, five of the structures have in-plane negative Poisson's ratios.","2D square A2B semiconductors with A = Cu, Ag, Au and B = S, Se","ionic bonding, auxetic flexible structures, high carrier mobility, and low lattice thermal conductivity make 2D A2B promising for TE devices"
Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,JOURNAL OF ENERGY CHEMISTRY,10.1016/j.jechem.2026.05.024,2026,"The blooming of wearable electronics necessitates flexible, reliable energy harvesters capable of powering devices using ubiquitous low-grade body heat. While thermocells (TECs) manifest high potential in harnessing such small temperature gradients, their deployment is limited by the mechanical fragility of conventional gel electrolytes and insufficient thermopower for practical applications. Herein, we overcome these barriers through synergistic solvent-network engineering by developing a deep eutectic solvent (DES)/poly(vinyl alcohol) (PVA)-based gel electrolyte. This gel electrolyte is achieved by replacing water in freeze-thawed PVA hydrogels with a DES/[Fe(CN)6]3-/4- mixture, where the introduced DES liberates polymer chains from water-induced constraints, driving molecular rearrangement into a denser, highly crystalline network with intensified hydrogen bonding, yielding a 30-fold increase in tensile strength (7.17 MPa) and high compressive strength (8.99 MPa). Concurrently, the DES asymmetrically solvates the [Fe(CN)6]3-/4- redox couple, dramatically increasing the solvation entropy difference and boosting the thermopower to 1.68 mV K-1. The gel electrolyte also exhibits low thermal conductivity and sufficient ionic conductivity, beneficial for efficient heat harvesting. A scalable, flexible 12-unit TEC module is further demonstrated, showcasing high robustness and practical usability for wearable energy autonomy. (c) 2026 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",DES/PVA gel electrolyte with [Fe(CN)6]3-/4- redox couple,"DES densifies/crystallizes PVA network via hydrogen bonding and asymmetrically solvates redox ions, increasing mechanical strength and thermopower"
Structural Design and Simple Posttreatment of the Hole Transport Layer to Improve Performance of Hybrid Solar Cells,PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS,10.1002/pssr.202300086,2023,"The performance of organic-inorganic hybrid solar cells (HSCs) can be improved by modifying the hole transport layer (HTL). Poly(3,4-ethylenedioxythiophene):poly(styrene sulfonate) (PEDOT:PSS) is the most active HTL material in organic-inorganic HSCs and has been widely studied. Nevertheless, charge transfer in PEDOT:PSS is limited and inefficient due to the presence of the weak ionic conductor PSS. Moreover, the working function of the PEDOT:PSS film and the passivation of the PSS at the Si/PEDOT:PSS interface play a crucial role in carrier separation. The focus of this work is to explore a universal modification method to simultaneously achieve improved charge transport and interfacial passivation capability when using PEDOT:PSS as HTL. By combining bilayer design and simple solution posttreatment, the direct current conductivity (sigma(dc)) and work function of the HTL based on PEDOT:PSS are increased to 765 S cm(-1) and 5.00 eV, respectively. The organic-inorganic HSCs prepared using this approach achieve a photovoltaic conversion efficiency (PCE) of 12.33%, achieving a 16.54% improvement over untreated devices.",PEDOT:PSS hole transport layer in organic-inorganic hybrid solar cells,"bilayer design/posttreatment removes weak PSS-limited transport, raises conductivity/work function, and passivates the Si/PEDOT:PSS interface"
"Mxene hybrid conductive hydrogels with mechanical flexibility, frost-resistance, photothermoelectric conversion characteristics and their multiple applications in sensing",CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2024.149299,2024,"The utilization of conductive hydrogel-based flexible sensors has garnered significant interest in various fields such as electronic skin, human activity monitoring, and human-machine interaction. Nonetheless, the development of photothermoelectric-responsive conductive hydrogels with excellent mechanical properties, extensive sensing capabilities, and resistance to low temperatures remains a formidable challenge. Herein, a combined electronic and ionic conductive hydrogel named as KMGHCa hydrogel with robust toughness, high stretchability, and photothermoelectric-responsiveness was constructed by integrating two-dimensional MXene (Ti3C2Tx) nanosheet into a gellan gum/ poly(N-hydroxyethyl acrylate) matrix in calcium chloride solution via heating-cooling-photopolymerization. The incorporation of MXene into the hydrogel not only imparted remarkable photothermal characteristics under near-infrared (NIR) light irradiation, but also functioned as a crosslinking agent and conductive additive. The as-prepared hydrogels exhibited outstanding mechanical property (tensile stress of 1463 %, tensile strain of 1008 kPa), attractive conductivity (2.07 S/m) and anti-freezing ability simultaneously. The sensor constructed by KMGHCa hydrogel exhibited a broad sensing range spanning from 0 % to 400 %, high sensitivity with a gauge factor of 4.40, and outstanding photothermoelectric conversion characteristics (photothermal conversion efficiency of 93.6 %, thermoelectric sensitivity of -0.41 %/degree celsius, and photoelectric responsivity of 9 mA/W), which also widely applied to various applications, including monitoring various human behaviors, self-powered triboelectric nanogenerators, and NIR light-responsive photothermoelectric detector. Therefore, this work provided a general route for generating multifunctional hydrogels toward applications in motion monitoring sensors, energy harvesting devices, photothermoelectric detection systems.",MXene Ti3C2Tx/gellan gum/poly(N-hydroxyethyl acrylate)/CaCl2 KMGHCa hydrogel,"MXene supplies photothermal/electronic conduction and crosslinking while Ca2+/hydrogel ions provide ionic conduction, strain sensing, and photothermoelectric response"
Electrical conductivity and oxygen nonstoichiometry of acceptor (Ga)-doped titania,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,10.1039/b811319j,2008,"Electrical conductivity and oxygen nonstoichiometry (delta) have been measured, respectively, by a dc 4-probe technique and coulometric titrometry on the system of polycrystalline Ti(0.99)Ga(0.01)O(1.995)-delta against oxygen activity in the range of -20 < log aO(2) <= 0 at different temperatures in the range of 1073 <= T/K <= 1373. It is found that isothermal conductivity varies as sigma proportional to a(O2)(m) with m approximate to -1/4, -1/5, -1/4, +1/4, in order of increasing aO(2), finally exhibiting an n-type (m = -1/4) to p-type (m = +1/4) transition crossing the stoichiometric composition (delta = 0), in perfect agreement with the oxygen nonstoichiometry variation. The electrical conductivity and oxygen nonstoichiometry isotherms are combined to evaluate the ionic partial conductivity and transference number, the intrinsic electronic excitation equilibrium constant, and eventually both mobilities of electrons and holes without employing any assumption at all. The partial molar enthalpy and entropy of the component oxygen are also evaluated as functions of nonstoichiometry.",Ga-doped titania Ti0.99Ga0.01O1.995-delta,"oxygen activity drives n-to-p transition across stoichiometry; combined conductivity/nonstoichiometry separates ionic, electron, and hole transport"
Stable n-Type Conducting Elastomer with High Stretchability and Electrical Conductivity,ADVANCED MATERIALS,10.1002/adma.202508526,2025,"Stretchable n-type conducting polymers are crucial for advancing high-performance optoelectronic and bioelectronic devices, yet their development lags significantly behind that of p-type counterparts due to the intrinsic challenge of harmonizing electrical conductivity with mechanical compliance. Herein, a novel strategy is reported to engineer a high-performance n-type conductive elastomer by synergistically blending the n-type polymer poly(benzodifurandione) (PBFDO) with thermoplastic polyurethane (TPU) and modulating phase separation via the ionic liquid (IL) 1-butyl-3-methylimidazolium tetrafluoroborate. The resulting PBFDO/TPU/IL composites (PBTI) achieve an unprecedented combination of n-type electrical conductivity exceeding 200 S cm-(1), fracture elongation surpassing 200%, and robust operational stability, outperforming existing stretchable n-type conductive polymers. The controlled phase-segregated morphology ensures efficient charge transport while maintaining elastomeric resilience, addressing the long-standing trade-off between conductivity and stretchability. PBTI is integrated with a p-type PEDOT:PSS-based elastomer to demonstrate its versatility in constructing a stretchable thermoelectric generator (TEG), which exhibits a reliable power output under mechanical deformation. Further applications in fire safety warnings and real-time human physiological monitoring underscore the material's practicality in adaptive wearable and implantable systems. This work breaks new ground in n-type stretchable conductors, paving the way for sophisticated bioelectronics and self-powered devices requiring balanced electronic and mechanical functionalities.",PBFDO/TPU/ionic liquid PBTI n-type conducting elastomer with PEDOT:PSS p-type counterpart,ionic-liquid-controlled phase separation balances n-type charge pathways with stretchable TPU mechanics for deformable thermoelectric generators
"Thermoelectric performance of Ni, Co, and Fe nanoparticles incorporated into their metal borates glassy matrices",CANADIAN JOURNAL OF CHEMICAL ENGINEERING,10.1002/cjce.24561,2023,"Here, we present our current attempt to intrinsically dope Ni-0, Co-0, and Fe-0 nanoparticles within Ni-II-, Co-II-, and Fe-II-borate glassy matrices, respectively. The system was prepared by one-pot reaction of the desired M-T(II) salt with excess NaBH4 through an in-situ reduction and hydrolysis processes to afford metallic M-T(0) nanoparticles dispersed into the M-T-BO3 matrix. The composition and structural characteristics of these M-T(0):M-T-BO3 materials were identified by thermal oxidation, ATR-IR, X-ray powder diffraction, and magnetic techniques as glassy/amorphous borate matrices containing magnetic nanoparticles. The electrical conductivity (sigma) of cold-pressed discs of these metal-doped composites shows that they behave as nonohmic semiconductors within the temperature range of 303 <= T <= 373 K suggesting a mixed electronic-ionic conduction. However, their thermal conductivity (kappa) occurs through phonon lattice vibration dynamics rather than electronic. The sigma/kappa ratio shows a steep non-linear increase from 9.4 to 270 KV-2 in Ni-0:Ni-BO3. In contrast, a moderate-weak increase is observed for Co-0:Co-BO3 and Fe-0:Fe-BO3 analogs. The obtained materials are examined for thermoelectric (TE) applications by determining their Seebeck coefficient (S) power factor (PF), figure of merit (ZT), and conversion efficiency (eta%). All the TE data shows that Ni-0:Ni-BO3 (S, 80 mu VK-1; PF, 97.7 mWm(-1) K-1; ZT 0.54; eta, 2.15%) is a better TE semiconductor than the other two M-T(0):M-T-BO3. This finding shows that Ni-0:Ni-BO3 is a promising candidate to exploit low-temperature waste heat from body heat, sunshine, and small domestic devices for small-scale TE applications.","Ni0:Ni-BO3, Co0:Co-BO3, Fe0:Fe-BO3 metal nanoparticle/borate glass composites","metal nanoparticles in borate matrices create mixed electronic-ionic nonohmic semiconducting transport, with Ni composite giving best TE response"
The influence of temperature and composition on the crystal properties of Al1-xBxN semiconducting ternary alloys,PRAMANA-JOURNAL OF PHYSICS,10.1007/s12043-021-02275-x,2022,"Structural parameters, energy band gaps, electronic charge density, phonon modes and transport properties ofAl(1-x)B(x)Nternary alloys in the hypothetical zinc-blende structure are investigated using first-principles total-energy calculations. The authors' results show that by adding more B atoms into AlN, the material under focus becomes less compressible, less ionic and its energy band gap still ( Gamma -X) indirect for all alloy compositions x of interest exhibiting a bowing parameter of 1.24 eV. The calculated phonon density of states indicates soft modes for B contents in the interval 0.5 <= x <= 0.8 suggesting thus non-dynamical stability of the ground-state phase in this composition range. The temperature dependence of structural and transport properties is examined and discussed. The thermal conductivity of cubic BN at 300 K is recorded as 0.862 kW/m center dot K showing a very good accord with the experimental values reported in the literature.",zinc-blende Al1-xBxN ternary alloys,"B incorporation reduces ionic character/compressibility, tunes indirect band gap, and creates soft phonon modes at intermediate B content"
Effect of acetic acid complex on physical properties of nanostructured spray deposited FeCdS3 thin films,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.11.020,2011,"Spray pyrolysis method which is simple as well as economic was used for the preparation of ternary nanostructured FeCdS3 thin films onto glass substrates from ferric nitrate and cadmium chloride as Cd and Fe source and acetic acid as a complexing agent. The prepared films were characterized by X-ray diffraction (XRD), scanning electron microscopy (SEM) and optical absorption techniques. The structural, electrical, optical and morphological properties of FeCdS3 thin films were influenced by quantity of acetic acid in spray solution. The X-ray spectrum and SEM reveal that the FeCdS3 shows transition from nanocrystalline to amorphous phase depending on concentration of acetic acid. Optical band-gap of the amorphous and nanocrystalline film is found 2.40 and 2.65 eV, respectively. Nanocrystalline films have dark resistivity of the order of 10(3) Omega cm whereas amorphous films have 10(4) Omega cm. Thermoelectric power (TEP) measurement studies reveal that the films have p-type conductivity. It also shows that amorphous film generates less thermo-emf as compared to nanocrystalline film. (C) 2010 Elsevier B.V. All rights reserved.","nanostructured FeCdS3 thin films from ferric nitrate, cadmium chloride, and acetic acid","acetic-acid complexation controls crystallinity/morphology, shifting resistivity, band gap, and p-type thermopower"
First-principles calculations to investigate doping effects on electrical conductivity and interfacial contact resistance of TiO2,APPLIED SURFACE SCIENCE,10.1016/j.apsusc.2022.156202,2023,"In fuel cells, electrolysis cells, etc., titanium have been widely employed due to the high corrosion resistance achieved by the oxide film. But it also leads to low electrical conductivity and reduces the cells efficiency significantly. To illuminate how to improve the conductivity of titanium alloys, first-principles calculation merged with Boltzmann transport theory and Schottky-Mott theory is used to study the doping effects of thirty-seven elements on the electrical conductivity and the Schottky barrier. The effect of doped concentration on the conductivity was also investigated. The results indicate the low electrical conductivity of TiO2 is attribute to strong ionic bond of Ti-O. The covalent bond between dopant and O atoms is found to enhance at a higher doped concentration. That can lead to the extension of the unoccupied state of valence band maximum and conduction band minimum to the forbidden gap, which further leads to the reduction of the band gap. In addition, Nb, Ta, Sb and Zr can enhance the conductivity to above 1.0 x 103 S cm-1, which can also make the Schottky barrier decline from 1.05 eV to below 0.4 eV. The mechanism of doped modifications was further studied to guide experimental works.","TiO2 doped with Nb, Ta, Sb, Zr and other elements","dopant-O covalency narrows the ionic Ti-O band gap and lowers Schottky barrier, improving conductivity and interfacial contact"
Smart fire safety ionogels with widely tunable mechanical properties,APPLIED MATERIALS TODAY,10.1016/j.apmt.2026.103177,2026,"It is significant to fabricate mechanically tunable and highly fire-safety ionogels for meeting the requirements in different application fields. In this work, multifunctional flame-retardant ionogels (MFIGs) with widely tunable mechanical properties were fabricated via in situ UV-initiated polymerization of acrylamide and acrylic acid dispersed in flame-retardant phosphorous-containing ionic liquid. The mechanical properties of MFIGs could be regulated by adjusting the phase structure via changing the content of PIL and monomers. MFIGs were robust and rigid (tensile strength of 9.9 MPa and modulus of 2.1 MPa) when they showed sea-island structure, and were flexible and stretchable (modulus of 51.1 kPa and elongation at break of 587%) when a co-continuous phase formed. MFIGs exhibited outstanding flame retardancy with a limiting oxygen index of 54.5%. Meanwhile, MFIGs showed good electrical resistance response and thermoelectric conversion properties, which had multiple fire-warning performance to further enhance fire safety. Our work provides new insights for the fabrication of multifunctional and smart fire protection ionogels.",flame-retardant phosphorous ionic-liquid acrylamide/acrylic-acid ionogels,ionic-liquid/monomer phase structure tunes mechanics while ionic conduction and thermoelectric response enable fire warning
"Crystal structure, chemical bonding, and mechanical properties of EuMg2Bi2",APPLIED PHYSICS LETTERS,10.1063/5.0290859,2025,"EuMg2Bi2, a magnetic topological semimetal, has garnered significant interest for its potential in spintronics, quantum computing, magnetoelectric devices, and thermoelectric energy conversion. However, its temperature-dependent structural evolution, mechanical properties, and bonding characteristics remain unexplored. In this study, we first determine the crystallographic structure of EuMg2Bi2 from 100 to 400 K using high-resolution synchrotron powder and single-crystal X-ray diffraction. The Debye temperature, obtained from isotropic atomic displacement parameters, is 169(4) K, consistent with low-temperature heat capacity data, and structural refinements reveal nearly isotropic lattice expansion. Mechanical property evaluations by theoretical calculations and three-point bending tests confirm the intrinsic brittleness of EuMg2Bi2, as indicated by Pugh's ratio below 1.75 and a maximum fracture strain of only 0.44%. This can be attributed to three types of comparable polar bonds with largely ionic character in the structure as revealed by chemical bonding analysis based on the quantum theory of atoms in molecules, forming a nearly isotropic three-dimensional bonding network that likely suppresses interlayer slip and, thus, contributes to the poor plasticity of this compound.",EuMg2Bi2 magnetic topological semimetal,"three comparable polar largely ionic bonds form isotropic 3D bonding, suppressing interlayer slip and causing brittle mechanics"
