文章名,期刊名,DOI,年份,摘要,材料,机制
Flexible and Foldable Films of SWCNT Thermoelectric Composites and an S-Shape Thermoelectric Generator with a Vertical Temperature Gradient,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.1c21363,2022,"Organic thermoelectric (TE) composites and flexible devices have gained a rapid development in recent decade. Herein, a flexible and foldable film of poly(3,4-ethylenedioxythiophene):poly(styrene sulfonate)/single-walled carbon nanotube (PEDOT:PSS/SWCNT) composite is fabricated by post-treatment with an ionic liquid (IL), and an S-shape TE generator (TEG) is designed to harvest heat from human body via a vertical temperature gradient. After being post-treated with IL of bis(trifluoromethane)sulfonimide lithium salt (LiTFSI), the PEDOT:PSS/SWNCT composite displays an improved electrical conductivity from 1063 +/- 80 to 1562 +/- 170 S cm(-1), with an almost constant Seebeck coefficient of similar to 21.9 mu V K-1 with a 30 wt % content of SWCNT. The TE properties exhibit excellent stability against repeated bending or folding cycles. Furthermore, an S-shape architecture is designed for TEG assembling, which enables effective utilization of a vertical temperature gradient between the human body and surroundings. The present study proposes a universal strategy for harvesting heat using a wearable TEG via a vertical temperature gradient, which represents great prospects for application in self-powered wearable electronics.",PEDOT:PSS/SWCNT composite film post-treated with LiTFSI ionic liquid,"LiTFSI improves PEDOT:PSS/SWCNT conductivity while preserving Seebeck coefficient, enabling foldable S-shaped wearable TEG"
Gel-based thermocells for low-grade heat harvesting,EPL,10.1209/0295-5075/ac2075,2021,"Thermocell, as a novel thermoelectric conversion device based on redox reaction or ion diffusion, has exhibited great advantages like high thermopower coefficient, cost effectiveness and good scalability for low-grade heat harvesting. Compared to the liquid-based thermocell, the gel-based version has garnered more and more attention because of its merits in leakage prevention, flexibility and integration, and significant achievements have been made in recent years. In this perspective, we briefly summarize the state-of-the-art progress on the gel-based thermocells. The basic working principle of thermocells is firstly introduced, followed by the discussion on the nuts and bolts for further system optimization. The emerging strategies on the performance improvement are highlighted as well as the underlying physics. Finally, the challenges and future directions in this field are prospected. Copyright (C) 2021 EPLA",gel-based thermocells based on redox reaction or ion diffusion,reviewed gel thermocells convert low-grade heat through thermogalvanic redox reactions and/or ion diffusion with leakage-free flexible integration
Influence of Dopants on Grain Growth and Electrical Transport Properties in Spin-Coated CsSnI3 for Thermoelectric Applications,MATERIALS TRANSACTIONS,10.2320/matertrans.MT-E2025004,2026,"We conducted ion-substitution doping experiments on CsSnI3 to enhance its electrical properties for thermoelectric applications. While CsPbI3 is widely known as a printable semiconductor for solar cells, Sn-based halide perovskites are expected to be promising thermoelectric materials due to their inherently high carrier density, which originates from the characteristic self-doping effect caused by the instability of Sn2+. A CsSnI3 solution was spin-coated onto a glass substrate, and the resulting films exhibited electrical conductivity after annealing at 130 degrees C. Various dopants, including Bi, Sb, Ni, In, and Cu, were introduced at different concentrations to improve electrical conductivity, and the formation of Sn-based halide perovskites was confirmed by X-ray diffraction analysis. A positive correlation was observed between grain size and electrical conductivity, and it was found that dopants with smaller ionic radii play a significant role in promoting grain growth. Among the tested dopants, In-, Sb-, and Ni-doped samples exhibited higher electrical conductivity, whereas Bi-doped samples showed comparatively lower conductivity, which could be explained by the difference in grain size.","Bi-, Sb-, Ni-, In-, and Cu-doped CsSnI3 spin-coated films","smaller ionic-radius dopants promote grain growth, and larger grains correlate with improved electrical conductivity"
"Lattice modulation and electronic band optimization in Q-doped SnTe-GeTe alloys (Q = Bi, Sb, and Ag)",SCIENCE CHINA-MATERIALS,10.1007/s40843-023-2492-9,2023,"The discovery of ultra-low lattice thermal conductivity has always been an urgent task to break through the thermoelectric performance of environment-friendly SnTe materials. As an effective lattice modulation strategy, lattice softening without deteriorating electrical transport has attracted much attention. Herein, we systematically compare and explore the electron-phonon transport characteristics of Q-doped SnTe-GeTe alloys (Q = Bi, Sb, and Ag), especially the visible lattice softening at sound velocity. The high solid-solution of GeTe significantly reduces the sound velocity, and the apparent strong phonon softening is the major contribution to the low lattice thermal conductivity. However, additional Sb/Bi/Ag doping exhibits various modulations on its softening. Bi and Ag with large ionic radii easily destroy the crystal structure and restore the sound velocity close to that of pristine SnTe, while Sb with smaller ionic radius maintains the sound velocity. The Debye-Callaway model quantifies phonon softening and defect scattering, elucidating the exotic lattice thermal conductivity distortion. Additionally, the compensated band convergence and carrier concentration modulation synergistically optimize the electrical transport. The trade-off between lattice softening and electronic band modulation ultimately leads to the zT values of similar to 1.0,similar to 1.1, and similar to 0.8 in Sn0.66Ge0.3Bi0.04Te, Sn0.66Ge0.3Sb0.04Te, and Sn0.66Ge0.3Ag0.04Te, respectively. This work not only confirms the feasible manipulation of high-concentration GeTe alloying on the lattice softening of SnTe, but also emphasizes the significant modulation effect of trace aliovalent ion doping, providing a useful reference for optimization of lattice thermal conductivity.","Q-doped SnTe-GeTe alloys with Q = Bi, Sb, Ag","GeTe alloying softens lattice; trace dopant ionic radius controls sound velocity, defect scattering, band convergence, and carrier concentration"
Phonon spectroscopy and transport properties of Y1-xNdxSr2Cu2.7Mo0.3O7-δ,SCIENCE IN CHINA SERIES A-MATHEMATICS PHYSICS ASTRONOMY,10.1007/BF02876236,1998,"The Raman and infrared spectra, resistivity as well as thermoelectric power of Y1-xNdxSr2Cu2.7Mo0.3 O7-delta(x = 0, 0.1, 0.2, 0.5, 0.8 and 1.0) are studied carefully. It was found that the structure characteristics of RSr2Cu2.7Mo0.3O7-delta cuprates are different from those of RBa2Cu3O7-delta. The variations of the microstructure in Y1-xNdxSr2Cu2.7Mo0.3O7-delta with Nd-doping affect the carrier distribution, so as a result the superconductivity changes. Furthermore, it is pointed out that the microstructure variations with the large rare earth ionic substitution cause the widely existing rare earth ionic size effect in HTSC.",Y1-xNdxSr2Cu2.7Mo0.3O7-delta cuprates,"large rare-earth ionic substitution changes microstructure and carrier distribution, altering superconducting and transport properties"
Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2024.150816,2024,"The human hand provides rich sensory information for proper interaction with the environment. However, designing passive hand -sensing arrays with robust mechanical properties, high conductivity, ease of integration and reliability remains a long-term challenge. Here, we develop a robust dynamic crystalline ion -injected thermoelectric gel (DCI-TEG) via a simple solvent -exchange salt -out strategy. The resultant DCI-TEG exhibits high tensile strength (3.8 MPa), toughness (7.5 MJ m -3 ), and ionic conductivity of 1.84 S m -1 . Benefiting from non -covalent crosslinking, the gel electrolyte and electrodes can be fully integrated into modules with tight physical and electrical contact, facilitating a stable and reliable signal output. By coupling thermogalvanic and piezoresistive effects, the DCI-TEG permits self -powered timely sensing of pressure using current signals. By implanting ionic thermoelectric module arrays on a glove, a wearable pressure sensing route is demonstrated with the merits of self -power, low cost and simple preparation. With the help of deep learning algorithms, a selfpowered recognition for sign language and objects is realized in wearable/portable scenarios by active highaccuracy pressure detection. This work gives people a new direction toward barrier -free passive communication and human - machine interaction in the next -generation artificial intelligence.",dynamic crystalline ion-injected thermoelectric hydrogel,thermogalvanic effect and piezoresistive effect couple to provide self-powered pressure sensing in robust ionic gel
Thermoelectric textile with fibers coated by copper iodide thin films,THIN SOLID FILMS,10.1016/j.tsf.2020.138026,2020,"Here we obtained thermoelectric (TE) textiles on the base of the commercial cotton and polyester fabrics. For this we used deposition of copper iodide (CuI) thin films via low-temperature cheap and scalable method Successive Ionic Layer Adsorption and Reaction (SILAR). The TE textiles are comfortable to wear, breathable, nontoxic, light-weight, flexible and air-permeable. The CuI films in the TE textiles are composed of accreted flakes with nanoscale thickness ( < 50 nm) or of nanowalls. Their crystal grains are less than 50 nm, contain a significant number of dislocations and an increased lattice parameter, and consequently have large compression microstrains. The TE textiles with CuI coated cotton and polyester have the Seebeck coefficients in the range of 120-180 mu V K-1, which are constant at the temperatures 290-365 K. The most effective single p-CuI thermoelectric leg has low internal resistance 2 k Omega. Its specific output power at temperature gradient 50 K is 31 mu W/m(2). Three experimental flexible wearable TEGs of simple and affordable designs having each four thermocouples with n-Alumel and p-CuI thermoelectric legs on the thick cotton, thin cotton and polyester confirm the possibility of obtaining electricity using the developed TE textiles under conditions of temperature gradients from 5 to 50 K at near-room temperatures. The best TEG obtained on the polyester fabric has at temperature difference 50 K output TE characteristics: open circuit voltage 44 mV, short circuit current 1.3 mu A, output power 16 nW. These characteristics remain unchanged after repeated bends of TEGs in the different directions.",cotton and polyester textiles coated with CuI thin films,SILAR-deposited p-type CuI nanoflake/nanowall films give stable Seebeck coefficients and wearable thermoelectric output
"Understanding the Prospects of the Thermoelectric Performance of the YbMg2(Bi,Sb)2 Zintl Phase",CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.5c01433,2025,"AM 2 X 2 Zintl compounds, crystallizing in layered structures, have recently garnered attention due to their promising thermoelectric properties. In this study, we explore the chemical bonding and elastic and thermoelectric properties evolution across the full YbMg2Bi2-x Sb x solid solution. The transition from YbMg2Bi2 to YbMg2Sb2 leads to a continuous linear chemical-bond shortening and thus a significant enhancement in elastic moduli and sound velocity, resulting in overall significant lattice stiffening. Simultaneously, the shift toward more ionic chemical bonding leads to significant changes in the band structure, particularly an increase in effective mass and a decrease in both carrier concentration and mobility, which in turn reduces the power factor for Sb-rich samples. However, a rapid increase in point-defect scattering causes the lattice thermal conductivity to drop from approximate to 3 to almost 1 Wm-1-K-1 at 300 K for the intermediate compositions, thus opening new room for further optimization of the Sb-rich representatives of the YbMg2Bi2-x Sb x . Therefore, in this work, we have demonstrated that despite the seemingly intrinsically higher thermoelectric performance in the Bi-rich region of the YbMg2Bi2-x Sb x solid solution, the Sb-rich representatives may in fact be even more promising due to better mechanical and thermal stability and greater room for further charge carrier concentration optimization.",YbMg2Bi2-xSbx Zintl solid solution,"Bi-to-Sb substitution shortens bonds, increases ionicity/lattice stiffness, changes band structure, and introduces point-defect phonon scattering"
Thermoelectrics in ice slabs: charge dynamics and thermovoltages,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,10.1039/d1cp02304g,2021,"Thermoelectric effects of ice play an important role in many natural and engineering phenomena. We investigate, numerically and analytically, the electrification of finite-thickness ice slabs due to an imposed temperature difference across them. When exposed to a temperature gradient, thermoelectrification involves a fast initial stage dominated by Bjerrum defects and a subsequent slow stage driven by ionic defects. The time scales of the first and second stages are derived analytically and correspond to the Debye time scales based on the density of Bjerrum and ionic defects, respectively. For a given ice slab, at the steady state, the thermovoltage across it and the charge accumulation near its two ends depend strongly on its thickness, with the sensitivity of the thermovoltage being more pronounced. The discrepancy between the computed thermovoltage and experimental measurements is analyzed. The analysis shows that, although thermoelectric effects in ice were discovered 50 years ago, significant gaps, ranging from the bulk and interfacial properties of defects to the measurement of thermovoltage, exist in the quantitative understanding of these effects. Filling these gaps requires further experimental, theoretical, and computational studies.",ice slabs with Bjerrum and ionic defects,temperature gradient drives fast Bjerrum-defect charge dynamics followed by slow ionic-defect thermoelectrification
Bioelectric Reawakening by a Self-Powered Thermoelectric Hydrogel Accelerates Diabetic Ulcer Repair,ADVANCED MATERIALS,10.1002/adma.73728,2026,"Diabetic foot ulcer (DFU) remains difficult to heal due to disrupted endogenous bioelectricity together with persistent infection, inflammation, and oxidative stress. Reinstating wound bioelectricity therefore represents an attractive therapeutic strategy, and thermoelectric materials are particularly suited to this purpose by harvesting the natural skin-air temperature gradient without external power input. Here, a self-powered ionic thermoelectric dual-network hydrogel is developed to simultaneously reconstruct wound bioelectric cues and remodel the hostile DFU microenvironment. The hydrogel generates wound-relevant microcurrents under physiological temperature gradients, while luteolin and Zn2 + are incorporated as complementary bioactive modules to suppress bacterial burden and excessive inflammation, thereby establishing a pro-regenerative niche. Meanwhile, the catechol-containing dual-network architecture imparts strong wet adhesion and robust mechanical stability for conformal wound coverage. Mechanistically, this study provides, to our knowledge, the first evidence that thermoelectric stimulation reprograms fibroblast repair behavior through bioelectric transduction into a Ca2 +/calmodulin-dependent phosphoinositide 3-kinase/protein kinase B (PI3K/Akt) and extracellular signal-regulated kinase (Erk) signaling network. The hydrogel exhibits broad-spectrum antibacterial activity, immunomodulatory effects, and pro-angiogenic capacity in vitro, and accelerates wound healing by 66.84% in diabetic rats. This work establishes a self-powered strategy that integrates bioelectric restoration with microenvironment remodeling for DFU repair.",self-powered ionic thermoelectric dual-network hydrogel with luteolin and Zn2+,skin-air temperature gradient generates bioelectric microcurrents while Zn2+/luteolin remodel wound environment and thermoelectric stimulation activates Ca2+/PI3K-Akt/Erk repair pathways
Synergistic ion-electron coupling in thermoelectric hydrogels for self-powered sensing,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d6ta02391f,2026,"Hydrogel-based thermoelectric (TE) materials are attractive for their flexibility and large Seebeck coefficient (S), yet achieving high and stable output remains challenging. Here, a synergistic ion-electron coupling strategy is proposed by integrating ionic and electronic conduction pathways within a single hydrogel system. A high-performance hybrid TE hydrogel is fabricated by incorporating p-type Bi0.3Sb1.7Te3 (BST) particles and a KOH electrolyte into a kappa-carrageenan/gelatin matrix. The introduction of BST establishes an electronic contribution, increasing S from similar to 0.18 mV K-1 to similar to 1.35 mV K-1, while subsequent addition of KOH further enhances S to similar to 2.98 mV K-1, surpassing that of individual components. Mechanistic studies reveal that BST not only provides electronic thermopower but also facilitates ionic thermal migration under a temperature gradient. The resulting hydrogel exhibits robust TE performance, long-term stability, and piezoresistive sensitivity, enabling its application as a self-powered temperature sensor for water temperature and respiratory monitoring. This work offers a novel design paradigm for high-performance, multifunctional hydrogel-based TE materials.",kappa-carrageenan/gelatin hydrogel with Bi0.3Sb1.7Te3 particles and KOH electrolyte,"BST adds electronic thermopower and facilitates ionic thermal migration, while KOH enhances ionic contribution"
Wet chemical synthesis of nanostructured semiconductor layers for thin-film solar thermoelectric generator,SOLAR ENERGY,10.1016/j.solener.2017.08.060,2017,"The work is devoted to the creation of the nanostructured bismuth sulfide (Bi2S3), copper iodide (CuI) and lead sulfide (PbS) semiconductor layers for thin-film solar thermoelectric generator by means of wet chemical synthesis, namely, via Chemical Bath Deposition (CBD) or via Successive Ionic Layer Adsorption and Reaction (SILAR). Ways to overcome the problems of poor adhesion of Bi2S3 layers to glass, mica and polyimide substrates and to remove restrictions deal with low thickness limits for Bi2S3 and PbS have been shown. Optical properties of the smooth and continuous similar to 1.0-1.2 mu m thick Bi2S3, Cul and PbS films researched, which were deposited on the solid glass surfaces and on the flexible mica or polyimide substrates. The obtained films have polycrystalline structures of the corresponding bulk semiconductors with grain sizes of several tens of nanometers. Studies of their temperature dependent resistivities p, Seebeck coefficients S and power factors P = S-2/p are depicted, which confirmed that the obtained thin-film materials are promising for the solar heat transforming into electricity.","Bi2S3, CuI, and PbS nanostructured semiconductor layers by CBD or SILAR",wet chemical deposition creates nanocrystalline thin films with thermoelectric properties for solar heat-to-electricity conversion
Tuning chemical potential and phonon transport induced an enhanced thermoelectric performance in Ce incorporated Bi2S3 nanostructures,JOURNAL OF POWER SOURCES,10.1016/j.jpowsour.2026.239380,2026,"Bismuth sulfide (Bi2S3) is a promising n-type thermoelectric material with the advantages of low cost and environmental friendliness. However, its intrinsically low carrier concentration (1018 cm- 3) significantly limits its thermoelectric efficiency. Therefore, optimizing the carrier concentration by rare earth doping is the foremost strategy to decouple both carrier transport and phonon dynamics to obtain enhanced thermoelectric performance. Herein, cerium (Ce) in Bi2S3 samples was synthesized through a one-pot hydrothermal route followed by hot-press sintering. The introduction of Ce with its mixed-valence states (Ce3+/Ce4+) effectively alters the Fermi level and elevates carrier concentration from -1.99 & times; 1018 cm- 3 to -3.20 & times; 1019 cm- 3, leading to enhanced electrical transport properties. As a result, the Bi1.975Ce0.025S3 composition achieves a remarkable power factor of 408.4 & micro;Wm- 1K- 2 at 623 K. The difference in ionic size and lower atomic mass of Ce compared to Bi creates local strain and modifies the phonon density of states, which together reduce anharmonic interactions and improves vibrational coherence. The Bi1.975Ce0.025S3 composition attained a low lattice thermal conductivity (xl) of 0.218 Wm- 1K- 1 and a peak thermoelectric figure of merit (zT) of 0.67 at 623 K which attain a maximum efficiency of 4.9%.","Ce-doped Bi2S3, especially Bi1.975Ce0.025S3",mixed-valence Ce3+/Ce4+ shifts Fermi level and carrier concentration; ionic-size/mass mismatch creates strain and modifies phonons
Thermoelectric Properties of Co-Substituted Al-Pd-Re Icosahedral Quasicrystals,MATERIALS,10.3390/ma15196816,2022,"The practical application of quasicrystals (QCs) as thermoelectric materials makes icosahedral (i-) Al-Pd-Re QC attractive because of its moderate electrical conductivity (similar to 280 Omega(-1) cm(-1)), relatively high Seebeck coefficient (similar to 100 mu V K-1), and low thermal conductivity (similar to 1.3 W m(-1) K-1) at room temperature. To develop a thermoelectric pi-shaped power generation module, we need both p- and n-type thermoelectric materials. In this work, we aimed to develop an n-type i-Al-Pd-Re-based QC and investigated the effect of Co substitution for Re on the thermoelectric properties, i.e., the electron-doping effect. We synthesized dense bulk samples with nominal compositions of Al71Pd20(Re1-xCox)(9) (x = 0, 0.1, 0.2, 0.3, 0.4, 0.5) via arc-melting, annealing, and sintering methods. We found that Co can produce n-type carriers in dilute substitution amounts of x = 0.1 and 0.2; however, the Seebeck coefficient at 300 K showed an n- to p-type transition with increasing x. This indicates that a simple rigid-band approximation is not applicable for i-Al-Pd-Re QC, which makes it difficult to synthesize an n-type i-Al-Pd-Re-based QC. Although the thermal conductivity was reduced from 1.28 (x = 0) to 1.08 W m(-1) K-1 (x = 0.3) at 373 K by lowering of the electron thermal conductivity (electrical conductivity) and the alloying effect via Co substitution, the dimensionless figure of merit was not enhanced because of lowering of the power factor for all samples. The elastic moduli of i-Al-Pd-Re QC decreased by Co substitution, indicating that i-Al-Pd-Re-Co QC had a more ionic and brittle character.",Co-substituted Al-Pd-Re icosahedral quasicrystals,"Co substitution changes carrier type and lowers thermal conductivity/electrical conductivity, but reduces power factor; bonding becomes more ionic/brittle"
Synergistic Optimization of Thermoelectric Properties of Indium Oxide-Based Thermoelectric Materials by Calcium Doping Regulation,INORGANICS,10.3390/inorganics14020055,2026,"The effects of Ca doping content on the crystal structure, electronic transport, thermal transport, and mechanical properties of In2O3 were systematically studied by means of X-ray diffraction (XRD), thermoelectric performance test, and first-principles calculation. XRD analysis shows that Ca2+ can be completely solid-dissolved into the In2O3 lattice to form a single-phase solid solution without the formation of impurity phases, and the lattice constant increases linearly with the increase in doping content, confirming that Ca2+ successfully replaces In3+ and triggers lattice expansion. The results of thermoelectric performance tests show that Ca doping can significantly improve the electrical conductivity of the material. The essence is that Ca doping introduces a large number of free electrons through the charge compensation effect, and coordinately regulates the carrier concentration and mobility to optimize the electronic transport performance. In terms of thermal transport performance, Ca doping leads to a decreasing trend of the total thermal conductivity of the material. The core mechanism is that the difference in ionic radius between Ca2+ and In3+ causes lattice distortion, enhanced mass fluctuation scattering, and defect scattering. At the same time, the decrease in Young's modulus intensifies phonon scattering, resulting in a significant decrease in lattice thermal conductivity (dominating the change in total thermal conductivity), while the electronic thermal conductivity increases slightly but accounts for a very low proportion. Under the synergistic optimization of electrical and thermal transport, the thermoelectric figure of merit (ZT) of the material increases from similar to 0.05 to similar to 0.239, with particularly prominent effects in the medium and high-temperature range.",Ca-doped In2O3,"Ca2+ substitutes In3+ causing lattice expansion, charge compensation/free electrons, lattice distortion, mass fluctuation scattering, and lower lattice thermal conductivity"
Phase transitions and transport phenomena in Li0.25Cu1.75Se superionic compound,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,10.1002/pssb.200402076,2004,"Phase transformation points in Li0.25CU1.75Se mixed electronic-ionic conductor have been determined by calorimetric, conductometric and thermoelectric measurements. The phase transformation (PI) from triclinic to monoclinic, occurs at 403-413 K. At 503-515 K the monoclinic phase is followed by a rhombohedral modification. Both of these PTs are accompanied by drops on the calorimetric curve. At about 653 K observed anomalies in the temperature dependencies of the ionic conductivity, of the chemical diffusion coefficient and the jump of the ionic Seebeck coefficient have been induced by the PT to hexagonal phase. Neutron diffraction studies reveal the cubic structure of Li0.25Cu1.75Se compound (with space group Fm3m) at 773 K. The corresponding PT causes anomalies in the electrical and diffusion properties at 703-713 K. Cu ions are statistically distributed over tetrahedral and trigonal voids in an Fm3m cage; lithium ions randonily occupy 32(f) positions. (C) 2004 WILEY-VCH Verlag GmbH & Co KGaA, Weinheim.",Li0.25Cu1.75Se mixed electronic-ionic conductor,"phase transitions alter Cu/Li site disorder, ionic conductivity, chemical diffusion, and ionic Seebeck coefficient"
Electrical and thermoelectric transport of SrFe1-xCoxO3-δ mixed-conducting perovskites,SOLID STATE SCIENCES,10.1016/j.solidstatesciences.2025.108174,2026,"In this work, a group of mixed ionic-electronic conductors, SrFe1-xCoxO3-delta (x = 0, 0.4, 0.6, 0.8), synthesised with NiO as a sintering aid was studied. The total electrical conductivity as a function of temperature was analysed using the DC-4W method. All investigated materials exhibited a maximum conductivity at temperatures between 620 and 870 K. Thermally activated conduction below- and metal-like conductivity behaviour above the maximum temperature was observed. Seebeck coefficient measurements of SrFe1-xCoxO3-delta (x = 0, 0.4, 0.6, 0.8) showed that all materials exhibited a p-type electronic conductivity in air. Furthermore, thermoelectric studies have enabled the determination of temperature dependencies of electron hole concentration and their mobility. With higher Co content in the materials, the Seebeck coefficient was lower, while the concentration of electron holes increased. With increasing temperature, the concentration of electron holes declined in all materials due to thermal reduction.",SrFe1-xCoxO3-delta mixed ionic-electronic perovskites,Co content changes hole concentration/mobility and p-type Seebeck coefficient; thermal reduction lowers hole concentration with temperature
"Solution-produced copper iodide thin films for photosensor and for vertical thermoelectric nanogenerator, which uses a spontaneous temperature gradient",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,10.1007/s10854-019-02103-4,2019,"The article presents a new design of vertical thermoelectric nanogenerator (TENG) on the base of thin-film CuI/FTO composition with ohmic Cr/Cu contacts, which combines the functions of UV-Visible photosensor. Its functioning as the TENG carried out due to the spontaneous temperature gradient approximately 7 K, which occurs under the uniform heating of the entire device at temperature 30 degrees C. The open circuit voltage of TENG test sample is V-oc = 0.09 mV and maximum output power is P-max = 0.4 nW at temperature 50 degrees C. UV-Visible photosensor based on Cu/Cr/CuI/FTO/Cr/Cu composition possess high values of photocurrents I-ph under illumination, which eliminates necessity of amplification of the photosensor signal. The photoresponse and reset times of the photosensor are tau(p) approximate to 30-100 s and tau(r) approximate to 20-100 s, respectively. The explanation of the possibility of using CuI thin films, solution-produced by the affordable successive ionic layer adsorption and reaction (SILAR) method as both thermoelectric and photosensitive material is based on the studying of surface morphology, crystal structure, chemical composition and optical properties.",CuI/FTO thin-film vertical thermoelectric nanogenerator with Cr/Cu contacts,SILAR-produced CuI acts as thermoelectric/photosensitive material and spontaneous temperature gradient generates vertical TE voltage
"Theoretical study of copper nitrides CunN (n=1, 3 and 4): insight first-principles calculations",PHASE TRANSITIONS,10.1080/01411594.2022.2034817,2022,"To study the structural, electronic, elastic, thermodynamical and thermoelectric (TE) properties of copper nitride (CunN with n=1, 3, 4), we have used density functional theory (DFT) based on the generalized gradient approximation and semi-classical Boltzmann transport theory. The band structure and electronic density of states (DOS) confirm that Cu3N has a semiconductor behavior with an indirect bandgap of 0.32 eV, however, CuN and Cu4N have metallic behavior. The study of elastic constants and their derived parameters of CunN in cubic structure revealed that the compounds are ductile, mechanically and dynamically stable and have an ionic bond. This study shows that the hardness and thermal stability of CunN increase with n increase from 1 to 4. The TE properties are calculated and found to decrease with n. The calculated values of ZT are 0.975, 0.84 and 0.023 at 300 K, which makes CuN and Cu3N are good candidates for thermoelectric applications.","CuN, Cu3N, and Cu4N","ionic bonding, electronic structure, and increasing n alter thermoelectric properties, with CuN/Cu3N predicted as TE candidates"
Role of oversized dopant potassium on the nanostructure and thermoelectric performance of calcium cobaltite ceramics,SUSTAINABLE ENERGY & FUELS,10.1039/c7se00612h,2018,"The impact of the non-stoichiometric addition of potassium (K) on the nanostructure and thermoelectric performance of misfit layered calcium cobaltite (Ca3Co4O9) ceramics is reported. The samples were prepared with the designed nominal composition of Ca3Co4O9Kx (x = 0, 0.05, 0.1, 0.15, and 0.2). The K addition promoted the crystal growth and improved the crystal texture. The nanostructure and chemical analysis revealed the segregation of K at the Ca3Co4O9 grain boundaries, while the Ca3Co4O9 grain interior was free of K. At the optimal doping level, the dopant K grain boundary segregation reduced the electrical resistivity and simultaneously increased the Seebeck coefficient, resulting in a large increase in the power factor. At 320 K, the sample Ca3Co4O9K0.1 achieved the power factor of 930 mW K-2 m(-1), which is 2.25 times higher than 412 mW K-2 m(-1) from pristine Ca3Co4O9 and by far, the highest power factor at room temperature regime for the Ca3Co4O9 ceramics. The impact of the dopant segregation on the ionic diffusion along the grain boundaries and its resultant thermoelectric performance enhancement of Ca3Co4O9 ceramics are discussed.",K-segregated Ca3Co4O9 ceramics,"oversized K segregates at grain boundaries, modifies ionic diffusion, improves texture, lowers resistivity, and increases Seebeck coefficient"
Vacancy mediated ionic mobility in a phonon glass material CuAgSe,SOLID STATE IONICS,10.1016/j.ssi.2018.10.005,2018,"Characterizing atom/ion mobility in superionic materials is one of the most essential topics. In this work, we show that the copper ion mobility in a promising thermoelectric material CuxAgSey (x, y = 0.98, 1.02), can be significantly changed by modulating the element ratio, x/y. With Cu-63 NMR linewidth as a direct measure of the copper ion mobility, we observed distinguishable Cu ion mobility in the samples with different ratios even under ambient temperatures. This distinction was further evaluated in terms of correlation times and activation energy of copper diffusion. The contrast in ion mobility could be understood from the point of view of vacancy mediation. This work gives fruitful information for understanding ion dynamics and related topics.",CuxAgSey phonon-glass material,"Cu/Ag/Se stoichiometry tunes vacancy-mediated Cu-ion mobility, correlation time, and activation energy"
Recent developments on Bi-based oxychalcogenide materials with thermoelectric and optoelectronic applications: an overview,MATERIALS TODAY CHEMISTRY,10.1016/j.mtchem.2022.101149,2022,"Recently, layered oxychalcogenides have been extensively studied as promising thermoelectric materials. These materials have ionic oxide with alternative covalent chalcogenide layers, resulting in many interesting electronic properties. The materials also enable the tuning of their properties via chemical substitutions at the coexisting layers. Recently, bismuth (Bi)-based oxychalcogenides have attracted many scientists from the field of material research because of their distinctive structure, high carrier mobility, and excellent environmental stability, making them suitable candidates for high-performance electronic and optoelectronic applications. In this present report, we have presented a comprehensive review of recently developed Bi-based oxychalcogenides. The simplest Bi-oxychalcogenides are in the ternary form (Bi2O2Ch, Ch = S, Se, Te). We start with an introduction and classify the compounds based on sulphide, selenide, and telluride with their fundamental properties. In addition to that, different synthesis methods of oxychalcogenides along with their applications are discussed in detail. Different device applications of related materials, including photodetectors, transistors, optical switches, and artificial synapses, are also presented.(c) 2022 Elsevier Ltd. All rights reserved.",Bi-based oxychalcogenides such as Bi2O2Ch and BiCuChO,ionic oxide and covalent chalcogenide layers allow chemical substitution to tune electronic/thermoelectric/optoelectronic properties
Molecular Dynamics Simulation of Bismuth Telluride Exfoliation Mechanisms in Different Ionic Liquid Solvents,LANGMUIR,10.1021/acs.langmuir.6b02663,2016,"Bismuth telluride (Bi2Te3) is a well-known thermoelectric material with potential applications in several different emerging technologies. The bulk structure is composed of stacks of quintuple sheets (with weak interactions between neighboring sheets), and the performance of the material can be significantly enhanced if exfoliated into two-dimensional nanosheets. In this study, eight different imidazolium-based ionic liquids are evaluated as solvents for the exfoliation and dispersion of Bi2Te3 at temperatures ranging from 350 to 550 K. Three distinct exfoliation mechanisms are evaluated (pulling, shearing, and peeling) using steered molecular dynamics simulations, and we predict that the peeling mechanism is thermodynamically the most favorable route. Furthermore, the [Tf2N-]-based ionic liquids are particularly effective at enhancing the exfoliation, and this performance can be correlated to the unique molecular-level solvation structures developed at the Bi2Te3 surfaces. This information helps provide insight into the molecular origins of exfoliation and solvation involving Bi2Te3 (and possibly other layered chalcogenide materials) and ionic liquid solvents.",Bi2Te3 exfoliated in imidazolium-based ionic liquids,Tf2N-based ionic liquids favor peeling exfoliation through surface solvation structures and weak intersheet interactions
