concept_id,domain,display_label,display_label_source,member_count,source_mention_ids,raw_labels,paper_ids,source_roles,canonical_role,role_status,judge_partition_id,normalization_basis,concept_status,acceptance_status,required_human_review,run_id
draft:v2:iTE:51dbc6d51e0571e3ff2a,iTE,electronic transport,raw_phrase,1,"[""iTE:P1347:n1""]","[""electronic transport""]","[""P1347""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:51e7b24e9bd1da6ea91e,iTE,BST,raw_phrase,1,"[""iTE:P1155:n1""]","[""BST""]","[""P1155""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:51f8f3d7116892365790,iTE,weakened electrostatic interactions,raw_phrase,1,"[""iTE:P1277:n2""]","[""weakened electrostatic interactions""]","[""P1277""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5201a4d8c41a77b161ff,iTE,operate near cryo temperatures,raw_phrase,1,"[""iTE:P0349:n4""]","[""operate near cryo temperatures""]","[""P0349""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5209f7a6838bbf83ce3d,iTE,氯化钙,judge_partition_definition,2,"[""iTE:P0609:n1"", ""iTE:P0882:n1""]","[""CaCl2"", ""calcium chloride (CaCl2)""]","[""P0609"", ""P0882""]","[""material_entity""]",,source_role_preserved_not_newly_validated,astra:g184:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52676154e1374fa5fa06,iTE,transition from ionic to electronic TEMs,raw_phrase,1,"[""iTE:P0411:n3""]","[""transition from ionic to electronic TEMs""]","[""P0411""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52805d62a0ecfaac6064,iTE,complete charge transfer within the intercalate layers,raw_phrase,1,"[""iTE:P0997:n1""]","[""complete charge transfer within the intercalate layers""]","[""P0997""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52809074ee2ba7c9e4c7,iTE,ionic liquid molecular structure,raw_phrase,1,"[""iTE:P0470:n1""]","[""ionic liquid molecular structure""]","[""P0470""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52c04ca451bbb1ab3d2b,iTE,potential-induced changes in the crystal structure,raw_phrase,1,"[""iTE:P1705:n1""]","[""potential-induced changes in the crystal structure""]","[""P1705""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52cd5ba9b7655711fc33,iTE,深共熔溶剂,judge_partition_definition,2,"[""iTE:P0685:n1"", ""iTE:P1473:n2""]","[""deep eutectic solvent (DES)"", ""deep eutectic solvents(DESs)""]","[""P0685"", ""P1473""]","[""material_entity""]",,source_role_preserved_not_newly_validated,astra:g221:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52d25b59ba17432a253d,iTE,surface area,raw_phrase,1,"[""iTE:P1048:n1""]","[""surface area""]","[""P1048""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52e2fc538679fcc1405b,iTE,hybridization between antibonding and bonding states,raw_phrase,1,"[""iTE:P1478:n1""]","[""hybridization between antibonding and bonding states""]","[""P1478""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:52fb08f5a6b6a8552a6f,iTE,enhanced electrical properties,raw_phrase,1,"[""iTE:P1734:n2""]","[""enhanced electrical properties""]","[""P1734""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:53039545cbac755ec19a,iTE,strong ionic Ta-N bonding,raw_phrase,1,"[""iTE:P0848:n1""]","[""strong ionic Ta-N bonding""]","[""P0848""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:531c3ff6280e33c4c275,iTE,ion entropy difference,raw_phrase,1,"[""iTE:P0339:n2""]","[""ion entropy difference""]","[""P0339""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5327db302b405c7c0001,iTE,[C(4)mim](+) cation,raw_phrase,1,"[""iTE:P1604:n1""]","[""[C(4)mim](+) cation""]","[""P1604""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:532f4b9bc19f6f3a5217,iTE,三价稀土阳离子半径,judge_partition_definition,13,"[""iTE:P0632:n1"", ""iTE:P0636:n1"", ""iTE:P0718:n1"", ""iTE:P0731:n1"", ""iTE:P0957:n1"", ""iTE:P1308:n1"", ""iTE:P1362:n1"", ""iTE:P1385:n1"", ""iTE:P1475:n1"", ""iTE:P1508:n1"", ""iTE:P1573:n1"", ""iTE:P1960:n1"", ""iTE:P1961:n1""]","[""Ln(3+) ionic radius"", ""R3+ ionic size"", ""RE ionic radius"", ""ionic radii of the rare earth cations"", ""ionic radius"", ""ionic radius (IR) of the rare-earth elements"", ""ionic radius of R3+"", ""ionic radius of rare-earth elements"", ""ionic radius of the Ln(3+) ions"", ""ionic radius of the rare-earth element"", ""r(R3+)""]","[""P0632"", ""P0636"", ""P0718"", ""P0731"", ""P0957"", ""P1308"", ""P1362"", ""P1385"", ""P1475"", ""P1508"", ""P1573"", ""P1960"", ""P1961""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g010:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5355638bdcec5df37313,iTE,Activation energy and thermoelectric coefficient values,raw_phrase,1,"[""iTE:P1776:n2""]","[""Activation energy and thermoelectric coefficient values""]","[""P1776""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5368d75ede792890f462,iTE,ion transfer,raw_phrase,1,"[""iTE:P0455:n2""]","[""ion transfer""]","[""P0455""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:53801a85fad0b69af32d,iTE,ASR values,raw_phrase,1,"[""iTE:P1348:n2""]","[""ASR values""]","[""P1348""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5396b9c700e2c94102b8,iTE,implantation parameters,raw_phrase,1,"[""iTE:P1281:n1""]","[""implantation parameters""]","[""P1281""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:539d91b35494aa9ddaa9,iTE,composite electrolyte made of alpha-alumina and sodium beta-alumina,raw_phrase,1,"[""iTE:P0855:n1""]","[""composite electrolyte made of alpha-alumina and sodium beta-alumina""]","[""P0855""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:53cf48626b0e87f7da57,iTE,change in the dominating redox reactions,raw_phrase,1,"[""iTE:P1024:n1""]","[""change in the dominating redox reactions""]","[""P1024""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:53e6874dc158cb21b2e7,iTE,one-fourth of the oxygen missing in the CuO2 layers,raw_phrase,1,"[""iTE:P1947:n1""]","[""one-fourth of the oxygen missing in the CuO2 layers""]","[""P1947""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:53f7a4df787a9bc5f878,iTE,contemporary presence of these ions in the 2a site,raw_phrase,1,"[""iTE:P1047:n1""]","[""contemporary presence of these ions in the 2a site""]","[""P1047""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:543f86c92b6cdd261c44,iTE,I-,raw_phrase,1,"[""iTE:P0428:n1""]","[""I-""]","[""P0428""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5460e14d1bee3e48ad42,iTE,Heterogeneous interfaces and disordered Cu2Se amorphous phases,raw_phrase,1,"[""iTE:P0874:n1""]","[""Heterogeneous interfaces and disordered Cu2Se amorphous phases""]","[""P0874""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5468631ab1a8bddbdc1e,iTE,N/W ratio,raw_phrase,1,"[""iTE:P1426:n1""]","[""N/W ratio""]","[""P1426""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5487a305b26a17aae769,iTE,decomposed most rapidly,raw_phrase,1,"[""iTE:P1817:n2""]","[""decomposed most rapidly""]","[""P1817""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:549a7fbf033b093d0940,iTE,constant-potential electrolysis,raw_phrase,1,"[""iTE:P1739:n1""]","[""constant-potential electrolysis""]","[""P1739""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:54b78f3e1a3700fa118a,iTE,fluctuation-induced coupling between fluid motion and electron transport,raw_phrase,1,"[""iTE:P1792:n1""]","[""fluctuation-induced coupling between fluid motion and electron transport""]","[""P1792""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:54bf3e590c2f024ea37d,iTE,flexibility,raw_phrase,1,"[""iTE:P0593:n2""]","[""flexibility""]","[""P0593""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:54ec00b1a434fba6dde3,iTE,mineral admixtures and fly ash cenospheres,raw_phrase,1,"[""iTE:P0514:n1""]","[""mineral admixtures and fly ash cenospheres""]","[""P0514""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:54ec1b20de6927db7bc5,iTE,TlSiF3,raw_phrase,1,"[""iTE:P0991:n1""]","[""TlSiF3""]","[""P0991""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5505cfc62ab5b28587b0,iTE,TE transport,raw_phrase,1,"[""iTE:P1461:n2""]","[""TE transport""]","[""P1461""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:550f241189337f933bcb,iTE,"filling atoms Ba, Ce, and Y in Sb-icosahedron voids",raw_phrase,1,"[""iTE:P1884:n1""]","[""filling atoms Ba, Ce, and Y in Sb-icosahedron voids""]","[""P1884""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:551f128ae7568aaedd10,iTE,properties of the hydrogel electrolyte,raw_phrase,1,"[""iTE:P1335:n2""]","[""properties of the hydrogel electrolyte""]","[""P1335""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:554adc114d3151413c6f,iTE,resolve the contributions of individual gas species,raw_phrase,1,"[""iTE:P0431:n2""]","[""resolve the contributions of individual gas species""]","[""P0431""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:554bb162d18f27968c36,iTE,silver ion-conducting,raw_phrase,1,"[""iTE:P0989:n2""]","[""silver ion-conducting""]","[""P0989""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:55847d81f0e4e2250a6d,iTE,restrictive effect of the strong hydrogen bond system on anions,raw_phrase,1,"[""iTE:P0697:n2""]","[""restrictive effect of the strong hydrogen bond system on anions""]","[""P0697""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5585547b10de91ea1050,iTE,output TE characteristics,raw_phrase,1,"[""iTE:P1151:n2""]","[""output TE characteristics""]","[""P1151""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:55c9950c958485501ee4,iTE,intercalation within the film layers,raw_phrase,1,"[""iTE:P1474:n3""]","[""intercalation within the film layers""]","[""P1474""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:55ef492ccec65684b3cb,iTE,temperature sensing capabilities,raw_phrase,1,"[""iTE:P1315:n2""]","[""temperature sensing capabilities""]","[""P1315""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:55f7804fc44348878fb2,iTE,negatively charged insulating PSS,raw_phrase,1,"[""iTE:P0634:n4""]","[""negatively charged insulating PSS""]","[""P0634""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56016035950ca90f9f51,iTE,strong anisotropic behavior of the Seebeck coefficient,raw_phrase,1,"[""iTE:P1922:n2""]","[""strong anisotropic behavior of the Seebeck coefficient""]","[""P1922""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56436fa40885209cf87f,iTE,离子间库仑相互作用,judge_partition_definition,2,"[""iTE:P0442:n2"", ""iTE:P1316:n2""]","[""Coulomb interactions between host ions"", ""coulombic interactions between the ion pairs""]","[""P0442"", ""P1316""]","[""interaction""]",,source_role_preserved_not_newly_validated,astra:g187:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56509d49a01784c713ab,iTE,broad charge transport pathways,raw_phrase,1,"[""iTE:P1566:n2""]","[""broad charge transport pathways""]","[""P1566""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5657699250114d6f27f4,iTE,electrical conductivity of the polyaniline,raw_phrase,1,"[""iTE:P0866:n2""]","[""electrical conductivity of the polyaniline""]","[""P0866""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:565eb5f6ea1280f6f2eb,iTE,I-3(-) doped choline iodide,raw_phrase,1,"[""iTE:P0834:n1""]","[""I-3(-) doped choline iodide""]","[""P0834""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:565ee6e6b0dd93f2f9ef,iTE,small polaron hopping (SPH) model,raw_phrase,1,"[""iTE:P0499:n1""]","[""small polaron hopping (SPH) model""]","[""P0499""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5674f8df9e345609f49e,iTE,SiC nanoparticles,raw_phrase,1,"[""iTE:P1126:n1""]","[""SiC nanoparticles""]","[""P1126""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5675a46ac9f4f2ed6ed3,iTE,Zn掺杂,judge_partition_definition,2,"[""iTE:P1539:n1"", ""iTE:P1568:n1""]","[""Zn doping"", ""doping the Zn atom""]","[""P1539"", ""P1568""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,astra:g229:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:568a7c4dbee2e3725a4b,iTE,memristive switching,raw_phrase,1,"[""iTE:P1237:n2""]","[""memristive switching""]","[""P1237""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56a4162354ea18c75415,iTE,Mott's model of phonon-assisted polaronic hopping,raw_phrase,1,"[""iTE:P1874:n1""]","[""Mott's model of phonon-assisted polaronic hopping""]","[""P1874""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56aa90e78b3f12ee07a3,iTE,weakly unstable phonons,raw_phrase,1,"[""iTE:P0699:n2""]","[""weakly unstable phonons""]","[""P0699""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56c31d5f55f968a8ba72,iTE,晶格热导率,judge_partition_definition,3,"[""iTE:P0755:n2"", ""iTE:P1683:n2"", ""iTE:P1712:n4""]","[""K-L"", ""kappa(L)"", ""kappa(L) value""]","[""P0755"", ""P1683"", ""P1712""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g122:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56c8dd1a90378b452981,iTE,PPBI,raw_phrase,1,"[""iTE:P0539:n1""]","[""PPBI""]","[""P0539""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56d4b7d5af8371e2db9e,iTE,motion of positive hole in carbon fiber,raw_phrase,1,"[""iTE:P1630:n1""]","[""motion of positive hole in carbon fiber""]","[""P1630""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:56dc53e83bb941eb5a38,iTE,大量移除PSS,judge_partition_definition,1,"[""iTE:P1447:n1""]","[""massive removal of PSS""]","[""P1447""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g043:p002,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:57247c9019a17ac4751f,iTE,rapid hydrogen desorption,raw_phrase,1,"[""iTE:P1643:n2""]","[""rapid hydrogen desorption""]","[""P1643""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:57366c62ada5436bcf4f,iTE,温度差,judge_partition_definition,2,"[""iTE:P0386:n1"", ""iTE:P1762:n1""]","[""temperature difference""]","[""P0386"", ""P1762""]","[""condition""]",,source_role_preserved_not_newly_validated,astra:g326:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:573b6a3ce0ff6241f1d5,iTE,high electrical conduction,raw_phrase,1,"[""iTE:P1810:n2""]","[""high electrical conduction""]","[""P1810""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:57821c8047ba5fe30f58,iTE,Rb/Fr离子性,judge_partition_definition,1,"[""iTE:P1742:n1""]","[""ionic character of Rb and Fr""]","[""P1742""]","[""interaction""]",,source_role_preserved_not_newly_validated,astra:g018:p002,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:57b19bb26fef3fd09839,iTE,mobile neutral-ionic (dielectric-ferroelectric) domain boundaries with topological charges,raw_phrase,1,"[""iTE:P1365:n1""]","[""mobile neutral-ionic (dielectric-ferroelectric) domain boundaries with topological charges""]","[""P1365""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:57b66087cbb9a25c1cea,iTE,weakened local octahedral structural distortions,raw_phrase,1,"[""iTE:P0822:n2""]","[""weakened local octahedral structural distortions""]","[""P0822""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5802b8dd4fb5635dbc46,iTE,deposition of BiTe,raw_phrase,1,"[""iTE:P1185:n2""]","[""deposition of BiTe""]","[""P1185""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58074a29580488edaa63,iTE,离子-聚合物作用,judge_partition_definition,4,"[""iTE:P0363:n1"", ""iTE:P0402:n3"", ""iTE:P0406:n1"", ""iTE:P0600:n1""]","[""interplay between ions and polymer matrices"", ""ion-polymer interaction"", ""ion-polymer matrix interaction"", ""ion/polymer interaction""]","[""P0363"", ""P0402"", ""P0406"", ""P0600""]","[""interaction""]",,source_role_preserved_not_newly_validated,astra:g053:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58077297a0caecdc780b,iTE,离子热电整体性能,judge_partition_definition,4,"[""iTE:P0440:n2"", ""iTE:P0578:n2"", ""iTE:P0579:n3"", ""iTE:P0882:n2""]","[""thermoelectric performance""]","[""P0440"", ""P0578"", ""P0579"", ""P0882""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g002:p002,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:581b57ba16ea26b96302,iTE,croconate dianion,raw_phrase,1,"[""iTE:P1563:n1""]","[""croconate dianion""]","[""P1563""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58437a6fc9e5f507da78,iTE,n型掺杂,judge_partition_definition,4,"[""iTE:P0668:n1"", ""iTE:P0807:n4"", ""iTE:P1510:n1"", ""iTE:P1516:n1""]","[""n-doping"", ""n-type doping""]","[""P0668"", ""P0807"", ""P1510"", ""P1516""]","[""design_strategy"", ""mechanism_process""]",,mixed_source_roles_astra_reviewed,astra:g074:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58625ce355ecdc8dcd0e,iTE,Coulomb impurities,raw_phrase,1,"[""iTE:P1461:n1""]","[""Coulomb impurities""]","[""P1461""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5867fc2e80976659c227,iTE,interact with the heat carrying acoustic phonons,raw_phrase,1,"[""iTE:P1697:n2""]","[""interact with the heat carrying acoustic phonons""]","[""P1697""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5868ef39f1bfda7823ef,iTE,strong acoustic mismatch between Cu2Se and carbon phonon states,raw_phrase,1,"[""iTE:P1061:n1""]","[""strong acoustic mismatch between Cu2Se and carbon phonon states""]","[""P1061""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:586f514b70bf0313461d,iTE,band reconstruction,raw_phrase,1,"[""iTE:P0639:n1""]","[""band reconstruction""]","[""P0639""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58807a58ecf927b16fc9,iTE,阴离子热扩散,judge_partition_definition,2,"[""iTE:P0888:n1"", ""iTE:P1143:n2""]","[""anion thermodiffusion via the Soret effect"", ""anionic thermodiffusion""]","[""P0888"", ""P1143""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g102:p001,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58819e2761f95974465d,iTE,vaporization enthalpies,raw_phrase,1,"[""iTE:P1212:n2""]","[""vaporization enthalpies""]","[""P1212""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:5883a82faf5dbe82c908,iTE,crystal structure,raw_phrase,1,"[""iTE:P1728:n2""]","[""crystal structure""]","[""P1728""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58c5412a0ceb7a5df41f,iTE,ternary ionic TE hybrid materials,raw_phrase,1,"[""iTE:P0477:n1""]","[""ternary ionic TE hybrid materials""]","[""P0477""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58e4909be37caabb401c,iTE,these anomalies,raw_phrase,1,"[""iTE:P1208:n2""]","[""these anomalies""]","[""P1208""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:58fab65d57c3faf4ce8a,iTE,hole blockade,raw_phrase,1,"[""iTE:P1698:n2""]","[""hole blockade""]","[""P1698""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
