mention_id,domain,paper_id,initial_concept_id,draft_concept_id,judge_partition_id,mapping_action,decision_basis,role_status,raw_label,claim_id,node_evidence_locator,source_applied,run_id,before_member_count,after_member_count
iTE:P0665:n2,iTE,P0665,iTE:P0665:initial_n2,draft:v2:iTE:661180e20323edf304dc,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,excess number of carriers,iTE:P0665:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0665:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0665:n3,iTE,P0665,iTE:P0665:initial_n3,draft:v2:iTE:5e02b0d3dabfafadcc59,astra:g005:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,figure of merit (ZT),iTE:P0665:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0665:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,20
iTE:P0666:n1,iTE,P0666,iTE:P0666:initial_n1,draft:v2:iTE:2e54b087540abc2a1d74,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Zn ions migrated in the current direction,iTE:P0666:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0666:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0666:n2,iTE,P0666,iTE:P0666:initial_n2,draft:v2:iTE:d1a4924efcbc0479271d,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ZnSb layer,iTE:P0666:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0666:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0667:n1,iTE,P0667,iTE:P0667:initial_n1,draft:v2:iTE:bfd6d6299bb2b4013e39,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,"lack of a second, carbon-rich template",iTE:P0667:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0667:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0667:n2,iTE,P0667,iTE:P0667:initial_n2,draft:v2:iTE:688e613f520777241349,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,quantity of reduced intermediate phases,iTE:P0667:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0667:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0668:n1,iTE,P0668,iTE:P0668:initial_n1,draft:v2:iTE:58437a6fc9e5f507da78,astra:g074:p000,project_to_shared_concept,explicit_judge_partition,mixed_source_roles_astra_reviewed,n-type doping,iTE:P0668:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0668:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,4
iTE:P0668:n2,iTE,P0668,iTE:P0668:initial_n2,draft:v2:iTE:f55a351ee639929fce70,astra:g002:p003,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermoelectric performance,iTE:P0668:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0668:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,9
iTE:P0669:n1,iTE,P0669,iTE:P0669:initial_n1,draft:v2:iTE:bc0c5f3b6dc0e3f08a41,astra:g302:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,phonon-drag effect,iTE:P0669:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0669:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0669:n2,iTE,P0669,iTE:P0669:initial_n2,draft:v2:iTE:96bdc0a6a4e10104b18c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,enhancement of cryogenic thermoelectric power,iTE:P0669:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0669:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0670:n1,iTE,P0670,iTE:P0670:initial_n1,draft:v2:iTE:c6d9e81c483884364700,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,photo-polymerization,iTE:P0670:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0670:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0670:n2,iTE,P0670,iTE:P0670:initial_n2,draft:v2:iTE:d27e9bf749f2ff6f7d73,astra:g116:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,hydrogen-bonding networks,iTE:P0670:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0670:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0670:n3,iTE,P0670,iTE:P0670:initial_n3,draft:v2:iTE:e33c26e47baa27d4a29b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,immobilizes imidazolium cations,iTE:P0670:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0670:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0670:n4,iTE,P0670,iTE:P0670:initial_n4,draft:v2:iTE:a8647cb95a996a62e822,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,rapid chloride ion transport,iTE:P0670:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0670:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0671:n1,iTE,P0671,iTE:P0671:initial_n1,draft:v2:iTE:5be652a1b0204efe9a89,astra:g306:p000,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,porosity,iTE:P0671:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0671:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0671:n2,iTE,P0671,iTE:P0671:initial_n2,draft:v2:iTE:c26f7d0d61e06e87652c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,efficient thermoelectric materials,iTE:P0671:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0671:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0672:n1,iTE,P0672,iTE:P0672:initial_n1,draft:v2:iTE:8ba00f5c5cceda589840,astra:g218:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,current density that can be extracted,iTE:P0672:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0672:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0672:n2,iTE,P0672,iTE:P0672:initial_n2,draft:v2:iTE:bd4a17cee5e18b210a74,astra:g308:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,conversion efficiency,iTE:P0672:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0672:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0673:n1,iTE,P0673,iTE:P0673:initial_n1,draft:v2:iTE:3b177fb6264cde01400b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,O-N bonds break,iTE:P0673:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0673:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0673:n2,iTE,P0673,iTE:P0673:initial_n2,draft:v2:iTE:ecb216250cf811403f8a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,easily shearable planes,iTE:P0673:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0673:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0674:n1,iTE,P0674,iTE:P0674:initial_n1,draft:v2:iTE:0e1392de01096dbbce96,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,large rare earth ions,iTE:P0674:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0674:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0674:n2,iTE,P0674,iTE:P0674:initial_n2,draft:v2:iTE:a866a67ced0c03cf4bb4,astra:g007:p002,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,power factors,iTE:P0674:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0674:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,17
iTE:P0674:n3,iTE,P0674,iTE:P0674:initial_n3,draft:v2:iTE:7d9fd8b24b18c71619a8,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,small ions,iTE:P0674:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0674:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0674:n4,iTE,P0674,iTE:P0674:initial_n4,draft:v2:iTE:37c58210df51f7289192,astra:g004:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermal conductivities,iTE:P0674:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0674:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,29
iTE:P0675:n1,iTE,P0675,iTE:P0675:initial_n1,draft:v2:iTE:e8a0afb931e1e9be0831,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,metavalent bonds,iTE:P0675:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0675:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0675:n2,iTE,P0675,iTE:P0675:initial_n2,draft:v2:iTE:f55a351ee639929fce70,astra:g002:p003,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Thermoelectric performance,iTE:P0675:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0675:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,9
iTE:P0676:n1,iTE,P0676,iTE:P0676:initial_n1,draft:v2:iTE:b820bada59b241cbf504,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermodynamic and transport properties of the electrolyte,iTE:P0676:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0676:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0676:n2,iTE,P0676,iTE:P0676:initial_n2,draft:v2:iTE:8ddd4a05b511809ab557,astra:g299:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,performance of these devices,iTE:P0676:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0676:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0677:n1,iTE,P0677,iTE:P0677:initial_n1,draft:v2:iTE:28c72e97989ff4ffe39d,astra:g293:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,pH,iTE:P0677:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0677:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0677:n2,iTE,P0677,iTE:P0677:initial_n2,draft:v2:iTE:a5a8952bd5cf6d9878a4,astra:g000:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic Seebeck coefficient (Si),iTE:P0677:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0677:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,50
iTE:P0678:n1,iTE,P0678,iTE:P0678:initial_n1,draft:v2:iTE:c3115fb33896c6fd89af,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,synergistic ionic associations,iTE:P0678:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0678:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0678:n2,iTE,P0678,iTE:P0678:initial_n2,draft:v2:iTE:1e0d1ef8cd2a52b65c47,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,mechanical properties and harsh environment stability,iTE:P0678:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0678:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0679:n1,iTE,P0679,iTE:P0679:initial_n1,draft:v2:iTE:b541e738fd4f5ba585ba,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,loss of free water,iTE:P0679:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0679:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0679:n2,iTE,P0679,iTE:P0679:initial_n2,draft:v2:iTE:d0d56aca3c1d43fb2a06,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,pore-size broadening,iTE:P0679:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0679:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0679:n3,iTE,P0679,iTE:P0679:initial_n3,draft:v2:iTE:01cc948eb8ed4549f747,astra:g041:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic mobility,iTE:P0679:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0679:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,6
iTE:P0680:n1,iTE,P0680,iTE:P0680:initial_n1,draft:v2:iTE:c0212e3516acba86ff84,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,electron tunneling across the AgNWs,iTE:P0680:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0680:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0680:n2,iTE,P0680,iTE:P0680:initial_n2,draft:v2:iTE:3d210a8c3b00d895382e,astra:g012:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Soret effect of the ions,iTE:P0680:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0680:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,18
iTE:P0680:n3,iTE,P0680,iTE:P0680:initial_n3,draft:v2:iTE:a3d5cbd19b79163b8e05,astra:g196:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,operation mechanism of the MTEGs,iTE:P0680:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0680:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0681:n1,iTE,P0681,iTE:P0681:initial_n1,draft:v2:iTE:999340b9b34116759160,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,PEG and Na+ ions,iTE:P0681:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0681:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0681:n2,iTE,P0681,iTE:P0681:initial_n2,draft:v2:iTE:bb48b8f1f970c734f502,astra:g190:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,DCA- anion transport,iTE:P0681:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0681:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0681:n3,iTE,P0681,iTE:P0681:initial_n3,draft:v2:iTE:092efa8945137aacd4c8,astra:g100:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,SiO2 nanoparticles,iTE:P0681:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0681:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0681:n4,iTE,P0681,iTE:P0681:initial_n4,draft:v2:iTE:a856371413f7a8f0291c,astra:g261:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ion conduction channels,iTE:P0681:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0681:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0682:n1,iTE,P0682,iTE:P0682:initial_n1,draft:v2:iTE:5a34649f8fb77c256aeb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ionic thermoelectric gelatin material,iTE:P0682:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0682:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0682:n2,iTE,P0682,iTE:P0682:initial_n2,draft:v2:iTE:b65fcdad97aef10c7de7,astra:g131:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,heat conduction,iTE:P0682:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0682:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0682:n3,iTE,P0682,iTE:P0682:initial_n3,draft:v2:iTE:c3388a9fce1178b7b63a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,water evaporation rate,iTE:P0682:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0682:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0682:n4,iTE,P0682,iTE:P0682:initial_n4,draft:v2:iTE:2da2a48aff5b6be4d18f,astra:g288:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,output voltage,iTE:P0682:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0682:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0683:n1,iTE,P0683,iTE:P0683:initial_n1,draft:v2:iTE:a5d0a4581d0e4365635f,astra:g215:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,counter-ion condensation effect,iTE:P0683:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0683:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0683:n2,iTE,P0683,iTE:P0683:initial_n2,draft:v2:iTE:a99193577c3a1f59aae7,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,channel-Cl- interactions,iTE:P0683:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0683:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0683:n3,iTE,P0683,iTE:P0683:initial_n3,draft:v2:iTE:a5a8952bd5cf6d9878a4,astra:g000:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermopower,iTE:P0683:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0683:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,50
iTE:P0684:n1,iTE,P0684,iTE:P0684:initial_n1,draft:v2:iTE:0d957c7639f6b0a89feb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,aggregate structure,iTE:P0684:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0684:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0684:n2,iTE,P0684,iTE:P0684:initial_n2,draft:v2:iTE:d56a3138926e485c4913,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,intermolecular interaction,iTE:P0684:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0684:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0684:n3,iTE,P0684,iTE:P0684:initial_n3,draft:v2:iTE:22cbb1eedfd2e8dc61eb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermoelectric coefficient,iTE:P0684:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0684:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0685:n1,iTE,P0685,iTE:P0685:initial_n1,draft:v2:iTE:52cd5ba9b7655711fc33,astra:g221:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,deep eutectic solvent (DES),iTE:P0685:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0685:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0685:n2,iTE,P0685,iTE:P0685:initial_n2,draft:v2:iTE:01cc948eb8ed4549f747,astra:g041:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic mobility,iTE:P0685:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0685:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,6
iTE:P0686:n1,iTE,P0686,iTE:P0686:initial_n1,draft:v2:iTE:4d200b6d9cfce9ed7ae5,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,fluorine-rich copolymer network,iTE:P0686:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0686:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0686:n2,iTE,P0686,iTE:P0686:initial_n2,draft:v2:iTE:cce0bfae821c0cbe694a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,dynamic noncovalent interactions,iTE:P0686:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0686:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0686:n3,iTE,P0686,iTE:P0686:initial_n3,draft:v2:iTE:463ae870484441d64ec6,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,multifunctionality,iTE:P0686:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0686:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0687:n1,iTE,P0687,iTE:P0687:initial_n1,draft:v2:iTE:03319bdf600c804448d4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,FractionCSP3 and molecular weight,iTE:P0687:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0687:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0687:n2,iTE,P0687,iTE:P0687:initial_n2,draft:v2:iTE:f774e1f3cae75f08ffcf,astra:g002:p008,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,thermoelectric performance,iTE:P0687:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0687:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0688:n1,iTE,P0688,iTE:P0688:initial_n1,draft:v2:iTE:bf779e66111c0db44eb6,astra:g024:p005,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,ILs,iTE:P0688:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0688:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0688:n2,iTE,P0688,iTE:P0688:initial_n2,draft:v2:iTE:ac81c2b21f04eb09f805,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,three-dimensional structure of highly conducting PEDOT grains,iTE:P0688:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0688:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0688:n3,iTE,P0688,iTE:P0688:initial_n3,draft:v2:iTE:8e235412ae57c64df1c2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,TE performance of PEDOT:PSS films,iTE:P0688:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0688:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0689:n1,iTE,P0689,iTE:P0689:initial_n1,draft:v2:iTE:f83792628af8c910a1a3,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,selective ion interactions,iTE:P0689:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0689:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0689:n2,iTE,P0689,iTE:P0689:initial_n2,draft:v2:iTE:c9433c1e745b33b5949a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,sign and magnitude of the thermopower,iTE:P0689:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0689:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0690:n1,iTE,P0690,iTE:P0690:initial_n1,draft:v2:iTE:516ab9004708f7e414b9,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,large carrier mobility of Li0.4Co4Sb12,iTE:P0690:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0690:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0690:n2,iTE,P0690,iTE:P0690:initial_n2,draft:v2:iTE:a866a67ced0c03cf4bb4,astra:g007:p002,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermoelectric power factor,iTE:P0690:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0690:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,17
iTE:P0691:n1,iTE,P0691,iTE:P0691:initial_n1,draft:v2:iTE:b5fba2559c6167f01b2c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,hole effective mass,iTE:P0691:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0691:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0691:n2,iTE,P0691,iTE:P0691:initial_n2,draft:v2:iTE:96cc191384cb57c7b911,,retain_singleton,identity_only,deferred,electronic thermoelectric power,iTE:P0691:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0691:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0693:n1,iTE,P0693,iTE:P0693:initial_n1,draft:v2:iTE:f23ca18f8017e4995232,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,stability of the supramolecular structure,iTE:P0693:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0693:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0693:n2,iTE,P0693,iTE:P0693:initial_n2,draft:v2:iTE:9671ceaee3d48421f49c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermal stability,iTE:P0693:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0693:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0694:n1,iTE,P0694,iTE:P0694:initial_n1,draft:v2:iTE:5e1f4144bfbbca9257af,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermostability and low volatility of PIL,iTE:P0694:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0694:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0694:n2,iTE,P0694,iTE:P0694:initial_n2,draft:v2:iTE:e2d7d367f6bbbc1dbbe4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,durability in extreme environments,iTE:P0694:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0694:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0696:n1,iTE,P0696,iTE:P0696:initial_n1,draft:v2:iTE:cc4bb0b8dcb46f4c41a2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,confinement effect of copper-coordinated chitosan on cations,iTE:P0696:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0696:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0696:n2,iTE,P0696,iTE:P0696:initial_n2,draft:v2:iTE:625f2b067e301528b2d2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,repulsive property of the polycationic electrolyte on cations,iTE:P0696:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0696:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0696:n3,iTE,P0696,iTE:P0696:initial_n3,draft:v2:iTE:e5735dc4bd054daf9110,astra:g248:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,chemical configuration of a transition metal chloride anion ([CuCl4]2-),iTE:P0696:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0696:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0696:n4,iTE,P0696,iTE:P0696:initial_n4,draft:v2:iTE:a5a8952bd5cf6d9878a4,astra:g000:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermopower,iTE:P0696:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0696:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,50
iTE:P0697:n1,iTE,P0697,iTE:P0697:initial_n1,draft:v2:iTE:9c1793e772c5acd1317c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,movement of H+ in the strong hydrogen bond system,iTE:P0697:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0697:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0697:n2,iTE,P0697,iTE:P0697:initial_n2,draft:v2:iTE:55847d81f0e4e2250a6d,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,restrictive effect of the strong hydrogen bond system on anions,iTE:P0697:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0697:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
