node_audit_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,raw_node_strict_syntax_tier,raw_node_strict_syntax_tier_order,all_candidate_best_evidence_grade,all_candidate_best_evidence_grade_order,focus_candidate_best_evidence_grade,focus_candidate_best_evidence_grade_order,shared_ite_document_frequency,shared_tg_document_frequency,ite_incident_pair_count,tg_incident_pair_count,ite_relation_supported_incident_pair_count,tg_relation_supported_incident_pair_count,ite_highest_side_evidence_level,tg_highest_side_evidence_level,all_candidate_combination_count,focus_node_nontrivial_path_count,focus_candidate_combination_count,focus_endpoint_quarantine_path_count,tier_A_candidate_count,tier_B_candidate_count,tier_C_candidate_count,best_candidate_id,best_focus_candidate_id,human_relation_review_status,cross_paper_compatibility_status,novelty_status,release_status,release_reason,shared_minimum_document_frequency
154,GC_e89d14e00520,cross linked,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,4,3,14,12,0,0,1,1,168,0,0,0,0,0,168,TC_49188df7e1bb,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,3
155,GC_ea93a132bc3b,normalized maximum power,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,8,1,0,0,1,1,7,0,0,0,0,0,7,TC_a1437f6b68d1,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
156,GC_eab92cf5093a,salinity gradient,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,1,6,2,0,0,1,1,12,12,0,12,0,0,12,TC_e8e4fb0e0a64,,not_applicable,untested,not_assessed,endpoint_quarantine,all_distinct_paths_fail_other_endpoint_category_or_generic_gate,1
157,GC_eb4353188199,solar heating,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,1,3,0,0,1,1,3,3,0,3,0,0,3,TC_b2421cbd862d,,not_applicable,untested,not_assessed,endpoint_quarantine,all_distinct_paths_fail_other_endpoint_category_or_generic_gate,1
158,GC_f191c40166e8,normalized maximum power density,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,8,1,0,0,1,1,7,0,0,0,0,0,7,TC_b049028f771b,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
159,GC_f22b98b878db,entropy difference,mechanism_or_process,True,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,1,4,3,13,0,1,1,2,38,38,32,6,0,3,35,TC_b0e10afeba5d,TC_b0e10afeba5d,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
160,GC_f42dbe983442,cu2+,literal_formula,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,4,2,16,6,0,0,1,1,96,0,0,0,0,0,96,TC_db95a17b7e56,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
161,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,35,18,74,32,0,1,1,2,2366,2366,1204,1162,0,74,2292,TC_298e035a8cab,TC_298e035a8cab,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,18
162,GC_f825db284877,temperature sensitive,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,3,2,0,0,1,1,6,0,0,0,0,0,6,TC_4b4e040973f2,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
163,GC_f8594c410875,power density,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,14,15,27,27,0,0,1,1,726,0,0,0,0,0,726,TC_22c19b770a3b,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,14
164,GC_f99f14bc2e66,thermoelectric voltage,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,5,2,11,3,0,0,1,1,32,0,0,0,0,0,32,TC_59adc7fcdf23,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
165,GC_faa270044b11,normalized power,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,7,2,10,0,0,1,1,19,0,0,0,0,0,19,TC_1740e5413733,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
166,GC_fd60a1db5fcf,interaction,mechanism_or_process,False,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,Q_endpoint_quarantine_or_no_path,4,11,4,24,8,1,0,2,1,191,0,0,0,0,8,183,TC_771088019b9e,,pending,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,4
167,GC_ffb583ea6e97,self healing,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,18,1,56,1,0,0,1,1,56,0,0,0,0,0,56,TC_f2e82f89789d,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
