sentence_pair_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,left_global_concept_id,left_layer_node_id,left_label,left_surface,left_char_start,left_char_end,right_global_concept_id,right_layer_node_id,right_label,right_surface,right_char_start,right_char_end,pair_key,evidence_scope,strict_syntax_relation_supported
SP_df64761ad526,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_c193d91329df,LN_50f3b037ed53,charge transport,charge transport,1123,1139,GC_cccc0f159dba,LN_181c482893c7,sodium ion,sodium ions,989,1000,GC_c193d91329df::GC_cccc0f159dba,same_sentence_cooccurrence_not_causal,False
SP_e3a418adfff0,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_c193d91329df,LN_50f3b037ed53,charge transport,charge transport,1123,1139,GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,921,946,GC_c193d91329df::GC_c44c08236fb4,same_sentence_cooccurrence_not_causal,False
SP_05303c5acfac,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,885,903,GC_c193d91329df,LN_50f3b037ed53,charge transport,charge transport,1123,1139,GC_bc536166f47d::GC_c193d91329df,same_sentence_cooccurrence_not_causal,False
SP_be7b296bbe5d,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_c193d91329df,LN_50f3b037ed53,charge transport,charge transport,1123,1139,GC_c2c323babbaa,LN_f80fec8ce055,charge transport property,charge transport properties,1123,1150,GC_c193d91329df::GC_c2c323babbaa,same_sentence_cooccurrence_not_causal,False
SP_eda0ab28df30,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_6e68363bbfaf,LN_9443d7f9027a,ionic electronic,ionic-electronic,951,967,GC_c193d91329df,LN_50f3b037ed53,charge transport,charge transport,1123,1139,GC_6e68363bbfaf::GC_c193d91329df,same_sentence_cooccurrence_not_causal,False
SP_179062945004,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,921,946,GC_cccc0f159dba,LN_181c482893c7,sodium ion,sodium ions,989,1000,GC_c44c08236fb4::GC_cccc0f159dba,same_sentence_cooccurrence_not_causal,False
SP_a483d7bc18cf,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,885,903,GC_cccc0f159dba,LN_181c482893c7,sodium ion,sodium ions,989,1000,GC_bc536166f47d::GC_cccc0f159dba,same_sentence_cooccurrence_not_causal,False
SP_4b8244405a12,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_c2c323babbaa,LN_f80fec8ce055,charge transport property,charge transport properties,1123,1150,GC_cccc0f159dba,LN_181c482893c7,sodium ion,sodium ions,989,1000,GC_c2c323babbaa::GC_cccc0f159dba,same_sentence_cooccurrence_not_causal,False
SP_51fed5f83a7f,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_6e68363bbfaf,LN_9443d7f9027a,ionic electronic,ionic-electronic,951,967,GC_cccc0f159dba,LN_181c482893c7,sodium ion,sodium ions,989,1000,GC_6e68363bbfaf::GC_cccc0f159dba,same_sentence_cooccurrence_not_causal,False
SP_5c5bb5acbf43,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,885,903,GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,921,946,GC_bc536166f47d::GC_c44c08236fb4,same_sentence_cooccurrence_not_causal,False
SP_31d55f391c4c,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_c2c323babbaa,LN_f80fec8ce055,charge transport property,charge transport properties,1123,1150,GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,921,946,GC_c2c323babbaa::GC_c44c08236fb4,same_sentence_cooccurrence_not_causal,False
SP_9c21321eb95b,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_6e68363bbfaf,LN_9443d7f9027a,ionic electronic,ionic-electronic,951,967,GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,921,946,GC_6e68363bbfaf::GC_c44c08236fb4,same_sentence_cooccurrence_not_causal,False
SP_4b9a88492ea6,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,885,903,GC_c2c323babbaa,LN_f80fec8ce055,charge transport property,charge transport properties,1123,1150,GC_bc536166f47d::GC_c2c323babbaa,same_sentence_cooccurrence_not_causal,False
SP_d3705f8f4bd8,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_6e68363bbfaf,LN_9443d7f9027a,ionic electronic,ionic-electronic,951,967,GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,885,903,GC_6e68363bbfaf::GC_bc536166f47d,same_sentence_cooccurrence_not_causal,False
SP_df649160742e,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,6,"The presence of CNT-COOH facilitates the ionic conductivity and enhances the ionic Seebeck coefficient via ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH, which can be observed in X-ray photoelectron spectroscopy results, thereby promoting the charge transport properties.",GC_6e68363bbfaf,LN_9443d7f9027a,ionic electronic,ionic-electronic,951,967,GC_c2c323babbaa,LN_f80fec8ce055,charge transport property,charge transport properties,1123,1150,GC_6e68363bbfaf::GC_c2c323babbaa,same_sentence_cooccurrence_not_causal,False
SP_27080ebcc78a,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,7,"As a result, the optimum device exhibits a remarkable ionic conductivity of 175.3 mS cm(-1) and a high ionic Seebeck coefficient of 18.6 mV K-1, giving an ionic power factor (PF i ) of 6.06 mW m(-1) K-2 with a correspondingly impressive ionic figure of merit (ZT i ) of 2.65.",GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,1255,1280,GC_e8e3d074de32,LN_7a43d00218a5,remarkable ionic conductivity,remarkable ionic conductivity,1195,1224,GC_c44c08236fb4::GC_e8e3d074de32,same_sentence_cooccurrence_not_causal,False
SP_3daeec6d2770,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,7,"As a result, the optimum device exhibits a remarkable ionic conductivity of 175.3 mS cm(-1) and a high ionic Seebeck coefficient of 18.6 mV K-1, giving an ionic power factor (PF i ) of 6.06 mW m(-1) K-2 with a correspondingly impressive ionic figure of merit (ZT i ) of 2.65.",GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,1255,1280,GC_f8e6cda9afe7,LN_6329623abf47,ionic power factor,ionic power factor,1307,1325,GC_c44c08236fb4::GC_f8e6cda9afe7,same_sentence_cooccurrence_not_causal,False
SP_8fcfb950a437,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,7,"As a result, the optimum device exhibits a remarkable ionic conductivity of 175.3 mS cm(-1) and a high ionic Seebeck coefficient of 18.6 mV K-1, giving an ionic power factor (PF i ) of 6.06 mW m(-1) K-2 with a correspondingly impressive ionic figure of merit (ZT i ) of 2.65.",GC_1bde68a96fb1,LN_8db4c0f9a7fb,ionic power,ionic power,1307,1318,GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,1255,1280,GC_1bde68a96fb1::GC_c44c08236fb4,same_sentence_cooccurrence_not_causal,False
SP_0530b54aea66,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,7,"As a result, the optimum device exhibits a remarkable ionic conductivity of 175.3 mS cm(-1) and a high ionic Seebeck coefficient of 18.6 mV K-1, giving an ionic power factor (PF i ) of 6.06 mW m(-1) K-2 with a correspondingly impressive ionic figure of merit (ZT i ) of 2.65.",GC_e8e3d074de32,LN_7a43d00218a5,remarkable ionic conductivity,remarkable ionic conductivity,1195,1224,GC_f8e6cda9afe7,LN_6329623abf47,ionic power factor,ionic power factor,1307,1325,GC_e8e3d074de32::GC_f8e6cda9afe7,same_sentence_cooccurrence_not_causal,False
SP_b6d912c8f415,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,7,"As a result, the optimum device exhibits a remarkable ionic conductivity of 175.3 mS cm(-1) and a high ionic Seebeck coefficient of 18.6 mV K-1, giving an ionic power factor (PF i ) of 6.06 mW m(-1) K-2 with a correspondingly impressive ionic figure of merit (ZT i ) of 2.65.",GC_1bde68a96fb1,LN_8db4c0f9a7fb,ionic power,ionic power,1307,1318,GC_e8e3d074de32,LN_7a43d00218a5,remarkable ionic conductivity,remarkable ionic conductivity,1195,1224,GC_1bde68a96fb1::GC_e8e3d074de32,same_sentence_cooccurrence_not_causal,False
SP_bc7087f3cf2b,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,7,"As a result, the optimum device exhibits a remarkable ionic conductivity of 175.3 mS cm(-1) and a high ionic Seebeck coefficient of 18.6 mV K-1, giving an ionic power factor (PF i ) of 6.06 mW m(-1) K-2 with a correspondingly impressive ionic figure of merit (ZT i ) of 2.65.",GC_1bde68a96fb1,LN_8db4c0f9a7fb,ionic power,ionic power,1307,1318,GC_f8e6cda9afe7,LN_6329623abf47,ionic power factor,ionic power factor,1307,1325,GC_1bde68a96fb1::GC_f8e6cda9afe7,same_sentence_cooccurrence_not_causal,False
SP_47fb17256fd0,P0451,iTE,iTE,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,10,"This configuration yields a high power density of 171.4 mW m(-2), thus highlighting the considerable potential for manufacturing TEGs for wearable devices capable of harnessing waste heat.",GC_d68166b3111f,LN_931ec779bc4d,tegs,TEGs,1784,1788,GC_f8594c410875,LN_b3dcba085c3c,power density,power density,1688,1701,GC_d68166b3111f::GC_f8594c410875,same_sentence_cooccurrence_not_causal,False
SP_8d70c3a327d7,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,2,"Optimization of the TE performance of an IFITEM, however, is limited by a conflict between its electrical conductivity (sigma) and its Seebeck coefficient (S).",GC_6cdb23f33c74,LN_62e98998afef,seebeck coefficient,Seebeck coefficient,278,297,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,238,261,GC_6cdb23f33c74::GC_a8311b95a427,same_sentence_cooccurrence_not_causal,False
SP_fac59f944bee,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,4,"In this work, alpha and S of alpha-Ag2S (semiconductor) and beta-Ag2S (fast ionic conductor) are modulated by the in situ measurement under high pressure and high temperature.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,450,460,GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,481,490,GC_3f410e1df171::GC_47f46e3f1666,same_sentence_cooccurrence_not_causal,False
SP_6ef02982d882,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_a796bf144bde,LN_452d59f16f12,pressure hinders ion,pressure hinders ion,732,752,GC_fdeb702ccff6,LN_2dfa0020a180,pressure hinders ion transfer,pressure hinders ion transfer,732,761,GC_a796bf144bde::GC_fdeb702ccff6,same_sentence_cooccurrence_not_causal,False
SP_5e085d02c596,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,706,716,GC_fdeb702ccff6,LN_2dfa0020a180,pressure hinders ion transfer,pressure hinders ion transfer,732,761,GC_3f410e1df171::GC_fdeb702ccff6,same_sentence_cooccurrence_not_causal,False
SP_b0e6ebb8cc25,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,795,804,GC_fdeb702ccff6,LN_2dfa0020a180,pressure hinders ion transfer,pressure hinders ion transfer,732,761,GC_47f46e3f1666::GC_fdeb702ccff6,same_sentence_cooccurrence_not_causal,False
SP_d6aa9896e0cf,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,638,661,GC_fdeb702ccff6,LN_2dfa0020a180,pressure hinders ion transfer,pressure hinders ion transfer,732,761,GC_a8311b95a427::GC_fdeb702ccff6,same_sentence_cooccurrence_not_causal,False
SP_a640081d42dd,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_c21beccead48,LN_a367f5923d44,conductivity,conductivity,779,791,GC_fdeb702ccff6,LN_2dfa0020a180,pressure hinders ion transfer,pressure hinders ion transfer,732,761,GC_c21beccead48::GC_fdeb702ccff6,same_sentence_cooccurrence_not_causal,False
SP_f5383c3ab50b,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,706,716,GC_a796bf144bde,LN_452d59f16f12,pressure hinders ion,pressure hinders ion,732,752,GC_3f410e1df171::GC_a796bf144bde,same_sentence_cooccurrence_not_causal,False
SP_55d9bc906362,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,795,804,GC_a796bf144bde,LN_452d59f16f12,pressure hinders ion,pressure hinders ion,732,752,GC_47f46e3f1666::GC_a796bf144bde,same_sentence_cooccurrence_not_causal,False
SP_4ea77407221c,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_a796bf144bde,LN_452d59f16f12,pressure hinders ion,pressure hinders ion,732,752,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,638,661,GC_a796bf144bde::GC_a8311b95a427,same_sentence_cooccurrence_not_causal,False
SP_907abc96f3c5,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_a796bf144bde,LN_452d59f16f12,pressure hinders ion,pressure hinders ion,732,752,GC_c21beccead48,LN_a367f5923d44,conductivity,conductivity,779,791,GC_a796bf144bde::GC_c21beccead48,same_sentence_cooccurrence_not_causal,False
SP_4bebbee02c73,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,706,716,GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,795,804,GC_3f410e1df171::GC_47f46e3f1666,same_sentence_cooccurrence_not_causal,False
SP_e2ca1b282c2b,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,706,716,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,638,661,GC_3f410e1df171::GC_a8311b95a427,same_sentence_cooccurrence_not_causal,False
SP_c253003857ca,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,706,716,GC_c21beccead48,LN_a367f5923d44,conductivity,conductivity,779,791,GC_3f410e1df171::GC_c21beccead48,same_sentence_cooccurrence_not_causal,False
SP_6d202d822828,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,795,804,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,638,661,GC_47f46e3f1666::GC_a8311b95a427,same_sentence_cooccurrence_not_causal,False
SP_d6312c1e0320,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,795,804,GC_c21beccead48,LN_a367f5923d44,conductivity,conductivity,779,791,GC_47f46e3f1666::GC_c21beccead48,same_sentence_cooccurrence_not_causal,False
SP_27bc04501bd7,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,5,"It uncovered that pressure increases the electrical conductivity with improving the carrier concentration in alpha-Ag2S, but increased pressure hinders ion transfer and thus reduces conductivity in beta-Ag2S.",GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,638,661,GC_c21beccead48,LN_a367f5923d44,conductivity,conductivity,779,791,GC_a8311b95a427::GC_c21beccead48,same_sentence_cooccurrence_not_causal,False
SP_27495f458b30,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,6,These results show that the pressure responses of sigma and S in alpha-Ag2S and beta-Ag2S are distinctly opposite.,GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,871,881,GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,886,895,GC_3f410e1df171::GC_47f46e3f1666,same_sentence_cooccurrence_not_causal,False
SP_5db43bc16b43,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,7,"Nevertheless, pressure can optimize the power factor (PF) and estimated thermoelectric figure of merit (ZT) in both alpha-Ag2S and beta-Ag2S, with optimum values of 1.97 x 10(-4) W/mK(2) and 0.122 (3.3GPa, 447 K), and 2.93 x 10(-4) W/mK(2) and 0.18 (2.2GPa, 574 K), respectively.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,1037,1047,GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,1052,1061,GC_3f410e1df171::GC_47f46e3f1666,same_sentence_cooccurrence_not_causal,False
SP_ce105e5d3a03,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,7,"Nevertheless, pressure can optimize the power factor (PF) and estimated thermoelectric figure of merit (ZT) in both alpha-Ag2S and beta-Ag2S, with optimum values of 1.97 x 10(-4) W/mK(2) and 0.122 (3.3GPa, 447 K), and 2.93 x 10(-4) W/mK(2) and 0.18 (2.2GPa, 574 K), respectively.",GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,1037,1047,GC_5efc27b241e5,LN_9cadbea56001,power factor,power factor,961,973,GC_3f410e1df171::GC_5efc27b241e5,same_sentence_cooccurrence_not_causal,False
