audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank
21253,TC_f1005c61510e,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_7b3c19dcd149,GC_4a92e5f4fe38::GC_649527c4ec05,hydrogel + self humidifying,GC_649527c4ec05,self humidifying,untyped_extractive_keyword,1,1,0,0,,,TP_7b3c19dcd149,CL_4ee0c5f28dbd,GC_33470b954c3c::GC_649527c4ec05,optimal seebeck coefficient + self humidifying,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9094,9017,,
21254,TC_83acffb2a3d4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_7c34a0e76b70,GC_4a92e5f4fe38::GC_add8780f20fe,hydrogel + molecular dynamics simulations,GC_add8780f20fe,molecular dynamics simulations,evidence_method,1,1,0,0,,,TP_7c34a0e76b70,CL_874e44fb9224,GC_33470b954c3c::GC_add8780f20fe,optimal seebeck coefficient + molecular dynamics simulations,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9095,9018,,
21255,TC_b7b95b7498f9,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_7e86bdc0137a,GC_4a92e5f4fe38::GC_c2d00d7f1242,hydrogel + ion transport,GC_c2d00d7f1242,ion transport,mechanism_or_process,2,2,0,0,,,TP_7e86bdc0137a,CL_8d74d7a00c0b,GC_33470b954c3c::GC_c2d00d7f1242,optimal seebeck coefficient + ion transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,3,1,3,21,1,9390,1441,1364,1112,1055
21256,TC_43413b8b3af5,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_83eda03cde51,GC_4a92e5f4fe38::GC_c466b5b6a256,hydrogel + evaporative cooling,GC_c466b5b6a256,evaporative cooling,mechanism_or_process,1,1,0,0,,,TP_83eda03cde51,CL_9abecb7f4f4e,GC_33470b954c3c::GC_c466b5b6a256,optimal seebeck coefficient + evaporative cooling,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9096,9019,5763,5706
21257,TC_89d33689a776,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_8c9b8461886c,GC_4a92e5f4fe38::GC_e99d770390b4,hydrogel + prepared typical hydrogel,GC_e99d770390b4,prepared typical hydrogel,material_or_structure,1,1,0,0,,,TP_8c9b8461886c,CL_45341d9c145d,GC_33470b954c3c::GC_e99d770390b4,optimal seebeck coefficient + prepared typical hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9097,9020,5764,5707
21258,TC_230d530a3844,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_8d1baadc5b21,GC_4a92e5f4fe38::GC_d1b9a44d61c7,hydrogel + atten tion,GC_d1b9a44d61c7,atten tion,untyped_extractive_keyword,1,1,0,0,,,TP_8d1baadc5b21,CL_28566f93ce0c,GC_33470b954c3c::GC_d1b9a44d61c7,optimal seebeck coefficient + atten tion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9098,9021,,
21259,TC_0d582b3f2036,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_9389a44bb223,GC_4a92e5f4fe38::GC_9b75b319b0a5,hydrogel + fe2+/fe3+,GC_9b75b319b0a5,fe2+/fe3+,literal_formula,1,1,0,0,,,TP_9389a44bb223,CL_e06774bb1e92,GC_33470b954c3c::GC_9b75b319b0a5,optimal seebeck coefficient + fe2+/fe3+,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9099,9022,5765,5708
21260,TC_b6d2f6e29237,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_93f397fbf0b1,GC_4a92e5f4fe38::GC_9ac106b7e571,hydrogel + mass transfer,GC_9ac106b7e571,mass transfer,mechanism_or_process,1,1,0,0,,,TP_93f397fbf0b1,CL_2c62fd75575a,GC_33470b954c3c::GC_9ac106b7e571,optimal seebeck coefficient + mass transfer,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9100,9023,5766,5709
21261,TC_b4182d77a22d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_98f25d8f06ad,GC_4a92e5f4fe38::GC_e9cefeab69ae,hydrogel + redox ion transport,GC_e9cefeab69ae,redox ion transport,mechanism_or_process,1,1,0,0,,,TP_98f25d8f06ad,CL_94a0b207a3e2,GC_33470b954c3c::GC_e9cefeab69ae,optimal seebeck coefficient + redox ion transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9101,9024,5767,5710
21262,TC_e63cc94b9017,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_a113419bc98d,GC_3ea8786de366::GC_4a92e5f4fe38,thermogalvanic cell + hydrogel,GC_3ea8786de366,thermogalvanic cell,device_or_context,1,1,0,0,,,TP_a113419bc98d,CL_1925b25f0f3e,GC_33470b954c3c::GC_3ea8786de366,optimal seebeck coefficient + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9102,9025,,
21263,TC_0504a8353c45,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_a43d0774101c,GC_24abe3ce9618::GC_4a92e5f4fe38,pana sa hydrogel + hydrogel,GC_24abe3ce9618,pana sa hydrogel,material_or_structure,1,1,0,0,,,TP_a43d0774101c,CL_8cd04127c8f2,GC_24abe3ce9618::GC_33470b954c3c,optimal seebeck coefficient + pana sa hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9103,9026,5768,5711
21264,TC_7aff3c0619b5,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_a65aeb9ed2f8,GC_4a92e5f4fe38::GC_ab34d5c7ced2,hydrogel + absorption capacity,GC_ab34d5c7ced2,absorption capacity,outcome_or_property,1,1,0,0,,,TP_a65aeb9ed2f8,CL_af9cf81581a1,GC_33470b954c3c::GC_ab34d5c7ced2,optimal seebeck coefficient + absorption capacity,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9104,9027,5769,5712
21265,TC_a7b49f6b484f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_a6813ac1cfae,GC_4a92e5f4fe38::GC_d73905a53f98,hydrogel + redox pair electrolyte,GC_d73905a53f98,redox pair electrolyte,material_or_structure,1,1,0,0,,,TP_a6813ac1cfae,CL_68587b5fe7c3,GC_33470b954c3c::GC_d73905a53f98,optimal seebeck coefficient + redox pair electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9105,9028,5770,5713
21266,TC_291684e7127d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_a741725664fe,GC_4a92e5f4fe38::GC_8335aa66a8d7,hydrogel + single solvent,GC_8335aa66a8d7,single solvent,material_or_structure,1,1,0,0,,,TP_a741725664fe,CL_d9f4dcc83620,GC_33470b954c3c::GC_8335aa66a8d7,optimal seebeck coefficient + single solvent,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9106,9029,5771,5714
21267,TC_249ef9145714,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_ad71e2c1bc9c,GC_4a92e5f4fe38::GC_f7553cd07f36,hydrogel + hydrogel electrolyte,GC_f7553cd07f36,hydrogel electrolyte,material_or_structure,3,6,0,0,,,TP_ad71e2c1bc9c,CL_b5a150c53d41,GC_33470b954c3c::GC_f7553cd07f36,optimal seebeck coefficient + hydrogel electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,7,21,1,9390,319,242,250,193
21268,TC_f2b411aec634,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_b210542384f9,GC_1e7bbb5384f5::GC_4a92e5f4fe38,hydrogel network + hydrogel,GC_1e7bbb5384f5,hydrogel network,material_or_structure,1,1,0,0,,,TP_b210542384f9,CL_930687057431,GC_1e7bbb5384f5::GC_33470b954c3c,optimal seebeck coefficient + hydrogel network,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9107,9030,5772,5715
21269,TC_483c0f9dd794,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_b73121301dd1,GC_4a92e5f4fe38::GC_c2a122dae280,hydrogel + heat to power,GC_c2a122dae280,heat to power,outcome_or_property,1,1,0,0,,,TP_b73121301dd1,CL_179d48bc0097,GC_33470b954c3c::GC_c2a122dae280,optimal seebeck coefficient + heat to power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9108,9031,5773,5716
21270,TC_c6086dda7a6f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_be97758842c3,GC_4a92e5f4fe38::GC_753211f34d40,hydrogel + redox pair,GC_753211f34d40,redox pair,material_or_structure,1,2,0,0,,,TP_be97758842c3,CL_9434d167c1c3,GC_33470b954c3c::GC_753211f34d40,optimal seebeck coefficient + redox pair,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,3,21,1,9390,2225,2148,1592,1535
21271,TC_fac94a37fc9c,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_c229a29b9571,GC_4a92e5f4fe38::GC_946d2b458f1f,hydrogel + qtcs,GC_946d2b458f1f,qtcs,literal_formula,1,1,0,0,,,TP_c229a29b9571,CL_a68093902d5f,GC_33470b954c3c::GC_946d2b458f1f,optimal seebeck coefficient + qtcs,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9109,9032,5774,5717
21272,TC_249738d9cd66,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_c49a6bea5095,GC_4a92e5f4fe38::GC_9516ffbfc5d5,hydrogel + volume phase transition,GC_9516ffbfc5d5,volume phase transition,mechanism_or_process,1,1,0,0,,,TP_c49a6bea5095,CL_c58935b0919c,GC_33470b954c3c::GC_9516ffbfc5d5,optimal seebeck coefficient + volume phase transition,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9110,9033,5775,5718
21273,TC_b1459da1640b,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_c6df94686243,GC_4a92e5f4fe38::GC_6a99fac99646,hydrogel + water solvent,GC_6a99fac99646,water solvent,material_or_structure,1,1,0,0,,,TP_c6df94686243,CL_acf75a41ed7c,GC_33470b954c3c::GC_6a99fac99646,optimal seebeck coefficient + water solvent,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9111,9034,5776,5719
21274,TC_183a1fdb6f59,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_c7c8a6c4ce0e,GC_4a92e5f4fe38::GC_78b3828d184a,hydrogel + marginal solvation,GC_78b3828d184a,marginal solvation,mechanism_or_process,1,1,0,0,,,TP_c7c8a6c4ce0e,CL_9b750dd50217,GC_33470b954c3c::GC_78b3828d184a,optimal seebeck coefficient + marginal solvation,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9112,9035,5777,5720
21275,TC_4627dafc883f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,False,False,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_cb0a8e05227c,GC_02010c234a8a::GC_4a92e5f4fe38,eco friendliness + hydrogel,GC_02010c234a8a,eco friendliness,untyped_extractive_keyword,1,1,0,0,,,TP_cb0a8e05227c,CL_84e4b25865b1,GC_02010c234a8a::GC_33470b954c3c,optimal seebeck coefficient + eco friendliness,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9113,9036,,
21276,TC_97336780ec7d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_ccca394e2d67,GC_28dcc6b5c5f9::GC_4a92e5f4fe38,redox pair ion + hydrogel,GC_28dcc6b5c5f9,redox pair ion,material_or_structure,1,1,0,0,,,TP_ccca394e2d67,CL_b1715b3518d8,GC_28dcc6b5c5f9::GC_33470b954c3c,optimal seebeck coefficient + redox pair ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9114,9037,5778,5721
21277,TC_4c93991c8727,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_f390c55ed4a0,GC_33470b954c3c::GC_4a92e5f4fe38,optimal seebeck coefficient + hydrogel,GC_33470b954c3c,optimal seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_f390c55ed4a0,TP_d099cdd6c357,GC_0bb45bee94db::GC_4a92e5f4fe38,graphite electrode + hydrogel,GC_0bb45bee94db,graphite electrode,material_or_structure,1,1,0,0,,,TP_d099cdd6c357,CL_f571e248d63e,GC_0bb45bee94db::GC_33470b954c3c,optimal seebeck coefficient + graphite electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,9115,9038,5779,5722
