pair_id,analysis_layer,pair_key,left_global_concept_id,left_label,right_global_concept_id,right_label,paper_count,sentence_count,strict_syntax_relation_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,example_evidence_sentence,example_left_surface,example_right_surface
TP_96eb1ed3bd7a,TG,GC_3de6bbd46484::GC_cac9bef97e3d,GC_3de6bbd46484,k4fe,GC_cac9bef97e3d,overall power conversion efficiency,1,1,0,2012,2012,P0229,10.1007/s10973-012-2311-9,Novel carbon materials for thermal energy harvesting,"The concentration of 0.4 M K3Fe(CN)(6)/K4Fe(CN)(6) is optimal for thermal harvesting applications using R-GO electrodes due to the synergistic effect of the reduction in thermal flux across the cell and the enhancement of power output, on the overall power conversion efficiency.",K4Fe,overall power conversion efficiency
TP_ef0bf70ddd78,TG,GC_3de6bbd46484::GC_cf402379d512,GC_3de6bbd46484,k4fe,GC_cf402379d512,concentration gradient,1,1,0,2024,2024,P0270,10.1016/j.cej.2024.152806,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,"Further, the introduction of ethanol results in a thermosensitive solubility of K4Fe(CN)6 and a minimal concentration at the cold end, which establishes a huge substantial normalized Fe(CN)64- concentration gradient and increases the Seebeck coefficient to 3.4 mV/K.",K4Fe,concentration gradient
TP_66f7085fd03b,TG,GC_3de6bbd46484::GC_cf542d621742,GC_3de6bbd46484,k4fe,GC_cf542d621742,thermal conductivity,1,1,0,2012,2012,P0229,10.1007/s10973-012-2311-9,Novel carbon materials for thermal energy harvesting,"Thermal conductivity measurements of the K3Fe(CN)(6)/K4Fe(CN)(6) solutions used, indicate that the thermal conductivity decreases from 0.591 to 0.547 W/m K as the concentration is increased from 0.1 to 0.4 M.",K4Fe,Thermal conductivity
TP_4273ee1c83b5,TG,GC_3de6bbd46484::GC_d18c91f9affa,GC_3de6bbd46484,k4fe,GC_d18c91f9affa,temperature difference,1,1,0,2012,2012,P0229,10.1007/s10973-012-2311-9,Novel carbon materials for thermal energy harvesting,The maximum mass power density obtained using R-GO electrodes was 25.51 W/kg (three orders of magnitude higher than platinum) at a temperature difference of 60 A degrees C and a K3Fe(CN)(6)/K4Fe(CN)(6) concentration of 0.4 M.,K4Fe,temperature difference
TP_14f2b5dc74f7,TG,GC_3e2f500dc35e::GC_41374fb28f21,GC_3e2f500dc35e,continuous concentration gradient,GC_41374fb28f21,redox ion,1,1,0,2023,2023,P0009,10.1126/science.adg0164,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,We report an in situ photocatalytically enhanced redox reaction that generates hydrogen and oxygen to realize a continuous concentration gradient of redox ions in thermogalvanic devices.,continuous concentration gradient,redox ions
TP_0195e99eefa2,TG,GC_3e2f500dc35e::GC_dad97d797387,GC_3e2f500dc35e,continuous concentration gradient,GC_dad97d797387,redox reaction,1,1,0,2023,2023,P0009,10.1126/science.adg0164,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,We report an in situ photocatalytically enhanced redox reaction that generates hydrogen and oxygen to realize a continuous concentration gradient of redox ions in thermogalvanic devices.,continuous concentration gradient,redox reaction
TP_96a7c538fe76,TG,GC_3ea8786de366::GC_3f80e6e278cb,GC_3ea8786de366,thermogalvanic cell,GC_3f80e6e278cb,convert temperature gradient,1,1,0,2024,2024,P0041,10.1039/d3sc06766a,Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells,"Thermogalvanic cells can convert temperature gradients (e.g. waste heat) into electricity; here we demonstrate how electrostatically charged self-assembled monolayers can act as molecular electrocatalysts, plus reduce electrode passivation.",Thermogalvanic cells,convert temperature gradients
TP_bfc3bc3586cc,TG,GC_3ea8786de366::GC_402b8c7d36bb,GC_3ea8786de366,thermogalvanic cell,GC_402b8c7d36bb,radiative sky cooling,1,1,0,2023,2023,P0077,10.1016/j.tsep.2023.102083,Performance evaluation and parametric analysis of nighttime electricity generation system integrating thermogalvanic cells with radiative sky cooling,"In our work, a cost-effective nighttime electricity generation approach based on thermogalvanic cells and radiative sky cooling is proposed.",thermogalvanic cells,radiative sky cooling
TP_85929888a2e4,TG,GC_3ea8786de366::GC_41374fb28f21,GC_3ea8786de366,thermogalvanic cell,GC_41374fb28f21,redox ion,1,1,0,2023,2023,P0009,10.1126/science.adg0164,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,"High-performance thermogalvanic cells have the potential to convert thermal energy into electricity, but their effectiveness is limited by the low concentration difference of redox ions.",thermogalvanic cells,redox ions
TP_f04480c0371d,TG,GC_3ea8786de366::GC_428b6ae04b6e,GC_3ea8786de366,thermogalvanic cell,GC_428b6ae04b6e,non isothermal cell,1,1,0,2017,2017,P0208,10.1016/j.electacta.2016.12.152,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,Thermoelectrochemistry can be exploited in non-isothermal cells to form thermogalvanic cells (or thermocells) to convert a temperature gradient into a useful electrical current.,thermogalvanic cells,non-isothermal cells
TP_3c54c2cb7eed,TG,GC_3ea8786de366::GC_42e5c86e3b8c,GC_3ea8786de366,thermogalvanic cell,GC_42e5c86e3b8c,large area nanofiber membrane,1,1,0,2024,2024,P0202,10.1016/j.cej.2023.147571,Large-area nanofiber membrane of NIR photothermal Cs0.32WO3 for flexible and all-weather solar thermoelectric generation,"Herein, a wearable STE generator with all-weather and high-performance electricity generation was elaborately designed and synthesized sandwiched by a thermogalvanic cell and a large-area nanofiber membrane of Cs0.32WO3 (CWO) nanoparticles with strong near-infrared (NIR) absorption.",thermogalvanic cell,large-area nanofiber membrane
TP_14b57ed5ce40,TG,GC_3ea8786de366::GC_4391f07fc8c7,GC_3ea8786de366,thermogalvanic cell,GC_4391f07fc8c7,cost effectiveness,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,"In the pursuit of sustainable energy harvesting from low-grade heat, thermogalvanic cells (TGCs) have received considerable attention, but still confront profound challenges in efficiency and cost-effectiveness, limiting their real-world applications.",thermogalvanic cells,cost-effectiveness
TP_2bc787e1f94c,TG,GC_3ea8786de366::GC_4480e95a9620,GC_3ea8786de366,thermogalvanic cell,GC_4480e95a9620,non isothermal,1,1,0,2017,2017,P0208,10.1016/j.electacta.2016.12.152,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,Thermoelectrochemistry can be exploited in non-isothermal cells to form thermogalvanic cells (or thermocells) to convert a temperature gradient into a useful electrical current.,thermogalvanic cells,non-isothermal
TP_cb3936411db4,TG,GC_3ea8786de366::GC_49990adc781e,GC_3ea8786de366,thermogalvanic cell,GC_49990adc781e,energy conversion,1,1,0,2020,2020,P0108,10.1007/s40242-020-0126-y,Electrochemical Impedance Analysis of Thermogalvanic Cells,Thermogalvanic cells(also known as thermo-electrochemical cells) that convert waste heat energy to electricity are a new type of energy conversion device.,Thermogalvanic cells,energy conversion
TP_a113419bc98d,TG,GC_3ea8786de366::GC_4a92e5f4fe38,GC_3ea8786de366,thermogalvanic cell,GC_4a92e5f4fe38,hydrogel,1,1,0,2025,2025,P0161,10.1016/j.energy.2025.138779,Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery,Hydrogel thermo-electrochemical cells (also called thermocells or thermogalvanic cells) represent a novel heat-to-power technology driven by temperature difference for harvesting low-grade waste heat.,thermogalvanic cells,Hydrogel
TP_03e9d23ba6fc,TG,GC_3ea8786de366::GC_4adc0c83e3f0,GC_3ea8786de366,thermogalvanic cell,GC_4adc0c83e3f0,laser irradiated,1,1,0,1993,1993,P0148,10.1149/1.2220980,THERMOGALVANIC BEHAVIOR OF ACIDIC CU-2+/CU SYSTEM INDUCED BY LASER IRRADIATION,The system served as a thermogalvanic cell and a highly selective copper deposit was formed at the laser-irradiated center without any chemical reductant added.,thermogalvanic cell,laser-irradiated
TP_564ec1cb23ba,TG,GC_3ea8786de366::GC_4b37ce2b0e1d,GC_3ea8786de366,thermogalvanic cell,GC_4b37ce2b0e1d,wearable ste generator,1,1,0,2024,2024,P0202,10.1016/j.cej.2023.147571,Large-area nanofiber membrane of NIR photothermal Cs0.32WO3 for flexible and all-weather solar thermoelectric generation,"Herein, a wearable STE generator with all-weather and high-performance electricity generation was elaborately designed and synthesized sandwiched by a thermogalvanic cell and a large-area nanofiber membrane of Cs0.32WO3 (CWO) nanoparticles with strong near-infrared (NIR) absorption.",thermogalvanic cell,wearable STE generator
TP_e4862e767dd0,TG,GC_3ea8786de366::GC_4e7663c0ef38,GC_3ea8786de366,thermogalvanic cell,GC_4e7663c0ef38,utilizing temperature dependent redox reaction,1,1,0,2025,2025,P0028,10.1021/acsaem.5c02080,Fully Printed Thermogalvanic Modules for Low-Grade Energy Harvesting,Thermogalvanic cells offer a promising route for harvesting low-grade heat by utilizing temperature-dependent redox reactions at spatially separated electrodes.,Thermogalvanic cells,utilizing temperature-dependent redox reactions
TP_510141e5c889,TG,GC_3ea8786de366::GC_4ff4b28c2d7a,GC_3ea8786de366,thermogalvanic cell,GC_4ff4b28c2d7a,effective thermoelectric conversion,1,1,0,2025,2025,P0022,10.1021/acsami.5c03375,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,"Thermogalvanic cells (TGCs) are at the forefront of effective thermoelectric conversion methods, but the practical utilization of their integrated devices is hindered by the suboptimal performance of N-type TGCs.",Thermogalvanic cells,effective thermoelectric conversion
TP_5a324ada7d61,TG,GC_3ea8786de366::GC_514fe6b8013d,GC_3ea8786de366,thermogalvanic cell,GC_514fe6b8013d,ultrahigh seebeck coefficient,1,1,0,2025,2025,P0149,10.1016/j.ensm.2024.103902,Thermo-electrochemical cells enable efficient and flexible power supplies: From materials to applications,"In recent years, thermo-electrochemical cells (also known as thermocells or thermogalvanic cells) driven by low-grade heat have been emerging as a cutting-edge technology due to their ultrahigh Seebeck coefficient, high flexibility and low cost, and they possess large application prospects in wearable electronic devices, self-powered Internet-of-Thing sensors and industrial waste heat recovery.",thermogalvanic cells,ultrahigh Seebeck coefficient
TP_22b38ef8e1c1,TG,GC_3ea8786de366::GC_55c4816f4855,GC_3ea8786de366,thermogalvanic cell,GC_55c4816f4855,liquid electrolyte,1,1,0,2023,2023,P0076,10.1002/eom2.12302,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,"Here, a thermogalvanic cell consisting of a cellulose fiber-based porous aerogel, a liquid electrolyte, a reduced graphene oxide light absorber, and carbon nanotube-based electrodes is designed for low-grade thermal energy harvesting and conversion.",thermogalvanic cell,liquid electrolyte
TP_016910fe346a,TG,GC_3ea8786de366::GC_560009ffc2e4,GC_3ea8786de366,thermogalvanic cell,GC_560009ffc2e4,electrode dependent,1,1,0,2024,2024,P0044,10.1039/d4ee01642d,Boosted thermogalvanic thermopower upon solid-to-liquid phase transition,Thermogalvanic cells offer scalable low-grade waste heat recovery using tunable electrode-dependent thermopower and electrolyte-dependent thermal conductivities.,Thermogalvanic cells,electrode-dependent
TP_74e290193158,TG,GC_3ea8786de366::GC_581494e21d04,GC_3ea8786de366,thermogalvanic cell,GC_581494e21d04,self assembled,1,1,0,2024,2024,P0041,10.1039/d3sc06766a,Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells,"Thermogalvanic cells can convert temperature gradients (e.g. waste heat) into electricity; here we demonstrate how electrostatically charged self-assembled monolayers can act as molecular electrocatalysts, plus reduce electrode passivation.",Thermogalvanic cells,self-assembled
TP_a1f4e2a1a7ef,TG,GC_3ea8786de366::GC_587782912cac,GC_3ea8786de366,thermogalvanic cell,GC_587782912cac,near infrared,1,1,0,2024,2024,P0202,10.1016/j.cej.2023.147571,Large-area nanofiber membrane of NIR photothermal Cs0.32WO3 for flexible and all-weather solar thermoelectric generation,"Herein, a wearable STE generator with all-weather and high-performance electricity generation was elaborately designed and synthesized sandwiched by a thermogalvanic cell and a large-area nanofiber membrane of Cs0.32WO3 (CWO) nanoparticles with strong near-infrared (NIR) absorption.",thermogalvanic cell,near-infrared
TP_f08cfa845dbe,TG,GC_3ea8786de366::GC_5caf10c33d02,GC_3ea8786de366,thermogalvanic cell,GC_5caf10c33d02,heating,1,1,0,2019,2019,P0106,10.34133/2019/2460953,All-Day Thermogalvanic Cells for Environmental Thermal Energy Harvesting,"In this work, we report a tandem device consisting of a polypyrrole (PPy) broadband absorber/radiator, thermogalvanic cell, and thermal storage material (Cu foam/PEG1000) that integrates multiple functions of heating, cooling, and recycling of thermal energy.",thermogalvanic cell,heating
TP_2b7e3bc52183,TG,GC_3ea8786de366::GC_5f9395c3b80a,GC_3ea8786de366,thermogalvanic cell,GC_5f9395c3b80a,entropy,1,1,0,2020,2020,P0094,10.1039/d0se00440e,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells","Thermogalvanic cells typically utilise equimolar concentrations of the oxidised and reduced states of a redox couple in solution, sandwiched between two electrodes at dissimilar temperatures; entropy drives redox processes to occur at these electrodes, generating a potential difference and a current.",Thermogalvanic cells,entropy
TP_92cf2523d1a4,TG,GC_3ea8786de366::GC_640a71a16147,GC_3ea8786de366,thermogalvanic cell,GC_640a71a16147,real world,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,"In the pursuit of sustainable energy harvesting from low-grade heat, thermogalvanic cells (TGCs) have received considerable attention, but still confront profound challenges in efficiency and cost-effectiveness, limiting their real-world applications.",thermogalvanic cells,real-world
TP_db186ac89fe9,TG,GC_3ea8786de366::GC_640a7819200f,GC_3ea8786de366,thermogalvanic cell,GC_640a7819200f,electrolyte dependent,1,1,0,2024,2024,P0044,10.1039/d4ee01642d,Boosted thermogalvanic thermopower upon solid-to-liquid phase transition,Thermogalvanic cells offer scalable low-grade waste heat recovery using tunable electrode-dependent thermopower and electrolyte-dependent thermal conductivities.,Thermogalvanic cells,electrolyte-dependent
TP_3d554942337b,TG,GC_3ea8786de366::GC_6466380ecaf4,GC_3ea8786de366,thermogalvanic cell,GC_6466380ecaf4,sub saharan,1,1,0,2022,2022,P0099,10.1016/j.tsep.2022.101448,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,The conversion of low-grade solar energy into electricity by thermogalvanic cells has the potential to complement energy generation produced from fossil fuels in Sub-Saharan Africa.,thermogalvanic cells,Sub-Saharan
TP_1c1fac4fe95f,TG,GC_3ea8786de366::GC_65d1061f2500,GC_3ea8786de366,thermogalvanic cell,GC_65d1061f2500,composite electrode,1,1,0,2024,2024,P0050,10.1016/j.solener.2024.112939,A novel solar-driven thermogalvanic cell with integrated heat storage capabilities,"This study developed composite electrodes with high conductivity, excellent photothermal properties, and heat storage capabilities, and applied them in thermogalvanic cells.",thermogalvanic cells,composite electrodes
TP_073e2652ae7d,TG,GC_3ea8786de366::GC_66a3d568c912,GC_3ea8786de366,thermogalvanic cell,GC_66a3d568c912,planar platinum electrode,1,1,0,1995,1995,P0128,10.1149/1.2048394,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,Power conversion efficiency (PCE) measurements were carried on a thermogalvanic cell containing the ferricyanide/ ferrocyanide couple in an aqueous background electrolyte of KCl and using two planar platinum electrodes.,thermogalvanic cell,planar platinum electrodes
TP_05e7597d96a4,TG,GC_3ea8786de366::GC_677643c99d4a,GC_3ea8786de366,thermogalvanic cell,GC_677643c99d4a,leverages photothermal thermoelectric coupling,1,1,0,2026,2026,P0087,10.1021/acs.analchem.5c08278,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,"It incorporates a thermogalvanic cell (TGC) MN, which leverages photothermal-thermoelectric coupling to achieve external power-free transdermal extraction of the biomarker (8-OH-dG) within 10 min.",thermogalvanic cell,leverages photothermal-thermoelectric coupling
TP_3f0980adcd91,TG,GC_3ea8786de366::GC_6ab69b88e679,GC_3ea8786de366,thermogalvanic cell,GC_6ab69b88e679,useful electrical current,1,1,0,2017,2017,P0208,10.1016/j.electacta.2016.12.152,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,Thermoelectrochemistry can be exploited in non-isothermal cells to form thermogalvanic cells (or thermocells) to convert a temperature gradient into a useful electrical current.,thermogalvanic cells,useful electrical current
TP_7c7f8ee9248e,TG,GC_3ea8786de366::GC_6cdb23f33c74,GC_3ea8786de366,thermogalvanic cell,GC_6cdb23f33c74,seebeck coefficient,1,1,0,2025,2025,P0189,10.1016/j.applthermaleng.2024.124970,Numerical study on heat and ion transport characteristics enables optimal design of aqueous thermocells for low-grade heat recovery,"As a cutting-edge heat-to-electricity technology, thermogalvanic cells (thermocells) have great prospects in lowgrade heat recovery due to its high Seebeck coefficient (Se), high scalability and low cost.",thermogalvanic cells,Seebeck coefficient
TP_0b4934d43673,TG,GC_3ea8786de366::GC_6e09a4269aaf,GC_3ea8786de366,thermogalvanic cell,GC_6e09a4269aaf,photothermal thermoelectric,1,1,0,2026,2026,P0087,10.1021/acs.analchem.5c08278,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,"It incorporates a thermogalvanic cell (TGC) MN, which leverages photothermal-thermoelectric coupling to achieve external power-free transdermal extraction of the biomarker (8-OH-dG) within 10 min.",thermogalvanic cell,photothermal-thermoelectric
TP_dc3b40a7d72a,TG,GC_3ea8786de366::GC_6eb439c118a7,GC_3ea8786de366,thermogalvanic cell,GC_6eb439c118a7,fe2+/fe3+ cross linked alginate hydrogel,1,1,0,2026,2026,P0001,10.1038/s41551-025-01440-6,A thermogalvanic cell dressing for smart wound monitoring and accelerated healing,This was achieved by a thermogalvanic cell (TGC) dressing composed of Fe2+/Fe3+ cross-linked alginate hydrogel reinforced by nanofibres.,thermogalvanic cell,Fe2+/Fe3+ cross-linked alginate hydrogel
TP_dbec67500523,TG,GC_3ea8786de366::GC_6f0f083fb15f,GC_3ea8786de366,thermogalvanic cell,GC_6f0f083fb15f,maximum power density,1,1,0,2022,2022,P0057,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,"When the temperature difference is 40 K, the gel-based thermogalvanic cell achieves an open-circuit voltage of about 63 mV with the maximum power density of about 1.2 mW m(-2).",thermogalvanic cell,maximum power density
TP_11d64ac9d856,TG,GC_3ea8786de366::GC_720e69b53d5a,GC_3ea8786de366,thermogalvanic cell,GC_720e69b53d5a,concentration difference,1,1,0,2023,2023,P0009,10.1126/science.adg0164,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,"High-performance thermogalvanic cells have the potential to convert thermal energy into electricity, but their effectiveness is limited by the low concentration difference of redox ions.",thermogalvanic cells,concentration difference
TP_77acba742ff4,TG,GC_3ea8786de366::GC_72dc5cf47757,GC_3ea8786de366,thermogalvanic cell,GC_72dc5cf47757,gold nanoparticle,1,1,0,2019,2019,P0107,10.1016/j.elecom.2019.03.007,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,"However, when used as thermogalvanic cells, only minor improvements were observed in power generation, and relatively rapid dissolution of the gold nanoparticles was observed, to yield passivating gold analogues of Prussian blue.",thermogalvanic cells,gold nanoparticles
TP_f44bed07e5ca,TG,GC_3ea8786de366::GC_7576bfc5b9f2,GC_3ea8786de366,thermogalvanic cell,GC_7576bfc5b9f2,tunable electrode dependent thermopower,1,1,0,2024,2024,P0044,10.1039/d4ee01642d,Boosted thermogalvanic thermopower upon solid-to-liquid phase transition,Thermogalvanic cells offer scalable low-grade waste heat recovery using tunable electrode-dependent thermopower and electrolyte-dependent thermal conductivities.,Thermogalvanic cells,tunable electrode-dependent thermopower
TP_fb0e776b4c1f,TG,GC_3ea8786de366::GC_75cf0c439b6a,GC_3ea8786de366,thermogalvanic cell,GC_75cf0c439b6a,spatially separated electrode,1,1,0,2025,2025,P0028,10.1021/acsaem.5c02080,Fully Printed Thermogalvanic Modules for Low-Grade Energy Harvesting,Thermogalvanic cells offer a promising route for harvesting low-grade heat by utilizing temperature-dependent redox reactions at spatially separated electrodes.,Thermogalvanic cells,spatially separated electrodes
TP_a7067829a140,TG,GC_3ea8786de366::GC_7abe572670fb,GC_3ea8786de366,thermogalvanic cell,GC_7abe572670fb,output power,1,1,0,2025,2025,P0010,10.1002/adfm.202503541,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,"Thermogalvanic cell shows great potential in harnessing this low-grade thermal energy, and one challenge is to increase the output power.",Thermogalvanic cell,output power
TP_b9958758774e,TG,GC_3ea8786de366::GC_7fd8c2696d32,GC_3ea8786de366,thermogalvanic cell,GC_7fd8c2696d32,solvation,1,1,0,2025,2025,P0029,10.1021/acs.jpclett.5c02903,AI-Informed Solvation Engineering for Thermogalvanic Electrolytes with High Thermopower,"Thermogalvanic cells utilize redox couple ions to achieve continuous heat-to-electricity conversion, yet the development of high-performance electrolytes is limited by the complex relationship between solvation of redox couple ions and thermopower.",Thermogalvanic cells,solvation
TP_c20120c9e035,TG,GC_3ea8786de366::GC_858549c1d029,GC_3ea8786de366,thermogalvanic cell,GC_858549c1d029,power free,1,1,0,2026,2026,P0087,10.1021/acs.analchem.5c08278,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,"It incorporates a thermogalvanic cell (TGC) MN, which leverages photothermal-thermoelectric coupling to achieve external power-free transdermal extraction of the biomarker (8-OH-dG) within 10 min.",thermogalvanic cell,power-free
TP_5376a376fd95,TG,GC_3ea8786de366::GC_88b7f55da084,GC_3ea8786de366,thermogalvanic cell,GC_88b7f55da084,chemically homogeneous,1,1,0,2026,2026,P0081,10.1039/d5ta09239f,Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell,"Thermogalvanic cells, which convert low-grade heat into electricity, usually employ chemically-homogeneous electrolytes that limit the Seebeck response to redox entropy alone.",Thermogalvanic cells,chemically-homogeneous
TP_48ef1243be93,TG,GC_3ea8786de366::GC_986f2bea742d,GC_3ea8786de366,thermogalvanic cell,GC_986f2bea742d,convert modest temperature gradient,1,1,0,2020,2020,P0103,10.1016/j.jelechem.2020.114280,Thermogalvanic cells: A side-by-side comparison of measurement methods,"Thermogalvanic cells (or thermocells) are being increasingly investigated due to their ability to directly convert modest temperature gradients into electricity, using redox chemistry.",Thermogalvanic cells,convert modest temperature gradients
TP_db804a0c1d94,TG,GC_3ea8786de366::GC_9b75b319b0a5,GC_3ea8786de366,thermogalvanic cell,GC_9b75b319b0a5,fe2+/fe3+,1,1,0,2026,2026,P0001,10.1038/s41551-025-01440-6,A thermogalvanic cell dressing for smart wound monitoring and accelerated healing,This was achieved by a thermogalvanic cell (TGC) dressing composed of Fe2+/Fe3+ cross-linked alginate hydrogel reinforced by nanofibres.,thermogalvanic cell,Fe2+/Fe3+
TP_95176bea458f,TG,GC_3ea8786de366::GC_a15216d3da74,GC_3ea8786de366,thermogalvanic cell,GC_a15216d3da74,hydrogel thermo electrochemical cell,1,1,0,2025,2025,P0161,10.1016/j.energy.2025.138779,Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery,Hydrogel thermo-electrochemical cells (also called thermocells or thermogalvanic cells) represent a novel heat-to-power technology driven by temperature difference for harvesting low-grade waste heat.,thermogalvanic cells,Hydrogel thermo-electrochemical cells
TP_fd251628ff0e,TG,GC_3ea8786de366::GC_ab850e819722,GC_3ea8786de366,thermogalvanic cell,GC_ab850e819722,utilize redox couple ion,1,1,0,2025,2025,P0029,10.1021/acs.jpclett.5c02903,AI-Informed Solvation Engineering for Thermogalvanic Electrolytes with High Thermopower,"Thermogalvanic cells utilize redox couple ions to achieve continuous heat-to-electricity conversion, yet the development of high-performance electrolytes is limited by the complex relationship between solvation of redox couple ions and thermopower.",Thermogalvanic cells,utilize redox couple ions
TP_f10c7722651f,TG,GC_3ea8786de366::GC_b2b6d3a443ba,GC_3ea8786de366,thermogalvanic cell,GC_b2b6d3a443ba,entropy driven redox reaction,1,1,0,2024,2024,P0041,10.1039/d3sc06766a,Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells,Thermogalvanic cells (or thermocells) can use the thermoelectrochemical properties of redox couples to achieve this; entropy-driven redox reactions allow them to act as liquid thermoelectrics.,Thermogalvanic cells,entropy-driven redox reactions
TP_7a4284eeb3e2,TG,GC_3ea8786de366::GC_c14f8bf81f41,GC_3ea8786de366,thermogalvanic cell,GC_c14f8bf81f41,wo3,1,1,0,2024,2024,P0202,10.1016/j.cej.2023.147571,Large-area nanofiber membrane of NIR photothermal Cs0.32WO3 for flexible and all-weather solar thermoelectric generation,"Herein, a wearable STE generator with all-weather and high-performance electricity generation was elaborately designed and synthesized sandwiched by a thermogalvanic cell and a large-area nanofiber membrane of Cs0.32WO3 (CWO) nanoparticles with strong near-infrared (NIR) absorption.",thermogalvanic cell,WO3
TP_d63f92570db1,TG,GC_3ea8786de366::GC_c193d91329df,GC_3ea8786de366,thermogalvanic cell,GC_c193d91329df,charge transport,1,1,0,2020,2020,P0108,10.1007/s40242-020-0126-y,Electrochemical Impedance Analysis of Thermogalvanic Cells,"Here, the ion reaction and charge transport in thermogalvanic cells are investigated by electrochemical impedance analysis.",thermogalvanic cells,charge transport
TP_689de49a6977,TG,GC_3ea8786de366::GC_c1d423d020a8,GC_3ea8786de366,thermogalvanic cell,GC_c1d423d020a8,aqueous background electrolyte,1,1,0,1995,1995,P0128,10.1149/1.2048394,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,Power conversion efficiency (PCE) measurements were carried on a thermogalvanic cell containing the ferricyanide/ ferrocyanide couple in an aqueous background electrolyte of KCl and using two planar platinum electrodes.,thermogalvanic cell,aqueous background electrolyte
TP_e03720b35417,TG,GC_3ea8786de366::GC_c21beccead48,GC_3ea8786de366,thermogalvanic cell,GC_c21beccead48,conductivity,1,1,0,2024,2024,P0050,10.1016/j.solener.2024.112939,A novel solar-driven thermogalvanic cell with integrated heat storage capabilities,"This study developed composite electrodes with high conductivity, excellent photothermal properties, and heat storage capabilities, and applied them in thermogalvanic cells.",thermogalvanic cells,conductivity
TP_fa91ba1ec951,TG,GC_3ea8786de366::GC_c2a122dae280,GC_3ea8786de366,thermogalvanic cell,GC_c2a122dae280,heat to power,1,1,0,2025,2025,P0161,10.1016/j.energy.2025.138779,Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery,Hydrogel thermo-electrochemical cells (also called thermocells or thermogalvanic cells) represent a novel heat-to-power technology driven by temperature difference for harvesting low-grade waste heat.,thermogalvanic cells,heat-to-power
TP_a3857709f217,TG,GC_3ea8786de366::GC_c33e719ba22e,GC_3ea8786de366,thermogalvanic cell,GC_c33e719ba22e,eco friendly,1,1,0,2016,2016,P0117,10.1007/s10854-015-4043-7,Flexible organic photo-thermogalvanic cell for low power applications,"This thermogalvanic cell has been fabricated using a eco-friendly, affordable and commercially available organic material known as an orange dye (C17H17N5O2), which is soluble in water.",thermogalvanic cell,eco-friendly
