pair_evidence_id,pair_id,analysis_layer,pair_key,sentence_pair_id,relation_id,paper_id,source_record_ids,doi,title,abstract_sha256,sentence_id,evidence_sentence,left_global_concept_id,left_surface,left_char_start,left_char_end,right_global_concept_id,right_surface,right_char_start,right_char_end,relation_source_surface,relation_source_char_start,relation_source_char_end,predicate_surface,predicate_char_start,predicate_char_end,relation_target_surface,relation_target_char_start,relation_target_char_end,strict_syntax_eligible,graph_eligible,evidence_scope
PE_eda16d6b1392,IP_096193d7910d,iTE,GC_6cdb23f33c74::GC_a8311b95a427,SP_10c9249928ab,,P1254,iTE1_0968,10.1063/5.0055367,A chemical kinetics perspective on thermoelectric transport,c721d344a4e982a2c7f03fc230326e651f5dc24845d9cd4a0ab6964b543523ff,4,"While the meaning of the essential parameters, namely, electrical conductivity (sigma) and Seebeck coefficient (S, the voltage difference per degree of temperature difference) are accessible, the origins of S are not readily apparent to one trained mainly in chemistry.",GC_6cdb23f33c74,Seebeck coefficient,430,449,GC_a8311b95a427,electrical conductivity,394,417,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_0d972080fee1,IP_0971f7597d29,iTE,GC_138cbde0a55a::GC_17f13d9ea14b,SP_4c794f832989,,P0441,iTE1_0117,10.1021/acsami.6c02443,A Highly Stretchable Multifunctional Ionic Thermoelectric Gel for Integrated Energy Harvesting and Wearable Sensing,60109ca802448a30a55879b64ec5dec4126543f5b8fc9cdd4245eee9720b4983,2,"Herein, sericin is incorporated into an ion-polymer matrix to construct a dual physical-chemical cross-linking network via hydrogen bonding, ion-dipole, and dipole-dipole interactions.",GC_138cbde0a55a,ion-dipole,412,422,GC_17f13d9ea14b,dipole-dipole interactions,428,454,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_bc3550be0d9b,IP_097c5e68cdeb,iTE,GC_1e03a3994ac6::GC_99cc5cc07851,SP_04ed40911ffa,,P0497,iTE1_0175,10.1002/smll.202412336,Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation,70153db703f92bec8bb8009fc3dd717878e7b1e37d660fa76e20641807e56a64,4,"Experimental characterizations and molecular dynamic simulation studies elucidate that the regulation of water content induces the hydration of 1-butyl-3-methylimidazolium cation and the swelling of CIG, which greatly promotes the ions diffusion and expands the difference in mobility between anions and cations.",GC_1e03a3994ac6,mobility,836,844,GC_99cc5cc07851,swelling,747,755,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_6128f5c2d509,IP_09945e07884b,iTE,GC_cf542d621742::GC_f0253d479934,SP_3022a201d83e,,P0458,iTE1_0136,10.1021/acs.jpclett.2c02645,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,595bd80022e337eaf7db67a9b8f329eddffb3b493998d77f8e0b681561567e90,3,"The thermoelectric properties of ionic conductors depend on the ionic thermopower, ionic conductivity, and thermal conductivity.",GC_cf542d621742,thermal conductivity,431,451,GC_f0253d479934,ionic thermopower,388,405,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_73a8d70a8f93,IP_09945e07884b,iTE,GC_cf542d621742::GC_f0253d479934,SP_60a08e9c9c76,,P0611,iTE1_0298,10.1007/s11431-022-2222-5,Durable and stretchable nanocomposite ionogels with high thermoelectric property for low-grade heat harvesting,23be2113c34ee13277d7a0e9c6066c1cbd83ff151619e096d909b5834cf0966c,7,"Thus, the WPU-IL-Laponite ionogel exhibits a high ionic thermopower of 44.1 mV K-1, high ionic conductivity of 14.1 mS cm(-1) and low thermal conductivity of 0.43 W m(-1) K-1 at a relative humidity of 90%.",GC_cf542d621742,thermal conductivity,1027,1047,GC_f0253d479934,ionic thermopower,943,960,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_f9b7d974a987,IP_099742d98033,iTE,GC_f06335f211de::GC_f50bbe3cdc5d,SP_0d29a9149593,,P0347,iTE1_0016,10.1016/j.cej.2025.165667,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,725b746abf45e68da7254fd6db23ff6a2bfe7ac6c6388701676b8e230c05d68f,5,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",GC_f06335f211de,spatially confined fixed anions,858,889,GC_f50bbe3cdc5d,temperature gradient,948,968,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_a8c57c77394e,IP_09abce4466ab,iTE,GC_3197a0656bee::GC_8f9cb1e8235a,SP_7e6f96594323,,P0387,iTE1_0061,10.1039/d3mh00479a,Application of lamellar nickel hydroxide membrane as a tunable platform for ionic thermoelectric studies,8a4b7e39f770f4be44e370f66ce861ef21d7d36716c95f59c4557e16c409a4f6,3,"The lamellar membrane of beta-Ni(OH)(2) (Ni-M) itself does not display significant thermovoltages, but when doped with mobile anion-generating species (like aminopropyl functionalized magnesium phyllosilicate or organic halide salts), it exhibits significant negative Seebeck coefficient (up to -13.7 +/- 0.2 mV K-1).",GC_3197a0656bee,negative Seebeck coefficient,569,597,GC_8f9cb1e8235a,anion-generating,436,452,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_f11f488e0937,IP_09b63939012b,iTE,GC_4a92e5f4fe38::GC_b123a21dcac6,SP_6aaa8bfc79a6,,P0399,iTE1_0074,10.1021/acsapm.4c03816,Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting,e4cf149e7945eb173add9d52bb486d5ae0b6181eec566f4c81a8b53134337e4d,5,"Lignin-based hydrogels with varying compositions were examined for their thermoelectric properties, revealing gigantic ionic Seebeck coefficients of up to 30.4 mV K-1 and good conductivity, reaching 5.87 S m-1.",GC_4a92e5f4fe38,hydrogels,640,649,GC_b123a21dcac6,good conductivity,798,815,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_c42dfca5b3d7,IP_09cbf4e16bf2,iTE,GC_4a92e5f4fe38::GC_c1bfbe56c4b1,SP_e38691c5d1c7,,P0555,iTE1_0239,10.1016/j.mtener.2023.101383,Stretchable polyvinyl alcohol and sodium alginate double network ionic hydrogels for low-grade heat harvesting with ultrahigh thermopower,ee011e365bdde98f1504f9967a9d6feda6a8082335303dbfc6d8d3818f17f035,3,"Via immersing the hydrogel in NaBF4 solutions with different concentrations, the TE and mechanical properties could be adjusted.",GC_4a92e5f4fe38,hydrogel,353,361,GC_c1bfbe56c4b1,NaBF4,365,370,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_e5c35207b0c9,IP_09e437ab591e,iTE,GC_b92bb5c47ffa::GC_f4a6a0344f96,SP_865fa770b2cc,,P0580,iTE1_0265,10.1021/acsami.6c01737,Simultaneous Enhancement of Thermoelectric and Mechanical Properties in Recyclable Transparent Ionogels via In-Situ Phase Separation,a5dc6617248d6ad2235c40b33919482e4d4318c750f258067a56c668b5a2804b,6,"This design significantly improved the mechanical properties of the ionogel by leveraging the reinforcing effect of the HPC fibers, which also created an IL-rich spherical structure through in situ microphase separation that promoted efficient ion migration.",GC_b92bb5c47ffa,situ microphase separation,876,902,GC_f4a6a0344f96,ion migration,927,940,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_380bff9484d7,IP_09ed0fc03b89,iTE,GC_bd01ceeb2ebe::GC_c513ce60680a,SP_62851ab76df4,,P0616,iTE1_0303,10.1002/asia.202200850,Multi-Ionic Hydrogel with Outstanding Heat-to-Electrical Performance for Low-Grade Heat Harvesting,4ddfdf873d13a4b143f1efbc59c911f843e5556b451463bdccfc4cca20011fa6,3,"The multi-ionic hydrogel possesses a record thermal-to-electrical energy conversion factor (TtoE factor) of 89.6 mV K-1 and an ionic conductivity of 6.8 mS cm(-1), which are both better than single salt control hydrogel.",GC_bd01ceeb2ebe,energy conversion factor,337,361,GC_c513ce60680a,single salt,462,473,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_9871a624e041,IP_09f0d77409cb,iTE,GC_0ccd2355ac39::GC_d17224b5a525,SP_9572932b9b3e,,P0399,iTE1_0074,10.1021/acsapm.4c03816,Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting,e4cf149e7945eb173add9d52bb486d5ae0b6181eec566f4c81a8b53134337e4d,6,"The optimal hydrogel composition displayed a high-power factor of 4187 mu W m-1 K-2, and an impressive ionic iZT value of 3.5, showcasing the potential of lignin-based hydrogels for ionic thermoelectric systems.",GC_0ccd2355ac39,high-power,883,893,GC_d17224b5a525,optimal hydrogel,842,858,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_bfdfc94c0c92,IP_09ffb13a0800,iTE,GC_ac42a7cc3dd5::GC_bc536166f47d,SP_3bdd23c2a31a,,P0350,iTE1_0019,10.1016/j.cej.2024.149784,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,b834a8e9e99bbf48c537f15bdabebf6d4a0d9ad145c953d66ccd497049204eee,3,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",GC_ac42a7cc3dd5,ionic mobility,628,642,GC_bc536166f47d,ionic conductivity,358,376,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_265d73819605,IP_09ffb13a0800,iTE,GC_ac42a7cc3dd5::GC_bc536166f47d,SP_64bc3d81ef4c,,P0685,iTE1_0377,10.1002/app.70650,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,a603d6100a6987fcf3c797d30a8980883d4b7fd14621278166401b13b27a1fbf,3,"The incorporation of a deep eutectic solvent (DES) significantly enhances ionic mobility, yielding a Seebeck coefficient of 4.00 mV K-1, a power factor of 115.09 mu W m(-1) K-2, and an ionic conductivity of 10.35 mS cm-1.",GC_ac42a7cc3dd5,ionic mobility,454,468,GC_bc536166f47d,ionic conductivity,565,583,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_0d1aa681b66a,IP_0a1402b319b0,iTE,GC_ea6c2ea6d2fd::GC_ee0b2a68cbfe,SP_04a49923e4f3,,P0432,iTE1_0108,10.1002/adfm.75601,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,9acc19321edbf06f2bbb36fb69b183f77c883af783ab00bf28a6900052a05c90,4,"This network not only facilitates ordered cation migration through carbon channels, markedly enhancing thermoelectric current and power density, but also effectively traps water molecules to improve environmental stability.",GC_ea6c2ea6d2fd,ordered cation migration,517,541,GC_ee0b2a68cbfe,carbon channels,550,565,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_7c1624d15591,IP_0a219cc2b827,iTE,GC_4a92e5f4fe38::GC_8289784c9816,SP_e394a99ca21a,,P0390,iTE1_0064,10.1002/eem2.12220,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,19410931d8194185750ef864976636e8e7f51af95fd4f3c1e6f7332a8bf9bfb6,3,"Here, we report an ionic thermoelectric supercapacitor that relies on the synergistic functions of thermoelectricity and supercapacitor in the thermoelectric ionogel electrolyte and high-performance hydrogel electrodes to enhance the ECS performance under a thermal gradient.",GC_4a92e5f4fe38,hydrogel,683,691,GC_8289784c9816,thermoelectric ionogel electrolyte,627,661,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_433dc9a22f0a,IP_0a275002ce71,iTE,GC_c466b5b6a256::GC_cdd4189e3e2a,SP_00e724b5124c,AR_fbdb8d65e9db,P0371,iTE1_0044,10.1002/adfm.202407948,Solar Heating Modulated by Evaporative Cooling Provides Intermittent Temperature Gradients for Ionic Thermoelectric Supercapacitors,e02d01744246c57b319c2951a7a198bb69cca80ccb08dc431e4a4fc8a669e493,6,The concept of temporarily adjusting temperatures by evaporative cooling may be extended to create intermittent heating also for other heat sources that are typically constant.,GC_c466b5b6a256,evaporative cooling,890,909,GC_cdd4189e3e2a,intermittent heating,936,956,evaporative cooling,890,909,create,929,935,intermittent heating,936,956,False,False,non_strict_relation_candidate
PE_57617a51f28e,IP_0a2d7872edf9,iTE,GC_8c4260adae8d::GC_bfa67b12b5ea,SP_b85e65b396f3,,P0542,iTE1_0222,10.1021/acsami.4c18790,Realization of Hydrogel Electrolytes with High Thermoelectric Properties: Utilization of the Hofmeister Effect,01f00bd97ab8bec3a91539da6c2d3c1cbccbe873e1533598b5cee9fc53cc17c6,5,"Exceptionally, the most cost-effective ZnSO4 yielded the highest ionic Seebeck coefficient among the hydrogels, with PAAm-1 ZnSO4 achieving a remarkable value of -3.72 mV K-1.",GC_8c4260adae8d,ZnSO4,681,686,GC_bfa67b12b5ea,cost-effective,666,680,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_d12f7f6dfd14,IP_0a35dc4cf658,iTE,GC_6ca4abb59b43::GC_c0c7de66472a,SP_687a73590b0a,,P1154,iTE1_0861,10.1002/adma.73728,Bioelectric Reawakening by a Self-Powered Thermoelectric Hydrogel Accelerates Diabetic Ulcer Repair,c3f184d716a625f5714843625e0166a3226af85b7419deb080d2a88c3472e478,6,"Mechanistically, this study provides, to our knowledge, the first evidence that thermoelectric stimulation reprograms fibroblast repair behavior through bioelectric transduction into a Ca2 +/calmodulin-dependent phosphoinositide 3-kinase/protein kinase B (PI3K/Akt) and extracellular signal-regulated kinase (Erk) signaling network.",GC_6ca4abb59b43,Ca2,1200,1203,GC_c0c7de66472a,calmodulin-dependent,1206,1226,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_e783da4415ea,IP_0a581c73b35b,iTE,GC_a8311b95a427::GC_d18c91f9affa,SP_6471c21236c4,,P1254,iTE1_0968,10.1063/5.0055367,A chemical kinetics perspective on thermoelectric transport,c721d344a4e982a2c7f03fc230326e651f5dc24845d9cd4a0ab6964b543523ff,4,"While the meaning of the essential parameters, namely, electrical conductivity (sigma) and Seebeck coefficient (S, the voltage difference per degree of temperature difference) are accessible, the origins of S are not readily apparent to one trained mainly in chemistry.",GC_a8311b95a427,electrical conductivity,394,417,GC_d18c91f9affa,temperature difference,491,513,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_d03630290f44,IP_0a8cd18090ca,iTE,GC_6f77d82c5f91::GC_be5d6cd6d940,SP_a1768c63406b,,P0928,iTE1_0621,10.1039/d6mh00255b,Nanostructured cellulose ionogels with selective anion confinement for high-efficiency thermoelectric harvesting,0ba076966d3e56dfe0f0364470b1a4a7b40e89d7900ad607487879b42d433bf4,5,"Crucially, the POSS cages serve as multifunctional nodes that selectively nanoconfine anions to widen the cation-anion mobility disparity, while their heterogeneous dispersion effectively scatters phonons to suppress thermal conductivity.",GC_6f77d82c5f91,cation-anion,650,662,GC_be5d6cd6d940,cation-anion mobility,650,671,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_804bc41f01d7,IP_0a96bcfada43,iTE,GC_bc93c0e6a01f::GC_d3424c6b5bf4,SP_de00aedc4b37,,P0554,iTE1_0238,10.1002/advs.202206510,Cellulose-Based Radiative Cooling and Solar Heating Powers Ionic Thermoelectrics,aded1fe3424cdb9a47a0ac5dbe31109cc719b7815448f28c67a06a6db44ea6b3,4,"Here, this is addressed by a cellulose-carbon black composite with low mid-infrared (MIR) emissivity and corresponding suppressed radiative cooling thanks to a transparent IR-reflecting indium tin oxide coating.",GC_bc93c0e6a01f,indium tin oxide coating,585,609,GC_d3424c6b5bf4,cellulose-carbon black composite,428,460,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_420bc8bd8186,IP_0aa50e5c07de,iTE,GC_797c8bb88eec::GC_dbd6999e9297,SP_9db97bf2e43c,,P1468,iTE2_0188,10.1002/advs.75158,Programmable Hydration Pathways Enable Reconfigurable Ionic Thermoelectrics for Energy Harvesting and Thermal-Tactile Interaction,d351b48de7eefe0a4e01d58ac6721979bb9228fd18725df6e370a5f71de18c2a,2,"Here we realize reconfigurable iTE performance in polyquaternium hydrogels by programming hydration pathways across scales, coupling microscopic solvation and polymer-ion interactions to mesoscopic water channels and macroscopic boundary conditions.",GC_797c8bb88eec,coupling microscopic solvation,252,282,GC_dbd6999e9297,programming hydration,206,227,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_b19ae9ad3399,IP_0abdd58c35a4,iTE,GC_8739cadffb88::GC_d62dfbbcde48,SP_ef13a969b9b2,,P1109,iTE1_0813,10.1016/j.mtphys.2020.100307,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,6f87e84dabb86cf1ff51160f01b7555c102c7dc59d16dccf0053cad9fe7f3d4a,5,"With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices.",GC_8739cadffb88,P3HT,880,884,GC_d62dfbbcde48,free-standing,866,879,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_2134a85f6eca,IP_0ac1fb308640,iTE,GC_af214e97fec3::GC_e7888ba5e114,SP_2728a8fcef3d,,P0536,iTE1_0215,10.1016/j.cej.2024.155789,Stretchable and thermo-mechanical stable ionogels with high thermoelectric properties for respiratory sensing and energy harvesting,27ed386f991940546b55e76c34b54510fc213e18fa649cd815b220baf145d1ed,5,"Importantly, the ionogel exhibits a giant ionic Seebeck coefficient (Si) up to 28.43 mV K-1, superior ionic conductivity of 35.3 mS cm(-1), and impressive power factor (PF) of 2.85 mW m(- 1)& sdot;K- 2 at 90 RH%.",GC_af214e97fec3,giant ionic Seebeck coefficient,813,844,GC_e7888ba5e114,ionogel,794,801,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_498344c62f1d,IP_0ac5c36bd3c6,iTE,GC_a0f6508eebeb::GC_c21beccead48,SP_4e01b22e73a2,,P0408,iTE1_0084,10.1016/j.cej.2024.154970,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,dd9fd800b3ba7d2e2fb59f856e08da1ba77b3561bccb4ce98b96447f537e3b08,3,"In this work, ionic thermoelectric 1D PAM/LiTFSI4 hydrogel fibers with high aspect ratio, inherent flexibility, conductivity, anti-freezing, self-adhesion and self-healing properties are constructed by free radical polymerization technology based on a template strategy, which contains a PAM polymer matrix and an LiTFSI conductive material.",GC_a0f6508eebeb,self-healing properties,539,562,GC_c21beccead48,conductivity,492,504,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_e5f7fd4c223a,IP_0aca8ae6dd94,iTE,GC_934963bd0e1e::GC_ddd92f69cd63,SP_bc35c2f0ba22,,P1053,iTE1_0753,10.1016/j.ijheatmasstransfer.2023.124454,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,3bd45e8941a7738ab199ca314b0818291613e4552803ad9eaa2e178adf77281b,8,"However, slip-amplified thermoosmosis greatly enhances the thermoelectric current at short-circuit condition, in the absence of the access resistance effect, leading to a significant improvement in the performance of ionic thermoelectricity in nanochannels with hydrody-namic slippage.",GC_934963bd0e1e,slip-amplified,1494,1508,GC_ddd92f69cd63,thermoelectric current,1544,1566,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_4f9993bf3565,IP_0ad1cdd5cb0a,iTE,GC_751755db8bf5::GC_ad5ffde68cd9,SP_c8c64088e131,,P1181,iTE1_0889,10.1002/adfm.202305499,Side-Chain Engineered P Or N-Type Nonaqueous Polymeric Ionic Gels for Sustainable Ionic Thermoelectrics,9fbd80a281d669e21f7ee5ad3566c10fcdd04e97f3b005782807ad7910f1bb07,8,"Nonaqueous ionic thermoelectric (iTE) materials are proposed by synthesizing the p-/n-type polymeric ionic gels (PIGs) (P([EMIM+][SPA]-r-MA) and P([APTA][TFSI-]-r-MA)), respectively.",GC_751755db8bf5,n-type polymeric ionic gels,1455,1482,GC_ad5ffde68cd9,EMIM+,1494,1499,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_b2d85f37c78f,IP_0ada123bdafb,iTE,GC_72a7c6bcdd03::GC_9112a3072547,SP_2ae60a21318f,,P0479,iTE1_0157,10.1021/acsaem.1c00422,Origins of Enhanced Thermoelectric Transport in Free-Standing PEDOT Nanowires Film Modulated with Ionic Liquid,c0082abb4771ab471f16b06086060c3727b1ca435df50d0989fb0274531b89cc,8,"More importantly, through Kang-Snyder transport modeling, we first find that the improved transport coefficient (sigma(E0)) by IL-induced dedoping also contributes to the Seebeck coefficient enhancement, shedding light on the mechanism that can be adopted to design high-performance thermoelectric materials with conducting polymers.",GC_72a7c6bcdd03,Kang-Snyder transport,1467,1488,GC_9112a3072547,conducting polymers,1754,1773,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_18be0b9f0463,IP_0ada485e9b0b,iTE,GC_b510aa5862d2::GC_e000a91bf98b,SP_12f11d068223,,P0729,iTE1_0422,10.1111/ijag.15858,Thermodiffusion of alkali ions in alkali niobophosphate glasses,eac5a1caec080f9f3c69e499681079a0a8284dd18935a430e4d518ab9cb290d2,1,A method is proposed for determination of the thermal diffusion coefficients of mobile ions through the study of ionic thermoelectric power.,GC_b510aa5862d2,ionic thermoelectric power,113,139,GC_e000a91bf98b,mobile ions,80,91,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_f2a98787a7cb,IP_0afae6037309,iTE,GC_8ad5b453cc37::GC_9aafb5515f04,SP_ecf3a11edd68,,P0496,iTE1_0174,10.1021/acsapm.5c00177,Dual-Cation Doping Thermoelectric PVA Hydrogel for Self-Powered Strain Sensors,2ad3d3c368ce03c06e0897215110e8cc463a82da184ded06c8c902ee9dbec610,3,"Here, a dual-cation doping strategy is used to regulate ion diffusion rate to improve the thermoelectric properties of ionic hydrogels, and a series of poly(vinyl alcohol) (PVA)-based hydrogels doped by dual cations (i.e., hydrogen ions and alkali metal cations, such as Li+, Na+, and K+) are prepared by a facile cyclic freeze-thaw method.",GC_8ad5b453cc37,ion diffusion,465,478,GC_9aafb5515f04,dual-cation,417,428,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_1b520130a794,IP_0b3a9c920ecd,iTE,GC_40fccee326c6::GC_f0253d479934,SP_892593366f37,,P0337,iTE1_0003,10.1002/aenm.202405502,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,d8605bce09b31bed94feda6f38f1513797fb0d224e57b38b72b43afad7de7e26,4,"This confinement enhances the ion mobility difference between I3- and sodium ions, which in turn significantly boosts the ionic thermopower of the polyvinyl alcohol/alpha-CD/NaI hydrogels.",GC_40fccee326c6,ion mobility,581,593,GC_f0253d479934,ionic thermopower,673,690,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_0b819fa8e575,IP_0b41850ad8b1,iTE,GC_3286395881b3::GC_f2dc513be1e2,SP_0a36b8adf1be,,P1316,iTE2_0033,10.1039/d5nr01895a,A tunable ion relaxation process of a thermoelectric system for adjustable memory of thermal perception,2da37985d9a9c3f1ff3cff0458b76a040e3d26e63d4d4bc81862e34a58037206,8,"Relying on the long-range induced interactions of interfacial molecules to accelerate or delay the relaxation process of ions, the regulation of time scale of temperature memory is successfully achieved, which meets the functional requirements of artificial tactile neural systems for short- and long-term temperature memory.",GC_3286395881b3,long-term,1470,1479,GC_f2dc513be1e2,long-range,1189,1199,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_215087d1b610,IP_0b59185fdeb1,iTE,GC_32545ac5b1b3::GC_d18c91f9affa,SP_1c34c2613205,,P0713,iTE1_0406,10.1002/smll.202308102,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,0dba3bb736886bd496281704c677f62fcb2c976281aa8151ceb2d1eccf7caca6,9,"The thermal voltage of polyelectrolyte films largely depends on the water concentration gradient under a temperature difference, which can be optimized to promote the generated total voltage up to over 30 mV K-1.",GC_32545ac5b1b3,polyelectrolyte films,1459,1480,GC_d18c91f9affa,temperature difference,1541,1563,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_d1e6abefab05,IP_0b6424249d80,iTE,GC_24b768add166::GC_51d5db4eaf68,SP_57859ffc035a,,P0659,iTE1_0350,10.1103/physreve.96.022604,Diffuse charge dynamics in ionic thermoelectrochemical systems,97419f3419cb4a9c0a26faf73381e6a3ea659e22e231f068ddbc9f7a1a81c3fc,7,"The charge dynamics are described mathematically by the Poisson-Nernst-Planck equations for dilute solutions, in which the ion flux is driven by electromigration, Brownian diffusion, and thermal diffusion under a temperature gradient.",GC_24b768add166,Poisson-Nernst-Planck,951,972,GC_51d5db4eaf68,Brownian diffusion,1058,1076,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_3fca3afa4547,IP_0b7172b38690,iTE,GC_138cbde0a55a::GC_41fbeca3a72c,SP_caf664d6c332,,P0341,iTE1_0008,10.1039/d5ta00744e,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,89e5043ac19f736356205342e2a4c0413f66abbc37f83652b18d90f5c010d1b1,8,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",GC_138cbde0a55a,ion-dipole,1403,1413,GC_41fbeca3a72c,abundant noncovalent interactions,1337,1370,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_3b1dfd02db7c,IP_0b7a48cfbdee,iTE,GC_65c7e85143bc::GC_bbca321688fe,SP_f4f61c289784,,P0370,iTE1_0043,10.1002/advs.202413093,Ionic Thermoelectric-Powered Resistive Sensors,ced237e141fe77a62badd75f54e5d72bedcbacf8fde833fbbc7c954242b96c55,2,This work demonstrates the utilization of the charging and discharging current from ITESCs to directly operate resistive sensors.,GC_65c7e85143bc,directly operate resistive sensors,267,301,GC_bbca321688fe,ITESCs,257,263,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_f735a56c47bb,IP_0b7e9e6bf01b,iTE,GC_7a689ab39691::GC_cd172fd41844,SP_cee14c456d1d,,P0408,iTE1_0084,10.1016/j.cej.2024.154970,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,dd9fd800b3ba7d2e2fb59f856e08da1ba77b3561bccb4ce98b96447f537e3b08,4,"Based on thermal diffusion, owing to the ion size difference, the covalent cross-linked polymer network and the electrode-dependent effect promote rapid transport of the cations and boost ion concentration difference, resulting in a huge ionic Seebeck coefficient of 19.02 mV K- 1.",GC_7a689ab39691,rapid transport,869,884,GC_cd172fd41844,huge ionic Seebeck coefficient,955,985,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_02ea7e37df82,IP_0b8afa399451,iTE,GC_0e30f99f2fde::GC_4a92e5f4fe38,SP_7befb04230f4,,P0609,iTE1_0296,10.1016/j.compscitech.2022.109771,High ionic thermopower in flexible composite hydrogel for wearable self-powered sensor,ed3755dd4147cdae720184283aa076420d47658a82c52a6617328ae677796966,5,"Herein, a highly flexible composite hydrogel with ultrahigh thermoelectric output power is designed, wherein hydrogel containing NaCl is prepared by radical polymerization and metal ion complexation, in which the CaCl2 provide the second crosslinking network.",GC_0e30f99f2fde,highly flexible composite,503,528,GC_4a92e5f4fe38,hydrogel,602,610,,,,,,,,,,False,False,same_sentence_cooccurrence_only
