mention_id,initial_concept_id,domain,paper_id,label,current_role,retrieval_unit_id,concept_status,quote,context,context_start,context_end,context_method,embedding_text
iTE:P1182:n2,iTE:P1182:initial_n2,iTE,P1182,decrease in the Seebeck coefficient,performance_function,iTE:retrieval:ffc58599688d6e,unmerged_initialization,"A strategy to improve the thermoelectric properties of LaCoO3 by the double substitution of Sr and Mg in La1-xSrxCo1-xMgxO3 (x=0, 0.025, 0.05, 0.1) is presented. Effects of either Sr or Mg substitution are also investigated separately in the series of La1-xSrxCoO3 and LaCo1-xMgxO3 (x=0, 0.02, 0.05, 0.1, 0.2). All the samples were successfully synthesized by the citrate sol gel method. Replacing La by a small amount of Sr increases electronic conductivity but decreases the Seebeck coefficient; the decrease in the Seebeck coefficient is reduced when Mg is simultaneously substituted for Co. The employment of both Sr and Mg substitutions benefit to the enhancement in thermoelectric efficiency since both electrical conductivity and Seebeck coefficient are enhanced while thermal conductivity is suppressed. With this strategy, a sample with a small amount of double substitution, which is typically La0.975Sr0.025Co0.0975Mg0.025O3, exhibits a ZT of 0.047 at room temperature. (C) 2014 Elsevier Ltd and Techna Group S.r.l. All rights reserved.","sol gel method. Replacing La by a small amount of Sr increases electronic conductivity but decreases the Seebeck coefficient; the decrease in the Seebeck coefficient is reduced when Mg is simultaneously substituted for Co. The employment of both Sr and Mg substitutions benefit to the enhancement in thermoelectric efficiency since both electrical conductivity and Seebeck coefficient are enhanced while thermal conductivity is suppressed. With this strategy, a sample with a small amount of double substitution, which is typically La0.975Sr0.025Co0.0975Mg0.025O3, exhibits",372,945,phrase_anchored,"clustering: decrease in the Seebeck coefficient. Context: sol gel method. Replacing La by a small amount of Sr increases electronic conductivity but decreases the Seebeck coefficient; the decrease in the Seebeck coefficient is reduced when Mg is simultaneously substituted for Co. The employment of both Sr and Mg substitutions benefit to the enhancement in thermoelectric efficiency since both electrical conductivity and Seebeck coefficient are enhanced while thermal conductivity is suppressed. With this strategy, a sample with a small amount of double substitution, which is typically La0.975Sr0.025Co0.0975Mg0.025O3, exhibits"
iTE:P1183:n1,iTE:P1183:initial_n1,iTE,P1183,weak and heterogeneous chemical bonding,interaction,iTE:retrieval:9cbf1b7f494a50,unmerged_initialization,"Transition metal chalcogenide halide (TM-Ch-X) compounds with significant heterogeneity in their chemical bonding have immense potential for thermoelectric applications. Their mixed ionic-covalent bonding nature, combined with intrinsic low lattice symmetry, provides a favorable platform for achieving strong lattice anharmonicity and ultralow lattice thermal conductivity. In this work, we developed a temperature-included crystal graph convolutional neural network to accurately predict mode-resolved Gr & uuml;neisen parameters, a key descriptor of lattice anharmonicity. Using this approach, two-dimensional NbSe2Br2 is identified as a thermoelectric candidate with strong anharmonicity and ultralow lattice thermal conductivity. First-principles results reveal that the strong anharmonic lattice dynamics originate from its weak and heterogeneous chemical bonding, further leading to ultralow lattice thermal conductivity. NbSe2Br2 also exhibits favorable electronic transport behavior, resulting in a maximum ZT of 1.63. Our work provides a theoretical understanding of the origin of low lattice thermal conductivity in TM-Ch-X compounds with bonding heterogeneity and should encourage further exploration of potential thermoelectric materials.","identified as a thermoelectric candidate with strong anharmonicity and ultralow lattice thermal conductivity. First-principles results reveal that the strong anharmonic lattice dynamics originate from its weak and heterogeneous chemical bonding, further leading to ultralow lattice thermal conductivity. NbSe2Br2 also exhibits favorable electronic transport behavior, resulting in a maximum ZT of 1.63. Our work provides a theoretical understanding of the origin of low lattice thermal conductivity in TM-Ch-X compounds with bonding heterogeneity and should encourage further exploration of potential thermoelectric materials.",625,1251,phrase_anchored,"clustering: weak and heterogeneous chemical bonding. Context: identified as a thermoelectric candidate with strong anharmonicity and ultralow lattice thermal conductivity. First-principles results reveal that the strong anharmonic lattice dynamics originate from its weak and heterogeneous chemical bonding, further leading to ultralow lattice thermal conductivity. NbSe2Br2 also exhibits favorable electronic transport behavior, resulting in a maximum ZT of 1.63. Our work provides a theoretical understanding of the origin of low lattice thermal conductivity in TM-Ch-X compounds with bonding heterogeneity and should encourage further exploration of potential thermoelectric materials."
iTE:P1183:n2,iTE:P1183:initial_n2,iTE,P1183,strong anharmonic lattice dynamics,mechanism_process,iTE:retrieval:39c5b067e27f06,unmerged_initialization,"Transition metal chalcogenide halide (TM-Ch-X) compounds with significant heterogeneity in their chemical bonding have immense potential for thermoelectric applications. Their mixed ionic-covalent bonding nature, combined with intrinsic low lattice symmetry, provides a favorable platform for achieving strong lattice anharmonicity and ultralow lattice thermal conductivity. In this work, we developed a temperature-included crystal graph convolutional neural network to accurately predict mode-resolved Gr & uuml;neisen parameters, a key descriptor of lattice anharmonicity. Using this approach, two-dimensional NbSe2Br2 is identified as a thermoelectric candidate with strong anharmonicity and ultralow lattice thermal conductivity. First-principles results reveal that the strong anharmonic lattice dynamics originate from its weak and heterogeneous chemical bonding, further leading to ultralow lattice thermal conductivity. NbSe2Br2 also exhibits favorable electronic transport behavior, resulting in a maximum ZT of 1.63. Our work provides a theoretical understanding of the origin of low lattice thermal conductivity in TM-Ch-X compounds with bonding heterogeneity and should encourage further exploration of potential thermoelectric materials.","NbSe2Br2 is identified as a thermoelectric candidate with strong anharmonicity and ultralow lattice thermal conductivity. First-principles results reveal that the strong anharmonic lattice dynamics originate from its weak and heterogeneous chemical bonding, further leading to ultralow lattice thermal conductivity. NbSe2Br2 also exhibits favorable electronic transport behavior, resulting in a maximum ZT of 1.63. Our work provides a theoretical understanding of the origin of low lattice thermal conductivity in TM-Ch-X compounds with bonding heterogeneity and should encourage further exploration of potential",613,1225,phrase_anchored,"clustering: strong anharmonic lattice dynamics. Context: NbSe2Br2 is identified as a thermoelectric candidate with strong anharmonicity and ultralow lattice thermal conductivity. First-principles results reveal that the strong anharmonic lattice dynamics originate from its weak and heterogeneous chemical bonding, further leading to ultralow lattice thermal conductivity. NbSe2Br2 also exhibits favorable electronic transport behavior, resulting in a maximum ZT of 1.63. Our work provides a theoretical understanding of the origin of low lattice thermal conductivity in TM-Ch-X compounds with bonding heterogeneity and should encourage further exploration of potential"
iTE:P1185:n1,iTE:P1185:initial_n1,iTE,P1185,Te-covered Pt,material_entity,iTE:retrieval:7c8c50b3ad4092,unmerged_initialization,"A study of bismuth telluride electrodeposition on platinum and copper electrodes in a ionic liquid based on choline chloride and malonic acid mixture (1:1 moles) bath containing 1-50 mM BiCl3 and 10-50 mM TeO2 at 50-85 degrees C is reported. The mechanism of Bi, Te and BiTe electrodeposition on Pt electrode was comparatively investigated by cyclic voltammetry. From cyclic voltammograms carried out in order to characterize the cathodic process it was found that singular tellurium deposition is performed at more positive potentials than bismuth deposition. The deposition of BiTe from ionic liquid occurs on a Te-covered Pt. Also, Nyquist and Bode impedance spectra showed differences in Pt behavior due to its polarization at various cathodic potentials. The bismuth telluride films were deposited on copper plates by electrolysis under potentiostatic conditions. The morphology of these BiTe films was determined by AFM, SEM and TEM microscopy.","to characterize the cathodic process it was found that singular tellurium deposition is performed at more positive potentials than bismuth deposition. The deposition of BiTe from ionic liquid occurs on a Te-covered Pt. Also, Nyquist and Bode impedance spectra showed differences in Pt behavior due to its polarization at various cathodic potentials. The bismuth telluride films were deposited on copper plates by electrolysis under potentiostatic conditions. The morphology of these BiTe films was determined by AFM, SEM and TEM microscopy.",410,950,phrase_anchored,"clustering: Te-covered Pt. Context: to characterize the cathodic process it was found that singular tellurium deposition is performed at more positive potentials than bismuth deposition. The deposition of BiTe from ionic liquid occurs on a Te-covered Pt. Also, Nyquist and Bode impedance spectra showed differences in Pt behavior due to its polarization at various cathodic potentials. The bismuth telluride films were deposited on copper plates by electrolysis under potentiostatic conditions. The morphology of these BiTe films was determined by AFM, SEM and TEM microscopy."
iTE:P1185:n2,iTE:P1185:initial_n2,iTE,P1185,deposition of BiTe,mechanism_process,iTE:retrieval:8f354b7bb37f4f,unmerged_initialization,"A study of bismuth telluride electrodeposition on platinum and copper electrodes in a ionic liquid based on choline chloride and malonic acid mixture (1:1 moles) bath containing 1-50 mM BiCl3 and 10-50 mM TeO2 at 50-85 degrees C is reported. The mechanism of Bi, Te and BiTe electrodeposition on Pt electrode was comparatively investigated by cyclic voltammetry. From cyclic voltammograms carried out in order to characterize the cathodic process it was found that singular tellurium deposition is performed at more positive potentials than bismuth deposition. The deposition of BiTe from ionic liquid occurs on a Te-covered Pt. Also, Nyquist and Bode impedance spectra showed differences in Pt behavior due to its polarization at various cathodic potentials. The bismuth telluride films were deposited on copper plates by electrolysis under potentiostatic conditions. The morphology of these BiTe films was determined by AFM, SEM and TEM microscopy.","to characterize the cathodic process it was found that singular tellurium deposition is performed at more positive potentials than bismuth deposition. The deposition of BiTe from ionic liquid occurs on a Te-covered Pt. Also, Nyquist and Bode impedance spectra showed differences in Pt behavior due to its polarization at various cathodic potentials. The bismuth telluride films were deposited on copper plates by electrolysis under potentiostatic conditions. The morphology of these BiTe films was determined by AFM, SEM and TEM microscopy.",410,950,phrase_anchored,"clustering: deposition of BiTe. Context: to characterize the cathodic process it was found that singular tellurium deposition is performed at more positive potentials than bismuth deposition. The deposition of BiTe from ionic liquid occurs on a Te-covered Pt. Also, Nyquist and Bode impedance spectra showed differences in Pt behavior due to its polarization at various cathodic potentials. The bismuth telluride films were deposited on copper plates by electrolysis under potentiostatic conditions. The morphology of these BiTe films was determined by AFM, SEM and TEM microscopy."
iTE:P1186:n1,iTE:P1186:initial_n1,iTE,P1186,electrode thickness t,quantity,iTE:retrieval:653456ebb47709,unmerged_initialization,"A liquid thermoelectric conversion device (LTE) converts temperature difference between the electrodes into electric energy via electrochemical Seebeck coefficient alpha. Here, we systematically investigated Fe2+/Fe3+ redox kinetics at graphite-dispersion coated electrodes in 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3 )aqueous solution. We found that the reciprocal of charge transfer resistance Rct and diffusion resistance Rdif increases with increase in the electrode thickness t. In the region of t >= 40 mu m, total resistance R becomes smaller than that of a commercially available graphite sheet (GS; t = 220 mu m). The maximum output power W(max )of a LTE composed of 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3) aqueous electrolyte increased by 37.5% at t = 131 mu m, 24.6% at 110 mu m, and 8.9% at 40 mu m, as compared with that of a LTE composed of the GS.","solution. We found that the reciprocal of charge transfer resistance Rct and diffusion resistance Rdif increases with increase in the electrode thickness t. In the region of t >= 40 mu m, total resistance R becomes smaller than that of a commercially available graphite sheet (GS; t = 220 mu m). The maximum output power W(max )of a LTE composed of 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3) aqueous electrolyte increased by 37.5% at t = 131 mu m, 24.6% at 110 mu m,",315,768,phrase_anchored,"clustering: electrode thickness t. Context: solution. We found that the reciprocal of charge transfer resistance Rct and diffusion resistance Rdif increases with increase in the electrode thickness t. In the region of t >= 40 mu m, total resistance R becomes smaller than that of a commercially available graphite sheet (GS; t = 220 mu m). The maximum output power W(max )of a LTE composed of 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3) aqueous electrolyte increased by 37.5% at t = 131 mu m, 24.6% at 110 mu m,"
iTE:P1186:n2,iTE:P1186:initial_n2,iTE,P1186,charge transfer resistance Rct and diffusion resistance Rdif,quantity,iTE:retrieval:4b41d749acf568,unmerged_initialization,"A liquid thermoelectric conversion device (LTE) converts temperature difference between the electrodes into electric energy via electrochemical Seebeck coefficient alpha. Here, we systematically investigated Fe2+/Fe3+ redox kinetics at graphite-dispersion coated electrodes in 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3 )aqueous solution. We found that the reciprocal of charge transfer resistance Rct and diffusion resistance Rdif increases with increase in the electrode thickness t. In the region of t >= 40 mu m, total resistance R becomes smaller than that of a commercially available graphite sheet (GS; t = 220 mu m). The maximum output power W(max )of a LTE composed of 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3) aqueous electrolyte increased by 37.5% at t = 131 mu m, 24.6% at 110 mu m, and 8.9% at 40 mu m, as compared with that of a LTE composed of the GS.","investigated Fe2+/Fe3+ redox kinetics at graphite-dispersion coated electrodes in 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3 )aqueous solution. We found that the reciprocal of charge transfer resistance Rct and diffusion resistance Rdif increases with increase in the electrode thickness t. In the region of t >= 40 mu m, total resistance R becomes smaller than that of a commercially available graphite sheet (GS; t = 220 mu m). The maximum output power W(max )of a LTE composed of 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3) aqueous electrolyte increased",195,723,phrase_anchored,"clustering: charge transfer resistance Rct and diffusion resistance Rdif. Context: investigated Fe2+/Fe3+ redox kinetics at graphite-dispersion coated electrodes in 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3 )aqueous solution. We found that the reciprocal of charge transfer resistance Rct and diffusion resistance Rdif increases with increase in the electrode thickness t. In the region of t >= 40 mu m, total resistance R becomes smaller than that of a commercially available graphite sheet (GS; t = 220 mu m). The maximum output power W(max )of a LTE composed of 0.8 M Fe(ClO4)(2)/Fe(ClO4)(3) aqueous electrolyte increased"
iTE:P1187:n1,iTE:P1187:initial_n1,iTE,P1187,O vacancies,state_structure,iTE:retrieval:1f983757522237,unmerged_initialization,"Introducing vacancies in oxychalcogenides is an effective paradigm for the improvement of thermoelectric properties by reducing thermal conductivity through phonon scattering as well as by decreasing electrical resistivity via incorporation of holes through vacancies. In this paper, we present thermoelectric properties of Bi1-xCuSeO1-y with y = 0 for x = 0, 0.04, and y = 0.02 for x = 0.04, 0.08, 0.12. X-ray diffraction studies reveal BiCuSeO as the main phase with trace amounts of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98. The impurity phases of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98 could be due to the presence of vacancies. The electrical resistivity of Bi0.96CuSeO0.98 is lower than BiCuSeO, but higher than Bi0.96CuSeO, since Bi vacancies produce holes that are partially compensated by O vacancies. Electrical resistivity decreases with an increase in Bi vacancy content for y = 0.02. The Seebeck coefficient of samples shows that the similar trend as in electrical resistivity, following Mott's formula. Total and lattice thermal conductivity of Bi0.96CuSeO is higher than BiCuSeO as well as Bi0.96CuSeO0.98. This increases with further increase in bismuth vacancy. Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","of Bi0.96CuSeO0.98 is lower than BiCuSeO, but higher than Bi0.96CuSeO, since Bi vacancies produce holes that are partially compensated by O vacancies. Electrical resistivity decreases with an increase in Bi vacancy content for y = 0.02. The Seebeck coefficient of samples shows that the similar trend as in electrical resistivity, following Mott's formula. Total and lattice thermal conductivity of Bi0.96CuSeO is higher than BiCuSeO as well as Bi0.96CuSeO0.98. This increases with further increase in bismuth vacancy. Introduction of vacancies (Bi",674,1222,phrase_anchored,"clustering: O vacancies. Context: of Bi0.96CuSeO0.98 is lower than BiCuSeO, but higher than Bi0.96CuSeO, since Bi vacancies produce holes that are partially compensated by O vacancies. Electrical resistivity decreases with an increase in Bi vacancy content for y = 0.02. The Seebeck coefficient of samples shows that the similar trend as in electrical resistivity, following Mott's formula. Total and lattice thermal conductivity of Bi0.96CuSeO is higher than BiCuSeO as well as Bi0.96CuSeO0.98. This increases with further increase in bismuth vacancy. Introduction of vacancies (Bi"
iTE:P1187:n2,iTE:P1187:initial_n2,iTE,P1187,holes,material_entity,iTE:retrieval:ffce3618dce768,unmerged_initialization,"Introducing vacancies in oxychalcogenides is an effective paradigm for the improvement of thermoelectric properties by reducing thermal conductivity through phonon scattering as well as by decreasing electrical resistivity via incorporation of holes through vacancies. In this paper, we present thermoelectric properties of Bi1-xCuSeO1-y with y = 0 for x = 0, 0.04, and y = 0.02 for x = 0.04, 0.08, 0.12. X-ray diffraction studies reveal BiCuSeO as the main phase with trace amounts of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98. The impurity phases of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98 could be due to the presence of vacancies. The electrical resistivity of Bi0.96CuSeO0.98 is lower than BiCuSeO, but higher than Bi0.96CuSeO, since Bi vacancies produce holes that are partially compensated by O vacancies. Electrical resistivity decreases with an increase in Bi vacancy content for y = 0.02. The Seebeck coefficient of samples shows that the similar trend as in electrical resistivity, following Mott's formula. Total and lattice thermal conductivity of Bi0.96CuSeO is higher than BiCuSeO as well as Bi0.96CuSeO0.98. This increases with further increase in bismuth vacancy. Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","of thermoelectric properties by reducing thermal conductivity through phonon scattering as well as by decreasing electrical resistivity via incorporation of holes through vacancies. In this paper, we present thermoelectric properties of Bi1-xCuSeO1-y with y = 0 for x = 0, 0.04, and y = 0.02 for x = 0.04, 0.08, 0.12. X-ray diffraction studies reveal BiCuSeO as the main phase with trace amounts of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98. The impurity phases of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98 could be",87,612,phrase_anchored,"clustering: holes. Context: of thermoelectric properties by reducing thermal conductivity through phonon scattering as well as by decreasing electrical resistivity via incorporation of holes through vacancies. In this paper, we present thermoelectric properties of Bi1-xCuSeO1-y with y = 0 for x = 0, 0.04, and y = 0.02 for x = 0.04, 0.08, 0.12. X-ray diffraction studies reveal BiCuSeO as the main phase with trace amounts of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98. The impurity phases of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98 could be"
iTE:P1188:n1,iTE:P1188:initial_n1,iTE,P1188,electrochemical active surface area (EASA),quantity,iTE:retrieval:b38bba22e1fb17,unmerged_initialization,"Liquid thermoelectric converter (LTE) converts environmental heat into electric power via the electrochemical Seebeck coefficient alpha. Here, we systematically investigated components of device resistance R, i.e., solute (Rs), charge-transfer (Rct), and diffusion (Rdif) resistances, of LTE composed of 0.8 M Na4[Fe(CN)6]/K3[Fe(CN)6] aqueous electrolyte and graphite-dispersing electrodes. R-1ct and Rdif-1 linearly increase with t in the thin t region (t <= 40 mu m) reflecting the increase in electrochemical active surface area (EASA). The maximum power Wmax of the ferro/ferri LTE (t = 97 mu m) reaches 0.76 W m-2 at Delta T = 50 K, suggesting the effectiveness of the graphite-dispersing electrode in ferro/ferri LTE.","i.e., solute (Rs), charge-transfer (Rct), and diffusion (Rdif) resistances, of LTE composed of 0.8 M Na4[Fe(CN)6]/K3[Fe(CN)6] aqueous electrolyte and graphite-dispersing electrodes. R-1ct and Rdif-1 linearly increase with t in the thin t region (t <= 40 mu m) reflecting the increase in electrochemical active surface area (EASA). The maximum power Wmax of the ferro/ferri LTE (t = 97 mu m) reaches 0.76 W m-2 at Delta T = 50 K, suggesting the effectiveness of the graphite-dispersing electrode in ferro/ferri LTE.",209,723,phrase_anchored,"clustering: electrochemical active surface area (EASA). Context: i.e., solute (Rs), charge-transfer (Rct), and diffusion (Rdif) resistances, of LTE composed of 0.8 M Na4[Fe(CN)6]/K3[Fe(CN)6] aqueous electrolyte and graphite-dispersing electrodes. R-1ct and Rdif-1 linearly increase with t in the thin t region (t <= 40 mu m) reflecting the increase in electrochemical active surface area (EASA). The maximum power Wmax of the ferro/ferri LTE (t = 97 mu m) reaches 0.76 W m-2 at Delta T = 50 K, suggesting the effectiveness of the graphite-dispersing electrode in ferro/ferri LTE."
iTE:P1188:n2,iTE:P1188:initial_n2,iTE,P1188,R-1ct and Rdif-1,quantity,iTE:retrieval:c40f77cb39fcd0,unmerged_initialization,"Liquid thermoelectric converter (LTE) converts environmental heat into electric power via the electrochemical Seebeck coefficient alpha. Here, we systematically investigated components of device resistance R, i.e., solute (Rs), charge-transfer (Rct), and diffusion (Rdif) resistances, of LTE composed of 0.8 M Na4[Fe(CN)6]/K3[Fe(CN)6] aqueous electrolyte and graphite-dispersing electrodes. R-1ct and Rdif-1 linearly increase with t in the thin t region (t <= 40 mu m) reflecting the increase in electrochemical active surface area (EASA). The maximum power Wmax of the ferro/ferri LTE (t = 97 mu m) reaches 0.76 W m-2 at Delta T = 50 K, suggesting the effectiveness of the graphite-dispersing electrode in ferro/ferri LTE.","i.e., solute (Rs), charge-transfer (Rct), and diffusion (Rdif) resistances, of LTE composed of 0.8 M Na4[Fe(CN)6]/K3[Fe(CN)6] aqueous electrolyte and graphite-dispersing electrodes. R-1ct and Rdif-1 linearly increase with t in the thin t region (t <= 40 mu m) reflecting the increase in electrochemical active surface area (EASA). The maximum power Wmax of the ferro/ferri LTE (t = 97 mu m) reaches 0.76 W m-2 at Delta T = 50 K, suggesting the effectiveness of the graphite-dispersing electrode in ferro/ferri LTE.",209,723,phrase_anchored,"clustering: R-1ct and Rdif-1. Context: i.e., solute (Rs), charge-transfer (Rct), and diffusion (Rdif) resistances, of LTE composed of 0.8 M Na4[Fe(CN)6]/K3[Fe(CN)6] aqueous electrolyte and graphite-dispersing electrodes. R-1ct and Rdif-1 linearly increase with t in the thin t region (t <= 40 mu m) reflecting the increase in electrochemical active surface area (EASA). The maximum power Wmax of the ferro/ferri LTE (t = 97 mu m) reaches 0.76 W m-2 at Delta T = 50 K, suggesting the effectiveness of the graphite-dispersing electrode in ferro/ferri LTE."
iTE:P1189:n2,iTE:P1189:initial_n2,iTE,P1189,increased conductivity,quantity,iTE:retrieval:0ad1357b68b77b,unmerged_initialization,"Through external doping, novel conductive polymer nanofibers were successfully fabricated using ionic liquids. In this study, a polymer blend of polyvinyl alcohol (PVA) and chitosan (CS) in a 4 : 1 weight ratio was fabricated in the form of nanofibers through electrospinning and used as a scaffold membrane to capture room-temperature ionic liquids (RTILs), such as 1-ethyl-3-methylimidazolium chloride (EMIMCl) and 1-butyl-3-methylimidazolium bromide (BMIMBr). Morphological analysis using scanning electron microscopy (SEM) showed that the scaffold structure of the electrospun membrane facilitated sufficient trapping of RTILs. This membrane demonstrated significantly increased conductivity from 6 x 10(-6) S cm(-1) to 0.10 S cm(-1), interestingly surpassing the value of pure ionic liquids, where the polymer chain breathing model has been suggested as a hypothesis to explain this phenomena. The dominance of ions as charge carriers was explained using an ionic transference number measurement. The interaction between the polymer nanofiber matrix and an ionic liquid has been explained using Fourier-transform infrared spectroscopy (FTIR), where the ionic liquid was found to be physically dispersed in the polymer nanofiber matrix. These materials have also shown some thermoelectric (TE) activity, by demonstrating Seebeck coefficients up to 17.92 mu V K-1. The existence of freely movable ions in this type of membrane shows their applications as energy storage/conversion devices such as organic thermoelectrics (TEs), sensors, and dye-sensitised solar cells.","microscopy (SEM) showed that the scaffold structure of the electrospun membrane facilitated sufficient trapping of RTILs. This membrane demonstrated significantly increased conductivity from 6 x 10(-6) S cm(-1) to 0.10 S cm(-1), interestingly surpassing the value of pure ionic liquids, where the polymer chain breathing model has been suggested as a hypothesis to explain this phenomena. The dominance of ions as charge carriers was explained using an ionic transference number measurement. The interaction between the polymer nanofiber matrix and an",510,1061,phrase_anchored,"clustering: increased conductivity. Context: microscopy (SEM) showed that the scaffold structure of the electrospun membrane facilitated sufficient trapping of RTILs. This membrane demonstrated significantly increased conductivity from 6 x 10(-6) S cm(-1) to 0.10 S cm(-1), interestingly surpassing the value of pure ionic liquids, where the polymer chain breathing model has been suggested as a hypothesis to explain this phenomena. The dominance of ions as charge carriers was explained using an ionic transference number measurement. The interaction between the polymer nanofiber matrix and an"
iTE:P1190:n1,iTE:P1190:initial_n1,iTE,P1190,viscosity eta,quantity,iTE:retrieval:bf9a5589bbf36d,unmerged_initialization,"Organic electrolytes containing Fe2+/Fe3+ exhibit a large electrochemical Seebeck coefficient alpha and are suitable for liquid thermoelectric conversion devices (LTEs). Here, we investigated the resistance components, i.e., solvent (R-s), charge-transfer (R-ct), and diffusion (R-dif) resistances, of organic electrolytes against solvent and solute at a fixed molar concentration (=0.1 M). We found that R-s and R-dif are the dominant resistance components in these electrolytes. In iron chloride and iron perchlorate solutions, each R-s increases in proportion to the viscosity eta of the solvent. With the use of the slope of the R-s-eta plots, the effective radius r was estimated to be 1.1 nm for [FeL6](2+)/[FeL6](3+) (L is ligand molecule) and 1.3 nm for [FeCl4](2-)/[FeCl4](-).","(R-dif) resistances, of organic electrolytes against solvent and solute at a fixed molar concentration (=0.1 M). We found that R-s and R-dif are the dominant resistance components in these electrolytes. In iron chloride and iron perchlorate solutions, each R-s increases in proportion to the viscosity eta of the solvent. With the use of the slope of the R-s-eta plots, the effective radius r was estimated to be 1.1 nm for [FeL6](2+)/[FeL6](3+) (L is ligand molecule) and 1.3 nm for [FeCl4](2-)/[FeCl4](-).",278,785,phrase_anchored,"clustering: viscosity eta. Context: (R-dif) resistances, of organic electrolytes against solvent and solute at a fixed molar concentration (=0.1 M). We found that R-s and R-dif are the dominant resistance components in these electrolytes. In iron chloride and iron perchlorate solutions, each R-s increases in proportion to the viscosity eta of the solvent. With the use of the slope of the R-s-eta plots, the effective radius r was estimated to be 1.1 nm for [FeL6](2+)/[FeL6](3+) (L is ligand molecule) and 1.3 nm for [FeCl4](2-)/[FeCl4](-)."
iTE:P1190:n2,iTE:P1190:initial_n2,iTE,P1190,R-s,quantity,iTE:retrieval:4ba9e6d804f5a5,unmerged_initialization,"Organic electrolytes containing Fe2+/Fe3+ exhibit a large electrochemical Seebeck coefficient alpha and are suitable for liquid thermoelectric conversion devices (LTEs). Here, we investigated the resistance components, i.e., solvent (R-s), charge-transfer (R-ct), and diffusion (R-dif) resistances, of organic electrolytes against solvent and solute at a fixed molar concentration (=0.1 M). We found that R-s and R-dif are the dominant resistance components in these electrolytes. In iron chloride and iron perchlorate solutions, each R-s increases in proportion to the viscosity eta of the solvent. With the use of the slope of the R-s-eta plots, the effective radius r was estimated to be 1.1 nm for [FeL6](2+)/[FeL6](3+) (L is ligand molecule) and 1.3 nm for [FeCl4](2-)/[FeCl4](-).","Seebeck coefficient alpha and are suitable for liquid thermoelectric conversion devices (LTEs). Here, we investigated the resistance components, i.e., solvent (R-s), charge-transfer (R-ct), and diffusion (R-dif) resistances, of organic electrolytes against solvent and solute at a fixed molar concentration (=0.1 M). We found that R-s and R-dif are the dominant resistance components in these electrolytes. In iron chloride and iron perchlorate solutions, each R-s increases in proportion to the viscosity eta of the solvent. With the use of the slope",74,625,phrase_anchored,"clustering: R-s. Context: Seebeck coefficient alpha and are suitable for liquid thermoelectric conversion devices (LTEs). Here, we investigated the resistance components, i.e., solvent (R-s), charge-transfer (R-ct), and diffusion (R-dif) resistances, of organic electrolytes against solvent and solute at a fixed molar concentration (=0.1 M). We found that R-s and R-dif are the dominant resistance components in these electrolytes. In iron chloride and iron perchlorate solutions, each R-s increases in proportion to the viscosity eta of the solvent. With the use of the slope"
