pair_id,domain_layer,pair_key,source_node_id,source_role,node_a_label,target_node_id,target_role,node_b_label,pair_type,paper_count,exclusive_layer_paper_count,shared_corpus_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,node_a_domain_df,node_b_domain_df,historical_graph_eligible,pair_evidence_strength
TP_69d99185ecb1,iTE|TG,TC_8630a7a80369::TC_402d7ec84669,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_402d7ec84669,mechanism,ion-pairing and complexation,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,5,7,True,0.3869
TP_263f773227b0,iTE|TG,TC_8630a7a80369::TC_525335db36fb,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_525335db36fb,mechanism,nanochannel-confined ion transport,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,5,2,True,0.3869
TP_fd72b476afee,iTE|TG,TC_8630a7a80369::TC_ecd0fc6cd628,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_ecd0fc6cd628,mechanism,ion channels,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,5,1,False,0.3869
TP_ebd5db609041,iTE|TG,TC_a24d23655c4e::TC_125db93329fb,TC_a24d23655c4e,material_system,NO3,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,30,False,0.3869
TP_c6e4036e1daf,iTE|TG,TC_a24d23655c4e::TC_575b8475e747,TC_a24d23655c4e,material_system,NO3,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,21,False,0.3869
TP_3ef96ac72c9d,iTE|TG,TC_a24d23655c4e::TC_d2014d12e766,TC_a24d23655c4e,material_system,NO3,TC_d2014d12e766,mechanism,iodide/triiodide redox chemistry,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,1,False,0.3869
TP_56b7b636ed41,iTE|TG,TC_a24d23655c4e::TC_e14ee60b08dc,TC_a24d23655c4e,material_system,NO3,TC_e14ee60b08dc,mechanism,species. thermodiffusion of electrolyte ions plus i-/i3- conversion,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,1,False,0.3869
TP_045af4c9b09b,iTE|TG,TC_c89de13b0021::TC_125db93329fb,TC_c89de13b0021,material_system,ZnSO4,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,30,False,0.3869
TP_f1d0562750bb,iTE|TG,TC_c89de13b0021::TC_575b8475e747,TC_c89de13b0021,material_system,ZnSO4,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,21,False,0.3869
TP_87b798cb5886,iTE|TG,TC_c89de13b0021::TC_d2014d12e766,TC_c89de13b0021,material_system,ZnSO4,TC_d2014d12e766,mechanism,iodide/triiodide redox chemistry,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,1,False,0.3869
TP_f9ef57a899e6,iTE|TG,TC_c89de13b0021::TC_e14ee60b08dc,TC_c89de13b0021,material_system,ZnSO4,TC_e14ee60b08dc,mechanism,species. thermodiffusion of electrolyte ions plus i-/i3- conversion,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,1,False,0.3869
TP_19372e6f24e5,iTE|TG,TC_d7879252de01::TC_402d7ec84669,TC_d7879252de01,material_system,FeCl2,TC_402d7ec84669,mechanism,ion-pairing and complexation,material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,3,7,True,0.3869
TP_d22c89fe8acb,iTE|TG,TC_d7879252de01::TC_ab2195b77e9e,TC_d7879252de01,material_system,FeCl2,TC_ab2195b77e9e,mechanism,coupling thermodiffusion,material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,3,1,False,0.3869
TP_b36d54cc8e3e,iTE|TG,TC_d7879252de01::TC_b93fc7829d13,TC_d7879252de01,material_system,FeCl2,TC_b93fc7829d13,mechanism,ion-selectivity membrane transport,material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,3,3,True,0.3869
TP_339d4c7a3050,iTE|TG,TC_e077079526c6::TC_125db93329fb,TC_e077079526c6,material_system,chitosan,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,2,30,True,0.3869
TP_44010d5b65b3,iTE|TG,TC_e077079526c6::TC_3cc3f4ae2196,TC_e077079526c6,material_system,chitosan,TC_3cc3f4ae2196,mechanism,cation-anion thermodiffusion asymmetry,material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,2,11,True,0.3869
TP_08fd339c64c2,iTE|TG,TC_e077079526c6::TC_525335db36fb,TC_e077079526c6,material_system,chitosan,TC_525335db36fb,mechanism,nanochannel-confined ion transport,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,2,2,True,0.3869
TP_122725de9ba7,iTE|TG,TC_e077079526c6::TC_575b8475e747,TC_e077079526c6,material_system,chitosan,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,2,21,True,0.3869
TP_7d2a42f9f14a,iTE|TG,TC_e077079526c6::TC_ab2195b77e9e,TC_e077079526c6,material_system,chitosan,TC_ab2195b77e9e,mechanism,coupling thermodiffusion,material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,2,1,False,0.3869
TP_84e8fe581f8e,iTE|TG,TC_e077079526c6::TC_af6bbcaf729f,TC_e077079526c6,material_system,chitosan,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,2,10,True,0.3869
TP_04b342ce2a13,iTE|TG,TC_e077079526c6::TC_b93fc7829d13,TC_e077079526c6,material_system,chitosan,TC_b93fc7829d13,mechanism,ion-selectivity membrane transport,material_system__mechanism,1,1,1,2024,2024,P0137,10.1039/d3ee03759b,Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting,2,3,True,0.3869
TP_3707e38f6765,iTE|TG,TC_e077079526c6::TC_ecd0fc6cd628,TC_e077079526c6,material_system,chitosan,TC_ecd0fc6cd628,mechanism,ion channels,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,2,1,False,0.3869
TP_138426452bd3,iTE|TG,TC_fc263f2aab31::TC_125db93329fb,TC_fc263f2aab31,material_system,iodide/triiodide,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,30,False,0.3869
TP_d0ea56bcd0fa,iTE|TG,TC_fc263f2aab31::TC_575b8475e747,TC_fc263f2aab31,material_system,iodide/triiodide,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,21,False,0.3869
TP_c7c82fa93f5d,iTE|TG,TC_fc263f2aab31::TC_d2014d12e766,TC_fc263f2aab31,material_system,iodide/triiodide,TC_d2014d12e766,mechanism,iodide/triiodide redox chemistry,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,1,False,0.3869
TP_9e571bc720f0,iTE|TG,TC_fc263f2aab31::TC_e14ee60b08dc,TC_fc263f2aab31,material_system,iodide/triiodide,TC_e14ee60b08dc,mechanism,species. thermodiffusion of electrolyte ions plus i-/i3- conversion,material_system__mechanism,1,1,1,2024,2024,P0196,10.1016/j.jpowsour.2024.234325,Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,1,1,False,0.3869
TP_ab0ed0473ae2,iTE|TG,TC_fefccee746e8::TC_125db93329fb,TC_fefccee746e8,material_system,SiO2,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,30,False,0.3869
TP_4a197fbb38d7,iTE|TG,TC_fefccee746e8::TC_402d7ec84669,TC_fefccee746e8,material_system,SiO2,TC_402d7ec84669,mechanism,ion-pairing and complexation,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,7,False,0.3869
TP_aa2e0a578f22,iTE|TG,TC_fefccee746e8::TC_525335db36fb,TC_fefccee746e8,material_system,SiO2,TC_525335db36fb,mechanism,nanochannel-confined ion transport,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,2,False,0.3869
TP_b6bff897eb26,iTE|TG,TC_fefccee746e8::TC_ecd0fc6cd628,TC_fefccee746e8,material_system,SiO2,TC_ecd0fc6cd628,mechanism,ion channels,material_system__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,1,False,0.3869
TP_ba6eb1216919,iTE|TG,TC_59c5dec56d64::TC_2c5557073ad9,TC_59c5dec56d64,material_system,cellulose nanofiber (CNF),TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,material_system__structure_state,1,1,1,2024,2024,P0150,10.1016/j.jpowsour.2024.234647,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,1,2,False,0.3869
TP_9d3a14319c93,iTE|TG,TC_59c5dec56d64::TC_4b2db7e72622,TC_59c5dec56d64,material_system,cellulose nanofiber (CNF),TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2024,2024,P0150,10.1016/j.jpowsour.2024.234647,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,1,20,False,0.3869
TP_f654c7d2c7de,iTE|TG,TC_6d3814acb95f::TC_16f1d3208623,TC_6d3814acb95f,material_system,hydrogel,TC_16f1d3208623,structure_state,salting-out confined ion gel,material_system__structure_state,1,1,1,2024,2024,P0019,10.1016/j.cej.2024.150816,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,23,1,False,0.3869
TP_5d5ab88b0ac0,iTE|TG,TC_6d3814acb95f::TC_fd174426cc45,TC_6d3814acb95f,material_system,hydrogel,TC_fd174426cc45,structure_state,3D ion-channel hydration network,material_system__structure_state,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,23,1,False,0.3869
TP_299665526d1c,iTE|TG,TC_8630a7a80369::TC_fd174426cc45,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_fd174426cc45,structure_state,3D ion-channel hydration network,material_system__structure_state,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,5,1,False,0.3869
TP_6a4bd608923d,iTE|TG,TC_c8efd3db5897::TC_2c5557073ad9,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,material_system__structure_state,1,1,1,2024,2024,P0150,10.1016/j.jpowsour.2024.234647,Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting,9,2,True,0.3869
TP_237f5ec6478b,iTE|TG,TC_e077079526c6::TC_4b2db7e72622,TC_e077079526c6,material_system,chitosan,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,2,20,True,0.3869
TP_a48cdfe9234f,iTE|TG,TC_e077079526c6::TC_fd174426cc45,TC_e077079526c6,material_system,chitosan,TC_fd174426cc45,structure_state,3D ion-channel hydration network,material_system__structure_state,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,2,1,False,0.3869
TP_b8a1ee71d441,iTE|TG,TC_fefccee746e8::TC_4b2db7e72622,TC_fefccee746e8,material_system,SiO2,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,20,False,0.3869
TP_70526633ec25,iTE|TG,TC_fefccee746e8::TC_fd174426cc45,TC_fefccee746e8,material_system,SiO2,TC_fd174426cc45,structure_state,3D ion-channel hydration network,material_system__structure_state,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,1,False,0.3869
TP_45a020cd77a5,iTE|TG,TC_16f1d3208623::TC_125db93329fb,TC_16f1d3208623,structure_state,salting-out confined ion gel,TC_125db93329fb,mechanism,thermogalvanic redox conversion,structure_state__mechanism,1,1,1,2024,2024,P0019,10.1016/j.cej.2024.150816,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,1,30,False,0.3869
TP_528c6f43a7e2,iTE|TG,TC_16f1d3208623::TC_2761e1d1b2a3,TC_16f1d3208623,structure_state,salting-out confined ion gel,TC_2761e1d1b2a3,mechanism,salting-out,structure_state__mechanism,1,1,1,2024,2024,P0019,10.1016/j.cej.2024.150816,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,1,1,False,0.3869
TP_8842115b209d,iTE|TG,TC_16f1d3208623::TC_fcb70797c57c,TC_16f1d3208623,structure_state,salting-out confined ion gel,TC_fcb70797c57c,mechanism,piezoresistive-thermoelectric coupling,structure_state__mechanism,1,1,1,2024,2024,P0019,10.1016/j.cej.2024.150816,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,1,3,False,0.3869
TP_3f7468584cb4,iTE|TG,TC_4b2db7e72622::TC_525335db36fb,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_525335db36fb,mechanism,nanochannel-confined ion transport,structure_state__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,20,2,True,0.3869
TP_cbfefb611231,iTE|TG,TC_4b2db7e72622::TC_abbac68072d3,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_abbac68072d3,mechanism,thermogalvanic quasi-solid systems. reviewed ion thermodiffusion,structure_state__mechanism,1,1,1,2024,2024,P0141,10.1016/j.mtphys.2024.101375,Ionic thermoelectric materials: Innovations and challenges,20,1,False,0.3869
TP_32c4b251827e,iTE|TG,TC_4b2db7e72622::TC_ecd0fc6cd628,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_ecd0fc6cd628,mechanism,ion channels,structure_state__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,20,1,False,0.3869
TP_bcf47bde7b24,iTE|TG,TC_fd174426cc45::TC_125db93329fb,TC_fd174426cc45,structure_state,3D ion-channel hydration network,TC_125db93329fb,mechanism,thermogalvanic redox conversion,structure_state__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,30,False,0.3869
TP_fc52e44a605e,iTE|TG,TC_fd174426cc45::TC_402d7ec84669,TC_fd174426cc45,structure_state,3D ion-channel hydration network,TC_402d7ec84669,mechanism,ion-pairing and complexation,structure_state__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,7,False,0.3869
TP_50b153a99ce2,iTE|TG,TC_fd174426cc45::TC_525335db36fb,TC_fd174426cc45,structure_state,3D ion-channel hydration network,TC_525335db36fb,mechanism,nanochannel-confined ion transport,structure_state__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,2,False,0.3869
TP_ae18bef13e1b,iTE|TG,TC_fd174426cc45::TC_ecd0fc6cd628,TC_fd174426cc45,structure_state,3D ion-channel hydration network,TC_ecd0fc6cd628,mechanism,ion channels,structure_state__mechanism,1,1,1,2024,2024,P0197,10.1016/j.est.2024.110437,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,1,1,False,0.3869
TP_0d2307ba587e,iTE|TG,TC_0236b13298dd::TC_38b23ede2d79,TC_0236b13298dd,material_system,FeCN4-,TC_38b23ede2d79,mechanism,redox-kinetics enhancement,material_system__mechanism,1,1,1,2025,2025,P0146,10.1002/anie.202511293,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,2,2,True,0.3869
TP_2388548e0a59,iTE|TG,TC_0236b13298dd::TC_3cc3f4ae2196,TC_0236b13298dd,material_system,FeCN4-,TC_3cc3f4ae2196,mechanism,cation-anion thermodiffusion asymmetry,material_system__mechanism,1,1,1,2025,2025,P0146,10.1002/anie.202511293,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,2,11,True,0.3869
TP_b9140142a114,iTE|TG,TC_0236b13298dd::TC_575b8475e747,TC_0236b13298dd,material_system,FeCN4-,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2025,2025,P0146,10.1002/anie.202511293,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,2,21,True,0.3869
TP_19877347f9f4,iTE|TG,TC_0236b13298dd::TC_5bcfefdb9413,TC_0236b13298dd,material_system,FeCN4-,TC_5bcfefdb9413,mechanism,redox reaction entropy,material_system__mechanism,1,1,1,2025,2025,P0146,10.1002/anie.202511293,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,2,9,True,0.3869
TP_eb4a663664b3,iTE|TG,TC_0236b13298dd::TC_64fdf27c97e4,TC_0236b13298dd,material_system,FeCN4-,TC_64fdf27c97e4,mechanism,high-entropy gel thermocell,material_system__mechanism,1,1,1,2025,2025,P0146,10.1002/anie.202511293,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,2,1,False,0.3869
TP_c3db94477e87,iTE|TG,TC_0236b13298dd::TC_79f8b6f542ab,TC_0236b13298dd,material_system,FeCN4-,TC_79f8b6f542ab,mechanism,ionic conductivity for coupled thermogalvanic/thermodiffusion output,material_system__mechanism,1,1,1,2025,2025,P0146,10.1002/anie.202511293,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,2,1,False,0.3869
TP_80c85d040265,iTE|TG,TC_0236b13298dd::TC_8c4ab6a3d69b,TC_0236b13298dd,material_system,FeCN4-,TC_8c4ab6a3d69b,mechanism,high-entropy redox/ion coupling,material_system__mechanism,1,1,1,2025,2025,P0146,10.1002/anie.202511293,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,2,2,True,0.3869
TP_4f416d2d0bfb,iTE|TG,TC_23334b19ab09::TC_575b8475e747,TC_23334b19ab09,material_system,MXene-reinforced thermogalvanic gel,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,21,False,0.3869
TP_d1088ab74567,iTE|TG,TC_23334b19ab09::TC_b16fcb9ccb71,TC_23334b19ab09,material_system,MXene-reinforced thermogalvanic gel,TC_b16fcb9ccb71,mechanism,cu electrodes. mxene tunes cu2+/cl- thermodiffusion,material_system__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,1,False,0.3869
TP_5f30f562edfb,iTE|TG,TC_23334b19ab09::TC_fcb70797c57c,TC_23334b19ab09,material_system,MXene-reinforced thermogalvanic gel,TC_fcb70797c57c,mechanism,piezoresistive-thermoelectric coupling,material_system__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,3,False,0.3869
TP_031d09e794c4,iTE|TG,TC_25bed0df7690::TC_575b8475e747,TC_25bed0df7690,material_system,mxene/pva hydrogel,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,21,False,0.3869
TP_6abdac9b9b69,iTE|TG,TC_25bed0df7690::TC_b16fcb9ccb71,TC_25bed0df7690,material_system,mxene/pva hydrogel,TC_b16fcb9ccb71,mechanism,cu electrodes. mxene tunes cu2+/cl- thermodiffusion,material_system__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,1,False,0.3869
TP_48f9ceed128a,iTE|TG,TC_25bed0df7690::TC_fcb70797c57c,TC_25bed0df7690,material_system,mxene/pva hydrogel,TC_fcb70797c57c,mechanism,piezoresistive-thermoelectric coupling,material_system__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,3,False,0.3869
TP_7aef2ca8cece,iTE|TG,TC_2e0bab4f91c8::TC_125db93329fb,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,3,30,True,0.3869
TP_08d32ac957f9,iTE|TG,TC_2e0bab4f91c8::TC_7513bf902622,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_7513bf902622,mechanism,solvent-shell water/DES regulation,material_system__mechanism,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,3,1,False,0.3869
TP_776ae12cd548,iTE|TG,TC_2e0bab4f91c8::TC_af6bbcaf729f,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,material_system__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,3,10,True,0.3869
TP_65fcda1f6a7f,iTE|TG,TC_2e0bab4f91c8::TC_e2a3f0650eaa,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_e2a3f0650eaa,mechanism,solvation-shell remodeling,material_system__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,3,3,True,0.3869
TP_189e349880ad,iTE|TG,TC_3963ad1e6521::TC_66fd11894f6a,TC_3963ad1e6521,material_system,FeCl3,TC_66fd11894f6a,mechanism,increases fe3+-water redox solvation entropy,material_system__mechanism,1,1,1,2025,2025,P0258,10.1016/j.cej.2025.168815,Cost-effective n-type liquid flow thermocells with giant ionic thermopower and power density through solvation entropy engineering for low-grade heat harvesting,3,1,False,0.3869
TP_e6503dbbd7a3,iTE|TG,TC_3963ad1e6521::TC_7ec6f01b113c,TC_3963ad1e6521,material_system,FeCl3,TC_7ec6f01b113c,mechanism,redox-solvation hybrid entropy,material_system__mechanism,1,1,1,2025,2025,P0258,10.1016/j.cej.2025.168815,Cost-effective n-type liquid flow thermocells with giant ionic thermopower and power density through solvation entropy engineering for low-grade heat harvesting,3,2,True,0.3869
TP_6cbeb0a25e67,iTE|TG,TC_3963ad1e6521::TC_8dea083ebe59,TC_3963ad1e6521,material_system,FeCl3,TC_8dea083ebe59,mechanism,solvation entropy,material_system__mechanism,1,1,1,2025,2025,P0258,10.1016/j.cej.2025.168815,Cost-effective n-type liquid flow thermocells with giant ionic thermopower and power density through solvation entropy engineering for low-grade heat harvesting,3,6,True,0.3869
