pair_id,edge_id,edge_type,analysis_layer,pair_key,left_global_concept_id,left_label,left_layer_node_id,right_global_concept_id,right_label,right_layer_node_id,source_node_id,target_node_id,directed,paper_count,sentence_count,strict_syntax_relation_paper_count,first_year,last_year,atomic_evidence_record_count,unique_sentence_support_count,authoritative_provenance_fk,relation_candidate_ids,strict_relation_candidate_ids,semantic_accepted_relation_ids,semantic_rejected_relation_ids,semantic_pending_relation_ids,production_relation_ids,pair_evidence_status,is_direct_exact_pair_overlap,direct_pair_overlap_id,cross_layer_partner_pair_id,observed_evidence,causal_claim,graph_edge_status
IP_36b237006bc1,IP_36b237006bc1,same_sentence_pair,iTE,GC_2eb87f466fc1::GC_bc536166f47d,GC_2eb87f466fc1,anti solvent,LN_308b2c90f1a3,GC_bc536166f47d,ionic conductivity,LN_9721c108e06f,LN_308b2c90f1a3,LN_9721c108e06f,False,1,1,0,2022,2022,1,1,IP_36b237006bc1,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_36b4e89fefca,IP_36b4e89fefca,same_sentence_pair,iTE,GC_4a92e5f4fe38::GC_6193a9dd5c72,GC_4a92e5f4fe38,hydrogel,LN_6b8cc44fec86,GC_6193a9dd5c72,interpenetrating polymer network,LN_fded3639a110,LN_6b8cc44fec86,LN_fded3639a110,False,1,1,0,2025,2025,1,1,IP_36b4e89fefca,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_37006bba9f07,IP_37006bba9f07,same_sentence_pair,iTE,GC_a3a1752cc595::GC_b58793fe31a7,GC_a3a1752cc595,oxygenvacancy rich,LN_a8a9e51a7f44,GC_b58793fe31a7,ion selective,LN_f7400bb66fd4,LN_a8a9e51a7f44,LN_f7400bb66fd4,False,1,1,0,2026,2026,1,1,IP_37006bba9f07,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_37258838fc1f,IP_37258838fc1f,same_sentence_pair,iTE,GC_78b732fc9f3c::GC_c424333bf86a,GC_78b732fc9f3c,ultra stretchable,LN_98f02ad1a4c5,GC_c424333bf86a,ultra stretchable ionic hydrogel,LN_1949d3e85e75,LN_98f02ad1a4c5,LN_1949d3e85e75,False,1,1,0,2026,2026,1,1,IP_37258838fc1f,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3744e2a9abb3,IP_3744e2a9abb3,same_sentence_pair,iTE,GC_6cdb23f33c74::GC_de174e00813f,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,GC_de174e00813f,surface conductivity,LN_1c278e9ddb06,LN_62e98998afef,LN_1c278e9ddb06,False,1,1,0,2023,2023,1,1,IP_3744e2a9abb3,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_374e041395c8,IP_374e041395c8,same_sentence_pair,iTE,GC_74727889809f::GC_e628ba14dcd7,GC_74727889809f,room temperature,LN_5d4a7ac18fba,GC_e628ba14dcd7,peak transient power density,LN_98d586010eb9,LN_5d4a7ac18fba,LN_98d586010eb9,False,1,1,0,2026,2026,1,1,IP_374e041395c8,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_374ec114ea4b,IP_374ec114ea4b,same_sentence_pair,iTE,GC_5471d6ef9961::GC_f5eda175182f,GC_5471d6ef9961,fast moving cation,LN_0fa9c4a178f7,GC_f5eda175182f,energy autonomous,LN_b0a79170516d,LN_0fa9c4a178f7,LN_b0a79170516d,False,1,1,0,2025,2025,1,1,IP_374ec114ea4b,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3755c7ed2d2e,IP_3755c7ed2d2e,same_sentence_pair,iTE,GC_0c79fe0ee4d4::GC_5efc27b241e5,GC_0c79fe0ee4d4,anion dominated,LN_283c5665ab81,GC_5efc27b241e5,power factor,LN_9cadbea56001,LN_283c5665ab81,LN_9cadbea56001,False,1,1,0,2026,2026,1,1,IP_3755c7ed2d2e,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_376695390f47,IP_376695390f47,same_sentence_pair,iTE,GC_797c8bb88eec::GC_a3047495ab0d,GC_797c8bb88eec,coupling microscopic solvation,LN_f21fd92864aa,GC_a3047495ab0d,polyquaternium hydrogel,LN_52981bcbd1aa,LN_f21fd92864aa,LN_52981bcbd1aa,False,1,1,0,2026,2026,1,1,IP_376695390f47,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_376b927bb8fb,IP_376b927bb8fb,same_sentence_pair,iTE,GC_2e3dfb7e9f02::GC_d0cf42274f8d,GC_2e3dfb7e9f02,electronic thermoelectric generator,LN_1efe11baeedd,GC_d0cf42274f8d,i2t/lambda,LN_6b5a9773fe5f,LN_1efe11baeedd,LN_6b5a9773fe5f,False,1,1,0,2017,2017,1,1,IP_376b927bb8fb,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_377285dedc59,IP_377285dedc59,same_sentence_pair,iTE,GC_61a323841d4d::GC_854d252d9a45,GC_61a323841d4d,electrode electrolyte,LN_00f6ca957d06,GC_854d252d9a45,thermodiffusion,LN_fe84ac5d0da0,LN_00f6ca957d06,LN_fe84ac5d0da0,False,1,1,0,2022,2022,1,1,IP_377285dedc59,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_378179d8276e,IP_378179d8276e,same_sentence_pair,iTE,GC_3c432d56645d::GC_a5bd0ecabbe3,GC_3c432d56645d,thermal gradient,LN_44bf675ae30c,GC_a5bd0ecabbe3,charged nanopore membrane,LN_9a960aa32f1b,LN_44bf675ae30c,LN_9a960aa32f1b,False,1,1,0,2022,2022,1,1,IP_378179d8276e,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_378df46bb08a,IP_378df46bb08a,same_sentence_pair,iTE,GC_6cdb23f33c74::GC_cf542d621742,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,GC_cf542d621742,thermal conductivity,LN_a933a2c0640a,LN_62e98998afef,LN_a933a2c0640a,False,7,7,0,2017,2026,7,7,IP_378df46bb08a,,,,,,,same_sentence_cooccurrence_only,True,XO_378df46bb08a,TP_378df46bb08a,True,False,observed_pair_topology_noncausal
IP_379d27ae9ffa,IP_379d27ae9ffa,same_sentence_pair,iTE,GC_360cf9388ccf::GC_c3eb7b612534,GC_360cf9388ccf,laser induced,LN_e170491bb65f,GC_c3eb7b612534,self powered sensor,LN_1a2ef3f770cb,LN_e170491bb65f,LN_1a2ef3f770cb,False,1,1,0,2025,2025,1,1,IP_379d27ae9ffa,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_379f8e62aecd,IP_379f8e62aecd,same_sentence_pair,iTE,GC_b6d0ab6b6128::GC_d9e44e0aa0d6,GC_b6d0ab6b6128,thermal diffusion entropy,LN_88afc7db26de,GC_d9e44e0aa0d6,thermal diffusion entropy difference,LN_4eeb1ad275c7,LN_88afc7db26de,LN_4eeb1ad275c7,False,1,1,0,2026,2026,1,1,IP_379f8e62aecd,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_37e08be7ac2c,IP_37e08be7ac2c,same_sentence_pair,iTE,GC_1bde68a96fb1::GC_3164d0554e62,GC_1bde68a96fb1,ionic power,LN_8db4c0f9a7fb,GC_3164d0554e62,solar driven,LN_98e76ec35b75,LN_8db4c0f9a7fb,LN_98e76ec35b75,False,1,1,0,2024,2024,1,1,IP_37e08be7ac2c,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_37e7d4f5d609,IP_37e7d4f5d609,same_sentence_pair,iTE,GC_696bc9675e43::GC_6cdb23f33c74,GC_696bc9675e43,single walled,LN_d7a240a67964,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,LN_d7a240a67964,LN_62e98998afef,False,1,1,0,2026,2026,1,1,IP_37e7d4f5d609,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_380bc238a3aa,IP_380bc238a3aa,same_sentence_pair,iTE,GC_2af9f1aa472a::GC_e5be0123ef8b,GC_2af9f1aa472a,thermoelectric generator,LN_64cdc4b57214,GC_e5be0123ef8b,bi0,LN_8c720f7eac8a,LN_64cdc4b57214,LN_8c720f7eac8a,False,1,1,0,2022,2022,1,1,IP_380bc238a3aa,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_380db76fb783,IP_380db76fb783,same_sentence_pair,iTE,GC_9dd8f780c2ba::GC_c8c003370506,GC_9dd8f780c2ba,electron transport,LN_dc01de320514,GC_c8c003370506,features ion transport channel,LN_fb4985d57088,LN_dc01de320514,LN_fb4985d57088,False,1,1,0,2026,2026,1,1,IP_380db76fb783,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_382c2d26ade2,IP_382c2d26ade2,same_sentence_pair,iTE,GC_0f62b89336ba::GC_5efc27b241e5,GC_0f62b89336ba,maximum thermoelectric voltage,LN_257a990000ae,GC_5efc27b241e5,power factor,LN_9cadbea56001,LN_257a990000ae,LN_9cadbea56001,False,1,1,0,2026,2026,1,1,IP_382c2d26ade2,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_382d9b12d552,IP_382d9b12d552,same_sentence_pair,iTE,GC_31153e196e2e::GC_9dd8f780c2ba,GC_31153e196e2e,ion electron,LN_19e89b5423fb,GC_9dd8f780c2ba,electron transport,LN_dc01de320514,LN_19e89b5423fb,LN_dc01de320514,False,1,1,0,2025,2025,1,1,IP_382d9b12d552,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_382f485d02bf,IP_382f485d02bf,same_sentence_pair,iTE,GC_b03a6b8899f1::GC_f2bba15c8a15,GC_b03a6b8899f1,zn2,LN_bb7fb2491356,GC_f2bba15c8a15,physiological temperature gradient,LN_bdb8566d0901,LN_bb7fb2491356,LN_bdb8566d0901,False,1,1,0,2026,2026,1,1,IP_382f485d02bf,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_383e6cf3d316,IP_383e6cf3d316,same_sentence_pair,iTE,GC_4c22980d6e87::GC_e7888ba5e114,GC_4c22980d6e87,mtegs,LN_7f0fe945b9a7,GC_e7888ba5e114,ionogel,LN_a183927bfcc4,LN_7f0fe945b9a7,LN_a183927bfcc4,False,1,1,0,2025,2025,1,1,IP_383e6cf3d316,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3843db80b3d8,IP_3843db80b3d8,same_sentence_pair,iTE,GC_b34cc8e4eca5::GC_f4913b79349d,GC_b34cc8e4eca5,single parameter,LN_b7a8d3c7ace6,GC_f4913b79349d,current wearable sensor,LN_557f4523c48d,LN_b7a8d3c7ace6,LN_557f4523c48d,False,1,1,0,2026,2026,1,1,IP_3843db80b3d8,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3845ff6ffc20,IP_3845ff6ffc20,same_sentence_pair,iTE,GC_6764e4303c65::GC_6cdb23f33c74,GC_6764e4303c65,d nanofluidic channel,LN_b5aa1b714b23,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,LN_b5aa1b714b23,LN_62e98998afef,False,1,1,0,2023,2023,1,1,IP_3845ff6ffc20,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_386d809324dc,IP_386d809324dc,same_sentence_pair,iTE,GC_0958e69b1fba::GC_ccf65ea14aef,GC_0958e69b1fba,thermoelectric hydrogel,LN_7cecfae552d4,GC_ccf65ea14aef,coordination interaction,LN_6cd17b48db31,LN_7cecfae552d4,LN_6cd17b48db31,False,1,1,0,2025,2025,1,1,IP_386d809324dc,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_387ca08dfcc9,IP_387ca08dfcc9,same_sentence_pair,iTE,GC_7c39e8f976cf::GC_c44c08236fb4,GC_7c39e8f976cf,enlarging thermophoretic mobility difference,LN_bff6d23a608c,GC_c44c08236fb4,ionic seebeck coefficient,LN_e3e09bb3cf41,LN_bff6d23a608c,LN_e3e09bb3cf41,False,1,1,0,2023,2023,1,1,IP_387ca08dfcc9,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_388c75af10ea,IP_388c75af10ea,same_sentence_pair,iTE,GC_82f863b160b5::GC_9aafb5515f04,GC_82f863b160b5,thermoelectric property,LN_df07834fe835,GC_9aafb5515f04,dual cation,LN_47e85edd00c0,LN_df07834fe835,LN_47e85edd00c0,False,1,1,0,2025,2025,1,1,IP_388c75af10ea,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3892728e5423,IP_3892728e5423,same_sentence_pair,iTE,GC_bbb29d51b9cd::GC_d18c91f9affa,GC_bbb29d51b9cd,output voltage,LN_17edb3569855,GC_d18c91f9affa,temperature difference,LN_942c8fffcbe6,LN_17edb3569855,LN_942c8fffcbe6,False,1,1,0,2025,2025,1,1,IP_3892728e5423,,,,,,,same_sentence_cooccurrence_only,True,XO_3892728e5423,TP_3892728e5423,True,False,observed_pair_topology_noncausal
IP_389acecd7f6c,IP_389acecd7f6c,same_sentence_pair,iTE,GC_1b7421b4dbc1::GC_a6f9556eafa0,GC_1b7421b4dbc1,reversible hydrogen bonding interaction,LN_89d8124f6314,GC_a6f9556eafa0,ionic hydrogel,LN_c8eeebe152b2,LN_89d8124f6314,LN_c8eeebe152b2,False,2,2,0,2023,2024,2,2,IP_389acecd7f6c,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_38aa9949a3b6,IP_38aa9949a3b6,same_sentence_pair,iTE,GC_14298daab4bf::GC_491705162410,GC_14298daab4bf,kcl,LN_a6c9be383025,GC_491705162410,nai,LN_78816619b0bd,LN_a6c9be383025,LN_78816619b0bd,False,1,1,0,2022,2022,1,1,IP_38aa9949a3b6,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_38c1b264c890,IP_38c1b264c890,same_sentence_pair,iTE,GC_0fed8c423ce6::GC_e3dc7a9d810c,GC_0fed8c423ce6,gelatin cf3so3k ch3so3k,LN_ba0d34900df9,GC_e3dc7a9d810c,quasi solid state,LN_d988be0ea7f2,LN_ba0d34900df9,LN_d988be0ea7f2,False,1,1,0,2023,2023,1,1,IP_38c1b264c890,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_38c428121687,IP_38c428121687,same_sentence_pair,iTE,GC_b406bc27e175::GC_cccc0f159dba,GC_b406bc27e175,ionic electronic interaction,LN_8dd43267d9f2,GC_cccc0f159dba,sodium ion,LN_181c482893c7,LN_8dd43267d9f2,LN_181c482893c7,False,1,1,0,2023,2023,1,1,IP_38c428121687,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_38c7f5a0bde8,IP_38c7f5a0bde8,same_sentence_pair,iTE,GC_8ad5b453cc37::GC_a6f9556eafa0,GC_8ad5b453cc37,ion diffusion,LN_72ada6baecfc,GC_a6f9556eafa0,ionic hydrogel,LN_c8eeebe152b2,LN_72ada6baecfc,LN_c8eeebe152b2,False,1,1,0,2025,2025,1,1,IP_38c7f5a0bde8,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_38c83c0ff80a,IP_38c83c0ff80a,same_sentence_pair,iTE,GC_5efc27b241e5::GC_e7888ba5e114,GC_5efc27b241e5,power factor,LN_9cadbea56001,GC_e7888ba5e114,ionogel,LN_a183927bfcc4,LN_9cadbea56001,LN_a183927bfcc4,False,3,3,1,2024,2026,3,3,IP_38c83c0ff80a,AR_df7506600cb5,AR_df7506600cb5,,,AR_df7506600cb5,,machine_strict_pending_semantic_review,False,,,True,False,observed_pair_topology_noncausal
IP_38dd1ddc7978,IP_38dd1ddc7978,same_sentence_pair,iTE,GC_d18c91f9affa::GC_f8594c410875,GC_d18c91f9affa,temperature difference,LN_942c8fffcbe6,GC_f8594c410875,power density,LN_b3dcba085c3c,LN_942c8fffcbe6,LN_b3dcba085c3c,False,2,2,0,2022,2023,2,2,IP_38dd1ddc7978,,,,,,,same_sentence_cooccurrence_only,True,XO_38dd1ddc7978,TP_38dd1ddc7978,True,False,observed_pair_topology_noncausal
IP_38e1c2604b3e,IP_38e1c2604b3e,same_sentence_pair,iTE,GC_3286395881b3::GC_36cfcc04cd9c,GC_3286395881b3,long term,LN_c96f6744098e,GC_36cfcc04cd9c,energy related,LN_30a6282bc61d,LN_c96f6744098e,LN_30a6282bc61d,False,1,1,0,2025,2025,1,1,IP_38e1c2604b3e,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_38ed07b12024,IP_38ed07b12024,same_sentence_pair,iTE,GC_16b42e37ba7a::GC_edb659887f77,GC_16b42e37ba7a,open circuit,LN_251be50b23c2,GC_edb659887f77,output energy density,LN_3babdd6da59e,LN_251be50b23c2,LN_3babdd6da59e,False,1,1,0,2025,2025,1,1,IP_38ed07b12024,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_38eeefdb5cd2,IP_38eeefdb5cd2,same_sentence_pair,iTE,GC_18768952b49a::GC_c21beccead48,GC_18768952b49a,hydrogen bonding network,LN_57798185082f,GC_c21beccead48,conductivity,LN_a367f5923d44,LN_57798185082f,LN_a367f5923d44,False,1,1,0,2025,2025,1,1,IP_38eeefdb5cd2,AR_0f0e80f66bdc,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3901324dc315,IP_3901324dc315,same_sentence_pair,iTE,GC_5fecb4c8cca5::GC_a6f9556eafa0,GC_5fecb4c8cca5,mechanical property,LN_7de8d55f1374,GC_a6f9556eafa0,ionic hydrogel,LN_c8eeebe152b2,LN_7de8d55f1374,LN_c8eeebe152b2,False,1,1,0,2025,2025,1,1,IP_3901324dc315,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3912b49477de,IP_3912b49477de,same_sentence_pair,iTE,GC_2de88d2d8ea0::GC_99290b970de9,GC_2de88d2d8ea0,carrier cooperative,LN_b759849767c8,GC_99290b970de9,mechanically flexible carrier cooperative transport,LN_6bfbe48e07ec,LN_b759849767c8,LN_6bfbe48e07ec,False,1,1,0,2026,2026,1,1,IP_3912b49477de,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_392861a146b7,IP_392861a146b7,same_sentence_pair,iTE,GC_06f57a9bca46::GC_af214e97fec3,GC_06f57a9bca46,polymer electrolyte,LN_52e999d73f1c,GC_af214e97fec3,giant ionic seebeck coefficient,LN_556dfa120f7d,LN_52e999d73f1c,LN_556dfa120f7d,False,1,1,0,2019,2019,1,1,IP_392861a146b7,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_393427fc3b30,IP_393427fc3b30,same_sentence_pair,iTE,GC_1e4633c244ec::GC_797c8bb88eec,GC_1e4633c244ec,coupling,LN_d49b1633f56e,GC_797c8bb88eec,coupling microscopic solvation,LN_f21fd92864aa,LN_d49b1633f56e,LN_f21fd92864aa,False,1,1,0,2026,2026,1,1,IP_393427fc3b30,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3934c476213d,IP_3934c476213d,same_sentence_pair,iTE,GC_892dc5e19edc::GC_a513fe919676,GC_892dc5e19edc,obtaining large ionic thermopower,LN_aa75f426dc81,GC_a513fe919676,thermo diffusion,LN_d664775e780d,LN_aa75f426dc81,LN_d664775e780d,False,1,1,0,2021,2021,1,1,IP_3934c476213d,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39404839d014,IP_39404839d014,same_sentence_pair,iTE,GC_19f8e75768c9::GC_4ee8ca676793,GC_19f8e75768c9,undergoes stable coordination interaction,LN_047c703fed7d,GC_4ee8ca676793,dual network,LN_bc914ad2a60c,LN_047c703fed7d,LN_bc914ad2a60c,False,1,1,0,2025,2025,1,1,IP_39404839d014,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_394397dd6b16,IP_394397dd6b16,same_sentence_pair,iTE,GC_37e0e110697a::GC_8498a2d7ca14,GC_37e0e110697a,constant temperature difference,LN_88c9edaa95cb,GC_8498a2d7ca14,water driven,LN_548f5229b559,LN_88c9edaa95cb,LN_548f5229b559,False,1,1,0,2026,2026,1,1,IP_394397dd6b16,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_395ddf24a41e,IP_395ddf24a41e,same_sentence_pair,iTE,GC_9f138d3cd94d::GC_b866c3462ec2,GC_9f138d3cd94d,diffusion,LN_4af4b913d1d9,GC_b866c3462ec2,uv vis spectroscopy,LN_0307996cd4fa,LN_4af4b913d1d9,LN_0307996cd4fa,False,1,1,0,2025,2025,1,1,IP_395ddf24a41e,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_396c9c15ca29,IP_396c9c15ca29,same_sentence_pair,iTE,GC_233dba938c21::GC_5efc27b241e5,GC_233dba938c21,maximum ionic seebeck coefficient,LN_71693fb0dcae,GC_5efc27b241e5,power factor,LN_9cadbea56001,LN_71693fb0dcae,LN_9cadbea56001,False,1,1,0,2023,2023,1,1,IP_396c9c15ca29,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_397e69296408,IP_397e69296408,same_sentence_pair,iTE,GC_1e4633c244ec::GC_ccf65ea14aef,GC_1e4633c244ec,coupling,LN_d49b1633f56e,GC_ccf65ea14aef,coordination interaction,LN_6cd17b48db31,LN_d49b1633f56e,LN_6cd17b48db31,False,1,1,0,2023,2023,1,1,IP_397e69296408,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_398a7f277fe2,IP_398a7f277fe2,same_sentence_pair,iTE,GC_5ce88e5ad7e0::GC_cb87ee39e6f0,GC_5ce88e5ad7e0,thermal migration,LN_616c10d3c38a,GC_cb87ee39e6f0,chcu hydrogel,LN_c1eadf6b59b8,LN_616c10d3c38a,LN_c1eadf6b59b8,False,1,1,0,2025,2025,1,1,IP_398a7f277fe2,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_398dbdd80763,IP_398dbdd80763,same_sentence_pair,iTE,GC_6cdb23f33c74::GC_f94711e5b088,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,GC_f94711e5b088,hcl electrolyte,LN_e3fbccfdfcbd,LN_62e98998afef,LN_e3fbccfdfcbd,False,1,1,0,2025,2025,1,1,IP_398dbdd80763,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_3990e513f58b,IP_3990e513f58b,same_sentence_pair,iTE,GC_708aecfa880a::GC_acb21462956e,GC_708aecfa880a,output power density,LN_c16cf0dfda1e,GC_acb21462956e,w/m2,LN_d88473a5e04b,LN_c16cf0dfda1e,LN_d88473a5e04b,False,1,1,0,2025,2025,1,1,IP_3990e513f58b,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_399487b66587,IP_399487b66587,same_sentence_pair,iTE,GC_d18c91f9affa::GC_dc703264dd36,GC_d18c91f9affa,temperature difference,LN_942c8fffcbe6,GC_dc703264dd36,ionic thermoelectric osmotic power,LN_ccdfe034d183,LN_942c8fffcbe6,LN_ccdfe034d183,False,1,1,0,2025,2025,1,1,IP_399487b66587,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39a3cdb51ae6,IP_39a3cdb51ae6,same_sentence_pair,iTE,GC_3c4351d6fa38::GC_98370962fc35,GC_3c4351d6fa38,nernst planck poisson,LN_9f177f810a5b,GC_98370962fc35,surface charge regulation density,LN_a3dad2b0a73c,LN_9f177f810a5b,LN_a3dad2b0a73c,False,1,1,0,2022,2022,1,1,IP_39a3cdb51ae6,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39a432481a16,IP_39a432481a16,same_sentence_pair,iTE,GC_ccf65ea14aef::GC_e7888ba5e114,GC_ccf65ea14aef,coordination interaction,LN_6cd17b48db31,GC_e7888ba5e114,ionogel,LN_a183927bfcc4,LN_6cd17b48db31,LN_a183927bfcc4,False,1,1,0,2026,2026,1,1,IP_39a432481a16,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39b6ea7b20cd,IP_39b6ea7b20cd,same_sentence_pair,iTE,GC_5f326a9b8805::GC_f191c40166e8,GC_5f326a9b8805,cur rent,LN_07643e8f3719,GC_f191c40166e8,normalized maximum power density,LN_3903aa2974ed,LN_07643e8f3719,LN_3903aa2974ed,False,1,1,0,2023,2023,1,1,IP_39b6ea7b20cd,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39c3e7815798,IP_39c3e7815798,same_sentence_pair,iTE,GC_740dfb4ab0c9::GC_b239cc743066,GC_740dfb4ab0c9,single ion,LN_09c4a18c4543,GC_b239cc743066,self diffusion,LN_73725b1c4708,LN_09c4a18c4543,LN_73725b1c4708,False,1,1,0,2021,2021,1,1,IP_39c3e7815798,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39dd56e453e0,IP_39dd56e453e0,same_sentence_pair,iTE,GC_7f627d7c8d0c::GC_bc536166f47d,GC_7f627d7c8d0c,negative ionic thermopower,LN_2041e088d2f3,GC_bc536166f47d,ionic conductivity,LN_9721c108e06f,LN_2041e088d2f3,LN_9721c108e06f,False,1,1,0,2025,2025,1,1,IP_39dd56e453e0,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39e9b5f9c8bd,IP_39e9b5f9c8bd,same_sentence_pair,iTE,GC_77c7a41b0a8c::GC_bc007c5db8f1,GC_77c7a41b0a8c,imidazolium cation,LN_75aa8810a4bd,GC_bc007c5db8f1,photo polymerization,LN_87fc5ffca336,LN_75aa8810a4bd,LN_87fc5ffca336,False,1,1,0,2025,2025,1,1,IP_39e9b5f9c8bd,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39f0d168dcd9,IP_39f0d168dcd9,same_sentence_pair,iTE,GC_3541b8906c69::GC_5ce88e5ad7e0,GC_3541b8906c69,amphiphilic dbs anion,LN_a31c384f1048,GC_5ce88e5ad7e0,thermal migration,LN_616c10d3c38a,LN_a31c384f1048,LN_616c10d3c38a,False,1,1,0,2026,2026,1,1,IP_39f0d168dcd9,AR_576922efdbc5,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
IP_39fb5ee00a5c,IP_39fb5ee00a5c,same_sentence_pair,iTE,GC_2276a756595b::GC_394ea39c1a61,GC_2276a756595b,srtio3,LN_1dcaaa9b6fff,GC_394ea39c1a61,structure engineered ionic thermoelectric ionogel,LN_acaa066e30ae,LN_1dcaaa9b6fff,LN_acaa066e30ae,False,1,1,0,2026,2026,1,1,IP_39fb5ee00a5c,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
