paper_id,source_membership,year,title,doi,node_id,node_label,node_role,node_subtype,source_concept_type,provenance,evidence_text,evidence_status,confidence,observed_in_source,document_frequency,historical_graph_eligible,recommendation_target_eligible
P0713,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"In this work, three types of polyelectrolytes are studied with different cations and identified a significant contribution to their thermal voltage originating from a concentration gradient. || This conclusion is based on studies of the loss and gain of water upon temperature changes, variations in conductivity with water content and temperature, and the voltages induced by changes in water content. || The hydration of different cations influences the water concentration gradient, which affects the barrier height and ion-induced potential in the electrodes. || This work shows that the hydro-voltage in ionic thermoelectric devices can be one order of magnitude larger than the contribution from thermodiffusion-induced potentials, and becomes the main contributor to energy harvesting when implemented into ionic thermoelectric supercapacitors. || Together with the rationalized theoretical discussion, this work clarifies the mechanism of thermal voltages in electrolytes and provides a new path for the development of ionic thermoelectric materials. || The thermal voltage of polyelectrolyte films largely depends on the water concentration gradient under a temperature difference, which can be optimized to promote the generated total voltage up to over 30 mV K-1.image",C_adjacent_enabling_evidence,10.0,True,48,True,True
P0713,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"In this work, three types of polyelectrolytes are studied with different cations and identified a significant contribution to their thermal voltage originating from a concentration gradient. || This conclusion is based on studies of the loss and gain of water upon temperature changes, variations in conductivity with water content and temperature, and the voltages induced by changes in water content. || The hydration of different cations influences the water concentration gradient, which affects the barrier height and ion-induced potential in the electrodes. || This work shows that the hydro-voltage in ionic thermoelectric devices can be one order of magnitude larger than the contribution from thermodiffusion-induced potentials, and becomes the main contributor to energy harvesting when implemented into ionic thermoelectric supercapacitors. || Together with the rationalized theoretical discussion, this work clarifies the mechanism of thermal voltages in electrolytes and provides a new path for the development of ionic thermoelectric materials. || The thermal voltage of polyelectrolyte films largely depends on the water concentration gradient under a temperature difference, which can be optimized to promote the generated total voltage up to over 30 mV K-1.image",C_adjacent_enabling_evidence,10.0,True,153,True,True
P0713,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,TC_9a2dc42156da,hydration and solvation,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,"The hydration of different cations influences the water concentration gradient, which affects the barrier height and ion-induced potential in the electrodes.",C_adjacent_enabling_evidence,10.0,True,52,True,True
P0713,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,TC_da8d8b09edaf,osmotic or concentration gradient,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,"This conclusion is based on studies of the loss and gain of water upon temperature changes, variations in conductivity with water content and temperature, and the voltages induced by changes in water content.",C_adjacent_enabling_evidence,10.0,True,13,True,True
P0713,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,TC_e7160eea2aeb,moisture or evaporation gradient,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,"This conclusion is based on studies of the loss and gain of water upon temperature changes, variations in conductivity with water content and temperature, and the voltages induced by changes in water content.",C_adjacent_enabling_evidence,10.0,True,53,True,True
P0713,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,TC_f3d47ac021e3,seebeck coefficients,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"In this work, three types of polyelectrolytes are studied with different cations and identified a significant contribution to their thermal voltage originating from a concentration gradient. || This conclusion is based on studies of the loss and gain of water upon temperature changes, variations in conductivity with water content and temperature, and the voltages induced by changes in water content. || The hydration of different cations influences the water concentration gradient, which affects the barrier height and ion-induced potential in the electrodes. || This work shows that the hydro-voltage in ionic thermoelectric devices can be one order of magnitude larger than the contribution from thermodiffusion-induced potentials, and becomes the main contributor to energy harvesting when implemented into ionic thermoelectric supercapacitors. || Together with the rationalized theoretical discussion, this work clarifies the mechanism of thermal voltages in electrolytes and provides a new path for the development of ionic thermoelectric materials. || The thermal voltage of polyelectrolyte films largely depends on the water concentration gradient under a temperature difference, which can be optimized to promote the generated total voltage up to over 30 mV K-1.image",C_adjacent_enabling_evidence,10.0,True,118,True,False
P0713,iTE,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,TC_f8e11cbf72f0,electrode interface,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,"The hydration of different cations influences the water concentration gradient, which affects the barrier height and ion-induced potential in the electrodes.",C_adjacent_enabling_evidence,10.0,True,101,True,True
P0714,iTE,1995,Thermoelectric power of ErAl(Mg)O-3-delta and LaAl(Mg)O-3-delta,10.1149/1.2048489,TC_716ca6e05d7e,ionic conduction,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,Thermoelectric power and electrical conductivity of LaAl0.95Mg0.05O3-delta and ErAl0.95Mg0.05O3-delta have been determined as a function of oxygen partial pressure between 1 and 10(-15) atm at 1000 degrees C and as a function of temperature in air and in a hydrogen-water buffer.,C_adjacent_enabling_evidence,10.0,True,59,True,True
P0714,iTE,1995,Thermoelectric power of ErAl(Mg)O-3-delta and LaAl(Mg)O-3-delta,10.1149/1.2048489,TC_78f094329932,ErAl0,material_system,chemical formula,material_entity,audited_paper_concept_map,ErAl0,chemical_formula_parser,0.9,True,1,False,False
P0714,iTE,1995,Thermoelectric power of ErAl(Mg)O-3-delta and LaAl(Mg)O-3-delta,10.1149/1.2048489,TC_9f58ed907e7b,electrical conductivity,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,Thermoelectric power and electrical conductivity of LaAl0.95Mg0.05O3-delta and ErAl0.95Mg0.05O3-delta have been determined as a function of oxygen partial pressure between 1 and 10(-15) atm at 1000 degrees C and as a function of temperature in air and in a hydrogen-water buffer.,C_adjacent_enabling_evidence,10.0,True,320,True,False
P0714,iTE,1995,Thermoelectric power of ErAl(Mg)O-3-delta and LaAl(Mg)O-3-delta,10.1149/1.2048489,TC_a1b3b82d80d4,p/n thermogalvanic series design,device_context,claim_device_context,claim_device_context,claim_device_context,Thermoelectric power and electrical conductivity of LaAl0.95Mg0.05O3-delta and ErAl0.95Mg0.05O3-delta have been determined as a function of oxygen partial pressure between 1 and 10(-15) atm at 1000 degrees C and as a function of temperature in air and in a hydrogen-water buffer.,C_adjacent_enabling_evidence,10.0,True,273,True,False
P0714,iTE,1995,Thermoelectric power of ErAl(Mg)O-3-delta and LaAl(Mg)O-3-delta,10.1149/1.2048489,TC_d056cb063916,LaAl0,material_system,chemical formula,material_entity,audited_paper_concept_map,LaAl0,chemical_formula_parser,0.9,True,1,False,False
P0715,iTE,2006,Electronic structure and thermoelectric properties of Ca3Co4Co9,,TC_16982583fe48,Ca3Co4O9,material_system,chemical formula,material_entity,audited_paper_concept_map,Ca3Co4O9,chemical_formula_parser,0.9,True,8,True,True
P0715,iTE,2006,Electronic structure and thermoelectric properties of Ca3Co4Co9,,TC_17123185c248,electronic-structure modulation,mechanism,electronic structure,solid_state_mechanism,audited_paper_concept_map,Electronic structure,controlled_rule,0.94,True,265,True,True
P0715,iTE,2006,Electronic structure and thermoelectric properties of Ca3Co4Co9,,TC_d92c13f679c0,density functional theory,evidence_method,electronic-structure calculation,computational_method,audited_paper_concept_map,DFT,controlled_rule,0.94,True,174,True,False
P0716,iTE,2014,High superionic conduction arising from aligned large lamellae and large figure of merit in bulk Cu1.94Al0.02Se,10.1063/1.4896520,TC_29e6f835676f,thermal conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,thermal conductivity,controlled_rule,0.94,True,421,True,False
P0716,iTE,2014,High superionic conduction arising from aligned large lamellae and large figure of merit in bulk Cu1.94Al0.02Se,10.1063/1.4896520,TC_6c693438881a,low thermal conductivity,outcome_property,property/metric,property_metric,audited_paper_concept_map,low thermal conductivity,cleaned_open_concept,0.78,True,111,True,False
P0716,iTE,2014,High superionic conduction arising from aligned large lamellae and large figure of merit in bulk Cu1.94Al0.02Se,10.1063/1.4896520,TC_9f58ed907e7b,electrical conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,electrical conductivity,controlled_rule,0.94,True,320,True,False
P0716,iTE,2014,High superionic conduction arising from aligned large lamellae and large figure of merit in bulk Cu1.94Al0.02Se,10.1063/1.4896520,TC_c6879e15a4a5,high electrical conductivity,outcome_property,property/metric,property_metric,audited_paper_concept_map,high electrical conductivity,cleaned_open_concept,0.78,True,36,True,False
P0716,iTE,2014,High superionic conduction arising from aligned large lamellae and large figure of merit in bulk Cu1.94Al0.02Se,10.1063/1.4896520,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,Seebeck coefficient,controlled_rule,0.94,True,822,True,False
P0716,iTE,2014,High superionic conduction arising from aligned large lamellae and large figure of merit in bulk Cu1.94Al0.02Se,10.1063/1.4896520,TC_fababc7795c1,seebeck coefficient,outcome_property,property/metric,property_metric,audited_paper_concept_map,seebeck coefficient,cleaned_open_concept,0.78,True,593,True,False
P0717,iTE,1996,Thermoelectric measurements on the superionic system CuI-Ag2O-B2O3,,TC_e03c7cc08b9d,ion migration,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"Thermoelectric power (TEP) measurements were made on pelleted specimens of the various compositions (CuI)(a) [(Ag2O)(3)(B2O3)](100-a) where a = 40, 50, 60 and 75 respectively in the temperature range 300 - 400 K, It was seen that thermoelectric power theta varied linearly with the inverse of absolute temperature and had a negative sign, thus indicating that the sign on the mobile species is positive, (i.e, Ag+ ions). || The heat of transport (q(double dagger)) values for silver ionic migration were also evaluated and compared with that of activation energy (E(sigma)) determined from conductivity studies.",A_direct_evidence_ready,20.0,True,51,True,True
P0717,iTE,1996,Thermoelectric measurements on the superionic system CuI-Ag2O-B2O3,,TC_edca2da6fd40,Ag2O,material_system,chemical formula,material_entity,audited_paper_concept_map,Ag2O,chemical_formula_parser,0.9,True,7,True,True
P0717,iTE,1996,Thermoelectric measurements on the superionic system CuI-Ag2O-B2O3,,TC_fed65c5be4c3,B2O3,material_system,chemical formula,material_entity,audited_paper_concept_map,B2O3,chemical_formula_parser,0.9,True,5,True,True
P0718,iTE,2002,Effects of doping on thermoelectric properties of rare-earth cobalt oxides,10.4028/www.scientific.net/kem.214-215.87,TC_29e6f835676f,thermal conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,thermal conductivity,controlled_rule,0.94,True,421,True,False
P0718,iTE,2002,Effects of doping on thermoelectric properties of rare-earth cobalt oxides,10.4028/www.scientific.net/kem.214-215.87,TC_2a7966c209f0,RCoO3,material_system,chemical formula,material_entity,audited_paper_concept_map,RCoO3,chemical_formula_parser,0.9,True,3,True,True
P0718,iTE,2002,Effects of doping on thermoelectric properties of rare-earth cobalt oxides,10.4028/www.scientific.net/kem.214-215.87,TC_72b4ae05a4a9,perovskite,material_system,solid thermoelectric family,material_system,audited_paper_concept_map,perovskites,controlled_rule,0.94,True,144,True,True
P0718,iTE,2002,Effects of doping on thermoelectric properties of rare-earth cobalt oxides,10.4028/www.scientific.net/kem.214-215.87,TC_9f58ed907e7b,electrical conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,Electrical conductivity,controlled_rule,0.94,True,320,True,False
P0718,iTE,2002,Effects of doping on thermoelectric properties of rare-earth cobalt oxides,10.4028/www.scientific.net/kem.214-215.87,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,Seebeck coefficient,controlled_rule,0.94,True,822,True,False
P0718,iTE,2002,Effects of doping on thermoelectric properties of rare-earth cobalt oxides,10.4028/www.scientific.net/kem.214-215.87,TC_fababc7795c1,seebeck coefficient,outcome_property,property/metric,property_metric,audited_paper_concept_map,seebeck coefficient,cleaned_open_concept,0.78,True,593,True,False
P0719,iTE,1995,ELECTRICAL-CONDUCTIVITY AND THERMOELECTRIC-POWER OF SILVER IODODICHROMATE FAST-ION CONDUCTING ELECTROLYTES,10.1002/crat.2170300517,TC_3be3c4b11586,ionic conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,ionic conductivity,controlled_rule,0.94,True,194,True,False
P0719,iTE,1995,ELECTRICAL-CONDUCTIVITY AND THERMOELECTRIC-POWER OF SILVER IODODICHROMATE FAST-ION CONDUCTING ELECTROLYTES,10.1002/crat.2170300517,TC_5042027d8df0,high ionic conductivity,outcome_property,property/metric,property_metric,audited_paper_concept_map,high ionic conductivity,cleaned_open_concept,0.78,True,50,True,False
P0719,iTE,1995,ELECTRICAL-CONDUCTIVITY AND THERMOELECTRIC-POWER OF SILVER IODODICHROMATE FAST-ION CONDUCTING ELECTROLYTES,10.1002/crat.2170300517,TC_568b80f39611,Ag2Cr2O7,material_system,chemical formula,material_entity,audited_paper_concept_map,Ag2Cr2O7,chemical_formula_parser,0.9,True,1,False,False
P0719,iTE,1995,ELECTRICAL-CONDUCTIVITY AND THERMOELECTRIC-POWER OF SILVER IODODICHROMATE FAST-ION CONDUCTING ELECTROLYTES,10.1002/crat.2170300517,TC_9f58ed907e7b,electrical conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,electrical conductivity,controlled_rule,0.94,True,320,True,False
P0719,iTE,1995,ELECTRICAL-CONDUCTIVITY AND THERMOELECTRIC-POWER OF SILVER IODODICHROMATE FAST-ION CONDUCTING ELECTROLYTES,10.1002/crat.2170300517,TC_cf760330a95c,X-ray diffraction,evidence_method,structure characterization,characterization_method,audited_paper_concept_map,X-ray diffraction,controlled_rule,0.94,True,150,True,False
P0719,iTE,1995,ELECTRICAL-CONDUCTIVITY AND THERMOELECTRIC-POWER OF SILVER IODODICHROMATE FAST-ION CONDUCTING ELECTROLYTES,10.1002/crat.2170300517,TC_d326178f3651,electronic conductivity,outcome_property,property/metric,property_metric,audited_paper_concept_map,electronic conductivity,cleaned_open_concept,0.78,True,37,True,False
P0720,iTE,2019,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,10.1002/adfm.201900572,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"Here, these drawbacks are overcome by introducing the concept of thermodiffusion-assisted pyroelectrics, which combines and enhances the performance of pyroelectric and ionic thermoelectric materials. || The presented integrated concept provides both rapid initial response upon heating and stable synergistically enhanced signals upon prolonged exposure to heat stimuli. || Likewise, incorporation of plasmonic metasurfaces enables the concept to provide both rapid and stable signals for radiation-induced heating.",A_direct_evidence_ready,20.0,True,48,True,True
P0720,iTE,2019,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,10.1002/adfm.201900572,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"Here, these drawbacks are overcome by introducing the concept of thermodiffusion-assisted pyroelectrics, which combines and enhances the performance of pyroelectric and ionic thermoelectric materials. || The presented integrated concept provides both rapid initial response upon heating and stable synergistically enhanced signals upon prolonged exposure to heat stimuli. || Likewise, incorporation of plasmonic metasurfaces enables the concept to provide both rapid and stable signals for radiation-induced heating.",A_direct_evidence_ready,20.0,True,153,True,True
P0720,iTE,2019,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,10.1002/adfm.201900572,TC_85caea92bb3a,thermodiffusion or soret,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,The presented integrated concept provides both rapid initial response upon heating and stable synergistically enhanced signals upon prolonged exposure to heat stimuli.,A_direct_evidence_ready,20.0,True,72,True,True
P0720,iTE,2019,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,10.1002/adfm.201900572,TC_9d119e1e0c35,pyroelectric hybrid,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,The presented integrated concept provides both rapid initial response upon heating and stable synergistically enhanced signals upon prolonged exposure to heat stimuli.,A_direct_evidence_ready,20.0,True,3,True,True
P0720,iTE,2019,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,10.1002/adfm.201900572,TC_b3a92375da61,ion electron coupling,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,The presented integrated concept provides both rapid initial response upon heating and stable synergistically enhanced signals upon prolonged exposure to heat stimuli.,A_direct_evidence_ready,20.0,True,61,True,True
P0720,iTE,2019,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,10.1002/adfm.201900572,TC_cd73158e8b1d,wearable biointerface thermocell,device_context,claim_device_context,claim_device_context,claim_device_context,"Here, these drawbacks are overcome by introducing the concept of thermodiffusion-assisted pyroelectrics, which combines and enhances the performance of pyroelectric and ionic thermoelectric materials. || The presented integrated concept provides both rapid initial response upon heating and stable synergistically enhanced signals upon prolonged exposure to heat stimuli. || Likewise, incorporation of plasmonic metasurfaces enables the concept to provide both rapid and stable signals for radiation-induced heating.",A_direct_evidence_ready,20.0,True,167,True,False
P0721,iTE,1998,Ionic conduction and electronic properties in liquid In-Se system,10.1143/jpsj.67.2415,TC_3be3c4b11586,ionic conductivity,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"The electronic conductivity in the system shows a deep minimum near the Se composition x = 0.58 and the ionic conductivity has a broad maximum at this composition, where the thermoelectric power shows a large negative maximum.",C_adjacent_enabling_evidence,10.0,True,194,True,False
P0721,iTE,1998,Ionic conduction and electronic properties in liquid In-Se system,10.1143/jpsj.67.2415,TC_716ca6e05d7e,ionic conduction,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"The electronic conductivity in the system shows a deep minimum near the Se composition x = 0.58 and the ionic conductivity has a broad maximum at this composition, where the thermoelectric power shows a large negative maximum.",C_adjacent_enabling_evidence,10.0,True,59,True,True
P0721,iTE,1998,Ionic conduction and electronic properties in liquid In-Se system,10.1143/jpsj.67.2415,TC_7bafc88228a9,negative thermopower,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"The electronic conductivity in the system shows a deep minimum near the Se composition x = 0.58 and the ionic conductivity has a broad maximum at this composition, where the thermoelectric power shows a large negative maximum.",C_adjacent_enabling_evidence,10.0,True,19,True,False
P0721,iTE,1998,Ionic conduction and electronic properties in liquid In-Se system,10.1143/jpsj.67.2415,TC_d326178f3651,electronic conductivity,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"The electronic conductivity in the system shows a deep minimum near the Se composition x = 0.58 and the ionic conductivity has a broad maximum at this composition, where the thermoelectric power shows a large negative maximum.",C_adjacent_enabling_evidence,10.0,True,37,True,False
P0721,iTE,1998,Ionic conduction and electronic properties in liquid In-Se system,10.1143/jpsj.67.2415,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"The electronic conductivity in the system shows a deep minimum near the Se composition x = 0.58 and the ionic conductivity has a broad maximum at this composition, where the thermoelectric power shows a large negative maximum.",C_adjacent_enabling_evidence,10.0,True,822,True,False
P0722,iTE,2021,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,10.1038/s41467-021-26265-0,TC_061a768b9010,Zn4Sb3,material_system,chemical formula,material_entity,audited_paper_concept_map,Zn4Sb3,chemical_formula_parser,0.9,True,6,True,True
P0722,iTE,2021,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,10.1038/s41467-021-26265-0,TC_6338e77e7f17,phase stability,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"Here the authors exploit the ion migration in an electric field-assisted synthesis method, fast producing beta-Zn4Sb3 with improved phase stability and extended temperature range for the thermoelectric operation. || Mobile ion-enabled phenomena make beta-Zn4Sb3 a promising material in terms of the re-entry phase instability behavior, mixed electronic ionic conduction, and thermoelectric performance. || Here, we utilize the fast Zn2+ migration under a sawtooth waveform electric field and a dynamical growth of 3-dimensional ionic conduction network to achieve ultra-fast synthesis of beta-Zn4Sb3. || Doping Cd or Ge on the Zn site as steric hindrance further stabilizes beta-Zn4Sb3 by restricting long-range Zn2+ migration and extends the operation temperature range of high thermoelectric performance.",C_adjacent_enabling_evidence,10.0,True,12,True,False
P0722,iTE,2021,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,10.1038/s41467-021-26265-0,TC_716ca6e05d7e,ionic conduction,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"Here the authors exploit the ion migration in an electric field-assisted synthesis method, fast producing beta-Zn4Sb3 with improved phase stability and extended temperature range for the thermoelectric operation. || Mobile ion-enabled phenomena make beta-Zn4Sb3 a promising material in terms of the re-entry phase instability behavior, mixed electronic ionic conduction, and thermoelectric performance. || Here, we utilize the fast Zn2+ migration under a sawtooth waveform electric field and a dynamical growth of 3-dimensional ionic conduction network to achieve ultra-fast synthesis of beta-Zn4Sb3. || Doping Cd or Ge on the Zn site as steric hindrance further stabilizes beta-Zn4Sb3 by restricting long-range Zn2+ migration and extends the operation temperature range of high thermoelectric performance.",C_adjacent_enabling_evidence,10.0,True,59,True,True
P0722,iTE,2021,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,10.1038/s41467-021-26265-0,TC_e03c7cc08b9d,ion migration,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"Here the authors exploit the ion migration in an electric field-assisted synthesis method, fast producing beta-Zn4Sb3 with improved phase stability and extended temperature range for the thermoelectric operation. || Mobile ion-enabled phenomena make beta-Zn4Sb3 a promising material in terms of the re-entry phase instability behavior, mixed electronic ionic conduction, and thermoelectric performance. || Here, we utilize the fast Zn2+ migration under a sawtooth waveform electric field and a dynamical growth of 3-dimensional ionic conduction network to achieve ultra-fast synthesis of beta-Zn4Sb3. || Doping Cd or Ge on the Zn site as steric hindrance further stabilizes beta-Zn4Sb3 by restricting long-range Zn2+ migration and extends the operation temperature range of high thermoelectric performance.",C_adjacent_enabling_evidence,10.0,True,51,True,True
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_0cb298ccaa60,seebeck voltage,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"For this so-called electrolyte Seebeck effect to occur, different thermodiffusive fluxes need to be blocked by boundaries-electrodes, for example. || Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,10,True,False
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"For this so-called electrolyte Seebeck effect to occur, different thermodiffusive fluxes need to be blocked by boundaries-electrodes, for example. || Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,153,True,True
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_85caea92bb3a,thermodiffusion or soret,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,"Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,72,True,True
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_8dde7ab7eb2d,salts near titanium electrodes. different cation/anion soret coefficients,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"For this so-called electrolyte Seebeck effect to occur, different thermodiffusive fluxes need to be blocked by boundaries-electrodes, for example. || Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,1,False,False
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_ae0a81162af6,Soret coefficient,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"For this so-called electrolyte Seebeck effect to occur, different thermodiffusive fluxes need to be blocked by boundaries-electrodes, for example. || Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,18,True,False
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"For this so-called electrolyte Seebeck effect to occur, different thermodiffusive fluxes need to be blocked by boundaries-electrodes, for example. || Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,822,True,False
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_f8e11cbf72f0,electrode interface,intervention,transferable_lever,transferable_lever,curated_transferable_lever_assignment,"Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,101,True,True
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_fababc7795c1,seebeck coefficient,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"For this so-called electrolyte Seebeck effect to occur, different thermodiffusive fluxes need to be blocked by boundaries-electrodes, for example. || Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,593,True,False
P0723,iTE,2021,On the time-dependent electrolyte Seebeck effect,10.1063/5.0045137,TC_fcd5c444b6ec,seebeck effect,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"For this so-called electrolyte Seebeck effect to occur, different thermodiffusive fluxes need to be blocked by boundaries-electrodes, for example. || Without enforcing local electroneutrality, we derive S(t) generated by a binary electrolyte with arbitrary ionic valencies subject to a time-dependent thermal gradient.",C_adjacent_enabling_evidence,10.0,True,48,True,False
P0724,iTE,2018,Surfactant-driven Amphoteric Doping of Carbon Nanotubes,10.1002/asia.201801490,TC_96ff8a3db67b,carbon nanotube,material_system,carbon material,material_entity,audited_paper_concept_map,carbon nanotube,controlled_rule,0.94,True,80,True,True
P0724,iTE,2018,Surfactant-driven Amphoteric Doping of Carbon Nanotubes,10.1002/asia.201801490,TC_a1b3b82d80d4,p/n thermogalvanic series design,device_context,device function,device_function,audited_paper_concept_map,"carbon nanotube films dispersed with anionic or nonionic surfactants | surfactant functional groups amphoterically dope CNTs, with anionic surfactants favoring p-type and nonionic surfactants favoring n-type behavior while oxygen adsorption competes",domain_curated_rule,0.97,True,273,True,False
P0725,iTE,2017,Thermal conductivity of liquid/carbon nanotube core-shell nanocomposites,10.1063/1.4973488,TC_29e6f835676f,thermal conductivity,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"Hollow carbon nanotubes (CNTs) were impregnated with an ionic liquid, resulting in a composite core-shell nanostructure. || The liquid core was found to reduce the thermal conductivity of the base structure, CNT, from ca.",C_adjacent_enabling_evidence,10.0,True,421,True,False
P0725,iTE,2017,Thermal conductivity of liquid/carbon nanotube core-shell nanocomposites,10.1063/1.4973488,TC_47081fe3324b,transmission electron microscopy,evidence_method,microscopy,characterization_method,audited_paper_concept_map,transmission electron microscopy,controlled_rule,0.94,True,31,True,False
