audit_type,left_node_id,left_role,left_label,left_document_frequency,right_node_id,right_role,right_label,right_document_frequency,string_similarity,recommended_action
nested_same_role,TC_621f048a7e27,outcome_property,high seebeck,102,TC_7d3a34d8db98,outcome_property,high seebeck coefficient,71,0.6667,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_621f048a7e27,outcome_property,high seebeck,102,TC_99659f102a2d,outcome_property,higher seebeck,8,0.9231,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_621f048a7e27,outcome_property,high seebeck,102,TC_bf225c253905,outcome_property,highest seebeck,12,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_621f048a7e27,outcome_property,high seebeck,102,TC_d371be910c4a,outcome_property,high ionic seebeck coefficient,20,0.5714,retain_both_until_semantic_role_review
nested_same_role,TC_621f048a7e27,outcome_property,high seebeck,102,TC_f146f60c39b8,outcome_property,exhibits high seebeck,2,0.7273,retain_both_until_semantic_role_review
nested_same_role,TC_6a63fa461f80,outcome_property,ionic seebeck coefficient,69,TC_a5500e762b38,outcome_property,negative ionic seebeck coefficient,6,0.8475,retain_both_until_semantic_role_review
nested_same_role,TC_6a63fa461f80,outcome_property,ionic seebeck coefficient,69,TC_d371be910c4a,outcome_property,high ionic seebeck coefficient,20,0.9091,retain_both_until_semantic_role_review
nested_same_role,TC_6a63fa461f80,outcome_property,ionic seebeck coefficient,69,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8636,retain_both_until_semantic_role_review
nested_same_role,TC_6b68476b0f17,outcome_property,higher electrical conductivity,10,TC_9f58ed907e7b,outcome_property,electrical conductivity,320,0.8679,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_6b68476b0f17,outcome_property,higher electrical conductivity,10,TC_c6879e15a4a5,outcome_property,high electrical conductivity,36,0.9655,retain_both_until_semantic_role_review
nested_same_role,TC_6b6a93538ade,outcome_property,low conductivity,7,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.8,retain_both_until_semantic_role_review
nested_same_role,TC_6b6a93538ade,outcome_property,low conductivity,7,TC_a186b2172bfb,outcome_property,low electrical conductivity,10,0.7442,retain_both_until_semantic_role_review
nested_same_role,TC_6b6a93538ade,outcome_property,low conductivity,7,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.6667,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_6c693438881a,outcome_property,low thermal conductivity,111,TC_dd9400f91d54,outcome_property,ultralow thermal conductivity,28,0.9057,retain_both_until_semantic_role_review
nested_same_role,TC_6c693438881a,outcome_property,low thermal conductivity,111,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.8571,retain_both_until_semantic_role_review
nested_same_role,TC_72a8e8ff9e38,outcome_property,suppress lattice thermal conductivity,6,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.8615,retain_both_until_semantic_role_review
nested_same_role,TC_73d845ad955f,outcome_property,exhibits high seebeck coefficient,2,TC_7d3a34d8db98,outcome_property,high seebeck coefficient,71,0.8421,retain_both_until_semantic_role_review
nested_same_role,TC_73d845ad955f,outcome_property,exhibits high seebeck coefficient,2,TC_f146f60c39b8,outcome_property,exhibits high seebeck,2,0.7778,retain_both_until_semantic_role_review
nested_same_role,TC_73d845ad955f,outcome_property,exhibits high seebeck coefficient,2,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.7308,retain_both_until_semantic_role_review
nested_same_role,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,TC_8bc0b47e1cb1,outcome_property,lowers lattice thermal conductivity,10,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,TC_d56dc4f98560,outcome_property,ultralow lattice thermal conductivity,25,0.8615,retain_both_until_semantic_role_review
nested_same_role,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.9333,retain_both_until_semantic_role_review
nested_same_role,TC_76960d9c4db3,outcome_property,ionic thermopower,51,TC_e17c90934900,outcome_property,giant ionic thermopower,4,0.85,retain_both_until_semantic_role_review
nested_same_role,TC_76960d9c4db3,outcome_property,ionic thermopower,51,TC_f1340e9cfd7d,outcome_property,thermopower ionic thermoelectric,4,0.5714,retain_both_until_semantic_role_review
nested_same_role,TC_7d3a34d8db98,outcome_property,high seebeck coefficient,71,TC_d371be910c4a,outcome_property,high ionic seebeck coefficient,20,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_7d3a34d8db98,outcome_property,high seebeck coefficient,71,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8837,retain_both_until_semantic_role_review
nested_same_role,TC_833db70fede3,outcome_property,seebeck coefficient values,6,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8444,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_8bc0b47e1cb1,outcome_property,lowers lattice thermal conductivity,10,TC_d56dc4f98560,outcome_property,ultralow lattice thermal conductivity,25,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_8bc0b47e1cb1,outcome_property,lowers lattice thermal conductivity,10,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.9552,retain_both_until_semantic_role_review
nested_same_role,TC_8c562d80af5e,outcome_property,p-type seebeck,10,TC_d4eae4c54280,outcome_property,p-type seebeck coefficient,7,0.7,retain_both_until_semantic_role_review
nested_same_role,TC_9094466f9abc,outcome_property,maximum seebeck,7,TC_b106513d776e,outcome_property,maximum seebeck coefficient,7,0.7143,retain_both_until_semantic_role_review
nested_same_role,TC_96183bbe79fc,outcome_property,thermal conductivity kappa,13,TC_a617f8794240,outcome_property,conductivity kappa,13,0.8182,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_99659f102a2d,outcome_property,higher seebeck,8,TC_bf225c253905,outcome_property,highest seebeck,12,0.8966,retain_both_until_semantic_role_review
nested_same_role,TC_9efe72c79875,outcome_property,high conductivity,26,TC_b8cf7db31161,outcome_property,high thermal conductivity,8,0.8095,retain_both_until_semantic_role_review
nested_same_role,TC_9efe72c79875,outcome_property,high conductivity,26,TC_c6879e15a4a5,outcome_property,high electrical conductivity,36,0.7556,retain_both_until_semantic_role_review
nested_same_role,TC_9f58ed907e7b,outcome_property,electrical conductivity,320,TC_a186b2172bfb,outcome_property,low electrical conductivity,10,0.92,retain_both_until_semantic_role_review
nested_same_role,TC_9f58ed907e7b,outcome_property,electrical conductivity,320,TC_c6879e15a4a5,outcome_property,high electrical conductivity,36,0.902,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_9f58ed907e7b,outcome_property,electrical conductivity,320,TC_d326178f3651,outcome_property,electronic conductivity,37,0.913,retain_both_until_semantic_role_review
nested_same_role,TC_a2d89f87d6bd,outcome_property,maximum output power density,9,TC_a6ad80f6088e,outcome_property,power density,146,0.6341,retain_both_until_semantic_role_review
nested_same_role,TC_a2d89f87d6bd,outcome_property,maximum output power density,9,TC_d2aa7fb72c0d,outcome_property,maximum power density,28,0.8571,retain_both_until_semantic_role_review
nested_same_role,TC_a5500e762b38,outcome_property,negative ionic seebeck coefficient,6,TC_a7a1c1916d24,outcome_property,negative seebeck,14,0.64,retain_both_until_semantic_role_review
nested_same_role,TC_a5500e762b38,outcome_property,negative ionic seebeck coefficient,6,TC_a9899c8119a5,outcome_property,negative seebeck coefficient,12,0.9032,retain_both_until_semantic_role_review
nested_same_role,TC_a5500e762b38,outcome_property,negative ionic seebeck coefficient,6,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.717,retain_both_until_semantic_role_review
nested_same_role,TC_a6ad80f6088e,outcome_property,power density,146,TC_d2aa7fb72c0d,outcome_property,maximum power density,28,0.7647,retain_both_until_semantic_role_review
nested_same_role,TC_a6ad80f6088e,outcome_property,power density,146,TC_fb7c1ddc034b,outcome_property,high power density,12,0.8387,retain_both_until_semantic_role_review
nested_same_role,TC_a7a1c1916d24,outcome_property,negative seebeck,14,TC_a9899c8119a5,outcome_property,negative seebeck coefficient,12,0.7273,retain_both_until_semantic_role_review
nested_same_role,TC_a9899c8119a5,outcome_property,negative seebeck coefficient,12,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8085,retain_both_until_semantic_role_review
nested_same_role,TC_b106513d776e,outcome_property,maximum seebeck coefficient,7,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8261,retain_both_until_semantic_role_review
nested_same_role,TC_bbefb53d18ff,outcome_property,thermopower ionic,7,TC_e17c90934900,outcome_property,giant ionic thermopower,4,0.55,retain_both_until_semantic_role_review
nested_same_role,TC_bbefb53d18ff,outcome_property,thermopower ionic,7,TC_f1340e9cfd7d,outcome_property,thermopower ionic thermoelectric,4,0.6939,retain_both_until_semantic_role_review
nested_same_role,TC_d0e0c372ca44,outcome_property,large seebeck coefficient,22,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8636,retain_both_until_semantic_role_review
nested_same_role,TC_d371be910c4a,outcome_property,high ionic seebeck coefficient,20,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.7755,retain_both_until_semantic_role_review
nested_same_role,TC_d4eae4c54280,outcome_property,p-type seebeck coefficient,7,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8444,retain_both_until_semantic_role_review
nested_same_role,TC_d56dc4f98560,outcome_property,ultralow lattice thermal conductivity,25,TC_dd9400f91d54,outcome_property,ultralow thermal conductivity,28,0.8788,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_d56dc4f98560,outcome_property,ultralow lattice thermal conductivity,25,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.9275,retain_both_until_semantic_role_review
nested_same_role,TC_e17c90934900,outcome_property,giant ionic thermopower,4,TC_e74f23ef844a,outcome_property,giant thermopower,14,0.85,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_f3d47ac021e3,outcome_property,seebeck coefficients,118,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.9744,retain_both_until_semantic_role_review
nested_same_role,TC_38b40867b616,structure_state,double-network hydrogel,6,TC_b2d1806de346,structure_state,double-network hydrogel mechanics,5,0.8214,retain_both_until_semantic_role_review
nested_same_role,TC_1d5881e64c16,evidence_method,atomic force microscopy,8,TC_7e814a721c60,evidence_method,force microscopy,8,0.8205,retain_both_until_semantic_role_review
nested_same_role,TC_47081fe3324b,evidence_method,transmission electron microscopy,31,TC_d22039aa1053,evidence_method,electron microscopy,52,0.7451,retain_both_until_semantic_role_review
nested_same_role,TC_90b5b4884180,evidence_method,impedance spectroscopy,40,TC_fb9e48f8fccc,evidence_method,electrochemical impedance spectroscopy,20,0.7333,retain_both_until_semantic_role_review
nested_same_role,TC_9f2a83a40ea0,evidence_method,scanning electron microscopy,58,TC_d22039aa1053,evidence_method,electron microscopy,52,0.8085,retain_both_until_semantic_role_review
nested_same_role,TC_d92c13f679c0,evidence_method,density functional theory,174,TC_f03d434aaf79,evidence_method,density functional theory calculations,22,0.7937,retain_both_until_semantic_role_review
nested_same_role,TC_3adf60d2b753,device_context,speed li+ conduction for thermal charging,1,TC_56d63e7861fa,device_context,thermal charging,12,0.5614,retain_both_until_semantic_role_review
nested_same_role,TC_4a03efbf55b0,device_context,high-temperature thermal charging cells,1,TC_56d63e7861fa,device_context,thermal charging,12,0.5818,retain_both_until_semantic_role_review
nested_same_role,TC_56d63e7861fa,device_context,thermal charging,12,TC_6ccc8409b3fa,device_context,magnesium-ion thermal charging cell,1,0.6275,retain_both_until_semantic_role_review
nested_same_role,TC_56d63e7861fa,device_context,thermal charging,12,TC_a9605ab8c359,device_context,boost thermal charging,1,0.8421,retain_both_until_semantic_role_review
nested_same_role,TC_56d63e7861fa,device_context,thermal charging,12,TC_bd3b2f20353e,device_context,zinc-ion thermal charging supercapacitor,1,0.5714,retain_both_until_semantic_role_review
nested_same_role,TC_56d63e7861fa,device_context,thermal charging,12,TC_c56e71f05aa0,device_context,thermal charging redox storage,103,0.6957,retain_both_until_semantic_role_review
nested_same_role,TC_56d63e7861fa,device_context,thermal charging,12,TC_eef5fa640dfd,device_context,zinc-iodine thermal charging cell,1,0.6531,retain_both_until_semantic_role_review
nested_same_role,TC_92e7aaedd074,device_context,photothermal conversion,19,TC_b7dc4e8f8cf3,device_context,cnt photothermal conversion reinforce rubber,1,0.6866,retain_both_until_semantic_role_review
