mention_id,domain,paper_id,raw_phrase,status
iTE:P1154:n1,iTE,P1154,catechol-containing dual-network architecture,not_yet_annotated
iTE:P1154:n2,iTE,P1154,strong wet adhesion and robust mechanical stability,not_yet_annotated
iTE:P1155:n1,iTE,P1155,BST,not_yet_annotated
iTE:P1155:n2,iTE,P1155,ionic thermal migration,not_yet_annotated
iTE:P1157:n1,iTE,P1157,Ce with its mixed-valence states (Ce3+/Ce4+),not_yet_annotated
iTE:P1157:n2,iTE,P1157,carrier concentration,not_yet_annotated
iTE:P1158:n1,iTE,P1158,Co substitution,not_yet_annotated
iTE:P1158:n2,iTE,P1158,thermal conductivity,not_yet_annotated
iTE:P1159:n1,iTE,P1159,charge compensation effect,not_yet_annotated
iTE:P1159:n2,iTE,P1159,free electrons,not_yet_annotated
iTE:P1160:n1,iTE,P1160,PT to hexagonal phase,not_yet_annotated
iTE:P1160:n2,iTE,P1160,jump of the ionic Seebeck coefficient,not_yet_annotated
iTE:P1161:n1,iTE,P1161,thermal reduction,not_yet_annotated
iTE:P1161:n2,iTE,P1161,concentration of electron holes,not_yet_annotated
iTE:P1162:n1,iTE,P1162,spontaneous temperature gradient,not_yet_annotated
iTE:P1162:n2,iTE,P1162,functioning as the TENG,not_yet_annotated
iTE:P1163:n1,iTE,P1163,n,not_yet_annotated
iTE:P1163:n2,iTE,P1163,TE properties,not_yet_annotated
iTE:P1164:n1,iTE,P1164,dopant K grain boundary segregation,not_yet_annotated
iTE:P1164:n2,iTE,P1164,electrical resistivity,not_yet_annotated
iTE:P1164:n3,iTE,P1164,Seebeck coefficient,not_yet_annotated
iTE:P1165:n1,iTE,P1165,vacancy mediation,not_yet_annotated
iTE:P1165:n2,iTE,P1165,contrast in ion mobility,not_yet_annotated
iTE:P1167:n1,iTE,P1167,molecular-level solvation structures,not_yet_annotated
iTE:P1167:n2,iTE,P1167,exfoliation,not_yet_annotated
iTE:P1168:n1,iTE,P1168,Cu ions,not_yet_annotated
iTE:P1168:n2,iTE,P1168,reduced kappa L,not_yet_annotated
iTE:P1168:n3,iTE,P1168,enhanced carrier mobility,not_yet_annotated
iTE:P1169:n1,iTE,P1169,selective ion transport pathways,not_yet_annotated
iTE:P1169:n2,iTE,P1169,thermodiffusion effect,not_yet_annotated
iTE:P1170:n1,iTE,P1170,lattice distortion,not_yet_annotated
iTE:P1170:n2,iTE,P1170,phonon scattering,not_yet_annotated
iTE:P1171:n1,iTE,P1171,Nb doping,not_yet_annotated
iTE:P1171:n2,iTE,P1171,carrier concentration,not_yet_annotated
iTE:P1172:n1,iTE,P1172,doping with holes,not_yet_annotated
iTE:P1172:n2,iTE,P1172,thermoelectric efficiency,not_yet_annotated
iTE:P1173:n1,iTE,P1173,transition state between the FeCl4-active and FeL (6)-active regions,not_yet_annotated
iTE:P1173:n2,iTE,P1173,observed dip structures,not_yet_annotated
iTE:P1174:n1,iTE,P1174,higher viscosity of the electrolyte,not_yet_annotated
iTE:P1174:n2,iTE,P1174,lower growth rate,not_yet_annotated
iTE:P1175:n1,iTE,P1175,carbon nanotubes (CNT) and reduced graphene oxide (rGO),not_yet_annotated
iTE:P1175:n2,iTE,P1175,photothermal (PT) absorption,not_yet_annotated
iTE:P1176:n1,iTE,P1176,Engineering the configurational entropy,not_yet_annotated
iTE:P1176:n2,iTE,P1176,multivalley electronic structure of the valence band,not_yet_annotated
iTE:P1177:n1,iTE,P1177,high-entropy perovskite structures,not_yet_annotated
iTE:P1177:n2,iTE,P1177,large lattice distortion,not_yet_annotated
iTE:P1178:n1,iTE,P1178,Fe atoms,not_yet_annotated
iTE:P1178:n2,iTE,P1178,Cu ion diffusion,not_yet_annotated
iTE:P1179:n1,iTE,P1179,pumping and heating procedure,not_yet_annotated
iTE:P1179:n2,iTE,P1179,size of the NP clusters,not_yet_annotated
iTE:P1180:n1,iTE,P1180,Soret effect,not_yet_annotated
iTE:P1180:n2,iTE,P1180,thermoelectric conversion properties,not_yet_annotated
iTE:P1181:n1,iTE,P1181,immobile charged side chains,not_yet_annotated
iTE:P1181:n2,iTE,P1181,thermo-diffusion of only single-type ions,not_yet_annotated
iTE:P1182:n1,iTE,P1182,Mg is simultaneously substituted for Co,not_yet_annotated
iTE:P1182:n2,iTE,P1182,decrease in the Seebeck coefficient,not_yet_annotated
iTE:P1183:n1,iTE,P1183,weak and heterogeneous chemical bonding,not_yet_annotated
iTE:P1183:n2,iTE,P1183,strong anharmonic lattice dynamics,not_yet_annotated
iTE:P1185:n1,iTE,P1185,Te-covered Pt,not_yet_annotated
iTE:P1185:n2,iTE,P1185,deposition of BiTe,not_yet_annotated
iTE:P1186:n1,iTE,P1186,electrode thickness t,not_yet_annotated
iTE:P1186:n2,iTE,P1186,charge transfer resistance Rct and diffusion resistance Rdif,not_yet_annotated
iTE:P1187:n1,iTE,P1187,O vacancies,not_yet_annotated
iTE:P1187:n2,iTE,P1187,holes,not_yet_annotated
iTE:P1188:n1,iTE,P1188,electrochemical active surface area (EASA),not_yet_annotated
iTE:P1188:n2,iTE,P1188,R-1ct and Rdif-1,not_yet_annotated
iTE:P1189:n1,iTE,P1189,polymer chain breathing model,not_yet_annotated
iTE:P1189:n2,iTE,P1189,increased conductivity,not_yet_annotated
iTE:P1190:n1,iTE,P1190,viscosity eta,not_yet_annotated
iTE:P1190:n2,iTE,P1190,R-s,not_yet_annotated
iTE:P1191:n1,iTE,P1191,ultrathin plasmonic nanohole arrays,not_yet_annotated
iTE:P1191:n2,iTE,P1191,higher temperatures,not_yet_annotated
iTE:P1193:n1,iTE,P1193,changing the anion X from N to Bi,not_yet_annotated
iTE:P1193:n2,iTE,P1193,band gap,not_yet_annotated
iTE:P1194:n1,iTE,P1194,incommensurability ratio and/or the charge of the RS block,not_yet_annotated
iTE:P1194:n2,iTE,P1194,S values,not_yet_annotated
iTE:P1197:n1,iTE,P1197,oxygen,not_yet_annotated
iTE:P1197:n2,iTE,P1197,Seebeck coefficient,not_yet_annotated
iTE:P1198:n1,iTE,P1198,Highly distorted O-Ba-6 octahedral framework with weak ionic bonds,not_yet_annotated
iTE:P1198:n2,iTE,P1198,strong phonon scattering,not_yet_annotated
iTE:P1200:n1,iTE,P1200,Na3SCl,not_yet_annotated
iTE:P1200:n2,iTE,P1200,p -type semiconducting nature,not_yet_annotated
iTE:P1201:n1,iTE,P1201,low elastic stiffness,not_yet_annotated
iTE:P1201:n2,iTE,P1201,small phonon group velocities,not_yet_annotated
iTE:P1202:n1,iTE,P1202,CALSG hydrogel,not_yet_annotated
iTE:P1202:n2,iTE,P1202,suppresses TR propagation,not_yet_annotated
iTE:P1203:n1,iTE,P1203,lower effective mass,not_yet_annotated
iTE:P1203:n2,iTE,P1203,better mobility,not_yet_annotated
iTE:P1206:n1,iTE,P1206,temperature,not_yet_annotated
iTE:P1206:n2,iTE,P1206,thermoelectric figure of merit,not_yet_annotated
iTE:P1207:n1,iTE,P1207,chemical substitution of the alkali metal ions,not_yet_annotated
iTE:P1207:n2,iTE,P1207,phase transition temperature,not_yet_annotated
iTE:P1208:n1,iTE,P1208,higher temperature,not_yet_annotated
iTE:P1208:n2,iTE,P1208,these anomalies,not_yet_annotated
iTE:P1209:n1,iTE,P1209,cation-anion co-doping strategy,not_yet_annotated
iTE:P1209:n2,iTE,P1209,activation energy,not_yet_annotated
iTE:P1210:n1,iTE,P1210,"small, symmetrical and not branched cations and anions",not_yet_annotated
iTE:P1210:n2,iTE,P1210,Seebeck,not_yet_annotated
iTE:P1211:n1,iTE,P1211,PBE-D3 dispersion correction,not_yet_annotated
iTE:P1211:n2,iTE,P1211,direct bandgap,not_yet_annotated
iTE:P1212:n1,iTE,P1212,chain length of the alkyl substituent,not_yet_annotated
iTE:P1212:n2,iTE,P1212,vaporization enthalpies,not_yet_annotated
iTE:P1213:n1,iTE,P1213,"stoichiometric compositions, Cu3TlTe2 and Ag3TlTe2",not_yet_annotated
iTE:P1213:n2,iTE,P1213,sign of the thermoelectric power,not_yet_annotated
iTE:P1214:n1,iTE,P1214,dislocations,not_yet_annotated
iTE:P1214:n2,iTE,P1214,scattering strength of mid-frequency phonon,not_yet_annotated
iTE:P1215:n1,iTE,P1215,CaZn2Si2,not_yet_annotated
iTE:P1215:n2,iTE,P1215,n-type transport,not_yet_annotated
iTE:P1216:n1,iTE,P1216,bath composition and applied potential,not_yet_annotated
iTE:P1216:n2,iTE,P1216,stoichiometry,not_yet_annotated
iTE:P1217:n1,iTE,P1217,electron-hole compensation,not_yet_annotated
iTE:P1217:n2,iTE,P1217,unusual thermo-e.m.f. behavior,not_yet_annotated
iTE:P1218:n1,iTE,P1218,momentum transfer arguments,not_yet_annotated
iTE:P1218:n2,iTE,P1218,Haeffner effect,not_yet_annotated
iTE:P1219:n1,iTE,P1219,increasing p(sh),not_yet_annotated
iTE:P1219:n2,iTE,P1219,T-c-suppression by Pr-doping,not_yet_annotated
iTE:P1220:n1,iTE,P1220,Pt/NbO2 interfacial bonds of metallic and partly covalent character,not_yet_annotated
iTE:P1220:n2,iTE,P1220,mechanically stable during operation,not_yet_annotated
iTE:P1221:n1,iTE,P1221,potential energy barrier at the heterointerfaces,not_yet_annotated
iTE:P1221:n2,iTE,P1221,electron conduction,not_yet_annotated
iTE:P1222:n1,iTE,P1222,low effective masses,not_yet_annotated
iTE:P1222:n2,iTE,P1222,high carrier mobility,not_yet_annotated
iTE:P1223:n1,iTE,P1223,Double substitution with Gd and W,not_yet_annotated
iTE:P1223:n2,iTE,P1223,electrical conductivity,not_yet_annotated
iTE:P1224:n1,iTE,P1224,ionic exchange,not_yet_annotated
iTE:P1224:n2,iTE,P1224,PbSe films,not_yet_annotated
iTE:P1225:n1,iTE,P1225,sulfonate groups in P,not_yet_annotated
iTE:P1225:n2,iTE,P1225,dispersed the graphene flakes into nanoscale electronic channels,not_yet_annotated
iTE:P1226:n1,iTE,P1226,dynamic charge transfer and electronic orbital overlapping under atomic distortion,not_yet_annotated
iTE:P1226:n2,iTE,P1226,total energy,not_yet_annotated
iTE:P1227:n1,iTE,P1227,interplay between a Kondo scattering and the crystal field,not_yet_annotated
iTE:P1227:n2,iTE,P1227,large positive peak in S(T),not_yet_annotated
iTE:P1228:n1,iTE,P1228,shear modulus is far smaller than its bulk modulus,not_yet_annotated
iTE:P1228:n2,iTE,P1228,shape deformation is easier,not_yet_annotated
iTE:P1229:n1,iTE,P1229,addition of Li,not_yet_annotated
iTE:P1229:n2,iTE,P1229,bond strain,not_yet_annotated
iTE:P1232:n1,iTE,P1232,reordering of Cu atoms,not_yet_annotated
iTE:P1232:n2,iTE,P1232,strong negative thermal expansion,not_yet_annotated
iTE:P1234:n1,iTE,P1234,Te-deficiency,not_yet_annotated
iTE:P1234:n2,iTE,P1234,weak chemical bonding between In1+ atoms and In3+Te2- clusters,not_yet_annotated
iTE:P1236:n1,iTE,P1236,ionic hysteresis at heterointerfaces,not_yet_annotated
iTE:P1236:n2,iTE,P1236,Cu migration,not_yet_annotated
iTE:P1237:n1,iTE,P1237,redistribution and migration of charged defects,not_yet_annotated
iTE:P1237:n2,iTE,P1237,memristive switching,not_yet_annotated
iTE:P1238:n1,iTE,P1238,vacancy concentration,not_yet_annotated
iTE:P1238:n2,iTE,P1238,thermal conductivity,not_yet_annotated
iTE:P1239:n1,iTE,P1239,dual-site compound defects,not_yet_annotated
iTE:P1239:n2,iTE,P1239,unusual covalent bonds,not_yet_annotated
iTE:P1240:n1,iTE,P1240,dissociation of water molecules,not_yet_annotated
iTE:P1240:n2,iTE,P1240,mobile protons,not_yet_annotated
iTE:P1241:n1,iTE,P1241,small polaron hopping among molybdenum sites,not_yet_annotated
iTE:P1241:n2,iTE,P1241,electronic conduction,not_yet_annotated
iTE:P1242:n1,iTE,P1242,increasing temperature difference and decreasing chamber thickness,not_yet_annotated
iTE:P1242:n2,iTE,P1242,resistance components of thermodiffusion and EDL,not_yet_annotated
iTE:P1243:n1,iTE,P1243,point defect and local disorder scattering,not_yet_annotated
iTE:P1243:n2,iTE,P1243,lattice thermal conductivity,not_yet_annotated
iTE:P1244:n1,iTE,P1244,magnetic and compressive strains induced by impurities,not_yet_annotated
iTE:P1244:n2,iTE,P1244,phonon dynamics,not_yet_annotated
iTE:P1245:n1,iTE,P1245,layered structure of solvent molecules at the particle-solvent interface,not_yet_annotated
iTE:P1245:n2,iTE,P1245,nonionic driving force,not_yet_annotated
iTE:P1246:n1,iTE,P1246,space charge interface mechanism,not_yet_annotated
iTE:P1246:n2,iTE,P1246,Conductivity enhancements,not_yet_annotated
iTE:P1247:n1,iTE,P1247,atomic weight of the A site,not_yet_annotated
iTE:P1247:n2,iTE,P1247,thermal conductivity,not_yet_annotated
iTE:P1248:n1,iTE,P1248,mesogen orientation of LCE network,not_yet_annotated
iTE:P1248:n2,iTE,P1248,thermopower,not_yet_annotated
iTE:P1249:n1,iTE,P1249,high atomic density and strong structural disorder,not_yet_annotated
iTE:P1249:n2,iTE,P1249,total thermal conductivity,not_yet_annotated
iTE:P1250:n1,iTE,P1250,doping Li into Cu2S,not_yet_annotated
iTE:P1250:n2,iTE,P1250,ionic activation energy,not_yet_annotated
iTE:P1251:n1,iTE,P1251,KCl,not_yet_annotated
iTE:P1251:n2,iTE,P1251,ion source,not_yet_annotated
iTE:P1252:n1,iTE,P1252,increasing content of Mg,not_yet_annotated
iTE:P1252:n2,iTE,P1252,Majority of the bonds,not_yet_annotated
iTE:P1253:n1,iTE,P1253,boundary scattering at low temperatures and temperature-independent phonon-impurity scattering at high temperatures,not_yet_annotated
iTE:P1253:n2,iTE,P1253,reduction of thermal conductivity,not_yet_annotated
iTE:P1254:n1,iTE,P1254,steady state difference between concentrations,not_yet_annotated
iTE:P1254:n2,iTE,P1254,Seebeck coefficient,not_yet_annotated
iTE:P1255:n1,iTE,P1255,weakness of the ionic bonds,not_yet_annotated
iTE:P1255:n2,iTE,P1255,soft acoustic phonon modes,not_yet_annotated
iTE:P1256:n1,iTE,P1256,low electrical conductivity,not_yet_annotated
iTE:P1256:n2,iTE,P1256,small ZT,not_yet_annotated
iTE:P1257:n1,iTE,P1257,removal of the excess insulating PSS and the phase separation between the PEDOT and PSS chains,not_yet_annotated
iTE:P1257:n2,iTE,P1257,enhanced electrical conductivity,not_yet_annotated
iTE:P1259:n1,iTE,P1259,polar solvents with lower thermal conductivity,not_yet_annotated
iTE:P1259:n2,iTE,P1259,thermal conductivity of the three ILs,not_yet_annotated
iTE:P1260:n1,iTE,P1260,enhanced interfacial interaction between the filler and matrix,not_yet_annotated
iTE:P1260:n2,iTE,P1260,superior mechanical properties,not_yet_annotated
iTE:P1261:n1,iTE,P1261,effective band convergence,not_yet_annotated
iTE:P1261:n2,iTE,P1261,density of states effective mass,not_yet_annotated
iTE:P1263:n1,iTE,P1263,GdmCl,not_yet_annotated
iTE:P1263:n2,iTE,P1263,thermosensitive crystals,not_yet_annotated
iTE:P1263:n3,iTE,P1263,entropy differences between redox couples,not_yet_annotated
iTE:P1264:n1,iTE,P1264,Pb-CTBs,not_yet_annotated
iTE:P1264:n2,iTE,P1264,ionic Pb-Te bonds,not_yet_annotated
iTE:P1265:n1,iTE,P1265,Nanoscale dimensions in the radial direction,not_yet_annotated
iTE:P1265:n2,iTE,P1265,ion-hopping barriers,not_yet_annotated
iTE:P1266:n1,iTE,P1266,acoustic-optical phonon coupling,not_yet_annotated
iTE:P1266:n2,iTE,P1266,extremely low lattice thermal conductivity,not_yet_annotated
iTE:P1267:n1,iTE,P1267,inversion of the radial temperature gradient,not_yet_annotated
iTE:P1267:n2,iTE,P1267,radial thermoelectric power in the liquid,not_yet_annotated
iTE:P1269:n1,iTE,P1269,strains,not_yet_annotated
iTE:P1269:n2,iTE,P1269,reduced mobility,not_yet_annotated
iTE:P1270:n1,iTE,P1270,Ti content,not_yet_annotated
iTE:P1270:n2,iTE,P1270,dc conductivity,not_yet_annotated
iTE:P1271:n1,iTE,P1271,NCS/ACC electrodes,not_yet_annotated
iTE:P1271:n2,iTE,P1271,electrochemical performance and thermoelectric applications,not_yet_annotated
iTE:P1272:n1,iTE,P1272,EMIM:TCM,not_yet_annotated
iTE:P1272:n2,iTE,P1272,structure reorganization of PEDOT:PSS,not_yet_annotated
iTE:P1273:n1,iTE,P1273,alkylphosphanes,not_yet_annotated
iTE:P1273:n2,iTE,P1273,activate tellurium and form soluble phosphane tellurides,not_yet_annotated
iTE:P1274:n1,iTE,P1274,optically induced thermoelectric field,not_yet_annotated
iTE:P1274:n2,iTE,P1274,formation of tightly assembled nanoparticles,not_yet_annotated
iTE:P1275:n1,iTE,P1275,decomposes into Li4P2S6,not_yet_annotated
iTE:P1275:n2,iTE,P1275,deterioration of the ionic conductivity,not_yet_annotated
iTE:P1276:n1,iTE,P1276,anisotropic phonon group velocity,not_yet_annotated
iTE:P1276:n2,iTE,P1276,lattice thermal conductivity,not_yet_annotated
iTE:P1277:n1,iTE,P1277,organic-cation pre-intercalation,not_yet_annotated
iTE:P1277:n2,iTE,P1277,weakened electrostatic interactions,not_yet_annotated
iTE:P1278:n1,iTE,P1278,weakening of the ` bonding',not_yet_annotated
iTE:P1278:n2,iTE,P1278,increase of the c-axis parameter and V,not_yet_annotated
iTE:P1279:n1,iTE,P1279,higher substitution,not_yet_annotated
iTE:P1279:n2,iTE,P1279,p-type conduction,not_yet_annotated
iTE:P1280:n1,iTE,P1280,strong four-phonon interactions,not_yet_annotated
iTE:P1280:n2,iTE,P1280,heat transport,not_yet_annotated
iTE:P1281:n1,iTE,P1281,implantation parameters,not_yet_annotated
iTE:P1281:n2,iTE,P1281,defect zone,not_yet_annotated
iTE:P1282:n1,iTE,P1282,thermal activation of ILMs,not_yet_annotated
iTE:P1282:n2,iTE,P1282,lattice thermal conductivity,not_yet_annotated
iTE:P1283:n1,iTE,P1283,alloy scattering and secondary phase formation,not_yet_annotated
iTE:P1283:n2,iTE,P1283,increased resistivity,not_yet_annotated
iTE:P1285:n1,iTE,P1285,host-guest charge transfer,not_yet_annotated
iTE:P1285:n2,iTE,P1285,increase in the thermoelectric figure of merit with increasing external pressure,not_yet_annotated
iTE:P1286:n1,iTE,P1286,interaction of the anisotropic rattling motions of endohedral Sr with Ga atoms,not_yet_annotated
iTE:P1286:n2,iTE,P1286,electron-phonon coupling,not_yet_annotated
iTE:P1287:n1,iTE,P1287,ionic liquid binary mixture,not_yet_annotated
iTE:P1287:n2,iTE,P1287,higher solubility of Bi(III) and Te(IV) precursors,not_yet_annotated
iTE:P1289:n1,iTE,P1289,incorporation of a biomolecule,not_yet_annotated
iTE:P1289:n2,iTE,P1289,thermal conductivity of CNT yarns,not_yet_annotated
iTE:P1290:n1,iTE,P1290,diffusive nature of thermal transport by so-called diffusons,not_yet_annotated
iTE:P1290:n2,iTE,P1290,low thermal conductivity,not_yet_annotated
iTE:P1291:n1,iTE,P1291,electron localization,not_yet_annotated
iTE:P1291:n2,iTE,P1291,smaller number of free electrons,not_yet_annotated
iTE:P1292:n1,iTE,P1292,spontaneous ion exchange,not_yet_annotated
iTE:P1292:n2,iTE,P1292,nanophase segregation between PEDOT and PSS,not_yet_annotated
iTE:P1293:n1,iTE,P1293,highly ionic conductive glass,not_yet_annotated
iTE:P1293:n2,iTE,P1293,anodic bonding,not_yet_annotated
iTE:P1294:n1,iTE,P1294,high mobility of carriers,not_yet_annotated
iTE:P1294:n2,iTE,P1294,Seebeck coefficient and electrical conductivity,not_yet_annotated
iTE:P1295:n1,iTE,P1295,new ionic Ti-Sb bonds,not_yet_annotated
iTE:P1295:n2,iTE,P1295,stiffness of the Co-Sb bonds,not_yet_annotated
iTE:P1296:n1,iTE,P1296,smaller ionic radius at the Ca site,not_yet_annotated
iTE:P1296:n2,iTE,P1296,overall thermal conductivity,not_yet_annotated
iTE:P1297:n1,iTE,P1297,strong anharmonicity,not_yet_annotated
iTE:P1297:n2,iTE,P1297,low lattice thermal conductivity,not_yet_annotated
iTE:P1298:n1,iTE,P1298,ordered conductive domains and carrier mobility,not_yet_annotated
iTE:P1298:n2,iTE,P1298,electrical conductivities,not_yet_annotated
iTE:P1300:n1,iTE,P1300,dopant-induced local pinning,not_yet_annotated
iTE:P1300:n2,iTE,P1300,Cu diffusion,not_yet_annotated
iTE:P1301:n1,iTE,P1301,square root of scan rate,not_yet_annotated
iTE:P1301:n2,iTE,P1301,cathodic peak currents,not_yet_annotated
iTE:P1302:n1,iTE,P1302,secondary vortices,not_yet_annotated
iTE:P1302:n2,iTE,P1302,hotspot cooling,not_yet_annotated
iTE:P1303:n1,iTE,P1303,free convection,not_yet_annotated
iTE:P1303:n2,iTE,P1303,thermal diffusion measurements,not_yet_annotated
iTE:P1304:n1,iTE,P1304,larger ionic size of the halogen atoms,not_yet_annotated
iTE:P1304:n2,iTE,P1304,lattice parameters,not_yet_annotated
iTE:P1307:n1,iTE,P1307,crystalline interior of the salt crystal,not_yet_annotated
iTE:P1307:n2,iTE,P1307,stabilize the excess dopant atoms against oxidation and deintercalation,not_yet_annotated
iTE:P1308:n1,iTE,P1308,RE ionic radius,not_yet_annotated
iTE:P1308:n2,iTE,P1308,charge carriers concentration n,not_yet_annotated
iTE:P1309:n1,iTE,P1309,hopping of Ag ions to adjacent vacancies,not_yet_annotated
iTE:P1309:n2,iTE,P1309,deformed Te-sublattice,not_yet_annotated
iTE:P1311:n1,iTE,P1311,Bi3+ lone pairs,not_yet_annotated
iTE:P1311:n2,iTE,P1311,anomalously high T-CO,not_yet_annotated
iTE:P1313:n1,iTE,P1313,hole concentration,not_yet_annotated
iTE:P1313:n2,iTE,P1313,high electrical conductivity and low Seebeck coefficient,not_yet_annotated
iTE:P1314:n1,iTE,P1314,introduction of donor levels,not_yet_annotated
iTE:P1314:n2,iTE,P1314,increased electron contribution,not_yet_annotated
iTE:P1315:n1,iTE,P1315,ion-electron interaction,not_yet_annotated
iTE:P1315:n2,iTE,P1315,temperature sensing capabilities,not_yet_annotated
iTE:P1316:n1,iTE,P1316,repulsive interactions with ion species,not_yet_annotated
iTE:P1316:n2,iTE,P1316,coulombic interactions between the ion pairs,not_yet_annotated
iTE:P1316:n3,iTE,P1316,ion diffusion in large-size clusters,not_yet_annotated
iTE:P1316:n4,iTE,P1316,relaxation time of the ions,not_yet_annotated
iTE:P1317:n1,iTE,P1317,"local structural distortion, weak bonding environment, and strong lattice anharmonicity",not_yet_annotated
iTE:P1317:n2,iTE,P1317,thermal and ion transport behavior,not_yet_annotated
iTE:P1318:n1,iTE,P1318,gate,not_yet_annotated
iTE:P1318:n2,iTE,P1318,constant voltage of 0.60 V,not_yet_annotated
iTE:P1319:n1,iTE,P1319,more covalent Cr & horbar;Se bonds,not_yet_annotated
iTE:P1319:n2,iTE,P1319,interlayer charge transfer,not_yet_annotated
iTE:P1320:n1,iTE,P1320,pore size and salinity,not_yet_annotated
iTE:P1320:n2,iTE,P1320,Exclusion-diffusion potentials,not_yet_annotated
iTE:P1321:n1,iTE,P1321,residual Cu3Se2 and elemental Cu,not_yet_annotated
iTE:P1321:n2,iTE,P1321,anomalous electrical transport behavior,not_yet_annotated
iTE:P1322:n1,iTE,P1322,coherent phonon scattering,not_yet_annotated
iTE:P1322:n2,iTE,P1322,reduction in lattice thermal conductivity,not_yet_annotated
iTE:P1323:n1,iTE,P1323,two modes of stacking disorder,not_yet_annotated
iTE:P1323:n2,iTE,P1323,average structure with higher symmetry,not_yet_annotated
iTE:P1324:n1,iTE,P1324,Sb,not_yet_annotated
iTE:P1324:n2,iTE,P1324,Si sites,not_yet_annotated
iTE:P1325:n1,iTE,P1325,highly conductive porous Fe3O4@RGO/PEDOT:PSS hybrid,not_yet_annotated
iTE:P1325:n2,iTE,P1325,electron transfer,not_yet_annotated
iTE:P1326:n1,iTE,P1326,Alkali metal atoms,not_yet_annotated
iTE:P1326:n2,iTE,P1326,acoustic-optical phonons,not_yet_annotated
iTE:P1327:n1,iTE,P1327,p(g(7)NC(4)N),not_yet_annotated
iTE:P1327:n2,iTE,P1327,highest thermoelectric performance,not_yet_annotated
iTE:P1328:n1,iTE,P1328,"Initial 2,3,5,6-tetrafluoro-7,7,8,8-tetracyano-quinodimethane (F4TCNQ) diffusion doping followed by anion exchange",not_yet_annotated
iTE:P1328:n2,iTE,P1328,higher conductivity,not_yet_annotated
iTE:P1330:n1,iTE,P1330,dissociation of ionic assembly 'GeTe4',not_yet_annotated
iTE:P1330:n2,iTE,P1330,semiconductor-metal transition,not_yet_annotated
iTE:P1332:n1,iTE,P1332,ionic radius of the R3+ cations,not_yet_annotated
iTE:P1332:n2,iTE,P1332,cell volume,not_yet_annotated
iTE:P1334:n1,iTE,P1334,anion and the cation,not_yet_annotated
iTE:P1334:n2,iTE,P1334,morphology and microstructure,not_yet_annotated
iTE:P1335:n1,iTE,P1335,acid content and the proportion of zwitterionic compound AYP K+,not_yet_annotated
iTE:P1335:n2,iTE,P1335,properties of the hydrogel electrolyte,not_yet_annotated
iTE:P1336:n1,iTE,P1336,Scanning the potential negatively,not_yet_annotated
iTE:P1336:n2,iTE,P1336,three-step mechanism,not_yet_annotated
iTE:P1339:n1,iTE,P1339,HTIG,not_yet_annotated
iTE:P1339:n2,iTE,P1339,limiting oxygen index (LOI) of wood,not_yet_annotated
iTE:P1341:n1,iTE,P1341,anharmonicity and disorder,not_yet_annotated
iTE:P1341:n2,iTE,P1341,specific phonon quasiparticles dominated by the Cu ions,not_yet_annotated
iTE:P1342:n1,iTE,P1342,extensive hydrogen bonding and charge stabilization,not_yet_annotated
iTE:P1342:n2,iTE,P1342,supramolecular assembly and gelification of PEDOT:PSS,not_yet_annotated
iTE:P1343:n1,iTE,P1343,nanoconfinement effect,not_yet_annotated
iTE:P1343:n2,iTE,P1343,thermal decomposition,not_yet_annotated
iTE:P1345:n1,iTE,P1345,confined nanostructure,not_yet_annotated
iTE:P1345:n2,iTE,P1345,efficient transport of small-size Cl- anions,not_yet_annotated
iTE:P1345:n3,iTE,P1345,movement of large-size cations,not_yet_annotated
iTE:P1346:n1,iTE,P1346,mobile ion hopping,not_yet_annotated
iTE:P1346:n2,iTE,P1346,number density fluctuation,not_yet_annotated
iTE:P1347:n1,iTE,P1347,electronic transport,not_yet_annotated
iTE:P1347:n2,iTE,P1347,Seebeck coefficient,not_yet_annotated
iTE:P1348:n1,iTE,P1348,thinner deposited layers,not_yet_annotated
iTE:P1348:n2,iTE,P1348,ASR values,not_yet_annotated
iTE:P1349:n1,iTE,P1349,multi-stage interlocked configurations,not_yet_annotated
iTE:P1349:n2,iTE,P1349,precise recognition of subtle signals,not_yet_annotated
iTE:P1350:n1,iTE,P1350,immobile bismuth(III) ions,not_yet_annotated
iTE:P1350:n2,iTE,P1350,pathways,not_yet_annotated
iTE:P1351:n1,iTE,P1351,oxidation of Ge-9(4-) Zintl anions,not_yet_annotated
iTE:P1351:n2,iTE,P1351,germanium with the empty clathrate-II structure,not_yet_annotated
iTE:P1352:n1,iTE,P1352,concentration of mobile interstitials,not_yet_annotated
iTE:P1352:n2,iTE,P1352,oxygen ionic conductivity,not_yet_annotated
iTE:P1353:n1,iTE,P1353,ionic thermoelectric field,not_yet_annotated
iTE:P1353:n2,iTE,P1353,nanoparticles migrate,not_yet_annotated
iTE:P1354:n1,iTE,P1354,Substituting Eu2+ with the more ionic Sr2+,not_yet_annotated
iTE:P1354:n2,iTE,P1354,mobility,not_yet_annotated
iTE:P1355:n1,iTE,P1355,electron-electron interaction caused by the presence of disorder,not_yet_annotated
iTE:P1355:n2,iTE,P1355,transport process at the low temperatures,not_yet_annotated
iTE:P1356:n1,iTE,P1356,high electrical conductivity,not_yet_annotated
iTE:P1356:n2,iTE,P1356,areal thermoelectric output power,not_yet_annotated
iTE:P1357:n1,iTE,P1357,grain boundaries,not_yet_annotated
