paper_id,year,source_membership,concept_id,canonical_concept,evidence_field,evidence_text,rule_kind,mapping_status
P0548,2024,iTE,C95D66F92B2,carbon nanotube family,title,High thermoelectric performance of multiwalled carbon nanotubes based ionogels,family_recall,already_mapped
P0550,2024,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,temperature-dependent charge-carrier generation competes with thermodiffusion to produce giant thermoelectric response,synonym_recall,already_mapped
P0557,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),material_raw,hydrogel with proton Soret effect and benzoquinone/hydroquinone redox couple,synonym_recall,already_mapped
P0558,2022,iTE,CDAC0413DCA,gelatin-based polymer family,title,Gelatin/polyacrylamide ionic conductive hydrogel with skin temperature-triggered adhesion for human motion sensing and body heat harvesting,family_recall,already_mapped
P0561,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"MXene nanosheets provide electron tunneling pathways while ions provide Soret effect, enabling steady and fluctuating heat harvesting",synonym_recall,already_mapped
P0564,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,ion steric effect coupled with ion thermodiffusion in electric double layers enhances nanochannel Seebeck coefficient,synonym_recall,already_mapped
P0566,2014,iTE,C95D66F92B2,carbon nanotube family,material_raw,semiconducting single-wall carbon nanotube network gated by ionic liquid electric double layer,family_recall,already_mapped
P0569,2023,iTE,CDAC0413DCA,gelatin-based polymer family,material_raw,gelatin/EMIM:Ac ionogel doped with acetate salts including Na+ acetate,family_recall,already_mapped
P0576,2020,iTE,C0783369D77,PEDOT family,material_raw,PEDOT/polyurethane/ionic-liquid elastic composite,family_recall,already_mapped
P0580,2026,iTE,CE6FC512ED2,dynamic crosslinked gel network,mechanism_raw,e PVA and create IL-rich microphase-separated structures that promote ion migration while retaining reversible crosslinking,family_recall,added
P0590,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"DBS- anchors at biphasic interfaces, suppressing anion migration and promoting cation thermodiffusion while reinforcing physical crosslinks",synonym_recall,already_mapped
P0595,2026,iTE,C95D66F92B2,carbon nanotube family,title,Ionic Additive Engineering of Water-Processable Single-Walled Carbon Nanotube and Carboxymethyl Cellulose Composites for High-Performance Organic Thermoelectrics,family_recall,already_mapped
P0604,2022,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,mperature gradients by electronic Seebeck effect while ionogel harvests temperature fluctuations by Soret effect,synonym_recall,already_mapped
P0607,2023,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS composite with size-selective ionic crosslinking by oligo(ethylene glycol) pendants and metal ions,family_recall,already_mapped
P0614,2021,iTE,C95D66F92B2,carbon nanotube family,title,Thermoelectric energy harvesting electronic skin (e-skin) Patch with reconfigurable carbon nanotube clays,family_recall,already_mapped
P0615,2020,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,High Thermoelectric Performance in n-Type Perylene Bisimide Induced by the Soret Effect,synonym_recall,already_mapped
P0618,2018,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS film with ionic-liquid surface ion accumulation,family_recall,already_mapped
P0619,2022,iTE,C0783369D77,PEDOT family,title,rvation of Morphological and Oxidation Level Degradation Processes within Ionic Liquid Post-treated PEDOT:PSS Thin Films upon Operation at High Temperatures,family_recall,already_mapped
P0621,2019,iTE,C0783369D77,PEDOT family,material_raw,PSSH-doped PEDOT:PSS proton-doped mixed ionic conductive film under MOF-801/hydrogel self-humidifying layer,family_recall,already_mapped
P0622,2020,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS electronic unit integrated with ionogel ionic unit,family_recall,already_mapped
P0622,2020,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,mperature gradients by electronic Seebeck effect while ionogel harvests temperature fluctuations by Soret ion diffusion,synonym_recall,already_mapped
P0625,2021,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS ionic conductor with inorganic chloride salts,family_recall,already_mapped
P0628,2020,iTE,C0783369D77,PEDOT family,title,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,family_recall,already_mapped
P0634,2019,iTE,C0783369D77,PEDOT family,title,Treatment Agents for Simultaneous Improvement of Seebeck Coefficient and Electrical Conductivity in PEDOT:PSS Films,family_recall,already_mapped
P0637,2019,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"heat treatment lowers ionic conductivity and eliminates Soret effect, speeding micro-supercapacitor charging",synonym_recall,already_mapped
P0651,2017,iTE,C95D66F92B2,carbon nanotube family,title,Synergistic Impacts of Electrolyte Adsorption on the Thermoelectric Properties of Single-Walled Carbon Nanotubes,family_recall,already_mapped
P0652,2017,iTE,C0783369D77,PEDOT family,title,ffects of Additives and Post-Treatment on the Thermoelectric Performance of Vapor-Phase Polymerized PEDOT Films,family_recall,already_mapped
P0653,2018,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,Thermodiffusion of repulsive charged nanoparticles - the interplay between single-particle and thermoelectric contributions,synonym_recall,already_mapped
P0655,2016,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS polymeric mixed ionic-electronic conductor,family_recall,already_mapped
P0656,2016,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS/electrode thermoelectric polymer system,family_recall,already_mapped
P0659,2017,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,Poisson-Nernst-Planck modeling shows thermovoltage develops on Debye time while Soret concentration gradients develop on bulk diffusion time,synonym_recall,already_mapped
P0660,2016,iTE,C2106B674B9,iodide/triiodide,material_raw,protic ionic liquids with I-/I3- redox couple,synonym_recall,already_mapped
P0676,2013,iTE,C2106B674B9,iodide/triiodide,material_raw,ionic liquid thermoelectrochemical cells with iodide/triiodide redox couple,synonym_recall,already_mapped
P0680,2025,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,AgNW electronic network enables electron tunneling while ionogel Soret effect provides ultrahigh thermopower under steady/fluctuating gradients,synonym_recall,already_mapped
P0682,2022,iTE,CDAC0413DCA,gelatin-based polymer family,material_raw,flexible ionic thermoelectric gelatin plus porous dual-size Al2O3 hydrovoltaic generator,family_recall,already_mapped
P0685,2026,iTE,C95D66F92B2,carbon nanotube family,title,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,family_recall,already_mapped
P0688,2012,iTE,C0783369D77,PEDOT family,title,Simultaneous Increases in Electrical Conductivity and Seebeck Coefficient of PEDOT:PSS Films by Adding Ionic Liquids into a Polymer Solution,family_recall,already_mapped
P0693,2024,iTE,CDAC0413DCA,gelatin-based polymer family,material_raw,gelatin/EMIM:DCA supramolecular ionic thermoelectric gel,family_recall,already_mapped
P0705,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"ionic thermodiffusion in polyelectrolyte gates nanowire conductance, enabling extraction of local ionic diffusion parameters",synonym_recall,already_mapped
P0708,2021,iTE,CDAC0413DCA,gelatin-based polymer family,material_raw,gelatin/ionic liquid/single-walled carbon nanotube mixed ion-electron ionogel,family_recall,already_mapped
P0708,2021,iTE,C95D66F92B2,carbon nanotube family,title,A mixed ion-electron conducting carbon nanotube ionogel to efficiently harvest heat from both a temperature gradient and temperature fluctuation,family_recall,already_mapped
P0708,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,ionic liquid harvests temperature fluctuation through ion accumulation variation/Soret effect while SWNT electronic network harvests temperature gradient through Seebeck effect,synonym_recall,already_mapped
P0720,2019,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,synonym_recall,already_mapped
P0723,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,different cation/anion Soret coefficients and boundary-blocked thermodiffusive flux create Debye-layer charge imbalance and time-dependent electrolyte Seebeck voltage,synonym_recall,already_mapped
P0724,2018,iTE,C95D66F92B2,carbon nanotube family,title,Surfactant-driven Amphoteric Doping of Carbon Nanotubes,family_recall,already_mapped
P0725,2017,iTE,C95D66F92B2,carbon nanotube family,title,Thermal conductivity of liquid/carbon nanotube core-shell nanocomposites,family_recall,already_mapped
P0729,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,Thermodiffusion of alkali ions in alkali niobophosphate glasses,synonym_recall,already_mapped
P0737,2024,iTE,CDAC0413DCA,gelatin-based polymer family,title,Multi-crosslinked gelatin-based composite hydrogel featuring high thermoelectric performance and excellent flame retardancy for intelligent fire-warning system,family_recall,already_mapped
P0738,2026,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS/SWCNT/cellulose nanocrystal-doped PVA/borax ionic hydrogel in ionic-liquid/water binary solvent,family_recall,already_mapped
P0738,2026,iTE,C95D66F92B2,carbon nanotube family,material_raw,PEDOT:PSS/SWCNT/cellulose nanocrystal-doped PVA/borax ionic hydrogel in ionic-liquid/water binary solvent,family_recall,already_mapped
P0759,2019,iTE,C95D66F92B2,carbon nanotube family,title,Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,family_recall,already_mapped
P0764,2019,iTE,C0783369D77,PEDOT family,material_raw,chemically treated PEDOT:PSS mixed ion-electron conducting polymer,family_recall,already_mapped
P0807,2022,iTE,C95D66F92B2,carbon nanotube family,title,Ionic-liquid doping of carbon nanotubes with [HMIM][BF4] for flexible thermoelectric generators,family_recall,already_mapped
P0810,2023,iTE,C0783369D77,PEDOT family,title,High-performance post-treatment-free PEDOT based thermoelectric with the establishment of long-range ordered conductive paths,family_recall,already_mapped
P0815,2023,iTE,C0783369D77,PEDOT family,title,Flexible Wet-Spun PEDOT:PSS Microfibers Integrating Thermal-Sensing and Joule Heating Functions for Smart Textiles,family_recall,already_mapped
P0817,2024,iTE,CDAC0413DCA,gelatin-based polymer family,title,"Gelatin-based ionic hydrogel for intelligent fire-alarm system with considerable toughness, flame retardancy, and thermoelectric performance",family_recall,already_mapped
P0825,2023,iTE,C0783369D77,PEDOT family,title,Ionic Liquid-Induced Inversion of the Humidity-Dependent Conductivity of Thin PEDOT:PSS Films,family_recall,already_mapped
P0828,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"aligned porous lignocellulose combines Soret effect with water-driven ion reciprocating migration, avoiding ion-polarization saturation for continuous output",synonym_recall,already_mapped
P0832,2021,iTE,C95D66F92B2,carbon nanotube family,title,ric double-layer gating: Simultaneous control of the thermoelectric properties of p-type and n-type carbon nanotubes,family_recall,already_mapped
P0834,2018,iTE,C2106B674B9,iodide/triiodide,title,Selective Ionic Conduction in Choline Iodide/Triiodide Solid Electrolyte and Its Application to Thermocells,synonym_recall,already_mapped
P0836,2025,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,PAM-PVP gels with KI3/KI and K3Fe(CN)6/K4Fe(CN)6 redox couples sharing K+ counterion,family_recall,already_mapped
P0836,2025,iTE,CCAABE058E7,ferri/ferrocyanide redox chemistry,material_raw,PAM-PVP gels with KI3/KI and K3Fe(CN)6/K4Fe(CN)6 redox couples sharing K+ counterion,synonym_recall,already_mapped
P0838,2015,iTE,C95D66F92B2,carbon nanotube family,title,Varying the ionic functionalities of conjugated polyelectrolytes leads to both p- and n-type carbon nanotube composites for flexible thermoelectrics,family_recall,already_mapped
P0841,2025,iTE,CDAC0413DCA,gelatin-based polymer family,material_raw,gelatin/polyacrylamide/glycerol/tannic acid/NaCl thermosensitive ionic hydrogel,family_recall,already_mapped
P0841,2025,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,NaCl-based ionic thermodiffusion in adhesive flame-retardant hydrogel gives high Seebeck sensitivity for battery cooling and overheating warning,synonym_recall,already_mapped
P0851,2022,iTE,C0783369D77,PEDOT family,material_raw,PEDOT/poly(2-acrylamido-2-methyl-1-propanesulfonic acid)/bisulfate mixed ionic-electronic hydrogel,family_recall,already_mapped
P0851,2022,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"bisulfate anions thermodiffuse from hot to cold via Soret effect, producing large negative ionic Seebeck coefficient",synonym_recall,already_mapped
P0858,2021,iTE,C0783369D77,PEDOT family,title,Synergistically Boosting Thermoelectric Performance of PEDOT:PSS/SWCNT Composites via the Ion-Exchange Effect and Promoting SWCNT Dispersion by the Ionic Liquid,family_recall,already_mapped
P0858,2021,iTE,C95D66F92B2,carbon nanotube family,title,Synergistically Boosting Thermoelectric Performance of PEDOT:PSS/SWCNT Composites via the Ion-Exchange Effect and Promoting SWCNT Dispersion by the Ionic Liquid,family_recall,already_mapped
P0862,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"Soret-driven ion migration and heat transfer are unified by dimensionless similarity variables, with cationic reduced Soret coefficient dominatin",synonym_recall,already_mapped
P0864,2026,iTE,C0783369D77,PEDOT family,title,Synergistic ionic doping for enhanced thermopower and switchable polarity in PEDOT: PSS ionic thermoelectrics,family_recall,already_mapped
P0864,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,LiBF4/CuCl2 dual ionic doping forms [CuCl4]2- complexes that drive anion-dominated thermodiffusion and reversible p-n thermopower switching,synonym_recall,already_mapped
P0869,2025,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS/water-borne polyurethane/ionic-liquid soft thermoelectric composite,family_recall,already_mapped
P0872,2018,iTE,C0783369D77,PEDOT family,title,Promoting Dual Electronic and Ionic Transport in PEDOT by Embedding Carbon Nanotubes for Large Thermoelectric Responses,family_recall,already_mapped
P0872,2018,iTE,C95D66F92B2,carbon nanotube family,title,Promoting Dual Electronic and Ionic Transport in PEDOT by Embedding Carbon Nanotubes for Large Thermoelectric Responses,family_recall,already_mapped
P0873,2022,iTE,C95D66F92B2,carbon nanotube family,title,Environmentally friendly ionic side chain organic small molecule/single-walled carbon nanotube composites have high TE performance,family_recall,already_mapped
P0887,2021,iTE,C95D66F92B2,carbon nanotube family,title,Improved room-temperature thermoelectric characteristics in F4TCNQ-doped CNT yarn/P3HT composite by controlled doping,family_recall,already_mapped
P0888,2026,iTE,C95D66F92B2,carbon nanotube family,title,Temperature-Driven Reversible p-to-n Switching in Ionic Liquid-Modified Single-Walled Carbon Nanotube Thermoelectric Films for Flexible Waste Heat Recovery,family_recall,already_mapped
P0888,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,temperature-activated anion thermodiffusion via Soret effect reversibly switches Seebeck polarity while electronic CNT network remains p-type at room temperature,synonym_recall,already_mapped
P0890,2021,iTE,C0783369D77,PEDOT family,title,ally Improving Flexibility and Thermoelectric Performance of Composite Yarn by Continuous Ultrathin PEDOT:PSS/DMSO/Ionic Liquid Coating,family_recall,already_mapped
P0892,2026,iTE,C0783369D77,PEDOT family,title,Synergistic doping of PEDOT:PSS for high performance fabric-based photothermoelectric generator,family_recall,already_mapped
P0892,2026,iTE,C95D66F92B2,carbon nanotube family,material_raw,"d photothermoelectric generator using PEDOT:PSS synergistically doped with DMSO, ionic liquids, and CNTs",family_recall,already_mapped
P0896,2023,iTE,C95D66F92B2,carbon nanotube family,title,Carrier type control in cement-based thermoelectric composites with carbon nanotube and SrTiO3 nanoparticles,family_recall,already_mapped
P0916,2024,iTE,C0783369D77,PEDOT family,material_raw,ionic-liquid-modulated PEDOT:PSS/SWCNT/polycarbonate thermoplastic composite,family_recall,already_mapped
P0916,2024,iTE,C95D66F92B2,carbon nanotube family,material_raw,ionic-liquid-modulated PEDOT:PSS/SWCNT/polycarbonate thermoplastic composite,family_recall,already_mapped
P0932,2020,iTE,C0783369D77,PEDOT family,title,Enhanced Electrical Conductivity and Seebeck Coefficient in PEDOT:PSS via a Two-Step Ionic Liquid and NaBH4 Treatment for Organic Thermoelectrics,family_recall,already_mapped
P0938,2024,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,dients drive streaming potential from ionic electrokinetics and ionic thermoelectric potential from Soret effect,synonym_recall,already_mapped
P0940,2023,iTE,C0783369D77,PEDOT family,title,Achieving Free-Standing PEDOT:PSS Solar Generators with Efficient All-in-One Photothermoelectric Conversion,family_recall,already_mapped
P0944,2026,iTE,C95D66F92B2,carbon nanotube family,title,al-ionic liquids for enhancing electron conductivity and thermoelectric properties of single-walled carbon nanotube composites,family_recall,already_mapped
P0981,2022,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,gelatin/glutaraldehyde/KCl/Fe(CN)6 4-/3- ionic thermoelectric cell,family_recall,added
P0981,2022,iTE,CDAC0413DCA,gelatin-based polymer family,title,Realizing record-high output power in flexible gelatin/GTA-KCl-FeCN4-/3- ionic thermoelectric cells enabled by extending the working temperature range,family_recall,already_mapped
P0981,2022,iTE,CCAABE058E7,ferri/ferrocyanide redox chemistry,mechanism_raw,"glutaraldehyde covalent network extends working temperature range and increases Fe(CN)6 redox entropy difference, raising thermopower and power density",synonym_recall,already_mapped
P0984,2021,iTE,C0783369D77,PEDOT family,title,Simultaneous increases in electrical conductivity and work function of ionic liquid treated PEDOT:PSS: In-depth investigation and thermoelectric application,family_recall,already_mapped
P0984,2021,iTE,C95D66F92B2,carbon nanotube family,material_raw,PEDOT:PSS and CNT/PEDOT:PSS films post-treated with TFSI-containing ionic liquid,family_recall,already_mapped
P0990,2024,iTE,C5E47CC0A62,Hofmeister/chaotropic effect,title,ugh Ionic Organohydrogels with Negative-Thermopower via the Synergy of Coordination Interaction and Hofmeister Effect,synonym_recall,already_mapped
P1002,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"reviewed mechanisms include electronic thermoelectricity, Soret-effect ionic thermoelectricity, integrated energy conversion, and quasi-TE nanogeneration",synonym_recall,already_mapped
P1003,2023,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,hydrogel thermocells with [Fe(CN)6]4-/[Fe(CN)6]3- couples,family_recall,already_mapped
P1007,2021,iTE,C95D66F92B2,carbon nanotube family,material_raw,interdigital CNT/PVA-H3PO4 solid-gel polymer thermally chargeable supercapacitor,family_recall,already_mapped
P1007,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,H3PO4-doped PVA provides ionic Soret voltage while CNT interdigital electrodes store charge as an electric double-layer capacitor,synonym_recall,already_mapped
P1016,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"anoparticle/ionic-liquid interface, colloidal stability, effective charge, entropy of transfer, and thermodiffusion",synonym_recall,already_mapped
P1022,2021,iTE,C0783369D77,PEDOT family,title,"Progress of Strategies for Improving Thermoelectric Performance of Poly(3,4-ethylenedioxythiophene):Poly(styrene sulfonate)",family_recall,already_mapped
P1022,2021,iTE,C95D66F92B2,carbon nanotube family,material_raw,"PEDOT:PSS and PEDOT:PSS composites with ionic-liquid treatment, acid/base treatment, CNTs, and graphene",family_recall,already_mapped
P1029,2026,iTE,C0783369D77,PEDOT family,title,Continuous heat harvesting by an ionogel mixed with PEDOT:PSS under both fluctuated and steady temperature gradients,family_recall,already_mapped
P1029,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,PEDOT:PSS hole tunneling and ionogel Soret-effect ion accumulation synergistically enable continuous heat harvesting under steady gradients,synonym_recall,already_mapped
P1045,2022,iTE,C5E47CC0A62,Hofmeister/chaotropic effect,title,Hofmeister Effect and Electrostatic Interaction Enhanced Ionic Conductive Organohydrogels for Electronic Applications,synonym_recall,already_mapped
P1053,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"temperature-dependent mobility, Soret thermodiffusion, and slip-amplified thermoosmosis control ionic thermoelectric response",synonym_recall,already_mapped
P1060,2024,iTE,C95D66F92B2,carbon nanotube family,title,Carbon Nanotube Yarns Tailored Using Dispersants and Surfactants for Flexible and Wearable Thermoelectric Generators,family_recall,already_mapped
P1073,2020,iTE,C95D66F92B2,carbon nanotube family,title,Enhancing the thermoelectric performance of single-walled carbon nanotube-conducting polymer nanocomposites,family_recall,already_mapped
P1084,2018,iTE,C0783369D77,PEDOT family,title,Tailoring the Seebeck Coefficient of PEDOT:PSS by Controlling Ion Stoichiometry in Ionic Liquid Additives,family_recall,already_mapped
P1086,2017,iTE,C0783369D77,PEDOT family,title,Effective treatment methods on PEDOT:PSS to enhance its thermoelectric performance,family_recall,already_mapped
P1109,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,Cl- thermodiffusion changes conduction from p-type electronic to n-type ionic and produces giant negative Seebeck coefficient,synonym_recall,already_mapped
P1121,2020,iTE,C0783369D77,PEDOT family,title,"xylate, an ionic-type, water-soluble reducing reagent to effectively improve seebeck coefficient of PEDOT:PSS film",family_recall,already_mapped
P1141,2023,iTE,C0783369D77,PEDOT family,material_raw,EMIM DCA-posttreated PEDOT:PSS thin films,family_recall,already_mapped
P1143,2023,iTE,CDAC0413DCA,gelatin-based polymer family,title,Anionic entanglement-induced giant thermopower in ionic thermoelectric material Gelatin-CF3SO3K-CH3SO3K,family_recall,already_mapped
P1143,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"entanglement between CF3SO3- and CH3SO3- slows anion thermodiffusion, suppresses bipolar effects, and boosts p-type thermopower",synonym_recall,already_mapped
P1146,2022,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS/SWCNT composite film post-treated with LiTFSI ionic liquid,family_recall,already_mapped
P1146,2022,iTE,C95D66F92B2,carbon nanotube family,title,Flexible and Foldable Films of SWCNT Thermoelectric Composites and an S-Shape Thermoelectric Generator with a Vertical Temperature Gradient,family_recall,already_mapped
P1155,2026,iTE,CDAC0413DCA,gelatin-based polymer family,material_raw,kappa-carrageenan/gelatin hydrogel with Bi0.3Sb1.7Te3 particles and KOH electrolyte,family_recall,already_mapped
P1169,2026,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,gelatin/Fe(CN)6 4-/3-/MWCNT ionic thermoelectric gel,family_recall,added
P1169,2026,iTE,CDAC0413DCA,gelatin-based polymer family,material_raw,gelatin/Fe(CN)6 4-/3-/MWCNT ionic thermoelectric gel,family_recall,already_mapped
P1169,2026,iTE,C95D66F92B2,carbon nanotube family,title,Lotus-root-fiber inspired stretchable and self-healing ionic thermoelectric gels with carbon nanotubes for enhanced high-temperature performance,family_recall,already_mapped
P1169,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,MWCNTs provide structural/self-healing support and selective ion transport pathways that enhance thermodiffusion,synonym_recall,already_mapped
P1175,2026,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,Janus bilayer PVA hydrogel with CNT/rGO photothermal top layer and K4[Fe(CN)6]/K3[Fe(CN)6] redox electrolyte,family_recall,already_mapped
P1175,2026,iTE,C95D66F92B2,carbon nanotube family,material_raw,Janus bilayer PVA hydrogel with CNT/rGO photothermal top layer and K4[Fe(CN)6]/K3[Fe(CN)6] redox electrolyte,family_recall,already_mapped
P1175,2026,iTE,CCAABE058E7,ferri/ferrocyanide redox chemistry,material_raw,Janus bilayer PVA hydrogel with CNT/rGO photothermal top layer and K4[Fe(CN)6]/K3[Fe(CN)6] redox electrolyte,synonym_recall,already_mapped
P1180,2025,iTE,C95D66F92B2,carbon nanotube family,title,"Multifunctional carbon nanotubes based hydrogel integrates photothermal water desalination, photothermal power generation, sensing, and flame retardancy, with a multi purp",family_recall,already_mapped
P1180,2025,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"Soret-driven ion migration gives tunable thermoelectric conversion while CNT/IL network adds photothermal, sensing, and flame-retardant functions",synonym_recall,already_mapped
P1188,2025,iTE,CA6C42A1D77,ferri/ferrocyanide family,title,Resistance components of liquid thermoelectric converter composed of [Fe(CN)6]3-/[Fe(CN)6]4- aqueous electrolyte and graphite-dispersing electrodes,family_recall,already_mapped
P1210,2020,iTE,C2106B674B9,iodide/triiodide,material_raw,"ionic liquids with Co(bpy)3 3+/2+, I3-/I-, and I3-/3I- redox couples",synonym_recall,added
P1225,2025,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,"poly(2-acrylamido-2-methyl-1-propanesulfonic acid)/potassium ferricyanide/graphene flake PFG films, especially PFG3",family_recall,added
P1242,2020,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"temperature gradients affect thermodiffusion and electrical double layers, changing resistance, capacitance, noise, and Seebeck response",synonym_recall,already_mapped
P1251,2024,iTE,CDAC0413DCA,gelatin-based polymer family,title,Flexible thermoelectric CMTs/KCl/gelatin composite for a wearable pressure and temperature sensor,family_recall,already_mapped
P1254,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,ebeck coefficient is framed as steady-state hot/cold carrier concentration imbalance; ionic Seebeck/Soret effect follows chemical-kinetic and thermodynamic principles,synonym_recall,already_mapped
P1257,2015,iTE,C0783369D77,PEDOT family,title,An Effective Approach to Enhanced Thermoelectric Properties of PEDOT:PSS Films by a DES Post-Treatment,family_recall,already_mapped
P1263,2026,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,PAA-K3Fe(CN)6/K4Fe(CN)6-guanidinium chloride hydrogel (PFGH),family_recall,already_mapped
P1263,2026,iTE,C2A8A04727D,guanidinium chloride (GdmCl),material_raw,PAA-K3Fe(CN)6/K4Fe(CN)6-guanidinium chloride hydrogel (PFGH),synonym_recall,already_mapped
P1263,2026,iTE,CCAABE058E7,ferri/ferrocyanide redox chemistry,mechanism_raw,"GdmCl induces thermosensitive K4Fe(CN)6 crystallization, increasing redox entropy difference; PAA-[Fe(CN)6] hydrogen bonding gives mechanical robustness",synonym_recall,already_mapped
P1272,2022,iTE,C0783369D77,PEDOT family,title,Deciphering the superior thermoelectric property of post-treatment-free PEDOT:PSS/IL hybrid by X-ray and neutron scattering characterization,family_recall,already_mapped
P1289,2022,iTE,C95D66F92B2,carbon nanotube family,title,Carbon Nanotube/Biomolecule Composite Yarn for Wearable Thermoelectric Applications,family_recall,already_mapped
P1292,2018,iTE,C0783369D77,PEDOT family,title,Ionic Liquid Designed for PEDOT:PSS Conductivity Enhancement,family_recall,already_mapped
P1315,2026,iTE,C0783369D77,PEDOT family,material_raw,"layered flexible nanocoating of thermoelectric graphene, PEDOT:PSS, and ionic liquid",family_recall,already_mapped
P1318,2024,iTE,C95D66F92B2,carbon nanotube family,material_raw,amorphous FeCl3 particles dispersed in MWCNT with ferric chloride or water gate,family_recall,already_mapped
P1325,2023,iTE,C0783369D77,PEDOT family,title,Fabrication of Highly Conductive Porous Fe3O4@RGO/PEDOT:PSS Composite Films via Acid Post-Treatment and Their Applications as Electrochemical Supercapacitor and Thermoelectric Material,family_recall,already_mapped
P1342,2023,iTE,C0783369D77,PEDOT family,title,Direct ink writing of PEDOT eutectogels as substrate-free dry electrodes for electromyography,family_recall,already_mapped
P1343,2025,iTE,C95D66F92B2,carbon nanotube family,title,Ionic liquids confined in carbon nanotubes: multiphase evolution driven by electron beam and temperature variations,family_recall,already_mapped
P1353,2015,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,Temperature dependence of the Soret coefficient of ionic colloids,synonym_recall,already_mapped
P1356,2022,iTE,C0783369D77,PEDOT family,material_raw,ionic-liquid-doped PEDOT:PSS hydrogels without conductive fillers,family_recall,already_mapped
P1375,2025,iTE,CDAC0413DCA,gelatin-based polymer family,title,Multilayer Electrode Strategy Shorten Thermal Charging Time and Boost Energy Output in Gelatin-Based i-TE Cells,family_recall,already_mapped
P1381,2021,iTE,C0783369D77,PEDOT family,material_raw,ionic thermoelectric devices with PEDOT:PSS conducting polymer electrodes,family_recall,already_mapped
