paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P1073,C834938B9D1,HAuCl4,material_entity,chemical formula,material_raw,HAuCl4,chemical_formula_parser,0.9
P1073,C95D66F92B2,carbon nanotube family,material_entity,carbon material family,material_raw,carbon nanotube,controlled_rule+prediction_family_collapse,0.94
P1073,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,electronic structure,controlled_rule,0.94
P1073,CDF78985483,nanocomposite,material_system,composite material,material_raw,nanocomposites,controlled_rule,0.94
P1074,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P1075,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P1075,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1075,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"Cu1.99Se, Cu1.95Se, and Cu1.8Se with CuI-based solid electrolyte | ionic Seebeck coefficient reflects phase-transition entropy and activation-energy differences for Cu-ion transport",domain_curated_rule,0.97
P1075,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1075,CB7671839CC,electrochemical refrigeration thermocell,device_function,device function,material+mechanism+abstract,"Cu1.99Se, Cu1.95Se, and Cu1.8Se with CuI-based solid electrolyte | ionic Seebeck coefficient reflects phase-transition entropy and activation-energy differences for Cu-ion transport",domain_curated_rule,0.97
P1075,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P1075,CCFD9A81EEE,solid electrolyte,material_system,electrolyte and solvent,material_raw,solid electrolyte,controlled_rule,0.94
P1075,CF0253D4799,ionic thermopower,property_metric,property/metric,abstract/material/mechanism,ionic thermopower,cleaned_open_concept,0.78
P1075,CF613FF5F63,seebeck coefficient values,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient values,cleaned_open_concept,0.78
P1076,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1076,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1076,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1076,CA790CA4BE0,lower thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lower thermal conductivity,cleaned_open_concept,0.78
P1076,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,reduces lattice thermal conductivity,controlled_rule,0.94
P1076,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1077,CADCC57C7F1,SnSe,material_entity,solid thermoelectric,material_raw,SnSe,controlled_rule,0.94
P1077,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,water-synthesized SnSe particles with Na+ ionic adsorbates | Na+ adsorbates direct microstructure and remain as dopants/defects/grain-boundary complexions that control transport,domain_curated_rule,0.97
P1078,CA18CB0B312,electron-phonon coupling,solid_state_mechanism,coupled transport,abstract,electron-phonon coupling,controlled_rule,0.94
P1078,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"Ir1-xRhxTe2 alloys | isovalent Rh substitution suppresses structural transition, alters carrier count, and reveals electron-phonon-coupled superconductivity rather than direct TE optimization",domain_curated_rule,0.97
P1079,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1079,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1079,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P1079,C612E4CF7F2,A3OX,material_entity,chemical formula,material_raw,A3OX,chemical_formula_parser,0.9
P1079,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1079,C8563CE162E,electronic thermal conductivity,property_metric,property/metric,abstract/material/mechanism,electronic thermal conductivity,cleaned_open_concept,0.78
P1079,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1079,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1079,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1079,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskites,controlled_rule,0.94
P1080,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1080,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"Ge2Sb2Te5 with Se or S substitution at Te sites | anion-site Se/S modulation strengthens more ionic bonding, lowers hole density, increases DOS, and reduces thermal conductivity",domain_curated_rule,0.97
P1080,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1080,CB02CED7099,carrier-concentration optimization,solid_state_mechanism,electronic transport,abstract,carrier concentration,controlled_rule,0.94
P1080,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1080,CFAE2226620,Ge2Sb2Te5,material_entity,chemical formula,material_raw,Ge2Sb2Te5,chemical_formula_parser,0.9
P1081,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P1081,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P1081,C639A6FFB30,cu3bis3. polymorphic phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,Cu-Bi-S heterogeneous composite dominated by Cu3BiS3 | polymorphic phase transition and ionic conduction in intermediate phase create phase-boundary scattering and enhanced Seebeck coefficient,domain_curated_rule,0.97
P1081,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1081,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,Cu-Bi-S heterogeneous composite dominated by Cu3BiS3 | polymorphic phase transition and ionic conduction in intermediate phase create phase-boundary scattering and enhanced Seebeck coefficient,domain_curated_rule,0.97
P1081,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1081,CEC6E56654C,Cu3BiS3,material_entity,chemical formula,material_raw,Cu3BiS3,chemical_formula_parser,0.9
P1082,C375D83B7F6,operational stability,property_metric,property/metric,abstract/material/mechanism,operational stability,cleaned_open_concept,0.78
P1082,C5DEA4DF37C,Zn4Sb3,material_entity,chemical formula,material_raw,Zn4Sb3,chemical_formula_parser,0.9
P1082,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,segmented beta-Zn4Sb3 with stainless-steel ion-blocking interfaces | segmentation blocks Zn ion migration and prevents decomposition under temperature gradients/currents with slight zT penalty,domain_curated_rule,0.97
P1082,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,abstract,mixed ionic-electronic,controlled_rule,0.94
P1082,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1082,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ion migration,controlled_rule,0.94
P1083,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"Ca3Co4-xFexO9+delta misfit-layered calcium cobaltite | Fe substitutes Co in rocksalt layer, inducing charge transfer between CoO2 and RS layers and changing resistivity, thermopower, and thermal conductivity",domain_curated_rule,0.97
P1083,C482A6E4588,absorption spectroscopy,characterization_method,characterization method,abstract/material/mechanism,absorption spectroscopy,cleaned_open_concept,0.78
P1083,C5BB38E55EA,Ca3Co4,material_entity,chemical formula,material_raw,Ca3Co4,chemical_formula_parser,0.9
P1083,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P1083,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1083,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,mechanism_raw,charge transfer,controlled_rule,0.94
P1084,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P1084,C2AB2ABA9A6,dimethyl sulfoxide (DMSO),material_entity,solvent/additive,abstract,dimethyl sulfoxide,controlled_rule,0.94
P1084,C38C7EC2077,ethylene glycol,material_entity,solvent/additive,abstract,ethylene glycol,controlled_rule,0.94
P1084,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P1084,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1084,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1084,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,electronic structure,controlled_rule,0.94
P1084,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,PEDOT:PSS with imidazolium/TFSI ionic liquid additives | 1:1 ion stoichiometry restructures morphology to raise mobility; excess imidazolium interacts with PSS- to shift carrier populations and raise Seebeck coefficient,domain_curated_rule,0.97
P1084,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic liquid,controlled_rule,0.94
P1084,CFE4361F368,charge-carrier mobility,solid_state_mechanism,electronic transport,abstract,carrier mobility,controlled_rule,0.94
P1085,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"cation-stabilized ionic layered materials including CsMgBi and tetragonal beta-Mg3Sb2 | charged monolayer stabilization separates building blocks, creating anisotropic electron/phonon transport and decoupled thermoelectric parameters",domain_curated_rule,0.97
P1085,C43C91C4A3E,Mg3Sb2,material_entity,chemical formula,material_raw,Mg3Sb2,chemical_formula_parser,0.9
P1086,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P1087,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1087,C7762F88BBD,Rb2TiBr6,material_entity,chemical formula,material_raw,Rb2TiBr6,chemical_formula_parser,0.9
P1087,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,Rb2TiBr6 double perovskite under triaxial strain | strain changes ionic-bonded band structure and enhances ZT through modified transport and thermal properties,domain_curated_rule,0.97
P1087,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,density of states,controlled_rule,0.94
P1087,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskite,controlled_rule,0.94
P1088,C25969153F3,RbXH3,material_entity,chemical formula,material_raw,RbXH3,chemical_formula_parser,0.9
P1088,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,"RbXH3 perovskite hydrides with X = Mg, Ca, Sr, Ba | ionic hydride bonding and A-site size tune band gap, conductivity, Seebeck coefficient, and hydrogen-storage-related properties",domain_curated_rule,0.97
P1088,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1088,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1088,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1088,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,band gap,controlled_rule,0.94
P1088,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1088,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskite,controlled_rule,0.94
P1089,C1F3FEDB678,high seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,high seebeck coefficient,cleaned_open_concept,0.78
P1089,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1089,C5EFC27B241,power factor,property_metric,thermoelectric metric,mechanism_raw,power factor,controlled_rule,0.94
P1089,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1089,C8563CE162E,electronic thermal conductivity,property_metric,property/metric,abstract/material/mechanism,electronic thermal conductivity,cleaned_open_concept,0.78
P1089,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1089,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1089,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"ScN and YN rocksalt nitrides | ionic small-gap semiconductor structure yields temperature-dependent Seebeck coefficient, conductivity, power factor, and ZT",domain_curated_rule,0.97
P1089,CC2754A6A87,high seebeck,property_metric,property/metric,abstract/material/mechanism,high seebeck,cleaned_open_concept,0.78
P1089,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1090,C2964ADB3A9,chalcogenide,material_system,solid thermoelectric family,material_raw,chalcogenides,controlled_rule,0.94
P1090,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1090,CADB285C3E3,ACu3TlSe4,material_entity,chemical formula,material_raw,ACu3TlSe4,chemical_formula_parser,0.9
P1090,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"ACu3TlSe4 chalcogenides with A = Mg, Ca, Sr, Ba | A-site ionic-radius engineering tunes lattice volume, bonding/electron localization, band gap, and high-temperature ZT",domain_curated_rule,0.97
P1090,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,band gap,controlled_rule,0.94
P1091,C4937AFB10B,conversion efficiency,property_metric,device metric,abstract,conversion efficiency,controlled_rule,0.94
P1091,C4A964C2ABB,AgSbTe2,material_entity,chemical formula,material_raw,AgSbTe2,chemical_formula_parser,0.9
P1091,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P1091,C63ED77BD64,band engineering,solid_state_mechanism,electronic structure,abstract,band convergence,controlled_rule,0.94
P1091,CB02CED7099,carrier-concentration optimization,solid_state_mechanism,electronic transport,abstract,carrier concentration,controlled_rule,0.94
P1091,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,band gap,controlled_rule,0.94
P1091,CC8FC17BFDB,thermoelectric conversion efficiency,property_metric,property/metric,abstract/material/mechanism,thermoelectric conversion efficiency,cleaned_open_concept,0.78
P1091,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1092,C12AB0A1055,MgY2Te4,material_entity,chemical formula,material_raw,MgY2Te4,chemical_formula_parser,0.9
P1092,C967DD8007A,MgSc2Te4,material_entity,chemical formula,material_raw,MgSc2Te4,chemical_formula_parser,0.9
P1092,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,MgSc2Te4 and MgY2Te4 spinels | mixed ionic/covalent bonding and direct band gaps produce promising optical and thermoelectric transport behavior,domain_curated_rule,0.97
P1092,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,band gap,controlled_rule,0.94
P1092,CC7D2579013,mixed ionic-covalent bonding,solid_state_mechanism,chemical bonding,mechanism_raw,mixed ionic/covalent,controlled_rule,0.94
P1093,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1093,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1093,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1094,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,mechanism_raw,anharmonicity,controlled_rule,0.94
P1094,C260B3510BE,TlPbF3,material_entity,chemical formula,material_raw,TlPbF3,chemical_formula_parser,0.9
P1094,C3705980529,TlSnF3,material_entity,chemical formula,material_raw,TlSnF3,chemical_formula_parser,0.9
P1094,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1094,C4FF01D61CB,TlHgF3,material_entity,chemical formula,material_raw,TlHgF3,chemical_formula_parser,0.9
P1094,C664FBFD218,lowers lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lowers lattice thermal conductivity,cleaned_open_concept,0.78
P1094,C9AFE334F36,phonon scattering,solid_state_mechanism,thermal transport,abstract,phonon scattering,controlled_rule,0.94
P1094,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,lowers lattice thermal conductivity,controlled_rule,0.94
P1094,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1094,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskites,controlled_rule,0.94
P1095,C07F7A79B86,Sr2P7Br,material_entity,chemical formula,material_raw,Sr2P7Br,chemical_formula_parser,0.9
P1095,C5219F02F17,Zintl phase,material_system,solid thermoelectric family,material_raw,Zintl,controlled_rule,0.94
P1095,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,band gap,controlled_rule,0.94
P1096,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P1096,C0C6AA82A13,Ti3C2Tx MXene,material_entity,two-dimensional material,material_raw,Ti3C2Tx,controlled_rule,0.94
P1096,C182567E63B,ion concentration-gradient formation,transport_mechanism,concentration gradient,abstract,ionic concentration gradient,controlled_rule,0.94
P1096,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"Ti3C2Tx MXene confined ion channels | photothermal MXene heating drives cation-selective diffusion potentials across subnanometer channels, producing ionic Seebeck response",domain_curated_rule,0.97
P1096,C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,material+mechanism+abstract,"Ti3C2Tx MXene confined ion channels | photothermal MXene heating drives cation-selective diffusion potentials across subnanometer channels, producing ionic Seebeck response",domain_curated_rule,0.97
P1096,C583FD7C565,Ti3C2Tx,material_entity,chemical formula,material_raw,Ti3C2Tx,chemical_formula_parser,0.9
P1096,C60E04C9E41,MXene,material_entity,two-dimensional material,material_raw,Ti3C2Tx,controlled_rule,0.94
P1096,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1096,C7EF3326ECB,photothermal conversion,device_function,thermal-gradient generation,abstract,photothermal conversion,controlled_rule,0.94
P1096,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,diffusion of cations,controlled_rule,0.94
P1096,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1096,C96681C9193,ion channels,transport_mechanism,transport mechanism,abstract/material/mechanism,ion channels,cleaned_open_concept,0.78
P1096,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"Ti3C2Tx MXene confined ion channels | photothermal MXene heating drives cation-selective diffusion potentials across subnanometer channels, producing ionic Seebeck response",domain_curated_rule,0.97
P1096,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P1096,CE8285F698E,MXene-reinforced thermogalvanic gel,material_system,material/system,material+mechanism+abstract,"Ti3C2Tx MXene confined ion channels | photothermal MXene heating drives cation-selective diffusion potentials across subnanometer channels, producing ionic Seebeck response",domain_curated_rule,0.97
P1096,CFFC977DC52,seebeck response,property_metric,property/metric,abstract/material/mechanism,seebeck response,cleaned_open_concept,0.78
P1097,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1097,C5D5DF98B68,K2AgSbI6,material_entity,chemical formula,material_raw,K2AgSbI6,chemical_formula_parser,0.9
P1097,C62FA357F29,Rb2AgSbI6,material_entity,chemical formula,material_raw,Rb2AgSbI6,chemical_formula_parser,0.9
P1097,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1097,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1097,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,K2AgSbI6 and Rb2AgSbI6 halide double perovskites | mixed ionic/covalent bonding and narrow indirect band gaps support optoelectronic and thermoelectric energy conversion,domain_curated_rule,0.97
P1097,CC7D2579013,mixed ionic-covalent bonding,solid_state_mechanism,chemical bonding,mechanism_raw,mixed ionic/covalent,controlled_rule,0.94
P1097,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskites,controlled_rule,0.94
P1098,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,Density functional theory,controlled_rule,0.94
P1098,C4052F644EA,low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,low lattice thermal conductivity,cleaned_open_concept,0.78
P1098,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1098,C64912E934E,intrinsically low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,intrinsically low lattice thermal conductivity,cleaned_open_concept,0.78
P1098,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1098,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1098,CA2B73F7034,metal sulfide,material_system,inorganic material family,abstract,sulfide thermoelectric,controlled_rule,0.94
P1098,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,lower lattice thermal conductivity,controlled_rule,0.94
P1098,CB786774EDD,In2S3,material_entity,chemical formula,material_raw,In2S3,chemical_formula_parser,0.9
P1098,CCB610B0F66,lower lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lower lattice thermal conductivity,cleaned_open_concept,0.78
P1098,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1098,CCF7BB8C525,density functional theory calculations,computational_method,computational method,abstract/material/mechanism,density functional theory calculations,cleaned_open_concept,0.78
P1098,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ionic migration,controlled_rule,0.94
P1099,C1F3FEDB678,high seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,high seebeck coefficient,cleaned_open_concept,0.78
P1099,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1099,C3A60BDDFA4,conductivity kappa,property_metric,property/metric,abstract/material/mechanism,conductivity kappa,cleaned_open_concept,0.78
P1099,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P1099,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1099,C82BC98D75E,thermal conductivity kappa,property_metric,property/metric,abstract/material/mechanism,thermal conductivity kappa,cleaned_open_concept,0.78
P1099,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1099,C9AFE334F36,phonon scattering,solid_state_mechanism,thermal transport,abstract,phonon scattering,controlled_rule,0.94
P1099,CC2754A6A87,high seebeck,property_metric,property/metric,abstract/material/mechanism,high seebeck,cleaned_open_concept,0.78
P1099,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1099,CE310918694,ultralow thermal conductivity,property_metric,property/metric,abstract/material/mechanism,ultralow thermal conductivity,cleaned_open_concept,0.78
P1100,CEAE99FC3AE,MnO3,material_entity,chemical formula,material_raw,MnO3,chemical_formula_parser,0.9
P1100,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskite,controlled_rule,0.94
P1101,C0986F0036E,Zr2SN2,material_entity,chemical formula,material_raw,Zr2SN2,chemical_formula_parser,0.9
P1101,C160C1FB88B,Zr2SeN2,material_entity,chemical formula,material_raw,Zr2SeN2,chemical_formula_parser,0.9
P1101,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,abstract,anharmonicity,controlled_rule,0.94
P1101,C39E9205A09,Hf2SeN2,material_entity,chemical formula,material_raw,Hf2SeN2,chemical_formula_parser,0.9
P1101,C5219F02F17,Zintl phase,material_system,solid thermoelectric family,material_raw,Zintl,controlled_rule,0.94
P1101,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"Zr2SN2, Zr2SeN2, and Hf2SeN2 Zintl phases | p-d orbital interactions and ionic-to-covalent bonding transition govern semiconducting transport and high-temperature ZT",domain_curated_rule,0.97
P1101,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,band gap,controlled_rule,0.94
P1101,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1102,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,mechanism_raw,anharmonicity,controlled_rule,0.94
P1102,C2FCA93FBF6,Cu2Sn0,material_entity,chemical formula,material_raw,Cu2Sn0,chemical_formula_parser,0.9
P1102,C4052F644EA,low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,low lattice thermal conductivity,cleaned_open_concept,0.78
P1102,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1102,C5EFC27B241,power factor,property_metric,thermoelectric metric,mechanism_raw,power factor,controlled_rule,0.94
P1102,C736BFAF39B,Cu2SnS3,material_entity,chemical formula,material_raw,Cu2SnS3,chemical_formula_parser,0.9
P1102,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,reducing lattice thermal conductivity,controlled_rule,0.94
P1102,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"Cu2SnS3 alloyed with CuCl, CuBr, or CuI; optimized Cu2Sn0.94S3-20 mol% CuBr | halogen alloying increases bond ionicity/anharmonicity and lattice distortion, reducing lattice thermal conductivity while Sn vacancies improve power factor",domain_curated_rule,0.97
P1102,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1103,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
