pair_id,iTE_claim,TG_claim,iTE_paper,TG_paper,score,endpoint_similarity,relation_lexical_similarity
X3f7d00a45eda,iTE:P0964:r009,TG:P0216:r002,P0964,P0216,0.5808407664299011,0.8297725319862366,0.0
X77879a1292fe,iTE:P1098:r006,TG:P0255:r004,P1098,P0255,0.5808327794075012,0.8297610878944397,0.0
X9e44829128e1,iTE:P1067:r006,TG:P0070:r001,P1067,P0070,0.5808324813842773,0.8250578045845032,0.01097332313656807
X2241e68b6bb0,iTE:P1753:r005,TG:P0245:r006,P1753,P0245,0.5808321237564087,0.818257749080658,0.026838982477784157
X761ce3e51328,iTE:P1812:r010,TG:P0084:r009,P1812,P0084,0.5808287262916565,0.8253458738327026,0.010288659483194351
Xaee34983cba6,iTE:P1519:r003,TG:P0014:r004,P1519,P0014,0.5808244943618774,0.8249919414520264,0.011100619100034237
Xced079407f4d,iTE:P0724:r002,TG:P0102:r004,P0724,P0102,0.5808221697807312,0.7502889633178711,0.18539969623088837
X45f9be5a2109,iTE:P1869:r015,TG:P0046:r003,P1869,P0046,0.5808219313621521,0.8297455906867981,0.0
Xd5c25d97b094,iTE:P0354:r009,TG:P0271:r007,P0354,P0271,0.5808178782463074,0.8297398090362549,0.0
X419163c8ac20,iTE:P1585:r002,TG:P0184:r004,P1585,P0184,0.5808134078979492,0.8205499649047852,0.021428026258945465
X28f24866fbe4,iTE:P1319:r016,TG:P0070:r002,P1319,P0070,0.580807089805603,0.8297244310379028,0.0
Xdfb91a8b0b0f,iTE:P1665:r002,TG:P0278:r001,P1665,P0278,0.5808058977127075,0.8297227621078491,0.0
Xc226b5de1f2d,iTE:P1743:r005,TG:P0285:r007,P1743,P0285,0.5807955265045166,0.7889776825904846,0.0950372964143753
X0a6eadfd3f57,iTE:P0752:r010,TG:P0255:r004,P0752,P0255,0.5807948112487793,0.8297069072723389,0.0
X063967cc74ab,iTE:P0711:r002,TG:P0133:r002,P0711,P0133,0.5807931423187256,0.8249899744987488,0.011000540107488632
X63908da2c1d5,iTE:P0793:r002,TG:P0160:r004,P0793,P0160,0.5807874202728271,0.8156059980392456,0.03287757188081741
Xc5c6bc1756ec,iTE:P0527:r001,TG:P0030:r002,P0527,P0030,0.5807860493659973,0.8271729946136475,0.005883083678781986
X6c7e7e1d8321,iTE:P0573:r005,TG:P0124:r003,P0573,P0124,0.5807842016220093,0.8054457306861877,0.056573983281850815
Xb36214d094f3,iTE:P1121:r012,TG:P0067:r005,P1121,P0067,0.5807771682739258,0.8117550611495972,0.041828691959381104
Xddc0c883b6f6,iTE:P1924:r008,TG:P0280:r005,P1924,P0280,0.5807755589485168,0.8161228895187378,0.03163183107972145
Xa50d4999b04f,iTE:P1009:r004,TG:P0316:r002,P1009,P0316,0.580775260925293,0.7780306339263916,0.12051282823085785
X1a044e7d1600,iTE:P1127:r003,TG:P0094:r009,P1127,P0094,0.5807723999023438,0.8296748995780945,0.0
X20eae88518a9,iTE:P1157:r005,TG:P0085:r009,P1157,P0085,0.5807711482048035,0.8179126977920532,0.027440963312983513
X8cc745f964a7,iTE:P1112:r011,TG:P0018:r001,P1112,P0018,0.5807666182518005,0.8135511875152588,0.037602584809064865
X975f01fbad37,iTE:P1253:r004,TG:P0280:r006,P1253,P0280,0.5807655453681946,0.8202488422393799,0.021971266716718674
X1ab45cc4bfe8,iTE:P1548:r009,TG:P0288:r001,P1548,P0288,0.5807642936706543,0.8249577283859253,0.01097948383539915
X5111f60e63f6,iTE:P0527:r002,TG:P0039:r001,P0527,P0039,0.58076012134552,0.8259133100509644,0.008736093528568745
X72e57bc0e2ec,iTE:P1832:r005,TG:P0046:r004,P1832,P0046,0.5807599425315857,0.8191686868667603,0.024472815915942192
X5a28c3ed9733,iTE:P1562:r008,TG:P0126:r007,P1562,P0126,0.5807586312294006,0.791674017906189,0.08862278610467911
Xa8b2a2efe9b9,iTE:P1155:r006,TG:P0166:r003,P1155,P0166,0.5807541608810425,0.8190200924873352,0.024800218641757965
Xd07b58a0ed9a,iTE:P1450:r022,TG:P0132:r004,P1450,P0132,0.5807508826255798,0.8088672161102295,0.048479460179805756
X7364c0f4abd5,iTE:P1671:r012,TG:P0132:r002,P1671,P0132,0.5807508826255798,0.814117431640625,0.036228928714990616
X3dcba2820a5d,iTE:P1450:r002,TG:P0132:r001,P1450,P0132,0.5807507634162903,0.8270472288131714,0.006058984436094761
Xc8e13d2cf7a9,iTE:P1632:r005,TG:P0312:r002,P1632,P0312,0.5807470083236694,0.8247656226158142,0.011370204389095306
X7ffc2bef2eeb,iTE:P1514:r005,TG:P0277:r006,P1514,P0277,0.5807453989982605,0.8296363353729248,0.0
X4b4634bfa7f3,iTE:P1543:r009,TG:P0070:r004,P1543,P0070,0.5807437896728516,0.8237401247024536,0.01375233381986618
Xf11192a46d1e,iTE:P0336:r007,TG:P0014:r003,P0336,P0014,0.5807436108589172,0.8190760016441345,0.024634838104248047
Xfd69afb3717f,iTE:P1003:r002,TG:P0107:audit_v1_a001,P1003,P0107,0.5807411074638367,0.8296301364898682,0.0
Xdba77e9bd206,iTE:P1535:r006,TG:P0186:r003,P1535,P0186,0.5807391405105591,0.8296273350715637,0.0
Xc0472a841f5d,iTE:P0423:r002,TG:P0026:r001,P0423,P0026,0.5807368755340576,0.8232314586639404,0.014916209504008293
X9341318ddc4e,iTE:P1475:r016,TG:P0070:r004,P1475,P0070,0.5807367563247681,0.8296239376068115,0.0
X9115d41200c1,iTE:P1516:r001,TG:P0054:r003,P1516,P0054,0.5807367563247681,0.797927975654602,0.07395720481872559
X39d8f86704f5,iTE:P1952:r017,TG:P0045:r004,P1952,P0045,0.5807356238365173,0.8178848028182983,0.02738763391971588
X020ff77a2832,iTE:P1397:r012,TG:P0279:r003,P1397,P0279,0.5807336568832397,0.79937344789505,0.07057416439056396
X573e11db7179,iTE:P1728:r012,TG:P0053:r009,P1728,P0053,0.5807301998138428,0.7936423420906067,0.08393515646457672
Xbea8b4d2772b,iTE:P1435:r006,TG:P0314:r002,P1435,P0314,0.5807236433029175,0.7918780446052551,0.08803005516529083
Xef1855f6510e,iTE:P1323:r001,TG:P0257:r003,P1323,P0257,0.5807220935821533,0.7774475812911987,0.12169594317674637
X6c72a8b804c5,iTE:P0917:r009,TG:P0277:r004,P0917,P0277,0.580721378326416,0.7664318084716797,0.1473972052335739
Xc240f84d78ea,iTE:P1531:audit_v1_a001,TG:P0255:r003,P1531,P0255,0.5807211399078369,0.8139638900756836,0.03648822009563446
X4ba25289f6f8,iTE:P1443:r006,TG:P0132:r003,P1443,P0132,0.5807203650474548,0.8053991794586182,0.05646987631917
X3574770aa118,iTE:P0893:r003,TG:P0014:r004,P0893,P0014,0.5807182192802429,0.8253029584884644,0.010020626708865166
X4fc2439abee5,iTE:P0520:r007,TG:P0043:r001,P0520,P0043,0.5807163119316101,0.8061259388923645,0.054760564118623734
X5a3c873a04d5,iTE:P0726:r001,TG:P0133:r001,P0726,P0133,0.5807153582572937,0.8275313973426819,0.004811241757124662
Xf85ff6da0dac,iTE:P1071:r001,TG:P0311:r005,P1071,P0311,0.5807092785835266,0.8265401721000671,0.00710394186899066
Xff20aaeaad2b,iTE:P1337:r004,TG:P0273:r007,P1337,P0273,0.5807069540023804,0.779840350151062,0.11606241762638092
X2817233627b0,iTE:P1718:r003,TG:P0306:r004,P1718,P0306,0.5807055830955505,0.7957221269607544,0.07900048047304153
X18fef8a91d71,iTE:P1785:r012,TG:P0333:r003,P1785,P0333,0.5807050466537476,0.7518375515937805,0.18139584362506866
Xc9543d5a61c7,iTE:P1089:r016,TG:P0018:r001,P1089,P0018,0.5807045698165894,0.8220921754837036,0.017467014491558075
X300116d12406,iTE:P1206:r013,TG:P0132:r004,P1206,P0132,0.5807042121887207,0.8163989782333374,0.03074989654123783
X89a8e9200ece,iTE:P1232:r001,TG:P0237:r009,P1232,P0237,0.5807005763053894,0.8113539218902588,0.04250939190387726
Xd1838fb9d0d0,iTE:P1382:r004,TG:P0165:r004,P1382,P0165,0.5807000994682312,0.7616116404533386,0.1585732400417328
X32677c2d6aa0,iTE:P1650:r012,TG:P0231:r005,P1650,P0231,0.5806951522827148,0.8295645117759705,0.0
X132b4b60ff94,iTE:P1308:r017,TG:P0333:r015,P1308,P0333,0.5806939601898193,0.8177752494812012,0.027504373341798782
Xf2edcc68787a,iTE:P0759:r003,TG:P0277:r005,P0759,P0277,0.5806914567947388,0.8162714242935181,0.031005017459392548
X693fb5539618,iTE:P1255:r009,TG:P0280:r006,P1255,P0280,0.5806887745857239,0.7961430549621582,0.07796208560466766
X21f1f821facc,iTE:P0813:r004,TG:P0311:r005,P0813,P0311,0.5806875824928284,0.8063488006591797,0.05414492264389992
X938ec09d1310,iTE:P1382:r005,TG:P0245:r005,P1382,P0245,0.5806872248649597,0.8182227611541748,0.026437703520059586
Xcf1819478e4d,iTE:P0856:r009,TG:P0132:r003,P0856,P0132,0.5806863903999329,0.8295519948005676,0.0
X76b90818faad,iTE:P1385:r005,TG:P0184:r005,P1385,P0184,0.5806861519813538,0.7683714628219604,0.14275379478931427
X9abd51db0240,iTE:P1669:r006,TG:P0198:r003,P1669,P0198,0.5806844830513,0.8205869197845459,0.020912036299705505
Xe7e5f00638b4,iTE:P1004:r010,TG:P0094:r009,P1004,P0094,0.5806812644004822,0.8295446634292603,0.0
X6ed15d5cac36,iTE:P0825:r006,TG:P0014:r002,P0825,P0014,0.5806766152381897,0.8115373849868774,0.04200169816613197
X1e3d3b787f7e,iTE:P1667:r005,TG:P0081:r006,P1667,P0081,0.5806764364242554,0.8037751913070679,0.06011267751455307
X2fa70c7c0540,iTE:P1091:r010,TG:P0022:r005,P1091,P0022,0.5806753635406494,0.8295362591743469,0.0
Xdda0ad2c77d2,iTE:P0391:r012,TG:P0218:r005,P0391,P0218,0.580673098564148,0.8238592147827148,0.013238835148513317
X75016c58e493,iTE:P1723:r005,TG:P0314:r002,P1723,P0314,0.5806708931922913,0.7826972007751465,0.1092761754989624
X6db93b48ef1b,iTE:P1707:r010,TG:P0001:r008,P1707,P0001,0.5806682109832764,0.8295260667800903,0.0
Xf53ea1c6b5a1,iTE:P1168:r008,TG:P0184:r003,P1168,P0184,0.58066725730896,0.8064608573913574,0.05381561443209648
Xfae0e3441716,iTE:P1786:r001,TG:P0262:r006,P1786,P0262,0.5806599855422974,0.8063691258430481,0.054005324840545654
X0de5852a1c00,iTE:P0842:r008,TG:P0054:r005,P0842,P0054,0.5806590914726257,0.8271406888961792,0.00553554343059659
X609f590f163f,iTE:P1292:r002,TG:P0014:r002,P1292,P0014,0.5806570649147034,0.8017457127571106,0.06478346139192581
X6ecca0ae589c,iTE:P0887:r001,TG:P0210:r001,P0887,P0210,0.580653190612793,0.8295046091079712,0.0
X56f3bc6106ba,iTE:P1657:r014,TG:P0262:r001,P1657,P0262,0.5806528925895691,0.8121814727783203,0.040419500321149826
Xbd71945694ff,iTE:P0443:r001,TG:P0181:r001,P0443,P0181,0.5806503891944885,0.8043678402900696,0.05864295735955238
X8215927cb58f,iTE:P1734:r009,TG:P0102:r004,P1734,P0102,0.5806496143341064,0.8244143128395081,0.011865239590406418
Xb711aae23945,iTE:P1216:r003,TG:P0327:r007,P1216,P0327,0.5806466341018677,0.8294951915740967,0.0
X34bd085e6299,iTE:P1479:r008,TG:P0097:r004,P1479,P0097,0.5806424617767334,0.810800313949585,0.043607644736766815
Xe6bffd86c221,iTE:P1889:r005,TG:P0120:r003,P1889,P0120,0.5806411504745483,0.8209995031356812,0.019805047661066055
Xce925d7fcea6,iTE:P1570:r003,TG:P0026:r006,P1570,P0026,0.5806337594985962,0.8294768333435059,0.0
X249acad07945,iTE:P1067:r021,TG:P0255:r004,P1067,P0255,0.5806336402893066,0.8270355463027954,0.005695874337106943
Xd71ab3dbeabb,iTE:P0741:r003,TG:P0118:r003,P0741,P0118,0.5806332230567932,0.8102731704711914,0.04480680823326111
X5e97b9acea9b,iTE:P1542:r002,TG:P0279:r003,P1542,P0279,0.5806326866149902,0.8127456307411194,0.03903587535023689
X60e45bfafbc9,iTE:P1274:r003,TG:P0202:r004,P1274,P0202,0.5806323885917664,0.8155932426452637,0.032390277832746506
X88c2652de60a,iTE:P1060:r006,TG:P0314:r002,P1060,P0314,0.5806317925453186,0.7989156246185303,0.07130279392004013
X0c461679dd27,iTE:P0842:r011,TG:P0333:r003,P0842,P0333,0.5806302428245544,0.8294718265533447,0.0
Xc79c5e598e5c,iTE:P1003:r002,TG:P0107:audit_v1_a002,P1003,P0107,0.5806282162666321,0.8294689059257507,0.0
Xbba0dd810700,iTE:P0405:r002,TG:P0216:r001,P0405,P0216,0.5806273221969604,0.8294676542282104,0.0
Xed1d0f69c2cf,iTE:P0601:r008,TG:P0255:r004,P0601,P0255,0.5806272029876709,0.8294674158096313,0.0
X3771b652bd70,iTE:P1036:r002,TG:P0245:r006,P1036,P0245,0.5806261897087097,0.8234619498252869,0.014009446837008
X96a10a326411,iTE:P1017:r006,TG:P0120:r002,P1017,P0120,0.5806248188018799,0.8137916326522827,0.03656903654336929
X0faf44d65a62,iTE:P1577:r001,TG:P0245:r005,P1577,P0245,0.580623209476471,0.8124315738677979,0.03973694145679474
X5824b657d571,iTE:P1556:r009,TG:P0084:r007,P1556,P0084,0.580620527267456,0.8102132081985474,0.04490431770682335
X187bd53fed30,iTE:P1296:r013,TG:P0191:r003,P1296,P0191,0.5806198716163635,0.7651641368865967,0.15001648664474487
X35bc9dcf1bc9,iTE:P1491:r001,TG:P0299:r002,P1491,P0299,0.5806195735931396,0.7810337543487549,0.11298654973506927
X5648816c9384,iTE:P1327:r005,TG:P0102:r004,P1327,P0102,0.5806185007095337,0.8073076605796814,0.05167725682258606
X165bb05b39c6,iTE:P1834:r009,TG:P0207:r004,P1834,P0207,0.5806176066398621,0.8236817717552185,0.01346792746335268
X4cf856a3dc5e,iTE:P1430:r009,TG:P0014:r002,P1430,P0014,0.5806175470352173,0.8025146722793579,0.06285765022039413
X7ab7de75e18c,iTE:P1500:r001,TG:P0316:r003,P1500,P0316,0.5806164145469666,0.8055558204650879,0.05575777217745781
X7280bc895f3d,iTE:P1325:r009,TG:P0306:r002,P1325,P0306,0.5806161165237427,0.7913192510604858,0.0889754518866539
X4d61f8fcd1c8,iTE:P1275:r007,TG:P0091:r008,P1275,P0091,0.5806112289428711,0.8001747131347656,0.06829638034105301
X79f84e525920,iTE:P1656:r004,TG:P0184:r002,P1656,P0184,0.5806087255477905,0.8294410109519958,0.0
X67bf535bbb2c,iTE:P0610:r011,TG:P0282:r010,P0610,P0282,0.5806077718734741,0.8046472072601318,0.05784912779927254
X1ef777557ac2,iTE:P1657:r016,TG:P0212:r002,P1657,P0212,0.5806033611297607,0.8294333815574646,0.0
Xbda0dadb173c,iTE:P1669:r006,TG:P0094:r009,P1669,P0094,0.5805997252464294,0.8294281959533691,0.0
X2390dc969b23,iTE:P1130:r004,TG:P0070:r002,P1130,P0070,0.5805939435958862,0.8294199705123901,0.0
Xb4689b954cd4,iTE:P1348:r002,TG:P0280:r005,P1348,P0280,0.58059161901474,0.8219712972640991,0.01737244240939617
X83d9a86b662c,iTE:P1622:r002,TG:P0018:r001,P1622,P0018,0.5805881023406982,0.8090373277664185,0.047539789229631424
Xdc185911b1b7,iTE:P0416:r008,TG:P0238:r003,P0416,P0238,0.5805875658988953,0.764275074005127,0.15198348462581635
X6c37c1af81d2,iTE:P0653:r001,TG:P0314:r004,P0653,P0314,0.5805860161781311,0.829408586025238,0.0
Xe8e1321982cf,iTE:P1061:r001,TG:P0286:r005,P1061,P0286,0.5805829763412476,0.8211475014686584,0.019265783950686455
X5f84e76c1b5e,iTE:P1283:r017,TG:P0123:r002,P1283,P0123,0.5805827379226685,0.7889503836631775,0.09439147263765335
Xd6b7d240e413,iTE:P1558:r003,TG:P0240:r006,P1558,P0240,0.5805813670158386,0.7768489122390747,0.12262392789125443
X96d99c66ac61,iTE:P0490:r005,TG:P0014:r004,P0490,P0014,0.5805788040161133,0.8245831727981567,0.011235352605581284
Xf6080b01d669,iTE:P0407:r006,TG:P0167:r006,P0407,P0167,0.5805784463882446,0.8130475282669067,0.03815052658319473
X3971425518b0,iTE:P1242:r011,TG:P0125:r007,P1242,P0125,0.5805758237838745,0.7972937822341919,0.07490050047636032
X6d2ff71eb883,iTE:P0361:r013,TG:P0165:r003,P0361,P0165,0.5805749893188477,0.826786994934082,0.0060802423395216465
X565444966e13,iTE:P1048:r012,TG:P0238:r003,P1048,P0238,0.5805747509002686,0.7728308439254761,0.13197724521160126
X267e4f394bf0,iTE:P1743:r004,TG:P0311:r005,P1743,P0311,0.5805717706680298,0.8035515546798706,0.060285717248916626
X2514df074308,iTE:P0957:r005,TG:P0187:r006,P0957,P0187,0.5805662274360657,0.7906390428543091,0.09039632976055145
Xfa233e8db530,iTE:P0416:r008,TG:P0125:r010,P0416,P0125,0.580560564994812,0.8126243352890015,0.039078488945961
X0ebe7d29c520,iTE:P1377:r006,TG:P0140:r006,P1377,P0140,0.5805544853210449,0.8228412866592407,0.015218723565340042
X6bb3941e8c98,iTE:P0652:r005,TG:P0293:r002,P0652,P0293,0.5805525779724121,0.8204977512359619,0.020680561661720276
X25cd1ed98b5a,iTE:P1823:r005,TG:P0112:r004,P1823,P0112,0.5805519223213196,0.8255612850189209,0.008863426744937897
X5ae782c0d28a,iTE:P1465:r001,TG:P0184:r002,P1465,P0184,0.5805506706237793,0.8150975108146667,0.03327469155192375
X56a43d1ead6e,iTE:P1447:r001,TG:P0013:r004,P1447,P0013,0.5805442929267883,0.8293490409851074,0.0
Xfde620428de9,iTE:P1678:r019,TG:P0214:r007,P1678,P0214,0.580542802810669,0.7689775824546814,0.14086170494556427
X58629972af2f,iTE:P1366:r017,TG:P0132:r004,P1366,P0132,0.5805407166481018,0.829343855381012,0.0
X2dc1cae868d7,iTE:P0580:r006,TG:P0013:r002,P0580,P0013,0.5805335640907288,0.8126571178436279,0.0389118529856205
X48252beb873a,iTE:P1922:r009,TG:P0240:r005,P1922,P0240,0.5805319547653198,0.8037077784538269,0.059788331389427185
Xd8e8cd29b8b0,iTE:P0645:r007,TG:P0126:r003,P0645,P0126,0.5805301070213318,0.8293287754058838,0.0
X9ad9a5333d3d,iTE:P1533:r001,TG:P0022:r003,P1533,P0022,0.5805270671844482,0.8140278458595276,0.03569186478853226
X95bd914409a6,iTE:P0642:r002,TG:P0266:r003,P0642,P0266,0.5805268883705139,0.7950233817100525,0.08003504574298859
Xf16cc0eea68c,iTE:P1722:r014,TG:P0229:r003,P1722,P0229,0.5805231332778931,0.7921072244644165,0.0868268683552742
X8813dbe7e32b,iTE:P1327:r007,TG:P0178:r007,P1327,P0178,0.5805132389068604,0.7943531274795532,0.08155346661806107
X223c792989e5,iTE:P1182:r006,TG:P0218:r001,P1182,P0218,0.5805109739303589,0.8148297071456909,0.033767275512218475
X4b484a32c6eb,iTE:P0670:r001,TG:P0191:r003,P0670,P0191,0.5805096626281738,0.8010642528533936,0.0658823698759079
X36728db8cddf,iTE:P1062:r004,TG:P0132:r001,P1062,P0132,0.5805087685585022,0.8292982578277588,0.0
X063c748d246a,iTE:P0633:r009,TG:P0329:r002,P0633,P0329,0.5805073976516724,0.8234215974807739,0.013707643374800682
Xf74b11691923,iTE:P1279:r002,TG:P0070:r002,P1279,P0070,0.5805071592330933,0.809542179107666,0.046092092990875244
X943757d36125,iTE:P1871:r008,TG:P0278:r003,P1871,P0278,0.5805025696754456,0.8292893767356873,0.0
Xb4e2e23a867c,iTE:P0970:r014,TG:P0013:r004,P0970,P0013,0.5805023312568665,0.8040817379951477,0.05881711468100548
X1f1aa4065997,iTE:P1953:r010,TG:P0285:r006,P1953,P0285,0.5805009603500366,0.8292871117591858,0.0
Xca1f0362ab96,iTE:P0369:r002,TG:P0014:r005,P0369,P0014,0.5804947018623352,0.7991331815719604,0.07033832371234894
X5c50b29e423c,iTE:P1450:r002,TG:P0132:r002,P1450,P0132,0.5804924964904785,0.8266782760620117,0.006058984436094761
X4ed67341dfb2,iTE:P1301:r002,TG:P0184:r002,P1301,P0184,0.580491304397583,0.7957103252410889,0.07831351459026337
X3cbb828ca6c7,iTE:P1098:r014,TG:P0099:r003,P1098,P0099,0.5804885625839233,0.8292694091796875,0.0
X09d03949f995,iTE:P0381:r004,TG:P0210:r001,P0381,P0210,0.5804879665374756,0.8292685747146606,0.0
X953b103c7812,iTE:P1389:r011,TG:P0290:r002,P1389,P0290,0.5804797410964966,0.8292567729949951,0.0
Xcccd0dc56bf9,iTE:P0470:r003,TG:P0072:r007,P0470,P0072,0.5804790258407593,0.8104828596115112,0.0438033752143383
Xd4adff9cb763,iTE:P1884:r019,TG:P0167:r010,P1884,P0167,0.5804777145385742,0.7999130487442017,0.06846179813146591
X5841f369c75b,iTE:P0752:r001,TG:P0255:r004,P0752,P0255,0.5804747939109802,0.8292497396469116,0.0
Xff25fff39ac5,iTE:P1232:r004,TG:P0044:r001,P1232,P0044,0.5804746747016907,0.791779637336731,0.08742981404066086
X353b81a35d1e,iTE:P1523:r004,TG:P0014:r001,P1523,P0014,0.5804707407951355,0.7915400266647339,0.08797576278448105
X254e3563eee5,iTE:P1747:r007,TG:P0288:r002,P1747,P0288,0.5804690718650818,0.8172459602355957,0.027989819645881653
X69a82fdba7bc,iTE:P0346:r002,TG:P0271:r007,P0346,P0271,0.5804669260978699,0.8292384743690491,0.0
X911ec1b53946,iTE:P1959:r017,TG:P0042:r003,P1959,P0042,0.5804605484008789,0.8215405941009521,0.0179403405636549
X2d12ad4bf68d,iTE:P0955:r001,TG:P0257:r003,P0955,P0257,0.5804591178894043,0.8108994960784912,0.04276484623551369
Xfea1ce4b7c9e,iTE:P1886:audit_v1_a001,TG:P0184:r002,P1886,P0184,0.5804508924484253,0.8144530057907104,0.03444591909646988
X5131482f061d,iTE:P1069:r007,TG:P0312:r006,P1069,P0312,0.5804432034492493,0.8275754451751709,0.0038014210294932127
X987ac7595a43,iTE:P0821:r017,TG:P0279:r004,P0821,P0279,0.5804421901702881,0.8134456872940063,0.03676735609769821
Xd29d7693c317,iTE:P1322:r007,TG:P0094:r011,P1322,P0094,0.5804398655891418,0.8172600269317627,0.0278595183044672
X02f94f445ec6,iTE:P0544:r005,TG:P0046:r003,P0544,P0046,0.5804358124732971,0.8291940689086914,0.0
Xbd5d731edfcb,iTE:P1415:r010,TG:P0083:r008,P1415,P0083,0.5804346203804016,0.79084712266922,0.08947216719388962
Xaf61d5c40759,iTE:P1375:r002,TG:P0262:r007,P1375,P0262,0.5804334282875061,0.8045052289962769,0.057599395513534546
X4ded924a81a0,iTE:P1783:r013,TG:P0312:r006,P1783,P0312,0.5804315805435181,0.8263895511627197,0.006529621314257383
X3f89410c3c75,iTE:P1916:r008,TG:P0240:r001,P1916,P0240,0.5804307460784912,0.7817156314849854,0.11076600849628448
X9c3af7805c60,iTE:P0652:r005,TG:P0178:r008,P0652,P0178,0.5804297924041748,0.8009819388389587,0.06580817699432373
X94b65388cd29,iTE:P1071:r006,TG:P0285:r007,P1071,P0285,0.5804252028465271,0.8240894675254822,0.011875261552631855
Xd183adc9462c,iTE:P0661:r007,TG:P0288:r001,P0661,P0288,0.5804226994514465,0.8236210346221924,0.01295997854322195
Xf1f6b337b94e,iTE:P1314:r005,TG:P0248:r006,P1314,P0248,0.5804202556610107,0.8169102668762207,0.028610138222575188
X41818aec2b67,iTE:P0402:r007,TG:P0014:r002,P0402,P0014,0.5804183483123779,0.8152081966400146,0.03257523477077484
X115017ba62cb,iTE:P1916:r018,TG:P0240:r001,P1916,P0240,0.5804169178009033,0.7841504812240601,0.10503862798213959
Xac031b2e3494,iTE:P1684:r010,TG:P0212:r005,P1684,P0212,0.580414891242981,0.7870815992355347,0.09819263964891434
X83006db04147,iTE:P1301:r008,TG:P0131:r006,P1301,P0131,0.5804136395454407,0.8067967891693115,0.05218634009361267
X5c86e865ed04,iTE:P0589:r006,TG:P0193:r009,P0589,P0193,0.5804120898246765,0.7823382616043091,0.10925121605396271
Xecb45ee13b5e,iTE:P1362:r006,TG:P0280:r005,P1362,P0280,0.5804049372673035,0.81813645362854,0.025698089972138405
Xd4537e3fdda7,iTE:P1846:r006,TG:P0240:r006,P1846,P0240,0.5804018974304199,0.7798411846160889,0.11504346877336502
Xf67f57216db0,iTE:P1145:r007,TG:P0219:r002,P1145,P0219,0.5803994536399841,0.8291420936584473,0.0
X786c7a1b15c1,iTE:P0402:r007,TG:P0014:r003,P0402,P0014,0.5803916454315186,0.8245625495910645,0.010659472085535526
X0b7a6de2dfb0,iTE:P1399:r017,TG:P0065:r007,P1399,P0065,0.5803895592689514,0.7544761896133423,0.17418740689754486
X502e9508411d,iTE:P1471:r001,TG:P0257:r003,P1471,P0257,0.5803889036178589,0.8176102638244629,0.026872405782341957
X134b7334ae05,iTE:P0657:r004,TG:P0223:r001,P0657,P0223,0.5803887248039246,0.8215382695198059,0.01770654506981373
X3b4527931c62,iTE:P0845:r002,TG:P0086:r003,P0845,P0086,0.5803850293159485,0.7264207601547241,0.23963509500026703
X132f6b7210d7,iTE:P1363:r010,TG:P0240:r005,P1363,P0240,0.580384373664856,0.7853025197982788,0.10224209725856781
X15cd6ade18da,iTE:P1443:r007,TG:P0257:r006,P1443,P0257,0.5803835391998291,0.8291193246841431,0.0
X3572a7ddf15f,iTE:P1203:r014,TG:P0132:r003,P1203,P0132,0.5803834795951843,0.826281726360321,0.006620866246521473
X3cb91dcb03f5,iTE:P1438:r009,TG:P0027:r007,P1438,P0027,0.5803834795951843,0.7798100709915161,0.11505485326051712
Xdfa3b3b9c9c0,iTE:P1943:r015,TG:P0018:r001,P1943,P0018,0.5803753137588501,0.8209390640258789,0.01905999146401882
X47e4088b1516,iTE:P1956:r008,TG:P0132:r001,P1956,P0132,0.5803727507591248,0.8127700090408325,0.03811269253492355
X2c306cd98a67,iTE:P1733:r016,TG:P0314:r002,P1733,P0314,0.5803709030151367,0.822185754776001,0.016136372461915016
X184cbc3a231d,iTE:P1197:r011,TG:P0198:r003,P1197,P0198,0.5803665518760681,0.8070560693740845,0.05142420902848244
X9f0a0ec30811,iTE:P1571:r004,TG:P0329:r002,P1571,P0329,0.580366313457489,0.8290947675704956,0.0
X529e56249126,iTE:P1511:r001,TG:P0132:r003,P1511,P0132,0.5803632140159607,0.8290903568267822,0.0
Xb9e27c19b02a,iTE:P0709:r001,TG:P0314:r002,P0709,P0314,0.5803616046905518,0.8043854236602783,0.05763944610953331
X0a8bfbb5178d,iTE:P1608:r016,TG:P0278:r001,P1608,P0278,0.5803608894348145,0.7964366674423218,0.07618407905101776
X7bb7ef83f8d3,iTE:P1795:r009,TG:P0030:r001,P1795,P0030,0.5803602337837219,0.7731508016586304,0.1305156946182251
X187b27d3bf5b,iTE:P1203:r026,TG:P0132:r001,P1203,P0132,0.5803587436676025,0.8290839195251465,0.0
Xfe6040a63031,iTE:P1243:r008,TG:P0262:r012,P1243,P0262,0.5803557634353638,0.8119449615478516,0.039981044828891754
X37e7b6049528,iTE:P0639:r002,TG:P0255:r004,P0639,P0255,0.5803553462028503,0.8290790915489197,0.0
X745e141e8c0e,iTE:P0428:r007,TG:P0039:r006,P0428,P0039,0.5803524255752563,0.7986407279968262,0.07101308554410934
X3f9f2f4677ee,iTE:P1474:r006,TG:P0045:r004,P1474,P0045,0.5803523659706116,0.823767900466919,0.012382804416120052
X31690c0fdd58,iTE:P0391:r007,TG:P0014:r003,P0391,P0014,0.5803514122962952,0.829073429107666,0.0
X77a5230bc4ee,iTE:P0751:r002,TG:P0184:r005,P0751,P0184,0.5803436040878296,0.8136264085769653,0.036017194390296936
