retrieval_unit_id,mention_id,paper_id,domain
iTE:retrieval:3d41c3b1ffc321,iTE:P1814:n2,P1814,iTE
iTE:retrieval:af4f5bfe48c93b,iTE:P0758:n2,P0758,iTE
iTE:retrieval:b186dbc245ac7c,iTE:P1511:n3,P1511,iTE
iTE:retrieval:7dc09ff45fd7bf,iTE:P1355:n1,P1355,iTE
iTE:retrieval:c29e879242d620,iTE:P1217:n1,P1217,iTE
iTE:retrieval:6a33516245c05c,iTE:P1286:n2,P1286,iTE
iTE:retrieval:e69e96d9515260,iTE:P1496:n1,P1496,iTE
iTE:retrieval:41251fac1248c2,iTE:P0877:n1,P0877,iTE
iTE:retrieval:190fcadfd790c5,iTE:P0915:n1,P0915,iTE
iTE:retrieval:106e74068f2eac,iTE:P1625:n1,P1625,iTE
iTE:retrieval:c26d3b6250c36f,iTE:P0515:n1,P0515,iTE
iTE:retrieval:a9cd1af56c5c16,iTE:P1403:n2,P1403,iTE
iTE:retrieval:f2603c4d7d71c4,iTE:P1826:n2,P1826,iTE
iTE:retrieval:cb91ecf0ead30b,iTE:P0615:n3,P0615,iTE
iTE:retrieval:cf1bc355523e86,iTE:P0870:n1,P0870,iTE
iTE:retrieval:53fde209bf0c3a,iTE:P0484:n2,P0484,iTE
iTE:retrieval:df194b96e451cf,iTE:P1241:n2,P1241,iTE
iTE:retrieval:92a039aec91299,iTE:P1141:n2,P1141,iTE
iTE:retrieval:92a039aec91299,iTE:P1545:n2,P1545,iTE
iTE:retrieval:92a039aec91299,iTE:P1706:n2,P1706,iTE
iTE:retrieval:c173aeeb786537,iTE:P1103:n2,P1103,iTE
iTE:retrieval:404232dc154016,iTE:P1655:n2,P1655,iTE
iTE:retrieval:95ebd26211c9e7,iTE:P0745:n1,P0745,iTE
iTE:retrieval:5c286e48296457,iTE:P1602:n1,P1602,iTE
iTE:retrieval:b8a93764ef6b81,iTE:P0595:n2,P0595,iTE
iTE:retrieval:20ff4f7cf32e97,iTE:P0641:n2,P0641,iTE
iTE:retrieval:f2598a16bafa5e,iTE:P1418:n1,P1418,iTE
iTE:retrieval:113ee0f74fb18c,iTE:P0691:n2,P0691,iTE
iTE:retrieval:12a706b7d29ef9,iTE:P1488:n4,P1488,iTE
iTE:retrieval:7994d78d3523bb,iTE:P1578:n1,P1578,iTE
iTE:retrieval:2d36f58d3c9a6f,iTE:P1347:n1,P1347,iTE
iTE:retrieval:a6478684773cd8,iTE:P1526:n2,P1526,iTE
iTE:retrieval:a6478684773cd8,iTE:P1633:n3,P1633,iTE
iTE:retrieval:5d1a6ca7a104f5,iTE:P0821:n4,P0821,iTE
iTE:retrieval:8fcc1ff0254cff,iTE:P1497:n2,P1497,iTE
iTE:retrieval:4b5f0437257bed,iTE:P1679:n1,P1679,iTE
iTE:retrieval:cd75c567b9e9a6,iTE:P1828:n2,P1828,iTE
iTE:retrieval:0904b0c7afd421,iTE:P0730:n2,P0730,iTE
iTE:retrieval:51efdf6113b4d0,iTE:P0653:n1,P0653,iTE
iTE:retrieval:f4dff5b11f79a2,iTE:P1614:n1,P1614,iTE
iTE:retrieval:cf214bcaaebb80,iTE:P1879:n2,P1879,iTE
iTE:retrieval:1306f8f35d686a,iTE:P1770:n1,P1770,iTE
iTE:retrieval:b5153498a06a7f,iTE:P0374:n4,P0374,iTE
iTE:retrieval:a842766968d997,iTE:P1065:n2,P1065,iTE
iTE:retrieval:b58ebb73f17f89,iTE:P1641:n1,P1641,iTE
iTE:retrieval:5f4f55b611764f,iTE:P1077:n2,P1077,iTE
iTE:retrieval:90eae4d800af6b,iTE:P1794:n1,P1794,iTE
iTE:retrieval:f365af59a684b6,iTE:P1363:n1,P1363,iTE
iTE:retrieval:0cfb3d929cc035,iTE:P0893:n1,P0893,iTE
iTE:retrieval:cb3f4de8ad32ca,iTE:P1549:n2,P1549,iTE
iTE:retrieval:e8059b4ee9ff19,iTE:P0549:n2,P0549,iTE
iTE:retrieval:25dcd3112381fe,iTE:P0565:n1,P0565,iTE
iTE:retrieval:c18be230a5eb94,iTE:P0452:n1,P0452,iTE
iTE:retrieval:9a5fed4d4d3127,iTE:P0899:n1,P0899,iTE
iTE:retrieval:d6150ff255cc5c,iTE:P1551:n1,P1551,iTE
iTE:retrieval:f4a4b26131da75,iTE:P1650:n1,P1650,iTE
iTE:retrieval:0d1c7f1ab2257b,iTE:P1438:n1,P1438,iTE
iTE:retrieval:2c633bd8d6a2a3,iTE:P0867:n2,P0867,iTE
iTE:retrieval:52de049f9740f0,iTE:P0987:n2,P0987,iTE
iTE:retrieval:18358bd99c3cc9,iTE:P1102:n1,P1102,iTE
iTE:retrieval:2b507f10dd2113,iTE:P0620:n3,P0620,iTE
iTE:retrieval:39d17bfa44b1c8,iTE:P1168:n3,P1168,iTE
iTE:retrieval:c60276b6e212b6,iTE:P1955:n2,P1955,iTE
iTE:retrieval:ffaf67a7e22a83,iTE:P0822:n1,P0822,iTE
iTE:retrieval:98f4675a8a252e,iTE:P1257:n2,P1257,iTE
iTE:retrieval:86da420fca4bb9,iTE:P1734:n2,P1734,iTE
iTE:retrieval:4f641c95deac9c,iTE:P1260:n1,P1260,iTE
iTE:retrieval:bc81ca1e364b21,iTE:P1003:n2,P1003,iTE
iTE:retrieval:f664d8dd948027,iTE:P1878:n2,P1878,iTE
iTE:retrieval:1848f109bc4ab6,iTE:P0484:n1,P0484,iTE
iTE:retrieval:ec984363b8a1fc,iTE:P1587:n3,P1587,iTE
iTE:retrieval:a0b6c4ac9b6d84,iTE:P1057:n2,P1057,iTE
iTE:retrieval:50e887e9458ca6,iTE:P0469:n2,P0469,iTE
iTE:retrieval:866550b9866af6,iTE:P1481:n1,P1481,iTE
iTE:retrieval:e8e429c37caf66,iTE:P1128:n1,P1128,iTE
iTE:retrieval:98be9cecc8ce16,iTE:P1843:n2,P1843,iTE
iTE:retrieval:e1c22fbbd18daf,iTE:P1013:n2,P1013,iTE
iTE:retrieval:e1c22fbbd18daf,iTE:P1823:n2,P1823,iTE
iTE:retrieval:bd3fe850e59d01,iTE:P0530:n1,P0530,iTE
iTE:retrieval:bf61dd5d6bc130,iTE:P1876:n2,P1876,iTE
iTE:retrieval:d455232be413ec,iTE:P1771:n2,P1771,iTE
iTE:retrieval:c2d798f2950e5a,iTE:P0669:n2,P0669,iTE
iTE:retrieval:d40c10a215f748,iTE:P0984:n1,P0984,iTE
iTE:retrieval:4499d62981b757,iTE:P1834:n2,P1834,iTE
iTE:retrieval:ca2a125803099c,iTE:P0338:n1,P0338,iTE
iTE:retrieval:f0a166f7ac4954,iTE:P1143:n1,P1143,iTE
iTE:retrieval:3d570a93415f96,iTE:P1520:n3,P1520,iTE
iTE:retrieval:75cc40b70a3671,iTE:P0362:n2,P0362,iTE
iTE:retrieval:92a338fd0eb7f2,iTE:P0981:n2,P0981,iTE
iTE:retrieval:7a3d2fc8bb95cb,iTE:P0359:n2,P0359,iTE
iTE:retrieval:8dd7722871e975,iTE:P1614:n2,P1614,iTE
iTE:retrieval:9c1b96ccb4521b,iTE:P1263:n3,P1263,iTE
iTE:retrieval:71935724a17665,iTE:P1075:n1,P1075,iTE
iTE:retrieval:ed43cec35dedaa,iTE:P0584:n3,P0584,iTE
iTE:retrieval:15354d163b7f31,iTE:P0432:n5,P0432,iTE
iTE:retrieval:15354d163b7f31,iTE:P0598:n2,P0598,iTE
iTE:retrieval:2e50e2cc8aca5b,iTE:P1647:n1,P1647,iTE
iTE:retrieval:fbc5f69810cb85,iTE:P0350:n1,P0350,iTE
iTE:retrieval:ba36b769a53dcb,iTE:P0559:n1,P0559,iTE
iTE:retrieval:c5debd8f7aa3d7,iTE:P0377:n1,P0377,iTE
iTE:retrieval:a02e32cf8e0395,iTE:P0382:n2,P0382,iTE
iTE:retrieval:f4a0bd099b6358,iTE:P1862:n2,P1862,iTE
iTE:retrieval:6b2dbab52f947c,iTE:P0871:n2,P0871,iTE
iTE:retrieval:7ed0a871a61d1d,iTE:P1571:n1,P1571,iTE
iTE:retrieval:b419d64efc4838,iTE:P0665:n2,P0665,iTE
iTE:retrieval:8fc78bbc9f0ebf,iTE:P1416:n1,P1416,iTE
iTE:retrieval:3019071d610565,iTE:P0335:n3,P0335,iTE
iTE:retrieval:3019071d610565,iTE:P0376:n3,P0376,iTE
iTE:retrieval:ae25a95ef22ccf,iTE:P1540:n2,P1540,iTE
iTE:retrieval:1be9e533b3f18b,iTE:P1724:n1,P1724,iTE
iTE:retrieval:5e71a7403ecaa7,iTE:P1724:n2,P1724,iTE
iTE:retrieval:99754d9911ef9e,iTE:P0583:n2,P0583,iTE
iTE:retrieval:36cdf341a8d885,iTE:P0915:n3,P0915,iTE
iTE:retrieval:5a0023b0a8060f,iTE:P1167:n2,P1167,iTE
iTE:retrieval:167f448f11f389,iTE:P1456:n3,P1456,iTE
iTE:retrieval:277e5062152942,iTE:P1887:n2,P1887,iTE
iTE:retrieval:3dd66c83aaf25e,iTE:P1856:n2,P1856,iTE
iTE:retrieval:5b95e320f6f718,iTE:P0769:n1,P0769,iTE
iTE:retrieval:0bc4dca4142818,iTE:P1494:n2,P1494,iTE
iTE:retrieval:3c506b37fabb60,iTE:P1841:n2,P1841,iTE
iTE:retrieval:e53e53881125fd,iTE:P1342:n1,P1342,iTE
iTE:retrieval:d4870d62e655f4,iTE:P1564:n1,P1564,iTE
iTE:retrieval:e9f82b671b391d,iTE:P0388:n1,P0388,iTE
iTE:retrieval:040adc91d3669a,iTE:P1142:n1,P1142,iTE
iTE:retrieval:3c1633a5ea0db8,iTE:P1366:n1,P1366,iTE
iTE:retrieval:459daaf43d8537,iTE:P1685:n2,P1685,iTE
iTE:retrieval:5d0f6cd36b934f,iTE:P1559:n2,P1559,iTE
iTE:retrieval:b25d7c1e653e2f,iTE:P0923:n2,P0923,iTE
iTE:retrieval:0cb71f6c6d6bad,iTE:P1118:n1,P1118,iTE
iTE:retrieval:784d37252b17d5,iTE:P1266:n2,P1266,iTE
iTE:retrieval:ca6eb908c6fa6b,iTE:P1621:n2,P1621,iTE
iTE:retrieval:3d0874859c287c,iTE:P1914:n2,P1914,iTE
iTE:retrieval:909c04f38e76c1,iTE:P1057:n1,P1057,iTE
iTE:retrieval:532f3cdbae5b8a,iTE:P1118:n3,P1118,iTE
iTE:retrieval:f895edb984b2c0,iTE:P1899:n1,P1899,iTE
iTE:retrieval:fc4df23dccb691,iTE:P1711:n1,P1711,iTE
iTE:retrieval:47fce244d3279a,iTE:P1153:n3,P1153,iTE
iTE:retrieval:606020f39e99e7,iTE:P1577:n1,P1577,iTE
iTE:retrieval:6f8d2807a0f8d5,iTE:P0612:n2,P0612,iTE
iTE:retrieval:c31644d2773707,iTE:P1921:n2,P1921,iTE
iTE:retrieval:2f309265d0f25c,iTE:P1911:n2,P1911,iTE
iTE:retrieval:4f28f11abb615a,iTE:P1930:n2,P1930,iTE
iTE:retrieval:da252e62c81a19,iTE:P1949:n2,P1949,iTE
iTE:retrieval:fcad9028a3d237,iTE:P0742:n1,P0742,iTE
iTE:retrieval:812643615d1229,iTE:P0948:n2,P0948,iTE
iTE:retrieval:d5ee5fdee601a2,iTE:P1801:n2,P1801,iTE
iTE:retrieval:801b2694a691e6,iTE:P0571:n1,P0571,iTE
iTE:retrieval:fc79d7b4f42019,iTE:P0774:n2,P0774,iTE
iTE:retrieval:fc79d7b4f42019,iTE:P0830:n3,P0830,iTE
iTE:retrieval:fc79d7b4f42019,iTE:P0942:n2,P0942,iTE
iTE:retrieval:fc79d7b4f42019,iTE:P1009:n2,P1009,iTE
iTE:retrieval:496c698a61bd2f,iTE:P0665:n3,P0665,iTE
iTE:retrieval:496c698a61bd2f,iTE:P0906:n3,P0906,iTE
iTE:retrieval:496c698a61bd2f,iTE:P0974:n2,P0974,iTE
iTE:retrieval:496c698a61bd2f,iTE:P1087:n2,P1087,iTE
iTE:retrieval:496c698a61bd2f,iTE:P1570:n2,P1570,iTE
iTE:retrieval:ca422a41ecf8b6,iTE:P0531:n2,P0531,iTE
iTE:retrieval:02d2629484e6ab,iTE:P0410:n2,P0410,iTE
iTE:retrieval:a322dc937daf71,iTE:P0897:n2,P0897,iTE
iTE:retrieval:644596ff49cf45,iTE:P1481:n3,P1481,iTE
iTE:retrieval:6583b5e4cb0619,iTE:P0843:n1,P0843,iTE
iTE:retrieval:ba19de764463cc,iTE:P1884:n1,P1884,iTE
iTE:retrieval:873105486f7696,iTE:P1436:n2,P1436,iTE
iTE:retrieval:0ea188c68ebe32,iTE:P0857:n1,P0857,iTE
iTE:retrieval:3057079d9365ec,iTE:P0482:n3,P0482,iTE
iTE:retrieval:cd3a88db6c90a4,iTE:P1391:n1,P1391,iTE
iTE:retrieval:6f91ca02b954db,iTE:P0369:n4,P0369,iTE
iTE:retrieval:12d9eb6e417e03,iTE:P0737:n2,P0737,iTE
iTE:retrieval:daeed92df2dade,iTE:P0528:n1,P0528,iTE
iTE:retrieval:8135dd83e6818a,iTE:P0445:n2,P0445,iTE
iTE:retrieval:e453e1e1920316,iTE:P0523:n2,P0523,iTE
iTE:retrieval:5cfefe31eb2200,iTE:P0841:n2,P0841,iTE
iTE:retrieval:91ab4d276f2433,iTE:P0593:n2,P0593,iTE
iTE:retrieval:e99896799ad823,iTE:P0444:n2,P0444,iTE
iTE:retrieval:e522c958971dce,iTE:P1787:n2,P1787,iTE
iTE:retrieval:3b21278178ed34,iTE:P1750:n3,P1750,iTE
iTE:retrieval:8d0de564b826ef,iTE:P1792:n1,P1792,iTE
iTE:retrieval:5e4b174e775960,iTE:P0930:n1,P0930,iTE
iTE:retrieval:d22a93e72a35a3,iTE:P0920:n1,P0920,iTE
iTE:retrieval:b11780b7243c02,iTE:P0661:n1,P0661,iTE
iTE:retrieval:56dd153e6d402f,iTE:P0686:n1,P0686,iTE
iTE:retrieval:fad70b9dda0193,iTE:P0702:n3,P0702,iTE
iTE:retrieval:5e16dd0ee2908c,iTE:P1553:n3,P1553,iTE
iTE:retrieval:c4987b56f78389,iTE:P0544:n2,P0544,iTE
iTE:retrieval:f60b5a35b8939c,iTE:P1564:n2,P1564,iTE
iTE:retrieval:e44227765762a0,iTE:P1519:n2,P1519,iTE
iTE:retrieval:c6f5dd4f71764f,iTE:P0848:n3,P0848,iTE
iTE:retrieval:196dc20fbdd17c,iTE:P1100:n1,P1100,iTE
iTE:retrieval:8c4129d97ea5e0,iTE:P1704:n2,P1704,iTE
iTE:retrieval:1309224b3e0794,iTE:P0464:n2,P0464,iTE
iTE:retrieval:5c0316936ee167,iTE:P1869:n2,P1869,iTE
iTE:retrieval:4fc7a7d4ab8436,iTE:P0969:n2,P0969,iTE
iTE:retrieval:7c0598250105cd,iTE:P1738:n3,P1738,iTE
iTE:retrieval:0fca2e3f29d411,iTE:P0492:n1,P0492,iTE
iTE:retrieval:537f184609cd3e,iTE:P1890:n2,P1890,iTE
iTE:retrieval:5617ce6c375382,iTE:P1767:n1,P1767,iTE
iTE:retrieval:0d456265d31d41,iTE:P1452:n2,P1452,iTE
iTE:retrieval:ee868e7714bc6f,iTE:P1274:n2,P1274,iTE
iTE:retrieval:c01daeeb09a7e7,iTE:P0949:n1,P0949,iTE
iTE:retrieval:1d3b983d46281d,iTE:P0349:n3,P0349,iTE
iTE:retrieval:ccf2e8322d6f28,iTE:P1963:n2,P1963,iTE
iTE:retrieval:6d5d0926d9860f,iTE:P0935:n1,P0935,iTE
iTE:retrieval:42413c6fe03079,iTE:P1303:n1,P1303,iTE
iTE:retrieval:36e84f37344f9d,iTE:P1159:n2,P1159,iTE
iTE:retrieval:c4fbe4b5c00048,iTE:P1733:n2,P1733,iTE
iTE:retrieval:1cb17d43b1e6b8,iTE:P0365:n2,P0365,iTE
iTE:retrieval:44cb18b545c258,iTE:P1917:n2,P1917,iTE
iTE:retrieval:0eeb2c863c5b33,iTE:P0361:n1,P0361,iTE
iTE:retrieval:225dd779c6166d,iTE:P1669:n1,P1669,iTE
iTE:retrieval:efc42aed69b54b,iTE:P1162:n2,P1162,iTE
iTE:retrieval:4285a13559322d,iTE:P1552:n3,P1552,iTE
iTE:retrieval:4285a13559322d,iTE:P1651:n2,P1651,iTE
iTE:retrieval:79c49a54e82477,iTE:P1576:n2,P1576,iTE
iTE:retrieval:6dd6b12b7ad732,iTE:P0643:n1,P0643,iTE
iTE:retrieval:c974e17b8e7321,iTE:P1318:n1,P1318,iTE
iTE:retrieval:2fd02c7595d9d8,iTE:P0832:n1,P0832,iTE
iTE:retrieval:2e8aeeac7c33c0,iTE:P0475:n2,P0475,iTE
iTE:retrieval:d1fccad5a45403,iTE:P0981:n1,P0981,iTE
iTE:retrieval:aa9de8a3f8de62,iTE:P0558:n1,P0558,iTE
iTE:retrieval:c59b7e2dbfc698,iTE:P0622:n3,P0622,iTE
iTE:retrieval:c59b7e2dbfc698,iTE:P1379:n2,P1379,iTE
iTE:retrieval:6e8862e4eebb05,iTE:P0604:n3,P0604,iTE
iTE:retrieval:ee61c506260f42,iTE:P0550:n2,P0550,iTE
iTE:retrieval:acefa119271d33,iTE:P1827:n1,P1827,iTE
iTE:retrieval:03bbc6a4dbbd8b,iTE:P1477:n2,P1477,iTE
iTE:retrieval:6b5504c6d63496,iTE:P0741:n1,P0741,iTE
iTE:retrieval:e3c15828188cbd,iTE:P1351:n2,P1351,iTE
iTE:retrieval:2510488bde82c4,iTE:P0575:n2,P0575,iTE
iTE:retrieval:6c8f9af1d9a52f,iTE:P1109:n2,P1109,iTE
iTE:retrieval:9a29bc5c357c74,iTE:P0568:n2,P0568,iTE
iTE:retrieval:e445fba80ab9c0,iTE:P0953:n2,P0953,iTE
iTE:retrieval:0751e7be2f685c,iTE:P0550:n3,P0550,iTE
iTE:retrieval:763cadc7b8e8dc,iTE:P1723:n1,P1723,iTE
iTE:retrieval:bbdec748ae5808,iTE:P1595:n4,P1595,iTE
iTE:retrieval:10ffe5959ee66e,iTE:P1410:n1,P1410,iTE
iTE:retrieval:652f82ea1d115d,iTE:P1534:n4,P1534,iTE
iTE:retrieval:723d7af4f350a3,iTE:P1595:n3,P1595,iTE
iTE:retrieval:06ff147fe56d1b,iTE:P1831:n1,P1831,iTE
iTE:retrieval:d001cf3b1af349,iTE:P1393:n2,P1393,iTE
iTE:retrieval:8012130fd61b36,iTE:P1714:n2,P1714,iTE
iTE:retrieval:5708443b19be8a,iTE:P1862:n1,P1862,iTE
iTE:retrieval:74b8b361caac17,iTE:P0438:n1,P0438,iTE
iTE:retrieval:2d7133e740d6b7,iTE:P1701:n2,P1701,iTE
iTE:retrieval:18d9bcc48eab9a,iTE:P1512:n1,P1512,iTE
iTE:retrieval:2c2240217b64aa,iTE:P1753:n1,P1753,iTE
iTE:retrieval:a0ca60567c7c3c,iTE:P1357:n1,P1357,iTE
iTE:retrieval:5ecfa4e096c036,iTE:P1132:n2,P1132,iTE
iTE:retrieval:5ecfa4e096c036,iTE:P1840:n2,P1840,iTE
iTE:retrieval:e6f97167d2d866,iTE:P1148:n1,P1148,iTE
iTE:retrieval:23b8d30aec326b,iTE:P1938:n1,P1938,iTE
iTE:retrieval:d4f21135ddf78e,iTE:P1677:n1,P1677,iTE
iTE:retrieval:fc612cf2dcbfa5,iTE:P1101:n2,P1101,iTE
iTE:retrieval:f57177f22b41a7,iTE:P1435:n1,P1435,iTE
iTE:retrieval:160f0b30df4471,iTE:P1617:n2,P1617,iTE
iTE:retrieval:22e10d10e22578,iTE:P1683:n1,P1683,iTE
iTE:retrieval:cf712cc831f5fe,iTE:P1945:n2,P1945,iTE
iTE:retrieval:9cd5a1db302f93,iTE:P1093:n2,P1093,iTE
iTE:retrieval:3ae9d09d6bf61d,iTE:P1006:n2,P1006,iTE
iTE:retrieval:3ae9d09d6bf61d,iTE:P1018:n2,P1018,iTE
iTE:retrieval:f613e3e94bff22,iTE:P1509:n2,P1509,iTE
iTE:retrieval:a17621c7a8f4ea,iTE:P0983:n2,P0983,iTE
iTE:retrieval:91105a35ed7d8a,iTE:P1848:n1,P1848,iTE
iTE:retrieval:284c4b409f8446,iTE:P1673:n1,P1673,iTE
iTE:retrieval:869355755c3f0b,iTE:P0707:n1,P0707,iTE
iTE:retrieval:b7ba281efc1d44,iTE:P1534:n3,P1534,iTE
iTE:retrieval:900041e00918da,iTE:P0682:n2,P0682,iTE
iTE:retrieval:dae2a35d27671e,iTE:P1616:n3,P1616,iTE
iTE:retrieval:4e72faffecf708,iTE:P0498:n1,P0498,iTE
iTE:retrieval:1458bc696e9c8b,iTE:P1389:n2,P1389,iTE
iTE:retrieval:66ef0676703541,iTE:P0717:n1,P0717,iTE
iTE:retrieval:95e5341e46f003,iTE:P0842:n1,P0842,iTE
iTE:retrieval:6dfb5e0c8d70e6,iTE:P1280:n2,P1280,iTE
iTE:retrieval:01383a5a297296,iTE:P1924:n1,P1924,iTE
iTE:retrieval:c51c009970bfc2,iTE:P0699:n3,P0699,iTE
iTE:retrieval:a580a874414630,iTE:P1772:n1,P1772,iTE
iTE:retrieval:841cc9dff29a49,iTE:P0926:n2,P0926,iTE
iTE:retrieval:54a4efb14837a1,iTE:P1843:n1,P1843,iTE
iTE:retrieval:1264a899a6dd20,iTE:P1453:n1,P1453,iTE
iTE:retrieval:9f374e43d6fb2e,iTE:P0921:n1,P0921,iTE
iTE:retrieval:96db7703655a7d,iTE:P1544:n2,P1544,iTE
iTE:retrieval:2ae5ba5e0b70ca,iTE:P0933:n2,P0933,iTE
iTE:retrieval:460eb8c4da2b6b,iTE:P1424:n1,P1424,iTE
iTE:retrieval:af4e4adb978c13,iTE:P0439:n1,P0439,iTE
iTE:retrieval:96aaef38a9eb60,iTE:P1615:n1,P1615,iTE
iTE:retrieval:6a19f8bdf031b9,iTE:P0994:n1,P0994,iTE
iTE:retrieval:6d63e7289fab83,iTE:P0941:n2,P0941,iTE
iTE:retrieval:447498dcd8b006,iTE:P1971:n2,P1971,iTE
iTE:retrieval:90ce2eead658ee,iTE:P0473:n2,P0473,iTE
iTE:retrieval:94570ff9211398,iTE:P1044:n2,P1044,iTE
iTE:retrieval:780cf2f00a8e64,iTE:P0746:n2,P0746,iTE
iTE:retrieval:00946455623a0c,iTE:P0633:n2,P0633,iTE
iTE:retrieval:e69ec37c2be39c,iTE:P1249:n1,P1249,iTE
iTE:retrieval:8a2b6d64b5d462,iTE:P0573:n2,P0573,iTE
iTE:retrieval:f37388f6e2e61c,iTE:P1222:n2,P1222,iTE
iTE:retrieval:9ff7bd53fbd475,iTE:P0343:n1,P0343,iTE
iTE:retrieval:4306f790b68fbd,iTE:P0644:n3,P0644,iTE
iTE:retrieval:4c9d182ed7a886,iTE:P1667:n3,P1667,iTE
iTE:retrieval:a6dbb0cfd3f212,iTE:P1447:n2,P1447,iTE
iTE:retrieval:ac0ead4c844a53,iTE:P1500:n3,P1500,iTE
iTE:retrieval:71f4b4132e40f9,iTE:P0941:n1,P0941,iTE
iTE:retrieval:d51acb56cf5d9d,iTE:P1471:n2,P1471,iTE
iTE:retrieval:93258a66cc5115,iTE:P1500:n2,P1500,iTE
iTE:retrieval:2f72d907b827d6,iTE:P1616:n1,P1616,iTE
iTE:retrieval:97f3803eb7bef2,iTE:P1810:n2,P1810,iTE
iTE:retrieval:b80a95691ac16a,iTE:P1356:n1,P1356,iTE
iTE:retrieval:b80a95691ac16a,iTE:P1813:n2,P1813,iTE
iTE:retrieval:612136aec2c734,iTE:P1313:n2,P1313,iTE
iTE:retrieval:6e237ba086cf8d,iTE:P1930:n1,P1930,iTE
iTE:retrieval:4e5d829ff4908d,iTE:P0994:n3,P0994,iTE
iTE:retrieval:4e5d829ff4908d,iTE:P1135:n2,P1135,iTE
iTE:retrieval:82253138bc8b85,iTE:P1863:n2,P1863,iTE
iTE:retrieval:bb486d7b29c475,iTE:P0584:n2,P0584,iTE
iTE:retrieval:9f30048bab4ebe,iTE:P1735:n2,P1735,iTE
iTE:retrieval:d9de03b87bbbfe,iTE:P0972:n2,P0972,iTE
iTE:retrieval:1834d3840098fc,iTE:P1137:n3,P1137,iTE
iTE:retrieval:1c78a3ae57bc27,iTE:P1659:n2,P1659,iTE
iTE:retrieval:a5828fe7ef501e,iTE:P0698:n1,P0698,iTE
iTE:retrieval:142a90ce78c591,iTE:P1406:n2,P1406,iTE
iTE:retrieval:baec513dba7cbd,iTE:P0758:n3,P0758,iTE
iTE:retrieval:0f38060f4a7d65,iTE:P1294:n1,P1294,iTE
iTE:retrieval:b6eb60bebe668f,iTE:P1899:n2,P1899,iTE
iTE:retrieval:e434d393465007,iTE:P1447:n3,P1447,iTE
iTE:retrieval:0ac9bb43f8dd52,iTE:P1629:n2,P1629,iTE
iTE:retrieval:038824d69fa0a6,iTE:P1585:n1,P1585,iTE
iTE:retrieval:9bbbb1f43dd464,iTE:P0903:n1,P0903,iTE
iTE:retrieval:f76b98912109dc,iTE:P1542:n4,P1542,iTE
iTE:retrieval:eb3821d5f53a63,iTE:P0351:n2,P0351,iTE
iTE:retrieval:c22d8498b40496,iTE:P0465:n3,P0465,iTE
iTE:retrieval:c22d8498b40496,iTE:P0495:n3,P0495,iTE
iTE:retrieval:4b6a32afd970ad,iTE:P0403:n2,P0403,iTE
iTE:retrieval:5eb76d85b70f85,iTE:P0848:n2,P0848,iTE
iTE:retrieval:91981c1b329691,iTE:P0627:n1,P0627,iTE
iTE:retrieval:a254424a68839d,iTE:P1638:n1,P1638,iTE
iTE:retrieval:a7f89699eecf30,iTE:P1177:n1,P1177,iTE
iTE:retrieval:3cc4bc7407b0f0,iTE:P1838:n2,P1838,iTE
iTE:retrieval:a88beeb82a7840,iTE:P0790:n3,P0790,iTE
iTE:retrieval:15313fd6758fe4,iTE:P1124:n1,P1124,iTE
iTE:retrieval:06225aaab2666e,iTE:P0939:n2,P0939,iTE
iTE:retrieval:eb660dc9f9c30d,iTE:P1543:n3,P1543,iTE
iTE:retrieval:82d0d1238cf0f9,iTE:P1542:n2,P1542,iTE
iTE:retrieval:50dfb9291a9057,iTE:P1328:n2,P1328,iTE
iTE:retrieval:136d59371e94b8,iTE:P1631:n1,P1631,iTE
iTE:retrieval:1f3b7a3d8ff582,iTE:P1060:n1,P1060,iTE
iTE:retrieval:d162d768b03a11,iTE:P1005:n2,P1005,iTE
iTE:retrieval:189662c2cd5a39,iTE:P1013:n1,P1013,iTE
iTE:retrieval:0a73d95b442fb8,iTE:P1653:n1,P1653,iTE
iTE:retrieval:ee4767748e67ac,iTE:P0397:n2,P0397,iTE
iTE:retrieval:dab28a6dc3494b,iTE:P1603:n1,P1603,iTE
iTE:retrieval:18b06b687353ad,iTE:P1000:n2,P1000,iTE
iTE:retrieval:c75cd40eb7aa6a,iTE:P1287:n2,P1287,iTE
iTE:retrieval:096da68b6d48f6,iTE:P1279:n1,P1279,iTE
iTE:retrieval:f5433312c9c047,iTE:P1208:n1,P1208,iTE
iTE:retrieval:6f492271027975,iTE:P1191:n2,P1191,iTE
iTE:retrieval:ce9f27bb8362d1,iTE:P1174:n1,P1174,iTE
iTE:retrieval:ed538ee1a48aa8,iTE:P0979:n1,P0979,iTE
iTE:retrieval:58c85f55cb9913,iTE:P1723:n2,P1723,iTE
iTE:retrieval:fd8b780d5e3cef,iTE:P1868:n2,P1868,iTE
iTE:retrieval:e7d3586b2a4e29,iTE:P1906:n2,P1906,iTE
iTE:retrieval:4a661cec0a9121,iTE:P1327:n2,P1327,iTE
iTE:retrieval:08c7306936a1d7,iTE:P1395:n2,P1395,iTE
iTE:retrieval:633374aad90c8f,iTE:P1325:n1,P1325,iTE
iTE:retrieval:64d767f4e4817c,iTE:P1358:n2,P1358,iTE
iTE:retrieval:8f309fbc67ff42,iTE:P1600:n1,P1600,iTE
iTE:retrieval:11ee40daa5c72c,iTE:P1293:n1,P1293,iTE
