retrieval_unit_id,domain,label,mention_count,paper_support,representative_mention_ids,unit_status
iTE:retrieval:52de049f9740f0,iTE,energy conduction mechanism,1,1,iTE:P0987:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:18358bd99c3cc9,iTE,enhance anharmonicity,1,1,iTE:P1102:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2b507f10dd2113,iTE,enhanced apparent ionic Seebeck coefficient,1,1,iTE:P0620:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:39d17bfa44b1c8,iTE,enhanced carrier mobility,1,1,iTE:P1168:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:c60276b6e212b6,iTE,enhanced conduction and the appearance of a semiconductor behavior,1,1,iTE:P1955:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:ffaf67a7e22a83,iTE,enhanced covalent character imparted by Ge-Te bonding,1,1,iTE:P0822:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:98f4675a8a252e,iTE,enhanced electrical conductivity,1,1,iTE:P1257:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:86da420fca4bb9,iTE,enhanced electrical properties,1,1,iTE:P1734:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:4f641c95deac9c,iTE,enhanced interfacial interaction between the filler and matrix,1,1,iTE:P1260:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:bc81ca1e364b21,iTE,enhanced ionic Seebeck effect,1,1,iTE:P1003:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f664d8dd948027,iTE,enhanced mobility kinetics of Li+,1,1,iTE:P1878:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:1848f109bc4ab6,iTE,enhanced molecular ordering of P3HT,1,1,iTE:P0484:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ec984363b8a1fc,iTE,enhanced optical absorption,1,1,iTE:P1587:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:a0b6c4ac9b6d84,iTE,enhanced performance,1,1,iTE:P1057:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:50e887e9458ca6,iTE,enhanced performances of both materials,1,1,iTE:P0469:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:866550b9866af6,iTE,enhanced phonon scattering,1,1,iTE:P1481:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e8e429c37caf66,iTE,enhanced phonon scattering at lattice imperfections and the mass fluctuation effect,1,1,iTE:P1128:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:98be9cecc8ce16,iTE,enhanced polarizability,1,1,iTE:P1843:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e1c22fbbd18daf,iTE,enhanced power factor,2,2,iTE:P1013:n2;iTE:P1823:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:bd3fe850e59d01,iTE,enhanced viscosity near the charged surface,1,1,iTE:P0530:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:bf61dd5d6bc130,iTE,enhancement in the power factor,1,1,iTE:P1876:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:d455232be413ec,iTE,enhancement of anharmonicity,1,1,iTE:P1771:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:c2d798f2950e5a,iTE,enhancement of cryogenic thermoelectric power,1,1,iTE:P0669:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:d40c10a215f748,iTE,enhancement of the work function,1,1,iTE:P0984:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:4499d62981b757,iTE,enhancing the conductivity,1,1,iTE:P1834:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:ca2a125803099c,iTE,enriching oxygen-containing functional groups,1,1,iTE:P0338:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:f0a166f7ac4954,iTE,entanglement between CF3SO3- and CH3SO3- anions,1,1,iTE:P1143:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3d570a93415f96,iTE,entropy and potential differences between the hot and cold electrodes,1,1,iTE:P1520:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:75cc40b70a3671,iTE,entropy changes,1,1,iTE:P0362:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:92a338fd0eb7f2,iTE,entropy difference between the redox couples of FeCN4-/3-,1,1,iTE:P0981:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:7a3d2fc8bb95cb,iTE,entropy difference in thermal migration,1,1,iTE:P0359:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:8dd7722871e975,iTE,entropy difference of the [Fe(CN)6 4-/Fe(CN)6 3-] redox couple,1,1,iTE:P1614:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:9c1b96ccb4521b,iTE,entropy differences between redox couples,1,1,iTE:P1263:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:71935724a17665,iTE,entropy of the transition,1,1,iTE:P1075:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ed43cec35dedaa,iTE,environment stability,1,1,iTE:P0584:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:15354d163b7f31,iTE,environmental stability,2,2,iTE:P0432:n5;iTE:P0598:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:2e50e2cc8aca5b,iTE,etching in an aqueous ammonia solution,1,1,iTE:P1647:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:fbc5f69810cb85,iTE,ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI),1,1,iTE:P0350:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ba36b769a53dcb,iTE,eutectogels,1,1,iTE:P0559:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c5debd8f7aa3d7,iTE,evaporation of bulk water,1,1,iTE:P0377:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:a02e32cf8e0395,iTE,excellent air stability,1,1,iTE:P0382:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f4a0bd099b6358,iTE,excellent hydrogen production activities,1,1,iTE:P1862:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:6b2dbab52f947c,iTE,exceptional plasticity,1,1,iTE:P0871:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:7ed0a871a61d1d,iTE,excess localized Ag vacancies,1,1,iTE:P1571:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b419d64efc4838,iTE,excess number of carriers,1,1,iTE:P0665:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:8fc78bbc9f0ebf,iTE,excess oxygen in the Hg-O-delta charge reservoir,1,1,iTE:P1416:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3019071d610565,iTE,exchange current density,2,2,iTE:P0335:n3;iTE:P0376:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:ae25a95ef22ccf,iTE,exchange diffusion with Ta,1,1,iTE:P1540:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:1be9e533b3f18b,iTE,exciton binding energies,1,1,iTE:P1724:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5e71a7403ecaa7,iTE,exciton dissociation,1,1,iTE:P1724:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:99754d9911ef9e,iTE,exclusive anion transport channels,1,1,iTE:P0583:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:36cdf341a8d885,iTE,exclusive read-out of the three individual parameters,1,1,iTE:P0915:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:5a0023b0a8060f,iTE,exfoliation,1,1,iTE:P1167:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:167f448f11f389,iTE,expansion,1,1,iTE:P1456:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:277e5062152942,iTE,expansion of the unit cell,1,1,iTE:P1887:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:3dd66c83aaf25e,iTE,expansion of the unit cell volume,1,1,iTE:P1856:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:5b95e320f6f718,iTE,experimental constraints of the thermoosmotic volume flux,1,1,iTE:P0769:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:0bc4dca4142818,iTE,experimentally measured dynamics,1,1,iTE:P1494:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:3c506b37fabb60,iTE,extended covalent network,1,1,iTE:P1841:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e53e53881125fd,iTE,extensive hydrogen bonding and charge stabilization,1,1,iTE:P1342:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d4870d62e655f4,iTE,external electric field,1,1,iTE:P1564:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e9f82b671b391d,iTE,external load always connected,1,1,iTE:P0388:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:040adc91d3669a,iTE,external pressure,1,1,iTE:P1142:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3c1633a5ea0db8,iTE,external temperature,1,1,iTE:P1366:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:459daaf43d8537,iTE,extra hole carriers,1,1,iTE:P1685:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:5d0f6cd36b934f,iTE,extraction efficiency,1,1,iTE:P1559:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:b25d7c1e653e2f,iTE,extreme anharmonicity of dominated phonons,1,1,iTE:P0923:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:0cb71f6c6d6bad,iTE,extreme phonon anharmonicity and weak bonding,1,1,iTE:P1118:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:784d37252b17d5,iTE,extremely low lattice thermal conductivity,1,1,iTE:P1266:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:ca6eb908c6fa6b,iTE,fast Ag diffusion,1,1,iTE:P1621:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:3d0874859c287c,iTE,fast Ag+ diffusion,1,1,iTE:P1914:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:909c04f38e76c1,iTE,fast and selective ion transport driven by coupled heat and moisture transfer,1,1,iTE:P1057:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:532f3cdbae5b8a,iTE,fast diffusion,1,1,iTE:P1118:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:f895edb984b2c0,iTE,fast diffusion at high spin state,1,1,iTE:P1899:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:fc4df23dccb691,iTE,fast diffusion of NH4+,1,1,iTE:P1711:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:47fce244d3279a,iTE,fast initial stage,1,1,iTE:P1153:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:606020f39e99e7,iTE,fast ionic species Cu+,1,1,iTE:P1577:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:6f8d2807a0f8d5,iTE,fast transmittance switching,1,1,iTE:P0612:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:c31644d2773707,iTE,faster Cu 2 + diffusion in discharge process than charge process,1,1,iTE:P1921:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:2f309265d0f25c,iTE,faster dissolution,1,1,iTE:P1911:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:4f28f11abb615a,iTE,favorable thermal transport properties of Top configuration,1,1,iTE:P1930:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:da252e62c81a19,iTE,ferroelectric nature,1,1,iTE:P1949:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:fcad9028a3d237,iTE,ferroelectric polarization,1,1,iTE:P0742:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:812643615d1229,iTE,ferromagnetic,1,1,iTE:P0948:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:d5ee5fdee601a2,iTE,ferromagnetism,1,1,iTE:P1801:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:801b2694a691e6,iTE,fiberassisted percolation of PVA-rich ionic transport pathways,1,1,iTE:P0571:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:fc79d7b4f42019,iTE,figure of merit,4,4,iTE:P0774:n2;iTE:P0830:n3;iTE:P0942:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:496c698a61bd2f,iTE,figure of merit (ZT),5,5,iTE:P0665:n3;iTE:P0906:n3;iTE:P0974:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:ca422a41ecf8b6,iTE,figure of merit (ZT) and Seebeck coefficients,1,1,iTE:P0531:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:02d2629484e6ab,iTE,figure of merit ZT(i),1,1,iTE:P0410:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:a322dc937daf71,iTE,figure of merit close to unity,1,1,iTE:P0897:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:644596ff49cf45,iTE,figure-of-merit,1,1,iTE:P1481:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:6583b5e4cb0619,iTE,filled outer orbitals of the cation,1,1,iTE:P0843:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ba19de764463cc,iTE,"filling atoms Ba, Ce, and Y in Sb-icosahedron voids",1,1,iTE:P1884:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:873105486f7696,iTE,filling fraction limit (FFL),1,1,iTE:P1436:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:0ea188c68ebe32,iTE,"filling fraction, ionic state, and atomic radius of the filler",1,1,iTE:P0857:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3057079d9365ec,iTE,film conductivity,1,1,iTE:P0482:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:cd3a88db6c90a4,iTE,filtration of low-energy carriers at the CuO potential barriers,1,1,iTE:P1391:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:6f91ca02b954db,iTE,finer pore distribution,1,1,iTE:P0369:n4,retrieval_group_only_no_semantic_merge
iTE:retrieval:12d9eb6e417e03,iTE,fire resistance of wood,1,1,iTE:P0737:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:daeed92df2dade,iTE,fixed surface charge density,1,1,iTE:P0528:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:8135dd83e6818a,iTE,flame retardancy,1,1,iTE:P0445:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e453e1e1920316,iTE,flame retardancy and mechanical strength,1,1,iTE:P0523:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:5cfefe31eb2200,iTE,flame retardant and cooling properties,1,1,iTE:P0841:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:91ab4d276f2433,iTE,flexibility,1,1,iTE:P0593:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e99896799ad823,iTE,flexibility and robustness,1,1,iTE:P0444:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e522c958971dce,iTE,flexible and stretchable,1,1,iTE:P1787:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:3b21278178ed34,iTE,flow,1,1,iTE:P1750:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:8d0de564b826ef,iTE,fluctuation-induced coupling between fluid motion and electron transport,1,1,iTE:P1792:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5e4b174e775960,iTE,fluid-like motion of the ions,1,1,iTE:P0930:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d22a93e72a35a3,iTE,fluidic character,1,1,iTE:P0920:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b11780b7243c02,iTE,fluorine doping,1,1,iTE:P0661:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:56dd153e6d402f,iTE,fluorine-rich copolymer network,1,1,iTE:P0686:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:fad70b9dda0193,iTE,formation mechanism of trigonal tellurium nanowire bundles,1,1,iTE:P0702:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:5e16dd0ee2908c,iTE,formation of Cl- channels,1,1,iTE:P1553:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:c4987b56f78389,iTE,formation of Cu2O,1,1,iTE:P0544:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f60b5a35b8939c,iTE,formation of LiNbO3 nanocrystals,1,1,iTE:P1564:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e44227765762a0,iTE,formation of PSS crystallites,1,1,iTE:P1519:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:c6f5dd4f71764f,iTE,formation of SbTe-compounds interfacial layer,1,1,iTE:P0848:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:196dc20fbdd17c,iTE,formation of a bipolar state of photogenerated electrons and holes,1,1,iTE:P1100:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:8c4129d97ea5e0,iTE,formation of anatase,1,1,iTE:P1704:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:1309224b3e0794,iTE,formation of anion-rich clusters via preferential ion association,1,1,iTE:P0464:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:5c0316936ee167,iTE,formation of electronic holes,1,1,iTE:P1869:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:4fc7a7d4ab8436,iTE,formation of free holes,1,1,iTE:P0969:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:7c0598250105cd,iTE,formation of nanopores,1,1,iTE:P1738:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:0fca2e3f29d411,iTE,formation of oxygen defect states,1,1,iTE:P0492:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:537f184609cd3e,iTE,formation of pentagonal NWs,1,1,iTE:P1890:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:5617ce6c375382,iTE,formation of reactive Mg plasma,1,1,iTE:P1767:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:0d456265d31d41,iTE,formation of the valance and conduction bands,1,1,iTE:P1452:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:ee868e7714bc6f,iTE,formation of tightly assembled nanoparticles,1,1,iTE:P1274:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:c01daeeb09a7e7,iTE,formation of titanium vacancies,1,1,iTE:P0949:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:1d3b983d46281d,iTE,forming a deep eutectic solvent,1,1,iTE:P0349:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:ccf2e8322d6f28,iTE,four-phonon resonance,1,1,iTE:P1963:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:6d5d0926d9860f,iTE,fraction substituted,1,1,iTE:P0935:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:42413c6fe03079,iTE,free convection,1,1,iTE:P1303:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:36e84f37344f9d,iTE,free electrons,1,1,iTE:P1159:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:c4fbe4b5c00048,iTE,free of metal oxide species,1,1,iTE:P1733:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:1cb17d43b1e6b8,iTE,freeze resistance,1,1,iTE:P0365:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:44cb18b545c258,iTE,friction and the amount of heat generated,1,1,iTE:P1917:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:0eeb2c863c5b33,iTE,functional leather collagen fibers-bearing natural channels,1,1,iTE:P0361:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:225dd779c6166d,iTE,functionalized AmimCl,1,1,iTE:P1669:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:efc42aed69b54b,iTE,functioning as the TENG,1,1,iTE:P1162:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:4285a13559322d,iTE,gap formation,2,2,iTE:P1552:n3;iTE:P1651:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:79c49a54e82477,iTE,gas transfer/oxygen dissociation,1,1,iTE:P1576:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:6dd6b12b7ad732,iTE,gas/solid reactions,1,1,iTE:P0643:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c974e17b8e7321,iTE,gate,1,1,iTE:P1318:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2fd02c7595d9d8,iTE,gate voltage,1,1,iTE:P0832:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2e8aeeac7c33c0,iTE,gelatin-based iTEG,1,1,iTE:P0475:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:d1fccad5a45403,iTE,gelatin/GTA polymer network,1,1,iTE:P0981:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:aa9de8a3f8de62,iTE,gelatin/polyacrylamide double network ionic conductive hydrogel,1,1,iTE:P0558:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c59b7e2dbfc698,iTE,generate electricity,2,2,iTE:P0622:n3;iTE:P1379:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:6e8862e4eebb05,iTE,generate power,1,1,iTE:P0604:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:ee61c506260f42,iTE,generation of charge carriers,1,1,iTE:P0550:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:acefa119271d33,iTE,generation of charge carriers by substitution of Ba with La ion and oxygen vacancies,1,1,iTE:P1827:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:03bbc6a4dbbd8b,iTE,generation of oxygen vacancies,1,1,iTE:P1477:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:6b5504c6d63496,iTE,geopolymer-based concrete,1,1,iTE:P0741:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e3c15828188cbd,iTE,germanium with the empty clathrate-II structure,1,1,iTE:P1351:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:2510488bde82c4,iTE,giant Seebeck coefficient,1,1,iTE:P0575:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:6c8f9af1d9a52f,iTE,giant negative Seebeck coefficient,1,1,iTE:P1109:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:9a29bc5c357c74,iTE,giant negative thermopower,1,1,iTE:P0568:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e445fba80ab9c0,iTE,giant phonon scattering,1,1,iTE:P0953:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:0751e7be2f685c,iTE,giant thermoelectric response,1,1,iTE:P0550:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:763cadc7b8e8dc,iTE,glass transition temperature,1,1,iTE:P1723:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:bbdec748ae5808,iTE,glass-like thermal property,1,1,iTE:P1595:n4,retrieval_group_only_no_semantic_merge
iTE:retrieval:10ffe5959ee66e,iTE,glassy carbon electrode,1,1,iTE:P1410:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:652f82ea1d115d,iTE,glassy thermal conductivity,1,1,iTE:P1534:n4,retrieval_group_only_no_semantic_merge
iTE:retrieval:723d7af4f350a3,iTE,global weak bonding,1,1,iTE:P1595:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:06ff147fe56d1b,iTE,going from x = 3.4 to 3.8,1,1,iTE:P1831:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d001cf3b1af349,iTE,good TE performance,1,1,iTE:P1393:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:8012130fd61b36,iTE,good thermoelectric material,1,1,iTE:P1714:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:5708443b19be8a,iTE,gradient energy band structure of PbTe-PbS/TNAs,1,1,iTE:P1862:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:74b8b361caac17,iTE,gradient immobilization strategy,1,1,iTE:P0438:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2d7133e740d6b7,iTE,gradient in the nonstoichiometry,1,1,iTE:P1701:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:18d9bcc48eab9a,iTE,gradient of ionic concentration,1,1,iTE:P1512:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2c2240217b64aa,iTE,grain,1,1,iTE:P1753:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:a0ca60567c7c3c,iTE,grain boundaries,1,1,iTE:P1357:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5ecfa4e096c036,iTE,grain growth,2,2,iTE:P1132:n2;iTE:P1840:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e6f97167d2d866,iTE,grain size,1,1,iTE:P1148:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:23b8d30aec326b,iTE,"graphite powder, ionic liquid ([Bmim][BF4]), graphene, and a synthetic Schiff base",1,1,iTE:P1938:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d4f21135ddf78e,iTE,great electron affinities,1,1,iTE:P1677:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:fc612cf2dcbfa5,iTE,greater anharmonicity,1,1,iTE:P1101:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f57177f22b41a7,iTE,growing amount of oxygen vacancies,1,1,iTE:P1435:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:160f0b30df4471,iTE,growth velocity,1,1,iTE:P1617:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:22e10d10e22578,iTE,guest atom ADPs,1,1,iTE:P1683:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:cf712cc831f5fe,iTE,guest-atom structure and dynamics,1,1,iTE:P1945:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:9cd5a1db302f93,iTE,half-metal,1,1,iTE:P1093:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:3ae9d09d6bf61d,iTE,half-metallic character,2,2,iTE:P1006:n2;iTE:P1018:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f613e3e94bff22,iTE,half-metallic gap,1,1,iTE:P1509:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:a17621c7a8f4ea,iTE,half-metallicity character,1,1,iTE:P0983:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:91105a35ed7d8a,iTE,halogen ionic radius variation,1,1,iTE:P1848:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:284c4b409f8446,iTE,hard spheres,1,1,iTE:P1673:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:869355755c3f0b,iTE,harmonically time varying heat flux,1,1,iTE:P0707:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b7ba281efc1d44,iTE,heat carrying transverse acoustic phonon modes,1,1,iTE:P1534:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:900041e00918da,iTE,heat conduction,1,1,iTE:P0682:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:dae2a35d27671e,iTE,heat dissipation and charge transport,1,1,iTE:P1616:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:4e72faffecf708,iTE,heat expansion,1,1,iTE:P0498:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:1458bc696e9c8b,iTE,heat flow,1,1,iTE:P1389:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:66ef0676703541,iTE,heat of transport,1,1,iTE:P0717:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:95e5341e46f003,iTE,heat of transport (q*) of Ag+ ion,1,1,iTE:P0842:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:6dfb5e0c8d70e6,iTE,heat transport,1,1,iTE:P1280:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:01383a5a297296,iTE,heat treatment,1,1,iTE:P1924:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c51c009970bfc2,iTE,heat-carrying acoustic phonons,1,1,iTE:P0699:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:a580a874414630,iTE,heat-treatment (HT) temperature,1,1,iTE:P1772:n1,retrieval_group_only_no_semantic_merge
