concept,concept_type,doc_freq,score
cation disorder,material_system,7,61.074640916772616
coefficient pedot,material_system,7,61.074640916772616
heat-to-electricity conversion,material_system,7,61.074640916772616
mechanism ionic,material_system,7,61.074640916772616
solvation shells,material_system,7,61.074640916772616
oxidation states,material_system,7,61.074640916772616
anion transport,transport_mechanism,7,61.074640916772616
ionic generators,material_system,7,61.074640916772616
gas phase,material_system,7,61.074640916772616
furthermore ionic,material_system,7,61.074640916772616
reaction entropy,material_system,7,61.074640916772616
function elf,material_system,7,61.074640916772616
ionic model,material_system,7,61.074640916772616
fe2+/3 redox,material_system,7,61.074640916772616
ionic systems,material_system,7,61.074640916772616
ac conductivity,material_system,7,61.074640916772616
electron diffraction,material_system,7,61.074640916772616
conversion waste,material_system,7,61.074640916772616
experimental observations,material_system,7,61.074640916772616
exceptional mechanical,material_system,7,61.074640916772616
equation state,material_system,7,61.074640916772616
spin channels,material_system,7,61.074640916772616
stability ionic,material_system,7,61.074640916772616
enthalpy formation,material_system,7,61.074640916772616
enhancement ionic,material_system,7,61.074640916772616
storage conversion,material_system,7,61.074640916772616
stretchable thermogalvanic,material_system,7,61.074640916772616
good ionic,material_system,7,61.074640916772616
great attention,material_system,7,61.074640916772616
redox chemistry,material_system,7,61.074640916772616
high-temperature applications,material_system,7,61.074640916772616
interaction ionic,material_system,7,61.074640916772616
interactions ions,material_system,7,61.074640916772616
increases redox,material_system,7,61.074640916772616
alcohol hydrogel,material_system,7,61.074640916772616
impurity phases,material_system,7,61.074640916772616
intrinsically conductivity,material_system,7,61.074640916772616
applications paper,material_system,7,61.074640916772616
redox solvation,material_system,7,61.074640916772616
retention cycles,material_system,7,61.074640916772616
p-type conduction,material_system,7,61.074640916772616
i-te hydrogel,material_system,7,61.074640916772616
hydrogels exhibit,material_system,7,61.074640916772616
hydrogel thermogalvanic,material_system,7,61.074640916772616
redox kinetics,electrode_interface,7,61.074640916772616
ion selectivity,material_system,7,61.074640916772616
anisotropic transport,material_system,7,61.074640916772616
ion-electron conductor,material_system,7,61.074640916772616
secondary phases,material_system,7,61.074640916772616
hot electrode,material_system,7,61.074640916772616
highly ionic,material_system,7,61.074640916772616
high-thermopower ionic,material_system,7,61.074640916772616
structural distortion,material_system,7,61.074640916772616
factor conductivity,material_system,7,61.074640916772616
electrolyte thermogalvanic,material_system,7,61.074640916772616
covalent-ionic bonding,material_system,7,61.074640916772616
dca ionic,material_system,7,61.074640916772616
potential ionic,material_system,7,61.074640916772616
addition ionic,material_system,7,61.074640916772616
application self-powered,material_system,7,61.074640916772616
double-network hydrogel,gel_microstructure,7,61.074640916772616
p-type transport,material_system,7,61.074640916772616
thermal-to-electrical conversion,material_system,7,61.074640916772616
doping concentration,material_system,7,61.074640916772616
dopant concentration,material_system,7,61.074640916772616
liquid converter,material_system,7,61.074640916772616
electrolyte solutions,material_system,7,61.074640916772616
temperature-dependent redox,material_system,7,61.074640916772616
temperature composition,material_system,7,61.074640916772616
diffraction patterns,material_system,7,61.074640916772616
temperature concentration,material_system,7,61.074640916772616
covalent/ionic bonding,material_system,7,61.074640916772616
temperature region,material_system,7,61.074640916772616
superionic transition,material_system,7,61.074640916772616
lattice expansion,material_system,7,61.074640916772616
coupling thermogalvanic,material_system,7,61.074640916772616
mass diffusion,material_system,7,61.074640916772616
copper electrodes,material_system,7,61.074640916772616
electrode area,material_system,7,61.074640916772616
couple thermogalvanic,material_system,7,61.074640916772616
electrochemical reactions,material_system,7,61.074640916772616
promising ionic,material_system,7,61.074640916772616
electrode potential,material_system,7,61.074640916772616
electrodeposited choline,material_system,7,61.074640916772616
aqueous thermogalvanic,material_system,7,61.074640916772616
investigated density functional,material_system,6,60.09518627479431
measurements electrical conductivity,material_system,6,60.09518627479431
mobile cu ions,material_system,6,60.09518627479431
diffraction xrd scanning,material_system,6,60.09518627479431
pedot pss treated,material_system,6,60.09518627479431
thermogalvanic cells thermocells,material_system,6,60.09518627479431
difference cations anions,material_system,6,60.09518627479431
ionic bonding character,material_system,6,60.09518627479431
x-ray absorption fine,material_system,6,60.09518627479431
localization function elf,material_system,6,60.09518627479431
polymer poly ethylenedioxythiophene,material_system,6,60.09518627479431
maximum electrical conductivity,material_system,6,60.09518627479431
continuous power generation,material_system,6,60.09518627479431
calculations structural electronic,material_system,6,60.09518627479431
sem transmission electron,material_system,6,60.09518627479431
dca ionic liquid,material_system,6,60.09518627479431
phase controlled oxygen,material_system,6,60.09518627479431
characterized x-ray diffraction,material_system,6,60.09518627479431
ionic electrical conductivity,material_system,6,60.09518627479431
protic ionic liquids,material_system,6,60.09518627479431
large ionic seebeck,material_system,6,60.09518627479431
electrode temperature difference,material_system,6,60.09518627479431
electrical conductivity temperature,material_system,6,60.09518627479431
electrical conductivity pedot,material_system,6,60.09518627479431
fast ionic conductor,material_system,6,60.09518627479431
conductivity m-1 k-1,material_system,6,60.09518627479431
electrical conductivity increased,material_system,6,60.09518627479431
fe2+/fe3 redox couple,material_system,6,60.09518627479431
first-principles calculations structural,material_system,6,60.09518627479431
photothermal conversion efficiency,device_function,6,60.09518627479431
first-principles investigation structural,material_system,6,60.09518627479431
ionic radius expands,material_system,6,60.09518627479431
ionic radius difference,material_system,6,60.09518627479431
solar cell applications,material_system,6,60.09518627479431
pristine pedot pss,material_system,6,60.09518627479431
ionic liquids ionic-liquid,material_system,6,60.09518627479431
eastman entropy transfer,material_system,6,60.09518627479431
ionic liquid electrolyte,material_system,6,60.09518627479431
gas phase controlled,material_system,6,60.09518627479431
ionic i-te gels,material_system,6,60.09518627479431
cn redox couple,material_system,6,60.09518627479431
cm conductivity k-1,material_system,6,60.09518627479431
good ionic conductivity,material_system,6,60.09518627479431
ionic electronic conduction,material_system,6,60.09518627479431
optimized carrier concentration,material_system,6,60.09518627479431
te pedot pss,material_system,6,60.09518627479431
attracted significant attention,material_system,6,60.09518627479431
attention recent years,material_system,6,60.09518627479431
absorption fine structure,material_system,6,60.09518627479431
ionic ionic,material_system,8,59.97533258397971
field emission scanning electron,material_system,5,56.92827999374038
mixed ionic electronic conductor,material_system,5,56.92827999374038
emim dca ionic liquid,material_system,5,56.92827999374038
ionic conductivity ms cm-1 ionic,material_system,5,56.92827999374038
deep eutectic solvents dess,material_system,5,56.92827999374038
post-treated pedot pss films,material_system,5,56.92827999374038
coefficient electrical conductivity sigma,material_system,5,56.92827999374038
sem transmission electron microscopy,material_system,5,56.92827999374038
ionic figure merit zti,material_system,5,56.92827999374038
electronic band structure calculations,material_system,5,56.92827999374038
applications elsevier rights reserved,material_system,5,56.92827999374038
investigated density functional theory,material_system,5,56.92827999374038
refractive index extinction coefficient,material_system,5,56.92827999374038
elsevier rights reserved ionic,material_system,5,56.92827999374038
conductivity ms cm-1 ionic,material_system,5,56.92827999374038
fe cn redox couple,material_system,5,56.92827999374038
ionic seebeck coefficient si,material_system,5,56.92827999374038
ionic conductivity ms cm conductivity,material_system,5,56.92827999374038
initio molecular dynamics simulations,material_system,5,56.92827999374038
electrical conductivity seebeck coefficient conductivity,material_system,5,56.92827999374038
first-principles calculations density functional,material_system,5,56.92827999374038
ions transport electrodes external,material_system,5,56.92827999374038
electrical conductivity sigma seebeck,material_system,5,56.92827999374038
impressive ionic conductivity ms,material_system,5,56.92827999374038
method density functional theory,material_system,5,56.92827999374038
conversion efficiencies,material_system,6,53.417943355372714
metal ion,material_system,6,53.417943355372714
halide ionic,material_system,6,53.417943355372714
sustainable ionic,material_system,6,53.417943355372714
ionic electrical,material_system,6,53.417943355372714
pt electrode,material_system,6,53.417943355372714
pristine pedot,material_system,6,53.417943355372714
sensors ionic,material_system,6,53.417943355372714
polymer networks,material_system,6,53.417943355372714
conductivity superionic,material_system,6,53.417943355372714
electrostatic interaction,material_system,6,53.417943355372714
population analysis,material_system,6,53.417943355372714
films electrodeposited,material_system,6,53.417943355372714
strong correlation,material_system,6,53.417943355372714
suitable applications,material_system,6,53.417943355372714
exchange membrane,material_system,6,53.417943355372714
transport process,material_system,6,53.417943355372714
soret ions,transport_mechanism,6,53.417943355372714
sensing ionic,material_system,6,53.417943355372714
solution processability,material_system,6,53.417943355372714
achieving ionic,material_system,6,53.417943355372714
hydrogel network,material_system,6,53.417943355372714
synergistic coordination,material_system,6,53.417943355372714
water content,material_system,6,53.417943355372714
natural convection,material_system,6,53.417943355372714
difference cations,material_system,6,53.417943355372714
ionic conducting,material_system,6,53.417943355372714
resulting ionic,material_system,6,53.417943355372714
sem transmission,material_system,6,53.417943355372714
electrode spacing,material_system,6,53.417943355372714
partial substitution,material_system,6,53.417943355372714
conversion capability,material_system,6,53.417943355372714
next-generation wearable,material_system,6,53.417943355372714
liquid crystal,material_system,6,53.417943355372714
conversion electricity,material_system,6,53.417943355372714
calculations suggest,material_system,6,53.417943355372714
ionogel exhibits,material_system,6,53.417943355372714
volume expansion,material_system,6,53.417943355372714
raises conductivity,material_system,6,53.417943355372714
conductivity predicted,material_system,6,53.417943355372714
density-functional theory,material_system,6,53.417943355372714
dependence conductivity,material_system,6,53.417943355372714
conductivity preserving,material_system,6,53.417943355372714
recovery applications,material_system,6,53.417943355372714
favorable transport,material_system,6,53.417943355372714
characterization techniques,material_system,6,53.417943355372714
composite electrodes,material_system,6,53.417943355372714
p-type conductivity,material_system,6,53.417943355372714
correlation potential,material_system,6,53.417943355372714
lattice transport,material_system,6,53.417943355372714
electrical ionic,material_system,6,53.417943355372714
lithium-ion battery,material_system,6,53.417943355372714
ionic liquid ionic,material_system,6,53.417943355372714
conductivity attributed,material_system,6,53.417943355372714
conversion systems,material_system,6,53.417943355372714
electrical conversion,material_system,6,53.417943355372714
charge distribution,material_system,6,53.417943355372714
transport magnetic,material_system,6,53.417943355372714
reaction process,material_system,6,53.417943355372714
suppress conductivity,material_system,6,53.417943355372714
conductivity achieved,material_system,6,53.417943355372714
conductivity polymer,material_system,6,53.417943355372714
interface charge,material_system,6,53.417943355372714
ion conductors,material_system,6,53.417943355372714
electrochemical deposition,material_system,6,53.417943355372714
electric conductivity,material_system,6,53.417943355372714
conductivity values,material_system,6,53.417943355372714
ionic behavior,material_system,6,53.417943355372714
thermogalvanic ions,material_system,6,53.417943355372714
attention recent,material_system,6,53.417943355372714
approximation pbe-gga,material_system,6,53.417943355372714
ion conductivity,material_system,6,53.417943355372714
oxidation level,material_system,6,53.417943355372714
visible absorption,material_system,6,53.417943355372714
strong adhesion,material_system,6,53.417943355372714
transport number,material_system,6,53.417943355372714
calculations indicate,material_system,6,53.417943355372714
neutron diffraction,material_system,6,53.417943355372714
output ionic,material_system,6,53.417943355372714
liquids ionic-liquid,material_system,6,53.417943355372714
solvent ionic,material_system,6,53.417943355372714
electricity redox,material_system,6,53.417943355372714
fabricated ionic,material_system,6,53.417943355372714
design optimization,material_system,6,53.417943355372714
polyacrylamide hydrogel,material_system,6,53.417943355372714
indicate ionic,material_system,6,53.417943355372714
variation seebeck,material_system,6,53.417943355372714
attracting attention,material_system,6,53.417943355372714
recently ionic,material_system,6,53.417943355372714
liquid gels,material_system,6,53.417943355372714
entropy engineering,material_system,6,53.417943355372714
water splitting,material_system,6,53.417943355372714
phase composition,material_system,6,53.417943355372714
concentration increases,material_system,6,53.417943355372714
ionic gating,material_system,6,53.417943355372714
hydrogel thermocells,material_system,6,53.417943355372714
tunable ionic,material_system,6,53.417943355372714
reducing conditions,material_system,6,53.417943355372714
shows ionic,material_system,6,53.417943355372714
mixed solvent,material_system,6,53.417943355372714
ionic figure-of-merit,material_system,6,53.417943355372714
mainly ionic,material_system,6,53.417943355372714
binary solvent,material_system,6,53.417943355372714
concentration power,material_system,6,53.417943355372714
conductivity leads,material_system,6,53.417943355372714
major contribution,material_system,6,53.417943355372714
hydrogel redox,material_system,6,53.417943355372714
conductivity enhancement,material_system,6,53.417943355372714
pva hydrogels,material_system,6,53.417943355372714
concentration lattice,material_system,6,53.417943355372714
temperature fluctuation,material_system,6,53.417943355372714
polymer chain,material_system,6,53.417943355372714
liquid flow,material_system,6,53.417943355372714
owing ionic,material_system,6,53.417943355372714
rare-earth ions,material_system,6,53.417943355372714
solid-state ionic,material_system,6,53.417943355372714
dca ionogel,material_system,6,53.417943355372714
rct diffusion,material_system,6,53.417943355372714
coexistence ionic,material_system,6,53.417943355372714
hydrogel sensor,material_system,6,53.417943355372714
glass transition,material_system,6,53.417943355372714
cell applications,material_system,6,53.417943355372714
conjugated polymers,material_system,6,53.417943355372714
magnetic transport,material_system,6,53.417943355372714
liquid gel,material_system,6,53.417943355372714
decrease conductivity,material_system,6,53.417943355372714
electron conduction,material_system,6,53.417943355372714
ionogels exhibit,material_system,6,53.417943355372714
transition n-type,material_system,6,53.417943355372714
diffusion ions,material_system,6,53.417943355372714
cells ionic,material_system,6,53.417943355372714
ionic polymer,material_system,6,53.417943355372714
contributions ionic,material_system,6,53.417943355372714
mixed covalent/ionic,material_system,6,53.417943355372714
similar conventional,material_system,6,53.417943355372714
phase controlled,material_system,6,53.417943355372714
cu diffusion,material_system,6,53.417943355372714
ionic potential,material_system,6,53.417943355372714
evaporation rate,material_system,6,53.417943355372714
transport superionic,material_system,6,53.417943355372714
cm-1 ionic,material_system,6,53.417943355372714
applications furthermore,material_system,6,53.417943355372714
absorption fine,material_system,6,53.417943355372714
drives thermogalvanic,material_system,6,53.417943355372714
mixed conduction,material_system,6,53.417943355372714
concentration differences,material_system,6,53.417943355372714
transport temperature,material_system,6,53.417943355372714
temperature distribution,material_system,6,53.417943355372714
minimum conductivity,material_system,6,53.417943355372714
liquid metal,material_system,6,53.417943355372714
electrolyte concentrations,material_system,6,53.417943355372714
increased conductivity,material_system,6,53.417943355372714
electrodes external,material_system,6,53.417943355372714
improved ionic,material_system,6,53.417943355372714
substitution creates,material_system,6,53.417943355372714
spintronic applications,material_system,6,53.417943355372714
huge ionic,material_system,6,53.417943355372714
lowering conductivity,material_system,6,53.417943355372714
comprehensive density functional theory dft,material_system,4,51.43391114431389
thermogalvanic cells tgcs emerged promising,material_system,4,51.43391114431389
ions transport electrodes external circuit,material_system,4,51.43391114431389
large negative ionic seebeck coefficient,material_system,4,51.43391114431389
scalable method successive ionic layer,material_system,4,51.43391114431389
ethyl-3-methylimidazolium dicyanamide emim dca ionic,material_system,4,51.43391114431389
scanning electron microscopy sem transmission,material_system,4,51.43391114431389
dicyanamide emim dca ionic liquid,material_system,4,51.43391114431389
framework density functional theory dft,material_system,4,51.43391114431389
mixed covalent/ionic bonding,material_system,5,51.23545199436635
hot cold electrodes,material_system,5,51.23545199436635
ionic covalent bonds,material_system,5,51.23545199436635
prepared solid-state reaction,material_system,5,51.23545199436635
electrical conductivity s/cm,material_system,5,51.23545199436635
index extinction coefficient,material_system,5,51.23545199436635
ionic liquid gels,material_system,5,51.23545199436635
ionic charge carriers,material_system,5,51.23545199436635
x-ray diffraction patterns,material_system,5,51.23545199436635
mixed ion-electron conductor,material_system,5,51.23545199436635
mixed covalent ionic,material_system,5,51.23545199436635
charge carrier concentrations,material_system,5,51.23545199436635
support vector regression,material_system,5,51.23545199436635
migration temperature gradient,material_system,5,51.23545199436635
concentration power factor,material_system,5,51.23545199436635
ms cm conductivity,material_system,5,51.23545199436635
conductivity room temperature,material_system,5,51.23545199436635
ionic i-te cells,material_system,5,51.23545199436635
improved electrical conductivity,material_system,5,51.23545199436635
synchrotron x-ray diffraction,material_system,5,51.23545199436635
conduction band minimum,material_system,5,51.23545199436635
eutectic solvents dess,material_system,5,51.23545199436635
exchange correlation potential,material_system,5,51.23545199436635
method density functional,material_system,5,51.23545199436635
conductivity temperature range,material_system,5,51.23545199436635
ions charge carriers,material_system,5,51.23545199436635
extremely lattice conductivity,material_system,5,51.23545199436635
ionic transport number,material_system,5,51.23545199436635
thermogalvanic redox couple,material_system,5,51.23545199436635
ln3 ionic radius,material_system,5,51.23545199436635
ionic electronic conductor,material_system,5,51.23545199436635
absorption coefficient reflectivity,material_system,5,51.23545199436635
impressive ionic conductivity,material_system,5,51.23545199436635
increases carrier concentration,material_system,5,51.23545199436635
gradient approximation pbe-gga,material_system,5,51.23545199436635
difference redox couple,material_system,5,51.23545199436635
ionic thermopower output,material_system,5,51.23545199436635
enhance electrical conductivity,material_system,5,51.23545199436635
temperature electrical conductivity,material_system,5,51.23545199436635
liquid flow thermocells,material_system,5,51.23545199436635
neutron powder diffraction,material_system,5,51.23545199436635
conversion low-grade waste,material_system,5,51.23545199436635
conductivity sigma dc,material_system,5,51.23545199436635
dominant ionic bonding,material_system,5,51.23545199436635
glass transition temperature,material_system,5,51.23545199436635
continuous electricity generation,material_system,5,51.23545199436635
pedot pss conductivity,material_system,5,51.23545199436635
waste recovery applications,material_system,5,51.23545199436635
imidazolium ionic liquids,material_system,5,51.23545199436635
carrier concentration power,material_system,5,51.23545199436635
ms cm-1 ionic,material_system,5,51.23545199436635
ionic capacitors itecs,material_system,5,51.23545199436635
ionic bonding direct,material_system,5,51.23545199436635
ionic bonding nature,material_system,5,51.23545199436635
bacterial cellulose bc,gel_microstructure,5,51.23545199436635
reflectivity loss function,material_system,5,51.23545199436635
dc electrical conductivity,material_system,5,51.23545199436635
ions transport electrodes,material_system,5,51.23545199436635
complex dielectric function,material_system,5,51.23545199436635
maximum conversion efficiency,material_system,5,51.23545199436635
ionic radius rare-earth,material_system,5,51.23545199436635
transport electrodes external,material_system,5,51.23545199436635
redox entropy change,material_system,5,51.23545199436635
applications elsevier rights,material_system,5,51.23545199436635
phase transition temperature,phase_or_species_transition,5,51.23545199436635
redox reaction entropy,material_system,5,51.23545199436635
pair distribution function,material_system,5,51.23545199436635
thermogalvanic cell tgc,material_system,5,51.23545199436635
covalent ionic bonds,material_system,5,51.23545199436635
function refractive index,material_system,5,51.23545199436635
refractive index extinction,material_system,5,51.23545199436635
field emission scanning,material_system,5,51.23545199436635
ionic liquid pil,material_system,5,51.23545199436635
room temperature ionic,material_system,5,51.23545199436635
rights reserved ionic,material_system,5,51.23545199436635
