concept,concept_type,doc_freq,score
cells compared recent observation,material_system,2,25.08180259936264
addressed introducing synergistic chaotropic,gel_microstructure,2,25.08180259936264
equimolar aqueous solutions reductant,material_system,2,25.08180259936264
conversion storage low-grade heat,material_system,2,25.08180259936264
facile strategy enhancing solvation,material_system,2,25.08180259936264
face limitations efficiency stability,property_metric,2,25.08180259936264
conversion thermal energy electric,material_system,2,25.08180259936264
achieved synergy thermodiffusion effects,transport_mechanism,2,25.08180259936264
conversion storage capacities thermal,material_system,2,25.08180259936264
ionic thermoelectric materials related,material_system,2,25.08180259936264
conversion storage applications recent,material_system,2,25.08180259936264
address trade-off thermopower ionic,property_metric,2,25.08180259936264
ionic thermoelectric materials orders,material_system,2,25.08180259936264
conductivity thermoelectric power magnetic,property_metric,2,25.08180259936264
ionic thermoelectric performance cheg,material_system,2,25.08180259936264
cooling electric power generation,material_system,2,25.08180259936264
encapsulation effectively suppresses dehydration,material_system,2,25.08180259936264
convert heat electricity ions,material_system,2,25.08180259936264
cooh groups polymer network,material_system,2,25.08180259936264
cooling efficiency large interelectrode,material_system,2,25.08180259936264
adjusting ion diffusivity mxene,material_system,2,25.08180259936264
ionic thermoelectric performance including ionic,material_system,2,25.08180259936264
concentrations redox species elsevier,material_system,2,25.08180259936264
factor high thermal conductivity,property_metric,2,25.08180259936264
ionic thermoelectric performance including,material_system,2,25.08180259936264
adjust improving seebeck coefficients,property_metric,2,25.08180259936264
ion-electron conductor ionic liquid ionic,material_system,2,25.08180259936264
ionic thermoelectric performance adhesive,material_system,2,25.08180259936264
achieved nanochannel integrated ag/agcl,transport_mechanism,2,25.08180259936264
enhancing solvation entropy increase,solvation_entropy,2,25.08180259936264
factor high ionic-liquid concentrations,material_system,2,25.08180259936264
cells generating remarkable thermopower,property_metric,2,25.08180259936264
adjustable thermally stable ionic,material_system,2,25.08180259936264
ionic thermoelectric i-te hydrogel,material_system,2,25.08180259936264
ionic thermoelectric i-te ionogel,material_system,2,25.08180259936264
conductivity boltzmann transport yield,property_metric,2,25.08180259936264
additionally pva serves matrix,material_system,2,25.08180259936264
carbon nanotube cnt electrode,material_system,2,25.08180259936264
conductivity benefiting non covalent,property_metric,2,25.08180259936264
ionic liquid-based thermogalvanic gels,material_system,2,25.08180259936264
cells high seebeck coefficient,property_metric,2,25.08180259936264
control ion concentration gradients,material_system,2,25.08180259936264
exhibits outstanding thermopower retention,property_metric,2,25.08180259936264
cell wide operable temperature,material_system,2,25.08180259936264
extinction coefficient reflectivity optical,material_system,2,25.08180259936264
ionic capacitors demonstrates thermo-electric,material_system,2,25.08180259936264
ionic character chemical bonding,material_system,2,25.08180259936264
ionic thermoelectric materials generate,material_system,2,25.08180259936264
conductivity encountered n-type quasi-solid,property_metric,2,25.08180259936264
conversion polyoxovanadate ionic liquid,material_system,2,25.08180259936264
calculations structural electronic elastic,material_system,2,25.08180259936264
extent asymmetry interface electrical,material_system,2,25.08180259936264
energy conversion devices convert,material_system,2,25.08180259936264
ionic cluster exceptional n-type,material_system,2,25.08180259936264
adaptive interaction ionic thermoelectric,material_system,2,25.08180259936264
energy redox couple so4/3,redox_chemistry,2,25.08180259936264
conductivity beneficial heat harvesting,property_metric,2,25.08180259936264
ionic liquid post-treatment thermoelectric,material_system,2,25.08180259936264
ionic liquid-based thermo-electrochemical cells,material_system,2,25.08180259936264
ionic liquid treated pedot,material_system,2,25.08180259936264
consisted y-shaped channel separate,material_system,2,25.08180259936264
ionic liquid redox couple,redox_chemistry,2,25.08180259936264
configurational entropy ionic migration entropy,phase_or_species_transition,2,25.08180259936264
ionic liquid post-treated pedot:pss,material_system,2,25.08180259936264
consisting p-n liquid thermocell,material_system,2,25.08180259936264
exceptional mechanical property tensile,property_metric,2,25.08180259936264
configurational entropy ionic migration,phase_or_species_transition,2,25.08180259936264
ionic liquid prospects thermo-electrochemical,material_system,2,25.08180259936264
consisting ionic liquid il,material_system,2,25.08180259936264
configurational entropy difference drive,phase_or_species_transition,2,25.08180259936264
causes lattice thermal conductivity,property_metric,2,25.08180259936264
carbon electrode works thermocapacitive,electrode_interface,2,25.08180259936264
exceptional flame retardancy loi,material_system,2,25.08180259936264
engineering high-entropy liquid flow,solvation_entropy,2,25.08180259936264
ionic thermoelectric materials emerging,material_system,2,25.08180259936264
extent application ionic capacitors,material_system,2,25.08180259936264
conversion ions energy carriers,material_system,2,25.08180259936264
conversion polyoxovanadate compound cl,material_system,2,25.08180259936264
calculations structural elastic electronic,material_system,2,25.08180259936264
fabricated solvent replacement strategy,material_system,2,25.08180259936264
ionic thermoelectric materials negative,material_system,2,25.08180259936264
energy conversion efficiency comparable,property_metric,2,25.08180259936264
achieves maximum temperature gradient,material_system,2,25.08180259936264
conversion mv nw delta,material_system,2,25.08180259936264
ionic thermoelectric i-te quasi-solid,material_system,2,25.08180259936264
conducting polymer poly ethylenedioxythiophene poly,material_system,2,25.08180259936264
conductivity unique feature positions,property_metric,2,25.08180259936264
ionic thermoelectric i-te mxene/pva,material_system,2,25.08180259936264
energy conversion electronic devices,material_system,2,25.08180259936264
cell synergistic optimization solvent,material_system,2,25.08180259936264
extended x ray absorption,characterization_method,2,25.08180259936264
ionic conduction promising thermoelectric,material_system,2,25.08180259936264
conducting polymer thickness/multilayer reaches,material_system,2,25.08180259936264
ionic thermoelectric i-te modules,material_system,2,25.08180259936264
conversion low-grade thermal energy,material_system,2,25.08180259936264
fabricated polyacrylamide hydrogel aqueous,material_system,2,25.08180259936264
energy collection utilization low,material_system,2,25.08180259936264
conditions inclusion magnetic nanoparticles,material_system,2,25.08180259936264
fabricated uv-polymerization bmimh2po4/water solvent,material_system,2,25.08180259936264
ionic thermoelectric materials assembly,material_system,2,25.08180259936264
equipped copper electrode facilitated,material_system,2,25.08180259936264
ionic colloidal parameters adjust,material_system,2,25.08180259936264
achieves giant seebeck coefficient,property_metric,2,25.08180259936264
ionic thermoelectric materials innovations,material_system,2,25.08180259936264
ionic thermoelectric materials near,material_system,2,25.08180259936264
conversion solar thermal energy,material_system,2,25.08180259936264
ionic bonding direct gaps,material_system,2,25.08180259936264
ionic thermoelectric materials like,material_system,2,25.08180259936264
ionic thermoelectric materials like ionic,material_system,2,25.08180259936264
conversion seebeck coefficient mv,property_metric,2,25.08180259936264
conversion reuse recent years,material_system,2,25.08180259936264
conversion property combining thermodiffusion,transport_mechanism,2,25.08180259936264
energy calculations birch-murnaghan equation,material_system,2,25.08180259936264
conversion redox couple achieved,redox_chemistry,2,25.08180259936264
conductivity triple-network hydrogel consisting,property_metric,2,25.08180259936264
density states near conduction,material_system,2,25.08180259936264
biothermal energy redox couple,redox_chemistry,2,25.08180259936264
density solvation entropy engineering,solvation_entropy,2,25.08180259936264
structure distortion compounds evidenced,material_system,2,25.08180259936264
structure formed pedot:pss so42-/so32-ion-promoted,material_system,2,25.08180259936264
studied density function discrete,material_system,2,25.08180259936264
structure electrode designed enlarge,material_system,2,25.08180259936264
structure antifreezing n-type liquid,material_system,2,25.08180259936264
structural reconfiguration anion/cation clusters,material_system,2,25.08180259936264
structural parameters ionic thermocell,material_system,2,25.08180259936264
structural optimization confirms compounds,material_system,2,25.08180259936264
structural electrical thermal transport,material_system,2,25.08180259936264
structural dimensions prepared soft,material_system,2,25.08180259936264
studied x ray diffraction,characterization_method,2,25.08180259936264
solvent-tailored gel electrolytes low-grade,material_system,2,25.08180259936264
studies showed power generation,material_system,2,25.08180259936264
styrenesulfonate mini-review ionic thermoelectric,material_system,2,25.08180259936264
suggest dominant transport process,material_system,2,25.08180259936264
sufficient voltage output ionic,material_system,2,25.08180259936264
sufficient ionic conductivity beneficial,property_metric,2,25.08180259936264
successive ionic layer adsorption/reaction,material_system,2,25.08180259936264
subzero temperatures aqueous thermocells,material_system,2,25.08180259936264
subtly doping additional electrolyte,material_system,2,25.08180259936264
substitution tunes band gap,material_system,2,25.08180259936264
structure mass transfer redox,transport_mechanism,2,25.08180259936264
structure redox couple expand,redox_chemistry,2,25.08180259936264
structure synergistically enhancing thermogalvanic,material_system,2,25.08180259936264
structure tailoring molecular interactions,material_system,2,25.08180259936264
spin charge lattice one-dimensionality,material_system,2,25.08180259936264
spectroscopy x ray diffraction,characterization_method,2,25.08180259936264
spectroscopy low-field solid-state nuclear,characterization_method,2,25.08180259936264
specific power density mu,property_metric,2,25.08180259936264
specific ionic conditions inclusion,material_system,2,25.08180259936264
specific heat thermal conductivity,property_metric,2,25.08180259936264
specific capacitance g-1 retention,material_system,2,25.08180259936264
species thermodiffusion electrolyte ions,transport_mechanism,2,25.08180259936264
species separated ion-exchange membrane,material_system,2,25.08180259936264
species reveal impact speciation,material_system,2,25.08180259936264
species niv14 solution open,material_system,2,25.08180259936264
species leads role configurational,material_system,2,25.08180259936264
speciation validated exhibits thermogalvanic,material_system,2,25.08180259936264
speciation long-term power generation,material_system,2,25.08180259936264
stability broad temperature range,property_metric,2,25.08180259936264
soret coefficients standard entropies,transport_mechanism,2,25.08180259936264
strategy broadening applications ionic,material_system,2,25.08180259936264
strategy dope electrolytes ion,material_system,2,25.08180259936264
structure thermoelectric transport property,material_system,2,25.08180259936264
substituting conventional cu foil,material_system,2,25.08180259936264
substantial ion concentration gradients,material_system,2,25.08180259936264
substantial differences entropy changes,material_system,2,25.08180259936264
strategy enhancing solvation entropy,solvation_entropy,2,25.08180259936264
stress deformation break hydrogel,material_system,2,25.08180259936264
stretchable freeze-tolerant organohydrogel thermocells,gel_microstructure,2,25.08180259936264
stretchable ionic thermoelectric i-te,material_system,2,25.08180259936264
structural design component modulation,material_system,2,25.08180259936264
strongly concentrations ionic liquid,material_system,2,25.08180259936264
strongest rattling actions filling,material_system,2,25.08180259936264
strong tough thermogalvanic hydrogel,material_system,2,25.08180259936264
strong light absorption visible,material_system,2,25.08180259936264
strong chaotropic salts utilized,gel_microstructure,2,25.08180259936264
strong chaotropic cations guanidinium,gel_microstructure,2,25.08180259936264
strong cation restriction cbp,material_system,2,25.08180259936264
strong absorption ultraviolet region,material_system,2,25.08180259936264
stretching-induced crystallization thermoelectric effect,phase_or_species_transition,2,25.08180259936264
stretched wide temperature range,material_system,2,25.08180259936264
stretchable thermogalvanic thermocells use,material_system,2,25.08180259936264
stretchable polyvinyl alcohol thermogalvanic,material_system,2,25.08180259936264
stretchable ionic thermoelectric supercapacitors,material_system,2,25.08180259936264
stretchable ionic thermoelectric supercapacitor,material_system,2,25.08180259936264
structural design integration needed,material_system,2,25.08180259936264
strategy water containing des,material_system,2,25.08180259936264
strategy flexible ionic thermoelectric,material_system,2,25.08180259936264
subsequently water retention mechanical,material_system,2,25.08180259936264
strategy intelligent motion recognition,material_system,2,25.08180259936264
subsequently double-network polymer gel,gel_microstructure,2,25.08180259936264
sub-nanometer nanochannel reconstructed twodimensional,transport_mechanism,2,25.08180259936264
su-percapacitor sc containing ionic,material_system,2,25.08180259936264
styrenesulfonate pedot:pss emerged prominent,material_system,2,25.08180259936264
structural dimensions meet practical,material_system,2,25.08180259936264
strategy design high-seebeck coefficient,property_metric,2,25.08180259936264
structural dimensions lower power,material_system,2,25.08180259936264
structural design component modulation component,material_system,2,25.08180259936264
strength similar kpa elongation,material_system,2,25.08180259936264
strength mpa high thermopower,property_metric,2,25.08180259936264
strength mpa elongation break,material_system,2,25.08180259936264
strength kpa elongation break,material_system,2,25.08180259936264
strength electrical conductivity thermal conductivity,property_metric,2,25.08180259936264
strength electrical conductivity thermal,property_metric,2,25.08180259936264
strength thermoelectric transport property,material_system,2,25.08180259936264
strength direction results combined,material_system,2,25.08180259936264
strategy tailoring synergistic coordination,material_system,2,25.08180259936264
strategy significant implications developed,material_system,2,25.08180259936264
strategy next-generation human-machine interface,material_system,2,25.08180259936264
sptc-based systems wearable devices,material_system,2,25.08180259936264
speciation i-te effect contributions,material_system,2,25.08180259936264
speciation engineering enables ionic,material_system,2,25.08180259936264
unprecedented control ion concentration,material_system,2,25.08180259936264
universal negative offset thermopower,property_metric,2,25.08180259936264
universal configurations structural reconfiguration,material_system,2,25.08180259936264
unique feature positions ideal,material_system,2,25.08180259936264
unipolar incorporating electroactive polymer,material_system,2,25.08180259936264
undesirable applications report universal,material_system,2,25.08180259936264
understanding peltier heat electrode,material_system,2,25.08180259936264
understanding ionic thermoelectric effect,material_system,2,25.08180259936264
undergoes phase transition solid,phase_or_species_transition,2,25.08180259936264
undergo phase transitions confirming,phase_or_species_transition,2,25.08180259936264
uncover overlooked thermogalvanic redox,material_system,2,25.08180259936264
monovalent multivalent liquid electrolytes,material_system,2,25.08180259936264
thermo-diffusion/galvanic coupling ion speciation,material_system,2,25.08180259936264
thermo-diffusion ions emerging field,material_system,2,25.08180259936264
start ionic neutral components,material_system,2,25.08180259936264
stacks function dual-temperature single-temperature,material_system,2,25.08180259936264
stacks dual-temperature single-temperature thermogalvanic,material_system,2,25.08180259936264
stacks cells cycled temperatures,material_system,2,25.08180259936264
stable voltage low-temperature differences,material_system,2,25.08180259936264
stable voltage generation mv,material_system,2,25.08180259936264
unlike conventional thermogalvanic cells,material_system,2,25.08180259936264
unprecedentedly large thermopower mv/k,property_metric,2,25.08180259936264
stable thermoelectric output deformation,material_system,2,25.08180259936264
unsaturated coordination addition demonstrating,material_system,2,25.08180259936264
typically exhibiting seebeck coefficients,property_metric,2,25.08180259936264
typically exhibit low thermopower,property_metric,2,25.08180259936264
types solute ions lithium,material_system,2,25.08180259936264
types pyrazine-based organic redox,redox_chemistry,2,25.08180259936264
types electrochemical systems harvesting,material_system,2,25.08180259936264
type thermogalvanic type focus higher,material_system,2,25.08180259936264
type ion redox binding,material_system,2,25.08180259936264
type focus higher seebeck,property_metric,2,25.08180259936264
type cationic dopant ultimately,material_system,2,25.08180259936264
twodimensional layered materials experimentally,material_system,2,25.08180259936264
turn provide significant configurational,material_system,2,25.08180259936264
tuning ion coordination speciation,material_system,2,25.08180259936264
tune p-type n-type seebeck,property_metric,2,25.08180259936264
ultrahigh power output gelatin-kcl-fecn4-/3,material_system,2,25.08180259936264
values seebeck coefficient power,property_metric,2,25.08180259936264
ultrasensitive ionic thermopiles exceptional,material_system,2,25.08180259936264
underdeveloped present n-type liquid,material_system,2,25.08180259936264
urea synergistically enlarge entropy,material_system,2,25.08180259936264
urea aqueous ferri/ferrocyanide electrolytes,redox_chemistry,2,25.08180259936264
state electrolytes energy conversion,material_system,2,25.08180259936264
stable large temperature difference,material_system,2,25.08180259936264
spatially segregates redox pairs,material_system,2,25.08180259936264
steady temperature gradient report,material_system,2,25.08180259936264
stability elevated operating temperatures,property_metric,2,25.08180259936264
strategy adaptive dual-network thermogalvanic,material_system,2,25.08180259936264
stability cyclability tunability liquid,property_metric,2,25.08180259936264
square error rmse correlation,material_system,2,25.08180259936264
spatial temperature distributions generated,material_system,2,25.08180259936264
spatial distribution thermal input,material_system,2,25.08180259936264
spacing reduces pedot oxidation,material_system,2,25.08180259936264
space photovoltaics automotive applications,material_system,2,25.08180259936264
space group negative formation,material_system,2,25.08180259936264
sources thermogalvanic thermodiffusion processes,transport_mechanism,2,25.08180259936264
spatial thermal sensation organic,material_system,2,25.08180259936264
sources increased significantly ionic,material_system,2,25.08180259936264
soret effects different formalisms,transport_mechanism,2,25.08180259936264
soret effect strategies improve,transport_mechanism,2,25.08180259936264
soret effect solid-state polyelectrolytes,transport_mechanism,2,25.08180259936264
soret effect occur independently,transport_mechanism,2,25.08180259936264
soret effect fixed temperature,transport_mechanism,2,25.08180259936264
soret effect common misunderstandings,transport_mechanism,2,25.08180259936264
soret-type ion thermodiffusion ion diffusion,transport_mechanism,2,25.08180259936264
steady temperature gradient behavior,material_system,2,25.08180259936264
steady temperature gradients ionic,material_system,2,25.08180259936264
stable ionic thermoelectric supercapacitors,material_system,2,25.08180259936264
steady-state temperature gradient demonstrates,material_system,2,25.08180259936264
stabilized cl coordination species,material_system,2,25.08180259936264
stability thermogalvanic cell containing,property_metric,2,25.08180259936264
stability multifunctionality advancement ionic,property_metric,2,25.08180259936264
stability high seebeck coefficient,property_metric,2,25.08180259936264
stable te conversion energy,material_system,2,25.08180259936264
states near conduction band,material_system,2,25.08180259936264
stationary temperature coefficients voltage,material_system,2,25.08180259936264
stationary temperature voltage coefficients,material_system,2,25.08180259936264
strategy achieving enhancement ionic,material_system,2,25.08180259936264
strategy achieves maximum temperature,material_system,2,25.08180259936264
strategies thermal-to-electrical energy conversion,material_system,2,25.08180259936264
strain/temperature sensors capable detecting,material_system,2,25.08180259936264
strain/temperature sensor research reports,material_system,2,25.08180259936264
strain responsiveness increasing ion-migration,material_system,2,25.08180259936264
store electricity fixed temperature,material_system,2,25.08180259936264
storage capacity addition quasi-solid-state,material_system,2,25.08180259936264
storage applications recent studies,material_system,2,25.08180259936264
stimuli multisensory processing realization,material_system,2,25.08180259936264
stems optimized thermopower benzoquinone/hydroquinone,property_metric,2,25.08180259936264
solvents water ethylene glycol,material_system,2,25.08180259936264
solvent-network engineering developing deep,material_system,2,25.08180259936264
ultrahigh ionic seebeck coefficient,property_metric,2,25.08180259936264
so4 sup2 so3 sup2 redox,material_system,2,25.08180259936264
solar energy electricity generation,material_system,2,25.08180259936264
solar cell applications thermoelectric,material_system,2,25.08180259936264
solar cascade utilization present,material_system,2,25.08180259936264
solar cascade utilization concentrated,material_system,2,25.08180259936264
soaking time ionic conductivity,property_metric,2,25.08180259936264
soaked thermogalvanic redox couple,redox_chemistry,2,25.08180259936264
soaked k3 k4 redox,material_system,2,25.08180259936264
so42-/so32-ion-promoted crosslinking pva network,material_system,2,25.08180259936264
so4/3 ions thermoelectric hydrogel,material_system,2,25.08180259936264
solid-liquid phase transition cold,phase_or_species_transition,2,25.08180259936264
single-temperature configuration dual-temperature configuration licoo2/li,material_system,2,25.08180259936264
suggest empirical relationships ionic,material_system,2,25.08180259936264
solid-state polyelectrolytes large thermopower,property_metric,2,25.08180259936264
solids suggest empirical relationships,material_system,2,25.08180259936264
solution resistance raises charge-transfer/diffusion resistance,transport_mechanism,2,25.08180259936264
solution resistance raises charge-transfer/diffusion,electrode_interface,2,25.08180259936264
solution open circuit voltage,material_system,2,25.08180259936264
solution microscale micro-ionic thermocell,material_system,2,25.08180259936264
solution high temperature corrosion,material_system,2,25.08180259936264
solution growth successive ionic,material_system,2,25.08180259936264
solar water production thermoelectric,material_system,2,25.08180259936264
solar-driven ionic power generation,material_system,2,25.08180259936264
solar-driven water evaporation photothermal,device_function,2,25.08180259936264
solid liquid cold hot,material_system,2,25.08180259936264
solvent strategy flexible ionic,material_system,2,25.08180259936264
solvent shell structure redox,material_system,2,25.08180259936264
solvent replacement-driven ionic liquid,material_system,2,25.08180259936264
solvent replacement strategy tailoring,material_system,2,25.08180259936264
solvent r-s charge-transfer r-ct,electrode_interface,2,25.08180259936264
solvent polymer network seebeck,property_metric,2,25.08180259936264
solvent nature ions entropy,solvation_entropy,2,25.08180259936264
solvent followed fecl3/fecl2 impregnation,material_system,2,25.08180259936264
solvent exchange salt strategy,material_system,2,25.08180259936264
solvent exchange produce thermogalvanic,material_system,2,25.08180259936264
solvent exchange leveraging integrated,material_system,2,25.08180259936264
solvent des strategy water,material_system,2,25.08180259936264
solvent des poly vinyl,material_system,2,25.08180259936264
solvation water structure antifreezing,material_system,2,25.08180259936264
solution sustainable energy supply,material_system,2,25.08180259936264
solution rs charge-transfer rct,electrode_interface,2,25.08180259936264
solution resistance rs charge-transfer resistance,electrode_interface,2,25.08180259936264
solution resistance rs charge-transfer,electrode_interface,2,25.08180259936264
solid state ionic devices,material_system,2,25.08180259936264
solution exploit thermogalvanic acid,material_system,2,25.08180259936264
solution ethyl-3-methylimidazolium bis trifluoromethylsulfonyl,material_system,2,25.08180259936264
solution electrical conductivity seebeck,property_metric,2,25.08180259936264
temperatures mechanical fragility poor,material_system,2,25.08180259936264
tendency ion pairing present,material_system,2,25.08180259936264
ternary ionogel ionic doping-induced,material_system,2,25.08180259936264
ternary ionogel progressively enhance,material_system,2,25.08180259936264
testing shows daily water,material_system,2,25.08180259936264
theory density functional theory performed,computational_method,2,25.08180259936264
theory density functional theory materials,computational_method,2,25.08180259936264
theory density functional theory gga-pbe,computational_method,2,25.08180259936264
theory density functional theory calculated,computational_method,2,25.08180259936264
theory coexistence ionic covalent,material_system,2,25.08180259936264
theory anion doping demonstrates,material_system,2,25.08180259936264
theoretical calculations structural electronic,material_system,2,25.08180259936264
theoretical basis systematic optimization,material_system,2,25.08180259936264
themoelectronic converter liquid thermoelectric converter,material_system,2,25.08180259936264
themoelectronic converter liquid thermoelectric,material_system,2,25.08180259936264
tgih subsequently water retention,material_system,2,25.08180259936264
tgih promote recovery utilization,material_system,2,25.08180259936264
tgih exhibited high seebeck,property_metric,2,25.08180259936264
tgcs increases conducting polymer,material_system,2,25.08180259936264
tetramethylpiperidine-1-oxyl radical tempo oxidized,redox_chemistry,2,25.08180259936264
temperatures indicating semi-metallic behavior,material_system,2,25.08180259936264
temperatures results reveal substantial,material_system,2,25.08180259936264
solution displayed nir-photothermal efficiency,device_function,2,25.08180259936264
temperatures seebeck coefficient p-type,property_metric,2,25.08180259936264
solution designing ultrasensitive ionic,material_system,2,25.08180259936264
solution charge-transfer resistances remain,electrode_interface,2,25.08180259936264
solution boost ionic reactions,material_system,2,25.08180259936264
solute ions lithium citrate,material_system,2,25.08180259936264
solubility maintaining eutectic property,material_system,2,25.08180259936264
solids great importance situations,material_system,2,25.08180259936264
suggest significant differences hydration,material_system,2,25.08180259936264
suggestions related research efforts,material_system,2,25.08180259936264
suitable liquid thermoelectric conversion,material_system,2,25.08180259936264
terms molecular insights preparation,material_system,2,25.08180259936264
terms extent asymmetry interface,material_system,2,25.08180259936264
terms energy conversion reuse,material_system,2,25.08180259936264
tensile/compressive stress deformation break,property_metric,2,25.08180259936264
tensile strength kpa elongation,property_metric,2,25.08180259936264
tensile property adhesion avoids,property_metric,2,25.08180259936264
terms physical parameters diffusion,material_system,2,25.08180259936264
tenfold improvement conventional tgcs,material_system,2,25.08180259936264
tempo-mediated oxidation organosolv pulp,redox_chemistry,2,25.08180259936264
temperatures work challenges addressed,material_system,2,25.08180259936264
solvent-induced solvation effects impact,material_system,2,25.08180259936264
solvation structure synergistically enhancing,material_system,2,25.08180259936264
solvation structure mass transfer,transport_mechanism,2,25.08180259936264
small electronics body temperature,material_system,2,25.08180259936264
small concentration graphitic pi-electron,material_system,2,25.08180259936264
sm-1 seebeck coefficient si,property_metric,2,25.08180259936264
sm rare-earth ionic radius,material_system,2,25.08180259936264
situations common world concept,material_system,2,25.08180259936264
situ x ray diffraction,characterization_method,2,25.08180259936264
situ radical polymerization solvent,material_system,2,25.08180259936264
situ observation morphological oxidation,material_system,2,25.08180259936264
situ high-temperature x ray,characterization_method,2,25.08180259936264
sites increases carrier concentration,material_system,2,25.08180259936264
simultaneous liquid cooling electric,material_system,2,25.08180259936264
small temperature difference thermogalvanic,material_system,2,25.08180259936264
simultaneous increases electrical conductivity,property_metric,2,25.08180259936264
simulations suggest significant differences,material_system,2,25.08180259936264
significantly restricting amplification demonstrated,material_system,2,25.08180259936264
significantly property micro-ionic thermocells,material_system,2,25.08180259936264
significantly promoting thermogalvanic effect,material_system,2,25.08180259936264
significantly ionic thermoelectrics converts,material_system,2,25.08180259936264
significantly increasing thermogalvanic reaction,material_system,2,25.08180259936264
significantly increasing maximum thermogalvanic,material_system,2,25.08180259936264
small electrode area large,material_system,2,25.08180259936264
small polaron hopping conduction,material_system,2,25.08180259936264
significantly increase seebeck effect,property_metric,2,25.08180259936264
small temperature difference furthermore,material_system,2,25.08180259936264
single-point detection spatially resolved,material_system,2,25.08180259936264
single redox electrolytes synergistically,material_system,2,25.08180259936264
single p-type gelatin-k-4 k-3,material_system,2,25.08180259936264
single nanoporous carbon electrode,electrode_interface,2,25.08180259936264
single crystal n-p transition,material_system,2,25.08180259936264
single-temperature configuration stacks cells,material_system,2,25.08180259936264
simultaneously regulated multivalent ions,material_system,2,25.08180259936264
simultaneously modulating solvation water,material_system,2,25.08180259936264
simultaneously increases seebeck coefficient,property_metric,2,25.08180259936264
simultaneously effectively purifies seawater,material_system,2,25.08180259936264
simultaneously disrupts water structure,material_system,2,25.08180259936264
simultaneous pressure temperature detection,material_system,2,25.08180259936264
simultaneous perception multiple stimuli,material_system,2,25.08180259936264
simultaneously occurring reduction pedot,material_system,2,25.08180259936264
single-temperature thermogalvanic systems cyclic,material_system,2,25.08180259936264
sites decreasing interface charge,material_system,2,25.08180259936264
sites forming dimensional superstructure,material_system,2,25.08180259936264
small temperature difference match,material_system,2,25.08180259936264
small temperature difference human,material_system,2,25.08180259936264
signs seebeck coefficients evaluated,property_metric,2,25.08180259936264
significantly higher aqueous solution,material_system,2,25.08180259936264
solvation shell process enhance solvation,solvation_entropy,2,25.08180259936264
similar flat platinum electrode,electrode_interface,2,25.08180259936264
simultaneous increase electrical conductivity,property_metric,2,25.08180259936264
small temperature gradients deployment,material_system,2,25.08180259936264
so3 sup2 redox couple,redox_chemistry,2,25.08180259936264
so4 so3 redox couple,redox_chemistry,2,25.08180259936264
solvation shell ions increasing,solvation_entropy,2,25.08180259936264
solvation shell fe cn,solvation_entropy,2,25.08180259936264
solvation shell broaden radial,solvation_entropy,2,25.08180259936264
solvation increase entropy difference solvation,material_system,2,25.08180259936264
solvation increase entropy difference,material_system,2,25.08180259936264
solvation entropy mass transfer,solvation_entropy,2,25.08180259936264
solvation shell process enhance,solvation_entropy,2,25.08180259936264
solvation entropy increase redox,solvation_entropy,2,25.08180259936264
solvation entropy engineering low-grade,solvation_entropy,2,25.08180259936264
solvation entropy difference boosting,solvation_entropy,2,25.08180259936264
solvation effects impact configurational,material_system,2,25.08180259936264
solvates redox couple dramatically,redox_chemistry,2,25.08180259936264
solutions reductant oxidant k4fe,material_system,2,25.08180259936264
solution waste heat recovery,material_system,2,25.08180259936264
solvation entropy engineering n-type,solvation_entropy,2,25.08180259936264
silver chloride quinhydrone electrode,material_system,2,25.08180259936264
similar high-entropy litcs competitive,solvation_entropy,2,25.08180259936264
significantly exceeded predicted commercialization,material_system,2,25.08180259936264
similar kpa elongation break,material_system,2,25.08180259936264
significantly boost thermopowers corresponding,property_metric,2,25.08180259936264
significant solution designing ultrasensitive,material_system,2,25.08180259936264
significant magnification thermocouple effect,material_system,2,25.08180259936264
significant increase electrical conductivity,property_metric,2,25.08180259936264
significantly improve electrical conductivity,property_metric,2,25.08180259936264
silar deposited copper iodide,material_system,2,25.08180259936264
silar successive ionic layer,material_system,2,25.08180259936264
silicone encapsulation effectively suppresses,material_system,2,25.08180259936264
simulations qualitative agreement experimental,material_system,2,25.08180259936264
simulations comsol closely matched,material_system,2,25.08180259936264
simula-tions demonstrate hydrogel chains,material_system,2,25.08180259936264
simple thermal hydro-decomposition method,material_system,2,25.08180259936264
simple solvent exchange salt,material_system,2,25.08180259936264
simple preparation help deep,material_system,2,25.08180259936264
simple easy-to-operate electrode optimization,material_system,2,25.08180259936264
similarities seebeck effect electrons,property_metric,2,25.08180259936264
similar technologies des/pva gel,material_system,2,25.08180259936264
similar observations practical directions,material_system,2,25.08180259936264
similar kpa elongation break similar,material_system,2,25.08180259936264
ultra-sensitive self-powered thermogalvanic hydrogel,material_system,2,25.08180259936264
use conservation solar energy,material_system,2,25.08180259936264
theory density functional theory structural,computational_method,2,25.08180259936264
water freeze-thawed pva hydrogel,material_system,2,25.08180259936264
waste heat harvesting threedimensional,material_system,2,25.08180259936264
waste heat cooling applications,material_system,2,25.08180259936264
warning conventional thermoelectric materials,material_system,2,25.08180259936264
w/m2k2 high water retention,material_system,2,25.08180259936264
w/m2 hot/cold temperatures degrees degrees,material_system,2,25.08180259936264
w/m2 hot/cold temperatures degrees,material_system,2,25.08180259936264
w-1 low temperature resistance,material_system,2,25.08180259936264
