concept,concept_type,doc_freq,score,graph_role
p-type semiconductor,material_system,13,103.72432614026849,recommendation_candidate
aqueous solution,material_system,13,103.72432614026849,recommendation_candidate
electrode material,material_system,13,103.72432614026849,recommendation_candidate
energy generation,material_system,13,103.72432614026849,recommendation_candidate
electrostatic interactions,solvation_entropy,13,103.72432614026849,recommendation_candidate
electrolyte ions,material_system,13,103.72432614026849,recommendation_candidate
higher temperature,material_system,13,103.72432614026849,recommendation_candidate
coefficient conductivity,property_metric,13,103.72432614026849,recommendation_candidate
eastman entropy,solvation_entropy,13,103.72432614026849,recommendation_candidate
liquid electrolyte,material_system,13,103.72432614026849,recommendation_candidate
organic solvents,material_system,13,103.72432614026849,recommendation_candidate
absorption spectroscopy,characterization_method,13,103.72432614026849,background
thermal conduction,material_system,13,103.72432614026849,recommendation_candidate
p-type semiconducting,material_system,13,103.72432614026849,recommendation_candidate
strong ionic,material_system,13,103.72432614026849,recommendation_candidate
predominantly ionic,material_system,13,103.72432614026849,recommendation_candidate
ionic gel,material_system,13,103.72432614026849,recommendation_candidate
secondary phase,material_system,13,103.72432614026849,recommendation_candidate
uv absorption,material_system,13,103.72432614026849,recommendation_candidate
ionic thermoelectricity,material_system,13,103.72432614026849,recommendation_candidate
applications work,material_system,13,103.72432614026849,recommendation_candidate
large thermopower,property_metric,13,103.72432614026849,recommendation_candidate
transport mechanism,material_system,13,103.72432614026849,recommendation_candidate
effects ionic,material_system,13,103.72432614026849,recommendation_candidate
optimization thermoelectric,material_system,13,103.72432614026849,recommendation_candidate
electrical thermal property,property_metric,11,101.28106590836688,recommendation_candidate
thermal conductivity reduction,property_metric,11,101.28106590836688,recommendation_candidate
synchrotron x ray,characterization_method,11,101.28106590836688,background
ionic radius controls,material_system,11,101.28106590836688,recommendation_candidate
ionic seebeck effect,property_metric,11,101.28106590836688,recommendation_candidate
absolute value seebeck,property_metric,11,101.28106590836688,recommendation_candidate
conductivity low thermal,property_metric,11,101.28106590836688,recommendation_candidate
flexible ionic thermoelectric,material_system,11,101.28106590836688,recommendation_candidate
small temperature difference,material_system,11,101.28106590836688,recommendation_candidate
eutectic solvent des,material_system,11,101.28106590836688,recommendation_candidate
relative humidity rh,material_system,11,101.28106590836688,recommendation_candidate
increasing ionic radius,material_system,11,101.28106590836688,recommendation_candidate
ionic thermoelectric te,material_system,11,101.28106590836688,recommendation_candidate
rare-earth ionic radius,material_system,11,101.28106590836688,recommendation_candidate
functional materials,material_system,12,96.93125937624583,background
single phase,material_system,12,96.93125937624583,background
films ionic,material_system,12,96.93125937624583,background
carbon electrode,electrode_interface,12,96.93125937624583,background
human-machine interaction,material_system,12,96.93125937624583,background
transport coefficients,material_system,12,96.93125937624583,background
redox species,material_system,12,96.93125937624583,background
reduction thermal,material_system,12,96.93125937624583,background
flexible ionic,material_system,12,96.93125937624583,background
storage applications,material_system,12,96.93125937624583,background
property pedot:pss,material_system,12,96.93125937624583,background
thermogalvanic conversion,material_system,12,96.93125937624583,background
ions ionic,material_system,12,96.93125937624583,background
conductivity decreases,property_metric,12,96.93125937624583,background
thermopower output,property_metric,12,96.93125937624583,background
application ionic,material_system,12,96.93125937624583,background
performance pedot,material_system,12,96.93125937624583,background
phase stability,property_metric,12,96.93125937624583,background
increases seebeck,property_metric,12,96.93125937624583,background
photovoltaic applications,material_system,12,96.93125937624583,background
thermodiffusion effect,transport_mechanism,12,96.93125937624583,background
organic solvent,material_system,12,96.93125937624583,background
electrode ionic,material_system,12,96.93125937624583,background
highest seebeck,property_metric,12,96.93125937624583,background
stretchable ionic,material_system,12,96.93125937624583,background
conductivity thermopower,property_metric,12,96.93125937624583,background
thermogalvanic cells thermogalvanic cells,material_system,12,96.93125937624583,background
localization function,material_system,12,96.93125937624583,background
ionic thermal,material_system,12,96.93125937624583,background
compared conventional,material_system,12,96.93125937624583,background
ionic thermovoltage,material_system,12,96.93125937624583,background
seebeck coefficient mu v/k,property_metric,9,94.80851963224285,background
reduction lattice thermal conductivity,property_metric,9,94.80851963224285,background
x ray powder diffraction,characterization_method,9,94.80851963224285,background
seebeck coefficient low thermal,property_metric,9,94.80851963224285,background
ionic thermoelectric te materials,material_system,9,94.80851963224285,background
electrical thermal transport property,material_system,9,94.80851963224285,background
single-crystal x ray diffraction,characterization_method,9,94.80851963224285,background
spectroscopy x ray photoelectron spectroscopy,characterization_method,9,94.80851963224285,background
small-angle x ray scattering,characterization_method,9,94.80851963224285,background
output power density mu,property_metric,9,94.80851963224285,background
optoelectronic thermoelectric applications,material_system,10,93.37886693517797,background
gradient approximation gga,material_system,10,93.37886693517797,background
thermal expansion coefficient,material_system,10,93.37886693517797,background
x ray powder,characterization_method,10,93.37886693517797,background
emerging ionic thermoelectric,material_system,10,93.37886693517797,background
values seebeck coefficient,property_metric,10,93.37886693517797,background
deep eutectic solvents,material_system,10,93.37886693517797,background
harvesting ionic thermoelectric,material_system,10,93.37886693517797,background
low electrical conductivity,property_metric,10,93.37886693517797,background
higher electrical conductivity,property_metric,10,93.37886693517797,background
highest seebeck coefficient,property_metric,10,93.37886693517797,background
hole carrier concentration,material_system,10,93.37886693517797,background
electrical thermal conductivity,property_metric,10,93.37886693517797,background
thermal energy conversion,material_system,10,93.37886693517797,background
thermoelectric mechanical property,property_metric,10,93.37886693517797,background
fe cn redox,material_system,10,93.37886693517797,background
high ionic thermoelectric,material_system,10,93.37886693517797,background
seebeck coefficient thermoelectric,property_metric,10,93.37886693517797,background
ionic thermoelectric supercapacitor,material_system,10,93.37886693517797,background
charge carrier concentration,material_system,10,93.37886693517797,background
ionic liquid ethyl-3-methylimidazolium,material_system,10,93.37886693517797,background
materials energy conversion,material_system,10,93.37886693517797,background
x ray spectroscopy,characterization_method,10,93.37886693517797,background
single-crystal x ray,characterization_method,10,93.37886693517797,background
resistivity seebeck,property_metric,11,90.02761414077055,background
dopant ionic,material_system,11,90.02761414077055,background
voltage generation,material_system,11,90.02761414077055,background
promising solution,material_system,11,90.02761414077055,background
solvent des,material_system,11,90.02761414077055,background
conductivity pedot,property_metric,11,90.02761414077055,background
expansion coefficient,material_system,11,90.02761414077055,background
direct conversion,material_system,11,90.02761414077055,background
n-type seebeck,property_metric,11,90.02761414077055,background
conductivity observed,property_metric,11,90.02761414077055,background
thermogalvanic voltage,material_system,11,90.02761414077055,background
development ionic,material_system,11,90.02761414077055,background
applications present,material_system,11,90.02761414077055,background
improving seebeck,property_metric,11,90.02761414077055,background
seebeck coefficient,property_metric,11,90.02761414077055,background
enhance seebeck,property_metric,11,90.02761414077055,background
functional groups,material_system,11,90.02761414077055,background
impressive ionic,material_system,11,90.02761414077055,background
hydrogel electrolytes,material_system,11,90.02761414077055,background
conductivity similar,property_metric,11,90.02761414077055,background
decreasing ionic,material_system,11,90.02761414077055,background
thermoelectric application,material_system,11,90.02761414077055,background
concentration cm,material_system,11,90.02761414077055,background
ion conduction,material_system,11,90.02761414077055,background
ionic charge,material_system,11,90.02761414077055,background
temperature variation,material_system,11,90.02761414077055,background
te applications,material_system,11,90.02761414077055,background
ionic conductivities,material_system,11,90.02761414077055,background
emerging ionic,material_system,11,90.02761414077055,background
electrical conduction,material_system,11,90.02761414077055,background
conductivity improving,property_metric,11,90.02761414077055,background
degrees temperature,material_system,11,90.02761414077055,background
pss ionic,material_system,11,90.02761414077055,background
concentration mobility,material_system,11,90.02761414077055,background
polymer electrolyte,material_system,11,90.02761414077055,background
electrode temperature,material_system,11,90.02761414077055,background
reduction lattice,material_system,11,90.02761414077055,background
charge compensation,material_system,11,90.02761414077055,background
solvent exchange,material_system,11,90.02761414077055,background
mv temperature,material_system,11,90.02761414077055,background
ion channels,transport_mechanism,11,90.02761414077055,background
electrolyte concentration,material_system,11,90.02761414077055,background
thermoelectric ionogel,material_system,11,90.02761414077055,background
conductivity measurements,property_metric,11,90.02761414077055,background
small ionic,material_system,11,90.02761414077055,background
values seebeck,property_metric,11,90.02761414077055,background
increase temperature,material_system,11,90.02761414077055,background
temperature monitoring,material_system,11,90.02761414077055,background
different concentrations,material_system,11,90.02761414077055,background
traditional thermoelectric,material_system,11,90.02761414077055,background
polymer films,material_system,11,90.02761414077055,background
density distribution,material_system,11,90.02761414077055,background
concentration difference,material_system,11,90.02761414077055,background
negative formation,material_system,11,90.02761414077055,background
water evaporation,material_system,11,90.02761414077055,background
power temperature,material_system,11,90.02761414077055,background
anions cations,material_system,11,90.02761414077055,background
theory density functional theory calculations,computational_method,8,85.67904654854243,background
semiclassical boltzmann transport theory,material_system,8,85.67904654854243,background
x ray absorption spectroscopy,characterization_method,8,85.67904654854243,background
exhibits high seebeck coefficient,property_metric,8,85.67904654854243,background
ionic figure merit zt,material_system,8,85.67904654854243,background
seebeck coefficient figure merit,property_metric,8,85.67904654854243,background
generalized gradient approximation gga,material_system,8,85.67904654854243,background
reduces lattice thermal conductivity,property_metric,8,85.67904654854243,background
voltage temperature difference,material_system,9,85.32766766901857,background
operating temperature range,material_system,9,85.32766766901857,background
energy-dispersive x ray,characterization_method,9,85.32766766901857,background
property seebeck coefficient,property_metric,9,85.32766766901857,background
thermal conductivity electrical conductivity,property_metric,9,85.32766766901857,background
thermal conductivity electrical,property_metric,9,85.32766766901857,background
investigation structural electronic,material_system,9,85.32766766901857,background
conversion low-grade heat,material_system,9,85.32766766901857,background
energy loss function,material_system,9,85.32766766901857,background
enhance seebeck coefficient,property_metric,9,85.32766766901857,background
temperature difference electrode,material_system,9,85.32766766901857,background
high ionic conductivity conductivity,property_metric,9,85.32766766901857,background
small-angle x ray,characterization_method,9,85.32766766901857,background
potential thermoelectric applications,material_system,9,85.32766766901857,background
ionic thermoelectric gel,material_system,9,85.32766766901857,background
performance ionic thermoelectric,material_system,9,85.32766766901857,background
seebeck coefficient se,property_metric,9,85.32766766901857,background
thermal conductivity decreases,property_metric,9,85.32766766901857,background
reduction lattice thermal,material_system,9,85.32766766901857,background
power density m-2,property_metric,9,85.32766766901857,background
method successive ionic layer adsorption,material_system,7,83.97763126056236,background
intrinsically low lattice thermal conductivity,property_metric,7,83.97763126056236,background
low lattice thermal conductivity kappa,property_metric,7,83.97763126056236,background
strong hybridization,material_system,10,83.00343727571375,background
semiconducting property,material_system,10,83.00343727571375,background
negative ionic,material_system,10,83.00343727571375,background
eutectic solvents,material_system,10,83.00343727571375,background
property seebeck,property_metric,10,83.00343727571375,background
utilization low-grade,material_system,10,83.00343727571375,background
transport processes,material_system,10,83.00343727571375,background
thermogalvanic corrosion,material_system,10,83.00343727571375,background
ionic contribution,material_system,10,83.00343727571375,background
aqueous solutions,material_system,10,83.00343727571375,background
conversion technologies,material_system,10,83.00343727571375,background
approximation gga,material_system,10,83.00343727571375,background
copper iodide,material_system,10,83.00343727571375,background
liquid ethyl-3-methylimidazolium,material_system,10,83.00343727571375,background
semiconductor behavior,material_system,10,83.00343727571375,background
ion conducting,material_system,10,83.00343727571375,background
melting temperature,material_system,10,83.00343727571375,background
n-type conductivity,property_metric,10,83.00343727571375,background
higher temperatures,material_system,10,83.00343727571375,background
ionic concentration,material_system,10,83.00343727571375,background
electrode interface,material_system,10,83.00343727571375,background
light absorption,material_system,10,83.00343727571375,background
ionogel ionic,material_system,10,83.00343727571375,background
mixed ion-electron,material_system,10,83.00343727571375,background
n-type conduction,material_system,10,83.00343727571375,background
pedot:pss ionic,material_system,10,83.00343727571375,background
hydrogel ionic,material_system,10,83.00343727571375,background
theoretical calculations,material_system,10,83.00343727571375,background
electron transport,material_system,10,83.00343727571375,background
conduction bands,material_system,10,83.00343727571375,background
bacterial cellulose,gel_microstructure,10,83.00343727571375,background
ion mobility,material_system,10,83.00343727571375,background
thermogalvanic systems,material_system,10,83.00343727571375,background
continuous operation,material_system,10,83.00343727571375,background
stable ionic,material_system,10,83.00343727571375,background
report ionic,material_system,10,83.00343727571375,background
conductive polymer,material_system,10,83.00343727571375,background
hole transport,material_system,10,83.00343727571375,background
conductivity work,property_metric,10,83.00343727571375,background
loss function,material_system,10,83.00343727571375,background
thermogalvanic electrolyte,material_system,10,83.00343727571375,background
seebeck voltage,property_metric,10,83.00343727571375,background
human-machine interface,material_system,10,83.00343727571375,background
conductivity temperature,property_metric,10,83.00343727571375,background
transport high,material_system,10,83.00343727571375,background
temperature coefficients,material_system,10,83.00343727571375,background
wearable applications,material_system,10,83.00343727571375,background
conductivity electronic,property_metric,10,83.00343727571375,background
redox thermogalvanic,material_system,10,83.00343727571375,background
p-type seebeck,property_metric,10,83.00343727571375,background
thermogalvanic output,material_system,10,83.00343727571375,background
p-type semiconductors,material_system,10,83.00343727571375,background
temperature sensor,material_system,10,83.00343727571375,background
increases ionic,material_system,10,83.00343727571375,background
hydrogel thermocell,material_system,10,83.00343727571375,background
difference electrode,material_system,10,83.00343727571375,background
n-type seebeck coefficient,property_metric,8,77.1111418936882,background
poly ethylenedioxythiophene pedot,material_system,8,77.1111418936882,background
seebeck coefficient figure,property_metric,8,77.1111418936882,background
thermoelectric power liquid,material_system,8,77.1111418936882,background
ionic radius ln,material_system,8,77.1111418936882,background
resistivity seebeck coefficient,property_metric,8,77.1111418936882,background
ionic thermoelectric conversion,material_system,8,77.1111418936882,background
report ionic thermoelectric,material_system,8,77.1111418936882,background
band structure calculations,material_system,8,77.1111418936882,background
high thermal conductivity,property_metric,8,77.1111418936882,background
reduces thermal conductivity,property_metric,8,77.1111418936882,background
characterized x ray,characterization_method,8,77.1111418936882,background
broad temperature range,material_system,8,77.1111418936882,background
seebeck coefficient increased,property_metric,8,77.1111418936882,background
exhibits high seebeck,property_metric,8,77.1111418936882,background
sigma seebeck coefficient,property_metric,8,77.1111418936882,background
thermoelectric performance ionic,material_system,8,77.1111418936882,background
charge density distribution,material_system,8,77.1111418936882,background
charge transport property,material_system,8,77.1111418936882,background
synthesized solid-state reaction,material_system,8,77.1111418936882,background
atomic force microscopy,characterization_method,8,77.1111418936882,background
carrier concentration mobility,material_system,8,77.1111418936882,background
ionic radius tunes,material_system,8,77.1111418936882,background
larger ionic radius,material_system,8,77.1111418936882,background
carrier concentration cm,material_system,8,77.1111418936882,background
ab initio calculations,material_system,8,77.1111418936882,background
temperature dependence thermoelectric,material_system,8,77.1111418936882,background
dispersive x ray,characterization_method,8,77.1111418936882,background
x ray analysis,characterization_method,8,77.1111418936882,background
ionic conductivity seebeck,property_metric,8,77.1111418936882,background
ionic thermoelectric device,material_system,8,77.1111418936882,background
mv temperature difference,material_system,8,77.1111418936882,background
copper iodide cui,material_system,8,77.1111418936882,background
seebeck coefficient si,property_metric,8,77.1111418936882,background
attracted considerable attention,material_system,8,77.1111418936882,background
high temperature thermoelectric,material_system,8,77.1111418936882,background
electrical conductivity cm,property_metric,8,77.1111418936882,background
electrical conductivity low,property_metric,8,77.1111418936882,background
ionic thermoelectric response,material_system,8,77.1111418936882,background
measured function temperature,material_system,8,77.1111418936882,background
seebeck coefficient values,property_metric,8,77.1111418936882,background
polystyrene sulfonate pedot:pss,material_system,8,77.1111418936882,background
polystyrene sulfonate pedot,material_system,8,77.1111418936882,background
conventional thermoelectric materials,material_system,8,77.1111418936882,background
stretchable ionic thermoelectric,material_system,8,77.1111418936882,background
negative ionic seebeck,property_metric,8,77.1111418936882,background
improving seebeck coefficient,property_metric,8,77.1111418936882,background
semi-classical boltzmann transport,material_system,8,77.1111418936882,background
mechanical property tensile,property_metric,8,77.1111418936882,background
thermal conductivity increases,property_metric,8,77.1111418936882,background
redox entropy difference,solvation_entropy,8,77.1111418936882,background
thermal conductivity seebeck,property_metric,8,77.1111418936882,background
electronic ionic conduction,material_system,8,77.1111418936882,background
solid-state reaction method,material_system,8,77.1111418936882,background
semiclassical boltzmann transport,material_system,8,77.1111418936882,background
energy conversion applications,material_system,8,77.1111418936882,background
ionic liquid electrolytes,material_system,8,77.1111418936882,background
ionic conductivity seebeck coefficient,property_metric,7,76.34330114596577,background
function oxygen partial pressure,material_system,7,76.34330114596577,background
ionic thermoelectric supercapacitors itescs,material_system,7,76.34330114596577,background
ultra-low lattice thermal conductivity,property_metric,7,76.34330114596577,background
ionic thermoelectric materials i-tes,material_system,7,76.34330114596577,background
energy dispersive x ray,characterization_method,7,76.34330114596577,background
conductivity sigma seebeck coefficient,property_metric,7,76.34330114596577,background
suppress lattice thermal conductivity,property_metric,7,76.34330114596577,background
specific output power density,property_metric,7,76.34330114596577,background
semi-classical boltzmann transport theory,material_system,7,76.34330114596577,background
heat harvesting ionic thermoelectric,material_system,7,76.34330114596577,background
thermal conductivity seebeck coefficient,property_metric,7,76.34330114596577,background
method successive ionic layer,material_system,7,76.34330114596577,background
seebeck coefficient ionic conductivity,property_metric,7,76.34330114596577,background
negative ionic seebeck coefficient,property_metric,7,76.34330114596577,background
density functional theory density functional theory calculations,computational_method,7,76.34330114596577,background
van der waals interactions,material_system,7,76.34330114596577,background
entropy changes,material_system,9,75.84681570579428,background
semiclassical boltzmann,material_system,9,75.84681570579428,background
operating conditions,material_system,9,75.84681570579428,background
configurational entropy,phase_or_species_transition,9,75.84681570579428,background
n-p transition,material_system,9,75.84681570579428,background
quasi-solid-state ionic,material_system,9,75.84681570579428,background
conversion applications,material_system,9,75.84681570579428,background
conductivity pedot:pss,property_metric,9,75.84681570579428,background
iodide cui,material_system,9,75.84681570579428,background
transport equations,material_system,9,75.84681570579428,background
enhancement seebeck,property_metric,9,75.84681570579428,background
concentration temperature,material_system,9,75.84681570579428,background
synergistic optimization,material_system,9,75.84681570579428,background
power ionic,material_system,9,75.84681570579428,background
potential temperature,material_system,9,75.84681570579428,background
solvation shell,solvation_entropy,9,75.84681570579428,background
conductivity lower,property_metric,9,75.84681570579428,background
mass transport,transport_mechanism,9,75.84681570579428,background
increases temperature,material_system,9,75.84681570579428,background
conductivity electrical conductivity,property_metric,9,75.84681570579428,background
electronic conductors,material_system,9,75.84681570579428,background
applications report,material_system,9,75.84681570579428,background
electrochemical systems,material_system,9,75.84681570579428,background
liquid thermocells,material_system,9,75.84681570579428,background
diffusion coefficients,material_system,9,75.84681570579428,background
conductivity mechanical,property_metric,9,75.84681570579428,background
conjugated polymer,material_system,9,75.84681570579428,background
density ionic,material_system,9,75.84681570579428,background
effect temperature,material_system,9,75.84681570579428,background
heat conversion,material_system,9,75.84681570579428,background
increasing attention,material_system,9,75.84681570579428,background
ionic-radius mismatch,material_system,9,75.84681570579428,background
electronic seebeck,property_metric,9,75.84681570579428,background
body temperature,material_system,9,75.84681570579428,background
systems ionic,material_system,9,75.84681570579428,background
ultraviolet region,material_system,9,75.84681570579428,background
conductivity electrical,property_metric,9,75.84681570579428,background
pore solution,material_system,9,75.84681570579428,background
applications ionic,material_system,9,75.84681570579428,background
energy solutions,material_system,9,75.84681570579428,background
systematically studied,material_system,9,75.84681570579428,background
calculations electronic,material_system,9,75.84681570579428,background
lattice vibrations,material_system,9,75.84681570579428,background
conversion heat,material_system,9,75.84681570579428,background
energy utilization,material_system,9,75.84681570579428,background
structural optimization,material_system,9,75.84681570579428,background
effect redox,material_system,9,75.84681570579428,background
phase change,material_system,9,75.84681570579428,background
significant reduction,material_system,9,75.84681570579428,background
function oxygen,material_system,9,75.84681570579428,background
reaction method,material_system,9,75.84681570579428,background
calculations density,material_system,9,75.84681570579428,background
strong absorption,material_system,9,75.84681570579428,background
uv-vis spectroscopy,characterization_method,9,75.84681570579428,background
phase diagram,material_system,9,75.84681570579428,background
effect ions,material_system,9,75.84681570579428,background
conductivity decreased,property_metric,9,75.84681570579428,background
ion pairs,material_system,9,75.84681570579428,background
structure transport,material_system,9,75.84681570579428,background
functional property,material_system,9,75.84681570579428,background
presence ionic,material_system,9,75.84681570579428,background
entropy transfer,material_system,9,75.84681570579428,background
temperature sensors,material_system,9,75.84681570579428,background
materials applications,material_system,9,75.84681570579428,background
i-te systems,material_system,9,75.84681570579428,background
ionic materials,material_system,9,75.84681570579428,background
sensing applications,material_system,9,75.84681570579428,background
thermopower mv/k,property_metric,9,75.84681570579428,background
difference ionic,material_system,9,75.84681570579428,background
provides ionic,material_system,9,75.84681570579428,background
poly ethylenedioxythiophene polystyrene sulfonate pedot,material_system,6,73.44967211363749,background
diffraction x ray diffraction scanning electron,characterization_method,6,73.44967211363749,background
x ray diffraction x ray diffraction scanning electron,characterization_method,6,73.44967211363749,background
ultralow lattice thermal conductivity high,property_metric,6,73.44967211363749,background
high seebeck coefficient low thermal,property_metric,6,73.44967211363749,background
x ray diffraction scanning electron,characterization_method,6,73.44967211363749,background
x ray absorption fine structure,characterization_method,6,73.44967211363749,background
low-grade heat harvesting ionic thermoelectric,material_system,6,73.44967211363749,background
gas phase controlled oxygen activity,material_system,6,73.44967211363749,background
thermodiffusion thermogalvanic effects,transport_mechanism,7,68.7089710313692,background
enhances seebeck coefficient,property_metric,7,68.7089710313692,background
p-type seebeck coefficient,property_metric,7,68.7089710313692,background
positive seebeck coefficients,property_metric,7,68.7089710313692,background
seebeck coefficient similar,property_metric,7,68.7089710313692,background
seebeck coefficient p-type,property_metric,7,68.7089710313692,background
covalent ionic bonding,material_system,7,68.7089710313692,background
negative formation energies,material_system,7,68.7089710313692,background
thermoelectric property pedot:pss,material_system,7,68.7089710313692,background
low-temperature waste heat,material_system,7,68.7089710313692,background
seebeck coefficient pedot,property_metric,7,68.7089710313692,background
coefficient ionic conductivity,property_metric,7,68.7089710313692,background
ionic radius changes,material_system,7,68.7089710313692,background
quasi-solid-state ionic thermoelectric,material_system,7,68.7089710313692,background
conductivity sigma seebeck,property_metric,7,68.7089710313692,background
increases electrical conductivity,property_metric,7,68.7089710313692,background
der waals interactions,material_system,7,68.7089710313692,background
seebeck coefficients mv,property_metric,7,68.7089710313692,background
energy conversion technologies,material_system,7,68.7089710313692,background
liquid thermoelectric converter,material_system,7,68.7089710313692,background
band gap semiconductors,material_system,7,68.7089710313692,background
improvement seebeck coefficient,property_metric,7,68.7089710313692,background
thermopower ionic thermoelectric,property_metric,7,68.7089710313692,background
ionic thermoelectric generators,material_system,7,68.7089710313692,background
thermal-to-electrical energy conversion,material_system,7,68.7089710313692,background
enhancement seebeck coefficient,property_metric,7,68.7089710313692,background
power conversion efficiency,property_metric,7,68.7089710313692,background
increase carrier concentration,material_system,7,68.7089710313692,background
temperature gradient degrees,material_system,7,68.7089710313692,background
poor mechanical property,property_metric,7,68.7089710313692,background
thermoelectric property pedot,material_system,7,68.7089710313692,background
thermal conductivity ionic,property_metric,7,68.7089710313692,background
maximum seebeck coefficient,property_metric,7,68.7089710313692,background
electron phonon transport,material_system,7,68.7089710313692,background
giant ionic thermopower,property_metric,7,68.7089710313692,background
effect ionic thermoelectric,material_system,7,68.7089710313692,background
ionic thermoelectric gels,material_system,7,68.7089710313692,background
voltage mv temperature,material_system,7,68.7089710313692,background
thermogalvanic cells convert,material_system,7,68.7089710313692,background
ionic te materials,material_system,7,68.7089710313692,background
thermal conductivity improving,property_metric,7,68.7089710313692,background
sustainable energy solutions,material_system,7,68.7089710313692,background
method successive ionic,material_system,7,68.7089710313692,background
seebeck coefficient pedot:pss,property_metric,7,68.7089710313692,background
dopant ionic radius,material_system,7,68.7089710313692,background
function oxygen partial,material_system,7,68.7089710313692,background
materials ionic thermoelectric,material_system,7,68.7089710313692,background
decreasing ionic radius,material_system,7,68.7089710313692,background
seebeck coefficients mu,property_metric,7,68.7089710313692,background
thermal conductivity thermoelectric,property_metric,7,68.7089710313692,background
energy conversion devices,material_system,7,68.7089710313692,background
pedot:pss films post-treated,material_system,7,68.7089710313692,background
property pedot:pss films,material_system,7,68.7089710313692,background
ethylenedioxythiophene pedot,material_system,8,68.54323723883394,background
performance pedot:pss,material_system,8,68.54323723883394,background
electrolytes ionic,material_system,8,68.54323723883394,background
gradient temperature,material_system,8,68.54323723883394,background
temperature work,material_system,8,68.54323723883394,background
temperature variations,material_system,8,68.54323723883394,background
thermal migration,transport_mechanism,8,68.54323723883394,background
containing ionic,material_system,8,68.54323723883394,background
ions energy,material_system,8,68.54323723883394,background
working temperature,material_system,8,68.54323723883394,background
seebeck behavior,property_metric,8,68.54323723883394,background
pva matrix,material_system,8,68.54323723883394,background
low thermopower,property_metric,8,68.54323723883394,background
heat ionic,material_system,8,68.54323723883394,background
copper ions,material_system,8,68.54323723883394,background
polymer poly,material_system,8,68.54323723883394,background
superionic materials,material_system,8,68.54323723883394,background
electronic applications,material_system,8,68.54323723883394,background
cold electrode,electrode_interface,8,68.54323723883394,background
energy consumption,material_system,8,68.54323723883394,background
iodide/triiodide redox,redox_chemistry,8,68.54323723883394,background
conductivity n-type,property_metric,8,68.54323723883394,background
lithium-ion batteries,material_system,8,68.54323723883394,background
enhance thermopower,property_metric,8,68.54323723883394,background
thermodiffusion soret,transport_mechanism,8,68.54323723883394,background
enhances seebeck,property_metric,8,68.54323723883394,background
water retention,material_system,8,68.54323723883394,background
conductivity data,property_metric,8,68.54323723883394,background
metal cations,material_system,8,68.54323723883394,background
multifunctional ionic,material_system,8,68.54323723883394,background
polymer composites,material_system,8,68.54323723883394,background
heat utilization,material_system,8,68.54323723883394,background
absorption visible,material_system,8,68.54323723883394,background
protic ionic,material_system,8,68.54323723883394,background
electronic contribution,material_system,8,68.54323723883394,background
electronic conductor,material_system,8,68.54323723883394,background
transport phenomena,transport_mechanism,8,68.54323723883394,background
redox electrolytes,material_system,8,68.54323723883394,background
bandgap semiconductor,material_system,8,68.54323723883394,background
storage systems,material_system,8,68.54323723883394,background
power liquid,material_system,8,68.54323723883394,background
state ionic,material_system,8,68.54323723883394,background
transport calculations,material_system,8,68.54323723883394,background
operational stability,property_metric,8,68.54323723883394,background
formation enthalpy,material_system,8,68.54323723883394,background
ions transport,material_system,8,68.54323723883394,background
thermogalvanic devices,material_system,8,68.54323723883394,background
cu migration,material_system,8,68.54323723883394,background
filler ionic,material_system,8,68.54323723883394,background
structural transport,material_system,8,68.54323723883394,background
transport pathways,transport_mechanism,8,68.54323723883394,background
structural transition,material_system,8,68.54323723883394,background
power conversion,material_system,8,68.54323723883394,background
transport measurements,material_system,8,68.54323723883394,background
exchange correlation,material_system,8,68.54323723883394,background
force microscopy,characterization_method,8,68.54323723883394,background
mixed electronic-ionic,material_system,8,68.54323723883394,background
high absorption,material_system,8,68.54323723883394,background
extinction coefficient,material_system,8,68.54323723883394,background
stoichiometric composition,material_system,8,68.54323723883394,background
increasing seebeck,property_metric,8,68.54323723883394,background
semiconductor nature,material_system,8,68.54323723883394,background
human motion,material_system,8,68.54323723883394,background
curie temperature,material_system,8,68.54323723883394,background
thermogalvanic gels,material_system,8,68.54323723883394,background
broad temperature,material_system,8,68.54323723883394,background
sigma seebeck,property_metric,8,68.54323723883394,background
thermopower conductivity,property_metric,8,68.54323723883394,background
transition ionic,material_system,8,68.54323723883394,background
maximum temperature,material_system,8,68.54323723883394,background
hopping conduction,material_system,8,68.54323723883394,background
transport thermal,material_system,8,68.54323723883394,background
soret coefficients,transport_mechanism,8,68.54323723883394,background
boosting thermopower,property_metric,8,68.54323723883394,background
temperature electrical,material_system,8,68.54323723883394,background
conductivity minimum,property_metric,8,68.54323723883394,background
resistivity thermopower,property_metric,8,68.54323723883394,background
absolute temperature,material_system,8,68.54323723883394,background
conductivity measured,property_metric,8,68.54323723883394,background
electronics pedot,material_system,8,68.54323723883394,background
initio calculations,material_system,8,68.54323723883394,background
polymer electrolytes,material_system,8,68.54323723883394,background
ions provide,material_system,8,68.54323723883394,background
diverse applications,material_system,8,68.54323723883394,background
interactions ionic,material_system,8,68.54323723883394,background
electrons ions,material_system,8,68.54323723883394,background
substitution tunes,material_system,8,68.54323723883394,background
selective ion,material_system,8,68.54323723883394,background
concentration ratio,material_system,8,68.54323723883394,background
distribution function,material_system,8,68.54323723883394,background
network ionic,material_system,8,68.54323723883394,background
response temperature,material_system,8,68.54323723883394,background
