initial_concept_id,domain,label,source_mention_id,legacy_role,semantic_role,normalization_status,semantic_review_status
iTE:P0752:initial_n4,iTE,electrical resistance,iTE:P0752:n4,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0753:initial_n1,iTE,smaller sized substituents,iTE:P0753:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0753:initial_n2,iTE,unit cell volume contraction,iTE:P0753:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0753:initial_n3,iTE,electrical conductivity,iTE:P0753:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0753:initial_n4,iTE,Seebeck coefficients,iTE:P0753:n4,performance,,unmerged_initialization,not_reviewed
iTE:P0755:initial_n1,iTE,induced point defects and lattice distortion,iTE:P0755:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0755:initial_n2,iTE,kappa(L) value,iTE:P0755:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0756:initial_n1,iTE,SHS under a high-gravity field technique,iTE:P0756:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0756:initial_n2,iTE,synthesis time,iTE:P0756:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0757:initial_n1,iTE,nanochannels,iTE:P0757:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0757:initial_n2,iTE,ionic Seebeck coefficient,iTE:P0757:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0758:initial_n1,iTE,symmetry-protected orbital interactions,iTE:P0758:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P0758:initial_n2,iTE,electron-acoustic phonon interactions,iTE:P0758:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P0758:initial_n3,iTE,high mobility,iTE:P0758:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0759:initial_n1,iTE,one-dimensional conduction electrons near the first van Hove singularity,iTE:P0759:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0759:initial_n2,iTE,simultaneously enhanced S and a,iTE:P0759:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0761:initial_n1,iTE,indium dopant in PbTe,iTE:P0761:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0761:initial_n2,iTE,optimal location of the Fermi level,iTE:P0761:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0762:initial_n1,iTE,phonon-mediated electron scatterings,iTE:P0762:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0762:initial_n2,iTE,electricity generator,iTE:P0762:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0763:initial_n1,iTE,cooperation between the two thermoelectric effects,iTE:P0763:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0763:initial_n2,iTE,performance of the heat engine,iTE:P0763:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0764:initial_n1,iTE,Low hygroscopicity,iTE:P0764:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0764:initial_n2,iTE,moisture-assisted ion conducting channel,iTE:P0764:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0764:initial_n3,iTE,ionic conductivity,iTE:P0764:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0764:initial_n4,iTE,ionic Seebeck component,iTE:P0764:n4,performance,,unmerged_initialization,not_reviewed
iTE:P0766:initial_n1,iTE,temperature-induced suppression of the orbital order,iTE:P0766:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0766:initial_n2,iTE,non-monotonic temperature variation of the Seebeck coefficient,iTE:P0766:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0767:initial_n1,iTE,coupling of a continuous phase transition to carrier transport,iTE:P0767:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0767:initial_n2,iTE,peak in thermopower,iTE:P0767:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0767:initial_n3,iTE,phonon and electron scattering,iTE:P0767:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0768:initial_n1,iTE,Dynamic structural transformations,iTE:P0768:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0768:initial_n2,iTE,carrier entropy,iTE:P0768:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0768:initial_n3,iTE,thermopower,iTE:P0768:n3,performance,,unmerged_initialization,not_reviewed
iTE:P0769:initial_n1,iTE,experimental constraints of the thermoosmotic volume flux,iTE:P0769:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0769:initial_n2,iTE,isobaric and non-isobaric,iTE:P0769:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0770:initial_n1,iTE,dissimilar compatibility factors,iTE:P0770:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0770:initial_n2,iTE,efficient thermoelectric generator,iTE:P0770:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0771:initial_n1,iTE,limited surface heat exchanges,iTE:P0771:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0771:initial_n2,iTE,large heat conductivity,iTE:P0771:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0771:initial_n3,iTE,power and the efficiency of conversion,iTE:P0771:n3,performance,,unmerged_initialization,not_reviewed
iTE:P0772:initial_n1,iTE,stress-induced disaggregation mechanism,iTE:P0772:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0772:initial_n2,iTE,toughen the gel,iTE:P0772:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0772:initial_n3,iTE,ion-dipole interaction,iTE:P0772:n3,interaction,,unmerged_initialization,not_reviewed
iTE:P0772:initial_n4,iTE,elasticity for large strain,iTE:P0772:n4,performance,,unmerged_initialization,not_reviewed
iTE:P0773:initial_n1,iTE,lower dimensionality,iTE:P0773:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0773:initial_n2,iTE,better performance,iTE:P0773:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0774:initial_n1,iTE,phonon thermal conductance,iTE:P0774:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0774:initial_n2,iTE,figure of merit,iTE:P0774:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0775:initial_n1,iTE,phonon-assisted inelastic process,iTE:P0775:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0775:initial_n2,iTE,efficiently performs two useful tasks,iTE:P0775:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0776:initial_n1,iTE,participation degree of different phonon modes,iTE:P0776:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0776:initial_n2,iTE,relationship between the heat of transport and the activation energy of ion conduction,iTE:P0776:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0778:initial_n1,iTE,Q/E-a,iTE:P0778:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0778:initial_n2,iTE,degree of the collective motion in ionic conductors,iTE:P0778:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0779:initial_n1,iTE,"strong coupling among spin, charge, lattice, and one dimensionality",iTE:P0779:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P0779:initial_n2,iTE,thermoelectric power factor (PF),iTE:P0779:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0781:initial_n1,iTE,strong Berry curvature,iTE:P0781:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0781:initial_n2,iTE,bipolar transport,iTE:P0781:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0781:initial_n3,iTE,large Nernst thermopower,iTE:P0781:n3,performance,,unmerged_initialization,not_reviewed
iTE:P0782:initial_n1,iTE,change in the chemical potential of electrons induced by the temperature change,iTE:P0782:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0782:initial_n2,iTE,Seebeck coefficient,iTE:P0782:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0783:initial_n1,iTE,alloying,iTE:P0783:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0783:initial_n2,iTE,phonon group velocities,iTE:P0783:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0785:initial_n1,iTE,charge mobility that changes rapidly with temperature,iTE:P0785:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0785:initial_n2,iTE,Seebeck coefficient,iTE:P0785:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0786:initial_n1,iTE,confinement perpendicular to the temperature gradient,iTE:P0786:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0786:initial_n2,iTE,thermo-power,iTE:P0786:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0787:initial_n1,iTE,compositional degree-of-freedom,iTE:P0787:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0787:initial_n2,iTE,apparent critical phenomena,iTE:P0787:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0788:initial_n1,iTE,disorder increases,iTE:P0788:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0788:initial_n2,iTE,two thresholds approach each other,iTE:P0788:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0788:initial_n3,iTE,Seebeck coefficient and the figure of merit,iTE:P0788:n3,performance,,unmerged_initialization,not_reviewed
iTE:P0789:initial_n1,iTE,Sn0.995-x-zKxBazSe,iTE:P0789:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0789:initial_n2,iTE,larger sigma/kappa ratio,iTE:P0789:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0790:initial_n1,iTE,alloying Ga,iTE:P0790:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0790:initial_n2,iTE,beta/gamma phase transformation,iTE:P0790:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0790:initial_n3,iTE,high-temperature cubic phase,iTE:P0790:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0791:initial_n1,iTE,strongly temperature-dependent carrier concentration,iTE:P0791:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0791:initial_n2,iTE,anomalous Seebeck coefficient,iTE:P0791:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0792:initial_n1,iTE,Cu2Se,iTE:P0792:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0792:initial_n2,iTE,colossal Seebeck effect was stable over a long period of time,iTE:P0792:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0795:initial_n1,iTE,coherent electron and heat transport through a pointlike contact,iTE:P0795:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0795:initial_n2,iTE,atomic Seebeck effect,iTE:P0795:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0796:initial_n1,iTE,S-opt in the range of 130-187 mu V/K,iTE:P0796:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0796:initial_n2,iTE,power factor,iTE:P0796:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0797:initial_n1,iTE,constant Lorenz number L-0,iTE:P0797:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0797:initial_n2,iTE,reliable estimation of kappa(el),iTE:P0797:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0798:initial_n1,iTE,rectangular-shape distribution,iTE:P0798:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0798:initial_n2,iTE,thermoelectric figure of merit,iTE:P0798:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0799:initial_n1,iTE,inactive elements,iTE:P0799:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0799:initial_n2,iTE,electrochemical capacity retention during cycling,iTE:P0799:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0800:initial_n1,iTE,temperature gradient in a metallic magnet,iTE:P0800:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0800:initial_n2,iTE,spin voltage,iTE:P0800:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0802:initial_n1,iTE,complex non-parabolic band structures,iTE:P0802:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0802:initial_n2,iTE,Lorenz number,iTE:P0802:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0804:initial_n1,iTE,particle number N derivative of the entropy S,iTE:P0804:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0804:initial_n2,iTE,Seebeck coefficient,iTE:P0804:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0805:initial_n1,iTE,cations disorder,iTE:P0805:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0805:initial_n2,iTE,temperature-dependent width to the electronic states,iTE:P0805:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0805:initial_n3,iTE,anomalous Seebeck contribution,iTE:P0805:n3,performance,,unmerged_initialization,not_reviewed
iTE:P0806:initial_n1,iTE,difference in the total energy of electrons in two metals in contact,iTE:P0806:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0806:initial_n2,iTE,Peltier coefficient,iTE:P0806:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0807:initial_n1,iTE,imidazolium cations are preferentially adsorbed,iTE:P0807:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P0807:initial_n2,iTE,p-doping,iTE:P0807:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0807:initial_n3,iTE,tetrafluoroborate anions,iTE:P0807:n3,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0807:initial_n4,iTE,n-doping,iTE:P0807:n4,performance,,unmerged_initialization,not_reviewed
iTE:P0808:initial_n1,iTE,SrMoN3,iTE:P0808:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0808:initial_n2,iTE,ionic Sr-N interactions and strong covalent Mo-N bonds,iTE:P0808:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P0809:initial_n1,iTE,Zn doping Ca site,iTE:P0809:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0809:initial_n2,iTE,resonance level in valence band,iTE:P0809:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0809:initial_n3,iTE,Zn doping Mg site,iTE:P0809:n3,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0809:initial_n4,iTE,orbital alignment,iTE:P0809:n4,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0810:initial_n1,iTE,rod-like microdomains,iTE:P0810:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0810:initial_n2,iTE,long-range conductive paths,iTE:P0810:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0810:initial_n3,iTE,carrier transport among microdomains,iTE:P0810:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0811:initial_n1,iTE,Kondo interaction,iTE:P0811:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P0811:initial_n2,iTE,thermopower,iTE:P0811:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0812:initial_n1,iTE,Li2ZnCl4,iTE:P0812:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0812:initial_n2,iTE,wide bandgap insulator,iTE:P0812:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0813:initial_n1,iTE,number of f electrons of the Ln(3+) cation,iTE:P0813:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0813:initial_n2,iTE,thermoelectric power,iTE:P0813:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0814:initial_n1,iTE,rare earth atomic mass and ionic radius,iTE:P0814:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0814:initial_n2,iTE,thermal conductivities,iTE:P0814:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0815:initial_n1,iTE,ionic liquid additives,iTE:P0815:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0815:initial_n2,iTE,electrical and mechanical properties,iTE:P0815:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0816:initial_n1,iTE,3D porous laser-induced graphene (LIG) foam,iTE:P0816:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0816:initial_n2,iTE,maximum sensitivity,iTE:P0816:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0817:initial_n1,iTE,HCA,iTE:P0817:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0817:initial_n2,iTE,Seebeck coefficient,iTE:P0817:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0818:initial_n1,iTE,"operating absolute temperature, elemental ionic radii, and elemental concentration",iTE:P0818:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0818:initial_n2,iTE,TFM,iTE:P0818:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0819:initial_n1,iTE,nonequivalent energetic positions for the lithium ions,iTE:P0819:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0819:initial_n2,iTE,temperature dependence of thermoelectric power,iTE:P0819:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0820:initial_n1,iTE,increasing the current pulses,iTE:P0820:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0820:initial_n2,iTE,morphology modification,iTE:P0820:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0821:initial_n1,iTE,Copper slag sand,iTE:P0821:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0821:initial_n2,iTE,thermal conductivity,iTE:P0821:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0821:initial_n3,iTE,interfacial polarization,iTE:P0821:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0821:initial_n4,iTE,electronically assisted transport pathways,iTE:P0821:n4,mechanism,,unmerged_initialization,not_reviewed
iTE:P0822:initial_n1,iTE,enhanced covalent character imparted by Ge-Te bonding,iTE:P0822:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P0822:initial_n2,iTE,weakened local octahedral structural distortions,iTE:P0822:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0822:initial_n3,iTE,lattice thermal conductivity of AgMnGePbSbTe5,iTE:P0822:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0823:initial_n1,iTE,superionic materials,iTE:P0823:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0823:initial_n2,iTE,electrical conductivities,iTE:P0823:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0824:initial_n1,iTE,weak band dispersion,iTE:P0824:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0824:initial_n2,iTE,Seebeck coefficient,iTE:P0824:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0824:initial_n3,iTE,electrical conductivity,iTE:P0824:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0825:initial_n1,iTE,increase in the PEDOT domain distances,iTE:P0825:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0825:initial_n2,iTE,interdomain hole transport,iTE:P0825:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0825:initial_n3,iTE,resistance,iTE:P0825:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0826:initial_n1,iTE,acoustic phonon softening,iTE:P0826:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0826:initial_n2,iTE,thermal conductivity,iTE:P0826:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0827:initial_n1,iTE,ASnCl3,iTE:P0827:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0827:initial_n2,iTE,ionic-covalent mixture,iTE:P0827:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P0828:initial_n1,iTE,Soret effect,iTE:P0828:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0828:initial_n2,iTE,water-driven ion transport,iTE:P0828:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0828:initial_n3,iTE,reciprocating migration of ions,iTE:P0828:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0828:initial_n4,iTE,continuous power output,iTE:P0828:n4,performance,,unmerged_initialization,not_reviewed
iTE:P0829:initial_n1,iTE,small average grain size and the nano-sized phases,iTE:P0829:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0829:initial_n2,iTE,scattering phonons,iTE:P0829:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0829:initial_n3,iTE,thermal conductivities,iTE:P0829:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0830:initial_n1,iTE,more homogeneous microstructure,iTE:P0830:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0830:initial_n2,iTE,better densification,iTE:P0830:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0830:initial_n3,iTE,figure of merit,iTE:P0830:n3,performance,,unmerged_initialization,not_reviewed
iTE:P0831:initial_n1,iTE,complex crystal structure,iTE:P0831:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0831:initial_n2,iTE,low sound velocity,iTE:P0831:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0831:initial_n3,iTE,least thermally conductive dense solids,iTE:P0831:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0832:initial_n1,iTE,gate voltage,iTE:P0832:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0832:initial_n2,iTE,carrier concentration,iTE:P0832:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0833:initial_n1,iTE,CuI/NC,iTE:P0833:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0833:initial_n2,iTE,Seebeck coefficient S,iTE:P0833:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0834:initial_n1,iTE,I-3(-) doped choline iodide,iTE:P0834:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0834:initial_n2,iTE,ionic conductivity,iTE:P0834:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0835:initial_n1,iTE,MgPTe3,iTE:P0835:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0835:initial_n2,iTE,mixed ionic-covalent bonding,iTE:P0835:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P0836:initial_n1,iTE,shared counter-ion self-balancing,iTE:P0836:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0836:initial_n2,iTE,regeneration,iTE:P0836:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0837:initial_n1,iTE,lower critical solution temperature phase behavior,iTE:P0837:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0837:initial_n2,iTE,bipolar switchable thermopowers,iTE:P0837:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0838:initial_n1,iTE,polarities of CPE pendant ionic functionalities,iTE:P0838:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0838:initial_n2,iTE,selectivity of charge-transfer doping,iTE:P0838:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0839:initial_n1,iTE,temperature gradient,iTE:P0839:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0839:initial_n2,iTE,activated jumps between neighbor sites are rectified,iTE:P0839:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0839:initial_n3,iTE,driving mobile ions toward the cold,iTE:P0839:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0840:initial_n1,iTE,Cu-O and TlO,iTE:P0840:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0840:initial_n2,iTE,mixed ionic-covalent nature,iTE:P0840:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P0841:initial_n1,iTE,PGTS,iTE:P0841:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0841:initial_n2,iTE,flame retardant and cooling properties,iTE:P0841:n2,performance,,unmerged_initialization,not_reviewed
iTE:P0842:initial_n1,iTE,heat of transport (q*) of Ag+ ion,iTE:P0842:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0842:initial_n2,iTE,activation energy (E sigma),iTE:P0842:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0843:initial_n1,iTE,filled outer orbitals of the cation,iTE:P0843:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0843:initial_n2,iTE,weakened bonds,iTE:P0843:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P0843:initial_n3,iTE,lattice thermal conductivity,iTE:P0843:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0844:initial_n1,iTE,paddle wheel mechanism,iTE:P0844:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0844:initial_n2,iTE,transport mechanism,iTE:P0844:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0845:initial_n1,iTE,isoelectronic Zn doping,iTE:P0845:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0845:initial_n2,iTE,polar covalent bonding,iTE:P0845:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P0845:initial_n3,iTE,ionized impurity scattering,iTE:P0845:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0845:initial_n4,iTE,carrier mobility,iTE:P0845:n4,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0846:initial_n1,iTE,Liquid gating,iTE:P0846:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0846:initial_n2,iTE,carrier modulation,iTE:P0846:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0847:initial_n1,iTE,ionic gating,iTE:P0847:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0847:initial_n2,iTE,carrier density,iTE:P0847:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0847:initial_n3,iTE,transition from an insulating to a metallic state,iTE:P0847:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0848:initial_n1,iTE,strong ionic Ta-N bonding,iTE:P0848:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P0848:initial_n2,iTE,high total energy of -4.7 eV/atom,iTE:P0848:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0848:initial_n3,iTE,formation of SbTe-compounds interfacial layer,iTE:P0848:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0849:initial_n1,iTE,iTEG,iTE:P0849:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0849:initial_n2,iTE,operating temperature of the solar panel,iTE:P0849:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0849:initial_n3,iTE,PCE losses,iTE:P0849:n3,performance,,unmerged_initialization,not_reviewed
iTE:P0850:initial_n1,iTE,Paddle wheel mechanism,iTE:P0850:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0850:initial_n2,iTE,transport mechanism,iTE:P0850:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0850:initial_n3,iTE,Frenkel defect,iTE:P0850:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0850:initial_n4,iTE,conduction,iTE:P0850:n4,mechanism,,unmerged_initialization,not_reviewed
iTE:P0851:initial_n1,iTE,biocompatible bisulfate,iTE:P0851:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P0851:initial_n2,iTE,thermally diffusive anion carrier,iTE:P0851:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0852:initial_n1,iTE,oxygen vacancies,iTE:P0852:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P0852:initial_n2,iTE,defect disorder governed by electronic charge compensation,iTE:P0852:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0853:initial_n1,iTE,pinning effect of dislocations,iTE:P0853:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P0853:initial_n2,iTE,interfacial/boundary phases steric hindrance,iTE:P0853:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P0853:initial_n3,iTE,Cu ions from escaping from the lattice,iTE:P0853:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P0854:initial_n1,iTE,Ct/NC/CuI textile,iTE:P0854:n1,material_strategy,,unmerged_initialization,not_reviewed
