concept_id,domain,display_label,semantic_role,source_roles,member_count,paper_count,source_mention_ids,paper_ids,normalization_status,human_review_required,concept_type
concept:v2:iTE:852baeca330382d38f87,iTE,scattering of charge carriers by the grain boundaries,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1054:n1""]","[""P1054""]",retained_identity,False,evidence_concept
concept:v2:iTE:85394a59eefc79bb644d,iTE,solid state reaction and electrospinning processes,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1789:n1""]","[""P1789""]",retained_identity,False,evidence_concept
concept:v2:iTE:8555ade41140d59ac3d3,iTE,ultralow thermal conductivities,quantity,"[""quantity""]",1,1,"[""iTE:P1428:n2""]","[""P1428""]",retained_identity,False,evidence_concept
concept:v2:iTE:856bbd1ec67de644bada,iTE,number of rotatable bonds,descriptor,"[""descriptor""]",1,1,"[""iTE:P0334:n1""]","[""P0334""]",retained_identity,False,evidence_concept
concept:v2:iTE:857163d68031d5f9cce4,iTE,higher-order anharmonicity,quantity,"[""quantity""]",1,1,"[""iTE:P0979:n1""]","[""P0979""]",retained_identity,False,evidence_concept
concept:v2:iTE:85938b782fb1b3c06674,iTE,"high sensitivity at ppm level, low detection limit, and fast signal response/recovery",performance_function,"[""performance_function""]",1,1,"[""iTE:P1629:n2""]","[""P1629""]",retained_identity,False,evidence_concept
concept:v2:iTE:8597d6521922c241fb0b,iTE,strong lattice anharmonicity and low acoustic-phonon group velocity,quantity,"[""quantity""]",1,1,"[""iTE:P0952:n1""]","[""P0952""]",retained_identity,False,evidence_concept
concept:v2:iTE:859a664313e6af463678,iTE,strong structural anharmonicity,quantity,"[""quantity""]",1,1,"[""iTE:P0986:n1""]","[""P0986""]",retained_identity,False,evidence_concept
concept:v2:iTE:85c1a5c54e1ed9d3c252,iTE,high ionic mobility,quantity,"[""quantity""]",1,1,"[""iTE:P0698:n1""]","[""P0698""]",retained_identity,False,evidence_concept
concept:v2:iTE:8606abf8c81a2024f9ae,iTE,conductivity at elevated temperatures,quantity,"[""quantity""]",1,1,"[""iTE:P0540:n3""]","[""P0540""]",retained_identity,False,evidence_concept
concept:v2:iTE:8610faeda559fc890376,iTE,Cs2CdZnCl6的p型特征,state_structure,"[""state_structure""]",1,1,"[""iTE:P1490:n2""]","[""P1490""]",retained_identity,False,evidence_concept
concept:v2:iTE:86287d51c1b94309728a,iTE,high mechanical strength,performance_function,"[""performance_function""]",1,1,"[""iTE:P1406:n2""]","[""P1406""]",retained_identity,False,evidence_concept
concept:v2:iTE:862b26c5c101dab53efd,iTE,Co sites were substituted with Fe,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P0665:n1""]","[""P0665""]",retained_identity,False,evidence_concept
concept:v2:iTE:865448b7dc825f8f917d,iTE,strong anisotropy in both electron and phonon transport,quantity,"[""quantity""]",1,1,"[""iTE:P1085:n2""]","[""P1085""]",retained_identity,False,evidence_concept
concept:v2:iTE:8656b50c8e98e92eeb80,iTE,guest atom ADPs,quantity,"[""quantity""]",1,1,"[""iTE:P1683:n1""]","[""P1683""]",retained_identity,False,evidence_concept
concept:v2:iTE:8671f8a2ce308e7198e9,iTE,maximum sensitivity,performance_function,"[""performance_function""]",1,1,"[""iTE:P0816:n2""]","[""P0816""]",retained_identity,False,evidence_concept
concept:v2:iTE:86bbede56f9c38718371,iTE,These rings,state_structure,"[""state_structure""]",1,1,"[""iTE:P1572:n1""]","[""P1572""]",retained_identity,False,evidence_concept
concept:v2:iTE:86d8225abec296f4ed31,iTE,Seebeck系数与ZT组合,performance_function,"[""performance_function""]",3,3,"[""iTE:P0405:n2"", ""iTE:P0531:n2"", ""iTE:P0788:n3""]","[""P0405"", ""P0531"", ""P0788""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:86e9fd57c16144af2b49,iTE,transport mechanism,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0850:n2""]","[""P0850""]",retained_identity,False,evidence_concept
concept:v2:iTE:870141ef8d432ee38053,iTE,2D triangular network of edge-shared CoO6 octahedra,state_structure,"[""state_structure""]",1,1,"[""iTE:P1932:n1""]","[""P1932""]",retained_identity,False,evidence_concept
concept:v2:iTE:875553316e56f9954d23,iTE,photothermal (PT) absorption,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1175:n2""]","[""P1175""]",retained_identity,False,evidence_concept
concept:v2:iTE:876322b4a88d431ec21b,iTE,离子Eastman熵,quantity,"[""quantity""]",2,2,"[""iTE:P0375:n3"", ""iTE:P0394:n1""]","[""P0375"", ""P0394""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:877c36a02fe42744fbd5,iTE,effective band convergence,state_structure,"[""state_structure""]",1,1,"[""iTE:P1261:n1""]","[""P1261""]",retained_identity,False,evidence_concept
concept:v2:iTE:8780a75826b5678dea76,iTE,strong interaction between OSM and SWCNT,interaction,"[""interaction""]",1,1,"[""iTE:P0873:n1""]","[""P0873""]",retained_identity,False,evidence_concept
concept:v2:iTE:879874dd1ac98e73832f,iTE,相对水溶液更高黏度,quantity,"[""quantity""]",1,1,"[""iTE:P1174:n1""]","[""P1174""]",retained_identity,False,evidence_concept
concept:v2:iTE:87af80b2c1a4ea9040d2,iTE,aLLoyed by La,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1956:n1""]","[""P1956""]",retained_identity,False,evidence_concept
concept:v2:iTE:87c1d1940fb5287beb51,iTE,hydration of different cations,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0713:n1""]","[""P0713""]",retained_identity,False,evidence_concept
concept:v2:iTE:87cbefa40b5141ede338,iTE,stretchability and self-healing ability,performance_function,"[""performance_function""]",1,1,"[""iTE:P0375:n6""]","[""P0375""]",retained_identity,False,evidence_concept
concept:v2:iTE:87d32f7f8b2c7f486bbd,iTE,high capacitance,quantity,"[""quantity""]",1,1,"[""iTE:P0573:n2""]","[""P0573""]",retained_identity,False,evidence_concept
concept:v2:iTE:87f511637e3c0f2f299c,iTE,cation-anion migration asymmetry,quantity,"[""quantity""]",1,1,"[""iTE:P0589:n4""]","[""P0589""]",retained_identity,False,evidence_concept
concept:v2:iTE:8801066ff8299bfae47c,iTE,electrophysical data,quantity,"[""quantity""]",1,1,"[""iTE:P0730:n2""]","[""P0730""]",retained_identity,False,evidence_concept
concept:v2:iTE:8804aca1a9d42ff2eecd,iTE,electrodes,material_entity,"[""material_entity""]",1,1,"[""iTE:P0924:n1""]","[""P0924""]",retained_identity,False,evidence_concept
concept:v2:iTE:88ac61e8b7663a6aae60,iTE,Differences in single-ion Soret and self-diffusion coefficients of anions and cations,quantity,"[""quantity""]",1,1,"[""iTE:P1409:n1""]","[""P1409""]",retained_identity,False,evidence_concept
concept:v2:iTE:88ad1e5a471ef22d3acd,iTE,improved structural symmetry,state_structure,"[""state_structure""]",1,1,"[""iTE:P1471:n1""]","[""P1471""]",retained_identity,False,evidence_concept
concept:v2:iTE:88c2656d7c5a688e42e7,iTE,electrochemistry occurs at the PEDOT:PSS/electrode interface,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0656:n1""]","[""P0656""]",retained_identity,False,evidence_concept
concept:v2:iTE:8900679dc42a88bf5194,iTE,80 AgI-20 Ag2Cr2O7,material_entity,"[""material_entity""]",1,1,"[""iTE:P0719:n1""]","[""P0719""]",retained_identity,False,evidence_concept
concept:v2:iTE:890df9b06beb6364ad30,iTE,interfacial adhesion strategy,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P0440:n1""]","[""P0440""]",retained_identity,False,evidence_concept
concept:v2:iTE:89393aacb797b98cd9b9,iTE,carrier transport characteristics,quantity,"[""quantity""]",1,1,"[""iTE:P0470:n3""]","[""P0470""]",retained_identity,False,evidence_concept
concept:v2:iTE:893ec71819e47ec26f22,iTE,tendency for localization,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1910:n2""]","[""P1910""]",retained_identity,False,evidence_concept
concept:v2:iTE:894e8874f338abe41146,iTE,Nb-4d/O-2p donor states,state_structure,"[""state_structure""]",1,1,"[""iTE:P1688:n2""]","[""P1688""]",retained_identity,False,evidence_concept
concept:v2:iTE:894eab1436a1f51dfd30,iTE,lack of mobile charged defects in the perovkite-like layers,state_structure,"[""state_structure""]",1,1,"[""iTE:P1773:n1""]","[""P1773""]",retained_identity,False,evidence_concept
concept:v2:iTE:897178bae77b5a31c5a3,iTE,coexistence of amorphous main phase and crystallites,state_structure,"[""state_structure""]",1,1,"[""iTE:P0593:n1""]","[""P0593""]",retained_identity,False,evidence_concept
concept:v2:iTE:897456cfafb54684690d,iTE,work reliably in seawater or under a pressure of 110 MPa,performance_function,"[""performance_function""]",1,1,"[""iTE:P1744:n2""]","[""P1744""]",retained_identity,False,evidence_concept
concept:v2:iTE:8994623be346443b9381,iTE,average structure with higher symmetry,state_structure,"[""state_structure""]",1,1,"[""iTE:P1323:n2""]","[""P1323""]",retained_identity,False,evidence_concept
concept:v2:iTE:89b67f1d8d4bc7b130d4,iTE,ionized impurity scattering,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0845:n3""]","[""P0845""]",retained_identity,False,evidence_concept
concept:v2:iTE:89be25cd9a73acf88641,iTE,jumps are infrequent,quantity,"[""quantity""]",1,1,"[""iTE:P1897:n1""]","[""P1897""]",retained_identity,False,evidence_concept
concept:v2:iTE:89cdd076a9d69f2d7949,iTE,Ce3AlC,material_entity,"[""material_entity""]",1,1,"[""iTE:P1684:n1""]","[""P1684""]",retained_identity,False,evidence_concept
concept:v2:iTE:89e73fa233b01a107145,iTE,electrochemical reduction of adsorbed HTeO2 (+) to Te-0,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1126:n2""]","[""P1126""]",retained_identity,False,evidence_concept
concept:v2:iTE:89ecdfb90ba1ece44f80,iTE,electric double layer formation,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0566:n1""]","[""P0566""]",retained_identity,False,evidence_concept
concept:v2:iTE:89f5cfa8722b303d8acf,iTE,vacancy formation enthalpy,quantity,"[""quantity""]",1,1,"[""iTE:P1548:n1""]","[""P1548""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a2cf13a6fc13b9bb0a5,iTE,excellent hydrogen production activities,performance_function,"[""performance_function""]",1,1,"[""iTE:P1862:n2""]","[""P1862""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a44c4a8aedf6b80de57,iTE,anharmonic soft crystal lattice,state_structure,"[""state_structure""]",1,1,"[""iTE:P1836:n2""]","[""P1836""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a66b908bc0675e06ba5,iTE,Te-covered Pt,material_entity,"[""material_entity""]",1,1,"[""iTE:P1185:n1""]","[""P1185""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a6844ff65b4d7a2dc0f,iTE,hydrogen bonding between p-ILs and PSS,interaction,"[""interaction""]",1,1,"[""iTE:P1519:n1""]","[""P1519""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a7123493c16aed2a8bd,iTE,holes,material_entity,"[""material_entity""]",1,1,"[""iTE:P1187:n2""]","[""P1187""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a7cfcb54706fc2f0e18,iTE,long-term TE stability,performance_function,"[""performance_function""]",1,1,"[""iTE:P0489:n3""]","[""P0489""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a921cfe802941b2c8c7,iTE,ion-electronic friction,interaction,"[""interaction""]",1,1,"[""iTE:P0353:n1""]","[""P0353""]",retained_identity,False,evidence_concept
concept:v2:iTE:8a93c3a6a085886cd64c,iTE,co-continuous phase,state_structure,"[""state_structure""]",1,1,"[""iTE:P1787:n1""]","[""P1787""]",retained_identity,False,evidence_concept
concept:v2:iTE:8ad8258f9eb005f72b07,iTE,cooling power,performance_function,"[""performance_function""]",1,1,"[""iTE:P0419:n2""]","[""P0419""]",retained_identity,False,evidence_concept
concept:v2:iTE:8ae442e60bf194c218b1,iTE,phonon-phonon scattering,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0631:n1""]","[""P0631""]",retained_identity,False,evidence_concept
concept:v2:iTE:8af3313f24cbe62a22d9,iTE,sulfonate groups in P,material_entity,"[""material_entity""]",1,1,"[""iTE:P1225:n1""]","[""P1225""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b007c214a85a77a6d06,iTE,repulsion between the lone pair and the bond pair,interaction,"[""interaction""]",1,1,"[""iTE:P1534:n2""]","[""P1534""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b20c7cd550f00951f94,iTE,phonon-electric field coupling,interaction,"[""interaction""]",1,1,"[""iTE:P1678:n2""]","[""P1678""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b4e86548e6503f4406d,iTE,Se,performance_function,"[""performance_function""]",1,1,"[""iTE:P1493:n3""]","[""P1493""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b5ff03f9af69d70e419,iTE,silver halides,material_entity,"[""material_entity""]",1,1,"[""iTE:P1652:n1""]","[""P1652""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b88bff9302e9d189bde,iTE,"SiO2, modified graphene (mG), and Ti3C2Tx",material_entity,"[""material_entity""]",1,1,"[""iTE:P0412:n1""]","[""P0412""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b90190a83649e5abcd4,iTE,ion storage,application,"[""application""]",1,1,"[""iTE:P1572:n3""]","[""P1572""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b9abb2843439b87c6a8,iTE,accumulated structural heterogeneity,state_structure,"[""state_structure""]",1,1,"[""iTE:P1407:n2""]","[""P1407""]",retained_identity,False,evidence_concept
concept:v2:iTE:8b9c506d120d1267d4af,iTE,cation-pi interactions,interaction,"[""interaction""]",1,1,"[""iTE:P0437:n1""]","[""P0437""]",retained_identity,False,evidence_concept
concept:v2:iTE:8ba00f5c5cceda589840,iTE,输出电流密度,performance_function,"[""performance_function""]",2,2,"[""iTE:P0381:n2"", ""iTE:P0672:n1""]","[""P0381"", ""P0672""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:8bb12dac5fffc282fe94,iTE,asymmetric ion distribution,state_structure,"[""state_structure""]",1,1,"[""iTE:P0585:n3""]","[""P0585""]",retained_identity,False,evidence_concept
concept:v2:iTE:8bb96d8b0fafa739dda2,iTE,TiO2总热电势与电子分量回指待定,performance_function,"[""performance_function""]",1,1,"[""iTE:P1754:n1""]","[""P1754""]",retained_identity,False,evidence_concept
concept:v2:iTE:8bbe5db409690eec65ec,iTE,highest conducting polymer material,material_entity,"[""material_entity""]",1,1,"[""iTE:P1723:n2""]","[""P1723""]",retained_identity,False,evidence_concept
concept:v2:iTE:8bc5c5b25ca4f131a865,iTE,highly random ionic occupations,state_structure,"[""state_structure""]",1,1,"[""iTE:P0947:n1""]","[""P0947""]",retained_identity,False,evidence_concept
concept:v2:iTE:8bd25a837ca1c526382a,iTE,coordination change,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1529:n1""]","[""P1529""]",retained_identity,False,evidence_concept
concept:v2:iTE:8bdb10c1a52d57157e81,iTE,formation of electronic holes,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1869:n2""]","[""P1869""]",retained_identity,False,evidence_concept
concept:v2:iTE:8bfc1f3a0361bf080de3,iTE,hydrophobic anions of nFSI(-),material_entity,"[""material_entity""]",1,1,"[""iTE:P0466:n1""]","[""P0466""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c004dbd551327d3b1a9,iTE,increasing tolerance factor,quantity,"[""quantity""]",1,1,"[""iTE:P1927:n1""]","[""P1927""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c07111cae6fadb33847,iTE,local symmetry breaking with increasing temperature,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1861:n2""]","[""P1861""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c0fa56d5deb5eaf6754,iTE,Born effective charges,quantity,"[""quantity""]",1,1,"[""iTE:P1504:n2""]","[""P1504""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c0fea9a84d124721758,iTE,Sm-doping,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P0486:n2""]","[""P0486""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c12e387273b8e49f92d,iTE,anion thermodiffusion through the apoplast,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0527:n1""]","[""P0527""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c3958093b68a59ca07b,iTE,salt,material_entity,"[""material_entity""]",1,1,"[""iTE:P0701:n1""]","[""P0701""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c57927eddce6f6c87d5,iTE,外加电场,condition,"[""condition""]",2,2,"[""iTE:P1564:n1"", ""iTE:P1889:n1""]","[""P1564"", ""P1889""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:8c64f452b3046946135c,iTE,Thermoelectric power of high-temperature region,performance_function,"[""performance_function""]",1,1,"[""iTE:P0499:n2""]","[""P0499""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c670bc0269f8444b13c,iTE,efficacy and stability of n-doping,performance_function,"[""performance_function""]",1,1,"[""iTE:P1484:n4""]","[""P1484""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c7a14b89dd9862098dd,iTE,Seebeck coefficient of the PANI,performance_function,"[""performance_function""]",1,1,"[""iTE:P0866:n3""]","[""P0866""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c93042899cf47e612e4,iTE,mixed alkali effect,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0729:n1""]","[""P0729""]",retained_identity,False,evidence_concept
concept:v2:iTE:8c9df2b10817005a27d6,iTE,narrow region of delocalised electrons in the energy spectrum near the Fermi energy,state_structure,"[""state_structure""]",1,1,"[""iTE:P0747:n1""]","[""P0747""]",retained_identity,False,evidence_concept
concept:v2:iTE:8ca004318ae2dc3a6d7a,iTE,boundary scattering at low temperatures and temperature-independent phonon-impurity scattering at high temperatures,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1253:n1""]","[""P1253""]",retained_identity,False,evidence_concept
concept:v2:iTE:8d022b2efe3823e8a957,iTE,calcium content,quantity,"[""quantity""]",1,1,"[""iTE:P0889:n1""]","[""P0889""]",retained_identity,False,evidence_concept
concept:v2:iTE:8d06afa69858760f3ec7,iTE,PCE losses,performance_function,"[""performance_function""]",1,1,"[""iTE:P0849:n3""]","[""P0849""]",retained_identity,False,evidence_concept
concept:v2:iTE:8d1bf92d30b1cfa10e90,iTE,high hydrophobicity and antiswelling capacity,performance_function,"[""performance_function""]",1,1,"[""iTE:P0584:n2""]","[""P0584""]",retained_identity,False,evidence_concept
concept:v2:iTE:8d5cc4f676613a9158a0,iTE,PbSe films,material_entity,"[""material_entity""]",1,1,"[""iTE:P1224:n2""]","[""P1224""]",retained_identity,False,evidence_concept
concept:v2:iTE:8d8d458b552f061ffdf7,iTE,carrier exchange in a cyclic process,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0500:n2""]","[""P0500""]",retained_identity,False,evidence_concept
concept:v2:iTE:8dc75ed65ff36bfed0ae,iTE,IR-reflecting indium tin oxide coating,material_entity,"[""material_entity""]",1,1,"[""iTE:P0554:n1""]","[""P0554""]",retained_identity,False,evidence_concept
concept:v2:iTE:8dda8c977afecd0f5964,iTE,internal redox process in the tellurium substructure,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1585:n3""]","[""P1585""]",retained_identity,False,evidence_concept
concept:v2:iTE:8ddd4a05b511809ab557,iTE,performance of these devices,performance_function,"[""performance_function""]",1,1,"[""iTE:P0676:n2""]","[""P0676""]",retained_identity,False,evidence_concept
concept:v2:iTE:8df546ef829d8bff2d63,iTE,fast initial stage,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1153:n3""]","[""P1153""]",retained_identity,False,evidence_concept
concept:v2:iTE:8dfa85b2a162bde4f774,iTE,partial destruction of hydrogen bonding,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0496:n2""]","[""P0496""]",retained_identity,False,evidence_concept
concept:v2:iTE:8dfad0f713219160acf3,iTE,composition,quantity,"[""quantity""]",1,1,"[""iTE:P1033:n1""]","[""P1033""]",retained_identity,False,evidence_concept
concept:v2:iTE:8e235412ae57c64df1c2,iTE,TE performance of PEDOT:PSS films,performance_function,"[""performance_function""]",1,1,"[""iTE:P0688:n3""]","[""P0688""]",retained_identity,False,evidence_concept
concept:v2:iTE:8e4c2983b438ee2cb3f2,iTE,gate voltage,condition,"[""condition""]",1,1,"[""iTE:P0832:n1""]","[""P0832""]",retained_identity,False,evidence_concept
concept:v2:iTE:8e6b5e62303083195549,iTE,oxidation of Ge-9(4-) Zintl anions,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1351:n1""]","[""P1351""]",retained_identity,False,evidence_concept
concept:v2:iTE:8e6c94c3fce91379fb6d,iTE,hydrovoltaic voltage,performance_function,"[""performance_function""]",1,1,"[""iTE:P0620:n2""]","[""P0620""]",retained_identity,False,evidence_concept
concept:v2:iTE:8e8763b2173e6f882198,iTE,Zr1.012Ti0.988O4,material_entity,"[""material_entity""]",1,1,"[""iTE:P1361:n1""]","[""P1361""]",retained_identity,False,evidence_concept
concept:v2:iTE:8e9ff9cf1c6f9056761e,iTE,chaotropic effect of BF4-,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1520:n1""]","[""P1520""]",retained_identity,False,evidence_concept
concept:v2:iTE:8eb72610ef2b4fb84bb6,iTE,content of conducting particles,quantity,"[""quantity""]",1,1,"[""iTE:P1918:n1""]","[""P1918""]",retained_identity,False,evidence_concept
concept:v2:iTE:8ee252b279843441c056,iTE,long-range electron transfer,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1760:n2""]","[""P1760""]",retained_identity,False,evidence_concept
concept:v2:iTE:8f0fe89318b835d8cb38,iTE,Te-deficiency,state_structure,"[""state_structure""]",1,1,"[""iTE:P1234:n1""]","[""P1234""]",retained_identity,False,evidence_concept
concept:v2:iTE:ec019733f7dd64117429,iTE,电子与空穴双极输运贡献,mechanism_process,"[""mechanism_process""]",2,2,"[""iTE:P0975:n1"", ""iTE:P1091:n2""]","[""P0975"", ""P1091""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:8f68a4514c3a5439a7c2,iTE,ionic scattering and carrier relaxation time,quantity,"[""quantity""]",1,1,"[""iTE:P0887:n3""]","[""P0887""]",retained_identity,False,evidence_concept
concept:v2:iTE:8f6da6c2098f8b2b4819,iTE,space-charge distribution in the electric double layer,quantity,"[""quantity""]",1,1,"[""iTE:P0603:n2""]","[""P0603""]",retained_identity,False,evidence_concept
concept:v2:iTE:8f772bf72933f04b80d9,iTE,voltage response to temperature variation,performance_function,"[""performance_function""]",1,1,"[""iTE:P0706:n2""]","[""P0706""]",retained_identity,False,evidence_concept
concept:v2:iTE:8fa580e594b1ac31b18b,iTE,"cathodic processes of Bi, Sb or Te ions",mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0909:n2""]","[""P0909""]",retained_identity,False,evidence_concept
concept:v2:iTE:90162cc602460befcd6f,iTE,ferroelectric nature,state_structure,"[""state_structure""]",1,1,"[""iTE:P1949:n2""]","[""P1949""]",retained_identity,False,evidence_concept
concept:v2:iTE:903625afb88949f73b5a,iTE,Si sites,state_structure,"[""state_structure""]",1,1,"[""iTE:P1324:n2""]","[""P1324""]",retained_identity,False,evidence_concept
concept:v2:iTE:90471b1b200310330b41,iTE,快速阴离子输运,mechanism_process,"[""mechanism_process""]",2,2,"[""iTE:P0464:n3"", ""iTE:P0537:n3""]","[""P0464"", ""P0537""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:9053e0201f326e8b9c68,iTE,TE effect,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1712:n1""]","[""P1712""]",retained_identity,False,evidence_concept
concept:v2:iTE:9058fca72e48d0a7b405,iTE,movement of cations from the cold to hot region,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0884:n1""]","[""P0884""]",retained_identity,False,evidence_concept
concept:v2:iTE:907c0a28f4c05a579a6b,iTE,mobile zinc ions,material_entity,"[""material_entity""]",1,1,"[""iTE:P1612:n3""]","[""P1612""]",retained_identity,False,evidence_concept
concept:v2:iTE:909ff63fac634bcf2339,iTE,global weak bonding,interaction,"[""interaction""]",1,1,"[""iTE:P1595:n3""]","[""P1595""]",retained_identity,False,evidence_concept
concept:v2:iTE:90a237f265b8b238aac0,iTE,thermopower and output power,performance_function,"[""performance_function""]",1,1,"[""iTE:P0442:n5""]","[""P0442""]",retained_identity,False,evidence_concept
concept:v2:iTE:90a5dbe81967dc70da15,iTE,WB,material_entity,"[""material_entity""]",1,1,"[""iTE:P1123:n1""]","[""P1123""]",retained_identity,False,evidence_concept
concept:v2:iTE:90bdbb724419cf4d0821,iTE,water evaporation,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0608:n2""]","[""P0608""]",retained_identity,False,evidence_concept
concept:v2:iTE:90c29777a57def9474b5,iTE,second crosslinking network,state_structure,"[""state_structure""]",1,1,"[""iTE:P0609:n2""]","[""P0609""]",retained_identity,False,evidence_concept
concept:v2:iTE:90f024b72cfef2a202bc,iTE,Differential interactions between the polymeric network and infused ions,interaction,"[""interaction""]",1,1,"[""iTE:P1719:n1""]","[""P1719""]",retained_identity,False,evidence_concept
concept:v2:iTE:90fd2484d86b8b5537aa,iTE,温度波动,condition,"[""condition""]",4,4,"[""iTE:P0604:n2"", ""iTE:P0622:n2"", ""iTE:P0708:n1"", ""iTE:P0971:n1""]","[""P0604"", ""P0622"", ""P0708"", ""P0971""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:912ea8a61f706fb52326,iTE,particle number N derivative of the entropy S,quantity,"[""quantity""]",1,1,"[""iTE:P0804:n1""]","[""P0804""]",retained_identity,False,evidence_concept
concept:v2:iTE:91330cbfffb1dc86002e,iTE,CuCr0.985La0.015S2,material_entity,"[""material_entity""]",1,1,"[""iTE:P1929:n1""]","[""P1929""]",retained_identity,False,evidence_concept
concept:v2:iTE:9142e7e19e2e1532f943,iTE,high density of states near the valence band maximum,quantity,"[""quantity""]",1,1,"[""iTE:P0941:n1""]","[""P0941""]",retained_identity,False,evidence_concept
concept:v2:iTE:9188aa6d0e7f9eab8cbd,iTE,interaction between anion clusters and gold electrodes,interaction,"[""interaction""]",1,1,"[""iTE:P0657:n1""]","[""P0657""]",retained_identity,False,evidence_concept
concept:v2:iTE:918b5b724dbc24a34e19,iTE,PANI@CWF electrode,material_entity,"[""material_entity""]",1,1,"[""iTE:P0381:n1""]","[""P0381""]",retained_identity,False,evidence_concept
concept:v2:iTE:91a8974169bf83e02776,iTE,混合直流电导率,quantity,"[""quantity""]",2,2,"[""iTE:P1270:n2"", ""iTE:P1435:n2""]","[""P1270"", ""P1435""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:91a9ce8e3aa7f7382cdb,iTE,EDL gating,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P0641:n1""]","[""P0641""]",retained_identity,False,evidence_concept
concept:v2:iTE:91aa4d9b9438644fa5a5,iTE,In-Mg(1) being acceptor defect and In-Sb being electron compensation defect,state_structure,"[""state_structure""]",1,1,"[""iTE:P1795:n1""]","[""P1795""]",retained_identity,False,evidence_concept
concept:v2:iTE:91b6af00380ffa1e2bd7,iTE,micellization of the amphiphilic DBS-,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0383:n1""]","[""P0383""]",retained_identity,False,evidence_concept
concept:v2:iTE:91bf34a12f55b89f8b0d,iTE,64.17 and 67.54 g H2 per L,performance_function,"[""performance_function""]",1,1,"[""iTE:P1915:n2""]","[""P1915""]",retained_identity,False,evidence_concept
