mention_id,domain,paper_id,concept_id,previous_concept_id,mapping_action,semantic_role,role_source,raw_label
iTE:P0561:n3,iTE,P0561,concept:v2:iTE:69a0e56305b2dcdc6267,draft:v2:iTE:69a0e56305b2dcdc6267,retained_singleton,performance_function,preserved_source_model_role,MTEG operates
iTE:P0401:n2,iTE,P0401,concept:v2:iTE:69a15735db9970ff7fe1,draft:v2:iTE:69a15735db9970ff7fe1,retained_singleton,mechanism_process,preserved_source_model_role,immobilizes cations
iTE:P1556:n5,iTE,P1556,concept:v2:iTE:69be7825d750d757e6f3,draft:v2:iTE:69be7825d750d757e6f3,retained_singleton,state_structure,preserved_source_model_role,vacancies for Ag+ ion transportation
iTE:P1411:n2,iTE,P1411,concept:v2:iTE:69c665957ed555d15133,draft:v2:iTE:69c665957ed555d15133,retained_singleton,quantity,preserved_source_model_role,number of free electrons
iTE:P0721:n2,iTE,P0721,concept:v2:iTE:69e7a2fd23f2245af560,draft:v2:iTE:69e7a2fd23f2245af560,retained_singleton,state_structure,preserved_source_model_role,"shape of the density of state, N(E)"
iTE:P0945:n2,iTE,P0945,concept:v2:iTE:69ef8f3d7402e438725e,draft:v2:iTE:69ef8f3d7402e438725e,retained_singleton,material_entity,preserved_source_model_role,hydrogen bond donors
iTE:P1200:n1,iTE,P1200,concept:v2:iTE:6a118bb92ae4923671db,draft:v2:iTE:6a118bb92ae4923671db,retained_singleton,material_entity,preserved_source_model_role,Na3SCl
iTE:P1971:n2,iTE,P1971,concept:v2:iTE:6a577d5f2a644ce95860,draft:v2:iTE:6a577d5f2a644ce95860,retained_singleton,quantity,preserved_source_model_role,high T(c) of the cuprates
iTE:P1425:n2,iTE,P1425,concept:v2:iTE:6a770e85d0f9433f0d9f,draft:v2:iTE:6a770e85d0f9433f0d9f,retained_singleton,quantity,preserved_source_model_role,ultralow cross-plane kappa(L)
iTE:P1280:n1,iTE,P1280,concept:v2:iTE:6a7e0bc93371b266dea3,draft:v2:iTE:6a7e0bc93371b266dea3,retained_singleton,interaction,preserved_source_model_role,strong four-phonon interactions
iTE:P1653:n2,iTE,P1653,concept:v2:iTE:6a7f4a287ce43b3b6647,draft:v2:iTE:6a7f4a287ce43b3b6647,retained_singleton,interaction,preserved_source_model_role,weaker Sr-O bonds
iTE:P0936:n1,iTE,P0936,concept:v2:iTE:6a9b1734453693bc8a28,draft:v2:iTE:6a9b1734453693bc8a28,retained_singleton,condition,preserved_source_model_role,variable thermal action with a zero mean value
iTE:P0596:n4,iTE,P0596,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P0843:n3,iTE,P0843,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P0856:n3,iTE,P0856,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P0910:n2,iTE,P0910,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P0977:n2,iTE,P0977,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1152:n2,iTE,P1152,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1243:n2,iTE,P1243,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1276:n2,iTE,P1276,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1282:n2,iTE,P1282,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1363:n2,iTE,P1363,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice heat transport
iTE:P1366:n2,iTE,P1366,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivities
iTE:P1370:n2,iTE,P1370,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1398:n2,iTE,P1398,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1453:n3,iTE,P1453,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1466:n3,iTE,P1466,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1467:n2,iTE,P1467,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1481:n2,iTE,P1481,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1489:n4,iTE,P1489,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1603:n2,iTE,P1603,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1618:n2,iTE,P1618,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1648:n2,iTE,P1648,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice heat transport
iTE:P1654:n3,iTE,P1654,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1690:n2,iTE,P1690,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1695:n2,iTE,P1695,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1722:n3,iTE,P1722,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P1741:n2,iTE,P1741,concept:v2:iTE:6aa962676f87f4729b7a,draft:v2:iTE:6aa962676f87f4729b7a,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice thermal conductivity
iTE:P0710:n3,iTE,P0710,concept:v2:iTE:6ac5f956b701d6aa0ff4,draft:v2:iTE:6ac5f956b701d6aa0ff4,retained_singleton,quantity,preserved_source_model_role,band degeneracy of 7
iTE:P1368:n1,iTE,P1368,concept:v2:iTE:6acfc7d254eac9ddf96d,draft:v2:iTE:6acfc7d254eac9ddf96d,retained_singleton,mechanism_process,preserved_source_model_role,PV effect
iTE:P1835:n1,iTE,P1835,concept:v2:iTE:6ae2d89999a6d5374e17,draft:v2:iTE:6ae2d89999a6d5374e17,retained_singleton,design_strategy,preserved_source_model_role,dope M2+
iTE:P1858:n2,iTE,P1858,concept:v2:iTE:6af2945027f43efb3e31,draft:v2:iTE:6af2945027f43efb3e31,retained_singleton,material_entity,preserved_source_model_role,indirect narrow bandgap semiconductors
iTE:P1697:n3,iTE,P1697,concept:v2:iTE:6b27c01262667455ab36,draft:v2:iTE:6b27c01262667455ab36,retained_singleton,quantity,preserved_source_model_role,Ultralow kappa(L)
iTE:P1602:n1,iTE,P1602,concept:v2:iTE:6b3601f9aa461b225c56,draft:v2:iTE:6b3601f9aa461b225c56,retained_singleton,mechanism_process,preserved_source_model_role,electronic screening
iTE:P1336:n1,iTE,P1336,concept:v2:iTE:6b53c1510005bb7fcd41,draft:v2:iTE:6b53c1510005bb7fcd41,retained_singleton,design_strategy,preserved_source_model_role,Scanning the potential negatively
iTE:P0580:n2,iTE,P0580,concept:v2:iTE:6b61e5e496254127cb5a,draft:v2:iTE:6b61e5e496254127cb5a,retained_singleton,state_structure,preserved_source_model_role,IL-rich spherical structure
iTE:P1447:n2,iTE,P1447,concept:v2:iTE:6b6b2b7234b5c11ada28,draft:v2:iTE:6b6b2b7234b5c11ada28,retained_singleton,quantity,preserved_source_model_role,high degree of crystallinity (87.9%) and orientation (0.71) of PEDOT
iTE:P1390:n2,iTE,P1390,concept:v2:iTE:6b6f0308059b953afb6c,draft:v2:iTE:6b6f0308059b953afb6c,retained_singleton,state_structure,preserved_source_model_role,more even distribution of carriers between ordered and less ordered domains
iTE:P0465:n2,iTE,P0465,concept:v2:iTE:6b87a7331f6b8d5962e2,draft:v2:iTE:6b87a7331f6b8d5962e2,retained_singleton,state_structure,preserved_source_model_role,percolated ionic-electronic hybrid network
iTE:P1830:n1,iTE,P1830,concept:v2:iTE:6b8d383b46027c5d84b9,draft:v2:iTE:6b8d383b46027c5d84b9,retained_singleton,state_structure,preserved_source_model_role,non collinear spin arrangement
iTE:P0364:n2,iTE,P0364,concept:v2:iTE:6b9bba194f078b7051cb,draft:v2:iTE:6b9bba194f078b7051cb,retained_singleton,interaction,preserved_source_model_role,cationic polymer in the anion-selective hydrogel is attractive to chloride ions
iTE:P1690:n1,iTE,P1690,concept:v2:iTE:6ba6ecfe657dd23ce411,draft:v2:iTE:6ba6ecfe657dd23ce411,retained_singleton,mechanism_process,preserved_source_model_role,no signs of rattling
iTE:P1653:n1,iTE,P1653,concept:v2:iTE:6bb650262ff3c00b9cf1,draft:v2:iTE:6bb650262ff3c00b9cf1,retained_singleton,quantity,preserved_source_model_role,higher excess volume
iTE:P0805:n3,iTE,P0805,concept:v2:iTE:6bddcabd760be6c1e837,draft:v2:iTE:6bddcabd760be6c1e837,retained_singleton,performance_function,preserved_source_model_role,anomalous Seebeck contribution
iTE:P1397:n1,iTE,P1397,concept:v2:iTE:6bdf987148fa4bc3c017,draft:v2:iTE:6bdf987148fa4bc3c017,retained_singleton,state_structure,preserved_source_model_role,asymmetric architecture
iTE:P1611:n2,iTE,P1611,concept:v2:iTE:6bfedf67a8a88203c349,draft:v2:iTE:6bfedf67a8a88203c349,retained_singleton,state_structure,preserved_source_model_role,superconductivity
iTE:P1077:n2,iTE,P1077,concept:v2:iTE:6c0c178b471f8bb0463b,draft:v2:iTE:6c0c178b471f8bb0463b,retained_singleton,mechanism_process,preserved_source_model_role,electrostatically adsorbed in SnSe particles
iTE:P1209:n1,iTE,P1209,concept:v2:iTE:6c248f116a930c4481ca,draft:v2:iTE:6c248f116a930c4481ca,retained_singleton,design_strategy,preserved_source_model_role,cation-anion co-doping strategy
iTE:P1067:n1,iTE,P1067,concept:v2:iTE:6c2bec2e95ed409d3a3f,draft:v2:iTE:6c2bec2e95ed409d3a3f,retained_singleton,quantity,preserved_source_model_role,tunneling currents in CuI
iTE:P1971:n1,iTE,P1971,concept:v2:iTE:6c2f9505cbc3fcccec45,draft:v2:iTE:6c2f9505cbc3fcccec45,retained_singleton,mechanism_process,preserved_source_model_role,reduced screening at the Fermi level
iTE:P1749:n1,iTE,P1749,concept:v2:iTE:6c40b8418377bc240659,draft:v2:iTE:6c40b8418377bc240659,retained_singleton,quantity,preserved_source_model_role,large valence disparity between A and B cations and/or small ionic radius ratio
iTE:P1856:n2,iTE,P1856,concept:v2:iTE:6c4961063dfd240b7944,draft:v2:iTE:6c4961063dfd240b7944,merged_explicitly_reviewed,quantity,preserved_source_model_role,expansion of the unit cell volume
iTE:P1887:n2,iTE,P1887,concept:v2:iTE:6c4961063dfd240b7944,draft:v2:iTE:6c4961063dfd240b7944,merged_explicitly_reviewed,quantity,preserved_source_model_role,expansion of the unit cell
iTE:P1081:n1,iTE,P1081,concept:v2:iTE:6c50dbbe924623a52647,draft:v2:iTE:6c50dbbe924623a52647,retained_singleton,mechanism_process,preserved_source_model_role,phase boundary scattering mechanism
iTE:P1900:n1,iTE,P1900,concept:v2:iTE:6c663976c37c543f87d7,draft:v2:iTE:6c663976c37c543f87d7,retained_singleton,material_entity,preserved_source_model_role,PEDOT:PSS/DES
iTE:P0505:n1,iTE,P0505,concept:v2:iTE:6c6bcf3bc1c42aeed728,draft:v2:iTE:6c6bcf3bc1c42aeed728,retained_singleton,mechanism_process,astra_completion,K-means clustering algorithm
iTE:P1350:n2,iTE,P1350,concept:v2:iTE:6ca6cdac051df273b89a,draft:v2:iTE:6ca6cdac051df273b89a,retained_singleton,state_structure,preserved_source_model_role,pathways
iTE:P1221:n1,iTE,P1221,concept:v2:iTE:6d0c0f98b1a9848ac59f,draft:v2:iTE:6d0c0f98b1a9848ac59f,retained_singleton,quantity,preserved_source_model_role,potential energy barrier at the heterointerfaces
iTE:P1856:n1,iTE,P1856,concept:v2:iTE:6d19e049f9c874c4d71e,draft:v2:iTE:6d19e049f9c874c4d71e,retained_singleton,quantity,preserved_source_model_role,larger ionic radii of Ni2+
iTE:P0630:n1,iTE,P0630,concept:v2:iTE:6d28f1d0fc45a614541e,draft:v2:iTE:6d28f1d0fc45a614541e,retained_singleton,material_entity,preserved_source_model_role,ZnO:In film
iTE:P1227:n2,iTE,P1227,concept:v2:iTE:6d3480d72b66d28ebe93,draft:v2:iTE:6d3480d72b66d28ebe93,retained_singleton,performance_function,preserved_source_model_role,large positive peak in S(T)
iTE:P0867:n2,iTE,P0867,concept:v2:iTE:6d42138dd464ec683249,draft:v2:iTE:6d42138dd464ec683249,retained_singleton,quantity,preserved_source_model_role,energy between O 2p levels and Co e(g) parentages
iTE:P1614:n1,iTE,P1614,concept:v2:iTE:6d5c85356451189fb843,draft:v2:iTE:6d5c85356451189fb843,retained_singleton,interaction,preserved_source_model_role,electrostatic and ion-pi interactions
iTE:P1302:n1,iTE,P1302,concept:v2:iTE:6d653062b7a399abc5c5,draft:v2:iTE:6d653062b7a399abc5c5,retained_singleton,mechanism_process,preserved_source_model_role,secondary vortices
iTE:P1966:n1,iTE,P1966,concept:v2:iTE:6d6ba70c91dbe71d79f4,draft:v2:iTE:6d6ba70c91dbe71d79f4,retained_singleton,condition,preserved_source_model_role,Small amounts of Sr-content (5-10%)
iTE:P1825:n2,iTE,P1825,concept:v2:iTE:6d7e8cf81c129c4ff49b,draft:v2:iTE:6d7e8cf81c129c4ff49b,retained_singleton,quantity,preserved_source_model_role,surface temperatures decreased by more than 50 %
iTE:P1432:n1,iTE,P1432,concept:v2:iTE:6d88e0bdd1953a51dc95,draft:v2:iTE:6d88e0bdd1953a51dc95,retained_singleton,mechanism_process,preserved_source_model_role,ionic intercalation
iTE:P0846:n2,iTE,P0846,concept:v2:iTE:6da841d7fe32f3a1dbbf,draft:v2:iTE:6da841d7fe32f3a1dbbf,retained_singleton,mechanism_process,preserved_source_model_role,carrier modulation
iTE:P1838:n1,iTE,P1838,concept:v2:iTE:6dafdb509c207a248652,draft:v2:iTE:6dafdb509c207a248652,retained_singleton,design_strategy,preserved_source_model_role,ionic scissoring of macroscopic black phosphorus crystals
iTE:P1609:n2,iTE,P1609,concept:v2:iTE:6dcafa983127b97cf54d,draft:v2:iTE:6dcafa983127b97cf54d,retained_singleton,state_structure,preserved_source_model_role,impurity bands near the Fermi level
iTE:P1905:n2,iTE,P1905,concept:v2:iTE:6dd762fd8872a97d41f2,draft:v2:iTE:6dd762fd8872a97d41f2,retained_singleton,quantity,preserved_source_model_role,decreasing bandgaps (1.1 eV to 0.7 eV to 0.65 eV)
iTE:P1246:n2,iTE,P1246,concept:v2:iTE:6ddc94d2160f8291ee1d,draft:v2:iTE:6ddc94d2160f8291ee1d,retained_singleton,quantity,preserved_source_model_role,Conductivity enhancements
iTE:P1885:n2,iTE,P1885,concept:v2:iTE:6ddccca021ac03c10da7,draft:v2:iTE:6ddccca021ac03c10da7,retained_singleton,quantity,preserved_source_model_role,shift of the n-p transition point toward lower values of oxygen activity
iTE:P1464:n2,iTE,P1464,concept:v2:iTE:6dfc2d620c068367e10d,draft:v2:iTE:6dfc2d620c068367e10d,retained_singleton,quantity,preserved_source_model_role,scaling in the thermoelectric conductivity
iTE:P0341:n3,iTE,P0341,concept:v2:iTE:6dfc33d9b6b808b870fa,draft:v2:iTE:6dfc33d9b6b808b870fa,retained_singleton,performance_function,preserved_source_model_role,elastic tensile and self-healing properties
iTE:P1249:n1,iTE,P1249,concept:v2:iTE:6e4ca4d0bd1fefc5b48e,draft:v2:iTE:6e4ca4d0bd1fefc5b48e,retained_singleton,state_structure,astra_completion,high atomic density and strong structural disorder
iTE:P0411:n2,iTE,P0411,concept:v2:iTE:6e4fb3b4bfb9bc9a452a,draft:v2:iTE:6e4fb3b4bfb9bc9a452a,retained_singleton,mechanism_process,preserved_source_model_role,construction of conductive networks
iTE:P0358:n4,iTE,P0358,concept:v2:iTE:6e7333d308587ddb14c4,draft:v2:iTE:6e7333d308587ddb14c4,retained_singleton,performance_function,preserved_source_model_role,electric generation
iTE:P0658:n2,iTE,P0658,concept:v2:iTE:6e7e99b76cec3fc024a4,draft:v2:iTE:6e7e99b76cec3fc024a4,retained_singleton,quantity,preserved_source_model_role,elastic anisotropy
iTE:P0351:n2,iTE,P0351,concept:v2:iTE:6ed3b7e06a43817f78f2,draft:v2:iTE:6ed3b7e06a43817f78f2,retained_singleton,performance_function,preserved_source_model_role,high thermoelectric performance
iTE:P1801:n1,iTE,P1801,concept:v2:iTE:6ee2825cf64f2b82464c,draft:v2:iTE:6ee2825cf64f2b82464c,retained_singleton,mechanism_process,preserved_source_model_role,Mn3+-O-Mn4+ double-exchange mechanism
iTE:P1693:n2,iTE,P1693,concept:v2:iTE:6f08aab63fd938105c31,draft:v2:iTE:6f08aab63fd938105c31,retained_singleton,mechanism_process,preserved_source_model_role,band conduction of p-type carriers
iTE:P0858:n3,iTE,P0858,concept:v2:iTE:6f164018ef9044a6ca33,draft:v2:iTE:6f164018ef9044a6ca33,retained_singleton,state_structure,preserved_source_model_role,linear quinoid conformation of PEDOT
iTE:P1014:n2,iTE,P1014,concept:v2:iTE:6f36b721e6be73199285,draft:v2:iTE:6f36b721e6be73199285,retained_singleton,design_strategy,preserved_source_model_role,precise control over the stoichiometry
iTE:P1052:n1,iTE,P1052,concept:v2:iTE:6f3b9c69783f6e699dd4,draft:v2:iTE:6f3b9c69783f6e699dd4,retained_singleton,material_entity,preserved_source_model_role,segmented pellets
iTE:P0380:n4,iTE,P0380,concept:v2:iTE:6fa182277248410d0d43,draft:v2:iTE:6fa182277248410d0d43,retained_singleton,performance_function,preserved_source_model_role,electrical current that can pass through the external circuit
iTE:P0343:n2,iTE,P0343,concept:v2:iTE:6fc75b8bb55f627027fd,draft:v2:iTE:6fc75b8bb55f627027fd,retained_singleton,mechanism_process,preserved_source_model_role,these ions migrate toward the colder region under temperature gradients
iTE:P0802:n1,iTE,P0802,concept:v2:iTE:6fcc33ca2b0072184e74,draft:v2:iTE:6fcc33ca2b0072184e74,retained_singleton,state_structure,preserved_source_model_role,complex non-parabolic band structures
iTE:P1843:n2,iTE,P1843,concept:v2:iTE:6fd35a74f87f04a2729d,draft:v2:iTE:6fd35a74f87f04a2729d,retained_singleton,quantity,preserved_source_model_role,enhanced polarizability
iTE:P1612:n2,iTE,P1612,concept:v2:iTE:7002dfefc499832d968d,draft:v2:iTE:7002dfefc499832d968d,retained_singleton,mechanism_process,preserved_source_model_role,aliovalent substitution
iTE:P0979:n2,iTE,P0979,concept:v2:iTE:7004f8b2e12837ae582b,draft:v2:iTE:7004f8b2e12837ae582b,retained_singleton,quantity,preserved_source_model_role,Short phonon lifetime
iTE:P1229:n1,iTE,P1229,concept:v2:iTE:701101f4c852fd794f9a,draft:v2:iTE:701101f4c852fd794f9a,retained_singleton,design_strategy,preserved_source_model_role,addition of Li
iTE:P0597:n1,iTE,P0597,concept:v2:iTE:702af19226eaffd445a6,draft:v2:iTE:702af19226eaffd445a6,retained_singleton,material_entity,preserved_source_model_role,ionic materials (perfluoroalkoxy and Ni) with alternating triboelectric charges
iTE:P0544:n1,iTE,P0544,concept:v2:iTE:7034cdc0bda437f0f4e9,draft:v2:iTE:7034cdc0bda437f0f4e9,retained_singleton,material_entity,preserved_source_model_role,O-2
iTE:P0655:n1,iTE,P0655,concept:v2:iTE:703db32f004842fae2a6,draft:v2:iTE:703db32f004842fae2a6,retained_singleton,mechanism_process,preserved_source_model_role,complex reorganization of the charge carriers
iTE:P0553:n2,iTE,P0553,concept:v2:iTE:703e844a27d8d827c503,draft:v2:iTE:703e844a27d8d827c503,merged_explicitly_reviewed,quantity,preserved_source_model_role,difference in the mobilities of EMIM+ cations and DCA(-) anions
iTE:P0556:n3,iTE,P0556,concept:v2:iTE:703e844a27d8d827c503,draft:v2:iTE:703e844a27d8d827c503,merged_explicitly_reviewed,quantity,preserved_source_model_role,difference of the mobilities of EMIM+ and DCA(-)
iTE:P0605:n2,iTE,P0605,concept:v2:iTE:70406545e81bed88fce1,draft:v2:iTE:70406545e81bed88fce1,retained_singleton,quantity,preserved_source_model_role,mobility of polymer chains
iTE:P1930:n1,iTE,P1930,concept:v2:iTE:704a644e77fa25ea3317,draft:v2:iTE:704a644e77fa25ea3317,retained_singleton,quantity,preserved_source_model_role,high electron density and the large degree of electron delocalization at the interface
iTE:P0929:n1,iTE,P0929,concept:v2:iTE:704ebee62ebd7152c8a4,draft:v2:iTE:704ebee62ebd7152c8a4,merged_explicitly_reviewed,quantity,preserved_source_model_role,anharmonicity
iTE:P1421:n2,iTE,P1421,concept:v2:iTE:704ebee62ebd7152c8a4,draft:v2:iTE:704ebee62ebd7152c8a4,merged_explicitly_reviewed,quantity,preserved_source_model_role,anharmonicity
iTE:P1478:n2,iTE,P1478,concept:v2:iTE:704ebee62ebd7152c8a4,draft:v2:iTE:704ebee62ebd7152c8a4,merged_explicitly_reviewed,quantity,preserved_source_model_role,lattice anharmonicity
iTE:P1522:n3,iTE,P1522,concept:v2:iTE:704ebee62ebd7152c8a4,draft:v2:iTE:704ebee62ebd7152c8a4,merged_explicitly_reviewed,quantity,preserved_source_model_role,phonon anharmonicity
iTE:P0378:n1,iTE,P0378,concept:v2:iTE:7050cb9a10febbbbaa92,draft:v2:iTE:7050cb9a10febbbbaa92,retained_singleton,state_structure,preserved_source_model_role,position of the positive and negative moieties of the ZI side chain
iTE:P1163:n1,iTE,P1163,concept:v2:iTE:7054e663cf9dfc26dd65,draft:v2:iTE:7054e663cf9dfc26dd65,retained_singleton,quantity,preserved_source_model_role,n
iTE:P0339:n3,iTE,P0339,concept:v2:iTE:706fd12fe77e40078153,draft:v2:iTE:706fd12fe77e40078153,retained_singleton,performance_function,astra_completion,redox reaction efficiency
iTE:P0534:n1,iTE,P0534,concept:v2:iTE:7082f1f6ff641952ee18,draft:v2:iTE:7082f1f6ff641952ee18,retained_singleton,state_structure,astra_completion,"structural complexity, variations in bond strengths, and high lattice anharmonicity"
iTE:P1181:n1,iTE,P1181,concept:v2:iTE:7099afa84354d46ff4f1,draft:v2:iTE:7099afa84354d46ff4f1,retained_singleton,material_entity,preserved_source_model_role,immobile charged side chains
iTE:P1118:n1,iTE,P1118,concept:v2:iTE:709a477bb32a7ccdd124,draft:v2:iTE:709a477bb32a7ccdd124,retained_singleton,state_structure,astra_completion,extreme phonon anharmonicity and weak bonding
iTE:P0373:n1,iTE,P0373,concept:v2:iTE:709f801189b35ed3594c,draft:v2:iTE:709f801189b35ed3594c,retained_singleton,design_strategy,preserved_source_model_role,switching the external electrodes
iTE:P0482:n3,iTE,P0482,concept:v2:iTE:70a375d126b70000e474,draft:v2:iTE:70a375d126b70000e474,retained_singleton,quantity,preserved_source_model_role,film conductivity
iTE:P1920:n1,iTE,P1920,concept:v2:iTE:70c1ce4827d4dc6b0601,draft:v2:iTE:70c1ce4827d4dc6b0601,retained_singleton,descriptor,astra_completion,small polaron hopping model
iTE:P0452:n1,iTE,P0452,concept:v2:iTE:70c986d6b0f03bfb4418,draft:v2:iTE:70c986d6b0f03bfb4418,retained_singleton,state_structure,astra_completion,energetic disorder for PDPP-EDOT
iTE:P1902:n2,iTE,P1902,concept:v2:iTE:70d10d390f2c61835596,draft:v2:iTE:70d10d390f2c61835596,retained_singleton,quantity,preserved_source_model_role,much higher ionic conductance
iTE:P0796:n1,iTE,P0796,concept:v2:iTE:70e6285f892d31f49d11,draft:v2:iTE:70e6285f892d31f49d11,retained_singleton,condition,preserved_source_model_role,S-opt in the range of 130-187 mu V/K
iTE:P1383:n1,iTE,P1383,concept:v2:iTE:70ea6266abd6a4557f02,draft:v2:iTE:70ea6266abd6a4557f02,retained_singleton,material_entity,preserved_source_model_role,Ba and Au atoms
iTE:P1286:n2,iTE,P1286,concept:v2:iTE:70ebf54d8883196477ca,draft:v2:iTE:70ebf54d8883196477ca,retained_singleton,interaction,preserved_source_model_role,electron-phonon coupling
iTE:P1026:n1,iTE,P1026,concept:v2:iTE:70eed56964a019a47e1a,draft:v2:iTE:70eed56964a019a47e1a,retained_singleton,state_structure,preserved_source_model_role,side-chain to main-chain structure
iTE:P1460:n2,iTE,P1460,concept:v2:iTE:7112907a7713b319b406,draft:v2:iTE:7112907a7713b319b406,retained_singleton,performance_function,preserved_source_model_role,stable
iTE:P0730:n1,iTE,P0730,concept:v2:iTE:7128cc1da0aeb299c3ef,draft:v2:iTE:7128cc1da0aeb299c3ef,retained_singleton,quantity,preserved_source_model_role,temperature dependence of viscosity
iTE:P1860:n2,iTE,P1860,concept:v2:iTE:7132950a2bc4fa67bdd3,draft:v2:iTE:7132950a2bc4fa67bdd3,retained_singleton,quantity,preserved_source_model_role,ultralow lattice thermal conductivity
iTE:P1914:n2,iTE,P1914,concept:v2:iTE:713e13c3c94683192908,draft:v2:iTE:713e13c3c94683192908,retained_singleton,mechanism_process,preserved_source_model_role,fast Ag+ diffusion
iTE:P0565:n2,iTE,P0565,concept:v2:iTE:714f2410be2c7282fcc8,draft:v2:iTE:714f2410be2c7282fcc8,retained_singleton,mechanism_process,preserved_source_model_role,Cu ion suppression
iTE:P0345:n2,iTE,P0345,concept:v2:iTE:715983e71b1ab236091e,draft:v2:iTE:715983e71b1ab236091e,retained_singleton,quantity,preserved_source_model_role,capillary porosity
iTE:P1289:n2,iTE,P1289,concept:v2:iTE:716c2c96eb8c62265950,draft:v2:iTE:716c2c96eb8c62265950,retained_singleton,quantity,preserved_source_model_role,thermal conductivity of CNT yarns
