concept_u_id,concept_v_id,source_first_year,source_last_year,source_evidence_papers,source_first_evidence_paper,target_first_year,target_last_year,target_evidence_papers,target_first_evidence_paper,source_support_year,concept_u,concept_v,u_type,v_type,type_pair,diffusion_status,lag_years,source_support_threshold
C555F4672C1,CA8C62A4868,,,,,2024.0,2024.0,1.0,P0044,,configurational-entropy modulation,redox reaction entropy,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C5CA44ABCFC,C872881EC3C,,,,,2024.0,2024.0,1.0,P0166,,redox-solvation hybrid entropy,gel-confined redox transport,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C5CA44ABCFC,CA8C62A4868,,,,,2024.0,2024.0,1.0,P0166,,redox-solvation hybrid entropy,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C5CA44ABCFC,CC022D91D01,,,,,2024.0,2025.0,2.0,P0166,,redox-solvation hybrid entropy,solvation entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C5CA44ABCFC,CC028ABF9C6,,,,,2024.0,2024.0,1.0,P0166,,redox-solvation hybrid entropy,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C5E63317596,C872881EC3C,,,,,2024.0,2024.0,1.0,P0199,,hierarchical porous electrode interface,gel-confined redox transport,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C5E63317596,CABD4C9C815,,,,,2024.0,2024.0,1.0,P0199,,hierarchical porous electrode interface,salting-out confined ion gel,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C5E63317596,CF652A991A2,,,,,2024.0,2024.0,1.0,P0199,,hierarchical porous electrode interface,salting-out,electrode_interface,phase_or_species_transition,electrode_interface + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C720E904BA7,CC028ABF9C6,,,,,2024.0,2024.0,1.0,P0004,,hydration-shell regulation,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C78D65254F9,C8AD5B453CC,,,,,2024.0,2024.0,1.0,P0053,,phase transition,ion diffusion,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C78D65254F9,C9B6878E079,,,,,2024.0,2024.0,1.0,P0050,,phase transition,photothermal-thermoelectric coupling,phase_or_species_transition,device_mechanism,device_mechanism + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CABD4C9C815,,,,,2024.0,2024.0,1.0,P0006,,phase transition,salting-out confined ion gel,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CB25BC3FC14,2023.0,2023.0,1.0,P0381,2024.0,2024.0,1.0,P0167,,phase transition,double/interpenetrating network,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CB314592CFB,2021.0,2021.0,1.0,P1493,2024.0,2024.0,1.0,P0053,,phase transition,precipitation and species redistribution,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CF652A991A2,,,,,2024.0,2024.0,1.0,P0006,,phase transition,salting-out,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C872881EC3C,C8AD5B453CC,,,,,2024.0,2025.0,2.0,P0053,,gel-confined redox transport,ion diffusion,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C872881EC3C,C9B6878E079,,,,,2024.0,2025.0,3.0,P0051,,gel-confined redox transport,photothermal-thermoelectric coupling,gel_microstructure,device_mechanism,device_mechanism + gel_microstructure,target_only_or_insufficient_source_support,,2
C872881EC3C,CA8C62A4868,2022.0,2022.0,1.0,P0981,2024.0,2025.0,2.0,P0166,,gel-confined redox transport,redox reaction entropy,gel_microstructure,solvation_entropy,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C872881EC3C,CABD4C9C815,,,,,2024.0,2024.0,2.0,P0045,,gel-confined redox transport,salting-out confined ion gel,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C872881EC3C,CB314592CFB,2021.0,2021.0,1.0,P1493,2024.0,2024.0,1.0,P0053,,gel-confined redox transport,precipitation and species redistribution,gel_microstructure,phase_or_species_transition,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C872881EC3C,CC022D91D01,,,,,2024.0,2024.0,1.0,P0166,,gel-confined redox transport,solvation entropy,gel_microstructure,solvation_entropy,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C872881EC3C,CEA29EF1A99,,,,,2024.0,2025.0,2.0,P0191,,gel-confined redox transport,thermal-gradient heat-transfer control,gel_microstructure,device_mechanism,device_mechanism + gel_microstructure,target_only_or_insufficient_source_support,,2
C872881EC3C,CF652A991A2,,,,,2024.0,2024.0,2.0,P0045,,gel-confined redox transport,salting-out,gel_microstructure,phase_or_species_transition,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CB314592CFB,,,,,2024.0,2024.0,1.0,P0053,,ion diffusion,precipitation and species redistribution,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C967653EA5F,CABD4C9C815,,,,,2024.0,2024.0,1.0,P0006,,thermosensitive crystallization,salting-out confined ion gel,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C967653EA5F,CF652A991A2,,,,,2024.0,2024.0,1.0,P0006,,thermosensitive crystallization,salting-out,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C9B6878E079,CC028ABF9C6,,,,,2024.0,2024.0,1.0,P0051,,photothermal-thermoelectric coupling,anti-freezing organohydrogel design,device_mechanism,gel_microstructure,device_mechanism + gel_microstructure,target_only_or_insufficient_source_support,,2
C9B6878E079,CEA29EF1A99,,,,,2024.0,2024.0,1.0,P0191,,photothermal-thermoelectric coupling,thermal-gradient heat-transfer control,device_mechanism,device_mechanism,device_mechanism + device_mechanism,target_only_or_insufficient_source_support,,2
CA8C62A4868,CC022D91D01,,,,,2024.0,2025.0,2.0,P0166,,redox reaction entropy,solvation entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
CA8C62A4868,CC028ABF9C6,,,,,2024.0,2024.0,1.0,P0166,,redox reaction entropy,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
CABD4C9C815,CF652A991A2,,,,,2024.0,2024.0,3.0,P0006,,salting-out confined ion gel,salting-out,gel_microstructure,phase_or_species_transition,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
CB314592CFB,CC5968B917E,,,,,2024.0,2024.0,1.0,P0270,,precipitation and species redistribution,convection and mass transport,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
CC022D91D01,CC028ABF9C6,,,,,2024.0,2024.0,1.0,P0166,,solvation entropy,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C08389FD6C6,CE6FC512ED2,2025.0,2025.0,1.0,P0341,2025.0,2025.0,1.0,P0252,,moisture-gradient ion transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C0AD9C93101,C3002C089A5,2025.0,2025.0,1.0,P0342,2025.0,2025.0,1.0,P0030,,crown-ether cation complexation,ionic thermodiffusion (Soret effect),solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C0AD9C93101,CA8C62A4868,,,,,2025.0,2025.0,1.0,P0030,,crown-ether cation complexation,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C0AD9C93101,CF4A6A0344F,,,,,2025.0,2025.0,1.0,P0030,,crown-ether cation complexation,ion migration,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C0AD9C93101,CFBB5A400A1,2025.0,2025.0,1.0,P0342,2025.0,2025.0,1.0,P0030,,crown-ether cation complexation,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C10D3798CF7,CC5968B917E,,,,,2025.0,2025.0,1.0,P0257,,selective solvation,convection and mass transport,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,C90F2267A45,,,,,2025.0,2025.0,1.0,P0271,,ionic conduction,zwitterionic hydrogel ion regulation,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,CC022D91D01,,,,,2025.0,2025.0,1.0,P0002,,solvation-shell remodeling,solvation entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C45C8AAD12E,CF2C5201A37,,,,,2025.0,2025.0,1.0,P0135,,charge-transfer resistance engineering,porous-electrode area enhancement,electrode_interface,electrode_interface,electrode_interface + electrode_interface,target_only_or_insufficient_source_support,,2
C4AF8816DD4,C967653EA5F,,,,,2025.0,2025.0,1.0,P0031,,ion-induced crystallization,thermosensitive crystallization,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C5E47CC0A62,C872881EC3C,,,,,2025.0,2025.0,2.0,P0033,,Hofmeister/chaotropic effect,gel-confined redox transport,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C6C09287FDB,CC022D91D01,,,,,2025.0,2025.0,1.0,P0257,,high-entropy redox/ion coupling,solvation entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C6C09287FDB,CC5968B917E,,,,,2025.0,2025.0,1.0,P0257,,high-entropy redox/ion coupling,convection and mass transport,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C78D65254F9,CFBB5A400A1,2025.0,2025.0,1.0,P0339,2025.0,2025.0,1.0,P0273,,phase transition,cation-anion thermodiffusion asymmetry,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C845F498233,C872881EC3C,2025.0,2025.0,1.0,P0367,2025.0,2025.0,1.0,P0011,,ion-dipole interaction,gel-confined redox transport,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C872881EC3C,C967653EA5F,,,,,2025.0,2025.0,1.0,P0031,,gel-confined redox transport,thermosensitive crystallization,gel_microstructure,phase_or_species_transition,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C872881EC3C,CBFAB31D6E6,2025.0,2025.0,1.0,P0367,2025.0,2025.0,1.0,P0011,,gel-confined redox transport,electrostatic interaction,gel_microstructure,solvation_entropy,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C872881EC3C,CF2C5201A37,,,,,2025.0,2025.0,1.0,P0046,,gel-confined redox transport,porous-electrode area enhancement,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CF2C5201A37,,,,,2025.0,2025.0,1.0,P0046,,ion diffusion,porous-electrode area enhancement,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
CA8C62A4868,CF4A6A0344F,,,,,2025.0,2025.0,1.0,P0030,,redox reaction entropy,ion migration,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
CA8C62A4868,CFBB5A400A1,,,,,2025.0,2025.0,1.0,P0030,,redox reaction entropy,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
CBFAB31D6E6,CFBB5A400A1,2025.0,2025.0,1.0,P0367,2025.0,2025.0,1.0,P0014,,electrostatic interaction,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
CC022D91D01,CC5968B917E,,,,,2025.0,2025.0,1.0,P0257,,solvation entropy,convection and mass transport,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
CE2D00B183C,CF2C5201A37,,,,,2025.0,2025.0,1.0,P0135,,redox-kinetics enhancement,porous-electrode area enhancement,electrode_interface,electrode_interface,electrode_interface + electrode_interface,target_only_or_insufficient_source_support,,2
CF4A6A0344F,CFBB5A400A1,2021.0,2021.0,1.0,P0645,2025.0,2025.0,1.0,P0030,,ion migration,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,C3C17DDE1C9,2023.0,2023.0,1.0,P0537,,,,,,moisture-gradient ion transport,Gutmann-donor ionic-cluster thermodiffusion,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,C46A965349B,2023.0,2023.0,1.0,P0537,,,,,,moisture-gradient ion transport,anion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,C90F2267A45,2024.0,2024.0,1.0,P1335,,,,,,moisture-gradient ion transport,zwitterionic hydrogel ion regulation,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,CDBC384EF52,2002.0,2002.0,1.0,P1240,,,,,,moisture-gradient ion transport,polymer-water interaction,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,CEA97D4EE60,2025.0,2025.0,1.0,P0338,,,,,,moisture-gradient ion transport,oriented ion-transport channels,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C0AD9C93101,C46747A02A1,2025.0,2025.0,1.0,P0342,,,,,,crown-ether cation complexation,ion-pairing and complexation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C0AD9C93101,C872881EC3C,2025.0,2025.0,1.0,P0342,,,,,,crown-ether cation complexation,gel-confined redox transport,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C0AD9C93101,CAEE03ADAC5,2025.0,2025.0,1.0,P0342,,,,,,crown-ether cation complexation,bidirectional cationic anchoring thermodiffusion,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C0AD9C93101,CE4B0E242E7,2025.0,2025.0,1.0,P0342,,,,,,crown-ether cation complexation,interfacial charge transfer,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C0AD9C93101,CE6FC512ED2,2025.0,2025.0,1.0,P0342,,,,,,crown-ether cation complexation,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C0E0D20D156,C539540C36B,2024.0,2024.0,1.0,P0567,,,,,,polarized-membrane ionic thermal potential,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C0E0D20D156,C845F498233,2024.0,2024.0,1.0,P0567,,,,,,polarized-membrane ionic thermal potential,ion-dipole interaction,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C0E0D20D156,C96681C9193,2024.0,2024.0,1.0,P0567,,,,,,polarized-membrane ionic thermal potential,ion channels,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C45C8AAD12E,2024.0,2024.0,1.0,P1502,,,,,,hydrogen bonding,charge-transfer resistance engineering,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C539540C36B,2025.0,2025.0,1.0,P0347,,,,,,hydrogen bonding,nanochannel-confined ion transport,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C96681C9193,2025.0,2025.0,1.0,P0347,,,,,,hydrogen bonding,ion channels,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,CBFAB31D6E6,2025.0,2025.0,1.0,P0512,,,,,,hydrogen bonding,electrostatic interaction,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,CC3BA67827F,2023.0,2023.0,1.0,P1342,,,,,,hydrogen bonding,ionic-electronic coupling,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,CE4B0E242E7,2024.0,2024.0,1.0,P1502,,,,,,hydrogen bonding,interfacial charge transfer,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,C46747A02A1,2025.0,2025.0,1.0,P0414,,,,,,selective solvation,ion-pairing and complexation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C17A556FB4A,C188B56F6F1,2022.0,2022.0,1.0,P0919,,,,,,double-network hydrogel mechanics,ion-selectivity membrane transport,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C17A556FB4A,C5E63317596,2022.0,2022.0,1.0,P0919,,,,,,double-network hydrogel mechanics,hierarchical porous electrode interface,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C17A556FB4A,C90F2267A45,2024.0,2024.0,1.0,P0677,,,,,,double-network hydrogel mechanics,zwitterionic hydrogel ion regulation,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C17A556FB4A,CC028ABF9C6,2022.0,2022.0,1.0,P0919,,,,,,double-network hydrogel mechanics,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C182567E63B,C3002C089A5,2025.0,2025.0,1.0,P0530,,,,,,ion concentration-gradient formation,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C182567E63B,C539540C36B,2020.0,2020.0,1.0,P1096,,,,,,ion concentration-gradient formation,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C182567E63B,C8AD5B453CC,2020.0,2020.0,1.0,P1096,,,,,,ion concentration-gradient formation,ion diffusion,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C182567E63B,C96681C9193,2020.0,2020.0,1.0,P1096,,,,,,ion concentration-gradient formation,ion channels,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,C23B9BED21A,2018.0,2018.0,1.0,P0834,,,,,,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,C5CE88E5AD7,2025.0,2025.0,1.0,P0525,,,,,,ion-selectivity membrane transport,thermal migration,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,C78D65254F9,2023.0,2023.0,1.0,P1925,,,,,,ion-selectivity membrane transport,phase transition,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,C7932B1CE8C,2025.0,2025.0,1.0,P0540,,,,,,ion-selectivity membrane transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,C845F498233,2024.0,2024.0,1.0,P0567,,,,,,ion-selectivity membrane transport,ion-dipole interaction,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,C872881EC3C,2025.0,2025.0,1.0,P0364,,,,,,ion-selectivity membrane transport,gel-confined redox transport,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,CC3BA67827F,2023.0,2023.0,1.0,P0607,,,,,,ion-selectivity membrane transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,CE10EBC642C,2025.0,2025.0,1.0,P0344,,,,,,ion-selectivity membrane transport,Manning counterion condensation,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,C3002C089A5,2025.0,2025.0,1.0,P0681,,,,,,ionic conduction,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,C46A965349B,2025.0,2025.0,1.0,P0681,,,,,,ionic conduction,anion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,C539540C36B,2025.0,2025.0,1.0,P0681,,,,,,ionic conduction,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,C8AD5B453CC,2022.0,2022.0,1.0,P1382,,,,,,ionic conduction,ion diffusion,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,C41DA9D5B12,2020.0,2020.0,1.0,P1242,,,,,,ionic thermodiffusion (Soret effect),convection-resolved resistance decomposition,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,C45C8AAD12E,2022.0,2022.0,1.0,P1542,,,,,,ionic thermodiffusion (Soret effect),charge-transfer resistance engineering,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,C58F3B85353,2023.0,2023.0,1.0,P0383,,,,,,ionic thermodiffusion (Soret effect),thermoresponsive micellization p/n conversion,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,C6153FCE2C1,2025.0,2025.0,1.0,P0336,,,,,,ionic thermodiffusion (Soret effect),pi-pi stacking,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,C70B6BBB358,2023.0,2023.0,1.0,P0381,,,,,,ionic thermodiffusion (Soret effect),temperature-sensitive phase transition,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,C9516FFBFC5,2025.0,2025.0,1.0,P0339,,,,,,ionic thermodiffusion (Soret effect),volume phase transition,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,C98C1040415,2024.0,2024.0,1.0,P0408,,,,,,ionic thermodiffusion (Soret effect),cation transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,CAEE03ADAC5,2025.0,2025.0,1.0,P0342,,,,,,ionic thermodiffusion (Soret effect),bidirectional cationic anchoring thermodiffusion,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,CC5968B917E,1999.0,1999.0,1.0,P1303,,,,,,ionic thermodiffusion (Soret effect),convection and mass transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C3002C089A5,CEA97D4EE60,2025.0,2025.0,1.0,P0338,,,,,,ionic thermodiffusion (Soret effect),oriented ion-transport channels,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C3C17DDE1C9,C46747A02A1,2023.0,2023.0,1.0,P0537,,,,,,Gutmann-donor ionic-cluster thermodiffusion,ion-pairing and complexation,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C3C17DDE1C9,C46A965349B,2023.0,2023.0,1.0,P0537,,,,,,Gutmann-donor ionic-cluster thermodiffusion,anion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C3C17DDE1C9,CA8C62A4868,2023.0,2023.0,1.0,P0537,,,,,,Gutmann-donor ionic-cluster thermodiffusion,redox reaction entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C3C17DDE1C9,CF203EF8121,2023.0,2023.0,1.0,P0537,,,,,,Gutmann-donor ionic-cluster thermodiffusion,Eastman entropy of transfer,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,C5CA44ABCFC,2020.0,2020.0,1.0,P1549,,,,,,solvation-shell remodeling,redox-solvation hybrid entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C41DA9D5B12,CB56BB4DDB0,2013.0,2013.0,1.0,P1410,,,,,,convection-resolved resistance decomposition,carbon-electrode redox interface,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
C45C8AAD12E,C46747A02A1,2021.0,2021.0,1.0,P1810,,,,,,charge-transfer resistance engineering,ion-pairing and complexation,electrode_interface,solvation_entropy,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C45C8AAD12E,C98C1040415,2024.0,2024.0,1.0,P1533,,,,,,charge-transfer resistance engineering,cation transport,electrode_interface,transport_mechanism,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
C45C8AAD12E,CD486BA800F,2003.0,2003.0,1.0,P1285,,,,,,charge-transfer resistance engineering,host-guest complexation,electrode_interface,solvation_entropy,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C46747A02A1,C539540C36B,2025.0,2025.0,1.0,P1316,,,,,,ion-pairing and complexation,nanochannel-confined ion transport,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46747A02A1,C58F3B85353,2017.0,2017.0,1.0,P0657,,,,,,ion-pairing and complexation,thermoresponsive micellization p/n conversion,solvation_entropy,phase_or_species_transition,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C46747A02A1,C5E47CC0A62,2024.0,2024.0,1.0,P0990,,,,,,ion-pairing and complexation,Hofmeister/chaotropic effect,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
