concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label
C845F498233,CC028ABF9C6,ion-dipole interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,0.11702323704957962,9,18,9,18,5,22,5,22,0.22727272727272727,4,14,18,1.0,3.6666666666666665,4,16,7,0.35,2.8032949507056992,162,1,1,0,0,0,1,1,10,11,1,2023,2024-2024,0
C872881EC3C,CA8C62A4868,gel-confined redox transport,redox reaction entropy,gel_microstructure,solvation_entropy,0.3110070824623108,12,12,12,12,16,8,8,16,0.5,15,4,19,4.666666666666667,0.3333333333333333,3,9,4,0.2,1.3613663314417188,144,1,1,0,0,0,1,16,14,30,1,2023,2024-2024,1
C872881EC3C,CB314592CFB,gel-confined redox transport,precipitation and species redistribution,gel_microstructure,phase_or_species_transition,0.11393225193023682,12,3,3,12,16,6,6,16,0.375,15,4,19,4.666666666666667,1.3333333333333333,3,7,2,0.15384615384615385,1.2386979653798884,36,1,1,0,0,0,1,16,0,16,0,2023,2024-2024,1
C8AD5B453CC,C96681C9193,ion diffusion,ion channels,transport_mechanism,transport_mechanism,0.7847216129302979,16,7,7,16,23,3,3,23,0.13043478260869565,13,1,14,2.6666666666666665,-0.3333333333333333,24,4,6,0.35294117647058826,2.621733137712565,112,1,1,1,0,0,1,3,1,4,1,2023,2024-2024,0
C8AD5B453CC,CBFAB31D6E6,ion diffusion,electrostatic interaction,transport_mechanism,solvation_entropy,0.2989199757575989,16,8,8,16,23,9,9,23,0.391304347826087,13,6,19,2.6666666666666665,1.6666666666666667,24,8,4,0.2,1.4280243982655638,128,1,1,0,0,0,1,3,1,4,1,2023,2024-2024,0
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.020748447626829147,16,18,16,18,23,22,22,23,0.9565217391304348,13,14,27,2.6666666666666665,3.6666666666666665,24,16,6,0.21428571428571427,2.3703359006697426,288,1,1,0,0,0,1,3,10,13,1,2023,2024-2024,0
C8AD5B453CC,CC3BA67827F,ion diffusion,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.768731951713562,16,14,14,16,23,31,23,31,0.7419354838709677,13,12,25,2.6666666666666665,2.0,24,30,8,0.36363636363636365,3.240836676248829,224,1,1,1,0,0,1,3,0,3,0,2023,2024-2024,0
C8AD5B453CC,CC5968B917E,ion diffusion,convection and mass transport,transport_mechanism,transport_mechanism,0.5085238218307495,16,5,5,16,23,8,8,23,0.34782608695652173,13,1,14,2.6666666666666665,-0.3333333333333333,24,24,2,0.10526315789473684,0.6823362572322303,80,1,1,1,0,0,1,3,13,16,1,2023,2024-2024,0
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.12796111404895782,16,14,14,16,23,13,13,23,0.5652173913043478,13,11,24,2.6666666666666665,3.0,24,4,5,0.2,1.7820879461707941,224,1,1,0,0,0,1,3,4,7,1,2023,2024-2024,0
C8AD5B453CC,CF203EF8121,ion diffusion,Eastman entropy of transfer,transport_mechanism,solvation_entropy,0.46242058277130127,16,9,9,16,23,10,10,23,0.43478260869565216,13,5,18,2.6666666666666665,0.3333333333333333,24,6,2,0.08695652173913043,0.6269285286909516,144,1,1,0,0,0,1,3,2,5,1,2023,2024-2024,0
C8AD5B453CC,CF4A6A0344F,ion diffusion,ion migration,transport_mechanism,transport_mechanism,0.8940117359161377,16,13,13,16,23,22,22,23,0.9565217391304348,13,12,25,2.6666666666666665,2.6666666666666665,24,30,9,0.45,3.6547308434213117,208,1,1,1,0,0,1,3,1,4,1,2023,2024-2024,0
C96681C9193,CC3BA67827F,ion channels,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.6440496444702148,7,14,7,14,3,31,3,31,0.0967741935483871,1,12,13,-0.3333333333333333,2.0,4,30,4,0.23529411764705882,1.4270165824869545,98,1,1,1,0,0,1,1,0,1,0,2023,2024-2024,0
C96681C9193,CF4A6A0344F,ion channels,ion migration,transport_mechanism,transport_mechanism,0.7790759801864624,7,13,7,13,3,22,3,22,0.13636363636363635,1,12,13,-0.3333333333333333,2.6666666666666665,4,30,5,0.3333333333333333,1.8711881322390442,91,1,1,1,0,0,1,1,1,2,1,2023,2024-2024,0
C98C1040415,CF4A6A0344F,cation transport,ion migration,transport_mechanism,transport_mechanism,0.6943038702011108,2,13,2,13,2,22,2,22,0.09090909090909091,2,12,14,0.6666666666666666,2.6666666666666665,1,30,1,0.07142857142857142,0.32351545314867247,26,1,1,1,0,0,1,0,1,1,0,2023,2024-2024,0
CB25BC3FC14,CC028ABF9C6,double/interpenetrating network,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,0.4043886065483093,15,18,15,18,7,22,7,22,0.3181818181818182,7,14,21,2.3333333333333335,3.6666666666666665,1,16,11,0.5,5.505984915188791,270,1,1,1,0,0,1,3,10,13,1,2023,2024-2024,0
CB25BC3FC14,CC3BA67827F,double/interpenetrating network,ionic-electronic coupling,gel_microstructure,transport_mechanism,0.19771407544612885,15,14,14,15,7,31,7,31,0.22580645161290322,7,12,19,2.3333333333333335,2.0,1,30,7,0.3181818181818182,2.500417930175125,210,1,1,0,0,0,1,3,0,3,0,2023,2024-2024,0
CBFAB31D6E6,CC028ABF9C6,electrostatic interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,0.17557024955749512,8,18,8,18,9,22,9,22,0.4090909090909091,6,14,20,1.6666666666666667,3.6666666666666665,8,16,5,0.23809523809523808,1.981665907807134,144,1,1,0,0,0,1,1,10,11,1,2023,2024-2024,0
CBFAB31D6E6,CEA29EF1A99,electrostatic interaction,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,0.028140723705291748,8,7,7,8,9,16,9,16,0.5625,6,10,16,1.6666666666666667,2.6666666666666665,8,10,1,0.07142857142857142,0.30341307554227914,56,1,1,0,0,0,1,1,12,13,1,2023,2024-2024,0
CC028ABF9C6,CC3BA67827F,anti-freezing organohydrogel design,ionic-electronic coupling,gel_microstructure,transport_mechanism,0.030006015673279762,18,14,14,18,22,31,22,31,0.7096774193548387,14,12,26,3.6666666666666665,2.0,16,30,7,0.28,2.514615939560141,252,1,1,0,0,0,1,10,0,10,0,2023,2024-2024,0
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.4400594234466553,18,14,14,18,22,13,13,22,0.5909090909090909,14,11,25,3.6666666666666665,3.0,16,4,10,0.45454545454545453,4.035386644211021,252,1,1,1,0,0,1,10,4,14,1,2023,2024-2024,0
CC3BA67827F,CC5968B917E,ionic-electronic coupling,convection and mass transport,transport_mechanism,transport_mechanism,0.39798370003700256,14,5,5,14,31,8,8,31,0.25806451612903225,12,1,13,2.0,-0.3333333333333333,30,24,3,0.1875,0.9925455745175711,70,1,1,1,0,0,1,0,13,13,0,2023,2024-2024,0
CC3BA67827F,CF4A6A0344F,ionic-electronic coupling,ion migration,transport_mechanism,transport_mechanism,0.7222399711608887,14,13,13,14,31,22,22,31,0.7096774193548387,12,12,24,2.0,2.6666666666666665,30,30,7,0.35,2.5727867391520354,182,1,1,1,0,0,1,0,1,1,0,2023,2024-2024,0
CC3BA67827F,CFBB5A400A1,ionic-electronic coupling,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.3930237889289856,14,13,13,14,31,13,13,31,0.41935483870967744,12,11,23,2.0,3.3333333333333335,30,7,7,0.35,2.526485397735888,182,1,1,1,0,0,1,0,5,5,0,2023,2024-2024,0
CD486BA800F,CE4B0E242E7,host-guest complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2608962059020996,2,8,2,8,2,24,2,24,0.08333333333333333,0,10,10,0.0,2.3333333333333335,20,30,1,0.1111111111111111,0.45511961331341866,16,1,1,0,0,0,1,3,7,10,1,2023,2024-2024,0
CE6FC512ED2,CF4A6A0344F,dynamic crosslinked gel network,ion migration,gel_microstructure,transport_mechanism,0.12500128149986267,14,13,13,14,13,22,13,22,0.5909090909090909,11,12,23,3.0,2.6666666666666665,4,30,5,0.22727272727272727,1.7353729436336123,182,1,1,0,0,0,1,4,1,5,1,2023,2024-2024,0
CEA29EF1A99,CF4A6A0344F,thermal-gradient heat-transfer control,ion migration,device_mechanism,transport_mechanism,0.18232697248458862,7,13,7,13,16,22,16,22,0.7272727272727273,10,12,22,2.6666666666666665,2.6666666666666665,10,30,4,0.25,1.6695994392717062,91,1,1,0,0,0,1,12,1,13,1,2023,2024-2024,0
CF4A6A0344F,CFBB5A400A1,ion migration,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.41879719495773315,13,13,13,13,22,13,13,22,0.5909090909090909,12,11,23,2.6666666666666665,3.3333333333333335,30,7,5,0.23809523809523808,1.7454486522930948,169,1,1,1,0,0,1,1,5,6,1,2023,2024-2024,0
C08389FD6C6,C23B9BED21A,moisture-gradient ion transport,ionic conduction,transport_mechanism,transport_mechanism,0.6382522583007812,24,7,7,24,50,48,48,50,0.96,32,16,48,6.666666666666667,3.0,22,32,5,0.19230769230769232,1.6789240401740924,168,1,1,1,0,0,1,9,3,12,1,2024,2025-2025,0
C08389FD6C6,C46A965349B,moisture-gradient ion transport,anion transport,transport_mechanism,transport_mechanism,0.6007907390594482,24,6,6,24,50,2,2,50,0.04,32,1,33,6.666666666666667,0.0,22,4,5,0.2,2.1256607612905465,144,1,1,1,0,0,1,9,0,9,0,2024,2025-2025,0
C08389FD6C6,C539540C36B,moisture-gradient ion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6501357555389404,24,14,14,24,50,15,15,50,0.3,32,12,44,6.666666666666667,3.3333333333333335,22,6,8,0.26666666666666666,2.9874766556824532,336,1,1,1,0,0,1,9,2,11,1,2024,2025-2025,0
C08389FD6C6,C7932B1CE8C,moisture-gradient ion transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,0.30353134870529175,24,16,16,24,50,15,15,50,0.3,32,12,44,6.666666666666667,3.3333333333333335,22,6,9,0.2903225806451613,3.121199952688007,384,1,1,0,0,0,1,9,10,19,1,2024,2025-2025,1
C08389FD6C6,C845F498233,moisture-gradient ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3441769778728485,24,14,14,24,50,8,8,50,0.16,32,7,39,6.666666666666667,2.0,22,5,11,0.4074074074074074,3.9097302511266725,336,1,1,0,0,0,1,9,1,10,1,2024,2025-2025,0
C08389FD6C6,C90F2267A45,moisture-gradient ion transport,zwitterionic hydrogel ion regulation,transport_mechanism,gel_microstructure,0.30775701999664307,24,4,4,24,50,3,3,50,0.06,32,3,35,6.666666666666667,1.0,22,1,0,0.0,0.0,96,1,1,0,0,0,1,9,0,9,0,2024,2025-2025,0
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,0.6929123401641846,24,11,11,24,50,6,6,50,0.12,32,4,36,6.666666666666667,0.6666666666666666,22,5,7,0.25,2.4693195162458035,264,1,1,1,0,0,1,9,2,11,1,2024,2025-2025,0
C08389FD6C6,C98C1040415,moisture-gradient ion transport,cation transport,transport_mechanism,transport_mechanism,0.6226394176483154,24,8,8,24,50,4,4,50,0.08,32,4,36,6.666666666666667,1.3333333333333333,22,2,3,0.10344827586206896,0.9889347880418686,192,1,1,1,0,0,1,9,0,9,0,2024,2025-2025,0
C08389FD6C6,CBFAB31D6E6,moisture-gradient ion transport,electrostatic interaction,transport_mechanism,solvation_entropy,0.27509036660194397,24,8,8,24,50,11,11,50,0.22,32,8,40,6.666666666666667,2.3333333333333335,22,9,5,0.18518518518518517,1.6513257862620998,192,1,1,0,0,0,1,9,1,10,1,2024,2025-2025,0
C08389FD6C6,CC3BA67827F,moisture-gradient ion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5647144317626953,24,15,15,24,50,36,36,50,0.72,32,15,47,6.666666666666667,2.6666666666666665,22,31,11,0.39285714285714285,4.045544436503981,360,1,1,1,0,0,1,9,0,9,0,2024,2025-2025,0
C08389FD6C6,CF203EF8121,moisture-gradient ion transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,0.341469943523407,24,9,9,24,50,10,10,50,0.2,32,5,37,6.666666666666667,1.0,22,7,6,0.2222222222222222,2.4843972783748165,216,1,1,0,0,0,1,9,2,11,1,2024,2025-2025,0
C08389FD6C6,CF4A6A0344F,moisture-gradient ion transport,ion migration,transport_mechanism,transport_mechanism,0.7488869428634644,24,15,15,24,50,26,26,50,0.52,32,13,45,6.666666666666667,2.3333333333333335,22,31,12,0.4444444444444444,4.680125515608944,360,1,1,1,0,0,1,9,1,10,1,2024,2025-2025,0
C08389FD6C6,CF69DD93A68,moisture-gradient ion transport,selective ion transport,transport_mechanism,transport_mechanism,0.7132197618484497,24,6,6,24,50,2,2,50,0.04,32,1,33,6.666666666666667,0.0,22,3,5,0.2,1.6785254370116256,144,1,1,1,0,0,1,9,0,9,0,2024,2025-2025,0
C0E0D20D156,C188B56F6F1,polarized-membrane ionic thermal potential,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,0.5956754684448242,4,21,4,21,2,36,2,36,0.05555555555555555,1,19,20,0.3333333333333333,4.333333333333333,8,25,3,0.13636363636363635,1.1748787548041486,84,1,1,1,0,0,1,0,14,14,0,2024,2025-2025,0
C0E0D20D156,C539540C36B,polarized-membrane ionic thermal potential,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6223404407501221,4,14,4,14,2,15,2,15,0.13333333333333333,1,12,13,0.3333333333333333,3.3333333333333335,8,6,3,0.2,1.1244143118672487,56,1,1,1,0,0,1,0,2,2,0,2024,2025-2025,0
C0E0D20D156,C845F498233,polarized-membrane ionic thermal potential,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3466203808784485,4,14,4,14,2,8,2,8,0.25,1,7,8,0.3333333333333333,2.0,8,5,3,0.2,1.1244143118672487,56,1,1,0,0,0,1,0,1,1,0,2024,2025-2025,0
C0E0D20D156,C96681C9193,polarized-membrane ionic thermal potential,ion channels,transport_mechanism,transport_mechanism,0.536271870136261,4,11,4,11,2,6,2,6,0.3333333333333333,1,4,5,0.3333333333333333,0.6666666666666666,8,5,3,0.25,1.0863051021329535,44,1,1,1,0,0,1,0,2,2,0,2024,2025-2025,0
C10C4FF4B6C,C45C8AAD12E,hydrogen bonding,charge-transfer resistance engineering,solvation_entropy,electrode_interface,0.22828373312950134,16,12,12,16,23,28,23,28,0.8214285714285714,17,13,30,5.0,2.6666666666666665,20,30,5,0.21739130434782608,1.683906497007655,192,1,1,0,0,0,1,10,10,20,1,2024,2025-2025,0
C10C4FF4B6C,C46747A02A1,hydrogen bonding,ion-pairing and complexation,solvation_entropy,solvation_entropy,0.6333999633789062,16,25,16,25,23,28,23,28,0.8214285714285714,17,16,33,5.0,4.0,20,13,12,0.41379310344827586,4.363442311379282,400,1,1,1,0,0,1,10,10,20,1,2024,2025-2025,0
C10C4FF4B6C,C845F498233,hydrogen bonding,ion-dipole interaction,solvation_entropy,solvation_entropy,0.8224291801452637,16,14,14,16,23,8,8,23,0.34782608695652173,17,7,24,5.0,2.0,20,5,8,0.36363636363636365,2.7393001594813082,224,1,1,1,0,0,1,10,1,11,1,2024,2025-2025,0
C10C4FF4B6C,C8AD5B453CC,hydrogen bonding,ion diffusion,solvation_entropy,transport_mechanism,0.18701887130737305,16,20,16,20,23,28,23,28,0.8214285714285714,17,13,30,5.0,1.3333333333333333,20,25,9,0.3333333333333333,3.128025139817659,320,1,1,0,0,0,1,10,4,14,1,2024,2025-2025,0
C10C4FF4B6C,CC3BA67827F,hydrogen bonding,ionic-electronic coupling,solvation_entropy,transport_mechanism,0.28039324283599854,16,15,15,16,23,36,23,36,0.6388888888888888,17,15,32,5.0,2.6666666666666665,20,31,9,0.4090909090909091,3.032569774657988,240,1,1,0,0,0,1,10,0,10,0,2024,2025-2025,0
C10C4FF4B6C,CE4B0E242E7,hydrogen bonding,interfacial charge transfer,solvation_entropy,electrode_interface,0.2480388730764389,16,12,12,16,23,30,23,30,0.7666666666666667,17,15,32,5.0,3.6666666666666665,20,31,5,0.21739130434782608,1.683906497007655,192,1,1,0,0,0,1,10,7,17,1,2024,2025-2025,0
C10C4FF4B6C,CFBB5A400A1,hydrogen bonding,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,0.28424760699272156,16,14,14,16,23,21,21,23,0.9130434782608695,17,16,33,5.0,4.0,20,8,8,0.36363636363636365,2.6861957056598453,224,1,1,0,0,0,1,10,8,18,1,2024,2025-2025,0
C10D3798CF7,CF203EF8121,selective solvation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,0.6834225654602051,8,9,8,9,5,10,5,10,0.5,2,5,7,-0.3333333333333333,1.0,5,7,2,0.13333333333333333,0.6604760492888175,72,1,1,1,0,0,1,10,2,12,1,2024,2025-2025,0
C17A556FB4A,C188B56F6F1,double-network hydrogel mechanics,ion-selectivity membrane transport,gel_microstructure,transport_mechanism,0.0457829087972641,6,21,6,21,2,36,2,36,0.05555555555555555,2,19,21,0.6666666666666666,4.333333333333333,2,25,4,0.17391304347826086,1.5152693334455614,126,1,1,0,0,0,1,0,14,14,0,2024,2025-2025,0
C17A556FB4A,C5E63317596,double-network hydrogel mechanics,hierarchical porous electrode interface,gel_microstructure,electrode_interface,0.2808260917663574,6,8,6,8,2,2,2,2,1.0,2,2,4,0.6666666666666666,0.6666666666666666,2,2,4,0.4,1.3628297252356245,48,1,1,0,0,0,1,0,4,4,0,2024,2025-2025,0
C17A556FB4A,C90F2267A45,double-network hydrogel mechanics,zwitterionic hydrogel ion regulation,gel_microstructure,gel_microstructure,0.7090727090835571,6,4,4,6,2,3,2,3,0.6666666666666666,2,3,5,0.6666666666666666,1.0,2,1,2,0.25,0.7059122477295223,24,1,1,1,0,0,1,0,0,0,0,2024,2025-2025,0
C17A556FB4A,CB25BC3FC14,double-network hydrogel mechanics,double/interpenetrating network,gel_microstructure,gel_microstructure,0.6792161464691162,6,17,6,17,2,10,2,10,0.2,2,10,12,0.6666666666666666,3.3333333333333335,2,2,5,0.2777777777777778,2.212119468778333,102,1,1,1,0,0,1,0,4,4,0,2024,2025-2025,1
C17A556FB4A,CC028ABF9C6,double-network hydrogel mechanics,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,0.6074889898300171,6,21,6,21,2,34,2,34,0.058823529411764705,2,24,26,0.6666666666666666,6.666666666666667,2,17,4,0.17391304347826086,1.5152693334455614,126,1,1,1,0,0,1,0,17,17,0,2024,2025-2025,0
C17A556FB4A,CE6FC512ED2,double-network hydrogel mechanics,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.6902318000793457,6,17,6,17,2,20,2,20,0.1,2,18,20,0.6666666666666666,5.333333333333333,2,5,5,0.2777777777777778,2.212119468778333,102,1,1,1,0,0,1,0,4,4,0,2024,2025-2025,1
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,0.7166036367416382,21,7,7,21,36,48,36,48,0.75,19,16,35,4.333333333333333,3.0,25,32,6,0.2727272727272727,2.1790216242349167,147,1,1,1,0,0,1,14,3,17,1,2024,2025-2025,0
C188B56F6F1,C539540C36B,ion-selectivity membrane transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6920440196990967,21,14,14,21,36,15,15,36,0.4166666666666667,19,12,31,4.333333333333333,3.3333333333333335,25,6,11,0.4583333333333333,4.930269280632241,294,1,1,1,0,0,1,14,2,16,1,2024,2025-2025,0
C188B56F6F1,C78D65254F9,ion-selectivity membrane transport,phase transition,transport_mechanism,phase_or_species_transition,0.1587248593568802,21,23,21,23,36,72,36,72,0.5,19,30,49,4.333333333333333,4.333333333333333,25,21,10,0.29411764705882354,3.582263380623879,483,1,1,0,0,0,1,14,15,29,1,2024,2025-2025,0
C188B56F6F1,C845F498233,ion-selectivity membrane transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3929056227207184,21,14,14,21,36,8,8,36,0.2222222222222222,19,7,26,4.333333333333333,2.0,25,5,9,0.34615384615384615,3.4150311458547584,294,1,1,0,0,0,1,14,1,15,1,2024,2025-2025,0
C188B56F6F1,C8AD5B453CC,ion-selectivity membrane transport,ion diffusion,transport_mechanism,transport_mechanism,0.7644132375717163,21,20,20,21,36,28,28,36,0.7777777777777778,19,13,32,4.333333333333333,1.3333333333333333,25,25,13,0.4642857142857143,5.167822188592703,420,1,1,1,0,0,1,14,4,18,1,2024,2025-2025,0
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,0.8086342811584473,21,11,11,21,36,6,6,36,0.16666666666666666,19,4,23,4.333333333333333,0.6666666666666666,25,5,9,0.391304347826087,3.8982137988258407,231,1,1,1,0,0,1,14,2,16,1,2024,2025-2025,0
C188B56F6F1,CB25BC3FC14,ion-selectivity membrane transport,double/interpenetrating network,transport_mechanism,gel_microstructure,0.1780344545841217,21,17,17,21,36,10,10,36,0.2777777777777778,19,10,29,4.333333333333333,3.3333333333333335,25,2,10,0.35714285714285715,3.723227723989757,357,1,1,0,0,0,1,14,4,18,1,2024,2025-2025,0
C188B56F6F1,CC028ABF9C6,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.06637532263994217,21,21,21,21,36,34,34,36,0.9444444444444444,19,24,43,4.333333333333333,6.666666666666667,25,17,12,0.4,4.576281431915342,441,1,1,0,0,0,1,14,17,31,1,2024,2025-2025,0
C188B56F6F1,CC3BA67827F,ion-selectivity membrane transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.611656665802002,21,15,15,21,36,36,36,36,1.0,19,15,34,4.333333333333333,2.6666666666666665,25,31,10,0.38461538461538464,3.4581977789288483,315,1,1,1,0,0,1,14,0,14,0,2024,2025-2025,0
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.10902120172977448,21,17,17,21,36,20,20,36,0.5555555555555556,19,18,37,4.333333333333333,5.333333333333333,25,5,11,0.4074074074074074,4.092497097058612,357,1,1,0,0,0,1,14,4,18,1,2024,2025-2025,0
C188B56F6F1,CEA29EF1A99,ion-selectivity membrane transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.167332261800766,21,7,7,21,36,17,17,36,0.4722222222222222,19,9,28,4.333333333333333,2.3333333333333335,25,11,4,0.16666666666666666,1.5532975733485195,147,1,1,0,0,0,1,14,13,27,1,2024,2025-2025,0
C188B56F6F1,CF4A6A0344F,ion-selectivity membrane transport,ion migration,transport_mechanism,transport_mechanism,0.7640577554702759,21,15,15,21,36,26,26,36,0.7222222222222222,19,13,32,4.333333333333333,2.3333333333333335,25,31,13,0.5652173913043478,5.052280876571542,315,1,1,1,0,0,1,14,1,15,1,2024,2025-2025,0
C188B56F6F1,CF69DD93A68,ion-selectivity membrane transport,selective ion transport,transport_mechanism,transport_mechanism,0.8664759397506714,21,6,6,21,36,2,2,36,0.05555555555555555,19,1,20,4.333333333333333,0.0,25,3,5,0.22727272727272727,1.6647246787026995,126,1,1,1,0,0,1,14,0,14,0,2024,2025-2025,0
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,0.18714967370033264,7,23,7,23,48,72,48,72,0.6666666666666666,16,30,46,3.0,4.333333333333333,32,21,4,0.15384615384615385,1.3408448310190821,161,1,1,0,0,0,1,3,15,18,1,2024,2025-2025,0
C23B9BED21A,C8AD5B453CC,ionic conduction,ion diffusion,transport_mechanism,transport_mechanism,0.8591792583465576,7,20,7,20,48,28,28,48,0.5833333333333334,16,13,29,3.0,1.3333333333333333,32,25,4,0.17391304347826086,1.3408448310190821,140,1,1,1,0,0,1,3,4,7,1,2024,2025-2025,0
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,0.8135492205619812,7,15,7,15,48,26,26,48,0.5416666666666666,16,13,29,3.0,2.3333333333333335,32,31,5,0.29411764705882354,1.8097522511660618,105,1,1,1,0,0,1,3,1,4,1,2024,2025-2025,0
C3002C089A5,C41DA9D5B12,ionic thermodiffusion (Soret effect),convection-resolved resistance decomposition,transport_mechanism,transport_mechanism,0.3908458650112152,31,4,4,31,74,4,4,74,0.05405405405405406,40,2,42,6.0,0.3333333333333333,25,11,3,0.09375,1.7150984353905265,124,1,1,1,0,0,1,24,1,25,1,2024,2025-2025,0
C3002C089A5,C45C8AAD12E,ionic thermodiffusion (Soret effect),charge-transfer resistance engineering,transport_mechanism,electrode_interface,0.20938371121883392,31,12,12,31,74,28,28,74,0.3783783783783784,40,13,53,6.0,2.6666666666666665,25,30,7,0.19444444444444445,2.9556194484174028,372,1,1,0,0,0,1,24,10,34,1,2024,2025-2025,0
C3002C089A5,C539540C36B,ionic thermodiffusion (Soret effect),nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.4554448127746582,31,14,14,31,74,15,15,74,0.20270270270270271,40,12,52,6.0,3.3333333333333335,25,6,9,0.25,3.477063283920975,434,1,1,1,0,0,1,24,2,26,1,2024,2025-2025,0
C3002C089A5,C58F3B85353,ionic thermodiffusion (Soret effect),thermoresponsive micellization p/n conversion,transport_mechanism,phase_or_species_transition,0.33329156041145325,31,5,5,31,74,3,3,74,0.04054054054054054,40,2,42,6.0,0.6666666666666666,25,7,4,0.125,1.513979635352031,155,1,1,0,0,0,1,24,2,26,1,2024,2025-2025,0
C3002C089A5,C845F498233,ionic thermodiffusion (Soret effect),ion-dipole interaction,transport_mechanism,solvation_entropy,0.3329166769981384,31,14,14,31,74,8,8,74,0.10810810810810811,40,7,47,6.0,2.0,25,5,10,0.2857142857142857,3.5161491639265887,434,1,1,0,0,0,1,24,1,25,1,2024,2025-2025,0
C3002C089A5,C98C1040415,ionic thermodiffusion (Soret effect),cation transport,transport_mechanism,transport_mechanism,0.44592157006263733,31,8,8,31,74,4,4,74,0.05405405405405406,40,4,44,6.0,1.3333333333333333,25,2,7,0.21875,2.5394707979633364,248,1,1,1,0,0,1,24,0,24,0,2024,2025-2025,0
C3002C089A5,CBFAB31D6E6,ionic thermodiffusion (Soret effect),electrostatic interaction,transport_mechanism,solvation_entropy,0.28350719809532166,31,8,8,31,74,11,11,74,0.14864864864864866,40,8,48,6.0,2.3333333333333335,25,9,6,0.18181818181818182,2.188675432856013,248,1,1,0,0,0,1,24,1,25,1,2024,2025-2025,1
C3002C089A5,CC028ABF9C6,ionic thermodiffusion (Soret effect),anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.2160523235797882,31,21,21,31,74,34,34,74,0.4594594594594595,40,24,64,6.0,6.666666666666667,25,17,15,0.40540540540540543,5.593938112966746,651,1,1,0,0,0,1,24,17,41,1,2024,2025-2025,0
C3002C089A5,CC3BA67827F,ionic thermodiffusion (Soret effect),ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5141816139221191,31,15,15,31,74,36,36,74,0.4864864864864865,40,15,55,6.0,2.6666666666666665,25,31,12,0.35294117647058826,4.4210999050417845,465,1,1,1,0,0,1,24,0,24,0,2024,2025-2025,0
